Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Amir Coffey,Shared Games with Brandon Boston Jr.,Shared Games with Ivica Zubac,Shared Games with Jason Preston,Shared Games with John Wall,Shared Games with Kawhi Leonard,Shared Games with Marcus Morris,Shared Games with Moses Brown,Shared Games with Moussa Diabaté,Shared Games with Nicolas Batum,Shared Games with Norman Powell,Shared Games with Paul George,Shared Games with Reggie Jackson,Shared Games with Robert Covington,Shared Games with Terance Mann,Amir Coffey,Brandon Boston Jr.,Ivica Zubac,Jason Preston,John Wall,Kawhi Leonard,Marcus Morris,Moses Brown,Moussa Diabaté,Nicolas Batum,Norman Powell,Paul George,Reggie Jackson,Robert Covington,Terance Mann,Xavier Moon,co_inf with Amir Coffey,co_inf with Brandon Boston Jr.,co_inf with Ivica Zubac,co_inf with Jason Preston,co_inf with John Wall,co_inf with Kawhi Leonard,co_inf with Marcus Morris,co_inf with Moses Brown,co_inf with Moussa Diabaté,co_inf with Nicolas Batum,co_inf with Norman Powell,co_inf with Paul George,co_inf with Reggie Jackson,co_inf with Robert Covington,co_inf with Terance Mann,co_inf with Xavier Moon,Shared Games with Brandon Clarke,Shared Games with Danny Green,Shared Games with David Roddy,Shared Games with Desmond Bane,Shared Games with Dillon Brooks,Shared Games with Ja Morant,Shared Games with Jake LaRavia,Shared Games with Jaren Jackson Jr.,Shared Games with John Konchar,Shared Games with Kennedy Chandler,Shared Games with Kenneth Lofton Jr.,Shared Games with Santi Aldama,Shared Games with Tyus Jones,Shared Games with Vince Williams Jr.,Shared Games with Xavier Tillman Sr.,Shared Games with Ziaire Williams,Brandon Clarke,David Roddy,Desmond Bane,Dillon Brooks,Ja Morant,Jacob Gilyard,Jake LaRavia,Jaren Jackson Jr.,John Konchar,Kennedy Chandler,Kenneth Lofton Jr.,Santi Aldama,Steven Adams,Trae Young,Tyus Jones,Vince Williams Jr.,Xavier Tillman Sr.,Ziaire Williams,co_inf with Brandon Clarke,co_inf with David Roddy,co_inf with Desmond Bane,co_inf with Dillon Brooks,co_inf with Ja Morant,co_inf with Jake LaRavia,co_inf with Jaren Jackson Jr.,co_inf with John Konchar,co_inf with Kennedy Chandler,co_inf with Kenneth Lofton Jr.,co_inf with Santi Aldama,co_inf with Steven Adams,co_inf with Trae Young,co_inf with Tyus Jones,co_inf with Vince Williams Jr.,co_inf with Xavier Tillman Sr.,co_inf with Ziaire Williams,co_inf with Jacob Gilyard,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
47.0,,2023-01-18,26-208,LAC,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0,2,2,21,20,18,10,3,20,20,10,14,20,20,5,20,8,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,73.0,80.0,15.0,61.0,37.0,0.0357142857142857,0.3,0.3448275862068966,0.2465753424657534,0.1639344262295081,0.0857142857142857,0.3174603174603174,0.2777777777777778,0.2777777777777778,0.5833333333333334,0.2597402597402597,0.0,0.0,0.25,0.3333333333333333,0.3278688524590163,0.2162162162162162,0.0,31,,58.0,1.870967741935484,0.0,68.99999999999999,2.2258064516129026,13.0,3.4,0.5,0.6,-0.1,0.0283717534160842,0.684,0.704,0.102,0.8,2.2,W (+21),W (+21)
48.0,,2023-01-20,26-210,LAC,SAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0,2,2,21,20,18,10,3,20,20,10,14,20,20,5,20,8,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,73.0,80.0,15.0,61.0,37.0,0.0357142857142857,0.3,0.3448275862068966,0.2465753424657534,0.1639344262295081,0.0857142857142857,0.3174603174603174,0.2777777777777778,0.2777777777777778,0.5833333333333334,0.2597402597402597,0.0,0.0,0.25,0.3333333333333333,0.3278688524590163,0.2162162162162162,0.0,31,,62.0,2.0,0.0,82.49999999999999,2.661290322580645,13.0,3.4,0.5,0.6,-0.1,0.0283717534160842,0.684,0.704,0.102,0.8,2.2,L (-10),L (-10)
49.0,,2023-01-22,26-212,LAC,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0,2,2,21,20,18,10,3,20,20,10,14,20,20,5,20,8,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,73.0,80.0,15.0,61.0,37.0,0.0357142857142857,0.3,0.3448275862068966,0.2465753424657534,0.1639344262295081,0.0857142857142857,0.3174603174603174,0.2777777777777778,0.2777777777777778,0.5833333333333334,0.2597402597402597,0.0,0.0,0.25,0.3333333333333333,0.3278688524590163,0.2162162162162162,0.0,31,,64.0,2.064516129032258,0.0,68.59999999999998,2.212903225806451,13.0,3.4,0.5,0.6,-0.1,0.0283717534160842,0.684,0.704,0.102,0.8,2.2,L (-23),L (-23)
50.0,,2023-01-24,26-214,LAC,LAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0,2,2,21,20,18,10,3,20,20,10,14,20,20,5,20,8,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,73.0,80.0,15.0,61.0,37.0,0.0357142857142857,0.3,0.3448275862068966,0.2465753424657534,0.1639344262295081,0.0857142857142857,0.3174603174603174,0.2777777777777778,0.2777777777777778,0.5833333333333334,0.2597402597402597,0.0,0.0,0.25,0.3333333333333333,0.3278688524590163,0.2162162162162162,0.0,31,,89.0,2.870967741935484,0.0,96.9,3.1258064516129034,13.0,3.4,0.5,0.6,-0.1,0.0283717534160842,0.684,0.704,0.102,0.8,2.2,W (+5),W (+5)
51.0,30.0,2023-01-26,26-216,LAC,SAS,1,16.95,2.0,3.0,.667,1.0,1.0,1.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,3.6,+16,2.0,1.0,0.5,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0,2,2,21,20,18,10,3,20,20,10,14,20,20,5,20,8,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,73.0,80.0,15.0,61.0,37.0,0.0357142857142857,0.3,0.3448275862068966,0.2465753424657534,0.1639344262295081,0.0857142857142857,0.3174603174603174,0.2777777777777778,0.2777777777777778,0.5833333333333334,0.2597402597402597,0.0,0.0,0.25,0.3333333333333333,0.3278688524590163,0.2162162162162162,0.0,31,3.0,68.0,2.193548387096774,3.6,83.90000000000002,2.7064516129032263,13.0,3.4,0.5,0.6,-0.1,0.0283717534160842,0.684,0.704,0.102,0.8,2.2,W (+14),W (+14)
52.0,31.0,2023-01-28,26-218,LAC,ATL,1,20.78333333333333,4.0,7.0,.571,3.0,3.0,1.000,0,0.0,,0.0,3.0,3.0,0.0,1.0,0.0,2.0,2.0,11.0,6.8,+5,4.0,1.0,0.25,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0,2,2,21,20,18,10,3,20,20,10,14,20,20,5,20,8,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,73.0,80.0,15.0,61.0,37.0,0.0357142857142857,0.3,0.3448275862068966,0.2465753424657534,0.1639344262295081,0.0857142857142857,0.3174603174603174,0.2777777777777778,0.2777777777777778,0.5833333333333334,0.2597402597402597,0.0,0.0,0.25,0.3333333333333333,0.3278688524590163,0.2162162162162162,0.0,31,6.0,77.0,2.4838709677419355,6.800000000000001,77.0,2.4838709677419355,13.0,3.4,0.5,0.6,-0.1,0.0283717534160842,0.684,0.704,0.102,0.8,2.2,W (+18),W (+18)
53.0,32.0,2023-01-29,26-219,LAC,CLE,0,9.883333333333333,1.0,4.0,.250,0.0,2.0,.000,0,0.0,,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,0.9,+3,2.0,1.0,0.5,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0,2,2,21,20,18,10,3,20,20,10,14,20,20,5,20,8,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,73.0,80.0,15.0,61.0,37.0,0.0357142857142857,0.3,0.3448275862068966,0.2465753424657534,0.1639344262295081,0.0857142857142857,0.3174603174603174,0.2777777777777778,0.2777777777777778,0.5833333333333334,0.2597402597402597,0.0,0.0,0.25,0.3333333333333333,0.3278688524590163,0.2162162162162162,0.0,31,1.0,82.0,2.6451612903225805,0.9000000000000004,77.0,2.4838709677419355,13.0,3.4,0.5,0.6,-0.1,0.0283717534160842,0.684,0.704,0.102,0.8,2.2,W (+38),W (+38)
54.0,33.0,2023-01-31,26-221,LAC,CHI,1,17.1,0.0,6.0,.000,0.0,5.0,.000,0,0.0,,0.0,4.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,-3.1,-11,1.0,0.0,0.0,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0,2,2,21,20,18,10,3,20,20,10,14,20,20,5,20,8,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,73.0,80.0,15.0,61.0,37.0,0.0357142857142857,0.3,0.3448275862068966,0.2465753424657534,0.1639344262295081,0.0857142857142857,0.3174603174603174,0.2777777777777778,0.2777777777777778,0.5833333333333334,0.2597402597402597,0.0,0.0,0.25,0.3333333333333333,0.3278688524590163,0.2162162162162162,0.0,31,-1.0,69.0,2.225806451612903,-3.1,79.3,2.5580645161290323,13.0,3.4,0.5,0.6,-0.1,0.0283717534160842,0.684,0.704,0.102,0.8,2.2,W (+7),W (+7)
55.0,,2023-02-02,26-223,LAC,MIL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0,2,2,21,20,18,10,3,20,20,10,14,20,20,5,20,8,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,73.0,80.0,15.0,61.0,37.0,0.0357142857142857,0.3,0.3448275862068966,0.2465753424657534,0.1639344262295081,0.0857142857142857,0.3174603174603174,0.2777777777777778,0.2777777777777778,0.5833333333333334,0.2597402597402597,0.0,0.0,0.25,0.3333333333333333,0.3278688524590163,0.2162162162162162,0.0,31,,100.0,3.225806451612903,0.0,104.3,3.364516129032258,13.0,3.4,0.5,0.6,-0.1,0.0283717534160842,0.684,0.704,0.102,0.8,2.2,L (-23),L (-23)
56.0,,2023-02-04,26-225,LAC,NYK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0,2,2,21,20,18,10,3,20,20,10,14,20,20,5,20,8,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,73.0,80.0,15.0,61.0,37.0,0.0357142857142857,0.3,0.3448275862068966,0.2465753424657534,0.1639344262295081,0.0857142857142857,0.3174603174603174,0.2777777777777778,0.2777777777777778,0.5833333333333334,0.2597402597402597,0.0,0.0,0.25,0.3333333333333333,0.3278688524590163,0.2162162162162162,0.0,31,,79.0,2.548387096774193,0.0,76.2,2.458064516129032,13.0,3.4,0.5,0.6,-0.1,0.0283717534160842,0.684,0.704,0.102,0.8,2.2,W (+5),W (+5)
57.0,34.0,2023-02-06,26-227,LAC,BRK,0,14.666666666666666,1.0,6.0,.167,1.0,4.0,.250,0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.2,+12,2.0,0.0,0.0,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0,2,2,21,20,18,10,3,20,20,10,14,20,20,5,20,8,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,73.0,80.0,15.0,61.0,37.0,0.0357142857142857,0.3,0.3448275862068966,0.2465753424657534,0.1639344262295081,0.0857142857142857,0.3174603174603174,0.2777777777777778,0.2777777777777778,0.5833333333333334,0.2597402597402597,0.0,0.0,0.25,0.3333333333333333,0.3278688524590163,0.2162162162162162,0.0,31,-2.0,87.0,2.806451612903226,0.200000000000001,86.89999999999998,2.803225806451612,13.0,3.4,0.5,0.6,-0.1,0.0283717534160842,0.684,0.704,0.102,0.8,2.2,L (-1),L (-1)
58.0,35.0,2023-02-08,26-229,LAC,DAL,0,5.933333333333334,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.1,+2,1.0,0.0,0.0,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0,2,2,21,20,18,10,3,20,20,10,14,20,20,5,20,8,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,73.0,80.0,15.0,61.0,37.0,0.0357142857142857,0.3,0.3448275862068966,0.2465753424657534,0.1639344262295081,0.0857142857142857,0.3174603174603174,0.2777777777777778,0.2777777777777778,0.5833333333333334,0.2597402597402597,0.0,0.0,0.25,0.3333333333333333,0.3278688524590163,0.2162162162162162,0.0,31,-1.0,65.0,2.096774193548387,-1.1,66.69999999999999,2.1516129032258062,13.0,3.4,0.5,0.6,-0.1,0.0283717534160842,0.684,0.704,0.102,0.8,2.2,W (+6),W (+6)
59.0,,2023-02-10,26-231,MEM,MIN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0,2,2,21,20,18,10,3,20,20,10,14,20,20,5,20,8,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,73.0,80.0,15.0,61.0,37.0,0.0357142857142857,0.3,0.3448275862068966,0.2465753424657534,0.1639344262295081,0.0857142857142857,0.3174603174603174,0.2777777777777778,0.2777777777777778,0.5833333333333334,0.2597402597402597,0.0,0.0,0.25,0.3333333333333333,0.3278688524590163,0.2162162162162162,0.0,31,,83.0,2.677419354838709,0.0,81.39999999999998,2.6258064516129025,13.0,3.4,0.5,0.6,-0.1,0.0283717534160842,0.684,0.704,0.102,0.8,2.2,W (+8),W (+8)
60.0,36.0,2023-02-12,26-233,MEM,BOS,0,21.6,1.0,4.0,.250,1.0,2.0,.500,1,1.0,1.000,0.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,4.0,1.7,-20,2.0,0.0,0.0,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0,2,2,21,20,18,10,3,20,20,10,14,20,20,5,20,8,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,73.0,80.0,15.0,61.0,37.0,0.0357142857142857,0.3,0.3448275862068966,0.2465753424657534,0.1639344262295081,0.0857142857142857,0.3174603174603174,0.2777777777777778,0.2777777777777778,0.5833333333333334,0.2597402597402597,0.0,0.0,0.25,0.3333333333333333,0.3278688524590163,0.2162162162162162,0.0,31,2.0,88.0,2.838709677419355,1.3000000000000005,95.70000000000002,3.087096774193549,13.0,3.4,0.5,0.6,-0.1,0.0283717534160842,0.684,0.704,0.102,0.8,2.2,L (-6),L (-6)
61.0,37.0,2023-02-15,26-236,MEM,UTA,0,20.8,2.0,4.0,.500,2.0,4.0,.500,3,3.0,1.000,1.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,9.0,7.9,+2,0.0,0.0,,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0,2,2,21,20,18,10,3,20,20,10,14,20,20,5,20,8,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,73.0,80.0,15.0,61.0,37.0,0.0357142857142857,0.3,0.3448275862068966,0.2465753424657534,0.1639344262295081,0.0857142857142857,0.3174603174603174,0.2777777777777778,0.2777777777777778,0.5833333333333334,0.2597402597402597,0.0,0.0,0.25,0.3333333333333333,0.3278688524590163,0.2162162162162162,0.0,31,5.0,100.0,3.225806451612903,6.700000000000001,98.0,3.161290322580645,13.0,3.4,0.5,0.6,-0.1,0.0283717534160842,0.684,0.704,0.102,0.8,2.2,W (+21),W (+21)
62.0,,2023-02-23,26-244,MEM,PHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0,2,2,21,20,18,10,3,20,20,10,14,20,20,5,20,8,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,73.0,80.0,15.0,61.0,37.0,0.0357142857142857,0.3,0.3448275862068966,0.2465753424657534,0.1639344262295081,0.0857142857142857,0.3174603174603174,0.2777777777777778,0.2777777777777778,0.5833333333333334,0.2597402597402597,0.0,0.0,0.25,0.3333333333333333,0.3278688524590163,0.2162162162162162,0.0,31,,49.0,1.5806451612903225,0.0,58.80000000000001,1.8967741935483875,13.0,3.4,0.5,0.6,-0.1,0.0283717534160842,0.684,0.704,0.102,0.8,2.2,L (-10),L (-10)
63.0,38.0,2023-02-25,26-246,MEM,DEN,0,24.616666666666667,4.0,7.0,.571,4.0,5.0,.800,0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,12.0,10.7,+21,2.0,0.0,0.0,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0,2,2,21,20,18,10,3,20,20,10,14,20,20,5,20,8,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,73.0,80.0,15.0,61.0,37.0,0.0357142857142857,0.3,0.3448275862068966,0.2465753424657534,0.1639344262295081,0.0857142857142857,0.3174603174603174,0.2777777777777778,0.2777777777777778,0.5833333333333334,0.2597402597402597,0.0,0.0,0.25,0.3333333333333333,0.3278688524590163,0.2162162162162162,0.0,31,9.0,91.0,2.935483870967742,10.7,93.1,3.0032258064516126,13.0,3.4,0.5,0.6,-0.1,0.0283717534160842,0.684,0.704,0.102,0.8,2.2,,
64.0,39.0,2023-02-28,26-249,MEM,LAL,0,22.73333333333333,2.0,7.0,.286,2.0,6.0,.333,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,6.0,2.1,+9,1.0,0.0,0.0,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0,2,2,21,20,18,10,3,20,20,10,14,20,20,5,20,8,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,73.0,80.0,15.0,61.0,37.0,0.0357142857142857,0.3,0.3448275862068966,0.2465753424657534,0.1639344262295081,0.0857142857142857,0.3174603174603174,0.2777777777777778,0.2777777777777778,0.5833333333333334,0.2597402597402597,0.0,0.0,0.25,0.3333333333333333,0.3278688524590163,0.2162162162162162,0.0,31,1.0,45.0,1.4516129032258065,2.1000000000000005,57.19999999999999,1.84516129032258,13.0,3.4,0.5,0.6,-0.1,0.0283717534160842,0.684,0.704,0.102,0.8,2.2,W (+6),W (+6)
