Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Brandon Clarke,Shared Games with David Roddy,Shared Games with Desmond Bane,Shared Games with Dillon Brooks,Shared Games with Ja Morant,Shared Games with Jake LaRavia,Shared Games with Jaren Jackson Jr.,Shared Games with John Konchar,Shared Games with Kennedy Chandler,Shared Games with Kenneth Lofton Jr.,Shared Games with Santi Aldama,Shared Games with Steven Adams,Shared Games with Tyus Jones,Shared Games with Xavier Tillman Sr.,Shared Games with Ziaire Williams,Brandon Clarke,Danny Green,David Roddy,Desmond Bane,Dillon Brooks,Ja Morant,Jacob Gilyard,Jake LaRavia,Jaren Jackson Jr.,John Konchar,Kennedy Chandler,Kenneth Lofton Jr.,Santi Aldama,Steven Adams,Tyus Jones,Xavier Tillman Sr.,Ziaire Williams,co_inf with Brandon Clarke,co_inf with Danny Green,co_inf with David Roddy,co_inf with Desmond Bane,co_inf with Dillon Brooks,co_inf with Ja Morant,co_inf with Jacob Gilyard,co_inf with Jake LaRavia,co_inf with Jaren Jackson Jr.,co_inf with John Konchar,co_inf with Kennedy Chandler,co_inf with Kenneth Lofton Jr.,co_inf with Santi Aldama,co_inf with Steven Adams,co_inf with Tyus Jones,co_inf with Xavier Tillman Sr.,co_inf with Ziaire Williams,Shared Games with Luke Kennard,Luke Kennard,Trae Young,co_inf with Luke Kennard,co_inf with Trae Young,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
30.0,,2022-12-20,22-112,MEM,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9,15,9,13,10,8,9,14,14,11,11,8,14,12,4,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,61.0,37.0,0.1607142857142857,0.0,0.2142857142857142,0.1551724137931034,0.1780821917808219,0.1639344262295081,0.0,0.2285714285714285,0.1428571428571428,0.1944444444444444,0.3888888888888889,0.4583333333333333,0.1428571428571428,0.1904761904761904,0.175,0.1967213114754098,0.1081081081081081,5,59.0,73.0,0.0847457627118644,0.0,16,,71.0,4.4375,0.0,76.19999999999999,4.762499999999999,0.0031292375091269,L (-6),L (-6)
31.0,,2022-12-23,22-115,MEM,PHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9,15,9,13,10,8,9,14,14,11,11,8,14,12,4,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,61.0,37.0,0.1607142857142857,0.0,0.2142857142857142,0.1551724137931034,0.1780821917808219,0.1639344262295081,0.0,0.2285714285714285,0.1428571428571428,0.1944444444444444,0.3888888888888889,0.4583333333333333,0.1428571428571428,0.1904761904761904,0.175,0.1967213114754098,0.1081081081081081,5,59.0,73.0,0.0847457627118644,0.0,16,,100.0,6.25,0.0,104.3,6.51875,0.0031292375091269,L (-14),L (-14)
32.0,,2022-12-25,22-117,MEM,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9,15,9,13,10,8,9,14,14,11,11,8,14,12,4,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,61.0,37.0,0.1607142857142857,0.0,0.2142857142857142,0.1551724137931034,0.1780821917808219,0.1639344262295081,0.0,0.2285714285714285,0.1428571428571428,0.1944444444444444,0.3888888888888889,0.4583333333333333,0.1428571428571428,0.1904761904761904,0.175,0.1967213114754098,0.1081081081081081,5,59.0,73.0,0.0847457627118644,0.0,16,,64.0,4.0,0.0,77.7,4.85625,0.0031292375091269,W (+25),W (+25)
33.0,,2022-12-27,22-119,MEM,PHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9,15,9,13,10,8,9,14,14,11,11,8,14,12,4,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,61.0,37.0,0.1607142857142857,0.0,0.2142857142857142,0.1551724137931034,0.1780821917808219,0.1639344262295081,0.0,0.2285714285714285,0.1428571428571428,0.1944444444444444,0.3888888888888889,0.4583333333333333,0.1428571428571428,0.1904761904761904,0.175,0.1967213114754098,0.1081081081081081,5,59.0,73.0,0.0847457627118644,0.0,16,,70.0,4.375,0.0,75.3,4.70625,0.0031292375091269,L (-14),L (-14)
34.0,,2022-12-29,22-121,MEM,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9,15,9,13,10,8,9,14,14,11,11,8,14,12,4,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,61.0,37.0,0.1607142857142857,0.0,0.2142857142857142,0.1551724137931034,0.1780821917808219,0.1639344262295081,0.0,0.2285714285714285,0.1428571428571428,0.1944444444444444,0.3888888888888889,0.4583333333333333,0.1428571428571428,0.1904761904761904,0.175,0.1967213114754098,0.1081081081081081,5,59.0,73.0,0.0847457627118644,0.0,16,,107.0,6.6875,0.0,105.5,6.59375,0.0031292375091269,L (-17),L (-17)
35.0,,2022-12-31,22-123,MEM,NOP,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9,15,9,13,10,8,9,14,14,11,11,8,14,12,4,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,61.0,37.0,0.1607142857142857,0.0,0.2142857142857142,0.1551724137931034,0.1780821917808219,0.1639344262295081,0.0,0.2285714285714285,0.1428571428571428,0.1944444444444444,0.3888888888888889,0.4583333333333333,0.1428571428571428,0.1904761904761904,0.175,0.1967213114754098,0.1081081081081081,5,59.0,73.0,0.0847457627118644,0.0,16,,99.0,6.1875,0.0,108.1,6.75625,0.0031292375091269,W (+13),W (+13)
36.0,7.0,2023-01-01,22-124,MEM,SAC,0,0.9666666666666668,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,0.0,0.0,,9,15,9,13,10,8,9,14,14,11,11,8,14,12,4,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,61.0,37.0,0.1607142857142857,0.0,0.2142857142857142,0.1551724137931034,0.1780821917808219,0.1639344262295081,0.0,0.2285714285714285,0.1428571428571428,0.1944444444444444,0.3888888888888889,0.4583333333333333,0.1428571428571428,0.1904761904761904,0.175,0.1967213114754098,0.1081081081081081,5,59.0,73.0,0.0847457627118644,0.0,16,0.0,89.0,5.5625,0.0,98.4,6.15,0.0031292375091269,W (+15),W (+15)
37.0,8.0,2023-01-04,22-127,MEM,CHO,0,3.733333333333333,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,-5,0.0,0.0,,9,15,9,13,10,8,9,14,14,11,11,8,14,12,4,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,61.0,37.0,0.1607142857142857,0.0,0.2142857142857142,0.1551724137931034,0.1780821917808219,0.1639344262295081,0.0,0.2285714285714285,0.1428571428571428,0.1944444444444444,0.3888888888888889,0.4583333333333333,0.1428571428571428,0.1904761904761904,0.175,0.1967213114754098,0.1081081081081081,5,59.0,73.0,0.0847457627118644,0.0,16,1.0,105.0,6.5625,0.7,106.0,6.625,0.0031292375091269,W (+10),W (+10)
38.0,,2023-01-05,22-128,MEM,ORL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,9,15,9,13,10,8,9,14,14,11,11,8,14,12,4,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,61.0,37.0,0.1607142857142857,0.0,0.2142857142857142,0.1551724137931034,0.1780821917808219,0.1639344262295081,0.0,0.2285714285714285,0.1428571428571428,0.1944444444444444,0.3888888888888889,0.4583333333333333,0.1428571428571428,0.1904761904761904,0.175,0.1967213114754098,0.1081081081081081,5,59.0,73.0,0.0847457627118644,0.0,16,,85.0,5.3125,0.0,94.5,5.90625,0.0031292375091269,W (+24),W (+24)
39.0,,2023-01-08,22-131,MEM,UTA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,9,15,9,13,10,8,9,14,14,11,11,8,14,12,4,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,61.0,37.0,0.1607142857142857,0.0,0.2142857142857142,0.1551724137931034,0.1780821917808219,0.1639344262295081,0.0,0.2285714285714285,0.1428571428571428,0.1944444444444444,0.3888888888888889,0.4583333333333333,0.1428571428571428,0.1904761904761904,0.175,0.1967213114754098,0.1081081081081081,5,59.0,73.0,0.0847457627118644,0.0,16,,96.0,6.0,0.0,109.4,6.8375,0.0031292375091269,W (+8),W (+8)
40.0,,2023-01-09,22-132,MEM,SAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9,15,9,13,10,8,9,14,14,11,11,8,14,12,4,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,61.0,37.0,0.1607142857142857,0.0,0.2142857142857142,0.1551724137931034,0.1780821917808219,0.1639344262295081,0.0,0.2285714285714285,0.1428571428571428,0.1944444444444444,0.3888888888888889,0.4583333333333333,0.1428571428571428,0.1904761904761904,0.175,0.1967213114754098,0.1081081081081081,5,59.0,73.0,0.0847457627118644,0.0,16,,82.0,5.125,0.0,92.6,5.7875,0.0031292375091269,W (+5),W (+5)
41.0,,2023-01-11,22-134,MEM,SAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9,15,9,13,10,8,9,14,14,11,11,8,14,12,4,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,61.0,37.0,0.1607142857142857,0.0,0.2142857142857142,0.1551724137931034,0.1780821917808219,0.1639344262295081,0.0,0.2285714285714285,0.1428571428571428,0.1944444444444444,0.3888888888888889,0.4583333333333333,0.1428571428571428,0.1904761904761904,0.175,0.1967213114754098,0.1081081081081081,5,59.0,73.0,0.0847457627118644,0.0,16,,91.0,5.6875,0.0,110.5,6.90625,0.0031292375091269,W (+8),W (+8)
42.0,,2023-01-14,22-137,MEM,IND,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9,15,9,13,10,8,9,14,14,11,11,8,14,12,4,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,61.0,37.0,0.1607142857142857,0.0,0.2142857142857142,0.1551724137931034,0.1780821917808219,0.1639344262295081,0.0,0.2285714285714285,0.1428571428571428,0.1944444444444444,0.3888888888888889,0.4583333333333333,0.1428571428571428,0.1904761904761904,0.175,0.1967213114754098,0.1081081081081081,5,59.0,73.0,0.0847457627118644,0.0,16,,108.0,6.75,0.0,109.0,6.8125,0.0031292375091269,,
43.0,,2023-01-16,22-139,MEM,PHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9,15,9,13,10,8,9,14,14,11,11,8,14,12,4,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,61.0,37.0,0.1607142857142857,0.0,0.2142857142857142,0.1551724137931034,0.1780821917808219,0.1639344262295081,0.0,0.2285714285714285,0.1428571428571428,0.1944444444444444,0.3888888888888889,0.4583333333333333,0.1428571428571428,0.1904761904761904,0.175,0.1967213114754098,0.1081081081081081,5,59.0,73.0,0.0847457627118644,0.0,16,,114.0,7.125,0.0,115.6,7.225,0.0031292375091269,W (+6),W (+6)
44.0,,2023-01-18,22-141,MEM,CLE,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,9,15,9,13,10,8,9,14,14,11,11,8,14,12,4,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,61.0,37.0,0.1607142857142857,0.0,0.2142857142857142,0.1551724137931034,0.1780821917808219,0.1639344262295081,0.0,0.2285714285714285,0.1428571428571428,0.1944444444444444,0.3888888888888889,0.4583333333333333,0.1428571428571428,0.1904761904761904,0.175,0.1967213114754098,0.1081081081081081,5,59.0,73.0,0.0847457627118644,0.0,16,,74.0,4.625,0.0,89.2,5.575,0.0031292375091269,W (+18),W (+18)
45.0,,2023-01-20,22-143,MEM,LAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9,15,9,13,10,8,9,14,14,11,11,8,14,12,4,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,61.0,37.0,0.1607142857142857,0.0,0.2142857142857142,0.1551724137931034,0.1780821917808219,0.1639344262295081,0.0,0.2285714285714285,0.1428571428571428,0.1944444444444444,0.3888888888888889,0.4583333333333333,0.1428571428571428,0.1904761904761904,0.175,0.1967213114754098,0.1081081081081081,5,59.0,73.0,0.0847457627118644,0.0,16,,79.0,4.9375,0.0,80.6,5.0375,0.0031292375091269,W (+30),W (+30)
46.0,,2023-01-22,22-145,MEM,PHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9,15,9,13,10,8,9,14,14,11,11,8,14,12,4,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,61.0,37.0,0.1607142857142857,0.0,0.2142857142857142,0.1551724137931034,0.1780821917808219,0.1639344262295081,0.0,0.2285714285714285,0.1428571428571428,0.1944444444444444,0.3888888888888889,0.4583333333333333,0.1428571428571428,0.1904761904761904,0.175,0.1967213114754098,0.1081081081081081,5,59.0,73.0,0.0847457627118644,0.0,16,,65.0,4.0625,0.0,74.0,4.625,0.0031292375091269,W (+1),W (+1)
47.0,9.0,2023-01-23,22-146,MEM,SAC,0,4.25,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.8,-9,1.0,0.0,0.0,9,15,9,13,10,8,9,14,14,11,11,8,14,12,4,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,61.0,37.0,0.1607142857142857,0.0,0.2142857142857142,0.1551724137931034,0.1780821917808219,0.1639344262295081,0.0,0.2285714285714285,0.1428571428571428,0.1944444444444444,0.3888888888888889,0.4583333333333333,0.1428571428571428,0.1904761904761904,0.175,0.1967213114754098,0.1081081081081081,5,59.0,73.0,0.0847457627118644,0.0,16,-1.0,59.0,3.6875,-1.7999999999999998,70.79999999999998,4.424999999999999,0.0031292375091269,L (-1),L (-1)
48.0,,2023-01-25,22-148,MEM,GSW,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,9,15,9,13,10,8,9,14,14,11,11,8,14,12,4,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,61.0,37.0,0.1607142857142857,0.0,0.2142857142857142,0.1551724137931034,0.1780821917808219,0.1639344262295081,0.0,0.2285714285714285,0.1428571428571428,0.1944444444444444,0.3888888888888889,0.4583333333333333,0.1428571428571428,0.1904761904761904,0.175,0.1967213114754098,0.1081081081081081,5,59.0,73.0,0.0847457627118644,0.0,16,,62.0,3.875,0.0,82.49999999999999,5.156249999999999,0.0031292375091269,L (-2),L (-2)
49.0,,2023-01-27,22-150,MEM,MIN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,9,15,9,13,10,8,9,14,14,11,11,8,14,12,4,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,61.0,37.0,0.1607142857142857,0.0,0.2142857142857142,0.1551724137931034,0.1780821917808219,0.1639344262295081,0.0,0.2285714285714285,0.1428571428571428,0.1944444444444444,0.3888888888888889,0.4583333333333333,0.1428571428571428,0.1904761904761904,0.175,0.1967213114754098,0.1081081081081081,5,59.0,73.0,0.0847457627118644,0.0,16,,64.0,4.0,0.0,68.59999999999998,4.287499999999999,0.0031292375091269,L (-33),L (-33)
50.0,,2023-01-29,22-152,MEM,IND,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,9,15,9,13,10,8,9,14,14,11,11,8,14,12,4,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,61.0,37.0,0.1607142857142857,0.0,0.2142857142857142,0.1551724137931034,0.1780821917808219,0.1639344262295081,0.0,0.2285714285714285,0.1428571428571428,0.1944444444444444,0.3888888888888889,0.4583333333333333,0.1428571428571428,0.1904761904761904,0.175,0.1967213114754098,0.1081081081081081,5,59.0,73.0,0.0847457627118644,0.0,16,,89.0,5.5625,0.0,96.9,6.05625,0.0031292375091269,L (-2),L (-2)
51.0,,2023-02-01,22-155,MEM,POR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9,15,9,13,10,8,9,14,14,11,11,8,14,12,4,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,61.0,37.0,0.1607142857142857,0.0,0.2142857142857142,0.1551724137931034,0.1780821917808219,0.1639344262295081,0.0,0.2285714285714285,0.1428571428571428,0.1944444444444444,0.3888888888888889,0.4583333333333333,0.1428571428571428,0.1904761904761904,0.175,0.1967213114754098,0.1081081081081081,5,59.0,73.0,0.0847457627118644,0.0,16,,71.0,4.4375,0.0,87.50000000000001,5.468750000000001,0.0031292375091269,L (-11),L (-11)
52.0,,2023-02-02,22-156,MEM,CLE,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9,15,9,13,10,8,9,14,14,11,11,8,14,12,4,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,61.0,37.0,0.1607142857142857,0.0,0.2142857142857142,0.1551724137931034,0.1780821917808219,0.1639344262295081,0.0,0.2285714285714285,0.1428571428571428,0.1944444444444444,0.3888888888888889,0.4583333333333333,0.1428571428571428,0.1904761904761904,0.175,0.1967213114754098,0.1081081081081081,5,59.0,73.0,0.0847457627118644,0.0,16,,83.0,5.1875,0.0,83.8,5.2375,0.0031292375091269,W (+12),W (+12)
53.0,,2023-02-05,22-159,MEM,TOR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,9,15,9,13,10,8,9,14,14,11,11,8,14,12,4,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,61.0,37.0,0.1607142857142857,0.0,0.2142857142857142,0.1551724137931034,0.1780821917808219,0.1639344262295081,0.0,0.2285714285714285,0.1428571428571428,0.1944444444444444,0.3888888888888889,0.4583333333333333,0.1428571428571428,0.1904761904761904,0.175,0.1967213114754098,0.1081081081081081,5,59.0,73.0,0.0847457627118644,0.0,16,,83.0,5.1875,0.0,77.9,4.86875,0.0031292375091269,L (-10),L (-10)
54.0,,2023-02-07,22-161,MEM,CHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,9,15,9,13,10,8,9,14,14,11,11,8,14,12,4,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,61.0,37.0,0.1607142857142857,0.0,0.2142857142857142,0.1551724137931034,0.1780821917808219,0.1639344262295081,0.0,0.2285714285714285,0.1428571428571428,0.1944444444444444,0.3888888888888889,0.4583333333333333,0.1428571428571428,0.1904761904761904,0.175,0.1967213114754098,0.1081081081081081,5,59.0,73.0,0.0847457627118644,0.0,16,,68.0,4.25,0.0,76.2,4.7625,0.0031292375091269,L (-15),L (-15)
55.0,,2023-02-10,22-164,MEM,MIN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,9,15,9,13,10,8,9,14,14,11,11,8,14,12,4,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,61.0,37.0,0.1607142857142857,0.0,0.2142857142857142,0.1551724137931034,0.1780821917808219,0.1639344262295081,0.0,0.2285714285714285,0.1428571428571428,0.1944444444444444,0.3888888888888889,0.4583333333333333,0.1428571428571428,0.1904761904761904,0.175,0.1967213114754098,0.1081081081081081,5,59.0,73.0,0.0847457627118644,0.0,16,,100.0,6.25,0.0,104.3,6.51875,0.0031292375091269,L (-3),L (-3)
56.0,,2023-02-12,22-166,MEM,BOS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,9,15,9,13,10,8,9,14,14,11,11,8,14,12,4,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,61.0,37.0,0.1607142857142857,0.0,0.2142857142857142,0.1551724137931034,0.1780821917808219,0.1639344262295081,0.0,0.2285714285714285,0.1428571428571428,0.1944444444444444,0.3888888888888889,0.4583333333333333,0.1428571428571428,0.1904761904761904,0.175,0.1967213114754098,0.1081081081081081,5,59.0,73.0,0.0847457627118644,0.0,16,,79.0,4.9375,0.0,76.2,4.7625,0.0031292375091269,W (+15),W (+15)
57.0,,2023-02-15,22-169,MEM,UTA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,9,15,9,13,10,8,9,14,14,11,11,8,14,12,4,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,61.0,37.0,0.1607142857142857,0.0,0.2142857142857142,0.1551724137931034,0.1780821917808219,0.1639344262295081,0.0,0.2285714285714285,0.1428571428571428,0.1944444444444444,0.3888888888888889,0.4583333333333333,0.1428571428571428,0.1904761904761904,0.175,0.1967213114754098,0.1081081081081081,5,59.0,73.0,0.0847457627118644,0.0,16,,85.0,5.3125,0.0,87.09999999999998,5.443749999999999,0.0031292375091269,W (+21),W (+21)
58.0,,2023-02-23,22-177,MEM,PHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,9,15,9,13,10,8,9,14,14,11,11,8,14,12,4,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,61.0,37.0,0.1607142857142857,0.0,0.2142857142857142,0.1551724137931034,0.1780821917808219,0.1639344262295081,0.0,0.2285714285714285,0.1428571428571428,0.1944444444444444,0.3888888888888889,0.4583333333333333,0.1428571428571428,0.1904761904761904,0.175,0.1967213114754098,0.1081081081081081,5,59.0,73.0,0.0847457627118644,0.0,16,,64.0,4.0,0.0,65.6,4.1,0.0031292375091269,L (-10),L (-10)
59.0,,2023-02-25,22-179,MEM,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9,15,9,13,10,8,9,14,14,11,11,8,14,12,4,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,61.0,37.0,0.1607142857142857,0.0,0.2142857142857142,0.1551724137931034,0.1780821917808219,0.1639344262295081,0.0,0.2285714285714285,0.1428571428571428,0.1944444444444444,0.3888888888888889,0.4583333333333333,0.1428571428571428,0.1904761904761904,0.175,0.1967213114754098,0.1081081081081081,5,59.0,73.0,0.0847457627118644,0.0,16,,83.0,5.1875,0.0,81.39999999999998,5.087499999999999,0.0031292375091269,W (+6),W (+6)
60.0,10.0,2023-02-28,22-182,MEM,LAL,0,0.6833333333333333,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,9,15,9,13,10,8,9,14,14,11,11,8,14,12,4,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,61.0,37.0,0.1607142857142857,0.0,0.2142857142857142,0.1551724137931034,0.1780821917808219,0.1639344262295081,0.0,0.2285714285714285,0.1428571428571428,0.1944444444444444,0.3888888888888889,0.4583333333333333,0.1428571428571428,0.1904761904761904,0.175,0.1967213114754098,0.1081081081081081,5,59.0,73.0,0.0847457627118644,0.0,16,0.0,90.0,5.625,0.0,97.0,6.0625,0.0031292375091269,L (-5),L (-5)
61.0,,2023-03-01,22-183,MEM,HOU,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9,15,9,13,10,8,9,14,14,11,11,8,14,12,4,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,61.0,37.0,0.1607142857142857,0.0,0.2142857142857142,0.1551724137931034,0.1780821917808219,0.1639344262295081,0.0,0.2285714285714285,0.1428571428571428,0.1944444444444444,0.3888888888888889,0.4583333333333333,0.1428571428571428,0.1904761904761904,0.175,0.1967213114754098,0.1081081081081081,5,59.0,73.0,0.0847457627118644,0.0,16,,105.0,6.5625,0.0,104.7,6.54375,0.0031292375091269,W (+18),W (+18)
