Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Brandon Ingram,Shared Games with CJ McCollum,Shared Games with Dereon Seabron,Shared Games with Devonte' Graham,Shared Games with Dyson Daniels,Shared Games with Garrett Temple,Shared Games with Jaxson Hayes,Shared Games with Jonas Valančiūnas,Shared Games with Jose Alvarado,Shared Games with Kira Lewis Jr.,Shared Games with Larry Nance Jr.,Shared Games with Naji Marshall,Shared Games with Trey Murphy III,Shared Games with Willy Hernangómez,Shared Games with Zion Williamson,Brandon Ingram,CJ McCollum,Dereon Seabron,Devonte' Graham,Dyson Daniels,Garrett Temple,Jaxson Hayes,Jonas Valančiūnas,Jose Alvarado,Kira Lewis Jr.,Larry Nance Jr.,Naji Marshall,Trey Murphy III,Willy Hernangómez,Zion Williamson,co_inf with Brandon Ingram,co_inf with CJ McCollum,co_inf with Dereon Seabron,co_inf with Devonte' Graham,co_inf with Dyson Daniels,co_inf with Garrett Temple,co_inf with Jaxson Hayes,co_inf with Jonas Valančiūnas,co_inf with Jose Alvarado,co_inf with Kira Lewis Jr.,co_inf with Larry Nance Jr.,co_inf with Naji Marshall,co_inf with Trey Murphy III,co_inf with Willy Hernangómez,co_inf with Zion Williamson,Shared Games with Josh Richardson,Al Horford,Josh Richardson,co_inf with Al Horford,co_inf with Josh Richardson,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
66,64,48,2023-03-03,24-148,NOP,@,GSW,L (-9),1,35:40,3.0,5.0,.600,0.0,1.0,.000,1,2.0,.500,2.0,1.0,3.0,5.0,4.0,1.0,2.0,3.0,7.0,11.0,-6,4.0,3.0,0.75,45,59,2,37,46,19,36,63,45,22,50,61,64,32,20,45.0,75.0,5.0,73.0,59.0,25.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,1.0,0.7866666666666666,0.4,0.5068493150684932,0.7796610169491526,0.76,0.7659574468085106,0.7974683544303798,0.7377049180327869,0.88,0.7692307692307693,0.7922077922077922,0.810126582278481,0.8421052631578947,0.6896551724137931,23,63.0,65.0,0.0,0.3538461538461538,16,11.0,44.0,2.75,10.599999999999998,52.79999999999999,3.2999999999999994
67,65,49,2023-03-06,24-151,NOP,@,SAC,L (-15),1,37:13,5.0,8.0,.625,3.0,3.0,1.000,0,0.0,,1.0,7.0,8.0,8.0,1.0,1.0,1.0,5.0,13.0,16.5,-4,5.0,2.0,0.4,45,59,2,37,46,19,36,63,45,22,50,61,64,32,20,45.0,75.0,5.0,73.0,59.0,25.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,1.0,0.7866666666666666,0.4,0.5068493150684932,0.7796610169491526,0.76,0.7659574468085106,0.7974683544303798,0.7377049180327869,0.88,0.7692307692307693,0.7922077922077922,0.810126582278481,0.8421052631578947,0.6896551724137931,23,63.0,65.0,0.0,0.3538461538461538,16,22.0,87.0,5.4375,16.5,72.3,4.51875
68,66,50,2023-03-08,24-153,NOP,,DAL,W (+7),1,37:15,6.0,15.0,.400,0.0,4.0,.000,2,2.0,1.000,4.0,5.0,9.0,2.0,2.0,1.0,1.0,2.0,14.0,12.5,-3,11.0,6.0,0.5454545454545454,45,59,2,37,46,19,36,63,45,22,50,61,64,32,20,45.0,75.0,5.0,73.0,59.0,25.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,1.0,0.7866666666666666,0.4,0.5068493150684932,0.7796610169491526,0.76,0.7659574468085106,0.7974683544303798,0.7377049180327869,0.88,0.7692307692307693,0.7922077922077922,0.810126582278481,0.8421052631578947,0.6896551724137931,23,63.0,65.0,0.0,0.3538461538461538,16,10.0,77.0,4.8125,11.699999999999996,77.8,4.8625
69,67,51,2023-03-11,24-156,NOP,,OKC,L (-14),1,18:08,2.0,3.0,.667,0.0,1.0,.000,0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,2.0,5.0,4.0,0.0,-7,2.0,2.0,1.0,45,59,2,37,46,19,36,63,45,22,50,61,64,32,20,45.0,75.0,5.0,73.0,59.0,25.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,1.0,0.7866666666666666,0.4,0.5068493150684932,0.7796610169491526,0.76,0.7659574468085106,0.7974683544303798,0.7377049180327869,0.88,0.7692307692307693,0.7922077922077922,0.810126582278481,0.8421052631578947,0.6896551724137931,23,63.0,65.0,0.0,0.3538461538461538,16,2.0,69.0,4.3125,0.0,64.5,4.03125
70,68,52,2023-03-12,24-157,NOP,,POR,W (+17),1,30:43,7.0,9.0,.778,2.0,4.0,.500,0,0.0,,0.0,4.0,4.0,7.0,2.0,0.0,2.0,2.0,16.0,17.8,+43,5.0,5.0,1.0,45,59,2,37,46,19,36,63,45,22,50,61,64,32,20,45.0,75.0,5.0,73.0,59.0,25.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,1.0,0.7866666666666666,0.4,0.5068493150684932,0.7796610169491526,0.76,0.7659574468085106,0.7974683544303798,0.7377049180327869,0.88,0.7692307692307693,0.7922077922077922,0.810126582278481,0.8421052631578947,0.6896551724137931,23,63.0,65.0,0.0,0.3538461538461538,16,18.0,73.0,4.5625,17.799999999999997,71.50000000000001,4.468750000000001
71,69,53,2023-03-14,24-159,NOP,,LAL,L (-15),1,33:40,7.0,16.0,.438,2.0,8.0,.250,4,6.0,.667,5.0,2.0,7.0,1.0,2.0,0.0,3.0,4.0,20.0,13.0,-15,8.0,5.0,0.625,45,59,2,37,46,19,36,63,45,22,50,61,64,32,20,45.0,75.0,5.0,73.0,59.0,25.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,1.0,0.7866666666666666,0.4,0.5068493150684932,0.7796610169491526,0.76,0.7659574468085106,0.7974683544303798,0.7377049180327869,0.88,0.7692307692307693,0.7922077922077922,0.810126582278481,0.8421052631578947,0.6896551724137931,23,63.0,65.0,0.0,0.3538461538461538,16,5.0,66.0,4.125,11.4,65.4,4.0875
72,70,54,2023-03-17,24-162,NOP,@,HOU,L (-2),1,28:19,3.0,4.0,.750,0.0,0.0,,3,4.0,.750,1.0,0.0,1.0,1.0,4.0,0.0,0.0,5.0,9.0,10.4,+8,4.0,3.0,0.75,45,59,2,37,46,19,36,63,45,22,50,61,64,32,20,45.0,75.0,5.0,73.0,59.0,25.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,1.0,0.7866666666666666,0.4,0.5068493150684932,0.7796610169491526,0.76,0.7659574468085106,0.7974683544303798,0.7377049180327869,0.88,0.7692307692307693,0.7922077922077922,0.810126582278481,0.8421052631578947,0.6896551724137931,23,63.0,65.0,0.0,0.3538461538461538,16,7.0,74.0,4.625,9.199999999999998,75.69999999999999,4.731249999999999
73,71,55,2023-03-19,24-164,NOP,@,HOU,W (+10),1,33:03,4.0,7.0,.571,2.0,4.0,.500,3,3.0,1.000,2.0,2.0,4.0,3.0,1.0,0.0,2.0,4.0,13.0,11.2,+6,3.0,2.0,0.6666666666666666,45,59,2,37,46,19,36,63,45,22,50,61,64,32,20,45.0,75.0,5.0,73.0,59.0,25.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,1.0,0.7866666666666666,0.4,0.5068493150684932,0.7796610169491526,0.76,0.7659574468085106,0.7974683544303798,0.7377049180327869,0.88,0.7692307692307693,0.7922077922077922,0.810126582278481,0.8421052631578947,0.6896551724137931,23,63.0,65.0,0.0,0.3538461538461538,16,9.0,90.0,5.625,10.000000000000004,86.60000000000001,5.4125000000000005
74,72,56,2023-03-21,24-166,NOP,,SAS,W (+35),1,24:58,2.0,4.0,.500,0.0,2.0,.000,0,2.0,.000,0.0,2.0,2.0,4.0,1.0,0.0,2.0,3.0,4.0,2.4,+19,2.0,2.0,1.0,45,59,2,37,46,19,36,63,45,22,50,61,64,32,20,45.0,75.0,5.0,73.0,59.0,25.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,1.0,0.7866666666666666,0.4,0.5068493150684932,0.7796610169491526,0.76,0.7659574468085106,0.7974683544303798,0.7377049180327869,0.88,0.7692307692307693,0.7922077922077922,0.810126582278481,0.8421052631578947,0.6896551724137931,23,63.0,65.0,0.0,0.3538461538461538,16,3.0,83.0,5.1875,2.3999999999999995,85.3,5.33125
75,73,57,2023-03-23,24-168,NOP,,CHO,W (+19),1,28:34,1.0,5.0,.200,0.0,1.0,.000,0,0.0,,2.0,1.0,3.0,2.0,1.0,0.0,0.0,1.0,2.0,2.6,+12,4.0,1.0,0.25,45,59,2,37,46,19,36,63,45,22,50,61,64,32,20,45.0,75.0,5.0,73.0,59.0,25.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,1.0,0.7866666666666666,0.4,0.5068493150684932,0.7796610169491526,0.76,0.7659574468085106,0.7974683544303798,0.7377049180327869,0.88,0.7692307692307693,0.7922077922077922,0.810126582278481,0.8421052631578947,0.6896551724137931,23,63.0,65.0,0.0,0.3538461538461538,16,3.0,84.0,5.25,2.6,91.3,5.70625
76,74,58,2023-03-25,24-170,NOP,@,LAC,W (+21),1,23:24,2.0,2.0,1.000,0.0,0.0,,0,0.0,,4.0,2.0,6.0,2.0,2.0,0.0,2.0,2.0,4.0,7.4,+12,2.0,2.0,1.0,45,59,2,37,46,19,36,63,45,22,50,61,64,32,20,45.0,75.0,5.0,73.0,59.0,25.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,1.0,0.7866666666666666,0.4,0.5068493150684932,0.7796610169491526,0.76,0.7659574468085106,0.7974683544303798,0.7377049180327869,0.88,0.7692307692307693,0.7922077922077922,0.810126582278481,0.8421052631578947,0.6896551724137931,23,63.0,65.0,0.0,0.3538461538461538,16,10.0,115.0,7.1875,7.399999999999999,110.10000000000002,6.881250000000001
77,75,59,2023-03-27,24-172,NOP,@,POR,W (+34),1,26:03,3.0,4.0,.750,0.0,0.0,,1,1.0,1.000,1.0,1.0,2.0,4.0,0.0,0.0,1.0,0.0,7.0,8.2,+32,4.0,3.0,0.75,45,59,2,37,46,19,36,63,45,22,50,61,64,32,20,45.0,75.0,5.0,73.0,59.0,25.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,1.0,0.7866666666666666,0.4,0.5068493150684932,0.7796610169491526,0.76,0.7659574468085106,0.7974683544303798,0.7377049180327869,0.88,0.7692307692307693,0.7922077922077922,0.810126582278481,0.8421052631578947,0.6896551724137931,23,63.0,65.0,0.0,0.3538461538461538,16,7.0,105.0,6.5625,7.799999999999999,93.3,5.83125
78,76,60,2023-03-28,24-173,NOP,@,GSW,L (-11),1,35:23,5.0,11.0,.455,3.0,5.0,.600,0,0.0,,4.0,2.0,6.0,4.0,2.0,0.0,0.0,3.0,13.0,14.3,-11,6.0,2.0,0.3333333333333333,45,59,2,37,46,19,36,63,45,22,50,61,64,32,20,45.0,75.0,5.0,73.0,59.0,25.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,1.0,0.7866666666666666,0.4,0.5068493150684932,0.7796610169491526,0.76,0.7659574468085106,0.7974683544303798,0.7377049180327869,0.88,0.7692307692307693,0.7922077922077922,0.810126582278481,0.8421052631578947,0.6896551724137931,23,63.0,65.0,0.0,0.3538461538461538,16,14.0,54.0,3.375,14.300000000000004,58.99999999999999,3.6874999999999996
79,77,61,2023-03-30,24-175,NOP,@,DEN,W (+19),1,33:56,2.0,6.0,.333,2.0,2.0,1.000,0,0.0,,2.0,5.0,7.0,1.0,0.0,0.0,3.0,2.0,6.0,2.4,+19,4.0,0.0,0.0,45,59,2,37,46,19,36,63,45,22,50,61,64,32,20,45.0,75.0,5.0,73.0,59.0,25.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,1.0,0.7866666666666666,0.4,0.5068493150684932,0.7796610169491526,0.76,0.7659574468085106,0.7974683544303798,0.7377049180327869,0.88,0.7692307692307693,0.7922077922077922,0.810126582278481,0.8421052631578947,0.6896551724137931,23,63.0,65.0,0.0,0.3538461538461538,16,5.0,79.0,4.9375,2.3999999999999995,75.1,4.69375
80,78,62,2023-04-01,24-177,NOP,,LAC,W (+8),1,29:51,2.0,3.0,.667,1.0,1.0,1.000,7,7.0,1.000,0.0,4.0,4.0,2.0,0.0,1.0,0.0,5.0,12.0,12.0,-1,2.0,1.0,0.5,45,59,2,37,46,19,36,63,45,22,50,61,64,32,20,45.0,75.0,5.0,73.0,59.0,25.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,1.0,0.7866666666666666,0.4,0.5068493150684932,0.7796610169491526,0.76,0.7659574468085106,0.7974683544303798,0.7377049180327869,0.88,0.7692307692307693,0.7922077922077922,0.810126582278481,0.8421052631578947,0.6896551724137931,23,63.0,65.0,0.0,0.3538461538461538,16,9.0,53.0,3.3125,9.2,83.7,5.23125
81,79,63,2023-04-04,24-180,NOP,,SAC,L (-18),1,30:53,5.0,10.0,.500,1.0,1.0,1.000,0,0.0,,1.0,3.0,4.0,3.0,1.0,0.0,2.0,1.0,11.0,8.3,-2,9.0,4.0,0.4444444444444444,45,59,2,37,46,19,36,63,45,22,50,61,64,32,20,45.0,75.0,5.0,73.0,59.0,25.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,1.0,0.7866666666666666,0.4,0.5068493150684932,0.7796610169491526,0.76,0.7659574468085106,0.7974683544303798,0.7377049180327869,0.88,0.7692307692307693,0.7922077922077922,0.810126582278481,0.8421052631578947,0.6896551724137931,23,63.0,65.0,0.0,0.3538461538461538,16,7.0,57.0,3.5625,8.299999999999999,63.50000000000001,3.9687500000000004
82,80,64,2023-04-05,24-181,NOP,,MEM,W (+7),1,43:37,11.0,21.0,.524,5.0,8.0,.625,8,9.0,.889,3.0,4.0,7.0,3.0,0.0,3.0,2.0,3.0,35.0,28.6,+20,13.0,6.0,0.4615384615384615,45,59,2,37,46,19,36,63,45,22,50,61,64,32,20,45.0,75.0,5.0,73.0,59.0,25.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,1.0,0.7866666666666666,0.4,0.5068493150684932,0.7796610169491526,0.76,0.7659574468085106,0.7974683544303798,0.7377049180327869,0.88,0.7692307692307693,0.7922077922077922,0.810126582278481,0.8421052631578947,0.6896551724137931,23,63.0,65.0,0.0,0.3538461538461538,16,16.0,75.0,4.6875,25.4,82.70000000000003,5.168750000000002
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,45,59,2,37,46,19,36,63,45,22,50,61,64,32,20,45.0,75.0,5.0,73.0,59.0,25.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,1.0,0.7866666666666666,0.4,0.5068493150684932,0.7796610169491526,0.76,0.7659574468085106,0.7974683544303798,0.7377049180327869,0.88,0.7692307692307693,0.7922077922077922,0.810126582278481,0.8421052631578947,0.6896551724137931,23,63.0,65.0,0.0,0.3538461538461538,16,,0.0,0.0,0.0,0.0,0.0
84,81,65,2023-04-07,24-183,NOP,,NYK,W (+8),1,34:02,7.0,7.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,4.0,4.0,4.0,0.0,3.0,1.0,2.0,15.0,17.2,+4,6.0,6.0,1.0,45,59,2,37,46,19,36,63,45,22,50,61,64,32,20,45.0,75.0,5.0,73.0,59.0,25.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,1.0,0.7866666666666666,0.4,0.5068493150684932,0.7796610169491526,0.76,0.7659574468085106,0.7974683544303798,0.7377049180327869,0.88,0.7692307692307693,0.7922077922077922,0.810126582278481,0.8421052631578947,0.6896551724137931,23,63.0,65.0,0.0,0.3538461538461538,16,18.0,76.0,4.75,17.2,68.59999999999998,4.287499999999999
85,82,66,2023-04-09,24-185,NOP,@,MIN,L (-5),1,38:49,1.0,4.0,.250,0.0,2.0,.000,2,2.0,1.000,1.0,2.0,3.0,4.0,5.0,1.0,3.0,5.0,4.0,6.4,+10,2.0,1.0,0.5,45,59,2,37,46,19,36,63,45,22,50,61,64,32,20,45.0,75.0,5.0,73.0,59.0,25.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,1.0,0.7866666666666666,0.4,0.5068493150684932,0.7796610169491526,0.76,0.7659574468085106,0.7974683544303798,0.7377049180327869,0.88,0.7692307692307693,0.7922077922077922,0.810126582278481,0.8421052631578947,0.6896551724137931,23,63.0,65.0,0.0,0.3538461538461538,16,8.0,47.0,2.9375,5.599999999999998,66.30000000000001,4.143750000000001
