Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Brandon Ingram,Shared Games with CJ McCollum,Shared Games with Dereon Seabron,Shared Games with Devonte' Graham,Shared Games with Dyson Daniels,Shared Games with Herbert Jones,Shared Games with Jaxson Hayes,Shared Games with Jonas Valančiūnas,Shared Games with Jose Alvarado,Shared Games with Kira Lewis Jr.,Shared Games with Larry Nance Jr.,Shared Games with Naji Marshall,Shared Games with Trey Murphy III,Shared Games with Willy Hernangómez,Shared Games with Zion Williamson,Brandon Ingram,CJ McCollum,Dereon Seabron,Devonte' Graham,Dyson Daniels,Herbert Jones,Jaxson Hayes,Jonas Valančiūnas,Jose Alvarado,Kira Lewis Jr.,Larry Nance Jr.,Naji Marshall,Trey Murphy III,Willy Hernangómez,Zion Williamson,co_inf with Brandon Ingram,co_inf with CJ McCollum,co_inf with Dereon Seabron,co_inf with Devonte' Graham,co_inf with Dyson Daniels,co_inf with Herbert Jones,co_inf with Jaxson Hayes,co_inf with Jonas Valančiūnas,co_inf with Jose Alvarado,co_inf with Kira Lewis Jr.,co_inf with Larry Nance Jr.,co_inf with Naji Marshall,co_inf with Trey Murphy III,co_inf with Willy Hernangómez,co_inf with Zion Williamson,Shared Games with Josh Richardson,Al Horford,Josh Richardson,co_inf with Al Horford,co_inf with Josh Richardson,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
31,31,11,2022-12-22,36-228,NOP,,SAS,W (+9),0,1:59,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,-6,1.0,0.0,0.0,10,20,3,17,20,19,21,24,19,13,22,22,22,20,9,45.0,75.0,5.0,73.0,59.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.2222222222222222,0.2666666666666666,0.6,0.2328767123287671,0.3389830508474576,0.2878787878787879,0.4468085106382978,0.3037974683544304,0.3114754098360656,0.52,0.3384615384615385,0.2857142857142857,0.2784810126582278,0.5263157894736842,0.3103448275862069,8,63.0,65.0,0.0,0.123076923076923,16,-1.0,88.0,5.5,-0.7,99.0,6.1875
32,32,,2022-12-23,36-229,NOP,@,OKC,W (+3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,10,20,3,17,20,19,21,24,19,13,22,22,22,20,9,45.0,75.0,5.0,73.0,59.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.2222222222222222,0.2666666666666666,0.6,0.2328767123287671,0.3389830508474576,0.2878787878787879,0.4468085106382978,0.3037974683544304,0.3114754098360656,0.52,0.3384615384615385,0.2857142857142857,0.2784810126582278,0.5263157894736842,0.3103448275862069,8,63.0,65.0,0.0,0.123076923076923,16,,74.0,4.625,0.0,82.39999999999999,5.1499999999999995
33,33,12,2022-12-26,36-232,NOP,,IND,W (+20),0,18:55,0.0,2.0,.000,0.0,2.0,.000,0,0.0,,0.0,1.0,1.0,1.0,2.0,0.0,0.0,3.0,0.0,0.4,-2,0.0,0.0,,10,20,3,17,20,19,21,24,19,13,22,22,22,20,9,45.0,75.0,5.0,73.0,59.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.2222222222222222,0.2666666666666666,0.6,0.2328767123287671,0.3389830508474576,0.2878787878787879,0.4468085106382978,0.3037974683544304,0.3114754098360656,0.52,0.3384615384615385,0.2857142857142857,0.2784810126582278,0.5263157894736842,0.3103448275862069,8,63.0,65.0,0.0,0.123076923076923,16,2.0,96.0,6.0,0.3999999999999999,82.69999999999999,5.168749999999999
34,34,,2022-12-28,36-234,NOP,,MIN,W (+1),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,10,20,3,17,20,19,21,24,19,13,22,22,22,20,9,45.0,75.0,5.0,73.0,59.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.2222222222222222,0.2666666666666666,0.6,0.2328767123287671,0.3389830508474576,0.2878787878787879,0.4468085106382978,0.3037974683544304,0.3114754098360656,0.52,0.3384615384615385,0.2857142857142857,0.2784810126582278,0.5263157894736842,0.3103448275862069,8,63.0,65.0,0.0,0.123076923076923,16,,63.0,3.9375,0.0,82.0,5.125
35,35,,2022-12-30,36-236,NOP,,PHI,W (+11),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,10,20,3,17,20,19,21,24,19,13,22,22,22,20,9,45.0,75.0,5.0,73.0,59.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.2222222222222222,0.2666666666666666,0.6,0.2328767123287671,0.3389830508474576,0.2878787878787879,0.4468085106382978,0.3037974683544304,0.3114754098360656,0.52,0.3384615384615385,0.2857142857142857,0.2784810126582278,0.5263157894736842,0.3103448275862069,8,63.0,65.0,0.0,0.123076923076923,16,,84.0,5.25,0.0,105.09999999999998,6.568749999999999
36,36,,2022-12-31,36-237,NOP,@,MEM,L (-15),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,10,20,3,17,20,19,21,24,19,13,22,22,22,20,9,45.0,75.0,5.0,73.0,59.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.2222222222222222,0.2666666666666666,0.6,0.2328767123287671,0.3389830508474576,0.2878787878787879,0.4468085106382978,0.3037974683544304,0.3114754098360656,0.52,0.3384615384615385,0.2857142857142857,0.2784810126582278,0.5263157894736842,0.3103448275862069,8,63.0,65.0,0.0,0.123076923076923,16,,46.0,2.875,0.0,52.3,3.26875
37,37,,2023-01-02,36-239,NOP,@,PHI,L (-9),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,10,20,3,17,20,19,21,24,19,13,22,22,22,20,9,45.0,75.0,5.0,73.0,59.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.2222222222222222,0.2666666666666666,0.6,0.2328767123287671,0.3389830508474576,0.2878787878787879,0.4468085106382978,0.3037974683544304,0.3114754098360656,0.52,0.3384615384615385,0.2857142857142857,0.2784810126582278,0.5263157894736842,0.3103448275862069,8,63.0,65.0,0.0,0.123076923076923,16,,86.0,5.375,0.0,86.2,5.3875
38,38,,2023-01-04,36-241,NOP,,HOU,W (+11),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,10,20,3,17,20,19,21,24,19,13,22,22,22,20,9,45.0,75.0,5.0,73.0,59.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.2222222222222222,0.2666666666666666,0.6,0.2328767123287671,0.3389830508474576,0.2878787878787879,0.4468085106382978,0.3037974683544304,0.3114754098360656,0.52,0.3384615384615385,0.2857142857142857,0.2784810126582278,0.5263157894736842,0.3103448275862069,8,63.0,65.0,0.0,0.123076923076923,16,,95.0,5.9375,0.0,107.9,6.74375
39,39,,2023-01-06,36-243,NOP,,BRK,L (-6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,10,20,3,17,20,19,21,24,19,13,22,22,22,20,9,45.0,75.0,5.0,73.0,59.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.2222222222222222,0.2666666666666666,0.6,0.2328767123287671,0.3389830508474576,0.2878787878787879,0.4468085106382978,0.3037974683544304,0.3114754098360656,0.52,0.3384615384615385,0.2857142857142857,0.2784810126582278,0.5263157894736842,0.3103448275862069,8,63.0,65.0,0.0,0.123076923076923,16,,69.0,4.3125,0.0,70.3,4.39375
40,40,13,2023-01-07,36-244,NOP,@,DAL,L (-10),0,8:58,2.0,3.0,.667,1.0,2.0,.500,0,0.0,,0.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,5.0,5.6,-1,1.0,1.0,1.0,10,20,3,17,20,19,21,24,19,13,22,22,22,20,9,45.0,75.0,5.0,73.0,59.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.2222222222222222,0.2666666666666666,0.6,0.2328767123287671,0.3389830508474576,0.2878787878787879,0.4468085106382978,0.3037974683544304,0.3114754098360656,0.52,0.3384615384615385,0.2857142857142857,0.2784810126582278,0.5263157894736842,0.3103448275862069,8,63.0,65.0,0.0,0.123076923076923,16,6.0,77.0,4.8125,5.6000000000000005,92.7,5.79375
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,10,20,3,17,20,19,21,24,19,13,22,22,22,20,9,45.0,75.0,5.0,73.0,59.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.2222222222222222,0.2666666666666666,0.6,0.2328767123287671,0.3389830508474576,0.2878787878787879,0.4468085106382978,0.3037974683544304,0.3114754098360656,0.52,0.3384615384615385,0.2857142857142857,0.2784810126582278,0.5263157894736842,0.3103448275862069,8,63.0,65.0,0.0,0.123076923076923,16,,0.0,0.0,0.0,0.0,0.0
42,41,14,2023-01-09,36-246,NOP,@,WAS,W (+20),0,2:32,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.7,+1,0.0,0.0,,10,20,3,17,20,19,21,24,19,13,22,22,22,20,9,45.0,75.0,5.0,73.0,59.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.2222222222222222,0.2666666666666666,0.6,0.2328767123287671,0.3389830508474576,0.2878787878787879,0.4468085106382978,0.3037974683544304,0.3114754098360656,0.52,0.3384615384615385,0.2857142857142857,0.2784810126582278,0.5263157894736842,0.3103448275862069,8,63.0,65.0,0.0,0.123076923076923,16,2.0,96.0,6.0,2.7,102.20000000000002,6.387500000000001
43,42,,2023-01-11,36-248,NOP,@,BOS,L (-11),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,10,20,3,17,20,19,21,24,19,13,22,22,22,20,9,45.0,75.0,5.0,73.0,59.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.2222222222222222,0.2666666666666666,0.6,0.2328767123287671,0.3389830508474576,0.2878787878787879,0.4468085106382978,0.3037974683544304,0.3114754098360656,0.52,0.3384615384615385,0.2857142857142857,0.2784810126582278,0.5263157894736842,0.3103448275862069,8,63.0,65.0,0.0,0.123076923076923,16,,83.0,5.1875,0.0,89.49999999999999,5.593749999999999
44,43,,2023-01-13,36-250,NOP,@,DET,W (+6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,10,20,3,17,20,19,21,24,19,13,22,22,22,20,9,45.0,75.0,5.0,73.0,59.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.2222222222222222,0.2666666666666666,0.6,0.2328767123287671,0.3389830508474576,0.2878787878787879,0.4468085106382978,0.3037974683544304,0.3114754098360656,0.52,0.3384615384615385,0.2857142857142857,0.2784810126582278,0.5263157894736842,0.3103448275862069,8,63.0,65.0,0.0,0.123076923076923,16,,81.0,5.0625,0.0,93.0,5.8125
45,44,,2023-01-16,36-253,NOP,@,CLE,L (-10),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,10,20,3,17,20,19,21,24,19,13,22,22,22,20,9,45.0,75.0,5.0,73.0,59.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.2222222222222222,0.2666666666666666,0.6,0.2328767123287671,0.3389830508474576,0.2878787878787879,0.4468085106382978,0.3037974683544304,0.3114754098360656,0.52,0.3384615384615385,0.2857142857142857,0.2784810126582278,0.5263157894736842,0.3103448275862069,8,63.0,65.0,0.0,0.123076923076923,16,,84.0,5.25,0.0,83.0,5.1875
46,45,15,2023-01-18,36-255,NOP,,MIA,L (-26),0,5:40,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.8,+2,1.0,0.0,0.0,10,20,3,17,20,19,21,24,19,13,22,22,22,20,9,45.0,75.0,5.0,73.0,59.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.2222222222222222,0.2666666666666666,0.6,0.2328767123287671,0.3389830508474576,0.2878787878787879,0.4468085106382978,0.3037974683544304,0.3114754098360656,0.52,0.3384615384615385,0.2857142857142857,0.2784810126582278,0.5263157894736842,0.3103448275862069,8,63.0,65.0,0.0,0.123076923076923,16,0.0,63.0,3.9375,-0.8,69.89999999999999,4.3687499999999995
47,46,,2023-01-20,36-257,NOP,@,ORL,L (-13),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,10,20,3,17,20,19,21,24,19,13,22,22,22,20,9,45.0,75.0,5.0,73.0,59.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.2222222222222222,0.2666666666666666,0.6,0.2328767123287671,0.3389830508474576,0.2878787878787879,0.4468085106382978,0.3037974683544304,0.3114754098360656,0.52,0.3384615384615385,0.2857142857142857,0.2784810126582278,0.5263157894736842,0.3103448275862069,8,63.0,65.0,0.0,0.123076923076923,16,,96.0,6.0,0.0,97.6,6.1
48,47,,2023-01-22,36-259,NOP,@,MIA,L (-4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,10,20,3,17,20,19,21,24,19,13,22,22,22,20,9,45.0,75.0,5.0,73.0,59.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.2222222222222222,0.2666666666666666,0.6,0.2328767123287671,0.3389830508474576,0.2878787878787879,0.4468085106382978,0.3037974683544304,0.3114754098360656,0.52,0.3384615384615385,0.2857142857142857,0.2784810126582278,0.5263157894736842,0.3103448275862069,8,63.0,65.0,0.0,0.123076923076923,16,,67.0,4.1875,0.0,67.19999999999999,4.199999999999999
49,48,16,2023-01-24,36-261,NOP,,DEN,L (-1),0,6:41,1.0,3.0,.333,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.9,+6,2.0,1.0,0.5,10,20,3,17,20,19,21,24,19,13,22,22,22,20,9,45.0,75.0,5.0,73.0,59.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.2222222222222222,0.2666666666666666,0.6,0.2328767123287671,0.3389830508474576,0.2878787878787879,0.4468085106382978,0.3037974683544304,0.3114754098360656,0.52,0.3384615384615385,0.2857142857142857,0.2784810126582278,0.5263157894736842,0.3103448275862069,8,63.0,65.0,0.0,0.123076923076923,16,1.0,58.0,3.625,0.9000000000000001,66.9,4.18125
50,49,,2023-01-25,36-262,NOP,,MIN,L (-9),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,10,20,3,17,20,19,21,24,19,13,22,22,22,20,9,45.0,75.0,5.0,73.0,59.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.2222222222222222,0.2666666666666666,0.6,0.2328767123287671,0.3389830508474576,0.2878787878787879,0.4468085106382978,0.3037974683544304,0.3114754098360656,0.52,0.3384615384615385,0.2857142857142857,0.2784810126582278,0.5263157894736842,0.3103448275862069,8,63.0,65.0,0.0,0.123076923076923,16,,48.0,3.0,0.0,55.6,3.475
51,50,,2023-01-28,36-265,NOP,,WAS,L (-10),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,10,20,3,17,20,19,21,24,19,13,22,22,22,20,9,45.0,75.0,5.0,73.0,59.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.2222222222222222,0.2666666666666666,0.6,0.2328767123287671,0.3389830508474576,0.2878787878787879,0.4468085106382978,0.3037974683544304,0.3114754098360656,0.52,0.3384615384615385,0.2857142857142857,0.2784810126582278,0.5263157894736842,0.3103448275862069,8,63.0,65.0,0.0,0.123076923076923,16,,65.0,4.0625,0.0,65.4,4.0875
52,51,,2023-01-29,36-266,NOP,@,MIL,L (-25),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,10,20,3,17,20,19,21,24,19,13,22,22,22,20,9,45.0,75.0,5.0,73.0,59.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.2222222222222222,0.2666666666666666,0.6,0.2328767123287671,0.3389830508474576,0.2878787878787879,0.4468085106382978,0.3037974683544304,0.3114754098360656,0.52,0.3384615384615385,0.2857142857142857,0.2784810126582278,0.5263157894736842,0.3103448275862069,8,63.0,65.0,0.0,0.123076923076923,16,,59.0,3.6875,0.0,65.9,4.11875
53,52,,2023-01-31,36-268,NOP,@,DEN,L (-9),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,10,20,3,17,20,19,21,24,19,13,22,22,22,20,9,45.0,75.0,5.0,73.0,59.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.2222222222222222,0.2666666666666666,0.6,0.2328767123287671,0.3389830508474576,0.2878787878787879,0.4468085106382978,0.3037974683544304,0.3114754098360656,0.52,0.3384615384615385,0.2857142857142857,0.2784810126582278,0.5263157894736842,0.3103448275862069,8,63.0,65.0,0.0,0.123076923076923,16,,90.0,5.625,0.0,94.5,5.90625
54,53,,2023-02-02,36-270,NOP,@,DAL,L (-5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,10,20,3,17,20,19,21,24,19,13,22,22,22,20,9,45.0,75.0,5.0,73.0,59.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.2222222222222222,0.2666666666666666,0.6,0.2328767123287671,0.3389830508474576,0.2878787878787879,0.4468085106382978,0.3037974683544304,0.3114754098360656,0.52,0.3384615384615385,0.2857142857142857,0.2784810126582278,0.5263157894736842,0.3103448275862069,8,63.0,65.0,0.0,0.123076923076923,16,,87.0,5.4375,0.0,87.09999999999998,5.443749999999999
55,54,,2023-02-04,36-272,NOP,,LAL,W (+5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,10,20,3,17,20,19,21,24,19,13,22,22,22,20,9,45.0,75.0,5.0,73.0,59.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.2222222222222222,0.2666666666666666,0.6,0.2328767123287671,0.3389830508474576,0.2878787878787879,0.4468085106382978,0.3037974683544304,0.3114754098360656,0.52,0.3384615384615385,0.2857142857142857,0.2784810126582278,0.5263157894736842,0.3103448275862069,8,63.0,65.0,0.0,0.123076923076923,16,,90.0,5.625,0.0,106.70000000000002,6.668750000000001
56,55,17,2023-02-05,36-273,NOP,,SAC,W (+32),0,4:41,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.4,+2,0.0,0.0,,10,20,3,17,20,19,21,24,19,13,22,22,22,20,9,45.0,75.0,5.0,73.0,59.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.2222222222222222,0.2666666666666666,0.6,0.2328767123287671,0.3389830508474576,0.2878787878787879,0.4468085106382978,0.3037974683544304,0.3114754098360656,0.52,0.3384615384615385,0.2857142857142857,0.2784810126582278,0.5263157894736842,0.3103448275862069,8,63.0,65.0,0.0,0.123076923076923,16,3.0,96.0,6.0,3.3999999999999995,116.0,7.25
57,56,,2023-02-07,36-275,NOP,,ATL,W (+9),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,10,20,3,17,20,19,21,24,19,13,22,22,22,20,9,45.0,75.0,5.0,73.0,59.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.2222222222222222,0.2666666666666666,0.6,0.2328767123287671,0.3389830508474576,0.2878787878787879,0.4468085106382978,0.3037974683544304,0.3114754098360656,0.52,0.3384615384615385,0.2857142857142857,0.2784810126582278,0.5263157894736842,0.3103448275862069,8,63.0,65.0,0.0,0.123076923076923,16,,80.0,5.0,0.0,93.6,5.85
58,57,18,2023-02-10,36-278,NOP,,CLE,L (-11),0,3:13,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,+8,0.0,0.0,,10,20,3,17,20,19,21,24,19,13,22,22,22,20,9,45.0,75.0,5.0,73.0,59.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.2222222222222222,0.2666666666666666,0.6,0.2328767123287671,0.3389830508474576,0.2878787878787879,0.4468085106382978,0.3037974683544304,0.3114754098360656,0.52,0.3384615384615385,0.2857142857142857,0.2784810126582278,0.5263157894736842,0.3103448275862069,8,63.0,65.0,0.0,0.123076923076923,16,0.0,87.0,5.4375,0.0,89.29999999999998,5.581249999999999
59,58,,2023-02-13,36-281,NOP,@,OKC,W (+3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,10,20,3,17,20,19,21,24,19,13,22,22,22,20,9,45.0,75.0,5.0,73.0,59.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.2222222222222222,0.2666666666666666,0.6,0.2328767123287671,0.3389830508474576,0.2878787878787879,0.4468085106382978,0.3037974683544304,0.3114754098360656,0.52,0.3384615384615385,0.2857142857142857,0.2784810126582278,0.5263157894736842,0.3103448275862069,8,63.0,65.0,0.0,0.123076923076923,16,,55.0,3.4375,0.0,66.39999999999999,4.1499999999999995
60,59,,2023-02-15,36-283,NOP,@,LAL,L (-18),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,10,20,3,17,20,19,21,24,19,13,22,22,22,20,9,45.0,75.0,5.0,73.0,59.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.2222222222222222,0.2666666666666666,0.6,0.2328767123287671,0.3389830508474576,0.2878787878787879,0.4468085106382978,0.3037974683544304,0.3114754098360656,0.52,0.3384615384615385,0.2857142857142857,0.2784810126582278,0.5263157894736842,0.3103448275862069,8,63.0,65.0,0.0,0.123076923076923,16,,70.0,4.375,0.0,69.69999999999999,4.356249999999999
61,60,,2023-02-23,36-291,NOP,@,TOR,L (-5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,10,20,3,17,20,19,21,24,19,13,22,22,22,20,9,45.0,75.0,5.0,73.0,59.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.2222222222222222,0.2666666666666666,0.6,0.2328767123287671,0.3389830508474576,0.2878787878787879,0.4468085106382978,0.3037974683544304,0.3114754098360656,0.52,0.3384615384615385,0.2857142857142857,0.2784810126582278,0.5263157894736842,0.3103448275862069,8,63.0,65.0,0.0,0.123076923076923,16,,81.0,5.0625,0.0,80.5,5.03125
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,10,20,3,17,20,19,21,24,19,13,22,22,22,20,9,45.0,75.0,5.0,73.0,59.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.2222222222222222,0.2666666666666666,0.6,0.2328767123287671,0.3389830508474576,0.2878787878787879,0.4468085106382978,0.3037974683544304,0.3114754098360656,0.52,0.3384615384615385,0.2857142857142857,0.2784810126582278,0.5263157894736842,0.3103448275862069,8,63.0,65.0,0.0,0.123076923076923,16,,0.0,0.0,0.0,0.0,0.0
63,61,19,2023-02-25,36-293,NOP,@,NYK,L (-22),0,4:07,0.0,2.0,.000,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1,+10,2.0,0.0,0.0,10,20,3,17,20,19,21,24,19,13,22,22,22,20,9,45.0,75.0,5.0,73.0,59.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.2222222222222222,0.2666666666666666,0.6,0.2328767123287671,0.3389830508474576,0.2878787878787879,0.4468085106382978,0.3037974683544304,0.3114754098360656,0.52,0.3384615384615385,0.2857142857142857,0.2784810126582278,0.5263157894736842,0.3103448275862069,8,63.0,65.0,0.0,0.123076923076923,16,-1.0,61.0,3.8125,-1.1,67.80000000000001,4.237500000000001
