Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Brandon Ingram,Shared Games with CJ McCollum,Shared Games with Dereon Seabron,Shared Games with Devonte' Graham,Shared Games with Dyson Daniels,Shared Games with Garrett Temple,Shared Games with Herbert Jones,Shared Games with Jaxson Hayes,Shared Games with Jonas Valančiūnas,Shared Games with Jose Alvarado,Shared Games with Kira Lewis Jr.,Shared Games with Larry Nance Jr.,Shared Games with Naji Marshall,Shared Games with Trey Murphy III,Shared Games with Willy Hernangómez,Brandon Ingram,CJ McCollum,Dereon Seabron,Devonte' Graham,Dyson Daniels,Garrett Temple,Herbert Jones,Jaxson Hayes,Jonas Valančiūnas,Jose Alvarado,Kira Lewis Jr.,Larry Nance Jr.,Naji Marshall,Trey Murphy III,Willy Hernangómez,co_inf with Brandon Ingram,co_inf with CJ McCollum,co_inf with Dereon Seabron,co_inf with Devonte' Graham,co_inf with Dyson Daniels,co_inf with Garrett Temple,co_inf with Herbert Jones,co_inf with Jaxson Hayes,co_inf with Jonas Valančiūnas,co_inf with Jose Alvarado,co_inf with Kira Lewis Jr.,co_inf with Larry Nance Jr.,co_inf with Naji Marshall,co_inf with Trey Murphy III,co_inf with Willy Hernangómez,Al Horford,Josh Richardson,co_inf with Al Horford,co_inf with Josh Richardson,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
32,32,,2022-12-23,22-170,NOP,@,OKC,W (+3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,,74.0,4.933333333333334,0.0,79.39999999999999,5.293333333333333
33,33,,2022-12-26,22-173,NOP,,IND,W (+20),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,,98.0,6.533333333333333,0.0,83.1,5.54
34,34,26,2022-12-28,22-175,NOP,,MIN,W (+1),1,33:57,14.0,21.0,.667,1.0,1.0,1.000,14,19.0,.737,0.0,3.0,3.0,5.0,1.0,1.0,4.0,3.0,43.0,32.8,+3,20.0,13.0,0.65,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,9.0,54.0,3.6,27.2,51.1,3.4066666666666667
35,35,27,2022-12-30,22-177,NOP,,PHI,W (+11),1,30:58,13.0,19.0,.684,0.0,0.0,,10,16.0,.625,2.0,3.0,5.0,2.0,0.0,0.0,3.0,3.0,36.0,25.0,-4,19.0,13.0,0.6842105263157895,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,5.0,79.0,5.266666666666667,21.000000000000004,73.19999999999999,4.879999999999999
36,36,28,2022-12-31,22-178,NOP,@,MEM,L (-15),1,28:17,6.0,16.0,.375,0.0,0.0,,8,10.0,.800,3.0,6.0,9.0,1.0,0.0,0.0,9.0,3.0,20.0,4.8,-16,16.0,6.0,0.375,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,-5.0,51.0,3.4,1.6000000000000014,45.6,3.04
37,37,29,2023-01-02,22-180,NOP,@,PHI,L (-9),1,28:10,10.0,12.0,.833,0.0,0.0,,6,8.0,.750,0.0,6.0,6.0,7.0,0.0,0.0,5.0,1.0,26.0,22.1,+6,12.0,10.0,0.8333333333333334,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,14.0,72.0,4.8,19.700000000000006,56.49999999999999,3.766666666666666
38,38,,2023-01-04,22-182,NOP,,HOU,W (+11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,,95.0,6.333333333333333,0.0,92.2,6.1466666666666665
39,39,,2023-01-06,22-184,NOP,,BRK,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,,69.0,4.6,0.0,61.8,4.12
40,40,,2023-01-07,22-185,NOP,@,DAL,L (-10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,,83.0,5.533333333333333,0.0,84.2,5.613333333333333
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,,0.0,0.0,0.0,0.0,0.0
42,41,,2023-01-09,22-187,NOP,@,WAS,W (+20),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,,98.0,6.533333333333333,0.0,91.50000000000004,6.100000000000003
43,42,,2023-01-11,22-189,NOP,@,BOS,L (-11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,,83.0,5.533333333333333,0.0,79.19999999999999,5.279999999999999
44,43,,2023-01-13,22-191,NOP,@,DET,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,,81.0,5.4,0.0,83.39999999999999,5.56
45,44,,2023-01-16,22-194,NOP,@,CLE,L (-10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,,84.0,5.6,0.0,64.6,4.306666666666667
46,45,,2023-01-18,22-196,NOP,,MIA,L (-26),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,,63.0,4.2,0.0,61.1,4.073333333333333
47,46,,2023-01-20,22-198,NOP,@,ORL,L (-13),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,,96.0,6.4,0.0,82.3,5.486666666666666
48,47,,2023-01-22,22-200,NOP,@,MIA,L (-4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,,67.0,4.466666666666667,0.0,58.79999999999998,3.919999999999999
49,48,,2023-01-24,22-202,NOP,,DEN,L (-1),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,,59.0,3.933333333333333,0.0,65.8,4.386666666666667
50,49,,2023-01-25,22-203,NOP,,MIN,L (-9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,,48.0,3.2,0.0,55.6,3.7066666666666666
51,50,,2023-01-28,22-206,NOP,,WAS,L (-10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,,65.0,4.333333333333333,0.0,65.4,4.36
52,51,,2023-01-29,22-207,NOP,@,MIL,L (-25),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,,59.0,3.933333333333333,0.0,65.9,4.3933333333333335
53,52,,2023-01-31,22-209,NOP,@,DEN,L (-9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,,90.0,6.0,0.0,80.1,5.34
54,53,,2023-02-02,22-211,NOP,@,DAL,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,,87.0,5.8,0.0,76.39999999999998,5.093333333333332
55,54,,2023-02-04,22-213,NOP,,LAL,W (+5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,,90.0,6.0,0.0,100.6,6.706666666666666
56,55,,2023-02-05,22-214,NOP,,SAC,W (+32),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,,99.0,6.6,0.0,108.8,7.253333333333333
57,56,,2023-02-07,22-216,NOP,,ATL,W (+9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,,80.0,5.333333333333333,0.0,93.6,6.239999999999999
58,57,,2023-02-10,22-219,NOP,,CLE,L (-11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,,87.0,5.8,0.0,76.19999999999999,5.079999999999999
59,58,,2023-02-13,22-222,NOP,@,OKC,W (+3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,,55.0,3.6666666666666665,0.0,63.49999999999999,4.2333333333333325
60,59,,2023-02-15,22-224,NOP,@,LAL,L (-18),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,,70.0,4.666666666666667,0.0,60.69999999999999,4.046666666666666
61,60,,2023-02-23,22-232,NOP,@,TOR,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,,81.0,5.4,0.0,66.0,4.4
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,,0.0,0.0,0.0,0.0,0.0
63,61,,2023-02-25,22-234,NOP,@,NYK,L (-22),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,,60.0,4.0,0.0,60.100000000000016,4.006666666666668
64,62,,2023-02-27,22-236,NOP,,ORL,L (-8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,,52.0,3.466666666666667,0.0,51.7,3.4466666666666668
65,63,,2023-03-01,22-238,NOP,@,POR,W (+11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,,102.0,6.8,0.0,96.3,6.42
66,64,,2023-03-03,22-240,NOP,@,GSW,L (-9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,25,1,29,22,9,20,12,29,28,1,23,27,27,14,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,0.2666666666666666,0.3333333333333333,0.2,0.3972602739726027,0.3728813559322034,0.36,0.303030303030303,0.2553191489361702,0.3670886075949367,0.4590163934426229,0.04,0.3538461538461538,0.3506493506493506,0.3417721518987341,0.3684210526315789,63.0,65.0,0.0,0.0,15,,55.0,3.6666666666666665,0.0,63.39999999999999,4.226666666666666
