Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Cedi Osman,Shared Games with Darius Garland,Shared Games with Dean Wade,Shared Games with Donovan Mitchell,Shared Games with Dylan Windler,Shared Games with Evan Mobley,Shared Games with Isaac Okoro,Shared Games with Isaiah Mobley,Shared Games with Jarrett Allen,Shared Games with Kevin Love,Shared Games with Lamar Stevens,Shared Games with Mamadi Diakite,Shared Games with Raul Neto,Shared Games with Ricky Rubio,Shared Games with Robin Lopez,Cedi Osman,Darius Garland,Dean Wade,Donovan Mitchell,Dylan Windler,Evan Mobley,Isaac Okoro,Isaiah Mobley,Jarrett Allen,Kevin Love,Lamar Stevens,Mamadi Diakite,Raul Neto,Ricky Rubio,Robin Lopez,Sam Merrill,co_inf with Cedi Osman,co_inf with Darius Garland,co_inf with Dean Wade,co_inf with Donovan Mitchell,co_inf with Dylan Windler,co_inf with Evan Mobley,co_inf with Isaac Okoro,co_inf with Isaiah Mobley,co_inf with Jarrett Allen,co_inf with Kevin Love,co_inf with Lamar Stevens,co_inf with Mamadi Diakite,co_inf with Raul Neto,co_inf with Ricky Rubio,co_inf with Robin Lopez,co_inf with Sam Merrill,Shared Games with Danny Green,Danny Green,Dejounte Murray,co_inf with Danny Green,co_inf with Dejounte Murray,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
30,30,26,2022-12-16,28-113,CLE,,IND,W (+6),0,26:06,4.0,11.0,.364,2.0,4.0,.500,2,4.0,.500,1.0,5.0,6.0,2.0,0.0,0.0,0.0,3.0,12.0,7.5,+17,7.0,2.0,0.2857142857142857,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,5.0,59.0,3.6875,6.7,78.39999999999999,4.8999999999999995
31,31,27,2022-12-17,28-114,CLE,,DAL,W (+1),0,37:58,2.0,8.0,.250,0.0,4.0,.000,0,1.0,.000,0.0,4.0,4.0,1.0,0.0,0.0,3.0,5.0,4.0,-4.3,+9,4.0,2.0,0.5,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,-3.0,62.0,3.875,-4.299999999999999,75.10000000000001,4.6937500000000005
32,32,28,2022-12-19,28-116,CLE,,UTA,W (+23),0,31:13,4.0,8.0,.500,2.0,3.0,.667,3,4.0,.750,1.0,3.0,4.0,1.0,0.0,0.0,2.0,1.0,13.0,8.5,+9,5.0,2.0,0.4,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,4.0,74.0,4.625,7.299999999999999,87.1,5.44375
33,33,29,2022-12-21,28-118,CLE,,MIL,W (+8),0,32:17,3.0,10.0,.300,0.0,3.0,.000,0,0.0,,0.0,6.0,6.0,1.0,1.0,2.0,0.0,2.0,6.0,4.3,-6,7.0,3.0,0.4285714285714285,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,6.0,55.0,3.4375,4.3,89.09999999999998,5.568749999999999
34,34,30,2022-12-23,28-120,CLE,,TOR,L (-11),0,18:02,3.0,4.0,.750,1.0,2.0,.500,1,2.0,.500,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,8.0,8.2,0,2.0,2.0,1.0,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,6.0,49.0,3.0625,7.8,70.3,4.39375
35,35,31,2022-12-26,28-123,CLE,,BRK,L (-8),0,19:40,2.0,5.0,.400,1.0,2.0,.500,3,3.0,1.000,0.0,1.0,1.0,0.0,2.0,0.0,1.0,3.0,8.0,5.4,-8,3.0,1.0,0.3333333333333333,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,2.0,57.0,3.5625,4.200000000000001,89.3,5.58125
36,36,32,2022-12-29,28-126,CLE,@,IND,L (-9),0,34:51,7.0,17.0,.412,2.0,5.0,.400,3,3.0,1.000,0.0,3.0,3.0,2.0,1.0,1.0,1.0,5.0,19.0,10.9,-8,12.0,5.0,0.4166666666666667,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,5.0,87.0,5.4375,9.7,104.40000000000002,6.525000000000001
37,37,33,2022-12-31,28-128,CLE,@,CHI,W (+1),1,37:16,10.0,19.0,.526,3.0,9.0,.333,0,2.0,.000,2.0,5.0,7.0,4.0,1.0,0.0,4.0,1.0,23.0,15.2,+1,10.0,7.0,0.7,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,10.0,58.0,3.625,15.2,63.6,3.975
38,38,34,2023-01-02,28-130,CLE,,CHI,W (+11),1,39:08,2.0,13.0,.154,1.0,7.0,.143,5,6.0,.833,0.0,5.0,5.0,3.0,1.0,0.0,1.0,4.0,10.0,3.3,+7,6.0,1.0,0.1666666666666666,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,-1.0,70.0,4.375,1.3000000000000005,108.0,6.75
39,39,35,2023-01-04,28-132,CLE,,PHO,W (+2),1,37:51,7.0,11.0,.636,5.0,7.0,.714,2,3.0,.667,1.0,5.0,6.0,2.0,2.0,1.0,2.0,1.0,21.0,19.6,-8,4.0,2.0,0.5,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,16.0,35.0,2.1875,18.8,48.0,3.0
40,40,36,2023-01-06,28-134,CLE,@,DEN,L (-13),1,32:55,8.0,13.0,.615,3.0,4.0,.750,3,5.0,.600,1.0,3.0,4.0,3.0,0.0,0.0,1.0,3.0,22.0,16.8,-12,9.0,5.0,0.5555555555555556,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,10.0,49.0,3.0625,15.599999999999998,70.99999999999999,4.437499999999999
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,,0.0,0.0,0.0,0.0,0.0
42,41,37,2023-01-08,28-136,CLE,@,PHO,W (+14),0,28:22,6.0,10.0,.600,1.0,3.0,.333,0,0.0,,0.0,1.0,1.0,7.0,3.0,0.0,1.0,1.0,13.0,15.2,+28,7.0,5.0,0.7142857142857143,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,13.0,71.0,4.4375,15.200000000000005,81.3,5.08125
43,42,38,2023-01-10,28-138,CLE,@,UTA,L (-2),0,36:50,5.0,11.0,.455,1.0,4.0,.250,1,3.0,.333,1.0,4.0,5.0,2.0,0.0,1.0,0.0,4.0,12.0,7.9,-2,7.0,4.0,0.5714285714285714,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,6.0,66.0,4.125,7.499999999999998,85.1,5.31875
44,43,39,2023-01-12,28-140,CLE,@,POR,W (+6),0,30:31,2.0,7.0,.286,0.0,2.0,.000,0,0.0,,2.0,2.0,4.0,3.0,0.0,0.0,2.0,1.0,4.0,1.6,0,5.0,2.0,0.4,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,2.0,79.0,4.9375,1.5999999999999992,107.1,6.69375
45,44,40,2023-01-14,28-142,CLE,@,MIN,L (-8),0,31:13,4.0,8.0,.500,0.0,2.0,.000,4,4.0,1.000,0.0,4.0,4.0,3.0,1.0,0.0,2.0,1.0,12.0,9.9,+4,6.0,4.0,0.6666666666666666,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,6.0,64.0,4.0,8.299999999999999,82.5,5.15625
46,45,41,2023-01-16,28-144,CLE,,NOP,W (+10),0,15:18,3.0,5.0,.600,0.0,1.0,.000,2,5.0,.400,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,8.0,3.1,-14,4.0,3.0,0.75,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,-2.0,78.0,4.875,2.3,99.70000000000002,6.231250000000001
47,46,42,2023-01-18,28-146,CLE,@,MEM,L (-1),1,41:30,9.0,19.0,.474,4.0,7.0,.571,1,1.0,1.000,0.0,4.0,4.0,6.0,1.0,1.0,4.0,0.0,23.0,16.4,0,12.0,5.0,0.4166666666666667,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,11.0,97.0,6.0625,16.000000000000007,102.3,6.39375
48,47,43,2023-01-20,28-148,CLE,,GSW,L (-6),1,31:08,7.0,16.0,.438,5.0,8.0,.625,3,4.0,.750,2.0,3.0,5.0,2.0,1.0,2.0,4.0,2.0,22.0,14.5,-5,8.0,2.0,0.25,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,8.0,63.0,3.9375,13.299999999999994,81.79999999999998,5.112499999999999
49,48,44,2023-01-21,28-149,CLE,,MIL,W (+12),1,28:33,4.0,10.0,.400,3.0,6.0,.500,2,4.0,.500,0.0,3.0,3.0,7.0,1.0,0.0,1.0,2.0,13.0,11.8,+6,4.0,1.0,0.25,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,9.0,80.0,5.0,10.999999999999998,97.70000000000002,6.106250000000001
50,49,45,2023-01-24,28-152,CLE,@,NYK,L (-2),0,20:49,3.0,6.0,.500,2.0,4.0,.500,1,3.0,.333,1.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0,9.0,6.9,-19,2.0,1.0,0.5,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,4.0,70.0,4.375,6.499999999999999,83.70000000000002,5.231250000000001
51,50,46,2023-01-26,28-154,CLE,@,HOU,W (+18),1,31:49,4.0,10.0,.400,2.0,6.0,.333,2,2.0,1.000,0.0,1.0,1.0,5.0,2.0,0.0,1.0,2.0,12.0,10.6,+20,4.0,2.0,0.5,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,7.0,83.0,5.1875,9.799999999999995,99.39999999999998,6.212499999999999
52,51,47,2023-01-27,28-155,CLE,@,OKC,L (-12),1,37:46,1.0,12.0,.083,0.0,6.0,.000,0,0.0,,1.0,2.0,3.0,9.0,0.0,0.0,1.0,3.0,2.0,-0.6,-12,6.0,1.0,0.1666666666666666,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,1.0,88.0,5.5,-0.5999999999999988,112.2,7.0125
53,52,48,2023-01-29,28-157,CLE,,LAC,W (+23),0,27:54,4.0,10.0,.400,4.0,6.0,.667,0,2.0,.000,1.0,1.0,2.0,3.0,1.0,0.0,1.0,3.0,12.0,7.7,-4,4.0,0.0,0.0,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,5.0,114.0,7.125,7.699999999999999,120.1,7.50625
54,53,49,2023-01-31,28-159,CLE,,MIA,L (-3),0,28:56,5.0,12.0,.417,2.0,6.0,.333,2,3.0,.667,1.0,4.0,5.0,3.0,0.0,2.0,1.0,2.0,14.0,10.8,-19,6.0,3.0,0.5,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,8.0,76.0,4.75,10.0,80.69999999999999,5.043749999999999
55,54,,2023-02-02,28-161,CLE,,MEM,W (+15),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,,105.0,6.5625,0.0,129.5,8.09375
56,55,,2023-02-05,28-164,CLE,@,IND,W (+19),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,,109.0,6.8125,0.0,116.9,7.30625
57,56,50,2023-02-06,28-165,CLE,@,WAS,W (+23),0,26:24,3.0,5.0,.600,1.0,2.0,.500,3,4.0,.750,0.0,8.0,8.0,4.0,2.0,0.0,3.0,2.0,10.0,10.7,+1,3.0,2.0,0.6666666666666666,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,12.0,86.0,5.375,9.499999999999998,100.30000000000004,6.2687500000000025
58,57,51,2023-02-08,28-167,CLE,,DET,W (+28),1,29:44,5.0,16.0,.313,0.0,5.0,.000,5,5.0,1.000,0.0,5.0,5.0,5.0,2.0,0.0,2.0,3.0,15.0,9.6,+12,11.0,5.0,0.4545454545454545,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,4.0,89.0,5.5625,7.600000000000001,100.1,6.25625
59,58,52,2023-02-10,28-169,CLE,@,NOP,W (+11),0,30:53,5.0,10.0,.500,2.0,4.0,.500,1,1.0,1.000,1.0,5.0,6.0,9.0,2.0,0.0,2.0,4.0,13.0,14.9,+9,6.0,3.0,0.5,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,17.0,87.0,5.4375,14.5,104.5,6.53125
60,59,53,2023-02-11,28-170,CLE,,CHI,W (+8),0,26:18,0.0,4.0,.000,0.0,2.0,.000,1,2.0,.500,1.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,0.4,+13,2.0,0.0,0.0,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,0.0,59.0,3.6875,4.440892098500626e-16,73.19999999999999,4.574999999999999
61,60,54,2023-02-13,28-172,CLE,,SAS,W (+8),0,20:19,2.0,4.0,.500,0.0,2.0,.000,0,0.0,,1.0,0.0,1.0,5.0,1.0,0.0,2.0,2.0,4.0,4.4,+4,2.0,2.0,1.0,69,63,37,62,3,72,70,8,62,40,56,17,41,29,30,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.8961038961038961,0.9130434782608696,0.8409090909090909,0.9117647058823528,1.0,0.9113924050632912,0.9210526315789472,0.6666666666666666,0.9117647058823528,0.6451612903225806,0.9032258064516128,0.7727272727272727,0.8541666666666666,0.8787878787878788,0.8108108108108109,0.0,8,11.0,74.0,0.7272727272727273,0.0,16,5.0,86.0,5.375,4.4,109.3,6.83125
