Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Brandon Clarke,Shared Games with David Roddy,Shared Games with Desmond Bane,Shared Games with Dillon Brooks,Shared Games with Ja Morant,Shared Games with Jaren Jackson Jr.,Shared Games with John Konchar,Shared Games with Santi Aldama,Shared Games with Tyus Jones,Shared Games with Xavier Tillman Sr.,Shared Games with Ziaire Williams,Brandon Clarke,David Roddy,Desmond Bane,Dillon Brooks,Ja Morant,Jacob Gilyard,Jake LaRavia,Jaren Jackson Jr.,John Konchar,Kennedy Chandler,Kenneth Lofton Jr.,Santi Aldama,Steven Adams,Tyus Jones,Vince Williams Jr.,Xavier Tillman Sr.,Ziaire Williams,co_inf with Brandon Clarke,co_inf with David Roddy,co_inf with Desmond Bane,co_inf with Dillon Brooks,co_inf with Ja Morant,co_inf with Jacob Gilyard,co_inf with Jake LaRavia,co_inf with Jaren Jackson Jr.,co_inf with John Konchar,co_inf with Kennedy Chandler,co_inf with Kenneth Lofton Jr.,co_inf with Santi Aldama,co_inf with Steven Adams,co_inf with Tyus Jones,co_inf with Vince Williams Jr.,co_inf with Xavier Tillman Sr.,co_inf with Ziaire Williams,Shared Games with Luke Kennard,Shared Games with Caris LeVert,Shared Games with Cedi Osman,Shared Games with Darius Garland,Shared Games with Dean Wade,Shared Games with Donovan Mitchell,Shared Games with Dylan Windler,Shared Games with Evan Mobley,Shared Games with Isaac Okoro,Shared Games with Isaiah Mobley,Shared Games with Jarrett Allen,Shared Games with Lamar Stevens,Shared Games with Mamadi Diakite,Shared Games with Raul Neto,Shared Games with Ricky Rubio,Shared Games with Robin Lopez,Caris LeVert,Cedi Osman,Darius Garland,Dean Wade,Dejounte Murray,Donovan Mitchell,Dylan Windler,Evan Mobley,Isaac Okoro,Isaiah Mobley,Jarrett Allen,Lamar Stevens,Mamadi Diakite,Raul Neto,Ricky Rubio,Robin Lopez,Sam Merrill,co_inf with Caris LeVert,co_inf with Cedi Osman,co_inf with Darius Garland,co_inf with Dean Wade,co_inf with Dejounte Murray,co_inf with Donovan Mitchell,co_inf with Dylan Windler,co_inf with Evan Mobley,co_inf with Isaac Okoro,co_inf with Isaiah Mobley,co_inf with Jarrett Allen,co_inf with Lamar Stevens,co_inf with Mamadi Diakite,co_inf with Raul Neto,co_inf with Ricky Rubio,co_inf with Robin Lopez,co_inf with Sam Merrill,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
31,31,,2022-12-23,35-184,MEM,@,PHO,W (+25),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,1,3,2,2,3,2,3,3,3,2,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.0535714285714285,0.0142857142857142,0.0517241379310344,0.0273972602739726,0.0327868852459016,0.0,0.0,0.0476190476190476,0.0277777777777777,0.0,0.0,0.0389610389610389,0.0,0.0375,0.0,0.0491803278688524,0.054054054054054,2,8,6,8,5,8,1,8,7,1,7,7,3,4,5,2,74.0,77.0,69.0,44.0,74.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.0779220779220779,0.1159420289855072,0.1136363636363636,0.0,0.1176470588235294,0.3333333333333333,0.1012658227848101,0.0921052631578947,0.0833333333333333,0.1029411764705882,0.1129032258064516,0.1363636363636363,0.0833333333333333,0.1515151515151515,0.054054054054054,0.0,27,,59.0,2.185185185185185,0.0,70.80000000000001,2.6222222222222227
32,32,,2022-12-25,35-186,MEM,@,GSW,L (-14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,1,3,2,2,3,2,3,3,3,2,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.0535714285714285,0.0142857142857142,0.0517241379310344,0.0273972602739726,0.0327868852459016,0.0,0.0,0.0476190476190476,0.0277777777777777,0.0,0.0,0.0389610389610389,0.0,0.0375,0.0,0.0491803278688524,0.054054054054054,2,8,6,8,5,8,1,8,7,1,7,7,3,4,5,2,74.0,77.0,69.0,44.0,74.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.0779220779220779,0.1159420289855072,0.1136363636363636,0.0,0.1176470588235294,0.3333333333333333,0.1012658227848101,0.0921052631578947,0.0833333333333333,0.1029411764705882,0.1129032258064516,0.1363636363636363,0.0833333333333333,0.1515151515151515,0.054054054054054,0.0,27,,78.0,2.888888888888889,0.0,94.40000000000002,3.496296296296297
33,33,,2022-12-27,35-188,MEM,,PHO,L (-17),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,1,3,2,2,3,2,3,3,3,2,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.0535714285714285,0.0142857142857142,0.0517241379310344,0.0273972602739726,0.0327868852459016,0.0,0.0,0.0476190476190476,0.0277777777777777,0.0,0.0,0.0389610389610389,0.0,0.0375,0.0,0.0491803278688524,0.054054054054054,2,8,6,8,5,8,1,8,7,1,7,7,3,4,5,2,74.0,77.0,69.0,44.0,74.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.0779220779220779,0.1159420289855072,0.1136363636363636,0.0,0.1176470588235294,0.3333333333333333,0.1012658227848101,0.0921052631578947,0.0833333333333333,0.1029411764705882,0.1129032258064516,0.1363636363636363,0.0833333333333333,0.1515151515151515,0.054054054054054,0.0,27,,61.0,2.259259259259259,0.0,93.4,3.4592592592592593
34,34,,2022-12-29,35-190,MEM,@,TOR,W (+13),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,1,3,2,2,3,2,3,3,3,2,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.0535714285714285,0.0142857142857142,0.0517241379310344,0.0273972602739726,0.0327868852459016,0.0,0.0,0.0476190476190476,0.0277777777777777,0.0,0.0,0.0389610389610389,0.0,0.0375,0.0,0.0491803278688524,0.054054054054054,2,8,6,8,5,8,1,8,7,1,7,7,3,4,5,2,74.0,77.0,69.0,44.0,74.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.0779220779220779,0.1159420289855072,0.1136363636363636,0.0,0.1176470588235294,0.3333333333333333,0.1012658227848101,0.0921052631578947,0.0833333333333333,0.1029411764705882,0.1129032258064516,0.1363636363636363,0.0833333333333333,0.1515151515151515,0.054054054054054,0.0,27,,55.0,2.037037037037037,0.0,78.1,2.8925925925925924
35,35,,2022-12-31,35-192,MEM,,NOP,W (+15),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,1,3,2,2,3,2,3,3,3,2,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.0535714285714285,0.0142857142857142,0.0517241379310344,0.0273972602739726,0.0327868852459016,0.0,0.0,0.0476190476190476,0.0277777777777777,0.0,0.0,0.0389610389610389,0.0,0.0375,0.0,0.0491803278688524,0.054054054054054,2,8,6,8,5,8,1,8,7,1,7,7,3,4,5,2,74.0,77.0,69.0,44.0,74.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.0779220779220779,0.1159420289855072,0.1136363636363636,0.0,0.1176470588235294,0.3333333333333333,0.1012658227848101,0.0921052631578947,0.0833333333333333,0.1029411764705882,0.1129032258064516,0.1363636363636363,0.0833333333333333,0.1515151515151515,0.054054054054054,0.0,27,,59.0,2.185185185185185,0.0,93.5,3.462962962962963
36,36,,2023-01-01,35-193,MEM,,SAC,W (+10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,1,3,2,2,3,2,3,3,3,2,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.0535714285714285,0.0142857142857142,0.0517241379310344,0.0273972602739726,0.0327868852459016,0.0,0.0,0.0476190476190476,0.0277777777777777,0.0,0.0,0.0389610389610389,0.0,0.0375,0.0,0.0491803278688524,0.054054054054054,2,8,6,8,5,8,1,8,7,1,7,7,3,4,5,2,74.0,77.0,69.0,44.0,74.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.0779220779220779,0.1159420289855072,0.1136363636363636,0.0,0.1176470588235294,0.3333333333333333,0.1012658227848101,0.0921052631578947,0.0833333333333333,0.1029411764705882,0.1129032258064516,0.1363636363636363,0.0833333333333333,0.1515151515151515,0.054054054054054,0.0,27,,92.0,3.4074074074074074,0.0,114.1,4.225925925925925
37,37,,2023-01-04,35-196,MEM,@,CHO,W (+24),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,1,3,2,2,3,2,3,3,3,2,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.0535714285714285,0.0142857142857142,0.0517241379310344,0.0273972602739726,0.0327868852459016,0.0,0.0,0.0476190476190476,0.0277777777777777,0.0,0.0,0.0389610389610389,0.0,0.0375,0.0,0.0491803278688524,0.054054054054054,2,8,6,8,5,8,1,8,7,1,7,7,3,4,5,2,74.0,77.0,69.0,44.0,74.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.0779220779220779,0.1159420289855072,0.1136363636363636,0.0,0.1176470588235294,0.3333333333333333,0.1012658227848101,0.0921052631578947,0.0833333333333333,0.1029411764705882,0.1129032258064516,0.1363636363636363,0.0833333333333333,0.1515151515151515,0.054054054054054,0.0,27,,68.0,2.5185185185185186,0.0,78.8,2.9185185185185185
38,38,,2023-01-05,35-197,MEM,@,ORL,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,1,3,2,2,3,2,3,3,3,2,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.0535714285714285,0.0142857142857142,0.0517241379310344,0.0273972602739726,0.0327868852459016,0.0,0.0,0.0476190476190476,0.0277777777777777,0.0,0.0,0.0389610389610389,0.0,0.0375,0.0,0.0491803278688524,0.054054054054054,2,8,6,8,5,8,1,8,7,1,7,7,3,4,5,2,74.0,77.0,69.0,44.0,74.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.0779220779220779,0.1159420289855072,0.1136363636363636,0.0,0.1176470588235294,0.3333333333333333,0.1012658227848101,0.0921052631578947,0.0833333333333333,0.1029411764705882,0.1129032258064516,0.1363636363636363,0.0833333333333333,0.1515151515151515,0.054054054054054,0.0,27,,69.0,2.555555555555556,0.0,109.29999999999998,4.048148148148147
39,39,,2023-01-08,35-200,MEM,,UTA,W (+5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,1,3,2,2,3,2,3,3,3,2,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.0535714285714285,0.0142857142857142,0.0517241379310344,0.0273972602739726,0.0327868852459016,0.0,0.0,0.0476190476190476,0.0277777777777777,0.0,0.0,0.0389610389610389,0.0,0.0375,0.0,0.0491803278688524,0.054054054054054,2,8,6,8,5,8,1,8,7,1,7,7,3,4,5,2,74.0,77.0,69.0,44.0,74.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.0779220779220779,0.1159420289855072,0.1136363636363636,0.0,0.1176470588235294,0.3333333333333333,0.1012658227848101,0.0921052631578947,0.0833333333333333,0.1029411764705882,0.1129032258064516,0.1363636363636363,0.0833333333333333,0.1515151515151515,0.054054054054054,0.0,27,,51.0,1.8888888888888888,0.0,66.8,2.474074074074074
40,40,,2023-01-09,35-201,MEM,,SAS,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,1,3,2,2,3,2,3,3,3,2,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.0535714285714285,0.0142857142857142,0.0517241379310344,0.0273972602739726,0.0327868852459016,0.0,0.0,0.0476190476190476,0.0277777777777777,0.0,0.0,0.0389610389610389,0.0,0.0375,0.0,0.0491803278688524,0.054054054054054,2,8,6,8,5,8,1,8,7,1,7,7,3,4,5,2,74.0,77.0,69.0,44.0,74.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.0779220779220779,0.1159420289855072,0.1136363636363636,0.0,0.1176470588235294,0.3333333333333333,0.1012658227848101,0.0921052631578947,0.0833333333333333,0.1029411764705882,0.1129032258064516,0.1363636363636363,0.0833333333333333,0.1515151515151515,0.054054054054054,0.0,27,,59.0,2.185185185185185,0.0,86.6,3.2074074074074073
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,3,1,3,2,2,3,2,3,3,3,2,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.0535714285714285,0.0142857142857142,0.0517241379310344,0.0273972602739726,0.0327868852459016,0.0,0.0,0.0476190476190476,0.0277777777777777,0.0,0.0,0.0389610389610389,0.0,0.0375,0.0,0.0491803278688524,0.054054054054054,2,8,6,8,5,8,1,8,7,1,7,7,3,4,5,2,74.0,77.0,69.0,44.0,74.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.0779220779220779,0.1159420289855072,0.1136363636363636,0.0,0.1176470588235294,0.3333333333333333,0.1012658227848101,0.0921052631578947,0.0833333333333333,0.1029411764705882,0.1129032258064516,0.1363636363636363,0.0833333333333333,0.1515151515151515,0.054054054054054,0.0,27,,0.0,0.0,0.0,0.0,0.0
42,41,,2023-01-11,35-203,MEM,,SAS,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,1,3,2,2,3,2,3,3,3,2,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.0535714285714285,0.0142857142857142,0.0517241379310344,0.0273972602739726,0.0327868852459016,0.0,0.0,0.0476190476190476,0.0277777777777777,0.0,0.0,0.0389610389610389,0.0,0.0375,0.0,0.0491803278688524,0.054054054054054,2,8,6,8,5,8,1,8,7,1,7,7,3,4,5,2,74.0,77.0,69.0,44.0,74.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.0779220779220779,0.1159420289855072,0.1136363636363636,0.0,0.1176470588235294,0.3333333333333333,0.1012658227848101,0.0921052631578947,0.0833333333333333,0.1029411764705882,0.1129032258064516,0.1363636363636363,0.0833333333333333,0.1515151515151515,0.054054054054054,0.0,27,,84.0,3.111111111111111,0.0,96.5,3.574074074074074
43,42,,2023-01-14,35-206,MEM,@,IND,W (+18),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,1,3,2,2,3,2,3,3,3,2,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.0535714285714285,0.0142857142857142,0.0517241379310344,0.0273972602739726,0.0327868852459016,0.0,0.0,0.0476190476190476,0.0277777777777777,0.0,0.0,0.0389610389610389,0.0,0.0375,0.0,0.0491803278688524,0.054054054054054,2,8,6,8,5,8,1,8,7,1,7,7,3,4,5,2,74.0,77.0,69.0,44.0,74.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.0779220779220779,0.1159420289855072,0.1136363636363636,0.0,0.1176470588235294,0.3333333333333333,0.1012658227848101,0.0921052631578947,0.0833333333333333,0.1029411764705882,0.1129032258064516,0.1363636363636363,0.0833333333333333,0.1515151515151515,0.054054054054054,0.0,27,,72.0,2.6666666666666665,0.0,92.60000000000002,3.4296296296296305
44,43,,2023-01-16,35-208,MEM,,PHO,W (+30),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,1,3,2,2,3,2,3,3,3,2,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.0535714285714285,0.0142857142857142,0.0517241379310344,0.0273972602739726,0.0327868852459016,0.0,0.0,0.0476190476190476,0.0277777777777777,0.0,0.0,0.0389610389610389,0.0,0.0375,0.0,0.0491803278688524,0.054054054054054,2,8,6,8,5,8,1,8,7,1,7,7,3,4,5,2,74.0,77.0,69.0,44.0,74.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.0779220779220779,0.1159420289855072,0.1136363636363636,0.0,0.1176470588235294,0.3333333333333333,0.1012658227848101,0.0921052631578947,0.0833333333333333,0.1029411764705882,0.1129032258064516,0.1363636363636363,0.0833333333333333,0.1515151515151515,0.054054054054054,0.0,27,,81.0,3.0,0.0,108.7,4.025925925925926
45,44,,2023-01-18,35-210,MEM,,CLE,W (+1),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,1,3,2,2,3,2,3,3,3,2,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.0535714285714285,0.0142857142857142,0.0517241379310344,0.0273972602739726,0.0327868852459016,0.0,0.0,0.0476190476190476,0.0277777777777777,0.0,0.0,0.0389610389610389,0.0,0.0375,0.0,0.0491803278688524,0.054054054054054,2,8,6,8,5,8,1,8,7,1,7,7,3,4,5,2,74.0,77.0,69.0,44.0,74.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.0779220779220779,0.1159420289855072,0.1136363636363636,0.0,0.1176470588235294,0.3333333333333333,0.1012658227848101,0.0921052631578947,0.0833333333333333,0.1029411764705882,0.1129032258064516,0.1363636363636363,0.0833333333333333,0.1515151515151515,0.054054054054054,0.0,27,,70.0,2.592592592592593,0.0,90.8,3.3629629629629627
46,45,,2023-01-20,35-212,MEM,@,LAL,L (-1),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,1,3,2,2,3,2,3,3,3,2,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.0535714285714285,0.0142857142857142,0.0517241379310344,0.0273972602739726,0.0327868852459016,0.0,0.0,0.0476190476190476,0.0277777777777777,0.0,0.0,0.0389610389610389,0.0,0.0375,0.0,0.0491803278688524,0.054054054054054,2,8,6,8,5,8,1,8,7,1,7,7,3,4,5,2,74.0,77.0,69.0,44.0,74.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.0779220779220779,0.1159420289855072,0.1136363636363636,0.0,0.1176470588235294,0.3333333333333333,0.1012658227848101,0.0921052631578947,0.0833333333333333,0.1029411764705882,0.1129032258064516,0.1363636363636363,0.0833333333333333,0.1515151515151515,0.054054054054054,0.0,27,,76.0,2.814814814814815,0.0,102.0,3.7777777777777777
47,46,,2023-01-22,35-214,MEM,@,PHO,L (-2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,1,3,2,2,3,2,3,3,3,2,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.0535714285714285,0.0142857142857142,0.0517241379310344,0.0273972602739726,0.0327868852459016,0.0,0.0,0.0476190476190476,0.0277777777777777,0.0,0.0,0.0389610389610389,0.0,0.0375,0.0,0.0491803278688524,0.054054054054054,2,8,6,8,5,8,1,8,7,1,7,7,3,4,5,2,74.0,77.0,69.0,44.0,74.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.0779220779220779,0.1159420289855072,0.1136363636363636,0.0,0.1176470588235294,0.3333333333333333,0.1012658227848101,0.0921052631578947,0.0833333333333333,0.1029411764705882,0.1129032258064516,0.1363636363636363,0.0833333333333333,0.1515151515151515,0.054054054054054,0.0,27,,108.0,4.0,0.0,118.3,4.381481481481481
48,47,,2023-01-23,35-215,MEM,@,SAC,L (-33),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,1,3,2,2,3,2,3,3,3,2,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.0535714285714285,0.0142857142857142,0.0517241379310344,0.0273972602739726,0.0327868852459016,0.0,0.0,0.0476190476190476,0.0277777777777777,0.0,0.0,0.0389610389610389,0.0,0.0375,0.0,0.0491803278688524,0.054054054054054,2,8,6,8,5,8,1,8,7,1,7,7,3,4,5,2,74.0,77.0,69.0,44.0,74.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.0779220779220779,0.1159420289855072,0.1136363636363636,0.0,0.1176470588235294,0.3333333333333333,0.1012658227848101,0.0921052631578947,0.0833333333333333,0.1029411764705882,0.1129032258064516,0.1363636363636363,0.0833333333333333,0.1515151515151515,0.054054054054054,0.0,27,,71.0,2.6296296296296298,0.0,95.09999999999998,3.5222222222222217
49,48,,2023-01-25,35-217,MEM,@,GSW,L (-2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,1,3,2,2,3,2,3,3,3,2,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.0535714285714285,0.0142857142857142,0.0517241379310344,0.0273972602739726,0.0327868852459016,0.0,0.0,0.0476190476190476,0.0277777777777777,0.0,0.0,0.0389610389610389,0.0,0.0375,0.0,0.0491803278688524,0.054054054054054,2,8,6,8,5,8,1,8,7,1,7,7,3,4,5,2,74.0,77.0,69.0,44.0,74.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.0779220779220779,0.1159420289855072,0.1136363636363636,0.0,0.1176470588235294,0.3333333333333333,0.1012658227848101,0.0921052631578947,0.0833333333333333,0.1029411764705882,0.1129032258064516,0.1363636363636363,0.0833333333333333,0.1515151515151515,0.054054054054054,0.0,27,,89.0,3.2962962962962963,0.0,108.70000000000005,4.025925925925928
50,49,,2023-01-27,35-219,MEM,@,MIN,L (-11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,1,3,2,2,3,2,3,3,3,2,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.0535714285714285,0.0142857142857142,0.0517241379310344,0.0273972602739726,0.0327868852459016,0.0,0.0,0.0476190476190476,0.0277777777777777,0.0,0.0,0.0389610389610389,0.0,0.0375,0.0,0.0491803278688524,0.054054054054054,2,8,6,8,5,8,1,8,7,1,7,7,3,4,5,2,74.0,77.0,69.0,44.0,74.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.0779220779220779,0.1159420289855072,0.1136363636363636,0.0,0.1176470588235294,0.3333333333333333,0.1012658227848101,0.0921052631578947,0.0833333333333333,0.1029411764705882,0.1129032258064516,0.1363636363636363,0.0833333333333333,0.1515151515151515,0.054054054054054,0.0,27,,74.0,2.740740740740741,0.0,90.20000000000002,3.3407407407407415
51,50,,2023-01-29,35-221,MEM,,IND,W (+12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,1,3,2,2,3,2,3,3,3,2,56.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.0535714285714285,0.0142857142857142,0.0517241379310344,0.0273972602739726,0.0327868852459016,0.0,0.0,0.0476190476190476,0.0277777777777777,0.0,0.0,0.0389610389610389,0.0,0.0375,0.0,0.0491803278688524,0.054054054054054,2,8,6,8,5,8,1,8,7,1,7,7,3,4,5,2,74.0,77.0,69.0,44.0,74.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.1081081081081081,0.0779220779220779,0.1159420289855072,0.1136363636363636,0.0,0.1176470588235294,0.3333333333333333,0.1012658227848101,0.0921052631578947,0.0833333333333333,0.1029411764705882,0.1129032258064516,0.1363636363636363,0.0833333333333333,0.1515151515151515,0.054054054054054,0.0,27,,90.0,3.333333333333333,0.0,109.19999999999996,4.044444444444443
