Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alperen Şengün,Shared Games with Boban Marjanović,Shared Games with Daishen Nix,Shared Games with Darius Days,Shared Games with Eric Gordon,Shared Games with Garrison Mathews,Shared Games with Jabari Smith Jr.,Shared Games with Jae'Sean Tate,Shared Games with Jalen Green,Shared Games with Josh Christopher,Shared Games with Kenyon Martin Jr.,Shared Games with Kevin Porter Jr.,Shared Games with Tari Eason,Shared Games with Trevor Hudgins,Shared Games with TyTy Washington Jr.,Shared Games with Usman Garuba,Shared Games with Willie Cauley-Stein,Alperen Şengün,Boban Marjanović,Daishen Nix,Darius Days,Eric Gordon,Garrison Mathews,Jabari Smith Jr.,Jae'Sean Tate,Jalen Green,Josh Christopher,Kenyon Martin Jr.,Kevin Porter Jr.,Tari Eason,Trevor Hudgins,TyTy Washington Jr.,Usman Garuba,Willie Cauley-Stein,co_inf with Alperen Şengün,co_inf with Boban Marjanović,co_inf with Daishen Nix,co_inf with Darius Days,co_inf with Eric Gordon,co_inf with Garrison Mathews,co_inf with Jabari Smith Jr.,co_inf with Jae'Sean Tate,co_inf with Jalen Green,co_inf with Josh Christopher,co_inf with Kenyon Martin Jr.,co_inf with Kevin Porter Jr.,co_inf with Tari Eason,co_inf with Trevor Hudgins,co_inf with TyTy Washington Jr.,co_inf with Usman Garuba,co_inf with Willie Cauley-Stein
36,36,19,2022-12-31,24-138,HOU,,NYK,L (-20),1,21.433333333333334,0.0,2.0,.000,0.0,0.0,,1,2,.500,2,3,5,0,0,2,1,4,1,0.3,-16,2.0,0.0,0.0,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,0,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,
37,37,20,2023-01-02,24-140,HOU,,DAL,L (-5),0,7.766666666666667,0.0,0.0,,0.0,0.0,,0,0,,0,4,4,0,0,0,0,1,0,0.8,-3,0.0,0.0,,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,0,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,
38,38,21,2023-01-04,24-142,HOU,@,NOP,L (-11),0,8.0,1.0,2.0,.500,0.0,0.0,,2,3,.667,1,1,2,1,0,0,0,1,4,3.9,+2,2.0,1.0,0.5,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,0,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,
39,39,,2023-01-05,24-143,HOU,,UTA,L (-17),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,0,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,
40,40,,2023-01-08,24-146,HOU,,MIN,L (-8),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,0,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,
41,Rk,G,Date,Age,Tm,,Opp,,GS,0.0,,,FG%,,,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,,,,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,0,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,
42,41,22,2023-01-11,24-149,HOU,@,SAC,L (-20),0,13.533333333333333,1.0,2.0,.500,0.0,0.0,,0,0,,1,2,3,2,0,2,0,2,2,4.3,-4,2.0,1.0,0.5,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,0,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,
43,42,,2023-01-13,24-151,HOU,@,SAC,L (-25),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,0,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,
44,43,,2023-01-15,24-153,HOU,@,LAC,L (-21),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,0,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,
45,44,,2023-01-16,24-154,HOU,@,LAL,L (-8),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,0,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,
46,45,,2023-01-18,24-156,HOU,,CHO,L (-5),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,0,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,
47,46,,2023-01-21,24-159,HOU,@,MIN,L (-9),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,0,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,
48,47,23,2023-01-23,24-161,HOU,,MIN,W (+5),0,11.116666666666667,2.0,4.0,.500,0.0,0.0,,0,0,,2,2,4,2,1,1,3,1,4,3.7,+3,4.0,2.0,0.5,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,0,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,
49,48,24,2023-01-25,24-163,HOU,,WAS,L (-5),0,11.266666666666667,1.0,3.0,.333,0.0,0.0,,3,4,.750,1,2,3,0,0,4,0,1,5,6.6,-7,3.0,1.0,0.3333333333333333,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,0,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,
50,49,25,2023-01-26,24-164,HOU,,CLE,L (-18),0,15.0,2.0,4.0,.500,0.0,0.0,,0,0,,1,5,6,1,0,1,0,2,4,4.8,-11,4.0,2.0,0.5,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,0,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,
51,50,26,2023-01-28,24-166,HOU,@,DET,W (+3),0,16.433333333333334,3.0,6.0,.500,0.0,0.0,,1,1,1.000,2,1,3,1,0,0,1,5,7,3.4,-8,6.0,3.0,0.5,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,0,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,
52,51,27,2023-02-01,24-170,HOU,,OKC,W (+6),0,9.916666666666666,1.0,1.0,1.000,0.0,0.0,,2,2,1.000,1,2,3,0,0,4,0,2,4,7.0,-5,1.0,1.0,1.0,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,0,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,
53,52,28,2023-02-03,24-172,HOU,,TOR,L (-6),0,14.383333333333333,0.0,3.0,.000,0.0,0.0,,1,2,.500,1,5,6,1,0,2,2,4,1,-0.8,-3,3.0,0.0,0.0,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,0,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,
54,53,29,2023-02-04,24-173,HOU,@,OKC,L (-32),0,17.533333333333335,4.0,4.0,1.000,0.0,0.0,,1,2,.500,2,3,5,3,0,1,0,2,9,11.7,+9,4.0,4.0,1.0,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,0,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,
55,54,30,2023-02-06,24-175,HOU,,SAC,L (-20),0,9.5,1.0,3.0,.333,0.0,0.0,,4,4,1.000,3,2,5,0,0,1,3,1,6,4.3,-9,3.0,1.0,0.3333333333333333,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,0,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,
56,55,31,2023-02-08,24-177,HOU,,SAC,L (-2),0,13.1,3.0,9.0,.333,0.0,0.0,,0,0,,4,6,10,1,0,1,0,3,6,5.7,+1,9.0,3.0,0.3333333333333333,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,0,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,
57,56,,2023-02-11,24-180,ATL,,SAS,W (+19),Did Not Dress,0.0,,,Did Not Dress,,,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,,,,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,0,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,
58,57,,2023-02-13,24-182,ATL,@,CHO,L (-6),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,0,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,
59,58,32,2023-02-15,24-184,ATL,,NYK,L (-21),0,3.716666666666667,2.0,3.0,.667,0.0,0.0,,0,0,,1,0,1,0,0,0,1,0,4,2.4,+2,3.0,2.0,0.6666666666666666,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,0,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,
60,59,33,2023-02-24,24-193,ATL,,CLE,W (+17),0,2.05,0.0,0.0,,0.0,0.0,,0,0,,0,1,1,1,0,0,1,1,0,-0.4,-6,0.0,0.0,,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,0,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,
61,60,,2023-02-26,24-195,ATL,,BRK,W (+2),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,0,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,
62,Rk,G,Date,Age,Tm,,Opp,,GS,0.0,,,FG%,,,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,,,,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,0,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,
63,61,,2023-02-28,24-197,ATL,,WAS,L (-3),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,0,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,
64,62,,2023-03-03,24-200,ATL,,POR,W (+18),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,0,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,
65,63,,2023-03-04,24-201,ATL,@,MIA,L (-8),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,0,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,
66,64,,2023-03-06,24-203,ATL,@,MIA,L (-2),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,0,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,
67,65,,2023-03-08,24-205,ATL,@,WAS,W (+2),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,0,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,
68,66,,2023-03-10,24-207,ATL,@,WAS,W (+7),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,0,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,
69,67,,2023-03-11,24-208,ATL,,BOS,L (-9),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,0,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,
70,68,34,2023-03-13,24-210,ATL,,MIN,L (-21),0,1.8,0.0,0.0,,0.0,0.0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,+2,0.0,0.0,,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,0,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,
71,69,,2023-03-17,24-214,ATL,,GSW,W (+8),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,28,8,21,1,25,32,30,8,28,20,31,22,31,1,16,24,0,75.0,31.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2580645161290322,0.3684210526315789,0.25,0.3623188405797101,0.5925925925925926,0.379746835443038,0.2580645161290322,0.3684210526315789,0.3125,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.2,0.5161290322580645,0.32,
