Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alperen Şengün,Shared Games with Boban Marjanović,Shared Games with Bruno Fernando,Shared Games with Daishen Nix,Shared Games with Darius Days,Shared Games with Eric Gordon,Shared Games with Garrison Mathews,Shared Games with Jabari Smith Jr.,Shared Games with Jae'Sean Tate,Shared Games with Jalen Green,Shared Games with Josh Christopher,Shared Games with Kenyon Martin Jr.,Shared Games with Kevin Porter Jr.,Shared Games with Trevor Hudgins,Shared Games with TyTy Washington Jr.,Shared Games with Usman Garuba,Alperen Şengün,Boban Marjanović,Bruno Fernando,Daishen Nix,Darius Days,Eric Gordon,Garrison Mathews,Jabari Smith Jr.,Jae'Sean Tate,Jalen Green,Josh Christopher,Kenyon Martin Jr.,Kevin Porter Jr.,Trevor Hudgins,TyTy Washington Jr.,Usman Garuba,Willie Cauley-Stein,co_inf with Alperen Şengün,co_inf with Boban Marjanović,co_inf with Bruno Fernando,co_inf with Daishen Nix,co_inf with Darius Days,co_inf with Eric Gordon,co_inf with Garrison Mathews,co_inf with Jabari Smith Jr.,co_inf with Jae'Sean Tate,co_inf with Jalen Green,co_inf with Josh Christopher,co_inf with Kenyon Martin Jr.,co_inf with Kevin Porter Jr.,co_inf with Trevor Hudgins,co_inf with TyTy Washington Jr.,co_inf with Usman Garuba,co_inf with Willie Cauley-Stein,Shared Games with Frank Kaminsky,Shared Games with Justin Holiday,Frank Kaminsky,Jarrett Culver,John Wall,co_inf with Frank Kaminsky,co_inf with John Wall,co_inf with Jarrett Culver,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
29.0,29,2022-12-17,21-221,HOU,POR,0,23.183333333333334,6.0,14.0,0.429,1.0,3.0,0.333,0,0.0,,3.0,3.0,6.0,1.0,0.0,0.0,1.0,3.0,13.0,7.1,4,11.0,5.0,0.4545454545454545,75,31,31,57,4,47,45,79,31,76,64,82,59,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,5.0,42.0,2.333333333333333,7.099999999999998,47.49999999999999,2.6388888888888884,15.2,2.6,-1.7,-1.3,-0.4,0.0836912234335425,0.525,0.261,0.22,0.1,0.9,L (-3),L (-3)
30.0,30,2022-12-19,21-223,HOU,SAS,0,23.75,3.0,5.0,0.6,1.0,2.0,0.5,4,6.0,0.667,1.0,3.0,4.0,0.0,1.0,0.0,1.0,1.0,11.0,9.1,-3,3.0,2.0,0.6666666666666666,75,31,31,57,4,47,45,79,31,76,64,82,59,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,4.0,57.0,3.1666666666666665,7.499999999999998,74.8,4.155555555555555,15.2,2.6,-1.7,-1.3,-0.4,0.0836912234335425,0.525,0.261,0.22,0.1,0.9,L (-12),L (-12)
31.0,31,2022-12-21,21-225,HOU,ORL,0,20.55,2.0,4.0,0.5,2.0,3.0,0.667,3,4.0,0.75,0.0,3.0,3.0,1.0,0.0,0.0,2.0,4.0,9.0,4.6,-15,1.0,0.0,0.0,75,31,31,57,4,47,45,79,31,76,64,82,59,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,3.0,66.0,3.6666666666666665,3.400000000000002,67.3,3.738888888888889,15.2,2.6,-1.7,-1.3,-0.4,0.0836912234335425,0.525,0.261,0.22,0.1,0.9,L (-19),L (-19)
32.0,32,2022-12-23,21-227,HOU,DAL,0,20.5,3.0,5.0,0.6,1.0,1.0,1.0,0,0.0,,1.0,2.0,3.0,0.0,1.0,1.0,4.0,2.0,7.0,2.9,-15,4.0,2.0,0.5,75,31,31,57,4,47,45,79,31,76,64,82,59,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,3.0,59.0,3.2777777777777777,2.8999999999999977,71.7,3.983333333333333,15.2,2.6,-1.7,-1.3,-0.4,0.0836912234335425,0.525,0.261,0.22,0.1,0.9,L (-6),L (-6)
33.0,33,2022-12-26,21-230,HOU,CHI,0,17.2,2.0,3.0,0.667,1.0,2.0,0.5,4,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,9.0,10.3,0,1.0,1.0,1.0,75,31,31,57,4,47,45,79,31,76,64,82,59,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,7.0,85.0,4.722222222222222,8.7,95.0,5.277777777777778,15.2,2.6,-1.7,-1.3,-0.4,0.0836912234335425,0.525,0.261,0.22,0.1,0.9,L (-6),L (-6)
34.0,34,2022-12-27,21-231,HOU,BOS,0,17.066666666666666,2.0,9.0,0.222,2.0,6.0,0.333,0,0.0,,2.0,3.0,5.0,1.0,0.0,1.0,0.0,2.0,6.0,3.4,-11,3.0,0.0,0.0,75,31,31,57,4,47,45,79,31,76,64,82,59,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,4.0,49.0,2.7222222222222223,3.3999999999999986,59.99999999999999,3.333333333333333,15.2,2.6,-1.7,-1.3,-0.4,0.0836912234335425,0.525,0.261,0.22,0.1,0.9,W (+15),W (+15)
35.0,35,2022-12-29,21-233,HOU,DAL,0,18.28333333333333,3.0,7.0,0.429,0.0,1.0,0.0,0,0.0,,1.0,7.0,8.0,1.0,0.0,0.0,1.0,3.0,6.0,3.6,-8,6.0,3.0,0.5,75,31,31,57,4,47,45,79,31,76,64,82,59,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,7.0,58.0,3.2222222222222223,3.6,65.3,3.6277777777777778,15.2,2.6,-1.7,-1.3,-0.4,0.0836912234335425,0.525,0.261,0.22,0.1,0.9,L (-24),L (-24)
36.0,36,2022-12-31,21-235,HOU,NYK,0,23.566666666666663,4.0,11.0,0.364,1.0,5.0,0.2,0,1.0,0.0,5.0,8.0,13.0,1.0,3.0,1.0,3.0,0.0,9.0,9.8,0,6.0,3.0,0.5,75,31,31,57,4,47,45,79,31,76,64,82,59,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,12.0,33.0,1.8333333333333333,9.8,34.49999999999999,1.9166666666666663,15.2,2.6,-1.7,-1.3,-0.4,0.0836912234335425,0.525,0.261,0.22,0.1,0.9,L (-15),L (-15)
37.0,37,2023-01-02,21-237,HOU,DAL,0,15.566666666666666,1.0,3.0,0.333,0.0,0.0,,0,0.0,,2.0,5.0,7.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,1,3.0,1.0,0.3333333333333333,75,31,31,57,4,47,45,79,31,76,64,82,59,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,5.0,49.0,2.7222222222222223,1.0,56.80000000000001,3.1555555555555563,15.2,2.6,-1.7,-1.3,-0.4,0.0836912234335425,0.525,0.261,0.22,0.1,0.9,L (-20),L (-20)
38.0,38,2023-01-04,21-239,HOU,NOP,0,15.283333333333331,2.0,5.0,0.4,0.0,0.0,,0,2.0,0.0,0.0,4.0,4.0,3.0,1.0,0.0,0.0,2.0,4.0,4.0,-11,5.0,2.0,0.4,75,31,31,57,4,47,45,79,31,76,64,82,59,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,5.0,58.0,3.2222222222222223,4.0,61.2,3.4000000000000004,15.2,2.6,-1.7,-1.3,-0.4,0.0836912234335425,0.525,0.261,0.22,0.1,0.9,L (-5),L (-5)
39.0,39,2023-01-05,21-240,HOU,UTA,0,20.433333333333334,2.0,5.0,0.4,0.0,2.0,0.0,0,0.0,,2.0,4.0,6.0,2.0,1.0,2.0,1.0,1.0,4.0,6.3,10,3.0,2.0,0.6666666666666666,75,31,31,57,4,47,45,79,31,76,64,82,59,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,9.0,43.0,2.388888888888889,6.299999999999999,55.60000000000001,3.088888888888889,15.2,2.6,-1.7,-1.3,-0.4,0.0836912234335425,0.525,0.261,0.22,0.1,0.9,L (-11),L (-11)
40.0,40,2023-01-08,21-243,HOU,MIN,0,16.133333333333333,1.0,5.0,0.2,1.0,2.0,0.5,0,0.0,,0.0,4.0,4.0,2.0,1.0,1.0,0.0,2.0,3.0,3.4,0,3.0,0.0,0.0,75,31,31,57,4,47,45,79,31,76,64,82,59,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,6.0,47.0,2.611111111111111,3.4000000000000004,54.4,3.022222222222222,15.2,2.6,-1.7,-1.3,-0.4,0.0836912234335425,0.525,0.261,0.22,0.1,0.9,L (-17),L (-17)
41.0,41,2023-01-11,21-246,HOU,SAC,0,18.766666666666666,3.0,6.0,0.5,1.0,2.0,0.5,0,0.0,,1.0,2.0,3.0,0.0,0.0,0.0,2.0,2.0,7.0,2.5,-10,4.0,2.0,0.5,75,31,31,57,4,47,45,79,31,76,64,82,59,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,2.0,72.0,4.0,2.499999999999999,64.3,3.572222222222222,15.2,2.6,-1.7,-1.3,-0.4,0.0836912234335425,0.525,0.261,0.22,0.1,0.9,L (-8),L (-8)
42.0,42,2023-01-13,21-248,HOU,SAC,0,13.45,3.0,5.0,0.6,0.0,2.0,0.0,1,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,3.0,7.0,7.2,-2,3.0,3.0,1.0,75,31,31,57,4,47,45,79,31,76,64,82,59,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,7.0,44.0,2.4444444444444446,6.799999999999996,59.19999999999999,3.2888888888888883,15.2,2.6,-1.7,-1.3,-0.4,0.0836912234335425,0.525,0.261,0.22,0.1,0.9,,
43.0,43,2023-01-15,21-250,HOU,LAC,0,19.566666666666663,5.0,6.0,0.833,1.0,1.0,1.0,0,0.0,,2.0,2.0,4.0,2.0,3.0,1.0,0.0,2.0,11.0,15.1,-14,5.0,4.0,0.8,75,31,31,57,4,47,45,79,31,76,64,82,59,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,15.0,27.0,1.5,15.099999999999998,33.9,1.8833333333333333,15.2,2.6,-1.7,-1.3,-0.4,0.0836912234335425,0.525,0.261,0.22,0.1,0.9,L (-20),L (-20)
44.0,44,2023-01-16,21-251,HOU,LAL,0,19.53333333333333,4.0,6.0,0.667,1.0,1.0,1.0,0,0.0,,5.0,2.0,7.0,0.0,0.0,1.0,1.0,2.0,9.0,9.4,7,5.0,3.0,0.6,75,31,31,57,4,47,45,79,31,76,64,82,59,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,10.0,64.0,3.555555555555556,9.4,68.6,3.811111111111111,15.2,2.6,-1.7,-1.3,-0.4,0.0836912234335425,0.525,0.261,0.22,0.1,0.9,L (-25),L (-25)
45.0,45,2023-01-18,21-253,HOU,CHO,0,18.766666666666666,3.0,11.0,0.273,1.0,3.0,0.333,0,0.0,,3.0,2.0,5.0,1.0,0.0,0.0,2.0,1.0,7.0,1.5,-4,8.0,2.0,0.25,75,31,31,57,4,47,45,79,31,76,64,82,59,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,0.0,64.0,3.555555555555556,1.499999999999999,72.10000000000001,4.005555555555556,15.2,2.6,-1.7,-1.3,-0.4,0.0836912234335425,0.525,0.261,0.22,0.1,0.9,L (-21),L (-21)
46.0,46,2023-01-21,21-256,HOU,MIN,1,26.8,5.0,11.0,0.455,1.0,2.0,0.5,3,4.0,0.75,5.0,4.0,9.0,1.0,0.0,0.0,1.0,2.0,14.0,11.5,-2,9.0,4.0,0.4444444444444444,75,31,31,57,4,47,45,79,31,76,64,82,59,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,8.0,41.0,2.2777777777777777,10.3,42.5,2.361111111111111,15.2,2.6,-1.7,-1.3,-0.4,0.0836912234335425,0.525,0.261,0.22,0.1,0.9,L (-8),L (-8)
47.0,47,2023-01-23,21-258,HOU,MIN,1,26.08333333333333,5.0,8.0,0.625,0.0,0.0,,1,2.0,0.5,3.0,6.0,9.0,3.0,3.0,2.0,2.0,3.0,11.0,14.2,0,8.0,5.0,0.625,75,31,31,57,4,47,45,79,31,76,64,82,59,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,16.0,38.0,2.111111111111111,13.799999999999995,55.39999999999999,3.077777777777777,15.2,2.6,-1.7,-1.3,-0.4,0.0836912234335425,0.525,0.261,0.22,0.1,0.9,L (-5),L (-5)
48.0,48,2023-01-25,21-260,HOU,WAS,0,18.566666666666663,2.0,4.0,0.5,0.0,1.0,0.0,1,2.0,0.5,2.0,1.0,3.0,1.0,0.0,2.0,2.0,1.0,5.0,4.0,-6,3.0,2.0,0.6666666666666666,75,31,31,57,4,47,45,79,31,76,64,82,59,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,3.0,65.0,3.611111111111111,3.6,68.7,3.816666666666667,15.2,2.6,-1.7,-1.3,-0.4,0.0836912234335425,0.525,0.261,0.22,0.1,0.9,L (-9),L (-9)
49.0,49,2023-01-26,21-261,HOU,CLE,0,25.25,8.0,13.0,0.615,0.0,3.0,0.0,2,3.0,0.667,5.0,6.0,11.0,3.0,0.0,1.0,3.0,3.0,18.0,15.6,-5,10.0,8.0,0.8,75,31,31,57,4,47,45,79,31,76,64,82,59,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,14.0,36.0,2.0,14.800000000000004,44.19999999999999,2.455555555555555,15.2,2.6,-1.7,-1.3,-0.4,0.0836912234335425,0.525,0.261,0.22,0.1,0.9,W (+5),W (+5)
50.0,50,2023-01-28,21-263,HOU,DET,1,31.066666666666663,7.0,15.0,0.467,1.0,3.0,0.333,1,1.0,1.0,4.0,6.0,10.0,1.0,2.0,0.0,2.0,1.0,16.0,13.2,11,12.0,6.0,0.5,75,31,31,57,4,47,45,79,31,76,64,82,59,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,11.0,41.0,2.2777777777777777,12.8,45.0,2.5,15.2,2.6,-1.7,-1.3,-0.4,0.0836912234335425,0.525,0.261,0.22,0.1,0.9,L (-5),L (-5)
51.0,51,2023-02-01,21-267,HOU,OKC,0,19.08333333333333,8.0,21.0,0.381,1.0,2.0,0.5,3,3.0,1.0,12.0,1.0,13.0,1.0,3.0,2.0,2.0,4.0,20.0,18.7,1,19.0,7.0,0.3684210526315789,75,31,31,57,4,47,45,79,31,76,64,82,59,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,13.0,44.0,2.4444444444444446,17.5,41.7,2.316666666666667,15.2,2.6,-1.7,-1.3,-0.4,0.0836912234335425,0.525,0.261,0.22,0.1,0.9,L (-18),L (-18)
52.0,52,2023-02-03,21-269,HOU,TOR,0,13.366666666666667,1.0,5.0,0.2,0.0,2.0,0.0,0,0.0,,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,-0.7,-13,3.0,1.0,0.3333333333333333,75,31,31,57,4,47,45,79,31,76,64,82,59,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,1.0,40.0,2.2222222222222223,-0.7000000000000004,55.1,3.061111111111112,15.2,2.6,-1.7,-1.3,-0.4,0.0836912234335425,0.525,0.261,0.22,0.1,0.9,W (+3),W (+3)
53.0,53,2023-02-04,21-270,HOU,OKC,0,25.366666666666667,5.0,11.0,0.455,1.0,2.0,0.5,7,9.0,0.778,3.0,5.0,8.0,0.0,1.0,0.0,1.0,2.0,18.0,14.3,-6,9.0,4.0,0.4444444444444444,75,31,31,57,4,47,45,79,31,76,64,82,59,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,6.0,47.0,2.611111111111111,11.500000000000002,64.59999999999998,3.588888888888888,15.2,2.6,-1.7,-1.3,-0.4,0.0836912234335425,0.525,0.261,0.22,0.1,0.9,W (+6),W (+6)
54.0,54,2023-02-06,21-272,HOU,SAC,0,18.466666666666665,2.0,4.0,0.5,0.0,1.0,0.0,0,0.0,,0.0,5.0,5.0,0.0,0.0,1.0,2.0,3.0,4.0,1.0,-9,3.0,2.0,0.6666666666666666,75,31,31,57,4,47,45,79,31,76,64,82,59,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,4.0,51.0,2.833333333333333,1.0,70.1,3.894444444444444,15.2,2.6,-1.7,-1.3,-0.4,0.0836912234335425,0.525,0.261,0.22,0.1,0.9,L (-6),L (-6)
55.0,55,2023-02-08,21-274,HOU,SAC,0,20.48333333333333,4.0,8.0,0.5,0.0,1.0,0.0,2,2.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,10.0,6.6,-5,7.0,4.0,0.5714285714285714,75,31,31,57,4,47,45,79,31,76,64,82,59,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,3.0,61.0,3.388888888888889,5.8,78.60000000000001,4.366666666666667,15.2,2.6,-1.7,-1.3,-0.4,0.0836912234335425,0.525,0.261,0.22,0.1,0.9,L (-32),L (-32)
56.0,56,2023-02-10,21-276,HOU,MIA,0,19.2,3.0,5.0,0.6,1.0,2.0,0.5,1,3.0,0.333,0.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,8.0,8.9,11,3.0,2.0,0.6666666666666666,75,31,31,57,4,47,45,79,31,76,64,82,59,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,7.0,49.0,2.7222222222222223,8.5,55.7,3.094444444444445,15.2,2.6,-1.7,-1.3,-0.4,0.0836912234335425,0.525,0.261,0.22,0.1,0.9,L (-20),L (-20)
57.0,57,2023-02-13,21-279,HOU,PHI,0,21.23333333333333,4.0,9.0,0.444,0.0,2.0,0.0,0,0.0,,1.0,1.0,2.0,1.0,1.0,0.0,1.0,4.0,8.0,3.4,-10,7.0,4.0,0.5714285714285714,75,31,31,57,4,47,45,79,31,76,64,82,59,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,2.0,38.0,2.111111111111111,3.3999999999999986,60.6,3.3666666666666667,15.2,2.6,-1.7,-1.3,-0.4,0.0836912234335425,0.525,0.261,0.22,0.1,0.9,L (-2),L (-2)
58.0,58,2023-02-15,21-281,HOU,OKC,0,19.08333333333333,2.0,4.0,0.5,0.0,1.0,0.0,6,10.0,0.6,1.0,2.0,3.0,2.0,1.0,0.0,2.0,5.0,10.0,6.1,-19,3.0,2.0,0.6666666666666666,75,31,31,57,4,47,45,79,31,76,64,82,59,5,31,75,75.0,31.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,5.0,31.0,75.0,,1.0,1.0,0.7948717948717948,1.0,1.0,0.6811594202898551,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,32,36.0,10.0,34.0,0.25,0.0,0.0,18,0.0,25.0,1.3888888888888888,3.6999999999999993,34.599999999999994,1.9222222222222216,15.2,2.6,-1.7,-1.3,-0.4,0.0836912234335425,0.525,0.261,0.22,0.1,0.9,L (-2),L (-2)
