Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alex Len,Shared Games with Chima Moneke,Shared Games with Chimezie Metu,Shared Games with Davion Mitchell,Shared Games with De'Aaron Fox,Shared Games with Domantas Sabonis,Shared Games with Harrison Barnes,Shared Games with Keegan Murray,Shared Games with Keon Ellis,Shared Games with KZ Okpala,Shared Games with Malik Monk,Shared Games with Matthew Dellavedova,Shared Games with Neemias Queta,Shared Games with PJ Dozier,Shared Games with Richaun Holmes,Shared Games with Terence Davis,Shared Games with Trey Lyles,Alex Len,Chima Moneke,Chimezie Metu,Davion Mitchell,De'Aaron Fox,Deonte Burton,Domantas Sabonis,Harrison Barnes,Keegan Murray,Keon Ellis,KZ Okpala,Malik Monk,Matthew Dellavedova,Neemias Queta,PJ Dozier,Richaun Holmes,Terence Davis,Trey Lyles,co_inf with Alex Len,co_inf with Chima Moneke,co_inf with Chimezie Metu,co_inf with Davion Mitchell,co_inf with De'Aaron Fox,co_inf with Deonte Burton,co_inf with Domantas Sabonis,co_inf with Harrison Barnes,co_inf with Keegan Murray,co_inf with Keon Ellis,co_inf with KZ Okpala,co_inf with Malik Monk,co_inf with Matthew Dellavedova,co_inf with Neemias Queta,co_inf with PJ Dozier,co_inf with Richaun Holmes,co_inf with Terence Davis,co_inf with Trey Lyles,Shared Games with Kessler Edwards,JD Davison,Kessler Edwards,co_inf with Kessler Edwards,co_inf with JD Davison,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
29,29,28,2022-12-19,24-114,SAC,,CHO,L (-6),1,31:47,3.0,11.0,.273,3.0,8.0,.375,0,2.0,.000,1.0,2.0,3.0,1.0,0.0,0.0,0.0,5.0,9.0,1.7,+6,3.0,0.0,0.0,24,2,59,73,67,73,75,73,10,33,71,27,5,15,37,57,68,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8939393939393939,0.9125,0.9178082191780822,0.0,0.9240506329113924,0.9146341463414634,0.9125,0.625,0.9428571428571428,0.922077922077922,0.84375,1.0,0.9375,0.8809523809523809,0.890625,0.918918918918919,17,12.0,36.0,0.4722222222222222,0.0,18,0.0,60.0,3.333333333333333,1.6999999999999984,81.3,4.516666666666667
30,30,29,2022-12-21,24-116,SAC,,LAL,W (+14),1,32:03,9.0,14.0,.643,3.0,7.0,.429,5,5.0,1.000,1.0,4.0,5.0,1.0,3.0,0.0,2.0,2.0,26.0,22.6,+23,7.0,6.0,0.8571428571428571,24,2,59,73,67,73,75,73,10,33,71,27,5,15,37,57,68,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8939393939393939,0.9125,0.9178082191780822,0.0,0.9240506329113924,0.9146341463414634,0.9125,0.625,0.9428571428571428,0.922077922077922,0.84375,1.0,0.9375,0.8809523809523809,0.890625,0.918918918918919,17,12.0,36.0,0.4722222222222222,0.0,18,14.0,70.0,3.888888888888889,20.600000000000005,81.19999999999999,4.51111111111111
31,31,30,2022-12-23,24-118,SAC,,WAS,L (-14),1,23:30,5.0,10.0,.500,2.0,5.0,.400,2,3.0,.667,1.0,1.0,2.0,0.0,0.0,0.0,3.0,3.0,14.0,5.4,-20,5.0,3.0,0.6,24,2,59,73,67,73,75,73,10,33,71,27,5,15,37,57,68,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8939393939393939,0.9125,0.9178082191780822,0.0,0.9240506329113924,0.9146341463414634,0.9125,0.625,0.9428571428571428,0.922077922077922,0.84375,1.0,0.9375,0.8809523809523809,0.890625,0.918918918918919,17,12.0,36.0,0.4722222222222222,0.0,18,0.0,52.0,2.888888888888889,4.6000000000000005,66.39999999999999,3.688888888888888
32,32,31,2022-12-27,24-122,SAC,,DEN,L (-7),1,37:06,8.0,14.0,.571,3.0,7.0,.429,2,2.0,1.000,2.0,2.0,4.0,1.0,2.0,0.0,3.0,2.0,21.0,15.3,-11,7.0,5.0,0.7142857142857143,24,2,59,73,67,73,75,73,10,33,71,27,5,15,37,57,68,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8939393939393939,0.9125,0.9178082191780822,0.0,0.9240506329113924,0.9146341463414634,0.9125,0.625,0.9428571428571428,0.922077922077922,0.84375,1.0,0.9375,0.8809523809523809,0.890625,0.918918918918919,17,12.0,36.0,0.4722222222222222,0.0,18,9.0,50.0,2.7777777777777777,14.5,59.29999999999999,3.294444444444444
33,33,32,2022-12-28,24-123,SAC,,DEN,W (+1),1,17:35,2.0,5.0,.400,2.0,4.0,.500,0,0.0,,0.0,2.0,2.0,1.0,1.0,0.0,0.0,4.0,6.0,4.0,-6,1.0,0.0,0.0,24,2,59,73,67,73,75,73,10,33,71,27,5,15,37,57,68,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8939393939393939,0.9125,0.9178082191780822,0.0,0.9240506329113924,0.9146341463414634,0.9125,0.625,0.9428571428571428,0.922077922077922,0.84375,1.0,0.9375,0.8809523809523809,0.890625,0.918918918918919,17,12.0,36.0,0.4722222222222222,0.0,18,5.0,85.0,4.722222222222222,3.999999999999998,107.1,5.949999999999999
34,34,33,2022-12-30,24-125,SAC,,UTA,W (+1),1,30:21,12.0,18.0,.667,6.0,10.0,.600,0,0.0,,1.0,1.0,2.0,2.0,1.0,0.0,1.0,5.0,30.0,22.6,+5,8.0,6.0,0.75,24,2,59,73,67,73,75,73,10,33,71,27,5,15,37,57,68,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8939393939393939,0.9125,0.9178082191780822,0.0,0.9240506329113924,0.9146341463414634,0.9125,0.625,0.9428571428571428,0.922077922077922,0.84375,1.0,0.9375,0.8809523809523809,0.890625,0.918918918918919,17,12.0,36.0,0.4722222222222222,0.0,18,16.0,64.0,3.555555555555556,22.599999999999994,74.29999999999998,4.127777777777776
35,35,34,2023-01-01,24-127,SAC,@,MEM,L (-10),1,32:11,4.0,10.0,.400,3.0,7.0,.429,3,3.0,1.000,0.0,6.0,6.0,5.0,2.0,0.0,1.0,2.0,14.0,14.1,-7,3.0,1.0,0.3333333333333333,24,2,59,73,67,73,75,73,10,33,71,27,5,15,37,57,68,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8939393939393939,0.9125,0.9178082191780822,0.0,0.9240506329113924,0.9146341463414634,0.9125,0.625,0.9428571428571428,0.922077922077922,0.84375,1.0,0.9375,0.8809523809523809,0.890625,0.918918918918919,17,12.0,36.0,0.4722222222222222,0.0,18,13.0,51.0,2.833333333333333,12.9,61.59999999999999,3.4222222222222216
36,36,35,2023-01-03,24-129,SAC,@,UTA,W (+2),1,31:44,6.0,12.0,.500,2.0,6.0,.333,2,2.0,1.000,0.0,4.0,4.0,1.0,0.0,0.0,2.0,2.0,16.0,9.1,+18,6.0,4.0,0.6666666666666666,24,2,59,73,67,73,75,73,10,33,71,27,5,15,37,57,68,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8939393939393939,0.9125,0.9178082191780822,0.0,0.9240506329113924,0.9146341463414634,0.9125,0.625,0.9428571428571428,0.922077922077922,0.84375,1.0,0.9375,0.8809523809523809,0.890625,0.918918918918919,17,12.0,36.0,0.4722222222222222,0.0,18,5.0,65.0,3.611111111111111,8.299999999999997,72.99999999999999,4.0555555555555545
37,37,36,2023-01-04,24-130,SAC,,ATL,L (-3),1,34:00,8.0,15.0,.533,4.0,9.0,.444,4,4.0,1.000,0.0,3.0,3.0,5.0,1.0,0.0,3.0,4.0,24.0,17.5,0,6.0,4.0,0.6666666666666666,24,2,59,73,67,73,75,73,10,33,71,27,5,15,37,57,68,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8939393939393939,0.9125,0.9178082191780822,0.0,0.9240506329113924,0.9146341463414634,0.9125,0.625,0.9428571428571428,0.922077922077922,0.84375,1.0,0.9375,0.8809523809523809,0.890625,0.918918918918919,17,12.0,36.0,0.4722222222222222,0.0,18,11.0,61.0,3.388888888888889,15.899999999999991,73.4,4.077777777777778
38,38,37,2023-01-07,24-133,SAC,,LAL,L (-2),1,39:35,7.0,15.0,.467,3.0,9.0,.333,0,0.0,,2.0,4.0,6.0,3.0,2.0,1.0,1.0,4.0,17.0,14.1,+7,6.0,4.0,0.6666666666666666,24,2,59,73,67,73,75,73,10,33,71,27,5,15,37,57,68,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8939393939393939,0.9125,0.9178082191780822,0.0,0.9240506329113924,0.9146341463414634,0.9125,0.625,0.9428571428571428,0.922077922077922,0.84375,1.0,0.9375,0.8809523809523809,0.890625,0.918918918918919,17,12.0,36.0,0.4722222222222222,0.0,18,13.0,52.0,2.888888888888889,14.1,79.19999999999999,4.3999999999999995
39,39,38,2023-01-09,24-135,SAC,,ORL,W (+25),1,21:50,5.0,12.0,.417,4.0,8.0,.500,0,0.0,,0.0,3.0,3.0,4.0,1.0,0.0,2.0,4.0,14.0,8.7,+17,4.0,1.0,0.25,24,2,59,73,67,73,75,73,10,33,71,27,5,15,37,57,68,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8939393939393939,0.9125,0.9178082191780822,0.0,0.9240506329113924,0.9146341463414634,0.9125,0.625,0.9428571428571428,0.922077922077922,0.84375,1.0,0.9375,0.8809523809523809,0.890625,0.918918918918919,17,12.0,36.0,0.4722222222222222,0.0,18,8.0,100.0,5.555555555555555,8.700000000000001,109.2,6.066666666666666
40,40,,2023-01-11,24-137,SAC,,HOU,W (+20),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,24,2,59,73,67,73,75,73,10,33,71,27,5,15,37,57,68,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8939393939393939,0.9125,0.9178082191780822,0.0,0.9240506329113924,0.9146341463414634,0.9125,0.625,0.9428571428571428,0.922077922077922,0.84375,1.0,0.9375,0.8809523809523809,0.890625,0.918918918918919,17,12.0,36.0,0.4722222222222222,0.0,18,,79.0,4.388888888888889,0.0,98.0,5.444444444444445
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,24,2,59,73,67,73,75,73,10,33,71,27,5,15,37,57,68,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8939393939393939,0.9125,0.9178082191780822,0.0,0.9240506329113924,0.9146341463414634,0.9125,0.625,0.9428571428571428,0.922077922077922,0.84375,1.0,0.9375,0.8809523809523809,0.890625,0.918918918918919,17,12.0,36.0,0.4722222222222222,0.0,18,,0.0,0.0,0.0,0.0,0.0
42,41,,2023-01-13,24-139,SAC,,HOU,W (+25),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,24,2,59,73,67,73,75,73,10,33,71,27,5,15,37,57,68,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8939393939393939,0.9125,0.9178082191780822,0.0,0.9240506329113924,0.9146341463414634,0.9125,0.625,0.9428571428571428,0.922077922077922,0.84375,1.0,0.9375,0.8809523809523809,0.890625,0.918918918918919,17,12.0,36.0,0.4722222222222222,0.0,18,,108.0,6.0,0.0,123.20000000000002,6.844444444444445
43,42,39,2023-01-15,24-141,SAC,@,SAS,W (+13),1,22:34,4.0,11.0,.364,1.0,4.0,.250,0,1.0,.000,0.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,9.0,4.8,+8,7.0,3.0,0.4285714285714285,24,2,59,73,67,73,75,73,10,33,71,27,5,15,37,57,68,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8939393939393939,0.9125,0.9178082191780822,0.0,0.9240506329113924,0.9146341463414634,0.9125,0.625,0.9428571428571428,0.922077922077922,0.84375,1.0,0.9375,0.8809523809523809,0.890625,0.918918918918919,17,12.0,36.0,0.4722222222222222,0.0,18,2.0,80.0,4.444444444444445,4.799999999999999,99.29999999999998,5.516666666666666
44,43,40,2023-01-18,24-144,SAC,@,LAL,W (+5),1,32:55,7.0,13.0,.538,3.0,8.0,.375,1,2.0,.500,1.0,2.0,3.0,8.0,2.0,1.0,1.0,0.0,18.0,19.9,+30,5.0,4.0,0.8,24,2,59,73,67,73,75,73,10,33,71,27,5,15,37,57,68,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8939393939393939,0.9125,0.9178082191780822,0.0,0.9240506329113924,0.9146341463414634,0.9125,0.625,0.9428571428571428,0.922077922077922,0.84375,1.0,0.9375,0.8809523809523809,0.890625,0.918918918918919,17,12.0,36.0,0.4722222222222222,0.0,18,16.0,53.0,2.9444444444444446,19.500000000000004,67.69999999999999,3.7611111111111106
45,44,41,2023-01-20,24-146,SAC,,OKC,W (+5),1,34:38,6.0,13.0,.462,2.0,7.0,.286,0,0.0,,2.0,4.0,6.0,1.0,0.0,1.0,2.0,2.0,14.0,8.5,+6,6.0,4.0,0.6666666666666666,24,2,59,73,67,73,75,73,10,33,71,27,5,15,37,57,68,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8939393939393939,0.9125,0.9178082191780822,0.0,0.9240506329113924,0.9146341463414634,0.9125,0.625,0.9428571428571428,0.922077922077922,0.84375,1.0,0.9375,0.8809523809523809,0.890625,0.918918918918919,17,12.0,36.0,0.4722222222222222,0.0,18,7.0,62.0,3.4444444444444446,8.499999999999995,72.99999999999999,4.0555555555555545
46,45,42,2023-01-21,24-147,SAC,,PHI,L (-2),1,30:44,8.0,12.0,.667,2.0,4.0,.500,2,2.0,1.000,1.0,2.0,3.0,3.0,3.0,0.0,0.0,4.0,20.0,19.6,+12,8.0,6.0,0.75,24,2,59,73,67,73,75,73,10,33,71,27,5,15,37,57,68,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8939393939393939,0.9125,0.9178082191780822,0.0,0.9240506329113924,0.9146341463414634,0.9125,0.625,0.9428571428571428,0.922077922077922,0.84375,1.0,0.9375,0.8809523809523809,0.890625,0.918918918918919,17,12.0,36.0,0.4722222222222222,0.0,18,15.0,59.0,3.2777777777777777,18.8,79.6,4.422222222222222
47,46,43,2023-01-23,24-149,SAC,,MEM,W (+33),1,20:45,2.0,7.0,.286,1.0,3.0,.333,0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,2.9,+2,4.0,1.0,0.25,24,2,59,73,67,73,75,73,10,33,71,27,5,15,37,57,68,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8939393939393939,0.9125,0.9178082191780822,0.0,0.9240506329113924,0.9146341463414634,0.9125,0.625,0.9428571428571428,0.922077922077922,0.84375,1.0,0.9375,0.8809523809523809,0.890625,0.918918918918919,17,12.0,36.0,0.4722222222222222,0.0,18,2.0,106.0,5.888888888888889,2.8999999999999995,109.4,6.077777777777778
48,47,44,2023-01-25,24-151,SAC,,TOR,L (-18),1,32:14,8.0,12.0,.667,5.0,9.0,.556,0,0.0,,0.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,21.0,19.1,-10,3.0,3.0,1.0,24,2,59,73,67,73,75,73,10,33,71,27,5,15,37,57,68,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8939393939393939,0.9125,0.9178082191780822,0.0,0.9240506329113924,0.9146341463414634,0.9125,0.625,0.9428571428571428,0.922077922077922,0.84375,1.0,0.9375,0.8809523809523809,0.890625,0.918918918918919,17,12.0,36.0,0.4722222222222222,0.0,18,17.0,44.0,2.4444444444444446,19.1,49.3,2.738888888888889
49,48,45,2023-01-28,24-154,SAC,@,MIN,L (-7),1,35:39,4.0,12.0,.333,2.0,7.0,.286,1,2.0,.500,3.0,4.0,7.0,3.0,0.0,0.0,2.0,3.0,11.0,6.0,-9,5.0,2.0,0.4,24,2,59,73,67,73,75,73,10,33,71,27,5,15,37,57,68,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8939393939393939,0.9125,0.9178082191780822,0.0,0.9240506329113924,0.9146341463414634,0.9125,0.625,0.9428571428571428,0.922077922077922,0.84375,1.0,0.9375,0.8809523809523809,0.890625,0.918918918918919,17,12.0,36.0,0.4722222222222222,0.0,18,5.0,42.0,2.333333333333333,5.6000000000000005,65.89999999999999,3.6611111111111105
50,49,46,2023-01-30,24-156,SAC,@,MIN,W (+7),1,21:37,1.0,7.0,.143,0.0,5.0,.000,1,2.0,.500,0.0,5.0,5.0,4.0,1.0,0.0,0.0,2.0,3.0,2.6,-7,2.0,1.0,0.5,24,2,59,73,67,73,75,73,10,33,71,27,5,15,37,57,68,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8939393939393939,0.9125,0.9178082191780822,0.0,0.9240506329113924,0.9146341463414634,0.9125,0.625,0.9428571428571428,0.922077922077922,0.84375,1.0,0.9375,0.8809523809523809,0.890625,0.918918918918919,17,12.0,36.0,0.4722222222222222,0.0,18,4.0,69.0,3.8333333333333335,2.2,86.20000000000002,4.78888888888889
51,50,47,2023-02-01,24-158,SAC,@,SAS,W (+10),1,18:33,2.0,5.0,.400,1.0,3.0,.333,0,0.0,,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,5.0,4.0,+1,2.0,1.0,0.5,24,2,59,73,67,73,75,73,10,33,71,27,5,15,37,57,68,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8939393939393939,0.9125,0.9178082191780822,0.0,0.9240506329113924,0.9146341463414634,0.9125,0.625,0.9428571428571428,0.922077922077922,0.84375,1.0,0.9375,0.8809523809523809,0.890625,0.918918918918919,17,12.0,36.0,0.4722222222222222,0.0,18,3.0,70.0,3.888888888888889,4.0,91.6,5.088888888888889
52,51,48,2023-02-03,24-160,SAC,@,IND,L (-3),1,36:09,7.0,14.0,.500,1.0,7.0,.143,1,2.0,.500,0.0,3.0,3.0,3.0,4.0,0.0,2.0,2.0,16.0,12.8,-4,7.0,6.0,0.8571428571428571,24,2,59,73,67,73,75,73,10,33,71,27,5,15,37,57,68,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8939393939393939,0.9125,0.9178082191780822,0.0,0.9240506329113924,0.9146341463414634,0.9125,0.625,0.9428571428571428,0.922077922077922,0.84375,1.0,0.9375,0.8809523809523809,0.890625,0.918918918918919,17,12.0,36.0,0.4722222222222222,0.0,18,8.0,55.0,3.055555555555556,12.399999999999997,58.6,3.2555555555555555
53,52,49,2023-02-05,24-162,SAC,@,NOP,L (-32),1,20:58,3.0,8.0,.375,2.0,7.0,.286,2,3.0,.667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,10.0,4.6,-34,1.0,1.0,1.0,24,2,59,73,67,73,75,73,10,33,71,27,5,15,37,57,68,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8939393939393939,0.9125,0.9178082191780822,0.0,0.9240506329113924,0.9146341463414634,0.9125,0.625,0.9428571428571428,0.922077922077922,0.84375,1.0,0.9375,0.8809523809523809,0.890625,0.918918918918919,17,12.0,36.0,0.4722222222222222,0.0,18,0.0,52.0,2.888888888888889,3.8,63.3,3.5166666666666666
54,53,50,2023-02-06,24-163,SAC,@,HOU,W (+20),1,28:32,7.0,12.0,.583,2.0,7.0,.286,0,0.0,,0.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,16.0,14.3,+11,5.0,5.0,1.0,24,2,59,73,67,73,75,73,10,33,71,27,5,15,37,57,68,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8939393939393939,0.9125,0.9178082191780822,0.0,0.9240506329113924,0.9146341463414634,0.9125,0.625,0.9428571428571428,0.922077922077922,0.84375,1.0,0.9375,0.8809523809523809,0.890625,0.918918918918919,17,12.0,36.0,0.4722222222222222,0.0,18,13.0,96.0,5.333333333333333,14.3,109.9,6.105555555555556
55,54,51,2023-02-08,24-165,SAC,@,HOU,W (+2),1,20:29,2.0,7.0,.286,1.0,6.0,.167,2,2.0,1.000,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,7.0,4.6,-5,1.0,1.0,1.0,24,2,59,73,67,73,75,73,10,33,71,27,5,15,37,57,68,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8939393939393939,0.9125,0.9178082191780822,0.0,0.9240506329113924,0.9146341463414634,0.9125,0.625,0.9428571428571428,0.922077922077922,0.84375,1.0,0.9375,0.8809523809523809,0.890625,0.918918918918919,17,12.0,36.0,0.4722222222222222,0.0,18,1.0,72.0,4.0,3.8000000000000007,99.59999999999998,5.533333333333332
56,55,52,2023-02-10,24-167,SAC,,DAL,L (-8),1,27:24,6.0,10.0,.600,0.0,3.0,.000,3,4.0,.750,0.0,5.0,5.0,1.0,0.0,0.0,2.0,2.0,15.0,9.4,+1,7.0,6.0,0.8571428571428571,24,2,59,73,67,73,75,73,10,33,71,27,5,15,37,57,68,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8939393939393939,0.9125,0.9178082191780822,0.0,0.9240506329113924,0.9146341463414634,0.9125,0.625,0.9428571428571428,0.922077922077922,0.84375,1.0,0.9375,0.8809523809523809,0.890625,0.918918918918919,17,12.0,36.0,0.4722222222222222,0.0,18,5.0,56.0,3.111111111111111,8.199999999999998,69.49999999999999,3.8611111111111103
57,56,53,2023-02-11,24-168,SAC,,DAL,W (+5),1,39:07,6.0,14.0,.429,3.0,7.0,.429,0,0.0,,1.0,7.0,8.0,5.0,2.0,0.0,0.0,4.0,15.0,14.3,+10,7.0,3.0,0.4285714285714285,24,2,59,73,67,73,75,73,10,33,71,27,5,15,37,57,68,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8939393939393939,0.9125,0.9178082191780822,0.0,0.9240506329113924,0.9146341463414634,0.9125,0.625,0.9428571428571428,0.922077922077922,0.84375,1.0,0.9375,0.8809523809523809,0.890625,0.918918918918919,17,12.0,36.0,0.4722222222222222,0.0,18,16.0,66.0,3.6666666666666665,14.3,89.1,4.949999999999999
58,57,54,2023-02-14,24-171,SAC,@,PHO,L (-11),1,35:21,7.0,14.0,.500,4.0,9.0,.444,0,2.0,.000,2.0,1.0,3.0,2.0,1.0,3.0,2.0,4.0,18.0,12.8,-15,5.0,3.0,0.6,24,2,59,73,67,73,75,73,10,33,71,27,5,15,37,57,68,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8939393939393939,0.9125,0.9178082191780822,0.0,0.9240506329113924,0.9146341463414634,0.9125,0.625,0.9428571428571428,0.922077922077922,0.84375,1.0,0.9375,0.8809523809523809,0.890625,0.918918918918919,17,12.0,36.0,0.4722222222222222,0.0,18,9.0,49.0,2.7222222222222223,12.800000000000002,61.0,3.388888888888889
59,58,55,2023-02-23,24-180,SAC,,POR,W (+17),1,25:56,4.0,8.0,.500,2.0,6.0,.333,0,0.0,,1.0,3.0,4.0,0.0,1.0,0.0,1.0,2.0,10.0,6.8,+3,2.0,2.0,1.0,24,2,59,73,67,73,75,73,10,33,71,27,5,15,37,57,68,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8939393939393939,0.9125,0.9178082191780822,0.0,0.9240506329113924,0.9146341463414634,0.9125,0.625,0.9428571428571428,0.922077922077922,0.84375,1.0,0.9375,0.8809523809523809,0.890625,0.918918918918919,17,12.0,36.0,0.4722222222222222,0.0,18,6.0,86.0,4.777777777777778,6.8,101.3,5.627777777777777
