Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alex Len,Shared Games with Chima Moneke,Shared Games with Chimezie Metu,Shared Games with Davion Mitchell,Shared Games with De'Aaron Fox,Shared Games with Harrison Barnes,Shared Games with Keegan Murray,Shared Games with Keon Ellis,Shared Games with Kevin Huerter,Shared Games with KZ Okpala,Shared Games with Malik Monk,Shared Games with Matthew Dellavedova,Shared Games with Neemias Queta,Shared Games with PJ Dozier,Shared Games with Richaun Holmes,Shared Games with Terence Davis,Shared Games with Trey Lyles,Alex Len,Chima Moneke,Chimezie Metu,Davion Mitchell,De'Aaron Fox,Deonte Burton,Harrison Barnes,Keegan Murray,Keon Ellis,Kevin Huerter,KZ Okpala,Malik Monk,Matthew Dellavedova,Neemias Queta,PJ Dozier,Richaun Holmes,Terence Davis,Trey Lyles,co_inf with Alex Len,co_inf with Chima Moneke,co_inf with Chimezie Metu,co_inf with Davion Mitchell,co_inf with De'Aaron Fox,co_inf with Deonte Burton,co_inf with Harrison Barnes,co_inf with Keegan Murray,co_inf with Keon Ellis,co_inf with Kevin Huerter,co_inf with KZ Okpala,co_inf with Malik Monk,co_inf with Matthew Dellavedova,co_inf with Neemias Queta,co_inf with PJ Dozier,co_inf with Richaun Holmes,co_inf with Terence Davis,co_inf with Trey Lyles,Shared Games with Kessler Edwards,JD Davison,Kessler Edwards,co_inf with Kessler Edwards,co_inf with JD Davison,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
60,59,57,2023-02-24,26-297,SAC,@,LAC,W (+1),1,31:14,8.0,14.0,.571,0.0,1.0,.000,4,4.0,1.000,4.0,6.0,10.0,4.0,1.0,1.0,5.0,6.0,20.0,15.1,-2,13.0,8.0,0.6153846153846154,24,2,64,77,71,79,77,15,73,33,75,32,5,15,39,63,71,26.0,2.0,66.0,80.0,73.0,2.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.9696969696969696,0.9625,0.9726027397260274,0.0,0.9634146341463414,0.9625,0.9375,0.9733333333333334,0.9428571428571428,0.974025974025974,1.0,1.0,0.9375,0.9285714285714286,0.984375,0.9594594594594594,20,12.0,36.0,0.5555555555555556,0.0,18,13.0,96.0,5.333333333333333,13.500000000000009,130.1,7.227777777777778
61,60,58,2023-02-26,26-299,SAC,@,OKC,W (+9),1,35:32,6.0,8.0,.750,1.0,1.0,1.000,1,3.0,.333,2.0,13.0,15.0,8.0,0.0,0.0,4.0,3.0,14.0,15.7,+12,7.0,5.0,0.7142857142857143,24,2,64,77,71,79,77,15,73,33,75,32,5,15,39,63,71,26.0,2.0,66.0,80.0,73.0,2.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.9696969696969696,0.9625,0.9726027397260274,0.0,0.9634146341463414,0.9625,0.9375,0.9733333333333334,0.9428571428571428,0.974025974025974,1.0,1.0,0.9375,0.9285714285714286,0.984375,0.9594594594594594,20,12.0,36.0,0.5555555555555556,0.0,18,22.0,62.0,3.4444444444444446,15.299999999999995,79.89999999999999,4.438888888888888
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,24,2,64,77,71,79,77,15,73,33,75,32,5,15,39,63,71,26.0,2.0,66.0,80.0,73.0,2.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.9696969696969696,0.9625,0.9726027397260274,0.0,0.9634146341463414,0.9625,0.9375,0.9733333333333334,0.9428571428571428,0.974025974025974,1.0,1.0,0.9375,0.9285714285714286,0.984375,0.9594594594594594,20,12.0,36.0,0.5555555555555556,0.0,18,,0.0,0.0,0.0,0.0,0.0
63,61,59,2023-02-28,26-301,SAC,@,OKC,W (+6),1,33:37,8.0,10.0,.800,0.0,0.0,,6,8.0,.750,2.0,11.0,13.0,9.0,0.0,1.0,4.0,4.0,22.0,23.5,+22,10.0,8.0,0.8,24,2,64,77,71,79,77,15,73,33,75,32,5,15,39,63,71,26.0,2.0,66.0,80.0,73.0,2.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.9696969696969696,0.9625,0.9726027397260274,0.0,0.9634146341463414,0.9625,0.9375,0.9733333333333334,0.9428571428571428,0.974025974025974,1.0,1.0,0.9375,0.9285714285714286,0.984375,0.9594594594594594,20,12.0,36.0,0.5555555555555556,0.0,18,23.0,62.0,3.4444444444444446,21.1,71.1,3.9499999999999997
64,62,60,2023-03-03,26-304,SAC,,LAC,W (+1),1,34:49,10.0,13.0,.769,0.0,0.0,,3,3.0,1.000,2.0,8.0,10.0,7.0,1.0,1.0,3.0,2.0,23.0,24.5,-6,13.0,10.0,0.7692307692307693,24,2,64,77,71,79,77,15,73,33,75,32,5,15,39,63,71,26.0,2.0,66.0,80.0,73.0,2.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.9696969696969696,0.9625,0.9726027397260274,0.0,0.9634146341463414,0.9625,0.9375,0.9733333333333334,0.9428571428571428,0.974025974025974,1.0,1.0,0.9375,0.9285714285714286,0.984375,0.9594594594594594,20,12.0,36.0,0.5555555555555556,0.0,18,23.0,57.0,3.1666666666666665,23.3,71.69999999999999,3.9833333333333325
65,63,61,2023-03-04,26-305,SAC,,MIN,L (-4),1,32:45,10.0,18.0,.556,1.0,1.0,1.000,3,5.0,.600,6.0,8.0,14.0,5.0,0.0,0.0,0.0,5.0,24.0,22.7,-9,17.0,9.0,0.5294117647058824,24,2,64,77,71,79,77,15,73,33,75,32,5,15,39,63,71,26.0,2.0,66.0,80.0,73.0,2.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.9696969696969696,0.9625,0.9726027397260274,0.0,0.9634146341463414,0.9625,0.9375,0.9733333333333334,0.9428571428571428,0.974025974025974,1.0,1.0,0.9375,0.9285714285714286,0.984375,0.9594594594594594,20,12.0,36.0,0.5555555555555556,0.0,18,20.0,54.0,3.0,21.5,80.0,4.444444444444445
66,64,62,2023-03-06,26-307,SAC,,NOP,W (+15),1,33:59,8.0,13.0,.615,1.0,1.0,1.000,2,3.0,.667,5.0,6.0,11.0,11.0,1.0,1.0,6.0,5.0,19.0,19.4,0,12.0,7.0,0.5833333333333334,24,2,64,77,71,79,77,15,73,33,75,32,5,15,39,63,71,26.0,2.0,66.0,80.0,73.0,2.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.9696969696969696,0.9625,0.9726027397260274,0.0,0.9634146341463414,0.9625,0.9375,0.9733333333333334,0.9428571428571428,0.974025974025974,1.0,1.0,0.9375,0.9285714285714286,0.984375,0.9594594594594594,20,12.0,36.0,0.5555555555555556,0.0,18,21.0,77.0,4.277777777777778,18.600000000000005,95.2,5.288888888888889
67,65,63,2023-03-09,26-310,SAC,,NYK,W (+5),1,36:58,9.0,15.0,.600,0.0,0.0,,6,8.0,.750,3.0,10.0,13.0,10.0,0.0,1.0,3.0,4.0,24.0,24.5,-2,15.0,9.0,0.6,24,2,64,77,71,79,77,15,73,33,75,32,5,15,39,63,71,26.0,2.0,66.0,80.0,73.0,2.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.9696969696969696,0.9625,0.9726027397260274,0.0,0.9634146341463414,0.9625,0.9375,0.9733333333333334,0.9428571428571428,0.974025974025974,1.0,1.0,0.9375,0.9285714285714286,0.984375,0.9594594594594594,20,12.0,36.0,0.5555555555555556,0.0,18,22.0,55.0,3.055555555555556,22.100000000000005,72.19999999999999,4.01111111111111
68,66,64,2023-03-11,26-312,SAC,@,PHO,W (+9),1,35:23,5.0,10.0,.500,0.0,0.0,,7,10.0,.700,3.0,5.0,8.0,4.0,2.0,0.0,3.0,1.0,17.0,15.8,+3,10.0,5.0,0.5,24,2,64,77,71,79,77,15,73,33,75,32,5,15,39,63,71,26.0,2.0,66.0,80.0,73.0,2.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.9696969696969696,0.9625,0.9726027397260274,0.0,0.9634146341463414,0.9625,0.9375,0.9733333333333334,0.9428571428571428,0.974025974025974,1.0,1.0,0.9375,0.9285714285714286,0.984375,0.9594594594594594,20,12.0,36.0,0.5555555555555556,0.0,18,8.0,42.0,2.333333333333333,13.000000000000004,65.3,3.6277777777777778
69,67,65,2023-03-13,26-314,SAC,,MIL,L (-9),1,39:06,11.0,23.0,.478,1.0,2.0,.500,0,0.0,,10.0,7.0,17.0,15.0,0.0,0.0,1.0,3.0,23.0,28.7,-19,21.0,10.0,0.4761904761904761,24,2,64,77,71,79,77,15,73,33,75,32,5,15,39,63,71,26.0,2.0,66.0,80.0,73.0,2.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.9696969696969696,0.9625,0.9726027397260274,0.0,0.9634146341463414,0.9625,0.9375,0.9733333333333334,0.9428571428571428,0.974025974025974,1.0,1.0,0.9375,0.9285714285714286,0.984375,0.9594594594594594,20,12.0,36.0,0.5555555555555556,0.0,18,31.0,65.0,3.611111111111111,28.700000000000003,75.10000000000001,4.1722222222222225
70,68,66,2023-03-15,26-316,SAC,@,CHI,W (+3),1,40:09,6.0,10.0,.600,0.0,0.0,,2,3.0,.667,3.0,14.0,17.0,10.0,1.0,1.0,3.0,5.0,14.0,19.0,+10,10.0,6.0,0.6,24,2,64,77,71,79,77,15,73,33,75,32,5,15,39,63,71,26.0,2.0,66.0,80.0,73.0,2.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.9696969696969696,0.9625,0.9726027397260274,0.0,0.9634146341463414,0.9625,0.9375,0.9733333333333334,0.9428571428571428,0.974025974025974,1.0,1.0,0.9375,0.9285714285714286,0.984375,0.9594594594594594,20,12.0,36.0,0.5555555555555556,0.0,18,27.0,42.0,2.333333333333333,18.2,60.19999999999999,3.3444444444444437
71,69,67,2023-03-16,26-317,SAC,@,BRK,W (+5),1,38:44,8.0,14.0,.571,0.0,2.0,.000,8,9.0,.889,7.0,14.0,21.0,5.0,0.0,4.0,4.0,3.0,24.0,27.2,+6,12.0,8.0,0.6666666666666666,24,2,64,77,71,79,77,15,73,33,75,32,5,15,39,63,71,26.0,2.0,66.0,80.0,73.0,2.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.9696969696969696,0.9625,0.9726027397260274,0.0,0.9634146341463414,0.9625,0.9375,0.9733333333333334,0.9428571428571428,0.974025974025974,1.0,1.0,0.9375,0.9285714285714286,0.984375,0.9594594594594594,20,12.0,36.0,0.5555555555555556,0.0,18,27.0,28.0,1.5555555555555556,24.000000000000004,38.39999999999999,2.133333333333333
72,70,68,2023-03-18,26-319,SAC,@,WAS,W (+14),1,33:14,10.0,12.0,.833,0.0,1.0,.000,10,12.0,.833,2.0,7.0,9.0,10.0,1.0,1.0,1.0,2.0,30.0,35.2,+27,11.0,10.0,0.9090909090909092,24,2,64,77,71,79,77,15,73,33,75,32,5,15,39,63,71,26.0,2.0,66.0,80.0,73.0,2.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.9696969696969696,0.9625,0.9726027397260274,0.0,0.9634146341463414,0.9625,0.9375,0.9733333333333334,0.9428571428571428,0.974025974025974,1.0,1.0,0.9375,0.9285714285714286,0.984375,0.9594594594594594,20,12.0,36.0,0.5555555555555556,0.0,18,26.0,79.0,4.388888888888889,31.200000000000003,83.7,4.65
73,71,69,2023-03-20,26-321,SAC,@,UTA,L (-8),1,38:04,4.0,11.0,.364,0.0,0.0,,3,4.0,.750,2.0,10.0,12.0,9.0,1.0,0.0,1.0,3.0,11.0,14.0,-7,11.0,4.0,0.3636363636363636,24,2,64,77,71,79,77,15,73,33,75,32,5,15,39,63,71,26.0,2.0,66.0,80.0,73.0,2.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.9696969696969696,0.9625,0.9726027397260274,0.0,0.9634146341463414,0.9625,0.9375,0.9733333333333334,0.9428571428571428,0.974025974025974,1.0,1.0,0.9375,0.9285714285714286,0.984375,0.9594594594594594,20,12.0,36.0,0.5555555555555556,0.0,18,17.0,58.0,3.2222222222222223,12.8,78.1,4.338888888888889
74,72,70,2023-03-21,26-322,SAC,,BOS,L (-23),1,36:57,7.0,12.0,.583,0.0,1.0,.000,2,6.0,.333,4.0,9.0,13.0,12.0,1.0,0.0,6.0,2.0,16.0,16.9,-15,11.0,7.0,0.6363636363636364,24,2,64,77,71,79,77,15,73,33,75,32,5,15,39,63,71,26.0,2.0,66.0,80.0,73.0,2.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.9696969696969696,0.9625,0.9726027397260274,0.0,0.9634146341463414,0.9625,0.9375,0.9733333333333334,0.9428571428571428,0.974025974025974,1.0,1.0,0.9375,0.9285714285714286,0.984375,0.9594594594594594,20,12.0,36.0,0.5555555555555556,0.0,18,18.0,45.0,2.5,16.100000000000005,59.29999999999999,3.294444444444444
75,73,71,2023-03-24,26-325,SAC,,PHO,W (+8),1,37:49,10.0,15.0,.667,0.0,1.0,.000,7,8.0,.875,2.0,7.0,9.0,9.0,1.0,0.0,1.0,4.0,27.0,28.3,+11,14.0,10.0,0.7142857142857143,24,2,64,77,71,79,77,15,73,33,75,32,5,15,39,63,71,26.0,2.0,66.0,80.0,73.0,2.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.9696969696969696,0.9625,0.9726027397260274,0.0,0.9634146341463414,0.9625,0.9375,0.9733333333333334,0.9428571428571428,0.974025974025974,1.0,1.0,0.9375,0.9285714285714286,0.984375,0.9594594594594594,20,12.0,36.0,0.5555555555555556,0.0,18,22.0,64.0,3.555555555555556,25.5,86.1,4.783333333333333
76,74,72,2023-03-25,26-326,SAC,,UTA,W (+8),1,38:07,7.0,14.0,.500,1.0,1.0,1.000,1,2.0,.500,6.0,9.0,15.0,7.0,0.0,0.0,2.0,1.0,16.0,18.0,+13,13.0,6.0,0.4615384615384615,24,2,64,77,71,79,77,15,73,33,75,32,5,15,39,63,71,26.0,2.0,66.0,80.0,73.0,2.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.9696969696969696,0.9625,0.9726027397260274,0.0,0.9634146341463414,0.9625,0.9375,0.9733333333333334,0.9428571428571428,0.974025974025974,1.0,1.0,0.9375,0.9285714285714286,0.984375,0.9594594594594594,20,12.0,36.0,0.5555555555555556,0.0,18,20.0,59.0,3.2777777777777777,17.599999999999998,81.19999999999999,4.51111111111111
77,75,73,2023-03-27,26-328,SAC,,MIN,L (-4),1,39:56,11.0,14.0,.786,0.0,0.0,,2,3.0,.667,3.0,7.0,10.0,4.0,1.0,0.0,3.0,6.0,24.0,20.8,-7,14.0,11.0,0.7857142857142857,24,2,64,77,71,79,77,15,73,33,75,32,5,15,39,63,71,26.0,2.0,66.0,80.0,73.0,2.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.9696969696969696,0.9625,0.9726027397260274,0.0,0.9634146341463414,0.9625,0.9375,0.9733333333333334,0.9428571428571428,0.974025974025974,1.0,1.0,0.9375,0.9285714285714286,0.984375,0.9594594594594594,20,12.0,36.0,0.5555555555555556,0.0,18,19.0,38.0,2.111111111111111,20.0,55.10000000000001,3.061111111111112
78,76,74,2023-03-29,26-330,SAC,@,POR,W (+40),1,26:30,5.0,7.0,.714,0.0,0.0,,5,8.0,.625,2.0,10.0,12.0,4.0,1.0,0.0,2.0,1.0,15.0,16.7,+6,7.0,5.0,0.7142857142857143,24,2,64,77,71,79,77,15,73,33,75,32,5,15,39,63,71,26.0,2.0,66.0,80.0,73.0,2.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.9696969696969696,0.9625,0.9726027397260274,0.0,0.9634146341463414,0.9625,0.9375,0.9733333333333334,0.9428571428571428,0.974025974025974,1.0,1.0,0.9375,0.9285714285714286,0.984375,0.9594594594594594,20,12.0,36.0,0.5555555555555556,0.0,18,15.0,80.0,4.444444444444445,14.700000000000005,88.30000000000001,4.905555555555556
79,77,75,2023-03-31,26-332,SAC,@,POR,W (+24),1,33:00,9.0,14.0,.643,0.0,0.0,,2,5.0,.400,3.0,9.0,12.0,8.0,2.0,0.0,5.0,2.0,20.0,19.2,,14.0,9.0,0.6428571428571429,24,2,64,77,71,79,77,15,73,33,75,32,5,15,39,63,71,26.0,2.0,66.0,80.0,73.0,2.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.9696969696969696,0.9625,0.9726027397260274,0.0,0.9634146341463414,0.9625,0.9375,0.9733333333333334,0.9428571428571428,0.974025974025974,1.0,1.0,0.9375,0.9285714285714286,0.984375,0.9594594594594594,20,12.0,36.0,0.5555555555555556,0.0,18,18.0,98.0,5.444444444444445,18.4,103.8,5.766666666666667
80,78,76,2023-04-02,26-334,SAC,,SAS,L (-8),1,39:19,9.0,12.0,.750,1.0,1.0,1.000,7,12.0,.583,2.0,6.0,8.0,6.0,1.0,1.0,3.0,4.0,26.0,23.7,-18,11.0,8.0,0.7272727272727273,24,2,64,77,71,79,77,15,73,33,75,32,5,15,39,63,71,26.0,2.0,66.0,80.0,73.0,2.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.9696969696969696,0.9625,0.9726027397260274,0.0,0.9634146341463414,0.9625,0.9375,0.9733333333333334,0.9428571428571428,0.974025974025974,1.0,1.0,0.9375,0.9285714285714286,0.984375,0.9594594594594594,20,12.0,36.0,0.5555555555555556,0.0,18,15.0,50.0,2.7777777777777777,20.9,75.60000000000001,4.2
81,79,77,2023-04-04,26-336,SAC,@,NOP,W (+18),1,32:05,7.0,12.0,.583,1.0,2.0,.500,1,2.0,.500,3.0,9.0,12.0,11.0,0.0,0.0,2.0,3.0,16.0,19.3,+6,10.0,6.0,0.6,24,2,64,77,71,79,77,15,73,33,75,32,5,15,39,63,71,26.0,2.0,66.0,80.0,73.0,2.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.9696969696969696,0.9625,0.9726027397260274,0.0,0.9634146341463414,0.9625,0.9375,0.9733333333333334,0.9428571428571428,0.974025974025974,1.0,1.0,0.9375,0.9285714285714286,0.984375,0.9594594594594594,20,12.0,36.0,0.5555555555555556,0.0,18,23.0,73.0,4.055555555555555,18.9,87.39999999999998,4.855555555555554
82,80,78,2023-04-05,26-337,SAC,@,DAL,L (-4),1,34:41,8.0,11.0,.727,1.0,1.0,1.000,2,6.0,.333,3.0,8.0,11.0,11.0,1.0,0.0,3.0,4.0,19.0,21.5,-14,10.0,7.0,0.7,24,2,64,77,71,79,77,15,73,33,75,32,5,15,39,63,71,26.0,2.0,66.0,80.0,73.0,2.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.9696969696969696,0.9625,0.9726027397260274,0.0,0.9634146341463414,0.9625,0.9375,0.9733333333333334,0.9428571428571428,0.974025974025974,1.0,1.0,0.9375,0.9285714285714286,0.984375,0.9594594594594594,20,12.0,36.0,0.5555555555555556,0.0,18,22.0,60.0,3.333333333333333,20.69999999999999,70.89999999999999,3.938888888888888
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,24,2,64,77,71,79,77,15,73,33,75,32,5,15,39,63,71,26.0,2.0,66.0,80.0,73.0,2.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.9696969696969696,0.9625,0.9726027397260274,0.0,0.9634146341463414,0.9625,0.9375,0.9733333333333334,0.9428571428571428,0.974025974025974,1.0,1.0,0.9375,0.9285714285714286,0.984375,0.9594594594594594,20,12.0,36.0,0.5555555555555556,0.0,18,,0.0,0.0,0.0,0.0,0.0
84,81,,2023-04-07,26-339,SAC,,GSW,L (-22),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,24,2,64,77,71,79,77,15,73,33,75,32,5,15,39,63,71,26.0,2.0,66.0,80.0,73.0,2.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.9696969696969696,0.9625,0.9726027397260274,0.0,0.9634146341463414,0.9625,0.9375,0.9733333333333334,0.9428571428571428,0.974025974025974,1.0,1.0,0.9375,0.9285714285714286,0.984375,0.9594594594594594,20,12.0,36.0,0.5555555555555556,0.0,18,,42.0,2.333333333333333,0.0,57.80000000000001,3.2111111111111117
85,82,79,2023-04-09,26-341,SAC,@,DEN,L (-14),1,18:41,6.0,9.0,.667,0.0,0.0,,2,3.0,.667,5.0,4.0,9.0,5.0,0.0,2.0,2.0,2.0,14.0,16.5,+6,9.0,6.0,0.6666666666666666,24,2,64,77,71,79,77,15,73,33,75,32,5,15,39,63,71,26.0,2.0,66.0,80.0,73.0,2.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.9696969696969696,0.9625,0.9726027397260274,0.0,0.9634146341463414,0.9625,0.9375,0.9733333333333334,0.9428571428571428,0.974025974025974,1.0,1.0,0.9375,0.9285714285714286,0.984375,0.9594594594594594,20,12.0,36.0,0.5555555555555556,0.0,18,16.0,42.0,2.333333333333333,15.699999999999996,54.0,3.0
