Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anthony Gill,Shared Games with Bradley Beal,Shared Games with Corey Kispert,Shared Games with Daniel Gafford,Shared Games with Deni Avdija,Shared Games with Devon Dotson,Shared Games with Isaiah Todd,Shared Games with Johnny Davis,Shared Games with Jordan Goodwin,Shared Games with Kristaps Porziņģis,Shared Games with Kyle Kuzma,Shared Games with Monte Morris,Shared Games with Quenton Jackson,Shared Games with Rui Hachimura,Shared Games with Taj Gibson,Shared Games with Vernon Carey Jr.,Shared Games with Will Barton,Anthony Gill,Bradley Beal,Corey Kispert,Daniel Gafford,Deni Avdija,Devon Dotson,Isaiah Todd,Jay Huff,Johnny Davis,Jordan Goodwin,Jordan Schakel,Kristaps Porziņģis,Kyle Kuzma,Monte Morris,Quenton Jackson,Rui Hachimura,Taj Gibson,Vernon Carey Jr.,Will Barton,Xavier Cooks,co_inf with Anthony Gill,co_inf with Bradley Beal,co_inf with Corey Kispert,co_inf with Daniel Gafford,co_inf with Deni Avdija,co_inf with Devon Dotson,co_inf with Isaiah Todd,co_inf with Jay Huff,co_inf with Johnny Davis,co_inf with Jordan Goodwin,co_inf with Jordan Schakel,co_inf with Kristaps Porziņģis,co_inf with Kyle Kuzma,co_inf with Monte Morris,co_inf with Quenton Jackson,co_inf with Rui Hachimura,co_inf with Taj Gibson,co_inf with Vernon Carey Jr.,co_inf with Will Barton,co_inf with Xavier Cooks,A.J. Green,A.J. Lawson,Aaron Gordon,Aaron Holiday,Aaron Nesmith,Aaron Wiggins,Admiral Schofield,AJ Griffin,Al Horford,Alec Burks,Aleksej Pokusevski,Alex Caruso,Alex Len,Alize Johnson,Alondes Williams,Alperen Şengün,Amir Coffey,Andre Drummond,Andre Iguodala,Andrew Nembhard,Andrew Wiggins,Anfernee Simons,Marcus Smart,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
43,14,2023-01-13,30-262,WAS,NYK,0,24.55,2.0,7.0,.286,1.0,4.0,.250,1,1.0,1.000,2.0,6.0,8.0,1.0,0.0,0.0,1.0,3.0,6.0,3.6,+14,3.0,1.0,0.3333333333333333,33,33,46,47,48,1,1,17,34,40,36,38,3,17,30,8,13,59.0,50.0,74.0,78.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.559322033898305,0.66,0.6216216216216216,0.6025641025641025,0.631578947368421,0.1666666666666666,0.1666666666666666,0.0,0.6071428571428571,0.5483870967741935,0.0,0.6153846153846154,0.5625,0.6129032258064516,0.3333333333333333,0.2698412698412698,0.6122448979591837,0.7272727272727273,0.2321428571428571,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,17,6.0,51.0,3.0,3.2,65.69999999999999,3.86470588235294,16.3,3.7,3.4,0.4,3.1,0.0397672162948593,0.581,0.409,0.206,1.7,2.1,L (-4),L (-4)
44,15,2023-01-16,30-265,WAS,GSW,0,27.7,3.0,5.0,.600,1.0,2.0,.500,2,2.0,1.000,0.0,1.0,1.0,7.0,2.0,0.0,1.0,2.0,9.0,12.1,-19,3.0,2.0,0.6666666666666666,33,33,46,47,48,1,1,17,34,40,36,38,3,17,30,8,13,59.0,50.0,74.0,78.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.559322033898305,0.66,0.6216216216216216,0.6025641025641025,0.631578947368421,0.1666666666666666,0.1666666666666666,0.0,0.6071428571428571,0.5483870967741935,0.0,0.6153846153846154,0.5625,0.6129032258064516,0.3333333333333333,0.2698412698412698,0.6122448979591837,0.7272727272727273,0.2321428571428571,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,17,11.0,60.0,3.5294117647058822,11.299999999999995,75.0,4.411764705882353,16.3,3.7,3.4,0.4,3.1,0.0397672162948593,0.581,0.409,0.206,1.7,2.1,L (-9),L (-9)
45,16,2023-01-18,30-267,WAS,NYK,0,21.866666666666667,3.0,8.0,.375,1.0,3.0,.333,4,4.0,1.000,2.0,3.0,5.0,4.0,2.0,2.0,1.0,1.0,11.0,13.7,+2,5.0,2.0,0.4,33,33,46,47,48,1,1,17,34,40,36,38,3,17,30,8,13,59.0,50.0,74.0,78.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.559322033898305,0.66,0.6216216216216216,0.6025641025641025,0.631578947368421,0.1666666666666666,0.1666666666666666,0.0,0.6071428571428571,0.5483870967741935,0.0,0.6153846153846154,0.5625,0.6129032258064516,0.3333333333333333,0.2698412698412698,0.6122448979591837,0.7272727272727273,0.2321428571428571,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,17,11.0,72.0,4.235294117647059,12.1,78.10000000000002,4.594117647058825,16.3,3.7,3.4,0.4,3.1,0.0397672162948593,0.581,0.409,0.206,1.7,2.1,W (+11),W (+11)
46,17,2023-01-21,30-270,WAS,ORL,0,23.9,5.0,5.0,1.000,3.0,3.0,1.000,2,2.0,1.000,1.0,2.0,3.0,8.0,3.0,0.0,0.0,2.0,15.0,22.6,+20,2.0,2.0,1.0,33,33,46,47,48,1,1,17,34,40,36,38,3,17,30,8,13,59.0,50.0,74.0,78.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.559322033898305,0.66,0.6216216216216216,0.6025641025641025,0.631578947368421,0.1666666666666666,0.1666666666666666,0.0,0.6071428571428571,0.5483870967741935,0.0,0.6153846153846154,0.5625,0.6129032258064516,0.3333333333333333,0.2698412698412698,0.6122448979591837,0.7272727272727273,0.2321428571428571,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,17,22.0,79.0,4.647058823529412,21.8,95.6,5.623529411764705,16.3,3.7,3.4,0.4,3.1,0.0397672162948593,0.581,0.409,0.206,1.7,2.1,W (+20),W (+20)
47,18,2023-01-24,30-273,WAS,DAL,0,21.55,4.0,7.0,.571,2.0,5.0,.400,0,0.0,,1.0,2.0,3.0,6.0,3.0,0.0,0.0,0.0,10.0,15.2,-3,2.0,2.0,1.0,33,33,46,47,48,1,1,17,34,40,36,38,3,17,30,8,13,59.0,50.0,74.0,78.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.559322033898305,0.66,0.6216216216216216,0.6025641025641025,0.631578947368421,0.1666666666666666,0.1666666666666666,0.0,0.6071428571428571,0.5483870967741935,0.0,0.6153846153846154,0.5625,0.6129032258064516,0.3333333333333333,0.2698412698412698,0.6122448979591837,0.7272727272727273,0.2321428571428571,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,17,15.0,57.0,3.3529411764705883,15.2,78.69999999999999,4.629411764705882,16.3,3.7,3.4,0.4,3.1,0.0397672162948593,0.581,0.409,0.206,1.7,2.1,W (+1),W (+1)
48,19,2023-01-25,30-274,WAS,HOU,1,25.7,2.0,6.0,.333,1.0,4.0,.250,0,0.0,,2.0,1.0,3.0,4.0,3.0,0.0,1.0,2.0,5.0,7.3,-4,2.0,1.0,0.5,33,33,46,47,48,1,1,17,34,40,36,38,3,17,30,8,13,59.0,50.0,74.0,78.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.559322033898305,0.66,0.6216216216216216,0.6025641025641025,0.631578947368421,0.1666666666666666,0.1666666666666666,0.0,0.6071428571428571,0.5483870967741935,0.0,0.6153846153846154,0.5625,0.6129032258064516,0.3333333333333333,0.2698412698412698,0.6122448979591837,0.7272727272727273,0.2321428571428571,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,17,8.0,61.0,3.588235294117647,7.300000000000001,78.4,4.611764705882353,16.3,3.7,3.4,0.4,3.1,0.0397672162948593,0.581,0.409,0.206,1.7,2.1,W (+5),W (+5)
49,20,2023-01-28,30-277,WAS,NOP,0,24.466666666666665,3.0,7.0,.429,0.0,1.0,.000,2,2.0,1.000,2.0,2.0,4.0,0.0,0.0,0.0,2.0,1.0,8.0,3.9,+1,6.0,3.0,0.5,33,33,46,47,48,1,1,17,34,40,36,38,3,17,30,8,13,59.0,50.0,74.0,78.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.559322033898305,0.66,0.6216216216216216,0.6025641025641025,0.631578947368421,0.1666666666666666,0.1666666666666666,0.0,0.6071428571428571,0.5483870967741935,0.0,0.6153846153846154,0.5625,0.6129032258064516,0.3333333333333333,0.2698412698412698,0.6122448979591837,0.7272727272727273,0.2321428571428571,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,17,1.0,66.0,3.882352941176471,3.1,73.6,4.329411764705882,16.3,3.7,3.4,0.4,3.1,0.0397672162948593,0.581,0.409,0.206,1.7,2.1,W (+10),W (+10)
50,21,2023-01-30,30-279,WAS,SAS,0,23.4,2.0,4.0,.500,1.0,2.0,.500,0,0.0,,1.0,5.0,6.0,2.0,0.0,0.0,0.0,1.0,5.0,6.2,+10,2.0,1.0,0.5,33,33,46,47,48,1,1,17,34,40,36,38,3,17,30,8,13,59.0,50.0,74.0,78.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.559322033898305,0.66,0.6216216216216216,0.6025641025641025,0.631578947368421,0.1666666666666666,0.1666666666666666,0.0,0.6071428571428571,0.5483870967741935,0.0,0.6153846153846154,0.5625,0.6129032258064516,0.3333333333333333,0.2698412698412698,0.6122448979591837,0.7272727272727273,0.2321428571428571,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,17,9.0,89.0,5.235294117647059,6.2,102.3,6.017647058823529,16.3,3.7,3.4,0.4,3.1,0.0397672162948593,0.581,0.409,0.206,1.7,2.1,W (+21),W (+21)
51,22,2023-02-03,30-283,WAS,POR,0,27.35,1.0,2.0,.500,0.0,0.0,,0,0.0,,3.0,1.0,4.0,2.0,3.0,0.0,2.0,3.0,2.0,4.6,-10,2.0,1.0,0.5,33,33,46,47,48,1,1,17,34,40,36,38,3,17,30,8,13,59.0,50.0,74.0,78.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.559322033898305,0.66,0.6216216216216216,0.6025641025641025,0.631578947368421,0.1666666666666666,0.1666666666666666,0.0,0.6071428571428571,0.5483870967741935,0.0,0.6153846153846154,0.5625,0.6129032258064516,0.3333333333333333,0.2698412698412698,0.6122448979591837,0.7272727272727273,0.2321428571428571,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,17,7.0,78.0,4.588235294117647,4.599999999999999,95.7,5.629411764705883,16.3,3.7,3.4,0.4,3.1,0.0397672162948593,0.581,0.409,0.206,1.7,2.1,L (-8),L (-8)
52,23,2023-02-04,30-284,WAS,BRK,0,27.6,2.0,5.0,.400,0.0,2.0,.000,0,0.0,,1.0,4.0,5.0,2.0,1.0,0.0,0.0,0.0,4.0,5.6,-9,3.0,2.0,0.6666666666666666,33,33,46,47,48,1,1,17,34,40,36,38,3,17,30,8,13,59.0,50.0,74.0,78.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.559322033898305,0.66,0.6216216216216216,0.6025641025641025,0.631578947368421,0.1666666666666666,0.1666666666666666,0.0,0.6071428571428571,0.5483870967741935,0.0,0.6153846153846154,0.5625,0.6129032258064516,0.3333333333333333,0.2698412698412698,0.6122448979591837,0.7272727272727273,0.2321428571428571,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,17,7.0,61.0,3.588235294117647,5.6,84.29999999999998,4.958823529411764,16.3,3.7,3.4,0.4,3.1,0.0397672162948593,0.581,0.409,0.206,1.7,2.1,L (-2),L (-2)
53,24,2023-02-06,30-286,WAS,CLE,0,19.25,0.0,3.0,.000,0.0,1.0,.000,0,0.0,,0.0,3.0,3.0,3.0,1.0,0.0,0.0,2.0,0.0,1.1,-2,2.0,0.0,0.0,33,33,46,47,48,1,1,17,34,40,36,38,3,17,30,8,13,59.0,50.0,74.0,78.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.559322033898305,0.66,0.6216216216216216,0.6025641025641025,0.631578947368421,0.1666666666666666,0.1666666666666666,0.0,0.6071428571428571,0.5483870967741935,0.0,0.6153846153846154,0.5625,0.6129032258064516,0.3333333333333333,0.2698412698412698,0.6122448979591837,0.7272727272727273,0.2321428571428571,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,17,4.0,43.0,2.5294117647058822,1.1,58.6,3.447058823529412,16.3,3.7,3.4,0.4,3.1,0.0397672162948593,0.581,0.409,0.206,1.7,2.1,L (-23),L (-23)
54,25,2023-02-08,30-288,WAS,CHO,1,31.6,1.0,6.0,.167,0.0,2.0,.000,0,0.0,,0.0,6.0,6.0,10.0,1.0,0.0,1.0,5.0,2.0,5.0,+6,4.0,1.0,0.25,33,33,46,47,48,1,1,17,34,40,36,38,3,17,30,8,13,59.0,50.0,74.0,78.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.559322033898305,0.66,0.6216216216216216,0.6025641025641025,0.631578947368421,0.1666666666666666,0.1666666666666666,0.0,0.6071428571428571,0.5483870967741935,0.0,0.6153846153846154,0.5625,0.6129032258064516,0.3333333333333333,0.2698412698412698,0.6122448979591837,0.7272727272727273,0.2321428571428571,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,17,12.0,89.0,5.235294117647059,5.0,100.4,5.905882352941177,16.3,3.7,3.4,0.4,3.1,0.0397672162948593,0.581,0.409,0.206,1.7,2.1,W (+14),W (+14)
55,26,2023-02-11,30-291,WAS,IND,0,22.966666666666665,2.0,4.0,.500,1.0,1.0,1.000,4,4.0,1.000,0.0,0.0,0.0,5.0,1.0,0.0,2.0,1.0,9.0,9.1,+16,3.0,1.0,0.3333333333333333,33,33,46,47,48,1,1,17,34,40,36,38,3,17,30,8,13,59.0,50.0,74.0,78.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.559322033898305,0.66,0.6216216216216216,0.6025641025641025,0.631578947368421,0.1666666666666666,0.1666666666666666,0.0,0.6071428571428571,0.5483870967741935,0.0,0.6153846153846154,0.5625,0.6129032258064516,0.3333333333333333,0.2698412698412698,0.6122448979591837,0.7272727272727273,0.2321428571428571,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,17,5.0,85.0,5.0,7.5,96.3,5.664705882352941,16.3,3.7,3.4,0.4,3.1,0.0397672162948593,0.581,0.409,0.206,1.7,2.1,W (+14),W (+14)
56,27,2023-02-13,30-293,WAS,GSW,0,19.433333333333334,4.0,6.0,.667,2.0,4.0,.500,0,0.0,,2.0,2.0,4.0,1.0,2.0,0.0,3.0,2.0,10.0,8.3,+1,2.0,2.0,1.0,33,33,46,47,48,1,1,17,34,40,36,38,3,17,30,8,13,59.0,50.0,74.0,78.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.559322033898305,0.66,0.6216216216216216,0.6025641025641025,0.631578947368421,0.1666666666666666,0.1666666666666666,0.0,0.6071428571428571,0.5483870967741935,0.0,0.6153846153846154,0.5625,0.6129032258064516,0.3333333333333333,0.2698412698412698,0.6122448979591837,0.7272727272727273,0.2321428571428571,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,17,8.0,71.0,4.176470588235294,8.3,92.0,5.411764705882353,16.3,3.7,3.4,0.4,3.1,0.0397672162948593,0.581,0.409,0.206,1.7,2.1,L (-9),L (-9)
57,28,2023-02-14,30-294,WAS,POR,0,29.383333333333333,2.0,3.0,.667,1.0,1.0,1.000,0,0.0,,0.0,2.0,2.0,6.0,4.0,0.0,1.0,0.0,5.0,11.5,+10,2.0,1.0,0.5,33,33,46,47,48,1,1,17,34,40,36,38,3,17,30,8,13,59.0,50.0,74.0,78.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.559322033898305,0.66,0.6216216216216216,0.6025641025641025,0.631578947368421,0.1666666666666666,0.1666666666666666,0.0,0.6071428571428571,0.5483870967741935,0.0,0.6153846153846154,0.5625,0.6129032258064516,0.3333333333333333,0.2698412698412698,0.6122448979591837,0.7272727272727273,0.2321428571428571,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,17,13.0,74.0,4.352941176470588,11.499999999999998,84.10000000000002,4.947058823529413,16.3,3.7,3.4,0.4,3.1,0.0397672162948593,0.581,0.409,0.206,1.7,2.1,W (+25),W (+25)
58,29,2023-02-16,30-296,WAS,MIN,0,29.183333333333334,5.0,9.0,.556,0.0,1.0,.000,0,0.0,,5.0,2.0,7.0,3.0,3.0,1.0,2.0,1.0,10.0,13.2,+25,8.0,5.0,0.625,33,33,46,47,48,1,1,17,34,40,36,38,3,17,30,8,13,59.0,50.0,74.0,78.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.559322033898305,0.66,0.6216216216216216,0.6025641025641025,0.631578947368421,0.1666666666666666,0.1666666666666666,0.0,0.6071428571428571,0.5483870967741935,0.0,0.6153846153846154,0.5625,0.6129032258064516,0.3333333333333333,0.2698412698412698,0.6122448979591837,0.7272727272727273,0.2321428571428571,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,17,13.0,62.0,3.647058823529412,13.2,74.1,4.358823529411764,16.3,3.7,3.4,0.4,3.1,0.0397672162948593,0.581,0.409,0.206,1.7,2.1,W (+8),W (+8)
59,30,2023-02-24,30-304,WAS,NYK,0,20.866666666666667,5.0,8.0,.625,5.0,7.0,.714,0,0.0,,2.0,1.0,3.0,2.0,2.0,2.0,1.0,0.0,15.0,16.9,+7,1.0,0.0,0.0,33,33,46,47,48,1,1,17,34,40,36,38,3,17,30,8,13,59.0,50.0,74.0,78.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.559322033898305,0.66,0.6216216216216216,0.6025641025641025,0.631578947368421,0.1666666666666666,0.1666666666666666,0.0,0.6071428571428571,0.5483870967741935,0.0,0.6153846153846154,0.5625,0.6129032258064516,0.3333333333333333,0.2698412698412698,0.6122448979591837,0.7272727272727273,0.2321428571428571,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,17,15.0,58.0,3.411764705882353,16.9,68.60000000000001,4.03529411764706,16.3,3.7,3.4,0.4,3.1,0.0397672162948593,0.581,0.409,0.206,1.7,2.1,L (-6),L (-6)
60,31,2023-02-26,30-306,WAS,CHI,1,28.133333333333333,6.0,7.0,.857,2.0,3.0,.667,0,0.0,,2.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,14.0,12.5,-3,4.0,4.0,1.0,33,33,46,47,48,1,1,17,34,40,36,38,3,17,30,8,13,59.0,50.0,74.0,78.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.559322033898305,0.66,0.6216216216216216,0.6025641025641025,0.631578947368421,0.1666666666666666,0.1666666666666666,0.0,0.6071428571428571,0.5483870967741935,0.0,0.6153846153846154,0.5625,0.6129032258064516,0.3333333333333333,0.2698412698412698,0.6122448979591837,0.7272727272727273,0.2321428571428571,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,17,10.0,27.0,1.588235294117647,12.5,34.4,2.023529411764706,16.3,3.7,3.4,0.4,3.1,0.0397672162948593,0.581,0.409,0.206,1.7,2.1,L (-20),L (-20)
Rk,G,Date,Age,Tm,Opp,GS,0.0,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,33,33,46,47,48,1,1,17,34,40,36,38,3,17,30,8,13,59.0,50.0,74.0,78.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.559322033898305,0.66,0.6216216216216216,0.6025641025641025,0.631578947368421,0.1666666666666666,0.1666666666666666,0.0,0.6071428571428571,0.5483870967741935,0.0,0.6153846153846154,0.5625,0.6129032258064516,0.3333333333333333,0.2698412698412698,0.6122448979591837,0.7272727272727273,0.2321428571428571,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,17,,0.0,0.0,0.0,0.0,0.0,16.3,3.7,3.4,0.4,3.1,0.0397672162948593,0.581,0.409,0.206,1.7,2.1,,
61,32,2023-02-28,30-308,WAS,ATL,1,30.73333333333333,3.0,4.0,.750,0.0,0.0,,3,3.0,1.000,3.0,0.0,3.0,4.0,0.0,1.0,0.0,3.0,9.0,11.8,0,4.0,3.0,0.75,33,33,46,47,48,1,1,17,34,40,36,38,3,17,30,8,13,59.0,50.0,74.0,78.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.559322033898305,0.66,0.6216216216216216,0.6025641025641025,0.631578947368421,0.1666666666666666,0.1666666666666666,0.0,0.6071428571428571,0.5483870967741935,0.0,0.6153846153846154,0.5625,0.6129032258064516,0.3333333333333333,0.2698412698412698,0.6122448979591837,0.7272727272727273,0.2321428571428571,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,17,10.0,70.0,4.117647058823529,10.599999999999998,87.10000000000001,5.123529411764706,16.3,3.7,3.4,0.4,3.1,0.0397672162948593,0.581,0.409,0.206,1.7,2.1,W (+3),W (+3)
62,33,2023-03-02,30-310,WAS,TOR,1,33.35,3.0,7.0,.429,1.0,3.0,.333,0,0.0,,1.0,5.0,6.0,11.0,3.0,0.0,0.0,1.0,7.0,15.8,+5,4.0,2.0,0.5,33,33,46,47,48,1,1,17,34,40,36,38,3,17,30,8,13,59.0,50.0,74.0,78.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.559322033898305,0.66,0.6216216216216216,0.6025641025641025,0.631578947368421,0.1666666666666666,0.1666666666666666,0.0,0.6071428571428571,0.5483870967741935,0.0,0.6153846153846154,0.5625,0.6129032258064516,0.3333333333333333,0.2698412698412698,0.6122448979591837,0.7272727272727273,0.2321428571428571,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,17,20.0,73.0,4.294117647058823,15.8,89.1,5.241176470588235,16.3,3.7,3.4,0.4,3.1,0.0397672162948593,0.581,0.409,0.206,1.7,2.1,W (+11),W (+11)
63,34,2023-03-04,30-312,WAS,TOR,1,39.73333333333333,6.0,10.0,.600,4.0,6.0,.667,2,2.0,1.000,2.0,4.0,6.0,7.0,6.0,1.0,3.0,2.0,18.0,23.8,-2,4.0,2.0,0.5,33,33,46,47,48,1,1,17,34,40,36,38,3,17,30,8,13,59.0,50.0,74.0,78.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.559322033898305,0.66,0.6216216216216216,0.6025641025641025,0.631578947368421,0.1666666666666666,0.1666666666666666,0.0,0.6071428571428571,0.5483870967741935,0.0,0.6153846153846154,0.5625,0.6129032258064516,0.3333333333333333,0.2698412698412698,0.6122448979591837,0.7272727272727273,0.2321428571428571,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,17,23.0,49.0,2.8823529411764706,23.0,60.000000000000014,3.529411764705883,16.3,3.7,3.4,0.4,3.1,0.0397672162948593,0.581,0.409,0.206,1.7,2.1,L (-7),L (-7)
