Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anthony Gill,Shared Games with Bradley Beal,Shared Games with Corey Kispert,Shared Games with Daniel Gafford,Shared Games with Delon Wright,Shared Games with Deni Avdija,Shared Games with Devon Dotson,Shared Games with Isaiah Todd,Shared Games with Jay Huff,Shared Games with Johnny Davis,Shared Games with Jordan Goodwin,Shared Games with Kristaps Porziņģis,Shared Games with Kyle Kuzma,Shared Games with Monte Morris,Shared Games with Quenton Jackson,Shared Games with Rui Hachimura,Shared Games with Taj Gibson,Shared Games with Vernon Carey Jr.,Anthony Gill,Bradley Beal,Corey Kispert,Daniel Gafford,Delon Wright,Deni Avdija,Devon Dotson,Isaiah Todd,Jay Huff,Johnny Davis,Jordan Goodwin,Jordan Schakel,Kristaps Porziņģis,Kyle Kuzma,Monte Morris,Quenton Jackson,Rui Hachimura,Taj Gibson,Vernon Carey Jr.,Xavier Cooks,co_inf with Anthony Gill,co_inf with Bradley Beal,co_inf with Corey Kispert,co_inf with Daniel Gafford,co_inf with Delon Wright,co_inf with Deni Avdija,co_inf with Devon Dotson,co_inf with Isaiah Todd,co_inf with Jay Huff,co_inf with Johnny Davis,co_inf with Jordan Goodwin,co_inf with Jordan Schakel,co_inf with Kristaps Porziņģis,co_inf with Kyle Kuzma,co_inf with Monte Morris,co_inf with Quenton Jackson,co_inf with Rui Hachimura,co_inf with Taj Gibson,co_inf with Vernon Carey Jr.,co_inf with Xavier Cooks,A.J. Green,A.J. Lawson,Aaron Gordon,Aaron Holiday,Aaron Nesmith,Aaron Wiggins,Admiral Schofield,AJ Griffin,Al Horford,Alec Burks,Aleksej Pokusevski,Alex Caruso,Alex Len,Alize Johnson,Alondes Williams,Alperen Şengün,Amir Coffey,Andre Drummond,Andre Iguodala,Andrew Nembhard,Andrew Wiggins,Anfernee Simons,Marcus Smart,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
Rk,G,Date,Age,Tm,Opp,GS,0.0,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,33,25,32,39,13,39,6,4,7,10,32,33,37,34,7,22,23,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,10.0,0.559322033898305,0.5,0.4324324324324324,0.5,0.26,0.5131578947368421,1.0,0.6666666666666666,1.0,0.3571428571428571,0.5161290322580645,0.0,0.5076923076923077,0.578125,0.5483870967741935,0.7777777777777778,0.3492063492063492,0.4693877551020408,0.6363636363636364,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,,0.0,0.0,0.0,0.0,0.0,10.0,0.4,-2.6,-2.0,-0.6,0.0330854617954521,0.493,0.495,0.129,-0.2,-0.4,,
21,21,2022-11-28,31-326,WAS,MIN,0,18.366666666666667,3.0,6.0,.500,1.0,1.0,1.000,2,2.0,1.000,0.0,3.0,3.0,2.0,3.0,0.0,0.0,1.0,9.0,10.9,+16,5.0,2.0,0.4,33,25,32,39,13,39,6,4,7,10,32,33,37,34,7,22,23,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,10.0,0.559322033898305,0.5,0.4324324324324324,0.5,0.26,0.5131578947368421,1.0,0.6666666666666666,1.0,0.3571428571428571,0.5161290322580645,0.0,0.5076923076923077,0.578125,0.5483870967741935,0.7777777777777778,0.3492063492063492,0.4693877551020408,0.6363636363636364,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,9.0,91.0,5.055555555555555,10.1,112.1,6.227777777777778,10.0,0.4,-2.6,-2.0,-0.6,0.0330854617954521,0.493,0.495,0.129,-0.2,-0.4,W (+15),W (+15)
22,22,2022-11-30,31-328,WAS,BRK,0,14.233333333333333,1.0,4.0,.250,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,-0.5,-2,4.0,1.0,0.25,33,25,32,39,13,39,6,4,7,10,32,33,37,34,7,22,23,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,10.0,0.559322033898305,0.5,0.4324324324324324,0.5,0.26,0.5131578947368421,1.0,0.6666666666666666,1.0,0.3571428571428571,0.5161290322580645,0.0,0.5076923076923077,0.578125,0.5483870967741935,0.7777777777777778,0.3492063492063492,0.4693877551020408,0.6363636363636364,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,-1.0,52.0,2.888888888888889,-0.5000000000000002,68.5,3.8055555555555554,10.0,0.4,-2.6,-2.0,-0.6,0.0330854617954521,0.493,0.495,0.129,-0.2,-0.4,L (-6),L (-6)
23,23,2022-12-02,31-330,WAS,CHO,0,20.65,3.0,5.0,.600,1.0,3.0,.333,0,0.0,,0.0,4.0,4.0,1.0,0.0,0.0,1.0,2.0,7.0,4.8,+8,2.0,2.0,1.0,33,25,32,39,13,39,6,4,7,10,32,33,37,34,7,22,23,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,10.0,0.559322033898305,0.5,0.4324324324324324,0.5,0.26,0.5131578947368421,1.0,0.6666666666666666,1.0,0.3571428571428571,0.5161290322580645,0.0,0.5076923076923077,0.578125,0.5483870967741935,0.7777777777777778,0.3492063492063492,0.4693877551020408,0.6363636363636364,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,6.0,66.0,3.6666666666666665,4.799999999999998,78.8,4.377777777777777,10.0,0.4,-2.6,-2.0,-0.6,0.0330854617954521,0.493,0.495,0.129,-0.2,-0.4,L (-1),L (-1)
24,24,2022-12-04,31-332,WAS,LAL,0,22.183333333333334,0.0,5.0,.000,0.0,3.0,.000,0,0.0,,0.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,-2,2.0,0.0,0.0,33,25,32,39,13,39,6,4,7,10,32,33,37,34,7,22,23,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,10.0,0.559322033898305,0.5,0.4324324324324324,0.5,0.26,0.5131578947368421,1.0,0.6666666666666666,1.0,0.3571428571428571,0.5161290322580645,0.0,0.5076923076923077,0.578125,0.5483870967741935,0.7777777777777778,0.3492063492063492,0.4693877551020408,0.6363636363636364,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,2.0,74.0,4.111111111111111,1.0,90.6,5.033333333333333,10.0,0.4,-2.6,-2.0,-0.6,0.0330854617954521,0.493,0.495,0.129,-0.2,-0.4,L (-11),L (-11)
25,25,2022-12-07,31-335,WAS,CHI,0,18.15,2.0,7.0,.286,2.0,5.0,.400,0,0.0,,0.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,6.0,3.2,+10,2.0,0.0,0.0,33,25,32,39,13,39,6,4,7,10,32,33,37,34,7,22,23,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,10.0,0.559322033898305,0.5,0.4324324324324324,0.5,0.26,0.5131578947368421,1.0,0.6666666666666666,1.0,0.3571428571428571,0.5161290322580645,0.0,0.5076923076923077,0.578125,0.5483870967741935,0.7777777777777778,0.3492063492063492,0.4693877551020408,0.6363636363636364,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,3.0,60.0,3.333333333333333,3.1999999999999984,83.79999999999998,4.655555555555555,10.0,0.4,-2.6,-2.0,-0.6,0.0330854617954521,0.493,0.495,0.129,-0.2,-0.4,L (-4),L (-4)
26,,2022-12-09,31-337,WAS,IND,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,33,25,32,39,13,39,6,4,7,10,32,33,37,34,7,22,23,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,10.0,0.559322033898305,0.5,0.4324324324324324,0.5,0.26,0.5131578947368421,1.0,0.6666666666666666,1.0,0.3571428571428571,0.5161290322580645,0.0,0.5076923076923077,0.578125,0.5483870967741935,0.7777777777777778,0.3492063492063492,0.4693877551020408,0.6363636363636364,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,,67.0,3.7222222222222223,0.0,87.39999999999999,4.855555555555555,10.0,0.4,-2.6,-2.0,-0.6,0.0330854617954521,0.493,0.495,0.129,-0.2,-0.4,L (-10),L (-10)
27,,2022-12-10,31-338,WAS,LAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,33,25,32,39,13,39,6,4,7,10,32,33,37,34,7,22,23,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,10.0,0.559322033898305,0.5,0.4324324324324324,0.5,0.26,0.5131578947368421,1.0,0.6666666666666666,1.0,0.3571428571428571,0.5161290322580645,0.0,0.5076923076923077,0.578125,0.5483870967741935,0.7777777777777778,0.3492063492063492,0.4693877551020408,0.6363636363636364,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,,61.0,3.388888888888889,0.0,74.8,4.155555555555555,10.0,0.4,-2.6,-2.0,-0.6,0.0330854617954521,0.493,0.495,0.129,-0.2,-0.4,L (-7),L (-7)
28,26,2022-12-12,31-340,WAS,BRK,0,33.1,8.0,15.0,.533,4.0,8.0,.500,2,2.0,1.000,0.0,7.0,7.0,7.0,0.0,0.0,1.0,3.0,22.0,19.5,+4,7.0,4.0,0.5714285714285714,33,25,32,39,13,39,6,4,7,10,32,33,37,34,7,22,23,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,10.0,0.559322033898305,0.5,0.4324324324324324,0.5,0.26,0.5131578947368421,1.0,0.6666666666666666,1.0,0.3571428571428571,0.5161290322580645,0.0,0.5076923076923077,0.578125,0.5483870967741935,0.7777777777777778,0.3492063492063492,0.4693877551020408,0.6363636363636364,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,18.0,48.0,2.6666666666666665,18.700000000000003,63.09999999999998,3.505555555555554,10.0,0.4,-2.6,-2.0,-0.6,0.0330854617954521,0.493,0.495,0.129,-0.2,-0.4,L (-12),L (-12)
29,27,2022-12-14,31-342,WAS,DEN,0,35.71666666666667,7.0,15.0,.467,4.0,8.0,.500,4,7.0,.571,1.0,2.0,3.0,9.0,1.0,0.0,5.0,3.0,22.0,15.5,-14,7.0,3.0,0.4285714285714285,33,25,32,39,13,39,6,4,7,10,32,33,37,34,7,22,23,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,10.0,0.559322033898305,0.5,0.4324324324324324,0.5,0.26,0.5131578947368421,1.0,0.6666666666666666,1.0,0.3571428571428571,0.5161290322580645,0.0,0.5076923076923077,0.578125,0.5483870967741935,0.7777777777777778,0.3492063492063492,0.4693877551020408,0.6363636363636364,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,8.0,71.0,3.9444444444444446,13.9,85.5,4.75,10.0,0.4,-2.6,-2.0,-0.6,0.0330854617954521,0.493,0.495,0.129,-0.2,-0.4,L (-13),L (-13)
30,28,2022-12-17,31-345,WAS,LAC,0,23.15,5.0,12.0,.417,4.0,5.0,.800,0,0.0,,0.0,3.0,3.0,2.0,0.0,0.0,2.0,0.0,14.0,7.9,0,7.0,1.0,0.1428571428571428,33,25,32,39,13,39,6,4,7,10,32,33,37,34,7,22,23,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,10.0,0.559322033898305,0.5,0.4324324324324324,0.5,0.26,0.5131578947368421,1.0,0.6666666666666666,1.0,0.3571428571428571,0.5161290322580645,0.0,0.5076923076923077,0.578125,0.5483870967741935,0.7777777777777778,0.3492063492063492,0.4693877551020408,0.6363636363636364,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,5.0,51.0,2.833333333333333,7.899999999999999,53.89999999999999,2.994444444444444,10.0,0.4,-2.6,-2.0,-0.6,0.0330854617954521,0.493,0.495,0.129,-0.2,-0.4,L (-9),L (-9)
31,29,2022-12-18,31-346,WAS,LAL,0,19.98333333333333,2.0,8.0,.250,1.0,4.0,.250,0,0.0,,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,5.0,1.2,-2,4.0,1.0,0.25,33,25,32,39,13,39,6,4,7,10,32,33,37,34,7,22,23,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,10.0,0.559322033898305,0.5,0.4324324324324324,0.5,0.26,0.5131578947368421,1.0,0.6666666666666666,1.0,0.3571428571428571,0.5161290322580645,0.0,0.5076923076923077,0.578125,0.5483870967741935,0.7777777777777778,0.3492063492063492,0.4693877551020408,0.6363636363636364,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,0.0,71.0,3.9444444444444446,1.1999999999999995,83.7,4.65,10.0,0.4,-2.6,-2.0,-0.6,0.0330854617954521,0.493,0.495,0.129,-0.2,-0.4,L (-2),L (-2)
32,30,2022-12-20,31-348,WAS,PHO,0,17.45,2.0,5.0,.400,2.0,4.0,.500,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,6.0,1.3,-23,1.0,0.0,0.0,33,25,32,39,13,39,6,4,7,10,32,33,37,34,7,22,23,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,10.0,0.559322033898305,0.5,0.4324324324324324,0.5,0.26,0.5131578947368421,1.0,0.6666666666666666,1.0,0.3571428571428571,0.5161290322580645,0.0,0.5076923076923077,0.578125,0.5483870967741935,0.7777777777777778,0.3492063492063492,0.4693877551020408,0.6363636363636364,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,0.0,63.0,3.5,1.2999999999999998,84.6,4.699999999999999,10.0,0.4,-2.6,-2.0,-0.6,0.0330854617954521,0.493,0.495,0.129,-0.2,-0.4,W (+3),W (+3)
33,31,2022-12-22,31-350,WAS,UTA,0,13.883333333333333,1.0,5.0,.200,1.0,3.0,.333,1,2.0,.500,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,4.0,2.1,-20,2.0,0.0,0.0,33,25,32,39,13,39,6,4,7,10,32,33,37,34,7,22,23,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,10.0,0.559322033898305,0.5,0.4324324324324324,0.5,0.26,0.5131578947368421,1.0,0.6666666666666666,1.0,0.3571428571428571,0.5161290322580645,0.0,0.5076923076923077,0.578125,0.5483870967741935,0.7777777777777778,0.3492063492063492,0.4693877551020408,0.6363636363636364,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,1.0,64.0,3.555555555555556,1.7000000000000006,79.50000000000001,4.416666666666668,10.0,0.4,-2.6,-2.0,-0.6,0.0330854617954521,0.493,0.495,0.129,-0.2,-0.4,L (-8),L (-8)
34,,2022-12-23,31-351,WAS,SAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,33,25,32,39,13,39,6,4,7,10,32,33,37,34,7,22,23,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,10.0,0.559322033898305,0.5,0.4324324324324324,0.5,0.26,0.5131578947368421,1.0,0.6666666666666666,1.0,0.3571428571428571,0.5161290322580645,0.0,0.5076923076923077,0.578125,0.5483870967741935,0.7777777777777778,0.3492063492063492,0.4693877551020408,0.6363636363636364,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,,87.0,4.833333333333333,0.0,102.0,5.666666666666667,10.0,0.4,-2.6,-2.0,-0.6,0.0330854617954521,0.493,0.495,0.129,-0.2,-0.4,W (+14),W (+14)
35,,2022-12-27,31-355,WAS,PHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,25,32,39,13,39,6,4,7,10,32,33,37,34,7,22,23,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,10.0,0.559322033898305,0.5,0.4324324324324324,0.5,0.26,0.5131578947368421,1.0,0.6666666666666666,1.0,0.3571428571428571,0.5161290322580645,0.0,0.5076923076923077,0.578125,0.5483870967741935,0.7777777777777778,0.3492063492063492,0.4693877551020408,0.6363636363636364,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,,57.0,3.1666666666666665,0.0,78.0,4.333333333333333,10.0,0.4,-2.6,-2.0,-0.6,0.0330854617954521,0.493,0.495,0.129,-0.2,-0.4,W (+5),W (+5)
36,,2022-12-28,31-356,WAS,PHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,25,32,39,13,39,6,4,7,10,32,33,37,34,7,22,23,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,10.0,0.559322033898305,0.5,0.4324324324324324,0.5,0.26,0.5131578947368421,1.0,0.6666666666666666,1.0,0.3571428571428571,0.5161290322580645,0.0,0.5076923076923077,0.578125,0.5483870967741935,0.7777777777777778,0.3492063492063492,0.4693877551020408,0.6363636363636364,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,,91.0,5.055555555555555,0.0,107.89999999999998,5.994444444444444,10.0,0.4,-2.6,-2.0,-0.6,0.0330854617954521,0.493,0.495,0.129,-0.2,-0.4,W (+25),W (+25)
37,32,2022-12-30,31-358,WAS,ORL,0,2.5,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0,0.0,0.0,,33,25,32,39,13,39,6,4,7,10,32,33,37,34,7,22,23,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,10.0,0.559322033898305,0.5,0.4324324324324324,0.5,0.26,0.5131578947368421,1.0,0.6666666666666666,1.0,0.3571428571428571,0.5161290322580645,0.0,0.5076923076923077,0.578125,0.5483870967741935,0.7777777777777778,0.3492063492063492,0.4693877551020408,0.6363636363636364,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,-1.0,94.0,5.222222222222222,-1.0,92.7,5.15,10.0,0.4,-2.6,-2.0,-0.6,0.0330854617954521,0.493,0.495,0.129,-0.2,-0.4,W (+19),W (+19)
38,33,2023-01-01,31-360,WAS,MIL,0,3.85,0.0,2.0,.000,0.0,2.0,.000,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.7,0,0.0,0.0,,33,25,32,39,13,39,6,4,7,10,32,33,37,34,7,22,23,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,10.0,0.559322033898305,0.5,0.4324324324324324,0.5,0.26,0.5131578947368421,1.0,0.6666666666666666,1.0,0.3571428571428571,0.5161290322580645,0.0,0.5076923076923077,0.578125,0.5483870967741935,0.7777777777777778,0.3492063492063492,0.4693877551020408,0.6363636363636364,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,-1.0,90.0,5.0,-0.7,100.0,5.555555555555555,10.0,0.4,-2.6,-2.0,-0.6,0.0330854617954521,0.493,0.495,0.129,-0.2,-0.4,W (+23),W (+23)
39,34,2023-01-03,31-362,WAS,MIL,0,1.3833333333333333,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,+4,0.0,0.0,,33,25,32,39,13,39,6,4,7,10,32,33,37,34,7,22,23,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,10.0,0.559322033898305,0.5,0.4324324324324324,0.5,0.26,0.5131578947368421,1.0,0.6666666666666666,1.0,0.3571428571428571,0.5161290322580645,0.0,0.5076923076923077,0.578125,0.5483870967741935,0.7777777777777778,0.3492063492063492,0.4693877551020408,0.6363636363636364,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,0.0,69.0,3.8333333333333335,0.0,86.39999999999999,4.8,10.0,0.4,-2.6,-2.0,-0.6,0.0330854617954521,0.493,0.495,0.129,-0.2,-0.4,L (-10),L (-10)
40,35,2023-01-06,32-000,WAS,OKC,0,17.383333333333333,5.0,8.0,.625,2.0,5.0,.400,2,3.0,.667,0.0,4.0,4.0,3.0,0.0,0.0,0.0,2.0,14.0,12.5,0,3.0,3.0,1.0,33,25,32,39,13,39,6,4,7,10,32,33,37,34,7,22,23,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,10.0,0.559322033898305,0.5,0.4324324324324324,0.5,0.26,0.5131578947368421,1.0,0.6666666666666666,1.0,0.3571428571428571,0.5161290322580645,0.0,0.5076923076923077,0.578125,0.5483870967741935,0.7777777777777778,0.3492063492063492,0.4693877551020408,0.6363636363636364,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,10.0,40.0,2.2222222222222223,11.699999999999996,56.9,3.161111111111111,10.0,0.4,-2.6,-2.0,-0.6,0.0330854617954521,0.493,0.495,0.129,-0.2,-0.4,L (-17),L (-17)
Rk,G,Date,Age,Tm,Opp,GS,0.0,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,33,25,32,39,13,39,6,4,7,10,32,33,37,34,7,22,23,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,10.0,0.559322033898305,0.5,0.4324324324324324,0.5,0.26,0.5131578947368421,1.0,0.6666666666666666,1.0,0.3571428571428571,0.5161290322580645,0.0,0.5076923076923077,0.578125,0.5483870967741935,0.7777777777777778,0.3492063492063492,0.4693877551020408,0.6363636363636364,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,,0.0,0.0,0.0,0.0,0.0,10.0,0.4,-2.6,-2.0,-0.6,0.0330854617954521,0.493,0.495,0.129,-0.2,-0.4,,
41,,2023-01-09,32-003,WAS,NOP,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,25,32,39,13,39,6,4,7,10,32,33,37,34,7,22,23,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,10.0,0.559322033898305,0.5,0.4324324324324324,0.5,0.26,0.5131578947368421,1.0,0.6666666666666666,1.0,0.3571428571428571,0.5161290322580645,0.0,0.5076923076923077,0.578125,0.5483870967741935,0.7777777777777778,0.3492063492063492,0.4693877551020408,0.6363636363636364,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,,61.0,3.388888888888889,0.0,71.99999999999999,3.999999999999999,10.0,0.4,-2.6,-2.0,-0.6,0.0330854617954521,0.493,0.495,0.129,-0.2,-0.4,L (-20),L (-20)
