Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anthony Gill,Shared Games with Bradley Beal,Shared Games with Daniel Gafford,Shared Games with Delon Wright,Shared Games with Deni Avdija,Shared Games with Devon Dotson,Shared Games with Isaiah Todd,Shared Games with Jay Huff,Shared Games with Johnny Davis,Shared Games with Jordan Goodwin,Shared Games with Kristaps Porziņģis,Shared Games with Kyle Kuzma,Shared Games with Monte Morris,Shared Games with Quenton Jackson,Shared Games with Rui Hachimura,Shared Games with Taj Gibson,Shared Games with Vernon Carey Jr.,Shared Games with Will Barton,Anthony Gill,Bradley Beal,Daniel Gafford,Delon Wright,Deni Avdija,Devon Dotson,Isaiah Todd,Jay Huff,Johnny Davis,Jordan Goodwin,Jordan Schakel,Kristaps Porziņģis,Kyle Kuzma,Monte Morris,Quenton Jackson,Rui Hachimura,Taj Gibson,Vernon Carey Jr.,Will Barton,Xavier Cooks,co_inf with Anthony Gill,co_inf with Bradley Beal,co_inf with Daniel Gafford,co_inf with Delon Wright,co_inf with Deni Avdija,co_inf with Devon Dotson,co_inf with Isaiah Todd,co_inf with Jay Huff,co_inf with Johnny Davis,co_inf with Jordan Goodwin,co_inf with Jordan Schakel,co_inf with Kristaps Porziņģis,co_inf with Kyle Kuzma,co_inf with Monte Morris,co_inf with Quenton Jackson,co_inf with Rui Hachimura,co_inf with Taj Gibson,co_inf with Vernon Carey Jr.,co_inf with Will Barton,co_inf with Xavier Cooks,A.J. Green,A.J. Lawson,Aaron Gordon,Aaron Holiday,Aaron Nesmith,Aaron Wiggins,Admiral Schofield,AJ Griffin,Al Horford,Alec Burks,Aleksej Pokusevski,Alex Caruso,Alex Len,Alize Johnson,Alondes Williams,Alperen Şengün,Amir Coffey,Andre Drummond,Andre Iguodala,Andrew Nembhard,Andrew Wiggins,Anfernee Simons,Marcus Smart,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
21,13,2022-11-28,23-270,WAS,MIN,0,19.65,4.0,4.0,1.000,2.0,2.0,1.000,1,2.0,.500,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,11.0,10.0,+19,2.0,2.0,1.0,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,7.0,93.0,5.166666666666667,9.6,112.6,6.255555555555556,11.5,3.8,-1.5,-0.1,-1.4,0.0883715917663541,0.657,0.656,0.15,0.2,2.9,W (+15),W (+15)
22,14,2022-11-30,23-272,WAS,BRK,0,21.933333333333334,3.0,5.0,.600,1.0,3.0,.333,1,2.0,.500,0.0,2.0,2.0,0.0,0.0,1.0,1.0,3.0,8.0,4.4,-4,2.0,2.0,1.0,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,3.0,48.0,2.6666666666666665,3.9999999999999982,64.0,3.555555555555556,11.5,3.8,-1.5,-0.1,-1.4,0.0883715917663541,0.657,0.656,0.15,0.2,2.9,L (-6),L (-6)
23,15,2022-12-02,23-274,WAS,CHO,0,31.35,5.0,8.0,.625,4.0,7.0,.571,0,0.0,,1.0,4.0,5.0,1.0,1.0,1.0,0.0,4.0,14.0,13.1,+17,1.0,1.0,1.0,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,14.0,58.0,3.2222222222222223,13.099999999999998,70.5,3.9166666666666665,11.5,3.8,-1.5,-0.1,-1.4,0.0883715917663541,0.657,0.656,0.15,0.2,2.9,L (-1),L (-1)
24,16,2022-12-04,23-276,WAS,LAL,0,29.58333333333333,6.0,8.0,.750,4.0,6.0,.667,0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,16.0,13.7,-11,2.0,2.0,1.0,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,11.0,65.0,3.611111111111111,13.699999999999998,77.90000000000002,4.327777777777779,11.5,3.8,-1.5,-0.1,-1.4,0.0883715917663541,0.657,0.656,0.15,0.2,2.9,L (-11),L (-11)
25,17,2022-12-07,23-279,WAS,CHI,1,30.066666666666663,4.0,8.0,.500,2.0,5.0,.400,0,0.0,,1.0,2.0,3.0,1.0,2.0,0.0,2.0,2.0,10.0,7.2,-13,3.0,2.0,0.6666666666666666,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,6.0,57.0,3.1666666666666665,7.1999999999999975,79.8,4.433333333333334,11.5,3.8,-1.5,-0.1,-1.4,0.0883715917663541,0.657,0.656,0.15,0.2,2.9,L (-4),L (-4)
26,18,2022-12-09,23-281,WAS,IND,1,32.016666666666666,3.0,7.0,.429,0.0,4.0,.000,2,3.0,.667,1.0,3.0,4.0,2.0,0.0,0.0,1.0,4.0,8.0,4.3,+1,3.0,3.0,1.0,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,3.0,64.0,3.555555555555556,3.5,83.89999999999999,4.661111111111111,11.5,3.8,-1.5,-0.1,-1.4,0.0883715917663541,0.657,0.656,0.15,0.2,2.9,L (-10),L (-10)
27,19,2022-12-10,23-282,WAS,LAC,1,42.85,3.0,11.0,.273,1.0,5.0,.200,0,0.0,,2.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,7.0,3.5,-9,6.0,2.0,0.3333333333333333,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,2.0,59.0,3.2777777777777777,3.5,71.3,3.961111111111111,11.5,3.8,-1.5,-0.1,-1.4,0.0883715917663541,0.657,0.656,0.15,0.2,2.9,L (-7),L (-7)
28,20,2022-12-12,23-284,WAS,BRK,1,35.56666666666667,3.0,11.0,.273,2.0,6.0,.333,1,1.0,1.000,2.0,2.0,4.0,1.0,1.0,0.0,1.0,1.0,9.0,4.8,-26,5.0,1.0,0.2,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,2.0,64.0,3.555555555555556,4.399999999999999,77.4,4.300000000000001,11.5,3.8,-1.5,-0.1,-1.4,0.0883715917663541,0.657,0.656,0.15,0.2,2.9,L (-12),L (-12)
29,21,2022-12-14,23-286,WAS,DEN,1,34.63333333333333,6.0,10.0,.600,4.0,6.0,.667,0,0.0,,0.0,1.0,1.0,2.0,0.0,1.0,0.0,3.0,16.0,12.6,-1,4.0,2.0,0.5,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,10.0,69.0,3.8333333333333335,12.599999999999998,86.80000000000001,4.822222222222223,11.5,3.8,-1.5,-0.1,-1.4,0.0883715917663541,0.657,0.656,0.15,0.2,2.9,L (-13),L (-13)
30,22,2022-12-17,23-289,WAS,LAC,1,32.86666666666667,3.0,8.0,.375,1.0,4.0,.250,0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,1.0,3.0,7.0,2.1,-9,4.0,2.0,0.5,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,1.0,55.0,3.055555555555556,2.0999999999999988,59.7,3.316666666666667,11.5,3.8,-1.5,-0.1,-1.4,0.0883715917663541,0.657,0.656,0.15,0.2,2.9,L (-9),L (-9)
31,23,2022-12-18,23-290,WAS,LAL,0,16.683333333333334,2.0,5.0,.400,1.0,4.0,.250,1,1.0,1.000,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,6.0,3.9,-14,1.0,1.0,1.0,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,2.0,69.0,3.8333333333333335,3.5,81.4,4.522222222222222,11.5,3.8,-1.5,-0.1,-1.4,0.0883715917663541,0.657,0.656,0.15,0.2,2.9,L (-2),L (-2)
32,24,2022-12-20,23-292,WAS,PHO,0,18.266666666666666,2.0,5.0,.400,1.0,3.0,.333,1,2.0,.500,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,3.5,-12,2.0,1.0,0.5,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,1.0,62.0,3.4444444444444446,3.1,82.8,4.6,11.5,3.8,-1.5,-0.1,-1.4,0.0883715917663541,0.657,0.656,0.15,0.2,2.9,W (+3),W (+3)
33,25,2022-12-22,23-294,WAS,UTA,1,37.333333333333336,4.0,8.0,.500,2.0,5.0,.400,2,2.0,1.000,0.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,12.0,10.6,-3,3.0,2.0,0.6666666666666666,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,7.0,58.0,3.2222222222222223,9.799999999999995,71.4,3.966666666666667,11.5,3.8,-1.5,-0.1,-1.4,0.0883715917663541,0.657,0.656,0.15,0.2,2.9,L (-8),L (-8)
34,26,2022-12-23,23-295,WAS,SAC,0,25.766666666666666,4.0,7.0,.571,1.0,4.0,.250,0,0.0,,0.0,4.0,4.0,1.0,1.0,0.0,1.0,2.0,9.0,6.8,+16,3.0,3.0,1.0,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,7.0,80.0,4.444444444444445,6.799999999999998,95.20000000000005,5.288888888888891,11.5,3.8,-1.5,-0.1,-1.4,0.0883715917663541,0.657,0.656,0.15,0.2,2.9,W (+14),W (+14)
35,27,2022-12-27,23-299,WAS,PHI,0,16.616666666666667,2.0,7.0,.286,1.0,4.0,.250,3,3.0,1.000,0.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,8.0,5.1,+2,3.0,1.0,0.3333333333333333,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,2.0,55.0,3.055555555555556,3.9,74.1,4.116666666666666,11.5,3.8,-1.5,-0.1,-1.4,0.0883715917663541,0.657,0.656,0.15,0.2,2.9,W (+5),W (+5)
36,28,2022-12-28,23-300,WAS,PHO,1,27.5,2.0,6.0,.333,1.0,5.0,.200,2,3.0,.667,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,7.0,4.2,0,1.0,1.0,1.0,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,0.0,91.0,5.055555555555555,3.3999999999999995,104.5,5.805555555555555,11.5,3.8,-1.5,-0.1,-1.4,0.0883715917663541,0.657,0.656,0.15,0.2,2.9,W (+25),W (+25)
37,29,2022-12-30,23-302,WAS,ORL,1,37.88333333333333,3.0,7.0,.429,3.0,6.0,.500,2,2.0,1.000,0.0,5.0,5.0,1.0,0.0,0.0,2.0,0.0,11.0,7.5,+25,1.0,0.0,0.0,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,6.0,87.0,4.833333333333333,6.699999999999999,84.99999999999999,4.722222222222221,11.5,3.8,-1.5,-0.1,-1.4,0.0883715917663541,0.657,0.656,0.15,0.2,2.9,W (+19),W (+19)
38,30,2023-01-01,23-304,WAS,MIL,1,30.03333333333333,3.0,3.0,1.000,2.0,2.0,1.000,4,4.0,1.000,0.0,6.0,6.0,1.0,1.0,0.0,1.0,0.0,12.0,13.6,+16,1.0,1.0,1.0,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,12.0,77.0,4.277777777777778,12.0,87.29999999999998,4.849999999999999,11.5,3.8,-1.5,-0.1,-1.4,0.0883715917663541,0.657,0.656,0.15,0.2,2.9,W (+23),W (+23)
39,31,2023-01-03,23-306,WAS,MIL,0,23.28333333333333,5.0,9.0,.556,2.0,4.0,.500,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,12.0,7.6,-5,5.0,3.0,0.6,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,4.0,65.0,3.611111111111111,7.6,78.8,4.377777777777777,11.5,3.8,-1.5,-0.1,-1.4,0.0883715917663541,0.657,0.656,0.15,0.2,2.9,L (-10),L (-10)
40,32,2023-01-06,23-309,WAS,OKC,1,26.616666666666667,2.0,8.0,.250,1.0,3.0,.333,2,2.0,1.000,2.0,5.0,7.0,0.0,1.0,0.0,0.0,1.0,7.0,5.7,0,5.0,1.0,0.2,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,5.0,45.0,2.5,4.9,63.7,3.538888888888889,11.5,3.8,-1.5,-0.1,-1.4,0.0883715917663541,0.657,0.656,0.15,0.2,2.9,L (-17),L (-17)
Rk,G,Date,Age,Tm,Opp,GS,0.0,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,,0.0,0.0,0.0,0.0,0.0,11.5,3.8,-1.5,-0.1,-1.4,0.0883715917663541,0.657,0.656,0.15,0.2,2.9,,
41,33,2023-01-09,23-312,WAS,NOP,1,33.88333333333333,5.0,12.0,.417,5.0,10.0,.500,2,2.0,1.000,0.0,5.0,5.0,1.0,1.0,0.0,3.0,2.0,17.0,10.0,-12,2.0,0.0,0.0,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,18,7.0,54.0,3.0,9.2,62.8,3.488888888888889,11.5,3.8,-1.5,-0.1,-1.4,0.0883715917663541,0.657,0.656,0.15,0.2,2.9,L (-20),L (-20)
