Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Holiday,Shared Games with AJ Griffin,Shared Games with Bogdan Bogdanović,Shared Games with Clint Capela,Shared Games with De'Andre Hunter,Shared Games with Dejounte Murray,Shared Games with Donovan Williams,Shared Games with Frank Kaminsky,Shared Games with Jalen Johnson,Shared Games with Jarrett Culver,Shared Games with John Collins,Shared Games with Justin Holiday,Shared Games with Onyeka Okongwu,Shared Games with Trent Forrest,Shared Games with Tyrese Martin,Shared Games with Vit Krejci,Aaron Holiday,AJ Griffin,Bogdan Bogdanović,Clint Capela,De'Andre Hunter,Dejounte Murray,Derrick Favors,Donovan Williams,Frank Kaminsky,Jalen Johnson,Jarrett Culver,John Collins,Justin Holiday,Onyeka Okongwu,Trent Forrest,Tyrese Martin,Vit Krejci,co_inf with Aaron Holiday,co_inf with AJ Griffin,co_inf with Bogdan Bogdanović,co_inf with Clint Capela,co_inf with De'Andre Hunter,co_inf with Dejounte Murray,co_inf with Derrick Favors,co_inf with Donovan Williams,co_inf with Frank Kaminsky,co_inf with Jalen Johnson,co_inf with Jarrett Culver,co_inf with John Collins,co_inf with Justin Holiday,co_inf with Onyeka Okongwu,co_inf with Trent Forrest,co_inf with Tyrese Martin,co_inf with Vit Krejci,Shared Games with Saddiq Bey,Shared Games with Bruno Fernando,Shared Games with Garrison Mathews,Bruno Fernando,Garrison Mathews,Saddiq Bey,co_inf with Saddiq Bey,co_inf with Bruno Fernando,co_inf with Garrison Mathews,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
36,32,2022/12/30,24-102,ATL,LAL,1,36.15,11,24,0.458,0,4,0,7,9,0.778,2,1,3,8,1,0,4,4,29,18.5,-9,20,11,0.55,54,63,48,60,61,67,2,29,62,7,65,35,71,16,12,23,63,72,54,65,67,74,,2,36,70,10,71,46,80,23,16,29,0.857142857,0.875,0.888888889,0.923076923,0.910447761,0.905405405,,1,0.805555556,0.885714286,0.7,0.915492958,0.760869565,0.8875,0.695652174,0.75,0.793103448,23,7,8,39,54,77,0.298701299,0.179487179,0.148148148,19,4,61,3.210526316,15.7,75.3,3.963157895,22,6.7,3.3,5.3,-2,0.197096077,0.573,0.331,0.46,3.4,5.3,L (-1),L (-1)
37,33,2023/1/2,24-105,ATL,GSW,1,43.51666667,8,22,0.364,3,10,0.3,11,13,0.846,1,6,7,14,1,0,4,2,30,25.5,-8,12,5,0.416666667,54,63,48,60,61,67,2,29,62,7,65,35,71,16,12,23,63,72,54,65,67,74,,2,36,70,10,71,46,80,23,16,29,0.857142857,0.875,0.888888889,0.923076923,0.910447761,0.905405405,,1,0.805555556,0.885714286,0.7,0.915492958,0.760869565,0.8875,0.695652174,0.75,0.793103448,23,7,8,39,54,77,0.298701299,0.179487179,0.148148148,19,13,84,4.421052632,21.1,109.5,5.763157895,22,6.7,3.3,5.3,-2,0.197096077,0.573,0.331,0.46,3.4,5.3,L (-9),L (-9)
38,34,2023/1/4,24-107,ATL,SAC,1,31.81666667,7,12,0.583,1,2,0.5,6,7,0.857,0,0,0,6,1,0,5,2,21,14.4,6,10,6,0.6,54,63,48,60,61,67,2,29,62,7,65,35,71,16,12,23,63,72,54,65,67,74,,2,36,70,10,71,46,80,23,16,29,0.857142857,0.875,0.888888889,0.923076923,0.910447761,0.905405405,,1,0.805555556,0.885714286,0.7,0.915492958,0.760869565,0.8875,0.695652174,0.75,0.793103448,23,7,8,39,54,77,0.298701299,0.179487179,0.148148148,19,4,64,3.368421053,12,89.8,4.726315789,22,6.7,3.3,5.3,-2,0.197096077,0.573,0.331,0.46,3.4,5.3,L (-2),L (-2)
39,35,2023/1/6,24-109,ATL,LAL,1,34.21666667,12,24,0.5,2,8,0.25,6,7,0.857,1,4,5,9,3,0,6,2,32,24,2,16,10,0.625,54,63,48,60,61,67,2,29,62,7,65,35,71,16,12,23,63,72,54,65,67,74,,2,36,70,10,71,46,80,23,16,29,0.857142857,0.875,0.888888889,0.923076923,0.910447761,0.905405405,,1,0.805555556,0.885714286,0.7,0.915492958,0.760869565,0.8875,0.695652174,0.75,0.793103448,23,7,8,39,54,77,0.298701299,0.179487179,0.148148148,19,12,48,2.526315789,21.6,66.7,3.510526316,22,6.7,3.3,5.3,-2,0.197096077,0.573,0.331,0.46,3.4,5.3,W (+3),W (+3)
40,36,2023/1/8,24-111,ATL,LAC,1,34.5,9,17,0.529,3,6,0.5,9,9,1,0,2,2,8,1,0,4,3,30,23.7,11,11,6,0.545454545,54,63,48,60,61,67,2,29,62,7,65,35,71,16,12,23,63,72,54,65,67,74,,2,36,70,10,71,46,80,23,16,29,0.857142857,0.875,0.888888889,0.923076923,0.910447761,0.905405405,,1,0.805555556,0.885714286,0.7,0.915492958,0.760869565,0.8875,0.695652174,0.75,0.793103448,23,7,8,39,54,77,0.298701299,0.179487179,0.148148148,19,11,62,3.263157895,20.1,68.7,3.615789474,22,6.7,3.3,5.3,-2,0.197096077,0.573,0.331,0.46,3.4,5.3,L (-16),L (-16)
41,,2023/1/11,24-114,ATL,MIL,,0,0,0,,,,,,0,,0,0,,0,0,0,0,0,0,,,,,,54,63,48,60,61,67,2,29,62,7,65,35,71,16,12,23,63,72,54,65,67,74,,2,36,70,10,71,46,80,23,16,29,0.857142857,0.875,0.888888889,0.923076923,0.910447761,0.905405405,,1,0.805555556,0.885714286,0.7,0.915492958,0.760869565,0.8875,0.695652174,0.75,0.793103448,23,7,8,39,54,77,0.298701299,0.179487179,0.148148148,19,,66,3.473684211,0,91.3,4.805263158,22,6.7,3.3,5.3,-2,0.197096077,0.573,0.331,0.46,3.4,5.3,W (+4),W (+4)
42,37,2023/1/13,24-116,ATL,IND,1,36.9,6,16,0.375,6,10,0.6,8,9,0.889,0,2,2,11,0,0,2,0,26,23.1,20,6,0,0,54,63,48,60,61,67,2,29,62,7,65,35,71,16,12,23,63,72,54,65,67,74,,2,36,70,10,71,46,80,23,16,29,0.857142857,0.875,0.888888889,0.923076923,0.910447761,0.905405405,,1,0.805555556,0.885714286,0.7,0.915492958,0.760869565,0.8875,0.695652174,0.75,0.793103448,23,7,8,39,54,77,0.298701299,0.179487179,0.148148148,19,12,75,3.947368421,19.9,78,4.105263158,22,6.7,3.3,5.3,-2,0.197096077,0.573,0.331,0.46,3.4,5.3,,
43,38,2023/1/14,24-117,ATL,TOR,1,37.71666667,9,17,0.529,2,5,0.4,9,9,1,0,0,0,9,2,1,3,2,29,25.9,15,12,7,0.583333333,54,63,48,60,61,67,2,29,62,7,65,35,71,16,12,23,63,72,54,65,67,74,,2,36,70,10,71,46,80,23,16,29,0.857142857,0.875,0.888888889,0.923076923,0.910447761,0.905405405,,1,0.805555556,0.885714286,0.7,0.915492958,0.760869565,0.8875,0.695652174,0.75,0.793103448,23,7,8,39,54,77,0.298701299,0.179487179,0.148148148,19,12,58,3.052631579,22.3,60.2,3.168421053,22,6.7,3.3,5.3,-2,0.197096077,0.573,0.331,0.46,3.4,5.3,L (-9),L (-9)
44,39,2023/1/16,24-119,ATL,MIA,1,35.98333333,6,13,0.462,3,6,0.5,9,11,0.818,0,3,3,8,4,0,10,4,24,15.4,1,7,3,0.428571429,54,63,48,60,61,67,2,29,62,7,65,35,71,16,12,23,63,72,54,65,67,74,,2,36,70,10,71,46,80,23,16,29,0.857142857,0.875,0.888888889,0.923076923,0.910447761,0.905405405,,1,0.805555556,0.885714286,0.7,0.915492958,0.760869565,0.8875,0.695652174,0.75,0.793103448,23,7,8,39,54,77,0.298701299,0.179487179,0.148148148,19,5,74,3.894736842,11.8,94.5,4.973684211,22,6.7,3.3,5.3,-2,0.197096077,0.573,0.331,0.46,3.4,5.3,W (+2),W (+2)
45,40,2023/1/18,24-121,ATL,DAL,1,34.86666667,5,11,0.455,0,1,0,8,8,1,0,4,4,12,3,0,4,0,18,20.9,0,10,5,0.5,54,63,48,60,61,67,2,29,62,7,65,35,71,16,12,23,63,72,54,65,67,74,,2,36,70,10,71,46,80,23,16,29,0.857142857,0.875,0.888888889,0.923076923,0.910447761,0.905405405,,1,0.805555556,0.885714286,0.7,0.915492958,0.760869565,0.8875,0.695652174,0.75,0.793103448,23,7,8,39,54,77,0.298701299,0.179487179,0.148148148,19,14,76,4,17.7,105.8,5.568421053,22,6.7,3.3,5.3,-2,0.197096077,0.573,0.331,0.46,3.4,5.3,W (+11),W (+11)
46,41,2023/1/20,24-123,ATL,NYK,1,32.51666667,9,21,0.429,1,7,0.143,8,8,1,1,0,1,6,1,0,4,1,27,17.4,11,14,8,0.571428571,54,63,48,60,61,67,2,29,62,7,65,35,71,16,12,23,63,72,54,65,67,74,,2,36,70,10,71,46,80,23,16,29,0.857142857,0.875,0.888888889,0.923076923,0.910447761,0.905405405,,1,0.805555556,0.885714286,0.7,0.915492958,0.760869565,0.8875,0.695652174,0.75,0.793103448,23,7,8,39,54,77,0.298701299,0.179487179,0.148148148,19,2,94,4.947368421,14.2,119.7,6.3,22,6.7,3.3,5.3,-2,0.197096077,0.573,0.331,0.46,3.4,5.3,W (+8),W (+8)
47,42,2023/1/21,24-124,ATL,CHO,1,37.63333333,9,22,0.409,0,4,0,7,9,0.778,0,5,5,12,0,0,6,2,25,15.5,8,18,9,0.5,54,63,48,60,61,67,2,29,62,7,65,35,71,16,12,23,63,72,54,65,67,74,,2,36,70,10,71,46,80,23,16,29,0.857142857,0.875,0.888888889,0.923076923,0.910447761,0.905405405,,1,0.805555556,0.885714286,0.7,0.915492958,0.760869565,0.8875,0.695652174,0.75,0.793103448,23,7,8,39,54,77,0.298701299,0.179487179,0.148148148,19,5,84,4.421052632,12.7,94.1,4.952631579,22,6.7,3.3,5.3,-2,0.197096077,0.573,0.331,0.46,3.4,5.3,W (+8),W (+8)
48,43,2023/1/23,24-126,ATL,CHI,1,37.58333333,7,16,0.438,0,5,0,7,10,0.7,1,2,3,13,0,0,6,1,21,15.4,6,11,7,0.636363636,54,63,48,60,61,67,2,29,62,7,65,35,71,16,12,23,63,72,54,65,67,74,,2,36,70,10,71,46,80,23,16,29,0.857142857,0.875,0.888888889,0.923076923,0.910447761,0.905405405,,1,0.805555556,0.885714286,0.7,0.915492958,0.760869565,0.8875,0.695652174,0.75,0.793103448,23,7,8,39,54,77,0.298701299,0.179487179,0.148148148,19,5,63,3.315789474,12.6,74.6,3.926315789,22,6.7,3.3,5.3,-2,0.197096077,0.573,0.331,0.46,3.4,5.3,W (+15),W (+15)
49,44,2023/1/25,24-128,ATL,OKC,1,34.66666667,10,20,0.5,3,6,0.5,10,11,0.909,0,3,3,11,0,0,5,0,33,26.2,-11,14,7,0.5,54,63,48,60,61,67,2,29,62,7,65,35,71,16,12,23,63,72,54,65,67,74,,2,36,70,10,71,46,80,23,16,29,0.857142857,0.875,0.888888889,0.923076923,0.910447761,0.905405405,,1,0.805555556,0.885714286,0.7,0.915492958,0.760869565,0.8875,0.695652174,0.75,0.793103448,23,7,8,39,54,77,0.298701299,0.179487179,0.148148148,19,11,73,3.842105263,22.2,101.7,5.352631579,22,6.7,3.3,5.3,-2,0.197096077,0.573,0.331,0.46,3.4,5.3,L (-4),L (-4)
50,45,2023/1/28,24-131,ATL,LAC,1,36.03333333,10,21,0.476,0,2,0,11,14,0.786,2,3,5,10,1,0,5,2,31,23.6,0,19,10,0.526315789,54,63,48,60,61,67,2,29,62,7,65,35,71,16,12,23,63,72,54,65,67,74,,2,36,70,10,71,46,80,23,16,29,0.857142857,0.875,0.888888889,0.923076923,0.910447761,0.905405405,,1,0.805555556,0.885714286,0.7,0.915492958,0.760869565,0.8875,0.695652174,0.75,0.793103448,23,7,8,39,54,77,0.298701299,0.179487179,0.148148148,19,7,86,4.526315789,19.2,102.1,5.373684211,22,6.7,3.3,5.3,-2,0.197096077,0.573,0.331,0.46,3.4,5.3,L (-11),L (-11)
51,,2023/1/30,24-133,ATL,POR,,0,0,0,,,,,,0,,0,0,,0,0,0,0,0,0,,,,,,54,63,48,60,61,67,2,29,62,7,65,35,71,16,12,23,63,72,54,65,67,74,,2,36,70,10,71,46,80,23,16,29,0.857142857,0.875,0.888888889,0.923076923,0.910447761,0.905405405,,1,0.805555556,0.885714286,0.7,0.915492958,0.760869565,0.8875,0.695652174,0.75,0.793103448,23,7,8,39,54,77,0.298701299,0.179487179,0.148148148,19,,77,4.052631579,0,107.6,5.663157895,22,6.7,3.3,5.3,-2,0.197096077,0.573,0.331,0.46,3.4,5.3,W (+5),W (+5)
52,46,2023/2/1,24-135,ATL,PHO,1,27.16666667,8,17,0.471,3,3,1,1,1,1,0,1,1,12,1,0,4,1,20,16.6,21,14,5,0.357142857,54,63,48,60,61,67,2,29,62,7,65,35,71,16,12,23,63,72,54,65,67,74,,2,36,70,10,71,46,80,23,16,29,0.857142857,0.875,0.888888889,0.923076923,0.910447761,0.905405405,,1,0.805555556,0.885714286,0.7,0.915492958,0.760869565,0.8875,0.695652174,0.75,0.793103448,23,7,8,39,54,77,0.298701299,0.179487179,0.148148148,19,12,91,4.789473684,16.2,98.4,5.178947368,22,6.7,3.3,5.3,-2,0.197096077,0.573,0.331,0.46,3.4,5.3,L (-7),L (-7)
53,47,2023/2/3,24-137,ATL,UTA,1,34.2,10,19,0.526,2,8,0.25,5,7,0.714,2,2,4,6,2,1,2,2,27,23,4,11,8,0.727272727,54,63,48,60,61,67,2,29,62,7,65,35,71,16,12,23,63,72,54,65,67,74,,2,36,70,10,71,46,80,23,16,29,0.857142857,0.875,0.888888889,0.923076923,0.910447761,0.905405405,,1,0.805555556,0.885714286,0.7,0.915492958,0.760869565,0.8875,0.695652174,0.75,0.793103448,23,7,8,39,54,77,0.298701299,0.179487179,0.148148148,19,12,82,4.315789474,21,98.1,5.163157895,22,6.7,3.3,5.3,-2,0.197096077,0.573,0.331,0.46,3.4,5.3,L (-4),L (-4)
54,,2023/2/4,24-138,ATL,DEN,,0,0,0,,,,,,0,,0,0,,0,0,0,0,0,0,,,,,,54,63,48,60,61,67,2,29,62,7,65,35,71,16,12,23,63,72,54,65,67,74,,2,36,70,10,71,46,80,23,16,29,0.857142857,0.875,0.888888889,0.923076923,0.910447761,0.905405405,,1,0.805555556,0.885714286,0.7,0.915492958,0.760869565,0.8875,0.695652174,0.75,0.793103448,23,7,8,39,54,77,0.298701299,0.179487179,0.148148148,19,,78,4.105263158,0,105.3,5.542105263,22,6.7,3.3,5.3,-2,0.197096077,0.573,0.331,0.46,3.4,5.3,W (+32),W (+32)
55,48,2023/2/7,24-141,ATL,NOP,1,35.66666667,4,14,0.286,2,8,0.25,6,6,1,1,2,3,16,1,0,4,4,16,15.7,-13,6,2,0.333333333,54,63,48,60,61,67,2,29,62,7,65,35,71,16,12,23,63,72,54,65,67,74,,2,36,70,10,71,46,80,23,16,29,0.857142857,0.875,0.888888889,0.923076923,0.910447761,0.905405405,,1,0.805555556,0.885714286,0.7,0.915492958,0.760869565,0.8875,0.695652174,0.75,0.793103448,23,7,8,39,54,77,0.298701299,0.179487179,0.148148148,19,12,63,3.315789474,13.3,81.4,4.284210526,22,6.7,3.3,5.3,-2,0.197096077,0.573,0.331,0.46,3.4,5.3,W (+7),W (+7)
56,49,2023/2/9,24-143,ATL,PHO,1,38.23333333,10,18,0.556,5,8,0.625,11,12,0.917,3,4,7,12,2,0,9,2,36,30.9,15,10,5,0.5,54,63,48,60,61,67,2,29,62,7,65,35,71,16,12,23,63,72,54,65,67,74,,2,36,70,10,71,46,80,23,16,29,0.857142857,0.875,0.888888889,0.923076923,0.910447761,0.905405405,,1,0.805555556,0.885714286,0.7,0.915492958,0.760869565,0.8875,0.695652174,0.75,0.793103448,23,7,8,39,54,77,0.298701299,0.179487179,0.148148148,19,18,58,3.052631579,26.5,57.3,3.015789474,22,6.7,3.3,5.3,-2,0.197096077,0.573,0.331,0.46,3.4,5.3,L (-20),L (-20)
57,50,2023/2/11,24-145,ATL,SAS,1,32.61666667,9,19,0.474,2,5,0.4,4,4,1,1,3,4,17,1,1,5,0,24,24.5,24,14,7,0.5,54,63,48,60,61,67,2,29,62,7,65,35,71,16,12,23,63,72,54,65,67,74,,2,36,70,10,71,46,80,23,16,29,0.857142857,0.875,0.888888889,0.923076923,0.910447761,0.905405405,,1,0.805555556,0.885714286,0.7,0.915492958,0.760869565,0.8875,0.695652174,0.75,0.793103448,23,7,8,39,54,77,0.298701299,0.179487179,0.148148148,19,19,57,3,22.9,81.9,4.310526316,22,6.7,3.3,5.3,-2,0.197096077,0.573,0.331,0.46,3.4,5.3,L (-9),L (-9)
58,51,2023/2/13,24-147,ATL,CHO,1,34.78333333,7,18,0.389,2,7,0.286,9,9,1,1,1,2,14,2,0,5,1,25,22.6,-1,11,5,0.454545455,54,63,48,60,61,67,2,29,62,7,65,35,71,16,12,23,63,72,54,65,67,74,,2,36,70,10,71,46,80,23,16,29,0.857142857,0.875,0.888888889,0.923076923,0.910447761,0.905405405,,1,0.805555556,0.885714286,0.7,0.915492958,0.760869565,0.8875,0.695652174,0.75,0.793103448,23,7,8,39,54,77,0.298701299,0.179487179,0.148148148,19,11,63,3.315789474,19,92.6,4.873684211,22,6.7,3.3,5.3,-2,0.197096077,0.573,0.331,0.46,3.4,5.3,W (+9),W (+9)
59,52,2023/2/15,24-149,ATL,NYK,1,31.5,4,14,0.286,1,6,0.167,10,13,0.769,0,1,1,11,4,0,1,0,19,20.6,-13,8,3,0.375,54,63,48,60,61,67,2,29,62,7,65,35,71,16,12,23,63,72,54,65,67,74,,2,36,70,10,71,46,80,23,16,29,0.857142857,0.875,0.888888889,0.923076923,0.910447761,0.905405405,,1,0.805555556,0.885714286,0.7,0.915492958,0.760869565,0.8875,0.695652174,0.75,0.793103448,23,7,8,39,54,77,0.298701299,0.179487179,0.148148148,19,7,37,1.947368421,16.6,50.7,2.668421053,22,6.7,3.3,5.3,-2,0.197096077,0.573,0.331,0.46,3.4,5.3,W (+19),W (+19)
60,53,2023/2/24,24-158,ATL,CLE,1,32.33333333,8,18,0.444,4,7,0.571,14,15,0.933,0,3,3,9,1,0,2,3,34,29.2,16,11,4,0.363636364,54,63,48,60,61,67,2,29,62,7,65,35,71,16,12,23,63,72,54,65,67,74,,2,36,70,10,71,46,80,23,16,29,0.857142857,0.875,0.888888889,0.923076923,0.910447761,0.905405405,,1,0.805555556,0.885714286,0.7,0.915492958,0.760869565,0.8875,0.695652174,0.75,0.793103448,23,7,8,39,54,77,0.298701299,0.179487179,0.148148148,19,12,79,4.157894737,23.6,88.5,4.657894737,22,6.7,3.3,5.3,-2,0.197096077,0.573,0.331,0.46,3.4,5.3,L (-6),L (-6)
61,54,2023/2/26,24-160,ATL,BRK,1,33.8,12,26,0.462,1,5,0.2,9,9,1,1,2,3,8,2,0,4,2,34,24.7,-9,21,11,0.523809524,54,63,48,60,61,67,2,29,62,7,65,35,71,16,12,23,63,72,54,65,67,74,,2,36,70,10,71,46,80,23,16,29,0.857142857,0.875,0.888888889,0.923076923,0.910447761,0.905405405,,1,0.805555556,0.885714286,0.7,0.915492958,0.760869565,0.8875,0.695652174,0.75,0.793103448,23,7,8,39,54,77,0.298701299,0.179487179,0.148148148,19,8,45,2.368421053,21.1,70.9,3.731578947,22,6.7,3.3,5.3,-2,0.197096077,0.573,0.331,0.46,3.4,5.3,L (-21),L (-21)
62,55,2023/2/28,24-162,ATL,WAS,1,34.16666667,11,26,0.423,2,6,0.333,7,8,0.875,1,1,2,7,0,1,4,2,31,18.6,-8,20,9,0.45,54,63,48,60,61,67,2,29,62,7,65,35,71,16,12,23,63,72,54,65,67,74,,2,36,70,10,71,46,80,23,16,29,0.857142857,0.875,0.888888889,0.923076923,0.910447761,0.905405405,,1,0.805555556,0.885714286,0.7,0.915492958,0.760869565,0.8875,0.695652174,0.75,0.793103448,23,7,8,39,54,77,0.298701299,0.179487179,0.148148148,19,3,59,3.105263158,15.8,70.3,3.7,22,6.7,3.3,5.3,-2,0.197096077,0.573,0.331,0.46,3.4,5.3,W (+17),W (+17)
63,56,2023/3/3,24-165,ATL,POR,1,29.2,6,14,0.429,3,5,0.6,8,8,1,2,5,7,11,2,0,4,0,23,24.2,25,9,3,0.333333333,54,63,48,60,61,67,2,29,62,7,65,35,71,16,12,23,63,72,54,65,67,74,,2,36,70,10,71,46,80,23,16,29,0.857142857,0.875,0.888888889,0.923076923,0.910447761,0.905405405,,1,0.805555556,0.885714286,0.7,0.915492958,0.760869565,0.8875,0.695652174,0.75,0.793103448,23,7,8,39,54,77,0.298701299,0.179487179,0.148148148,19,17,73,3.842105263,21,85.5,4.5,22,6.7,3.3,5.3,-2,0.197096077,0.573,0.331,0.46,3.4,5.3,,
64,57,2023/3/4,24-166,ATL,MIA,1,32.28333333,2,13,0.154,0,5,0,4,5,0.8,1,3,4,10,5,0,5,1,8,7.5,-1,8,2,0.25,54,63,48,60,61,67,2,29,62,7,65,35,71,16,12,23,63,72,54,65,67,74,,2,36,70,10,71,46,80,23,16,29,0.857142857,0.875,0.888888889,0.923076923,0.910447761,0.905405405,,1,0.805555556,0.885714286,0.7,0.915492958,0.760869565,0.8875,0.695652174,0.75,0.793103448,23,7,8,39,54,77,0.298701299,0.179487179,0.148148148,19,4,50,2.631578947,5.9,68.6,3.610526316,22,6.7,3.3,5.3,-2,0.197096077,0.573,0.331,0.46,3.4,5.3,W (+2),W (+2)
65,58,2023/3/6,24-168,ATL,MIA,1,33.75,9,17,0.529,1,5,0.2,6,8,0.75,1,0,1,7,1,0,3,0,25,19.5,7,12,8,0.666666667,54,63,48,60,61,67,2,29,62,7,65,35,71,16,12,23,63,72,54,65,67,74,,2,36,70,10,71,46,80,23,16,29,0.857142857,0.875,0.888888889,0.923076923,0.910447761,0.905405405,,1,0.805555556,0.885714286,0.7,0.915492958,0.760869565,0.8875,0.695652174,0.75,0.793103448,23,7,8,39,54,77,0.298701299,0.179487179,0.148148148,19,6,61,3.210526316,17.1,78.2,4.115789474,22,6.7,3.3,5.3,-2,0.197096077,0.573,0.331,0.46,3.4,5.3,L (-3),L (-3)
66,59,2023/3/8,24-170,ATL,WAS,1,32.66666667,11,14,0.786,3,4,0.75,3,4,0.75,1,3,4,10,3,0,5,2,28,28,0,10,8,0.8,54,63,48,60,61,67,2,29,62,7,65,35,71,16,12,23,63,72,54,65,67,74,,2,36,70,10,71,46,80,23,16,29,0.857142857,0.875,0.888888889,0.923076923,0.910447761,0.905405405,,1,0.805555556,0.885714286,0.7,0.915492958,0.760869565,0.8875,0.695652174,0.75,0.793103448,23,7,8,39,54,77,0.298701299,0.179487179,0.148148148,19,22,36,1.894736842,26.8,72.2,3.8,22,6.7,3.3,5.3,-2,0.197096077,0.573,0.331,0.46,3.4,5.3,W (+18),W (+18)
67,60,2023/3/10,24-172,ATL,WAS,1,32.85,9,19,0.474,6,10,0.6,4,4,1,0,2,2,9,2,0,3,2,28,23.4,4,9,3,0.333333333,54,63,48,60,61,67,2,29,62,7,65,35,71,16,12,23,63,72,54,65,67,74,,2,36,70,10,71,46,80,23,16,29,0.857142857,0.875,0.888888889,0.923076923,0.910447761,0.905405405,,1,0.805555556,0.885714286,0.7,0.915492958,0.760869565,0.8875,0.695652174,0.75,0.793103448,23,7,8,39,54,77,0.298701299,0.179487179,0.148148148,19,15,49,2.578947368,21.8,62.4,3.284210526,22,6.7,3.3,5.3,-2,0.197096077,0.573,0.331,0.46,3.4,5.3,L (-8),L (-8)
68,61,2023/3/11,24-173,ATL,BOS,1,33.65,12,27,0.444,4,11,0.364,7,7,1,1,2,3,13,0,0,3,2,35,27.5,-10,16,8,0.5,54,63,48,60,61,67,2,29,62,7,65,35,71,16,12,23,63,72,54,65,67,74,,2,36,70,10,71,46,80,23,16,29,0.857142857,0.875,0.888888889,0.923076923,0.910447761,0.905405405,,1,0.805555556,0.885714286,0.7,0.915492958,0.760869565,0.8875,0.695652174,0.75,0.793103448,23,7,8,39,54,77,0.298701299,0.179487179,0.148148148,19,14,63,3.315789474,24.7,70.4,3.705263158,22,6.7,3.3,5.3,-2,0.197096077,0.573,0.331,0.46,3.4,5.3,L (-2),L (-2)
69,62,2023/3/13,24-175,ATL,MIN,1,33.9,15,25,0.6,1,4,0.25,10,10,1,3,3,6,7,1,0,4,1,41,34,-4,21,14,0.666666667,54,63,48,60,61,67,2,29,62,7,65,35,71,16,12,23,63,72,54,65,67,74,,2,36,70,10,71,46,80,23,16,29,0.857142857,0.875,0.888888889,0.923076923,0.910447761,0.905405405,,1,0.805555556,0.885714286,0.7,0.915492958,0.760869565,0.8875,0.695652174,0.75,0.793103448,23,7,8,39,54,77,0.298701299,0.179487179,0.148148148,19,16,43,2.263157895,30,44,2.315789474,22,6.7,3.3,5.3,-2,0.197096077,0.573,0.331,0.46,3.4,5.3,W (+2),W (+2)
70,63,2023/3/17,24-179,ATL,GSW,1,32.3,8,18,0.444,3,6,0.5,6,7,0.857,1,5,6,12,1,0,4,1,25,22.4,13,12,5,0.416666667,54,63,48,60,61,67,2,29,62,7,65,35,71,16,12,23,63,72,54,65,67,74,,2,36,70,10,71,46,80,23,16,29,0.857142857,0.875,0.888888889,0.923076923,0.910447761,0.905405405,,1,0.805555556,0.885714286,0.7,0.915492958,0.760869565,0.8875,0.695652174,0.75,0.793103448,23,7,8,39,54,77,0.298701299,0.179487179,0.148148148,19,15,57,3,20,80,4.210526316,22,6.7,3.3,5.3,-2,0.197096077,0.573,0.331,0.46,3.4,5.3,W (+7),W (+7)
71,64,2023/3/19,24-181,ATL,SAS,1,29.31666667,4,15,0.267,1,4,0.25,0,2,0,2,2,4,6,0,0,5,0,9,0.5,-14,11,3,0.272727273,54,63,48,60,61,67,2,29,62,7,65,35,71,16,12,23,63,72,54,65,67,74,,2,36,70,10,71,46,80,23,16,29,0.857142857,0.875,0.888888889,0.923076923,0.910447761,0.905405405,,1,0.805555556,0.885714286,0.7,0.915492958,0.760869565,0.8875,0.695652174,0.75,0.793103448,23,7,8,39,54,77,0.298701299,0.179487179,0.148148148,19,-3,66,3.473684211,0.5,85.3,4.489473684,22,6.7,3.3,5.3,-2,0.197096077,0.573,0.331,0.46,3.4,5.3,L (-9),L (-9)
72,65,2023/3/21,24-183,ATL,DET,1,30.31666667,7,19,0.368,3,9,0.333,13,15,0.867,2,1,3,12,0,0,3,4,30,24.2,28,10,4,0.4,54,63,48,60,61,67,2,29,62,7,65,35,71,16,12,23,63,72,54,65,67,74,,2,36,70,10,71,46,80,23,16,29,0.857142857,0.875,0.888888889,0.923076923,0.910447761,0.905405405,,1,0.805555556,0.885714286,0.7,0.915492958,0.760869565,0.8875,0.695652174,0.75,0.793103448,23,7,8,39,54,77,0.298701299,0.179487179,0.148148148,19,8,76,4,19,85.6,4.505263158,22,6.7,3.3,5.3,-2,0.197096077,0.573,0.331,0.46,3.4,5.3,L (-21),L (-21)
73,66,2023/3/22,24-184,ATL,MIN,1,32.06666667,6,16,0.375,3,4,0.75,14,16,0.875,0,2,2,8,1,0,6,1,29,20.2,-13,12,3,0.25,54,63,48,60,61,67,2,29,62,7,65,35,71,16,12,23,63,72,54,65,67,74,,2,36,70,10,71,46,80,23,16,29,0.857142857,0.875,0.888888889,0.923076923,0.910447761,0.905405405,,1,0.805555556,0.885714286,0.7,0.915492958,0.760869565,0.8875,0.695652174,0.75,0.793103448,23,7,8,39,54,77,0.298701299,0.179487179,0.148148148,19,2,78,4.105263158,14.6,87.8,4.621052632,22,6.7,3.3,5.3,-2,0.197096077,0.573,0.331,0.46,3.4,5.3,W (+8),W (+8)
