Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Holiday,Shared Games with AJ Griffin,Shared Games with Bogdan Bogdanović,Shared Games with Clint Capela,Shared Games with De'Andre Hunter,Shared Games with Donovan Williams,Shared Games with Frank Kaminsky,Shared Games with Jalen Johnson,Shared Games with Jarrett Culver,Shared Games with John Collins,Shared Games with Justin Holiday,Shared Games with Onyeka Okongwu,Shared Games with Trae Young,Shared Games with Trent Forrest,Shared Games with Tyrese Martin,Shared Games with Vit Krejci,Aaron Holiday,AJ Griffin,Bogdan Bogdanović,Clint Capela,De'Andre Hunter,Derrick Favors,Donovan Williams,Frank Kaminsky,Jalen Johnson,Jarrett Culver,John Collins,Justin Holiday,Onyeka Okongwu,Trae Young,Trent Forrest,Tyrese Martin,Vit Krejci,co_inf with Aaron Holiday,co_inf with AJ Griffin,co_inf with Bogdan Bogdanović,co_inf with Clint Capela,co_inf with De'Andre Hunter,co_inf with Derrick Favors,co_inf with Donovan Williams,co_inf with Frank Kaminsky,co_inf with Jalen Johnson,co_inf with Jarrett Culver,co_inf with John Collins,co_inf with Justin Holiday,co_inf with Onyeka Okongwu,co_inf with Trae Young,co_inf with Trent Forrest,co_inf with Tyrese Martin,co_inf with Vit Krejci,Shared Games with Dejounte Murray,Shared Games with Saddiq Bey,Shared Games with Bruno Fernando,Shared Games with Garrison Mathews,Bruno Fernando,Garrison Mathews,Saddiq Bey,co_inf with Saddiq Bey,co_inf with Bruno Fernando,co_inf with Garrison Mathews,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
25.0,25.0,2022-12-07,26-079,ATL,NYK,1.0,3.5666666666666664,0.0,0.0,,0.0,0.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,-4.0,0.0,0.0,,56,64,48,60,60,1,31,64,6,69,33,72,67,16,13,25,63.0,72.0,54.0,65.0,67.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9230769230769232,0.8955223880597015,,0.5,0.8611111111111112,0.9142857142857144,0.6,0.971830985915493,0.717391304347826,0.9,0.9178082191780822,0.6956521739130435,0.8125,0.8620689655172413,74,22,8,7,39.0,54.0,77.0,0.2857142857142857,0.2051282051282051,0.1296296296296296,20,0.0,46.0,2.3,1.2,64.0,3.2,17.0,4.7,1.0,1.1,0.0,0.15600865,0.54,0.293,0.144,2.1,2.4,L (-7),L (-7)
26.0,,2022-12-09,26-081,ATL,BRK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,56,64,48,60,60,1,31,64,6,69,33,72,67,16,13,25,63.0,72.0,54.0,65.0,67.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9230769230769232,0.8955223880597015,,0.5,0.8611111111111112,0.9142857142857144,0.6,0.971830985915493,0.717391304347826,0.9,0.9178082191780822,0.6956521739130435,0.8125,0.8620689655172413,74,22,8,7,39.0,54.0,77.0,0.2857142857142857,0.2051282051282051,0.1296296296296296,20,,65.0,3.25,0.0,102.8,5.14,17.0,4.7,1.0,1.1,0.0,0.15600865,0.54,0.293,0.144,2.1,2.4,L (-24),L (-24)
27.0,,2022-12-11,26-083,ATL,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,56,64,48,60,60,1,31,64,6,69,33,72,67,16,13,25,63.0,72.0,54.0,65.0,67.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9230769230769232,0.8955223880597015,,0.5,0.8611111111111112,0.9142857142857144,0.6,0.971830985915493,0.717391304347826,0.9,0.9178082191780822,0.6956521739130435,0.8125,0.8620689655172413,74,22,8,7,39.0,54.0,77.0,0.2857142857142857,0.2051282051282051,0.1296296296296296,20,,80.0,4.0,0.0,111.8,5.59,17.0,4.7,1.0,1.1,0.0,0.15600865,0.54,0.293,0.144,2.1,2.4,L (-4),L (-4)
28.0,,2022-12-12,26-084,ATL,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,56,64,48,60,60,1,31,64,6,69,33,72,67,16,13,25,63.0,72.0,54.0,65.0,67.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9230769230769232,0.8955223880597015,,0.5,0.8611111111111112,0.9142857142857144,0.6,0.971830985915493,0.717391304347826,0.9,0.9178082191780822,0.6956521739130435,0.8125,0.8620689655172413,74,22,8,7,39.0,54.0,77.0,0.2857142857142857,0.2051282051282051,0.1296296296296296,20,,32.0,1.6,0.0,58.8,2.94,17.0,4.7,1.0,1.1,0.0,0.15600865,0.54,0.293,0.144,2.1,2.4,W (+1),W (+1)
29.0,,2022-12-14,26-086,ATL,ORL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,56,64,48,60,60,1,31,64,6,69,33,72,67,16,13,25,63.0,72.0,54.0,65.0,67.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9230769230769232,0.8955223880597015,,0.5,0.8611111111111112,0.9142857142857144,0.6,0.971830985915493,0.717391304347826,0.9,0.9178082191780822,0.6956521739130435,0.8125,0.8620689655172413,74,22,8,7,39.0,54.0,77.0,0.2857142857142857,0.2051282051282051,0.1296296296296296,20,,71.0,3.55,0.0,101.60000000000002,5.080000000000001,17.0,4.7,1.0,1.1,0.0,0.15600865,0.54,0.293,0.144,2.1,2.4,L (-25),L (-25)
30.0,,2022-12-16,26-088,ATL,CHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,56,64,48,60,60,1,31,64,6,69,33,72,67,16,13,25,63.0,72.0,54.0,65.0,67.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9230769230769232,0.8955223880597015,,0.5,0.8611111111111112,0.9142857142857144,0.6,0.971830985915493,0.717391304347826,0.9,0.9178082191780822,0.6956521739130435,0.8125,0.8620689655172413,74,22,8,7,39.0,54.0,77.0,0.2857142857142857,0.2051282051282051,0.1296296296296296,20,,47.0,2.35,0.0,83.2,4.16,17.0,4.7,1.0,1.1,0.0,0.15600865,0.54,0.293,0.144,2.1,2.4,L (-11),L (-11)
31.0,26.0,2022-12-19,26-091,ATL,ORL,1.0,37.56666666666667,7.0,18.0,0.389,1.0,7.0,0.143,2.0,2.0,1.0,1.0,4.0,5.0,3.0,2.0,0.0,3.0,4.0,17.0,8.6,-2.0,11.0,6.0,0.5454545454545454,56,64,48,60,60,1,31,64,6,69,33,72,67,16,13,25,63.0,72.0,54.0,65.0,67.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9230769230769232,0.8955223880597015,,0.5,0.8611111111111112,0.9142857142857144,0.6,0.971830985915493,0.717391304347826,0.9,0.9178082191780822,0.6956521739130435,0.8125,0.8620689655172413,74,22,8,7,39.0,54.0,77.0,0.2857142857142857,0.2051282051282051,0.1296296296296296,20,4.0,79.0,3.95,7.799999999999997,106.2,5.3100000000000005,17.0,4.7,1.0,1.1,0.0,0.15600865,0.54,0.293,0.144,2.1,2.4,W (+19),W (+19)
32.0,27.0,2022-12-21,26-093,ATL,CHI,1.0,39.98333333333333,7.0,17.0,0.412,0.0,3.0,0.0,1.0,1.0,1.0,0.0,5.0,5.0,10.0,0.0,0.0,5.0,2.0,15.0,8.6,-2.0,14.0,7.0,0.5,56,64,48,60,60,1,31,64,6,69,33,72,67,16,13,25,63.0,72.0,54.0,65.0,67.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9230769230769232,0.8955223880597015,,0.5,0.8611111111111112,0.9142857142857144,0.6,0.971830985915493,0.717391304347826,0.9,0.9178082191780822,0.6956521739130435,0.8125,0.8620689655172413,74,22,8,7,39.0,54.0,77.0,0.2857142857142857,0.2051282051282051,0.1296296296296296,20,7.0,68.0,3.4,8.200000000000001,85.4,4.2700000000000005,17.0,4.7,1.0,1.1,0.0,0.15600865,0.54,0.293,0.144,2.1,2.4,W (+1),W (+1)
33.0,28.0,2022-12-23,26-095,ATL,DET,1.0,36.583333333333336,10.0,18.0,0.556,3.0,8.0,0.375,3.0,4.0,0.75,0.0,3.0,3.0,5.0,4.0,0.0,1.0,2.0,26.0,23.6,19.0,10.0,7.0,0.7,56,64,48,60,60,1,31,64,6,69,33,72,67,16,13,25,63.0,72.0,54.0,65.0,67.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9230769230769232,0.8955223880597015,,0.5,0.8611111111111112,0.9142857142857144,0.6,0.971830985915493,0.717391304347826,0.9,0.9178082191780822,0.6956521739130435,0.8125,0.8620689655172413,74,22,8,7,39.0,54.0,77.0,0.2857142857142857,0.2051282051282051,0.1296296296296296,20,15.0,101.0,5.05,22.399999999999995,116.6,5.83,17.0,4.7,1.0,1.1,0.0,0.15600865,0.54,0.293,0.144,2.1,2.4,L (-2),L (-2)
34.0,29.0,2022-12-27,26-099,ATL,IND,1.0,34.733333333333334,4.0,12.0,0.333,1.0,3.0,0.333,5.0,6.0,0.833,0.0,2.0,2.0,3.0,1.0,0.0,1.0,1.0,14.0,9.1,-20.0,9.0,3.0,0.3333333333333333,56,64,48,60,60,1,31,64,6,69,33,72,67,16,13,25,63.0,72.0,54.0,65.0,67.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9230769230769232,0.8955223880597015,,0.5,0.8611111111111112,0.9142857142857144,0.6,0.971830985915493,0.717391304347826,0.9,0.9178082191780822,0.6956521739130435,0.8125,0.8620689655172413,74,22,8,7,39.0,54.0,77.0,0.2857142857142857,0.2051282051282051,0.1296296296296296,20,1.0,57.0,2.85,7.099999999999998,89.59999999999998,4.479999999999999,17.0,4.7,1.0,1.1,0.0,0.15600865,0.54,0.293,0.144,2.1,2.4,W (+25),W (+25)
35.0,30.0,2022-12-28,26-100,ATL,BRK,1.0,39.833333333333336,10.0,26.0,0.385,1.0,4.0,0.25,3.0,4.0,0.75,1.0,8.0,9.0,8.0,1.0,0.0,0.0,0.0,24.0,19.1,-1.0,22.0,9.0,0.4090909090909091,56,64,48,60,60,1,31,64,6,69,33,72,67,16,13,25,63.0,72.0,54.0,65.0,67.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9230769230769232,0.8955223880597015,,0.5,0.8611111111111112,0.9142857142857144,0.6,0.971830985915493,0.717391304347826,0.9,0.9178082191780822,0.6956521739130435,0.8125,0.8620689655172413,74,22,8,7,39.0,54.0,77.0,0.2857142857142857,0.2051282051282051,0.1296296296296296,20,12.0,60.0,3.0,17.899999999999995,87.59999999999998,4.379999999999999,17.0,4.7,1.0,1.1,0.0,0.15600865,0.54,0.293,0.144,2.1,2.4,L (-15),L (-15)
36.0,31.0,2022-12-30,26-102,ATL,LAL,1.0,39.13333333333333,8.0,17.0,0.471,3.0,7.0,0.429,1.0,1.0,1.0,1.0,6.0,7.0,9.0,1.0,0.0,2.0,0.0,20.0,19.1,-8.0,10.0,5.0,0.5,56,64,48,60,60,1,31,64,6,69,33,72,67,16,13,25,63.0,72.0,54.0,65.0,67.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9230769230769232,0.8955223880597015,,0.5,0.8611111111111112,0.9142857142857144,0.6,0.971830985915493,0.717391304347826,0.9,0.9178082191780822,0.6956521739130435,0.8125,0.8620689655172413,74,22,8,7,39.0,54.0,77.0,0.2857142857142857,0.2051282051282051,0.1296296296296296,20,17.0,65.0,3.25,18.700000000000003,91.0,4.55,17.0,4.7,1.0,1.1,0.0,0.15600865,0.54,0.293,0.144,2.1,2.4,L (-1),L (-1)
37.0,32.0,2023-01-02,26-105,ATL,GSW,1.0,50.7,10.0,20.0,0.5,1.0,4.0,0.25,4.0,4.0,1.0,1.0,9.0,10.0,7.0,2.0,1.0,3.0,1.0,25.0,22.6,0.0,16.0,9.0,0.5625,56,64,48,60,60,1,31,64,6,69,33,72,67,16,13,25,63.0,72.0,54.0,65.0,67.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9230769230769232,0.8955223880597015,,0.5,0.8611111111111112,0.9142857142857144,0.6,0.971830985915493,0.717391304347826,0.9,0.9178082191780822,0.6956521739130435,0.8125,0.8620689655172413,74,22,8,7,39.0,54.0,77.0,0.2857142857142857,0.2051282051282051,0.1296296296296296,20,18.0,97.0,4.85,21.0,130.60000000000002,6.530000000000001,17.0,4.7,1.0,1.1,0.0,0.15600865,0.54,0.293,0.144,2.1,2.4,L (-9),L (-9)
38.0,33.0,2023-01-04,26-107,ATL,SAC,1.0,34.766666666666666,8.0,17.0,0.471,1.0,4.0,0.25,4.0,4.0,1.0,1.0,5.0,6.0,4.0,3.0,0.0,2.0,1.0,21.0,17.9,0.0,13.0,7.0,0.5384615384615384,56,64,48,60,60,1,31,64,6,69,33,72,67,16,13,25,63.0,72.0,54.0,65.0,67.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9230769230769232,0.8955223880597015,,0.5,0.8611111111111112,0.9142857142857144,0.6,0.971830985915493,0.717391304347826,0.9,0.9178082191780822,0.6956521739130435,0.8125,0.8620689655172413,74,22,8,7,39.0,54.0,77.0,0.2857142857142857,0.2051282051282051,0.1296296296296296,20,11.0,68.0,3.4,16.299999999999997,101.8,5.09,17.0,4.7,1.0,1.1,0.0,0.15600865,0.54,0.293,0.144,2.1,2.4,L (-2),L (-2)
39.0,34.0,2023-01-06,26-109,ATL,LAL,1.0,35.03333333333333,7.0,18.0,0.389,2.0,4.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,6.0,1.0,0.0,1.0,0.0,16.0,10.7,-11.0,14.0,5.0,0.3571428571428571,56,64,48,60,60,1,31,64,6,69,33,72,67,16,13,25,63.0,72.0,54.0,65.0,67.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9230769230769232,0.8955223880597015,,0.5,0.8611111111111112,0.9142857142857144,0.6,0.971830985915493,0.717391304347826,0.9,0.9178082191780822,0.6956521739130435,0.8125,0.8620689655172413,74,22,8,7,39.0,54.0,77.0,0.2857142857142857,0.2051282051282051,0.1296296296296296,20,4.0,60.0,3.0,10.7,88.30000000000001,4.415000000000001,17.0,4.7,1.0,1.1,0.0,0.15600865,0.54,0.293,0.144,2.1,2.4,W (+3),W (+3)
40.0,35.0,2023-01-08,26-111,ATL,LAC,1.0,37.38333333333333,8.0,18.0,0.444,0.0,3.0,0.0,0.0,0.0,,1.0,4.0,5.0,4.0,1.0,0.0,2.0,0.0,16.0,10.3,0.0,15.0,8.0,0.5333333333333333,56,64,48,60,60,1,31,64,6,69,33,72,67,16,13,25,63.0,72.0,54.0,65.0,67.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9230769230769232,0.8955223880597015,,0.5,0.8611111111111112,0.9142857142857144,0.6,0.971830985915493,0.717391304347826,0.9,0.9178082191780822,0.6956521739130435,0.8125,0.8620689655172413,74,22,8,7,39.0,54.0,77.0,0.2857142857142857,0.2051282051282051,0.1296296296296296,20,6.0,73.0,3.65,10.3,88.80000000000001,4.44,17.0,4.7,1.0,1.1,0.0,0.15600865,0.54,0.293,0.144,2.1,2.4,L (-16),L (-16)
41.0,36.0,2023-01-11,26-114,ATL,MIL,1.0,37.88333333333333,4.0,16.0,0.25,1.0,5.0,0.2,0.0,0.0,,0.0,4.0,4.0,5.0,2.0,0.0,3.0,0.0,9.0,3.1,-14.0,11.0,3.0,0.2727272727272727,56,64,48,60,60,1,31,64,6,69,33,72,67,16,13,25,63.0,72.0,54.0,65.0,67.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9230769230769232,0.8955223880597015,,0.5,0.8611111111111112,0.9142857142857144,0.6,0.971830985915493,0.717391304347826,0.9,0.9178082191780822,0.6956521739130435,0.8125,0.8620689655172413,74,22,8,7,39.0,54.0,77.0,0.2857142857142857,0.2051282051282051,0.1296296296296296,20,1.0,66.0,3.3,3.099999999999998,91.29999999999998,4.565,17.0,4.7,1.0,1.1,0.0,0.15600865,0.54,0.293,0.144,2.1,2.4,W (+4),W (+4)
42.0,37.0,2023-01-13,26-116,ATL,IND,1.0,36.03333333333333,7.0,18.0,0.389,2.0,4.0,0.5,2.0,2.0,1.0,1.0,7.0,8.0,6.0,1.0,0.0,1.0,1.0,18.0,14.8,7.0,14.0,5.0,0.3571428571428571,56,64,48,60,60,1,31,64,6,69,33,72,67,16,13,25,63.0,72.0,54.0,65.0,67.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9230769230769232,0.8955223880597015,,0.5,0.8611111111111112,0.9142857142857144,0.6,0.971830985915493,0.717391304347826,0.9,0.9178082191780822,0.6956521739130435,0.8125,0.8620689655172413,74,22,8,7,39.0,54.0,77.0,0.2857142857142857,0.2051282051282051,0.1296296296296296,20,12.0,87.0,4.35,14.000000000000002,97.89999999999998,4.894999999999999,17.0,4.7,1.0,1.1,0.0,0.15600865,0.54,0.293,0.144,2.1,2.4,,
43.0,38.0,2023-01-14,26-117,ATL,TOR,1.0,38.583333333333336,10.0,17.0,0.588,2.0,5.0,0.4,5.0,6.0,0.833,0.0,8.0,8.0,6.0,2.0,0.0,4.0,2.0,27.0,22.5,13.0,12.0,8.0,0.6666666666666666,56,64,48,60,60,1,31,64,6,69,33,72,67,16,13,25,63.0,72.0,54.0,65.0,67.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9230769230769232,0.8955223880597015,,0.5,0.8611111111111112,0.9142857142857144,0.6,0.971830985915493,0.717391304347826,0.9,0.9178082191780822,0.6956521739130435,0.8125,0.8620689655172413,74,22,8,7,39.0,54.0,77.0,0.2857142857142857,0.2051282051282051,0.1296296296296296,20,16.0,70.0,3.5,20.5,82.5,4.125,17.0,4.7,1.0,1.1,0.0,0.15600865,0.54,0.293,0.144,2.1,2.4,L (-9),L (-9)
44.0,39.0,2023-01-16,26-119,ATL,MIA,1.0,35.18333333333333,11.0,17.0,0.647,5.0,8.0,0.625,1.0,2.0,0.5,0.0,4.0,4.0,7.0,2.0,1.0,2.0,0.0,28.0,26.9,4.0,9.0,6.0,0.6666666666666666,56,64,48,60,60,1,31,64,6,69,33,72,67,16,13,25,63.0,72.0,54.0,65.0,67.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9230769230769232,0.8955223880597015,,0.5,0.8611111111111112,0.9142857142857144,0.6,0.971830985915493,0.717391304347826,0.9,0.9178082191780822,0.6956521739130435,0.8125,0.8620689655172413,74,22,8,7,39.0,54.0,77.0,0.2857142857142857,0.2051282051282051,0.1296296296296296,20,21.0,79.0,3.95,26.500000000000004,106.29999999999998,5.315,17.0,4.7,1.0,1.1,0.0,0.15600865,0.54,0.293,0.144,2.1,2.4,W (+2),W (+2)
45.0,40.0,2023-01-18,26-121,ATL,DAL,1.0,37.61666666666667,12.0,18.0,0.667,4.0,6.0,0.667,2.0,2.0,1.0,1.0,6.0,7.0,4.0,1.0,0.0,1.0,4.0,30.0,25.9,7.0,12.0,8.0,0.6666666666666666,56,64,48,60,60,1,31,64,6,69,33,72,67,16,13,25,63.0,72.0,54.0,65.0,67.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9230769230769232,0.8955223880597015,,0.5,0.8611111111111112,0.9142857142857144,0.6,0.971830985915493,0.717391304347826,0.9,0.9178082191780822,0.6956521739130435,0.8125,0.8620689655172413,74,22,8,7,39.0,54.0,77.0,0.2857142857142857,0.2051282051282051,0.1296296296296296,20,21.0,90.0,4.5,25.09999999999999,123.5,6.175,17.0,4.7,1.0,1.1,0.0,0.15600865,0.54,0.293,0.144,2.1,2.4,W (+11),W (+11)
46.0,41.0,2023-01-20,26-123,ATL,NYK,1.0,36.46666666666667,14.0,25.0,0.56,1.0,4.0,0.25,0.0,0.0,,2.0,4.0,6.0,12.0,3.0,0.0,1.0,1.0,29.0,29.7,9.0,21.0,13.0,0.6190476190476191,56,64,48,60,60,1,31,64,6,69,33,72,67,16,13,25,63.0,72.0,54.0,65.0,67.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9230769230769232,0.8955223880597015,,0.5,0.8611111111111112,0.9142857142857144,0.6,0.971830985915493,0.717391304347826,0.9,0.9178082191780822,0.6956521739130435,0.8125,0.8620689655172413,74,22,8,7,39.0,54.0,77.0,0.2857142857142857,0.2051282051282051,0.1296296296296296,20,24.0,96.0,4.8,29.700000000000003,133.89999999999998,6.694999999999999,17.0,4.7,1.0,1.1,0.0,0.15600865,0.54,0.293,0.144,2.1,2.4,W (+8),W (+8)
47.0,42.0,2023-01-21,26-124,ATL,CHO,1.0,37.4,11.0,20.0,0.55,4.0,6.0,0.667,0.0,0.0,,0.0,3.0,3.0,3.0,1.0,0.0,3.0,0.0,26.0,17.4,-10.0,14.0,7.0,0.5,56,64,48,60,60,1,31,64,6,69,33,72,67,16,13,25,63.0,72.0,54.0,65.0,67.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9230769230769232,0.8955223880597015,,0.5,0.8611111111111112,0.9142857142857144,0.6,0.971830985915493,0.717391304347826,0.9,0.9178082191780822,0.6956521739130435,0.8125,0.8620689655172413,74,22,8,7,39.0,54.0,77.0,0.2857142857142857,0.2051282051282051,0.1296296296296296,20,10.0,89.0,4.45,17.4,106.8,5.34,17.0,4.7,1.0,1.1,0.0,0.15600865,0.54,0.293,0.144,2.1,2.4,W (+8),W (+8)
48.0,43.0,2023-01-23,26-126,ATL,CHI,1.0,36.48333333333333,9.0,19.0,0.474,2.0,7.0,0.286,0.0,0.0,,0.0,7.0,7.0,4.0,0.0,0.0,2.0,1.0,20.0,12.8,-21.0,12.0,7.0,0.5833333333333334,56,64,48,60,60,1,31,64,6,69,33,72,67,16,13,25,63.0,72.0,54.0,65.0,67.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9230769230769232,0.8955223880597015,,0.5,0.8611111111111112,0.9142857142857144,0.6,0.971830985915493,0.717391304347826,0.9,0.9178082191780822,0.6956521739130435,0.8125,0.8620689655172413,74,22,8,7,39.0,54.0,77.0,0.2857142857142857,0.2051282051282051,0.1296296296296296,20,10.0,68.0,3.4,12.800000000000004,87.2,4.36,17.0,4.7,1.0,1.1,0.0,0.15600865,0.54,0.293,0.144,2.1,2.4,W (+15),W (+15)
49.0,44.0,2023-01-25,26-128,ATL,OKC,1.0,38.41666666666666,9.0,19.0,0.474,1.0,8.0,0.125,2.0,2.0,1.0,0.0,2.0,2.0,3.0,0.0,1.0,4.0,3.0,21.0,9.5,-1.0,11.0,8.0,0.7272727272727273,56,64,48,60,60,1,31,64,6,69,33,72,67,16,13,25,63.0,72.0,54.0,65.0,67.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9230769230769232,0.8955223880597015,,0.5,0.8611111111111112,0.9142857142857144,0.6,0.971830985915493,0.717391304347826,0.9,0.9178082191780822,0.6956521739130435,0.8125,0.8620689655172413,74,22,8,7,39.0,54.0,77.0,0.2857142857142857,0.2051282051282051,0.1296296296296296,20,2.0,84.0,4.2,8.700000000000003,123.9,6.195,17.0,4.7,1.0,1.1,0.0,0.15600865,0.54,0.293,0.144,2.1,2.4,L (-4),L (-4)
50.0,45.0,2023-01-28,26-131,ATL,LAC,1.0,38.75,7.0,17.0,0.412,1.0,5.0,0.2,0.0,0.0,,1.0,5.0,6.0,8.0,2.0,1.0,1.0,1.0,15.0,15.0,-11.0,12.0,6.0,0.5,56,64,48,60,60,1,31,64,6,69,33,72,67,16,13,25,63.0,72.0,54.0,65.0,67.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9230769230769232,0.8955223880597015,,0.5,0.8611111111111112,0.9142857142857144,0.6,0.971830985915493,0.717391304347826,0.9,0.9178082191780822,0.6956521739130435,0.8125,0.8620689655172413,74,22,8,7,39.0,54.0,77.0,0.2857142857142857,0.2051282051282051,0.1296296296296296,20,14.0,93.0,4.65,15.000000000000004,121.29999999999998,6.065,17.0,4.7,1.0,1.1,0.0,0.15600865,0.54,0.293,0.144,2.1,2.4,L (-11),L (-11)
51.0,46.0,2023-01-30,26-133,ATL,POR,1.0,38.2,13.0,25.0,0.52,5.0,8.0,0.625,9.0,9.0,1.0,3.0,5.0,8.0,7.0,2.0,0.0,0.0,1.0,40.0,37.8,-4.0,17.0,8.0,0.4705882352941176,56,64,48,60,60,1,31,64,6,69,33,72,67,16,13,25,63.0,72.0,54.0,65.0,67.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9230769230769232,0.8955223880597015,,0.5,0.8611111111111112,0.9142857142857144,0.6,0.971830985915493,0.717391304347826,0.9,0.9178082191780822,0.6956521739130435,0.8125,0.8620689655172413,74,22,8,7,39.0,54.0,77.0,0.2857142857142857,0.2051282051282051,0.1296296296296296,20,23.0,77.0,3.85,34.2,107.6,5.38,17.0,4.7,1.0,1.1,0.0,0.15600865,0.54,0.293,0.144,2.1,2.4,W (+5),W (+5)
