Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anthony Edwards,Shared Games with Austin Rivers,Shared Games with Bryn Forbes,Shared Games with D'Angelo Russell,Shared Games with Jaden McDaniels,Shared Games with Jaylen Nowell,Shared Games with Jordan McLaughlin,Shared Games with Josh Minott,Shared Games with Karl-Anthony Towns,Shared Games with Kyle Anderson,Shared Games with Nathan Knight,Shared Games with Naz Reid,Shared Games with Rudy Gobert,Shared Games with Taurean Prince,Shared Games with Wendell Moore Jr.,A.J. Lawson,Anthony Edwards,Austin Rivers,Bryn Forbes,D'Angelo Russell,Jaden McDaniels,Jaylen Nowell,Jordan McLaughlin,Josh Minott,Karl-Anthony Towns,Kyle Anderson,Nathan Knight,Naz Reid,Rudy Gobert,Taurean Prince,Wendell Moore Jr.,co_inf with A.J. Lawson,co_inf with Anthony Edwards,co_inf with Austin Rivers,co_inf with Bryn Forbes,co_inf with D'Angelo Russell,co_inf with Jaden McDaniels,co_inf with Jaylen Nowell,co_inf with Jordan McLaughlin,co_inf with Josh Minott,co_inf with Karl-Anthony Towns,co_inf with Kyle Anderson,co_inf with Nathan Knight,co_inf with Naz Reid,co_inf with Rudy Gobert,co_inf with Taurean Prince,co_inf with Wendell Moore Jr.,Shared Games with Matt Ryan,Shared Games with Mike Conley,Shared Games with Nickeil Alexander-Walker,Matt Ryan,Mike Conley,Nickeil Alexander-Walker,Vit Krejci,co_inf with Matt Ryan,co_inf with Mike Conley,co_inf with Nickeil Alexander-Walker,co_inf with Vit Krejci,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
27,27,3,2022-12-12,23-350,MIN,@,POR,L (-21),0,4:03,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.3,+3,1.0,1.0,1.0,27,20,8,18,28,22,10,13,3,24,22,22,19,18,18,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,38.0,68.0,70.0,54.0,29.0,0.0,0.3417721518987341,0.3846153846153846,0.32,0.2535211267605634,0.3544303797468354,0.3384615384615385,0.2325581395348837,0.8666666666666667,0.1034482758620689,0.3478260869565217,0.5789473684210527,0.3235294117647059,0.2714285714285714,0.3333333333333333,0.6206896551724138,10,8,7,34.0,67.0,59.0,29.0,0.2941176470588235,0.1194029850746268,0.1186440677966101,0.0,18,3.0,66.0,3.6666666666666665,2.3,74.9,4.161111111111111
28,28,4,2022-12-14,23-352,MIN,@,LAC,L (-11),0,2:36,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,+5,0.0,0.0,,27,20,8,18,28,22,10,13,3,24,22,22,19,18,18,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,38.0,68.0,70.0,54.0,29.0,0.0,0.3417721518987341,0.3846153846153846,0.32,0.2535211267605634,0.3544303797468354,0.3384615384615385,0.2325581395348837,0.8666666666666667,0.1034482758620689,0.3478260869565217,0.5789473684210527,0.3235294117647059,0.2714285714285714,0.3333333333333333,0.6206896551724138,10,8,7,34.0,67.0,59.0,29.0,0.2941176470588235,0.1194029850746268,0.1186440677966101,0.0,18,-1.0,60.0,3.333333333333333,-0.7,71.89999999999999,3.994444444444444
29,29,,2022-12-16,23-354,MIN,@,OKC,W (+2),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,27,20,8,18,28,22,10,13,3,24,22,22,19,18,18,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,38.0,68.0,70.0,54.0,29.0,0.0,0.3417721518987341,0.3846153846153846,0.32,0.2535211267605634,0.3544303797468354,0.3384615384615385,0.2325581395348837,0.8666666666666667,0.1034482758620689,0.3478260869565217,0.5789473684210527,0.3235294117647059,0.2714285714285714,0.3333333333333333,0.6206896551724138,10,8,7,34.0,67.0,59.0,29.0,0.2941176470588235,0.1194029850746268,0.1186440677966101,0.0,18,,80.0,4.444444444444445,0.0,103.3,5.738888888888889
30,30,5,2022-12-18,23-356,MIN,,CHI,W (+24),0,9:58,3.0,3.0,1.000,0.0,0.0,,1,2.0,.500,1.0,3.0,4.0,3.0,0.0,0.0,1.0,2.0,7.0,7.6,+2,3.0,3.0,1.0,27,20,8,18,28,22,10,13,3,24,22,22,19,18,18,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,38.0,68.0,70.0,54.0,29.0,0.0,0.3417721518987341,0.3846153846153846,0.32,0.2535211267605634,0.3544303797468354,0.3384615384615385,0.2325581395348837,0.8666666666666667,0.1034482758620689,0.3478260869565217,0.5789473684210527,0.3235294117647059,0.2714285714285714,0.3333333333333333,0.6206896551724138,10,8,7,34.0,67.0,59.0,29.0,0.2941176470588235,0.1194029850746268,0.1186440677966101,0.0,18,8.0,114.0,6.333333333333333,7.1999999999999975,126.3,7.016666666666667
31,31,6,2022-12-19,23-357,MIN,,DAL,W (+10),0,2:53,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-1.5,-11,0.0,0.0,,27,20,8,18,28,22,10,13,3,24,22,22,19,18,18,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,38.0,68.0,70.0,54.0,29.0,0.0,0.3417721518987341,0.3846153846153846,0.32,0.2535211267605634,0.3544303797468354,0.3384615384615385,0.2325581395348837,0.8666666666666667,0.1034482758620689,0.3478260869565217,0.5789473684210527,0.3235294117647059,0.2714285714285714,0.3333333333333333,0.6206896551724138,10,8,7,34.0,67.0,59.0,29.0,0.2941176470588235,0.1194029850746268,0.1186440677966101,0.0,18,-1.0,68.0,3.7777777777777777,-1.5,83.79999999999998,4.655555555555555
32,32,,2022-12-21,23-359,MIN,,DAL,L (-5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,27,20,8,18,28,22,10,13,3,24,22,22,19,18,18,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,38.0,68.0,70.0,54.0,29.0,0.0,0.3417721518987341,0.3846153846153846,0.32,0.2535211267605634,0.3544303797468354,0.3384615384615385,0.2325581395348837,0.8666666666666667,0.1034482758620689,0.3478260869565217,0.5789473684210527,0.3235294117647059,0.2714285714285714,0.3333333333333333,0.6206896551724138,10,8,7,34.0,67.0,59.0,29.0,0.2941176470588235,0.1194029850746268,0.1186440677966101,0.0,18,,68.0,3.7777777777777777,0.0,83.20000000000002,4.622222222222224
33,33,7,2022-12-23,23-361,MIN,@,BOS,L (-12),0,1:12,1.0,1.0,1.000,0.0,0.0,,0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.4,+4,1.0,1.0,1.0,27,20,8,18,28,22,10,13,3,24,22,22,19,18,18,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,38.0,68.0,70.0,54.0,29.0,0.0,0.3417721518987341,0.3846153846153846,0.32,0.2535211267605634,0.3544303797468354,0.3384615384615385,0.2325581395348837,0.8666666666666667,0.1034482758620689,0.3478260869565217,0.5789473684210527,0.3235294117647059,0.2714285714285714,0.3333333333333333,0.6206896551724138,10,8,7,34.0,67.0,59.0,29.0,0.2941176470588235,0.1194029850746268,0.1186440677966101,0.0,18,2.0,58.0,3.2222222222222223,2.3999999999999995,64.3,3.572222222222222
34,34,,2022-12-26,23-364,MIN,@,MIA,L (-3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,27,20,8,18,28,22,10,13,3,24,22,22,19,18,18,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,38.0,68.0,70.0,54.0,29.0,0.0,0.3417721518987341,0.3846153846153846,0.32,0.2535211267605634,0.3544303797468354,0.3384615384615385,0.2325581395348837,0.8666666666666667,0.1034482758620689,0.3478260869565217,0.5789473684210527,0.3235294117647059,0.2714285714285714,0.3333333333333333,0.6206896551724138,10,8,7,34.0,67.0,59.0,29.0,0.2941176470588235,0.1194029850746268,0.1186440677966101,0.0,18,,76.0,4.222222222222222,0.0,82.19999999999999,4.566666666666666
35,35,,2022-12-28,24-001,MIN,@,NOP,L (-1),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,27,20,8,18,28,22,10,13,3,24,22,22,19,18,18,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,38.0,68.0,70.0,54.0,29.0,0.0,0.3417721518987341,0.3846153846153846,0.32,0.2535211267605634,0.3544303797468354,0.3384615384615385,0.2325581395348837,0.8666666666666667,0.1034482758620689,0.3478260869565217,0.5789473684210527,0.3235294117647059,0.2714285714285714,0.3333333333333333,0.6206896551724138,10,8,7,34.0,67.0,59.0,29.0,0.2941176470588235,0.1194029850746268,0.1186440677966101,0.0,18,,63.0,3.5,0.0,74.8,4.155555555555555
36,36,8,2022-12-30,24-003,MIN,@,MIL,L (-9),0,18:08,5.0,8.0,.625,0.0,1.0,.000,6,6.0,1.000,2.0,1.0,3.0,1.0,0.0,0.0,1.0,4.0,16.0,12.2,-1,7.0,5.0,0.7142857142857143,27,20,8,18,28,22,10,13,3,24,22,22,19,18,18,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,38.0,68.0,70.0,54.0,29.0,0.0,0.3417721518987341,0.3846153846153846,0.32,0.2535211267605634,0.3544303797468354,0.3384615384615385,0.2325581395348837,0.8666666666666667,0.1034482758620689,0.3478260869565217,0.5789473684210527,0.3235294117647059,0.2714285714285714,0.3333333333333333,0.6206896551724138,10,8,7,34.0,67.0,59.0,29.0,0.2941176470588235,0.1194029850746268,0.1186440677966101,0.0,18,5.0,58.0,3.2222222222222223,9.8,75.00000000000001,4.166666666666668
37,37,,2022-12-31,24-004,MIN,,DET,L (-12),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,27,20,8,18,28,22,10,13,3,24,22,22,19,18,18,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,38.0,68.0,70.0,54.0,29.0,0.0,0.3417721518987341,0.3846153846153846,0.32,0.2535211267605634,0.3544303797468354,0.3384615384615385,0.2325581395348837,0.8666666666666667,0.1034482758620689,0.3478260869565217,0.5789473684210527,0.3235294117647059,0.2714285714285714,0.3333333333333333,0.6206896551724138,10,8,7,34.0,67.0,59.0,29.0,0.2941176470588235,0.1194029850746268,0.1186440677966101,0.0,18,,51.0,2.833333333333333,0.0,53.6,2.977777777777778
38,38,9,2023-01-02,24-006,MIN,,DEN,W (+13),0,14:22,3.0,8.0,.375,0.0,2.0,.000,3,3.0,1.000,1.0,5.0,6.0,0.0,0.0,1.0,1.0,1.0,9.0,6.1,+11,6.0,3.0,0.5,27,20,8,18,28,22,10,13,3,24,22,22,19,18,18,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,38.0,68.0,70.0,54.0,29.0,0.0,0.3417721518987341,0.3846153846153846,0.32,0.2535211267605634,0.3544303797468354,0.3384615384615385,0.2325581395348837,0.8666666666666667,0.1034482758620689,0.3478260869565217,0.5789473684210527,0.3235294117647059,0.2714285714285714,0.3333333333333333,0.6206896551724138,10,8,7,34.0,67.0,59.0,29.0,0.2941176470588235,0.1194029850746268,0.1186440677966101,0.0,18,4.0,88.0,4.888888888888889,4.899999999999998,107.3,5.961111111111111
39,39,10,2023-01-04,24-008,MIN,,POR,W (+7),0,12:57,5.0,5.0,1.000,1.0,1.0,1.000,3,4.0,.750,1.0,1.0,2.0,0.0,1.0,0.0,1.0,4.0,14.0,11.5,+15,4.0,4.0,1.0,27,20,8,18,28,22,10,13,3,24,22,22,19,18,18,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,38.0,68.0,70.0,54.0,29.0,0.0,0.3417721518987341,0.3846153846153846,0.32,0.2535211267605634,0.3544303797468354,0.3384615384615385,0.2325581395348837,0.8666666666666667,0.1034482758620689,0.3478260869565217,0.5789473684210527,0.3235294117647059,0.2714285714285714,0.3333333333333333,0.6206896551724138,10,8,7,34.0,67.0,59.0,29.0,0.2941176470588235,0.1194029850746268,0.1186440677966101,0.0,18,7.0,53.0,2.9444444444444446,10.3,64.2,3.566666666666667
40,40,11,2023-01-06,24-010,MIN,,LAC,W (+13),0,2:30,0.0,2.0,.000,0.0,1.0,.000,2,2.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6,-4,1.0,0.0,0.0,27,20,8,18,28,22,10,13,3,24,22,22,19,18,18,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,38.0,68.0,70.0,54.0,29.0,0.0,0.3417721518987341,0.3846153846153846,0.32,0.2535211267605634,0.3544303797468354,0.3384615384615385,0.2325581395348837,0.8666666666666667,0.1034482758620689,0.3478260869565217,0.5789473684210527,0.3235294117647059,0.2714285714285714,0.3333333333333333,0.6206896551724138,10,8,7,34.0,67.0,59.0,29.0,0.2941176470588235,0.1194029850746268,0.1186440677966101,0.0,18,-2.0,80.0,4.444444444444445,-0.1999999999999999,92.5,5.138888888888889
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,27,20,8,18,28,22,10,13,3,24,22,22,19,18,18,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,38.0,68.0,70.0,54.0,29.0,0.0,0.3417721518987341,0.3846153846153846,0.32,0.2535211267605634,0.3544303797468354,0.3384615384615385,0.2325581395348837,0.8666666666666667,0.1034482758620689,0.3478260869565217,0.5789473684210527,0.3235294117647059,0.2714285714285714,0.3333333333333333,0.6206896551724138,10,8,7,34.0,67.0,59.0,29.0,0.2941176470588235,0.1194029850746268,0.1186440677966101,0.0,18,,0.0,0.0,0.0,0.0,0.0
42,41,,2023-01-08,24-012,MIN,@,HOU,W (+8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,27,20,8,18,28,22,10,13,3,24,22,22,19,18,18,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,38.0,68.0,70.0,54.0,29.0,0.0,0.3417721518987341,0.3846153846153846,0.32,0.2535211267605634,0.3544303797468354,0.3384615384615385,0.2325581395348837,0.8666666666666667,0.1034482758620689,0.3478260869565217,0.5789473684210527,0.3235294117647059,0.2714285714285714,0.3333333333333333,0.6206896551724138,10,8,7,34.0,67.0,59.0,29.0,0.2941176470588235,0.1194029850746268,0.1186440677966101,0.0,18,,68.0,3.7777777777777777,0.0,72.0,4.0
43,42,,2023-01-11,24-015,MIN,@,DET,L (-17),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,27,20,8,18,28,22,10,13,3,24,22,22,19,18,18,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,38.0,68.0,70.0,54.0,29.0,0.0,0.3417721518987341,0.3846153846153846,0.32,0.2535211267605634,0.3544303797468354,0.3384615384615385,0.2325581395348837,0.8666666666666667,0.1034482758620689,0.3478260869565217,0.5789473684210527,0.3235294117647059,0.2714285714285714,0.3333333333333333,0.6206896551724138,10,8,7,34.0,67.0,59.0,29.0,0.2941176470588235,0.1194029850746268,0.1186440677966101,0.0,18,,52.0,2.888888888888889,0.0,68.0,3.7777777777777777
44,43,,2023-01-13,24-017,MIN,,PHO,W (+5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,27,20,8,18,28,22,10,13,3,24,22,22,19,18,18,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,38.0,68.0,70.0,54.0,29.0,0.0,0.3417721518987341,0.3846153846153846,0.32,0.2535211267605634,0.3544303797468354,0.3384615384615385,0.2325581395348837,0.8666666666666667,0.1034482758620689,0.3478260869565217,0.5789473684210527,0.3235294117647059,0.2714285714285714,0.3333333333333333,0.6206896551724138,10,8,7,34.0,67.0,59.0,29.0,0.2941176470588235,0.1194029850746268,0.1186440677966101,0.0,18,,87.0,4.833333333333333,0.0,98.79999999999998,5.488888888888888
45,44,12,2023-01-14,24-018,MIN,,CLE,W (+8),0,9:41,4.0,5.0,.800,1.0,2.0,.500,0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,9.0,7.4,+11,3.0,3.0,1.0,27,20,8,18,28,22,10,13,3,24,22,22,19,18,18,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,38.0,68.0,70.0,54.0,29.0,0.0,0.3417721518987341,0.3846153846153846,0.32,0.2535211267605634,0.3544303797468354,0.3384615384615385,0.2325581395348837,0.8666666666666667,0.1034482758620689,0.3478260869565217,0.5789473684210527,0.3235294117647059,0.2714285714285714,0.3333333333333333,0.6206896551724138,10,8,7,34.0,67.0,59.0,29.0,0.2941176470588235,0.1194029850746268,0.1186440677966101,0.0,18,6.0,70.0,3.888888888888889,7.399999999999999,87.4,4.855555555555556
46,45,13,2023-01-16,24-020,MIN,,UTA,L (-1),0,10:49,1.0,7.0,.143,1.0,2.0,.500,0,2.0,.000,4.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,3.0,2.2,-3,5.0,0.0,0.0,27,20,8,18,28,22,10,13,3,24,22,22,19,18,18,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,38.0,68.0,70.0,54.0,29.0,0.0,0.3417721518987341,0.3846153846153846,0.32,0.2535211267605634,0.3544303797468354,0.3384615384615385,0.2325581395348837,0.8666666666666667,0.1034482758620689,0.3478260869565217,0.5789473684210527,0.3235294117647059,0.2714285714285714,0.3333333333333333,0.6206896551724138,10,8,7,34.0,67.0,59.0,29.0,0.2941176470588235,0.1194029850746268,0.1186440677966101,0.0,18,0.0,74.0,4.111111111111111,2.2,83.4,4.633333333333334
47,46,14,2023-01-18,24-022,MIN,@,DEN,L (-4),0,17:24,4.0,9.0,.444,3.0,5.0,.600,5,6.0,.833,3.0,1.0,4.0,0.0,0.0,0.0,0.0,3.0,16.0,12.1,-3,4.0,1.0,0.25,27,20,8,18,28,22,10,13,3,24,22,22,19,18,18,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,38.0,68.0,70.0,54.0,29.0,0.0,0.3417721518987341,0.3846153846153846,0.32,0.2535211267605634,0.3544303797468354,0.3384615384615385,0.2325581395348837,0.8666666666666667,0.1034482758620689,0.3478260869565217,0.5789473684210527,0.3235294117647059,0.2714285714285714,0.3333333333333333,0.6206896551724138,10,8,7,34.0,67.0,59.0,29.0,0.2941176470588235,0.1194029850746268,0.1186440677966101,0.0,18,5.0,80.0,4.444444444444445,10.1,89.29999999999998,4.96111111111111
48,47,15,2023-01-19,24-023,MIN,,TOR,W (+2),0,14:23,3.0,5.0,.600,1.0,2.0,.500,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,7.0,3.8,-1,3.0,2.0,0.6666666666666666,27,20,8,18,28,22,10,13,3,24,22,22,19,18,18,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,38.0,68.0,70.0,54.0,29.0,0.0,0.3417721518987341,0.3846153846153846,0.32,0.2535211267605634,0.3544303797468354,0.3384615384615385,0.2325581395348837,0.8666666666666667,0.1034482758620689,0.3478260869565217,0.5789473684210527,0.3235294117647059,0.2714285714285714,0.3333333333333333,0.6206896551724138,10,8,7,34.0,67.0,59.0,29.0,0.2941176470588235,0.1194029850746268,0.1186440677966101,0.0,18,3.0,88.0,4.888888888888889,3.8,96.0,5.333333333333333
49,48,16,2023-01-21,24-025,MIN,,HOU,W (+9),0,4:40,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,-1.6,0,0.0,0.0,,27,20,8,18,28,22,10,13,3,24,22,22,19,18,18,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,38.0,68.0,70.0,54.0,29.0,0.0,0.3417721518987341,0.3846153846153846,0.32,0.2535211267605634,0.3544303797468354,0.3384615384615385,0.2325581395348837,0.8666666666666667,0.1034482758620689,0.3478260869565217,0.5789473684210527,0.3235294117647059,0.2714285714285714,0.3333333333333333,0.6206896551724138,10,8,7,34.0,67.0,59.0,29.0,0.2941176470588235,0.1194029850746268,0.1186440677966101,0.0,18,0.0,80.0,4.444444444444445,-1.6,89.99999999999999,4.999999999999999
50,49,,2023-01-23,24-027,MIN,@,HOU,L (-5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,27,20,8,18,28,22,10,13,3,24,22,22,19,18,18,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,38.0,68.0,70.0,54.0,29.0,0.0,0.3417721518987341,0.3846153846153846,0.32,0.2535211267605634,0.3544303797468354,0.3384615384615385,0.2325581395348837,0.8666666666666667,0.1034482758620689,0.3478260869565217,0.5789473684210527,0.3235294117647059,0.2714285714285714,0.3333333333333333,0.6206896551724138,10,8,7,34.0,67.0,59.0,29.0,0.2941176470588235,0.1194029850746268,0.1186440677966101,0.0,18,,54.0,3.0,0.0,60.10000000000001,3.3388888888888895
51,50,,2023-01-25,24-029,MIN,@,NOP,W (+9),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,27,20,8,18,28,22,10,13,3,24,22,22,19,18,18,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,38.0,68.0,70.0,54.0,29.0,0.0,0.3417721518987341,0.3846153846153846,0.32,0.2535211267605634,0.3544303797468354,0.3384615384615385,0.2325581395348837,0.8666666666666667,0.1034482758620689,0.3478260869565217,0.5789473684210527,0.3235294117647059,0.2714285714285714,0.3333333333333333,0.6206896551724138,10,8,7,34.0,67.0,59.0,29.0,0.2941176470588235,0.1194029850746268,0.1186440677966101,0.0,18,,65.0,3.611111111111111,0.0,80.89999999999999,4.494444444444444
52,51,,2023-01-27,24-031,MIN,,MEM,W (+11),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,27,20,8,18,28,22,10,13,3,24,22,22,19,18,18,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,38.0,68.0,70.0,54.0,29.0,0.0,0.3417721518987341,0.3846153846153846,0.32,0.2535211267605634,0.3544303797468354,0.3384615384615385,0.2325581395348837,0.8666666666666667,0.1034482758620689,0.3478260869565217,0.5789473684210527,0.3235294117647059,0.2714285714285714,0.3333333333333333,0.6206896551724138,10,8,7,34.0,67.0,59.0,29.0,0.2941176470588235,0.1194029850746268,0.1186440677966101,0.0,18,,94.0,5.222222222222222,0.0,95.7,5.316666666666666
53,52,17,2023-01-28,24-032,MIN,,SAC,W (+7),0,4:15,0.0,3.0,.000,0.0,2.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-3.5,+6,1.0,0.0,0.0,27,20,8,18,28,22,10,13,3,24,22,22,19,18,18,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,38.0,68.0,70.0,54.0,29.0,0.0,0.3417721518987341,0.3846153846153846,0.32,0.2535211267605634,0.3544303797468354,0.3384615384615385,0.2325581395348837,0.8666666666666667,0.1034482758620689,0.3478260869565217,0.5789473684210527,0.3235294117647059,0.2714285714285714,0.3333333333333333,0.6206896551724138,10,8,7,34.0,67.0,59.0,29.0,0.2941176470588235,0.1194029850746268,0.1186440677966101,0.0,18,-4.0,79.0,4.388888888888889,-3.5,79.3,4.405555555555555
54,53,,2023-01-30,24-034,MIN,,SAC,L (-7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,27,20,8,18,28,22,10,13,3,24,22,22,19,18,18,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,38.0,68.0,70.0,54.0,29.0,0.0,0.3417721518987341,0.3846153846153846,0.32,0.2535211267605634,0.3544303797468354,0.3384615384615385,0.2325581395348837,0.8666666666666667,0.1034482758620689,0.3478260869565217,0.5789473684210527,0.3235294117647059,0.2714285714285714,0.3333333333333333,0.6206896551724138,10,8,7,34.0,67.0,59.0,29.0,0.2941176470588235,0.1194029850746268,0.1186440677966101,0.0,18,,81.0,4.5,0.0,96.59999999999998,5.366666666666665
55,54,18,2023-02-01,24-036,MIN,,GSW,W (+5),0,13:12,0.0,3.0,.000,0.0,2.0,.000,0,2.0,.000,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.2,-2,1.0,0.0,0.0,27,20,8,18,28,22,10,13,3,24,22,22,19,18,18,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,38.0,68.0,70.0,54.0,29.0,0.0,0.3417721518987341,0.3846153846153846,0.32,0.2535211267605634,0.3544303797468354,0.3384615384615385,0.2325581395348837,0.8666666666666667,0.1034482758620689,0.3478260869565217,0.5789473684210527,0.3235294117647059,0.2714285714285714,0.3333333333333333,0.6206896551724138,10,8,7,34.0,67.0,59.0,29.0,0.2941176470588235,0.1194029850746268,0.1186440677966101,0.0,18,0.0,71.0,3.9444444444444446,-0.1999999999999999,79.99999999999997,4.444444444444443
