Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Ben Simmons,Shared Games with Cam Thomas,Shared Games with David Duke Jr.,Shared Games with Day'Ron Sharpe,Shared Games with Edmond Sumner,Shared Games with Joe Harris,Shared Games with Kessler Edwards,Shared Games with Kevin Durant,Shared Games with Kyrie Irving,Shared Games with Markieff Morris,Shared Games with Nic Claxton,Shared Games with Patty Mills,Shared Games with Royce O'Neale,Shared Games with Seth Curry,Shared Games with Yuta Watanabe,Alondes Williams,Ben Simmons,Cam Thomas,David Duke Jr.,Day'Ron Sharpe,Edmond Sumner,Joe Harris,Kessler Edwards,Kevin Durant,Kyrie Irving,Markieff Morris,Nic Claxton,Patty Mills,RaiQuan Gray,Royce O'Neale,Seth Curry,Yuta Watanabe,co_inf with Alondes Williams,co_inf with Ben Simmons,co_inf with Cam Thomas,co_inf with David Duke Jr.,co_inf with Day'Ron Sharpe,co_inf with Edmond Sumner,co_inf with Joe Harris,co_inf with Kessler Edwards,co_inf with Kevin Durant,co_inf with Kyrie Irving,co_inf with Markieff Morris,co_inf with Nic Claxton,co_inf with Patty Mills,co_inf with RaiQuan Gray,co_inf with Royce O'Neale,co_inf with Seth Curry,co_inf with Yuta Watanabe,Shared Games with Bismack Biyombo,Shared Games with Cameron Johnson,Shared Games with Duane Washington Jr.,Shared Games with Ish Wainright,Shared Games with Jae Crowder,Shared Games with Jock Landale,Shared Games with Josh Okogie,Shared Games with Torrey Craig,Shared Games with Dorian Finney-Smith,Shared Games with Spencer Dinwiddie,Shared Games with Nerlens Noel,Shared Games with Moses Brown,Shared Games with Cameron Payne,Shared Games with Chris Paul,Shared Games with Damion Lee,Shared Games with Darius Bazley,Shared Games with Deandre Ayton,Shared Games with Devin Booker,Shared Games with Landry Shamet,Shared Games with Terrence Ross,Bismack Biyombo,Cameron Payne,Chris Paul,Damion Lee,Darius Bazley,Deandre Ayton,Devin Booker,Ish Wainright,Jaylen Brown,Jock Landale,Josh Okogie,Landry Shamet,Saben Lee,Terrence Ross,Torrey Craig,co_inf with Bismack Biyombo,co_inf with Ish Wainright,co_inf with Jaylen Brown,co_inf with Jock Landale,co_inf with Josh Okogie,co_inf with Torrey Craig,co_inf with Cameron Payne,co_inf with Chris Paul,co_inf with Damion Lee,co_inf with Darius Bazley,co_inf with Deandre Ayton,co_inf with Devin Booker,co_inf with Landry Shamet,co_inf with Saben Lee,co_inf with Terrence Ross,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
30.0,6.0,2022-12-16,29-102,BRK,TOR,0,17.05,4.0,6.0,.667,0.0,1.0,.000,2,2.0,1.000,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,10.0,6.8,+3,5.0,4.0,0.8,21,15,1,10,22,22,2,22,22,10,25,9,24,22,21,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,58.0,0.0,0.5,0.2631578947368421,0.0434782608695652,0.2083333333333333,0.4150943396226415,0.2972972972972973,0.0555555555555555,0.4680851063829787,0.3666666666666666,0.2857142857142857,0.3289473684210526,0.225,0.0,0.3157894736842105,0.360655737704918,0.3620689655172414,11,10,8,12,8,13,16,16,16,23,3,9,14,16,11,3,12,15,5,14,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,40.0,25.0,63.0,79.0,0.180327868852459,0.2,0.0,0.1884057971014492,0.2222222222222222,0.2025316455696202,0.2916666666666667,0.2711864406779661,0.1486486486486486,0.0697674418604651,0.1791044776119403,0.2830188679245283,0.125,0.0,0.2222222222222222,35,4.0,74.0,2.1142857142857143,6.0,97.3,2.78,13.5,1.2,-2.0,-1.7,-0.2,0.0071896126193797,0.55,0.248,0.13,0.0,0.4,W (+12),W (+12)
31.0,7.0,2022-12-18,29-104,BRK,DET,0,9.416666666666666,3.0,4.0,.750,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,4.3,-5,3.0,3.0,1.0,21,15,1,10,22,22,2,22,22,10,25,9,24,22,21,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,58.0,0.0,0.5,0.2631578947368421,0.0434782608695652,0.2083333333333333,0.4150943396226415,0.2972972972972973,0.0555555555555555,0.4680851063829787,0.3666666666666666,0.2857142857142857,0.3289473684210526,0.225,0.0,0.3157894736842105,0.360655737704918,0.3620689655172414,11,10,8,12,8,13,16,16,16,23,3,9,14,16,11,3,12,15,5,14,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,40.0,25.0,63.0,79.0,0.180327868852459,0.2,0.0,0.1884057971014492,0.2222222222222222,0.2025316455696202,0.2916666666666667,0.2711864406779661,0.1486486486486486,0.0697674418604651,0.1791044776119403,0.2830188679245283,0.125,0.0,0.2222222222222222,35,3.0,112.0,3.2,4.3,121.5,3.4714285714285715,13.5,1.2,-2.0,-1.7,-0.2,0.0071896126193797,0.55,0.248,0.13,0.0,0.4,W (+3),W (+3)
32.0,8.0,2022-12-21,29-107,BRK,GSW,0,21.683333333333334,5.0,10.0,.500,2.0,3.0,.667,0,0.0,,0.0,5.0,5.0,4.0,1.0,0.0,1.0,2.0,12.0,10.5,+15,7.0,3.0,0.4285714285714285,21,15,1,10,22,22,2,22,22,10,25,9,24,22,21,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,58.0,0.0,0.5,0.2631578947368421,0.0434782608695652,0.2083333333333333,0.4150943396226415,0.2972972972972973,0.0555555555555555,0.4680851063829787,0.3666666666666666,0.2857142857142857,0.3289473684210526,0.225,0.0,0.3157894736842105,0.360655737704918,0.3620689655172414,11,10,8,12,8,13,16,16,16,23,3,9,14,16,11,3,12,15,5,14,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,40.0,25.0,63.0,79.0,0.180327868852459,0.2,0.0,0.1884057971014492,0.2222222222222222,0.2025316455696202,0.2916666666666667,0.2711864406779661,0.1486486486486486,0.0697674418604651,0.1791044776119403,0.2830188679245283,0.125,0.0,0.2222222222222222,35,11.0,81.0,2.3142857142857145,10.5,92.5,2.642857142857143,13.5,1.2,-2.0,-1.7,-0.2,0.0071896126193797,0.55,0.248,0.13,0.0,0.4,W (+3),W (+3)
33.0,9.0,2022-12-23,29-109,BRK,MIL,0,21.28333333333333,5.0,11.0,.455,2.0,4.0,.500,0,0.0,,2.0,4.0,6.0,3.0,1.0,0.0,1.0,1.0,12.0,10.6,-5,7.0,3.0,0.4285714285714285,21,15,1,10,22,22,2,22,22,10,25,9,24,22,21,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,58.0,0.0,0.5,0.2631578947368421,0.0434782608695652,0.2083333333333333,0.4150943396226415,0.2972972972972973,0.0555555555555555,0.4680851063829787,0.3666666666666666,0.2857142857142857,0.3289473684210526,0.225,0.0,0.3157894736842105,0.360655737704918,0.3620689655172414,11,10,8,12,8,13,16,16,16,23,3,9,14,16,11,3,12,15,5,14,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,40.0,25.0,63.0,79.0,0.180327868852459,0.2,0.0,0.1884057971014492,0.2222222222222222,0.2025316455696202,0.2916666666666667,0.2711864406779661,0.1486486486486486,0.0697674418604651,0.1791044776119403,0.2830188679245283,0.125,0.0,0.2222222222222222,35,10.0,64.0,1.8285714285714283,10.600000000000003,72.39999999999999,2.0685714285714285,13.5,1.2,-2.0,-1.7,-0.2,0.0071896126193797,0.55,0.248,0.13,0.0,0.4,W (+30),W (+30)
34.0,10.0,2022-12-26,29-112,BRK,CLE,0,27.266666666666666,9.0,14.0,.643,2.0,4.0,.500,3,3.0,1.000,2.0,6.0,8.0,2.0,2.0,0.0,1.0,2.0,23.0,21.6,+16,10.0,7.0,0.7,21,15,1,10,22,22,2,22,22,10,25,9,24,22,21,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,58.0,0.0,0.5,0.2631578947368421,0.0434782608695652,0.2083333333333333,0.4150943396226415,0.2972972972972973,0.0555555555555555,0.4680851063829787,0.3666666666666666,0.2857142857142857,0.3289473684210526,0.225,0.0,0.3157894736842105,0.360655737704918,0.3620689655172414,11,10,8,12,8,13,16,16,16,23,3,9,14,16,11,3,12,15,5,14,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,40.0,25.0,63.0,79.0,0.180327868852459,0.2,0.0,0.1884057971014492,0.2222222222222222,0.2025316455696202,0.2916666666666667,0.2711864406779661,0.1486486486486486,0.0697674418604651,0.1791044776119403,0.2830188679245283,0.125,0.0,0.2222222222222222,35,17.0,103.0,2.942857142857143,20.40000000000001,111.4,3.182857142857143,13.5,1.2,-2.0,-1.7,-0.2,0.0071896126193797,0.55,0.248,0.13,0.0,0.4,W (+18),W (+18)
35.0,11.0,2022-12-28,29-114,BRK,ATL,0,26.066666666666663,1.0,5.0,.200,0.0,1.0,.000,0,0.0,,0.0,2.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,-0.2,-5,4.0,1.0,0.25,21,15,1,10,22,22,2,22,22,10,25,9,24,22,21,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,58.0,0.0,0.5,0.2631578947368421,0.0434782608695652,0.2083333333333333,0.4150943396226415,0.2972972972972973,0.0555555555555555,0.4680851063829787,0.3666666666666666,0.2857142857142857,0.3289473684210526,0.225,0.0,0.3157894736842105,0.360655737704918,0.3620689655172414,11,10,8,12,8,13,16,16,16,23,3,9,14,16,11,3,12,15,5,14,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,40.0,25.0,63.0,79.0,0.180327868852459,0.2,0.0,0.1884057971014492,0.2222222222222222,0.2025316455696202,0.2916666666666667,0.2711864406779661,0.1486486486486486,0.0697674418604651,0.1791044776119403,0.2830188679245283,0.125,0.0,0.2222222222222222,35,1.0,100.0,2.857142857142857,-0.2000000000000004,97.1,2.774285714285714,13.5,1.2,-2.0,-1.7,-0.2,0.0071896126193797,0.55,0.248,0.13,0.0,0.4,W (+8),W (+8)
36.0,12.0,2022-12-31,29-117,BRK,CHO,0,31.466666666666665,3.0,7.0,.429,0.0,3.0,.000,4,5.0,.800,0.0,7.0,7.0,1.0,0.0,0.0,2.0,1.0,10.0,6.3,+9,4.0,3.0,0.75,21,15,1,10,22,22,2,22,22,10,25,9,24,22,21,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,58.0,0.0,0.5,0.2631578947368421,0.0434782608695652,0.2083333333333333,0.4150943396226415,0.2972972972972973,0.0555555555555555,0.4680851063829787,0.3666666666666666,0.2857142857142857,0.3289473684210526,0.225,0.0,0.3157894736842105,0.360655737704918,0.3620689655172414,11,10,8,12,8,13,16,16,16,23,3,9,14,16,11,3,12,15,5,14,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,40.0,25.0,63.0,79.0,0.180327868852459,0.2,0.0,0.1884057971014492,0.2222222222222222,0.2025316455696202,0.2916666666666667,0.2711864406779661,0.1486486486486486,0.0697674418604651,0.1791044776119403,0.2830188679245283,0.125,0.0,0.2222222222222222,35,4.0,57.0,1.6285714285714286,4.6999999999999975,67.8,1.937142857142857,13.5,1.2,-2.0,-1.7,-0.2,0.0071896126193797,0.55,0.248,0.13,0.0,0.4,W (+1),W (+1)
37.0,13.0,2023-01-02,29-119,BRK,SAS,0,23.1,9.0,13.0,.692,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,18.0,14.8,+10,13.0,9.0,0.6923076923076923,21,15,1,10,22,22,2,22,22,10,25,9,24,22,21,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,58.0,0.0,0.5,0.2631578947368421,0.0434782608695652,0.2083333333333333,0.4150943396226415,0.2972972972972973,0.0555555555555555,0.4680851063829787,0.3666666666666666,0.2857142857142857,0.3289473684210526,0.225,0.0,0.3157894736842105,0.360655737704918,0.3620689655172414,11,10,8,12,8,13,16,16,16,23,3,9,14,16,11,3,12,15,5,14,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,40.0,25.0,63.0,79.0,0.180327868852459,0.2,0.0,0.1884057971014492,0.2222222222222222,0.2025316455696202,0.2916666666666667,0.2711864406779661,0.1486486486486486,0.0697674418604651,0.1791044776119403,0.2830188679245283,0.125,0.0,0.2222222222222222,35,9.0,91.0,2.6,14.800000000000002,75.99999999999999,2.171428571428571,13.5,1.2,-2.0,-1.7,-0.2,0.0071896126193797,0.55,0.248,0.13,0.0,0.4,W (+17),W (+17)
38.0,14.0,2023-01-04,29-121,BRK,CHI,0,14.1,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,-0.6,+1,1.0,0.0,0.0,21,15,1,10,22,22,2,22,22,10,25,9,24,22,21,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,58.0,0.0,0.5,0.2631578947368421,0.0434782608695652,0.2083333333333333,0.4150943396226415,0.2972972972972973,0.0555555555555555,0.4680851063829787,0.3666666666666666,0.2857142857142857,0.3289473684210526,0.225,0.0,0.3157894736842105,0.360655737704918,0.3620689655172414,11,10,8,12,8,13,16,16,16,23,3,9,14,16,11,3,12,15,5,14,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,40.0,25.0,63.0,79.0,0.180327868852459,0.2,0.0,0.1884057971014492,0.2222222222222222,0.2025316455696202,0.2916666666666667,0.2711864406779661,0.1486486486486486,0.0697674418604651,0.1791044776119403,0.2830188679245283,0.125,0.0,0.2222222222222222,35,2.0,74.0,2.1142857142857143,-0.6000000000000001,88.6,2.531428571428571,13.5,1.2,-2.0,-1.7,-0.2,0.0071896126193797,0.55,0.248,0.13,0.0,0.4,W (+36),W (+36)
39.0,15.0,2023-01-06,29-123,BRK,NOP,0,23.633333333333333,5.0,8.0,.625,1.0,2.0,.500,4,4.0,1.000,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,15.0,11.5,+15,6.0,4.0,0.6666666666666666,21,15,1,10,22,22,2,22,22,10,25,9,24,22,21,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,58.0,0.0,0.5,0.2631578947368421,0.0434782608695652,0.2083333333333333,0.4150943396226415,0.2972972972972973,0.0555555555555555,0.4680851063829787,0.3666666666666666,0.2857142857142857,0.3289473684210526,0.225,0.0,0.3157894736842105,0.360655737704918,0.3620689655172414,11,10,8,12,8,13,16,16,16,23,3,9,14,16,11,3,12,15,5,14,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,40.0,25.0,63.0,79.0,0.180327868852459,0.2,0.0,0.1884057971014492,0.2222222222222222,0.2025316455696202,0.2916666666666667,0.2711864406779661,0.1486486486486486,0.0697674418604651,0.1791044776119403,0.2830188679245283,0.125,0.0,0.2222222222222222,35,5.0,75.0,2.142857142857143,9.900000000000002,77.80000000000001,2.222857142857144,13.5,1.2,-2.0,-1.7,-0.2,0.0071896126193797,0.55,0.248,0.13,0.0,0.4,L (-9),L (-9)
40.0,16.0,2023-01-08,29-125,BRK,MIA,0,17.966666666666665,4.0,9.0,.444,2.0,4.0,.500,0,0.0,,0.0,3.0,3.0,1.0,2.0,0.0,2.0,1.0,10.0,6.5,-16,5.0,2.0,0.4,21,15,1,10,22,22,2,22,22,10,25,9,24,22,21,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,58.0,0.0,0.5,0.2631578947368421,0.0434782608695652,0.2083333333333333,0.4150943396226415,0.2972972972972973,0.0555555555555555,0.4680851063829787,0.3666666666666666,0.2857142857142857,0.3289473684210526,0.225,0.0,0.3157894736842105,0.360655737704918,0.3620689655172414,11,10,8,12,8,13,16,16,16,23,3,9,14,16,11,3,12,15,5,14,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,40.0,25.0,63.0,79.0,0.180327868852459,0.2,0.0,0.1884057971014492,0.2222222222222222,0.2025316455696202,0.2916666666666667,0.2711864406779661,0.1486486486486486,0.0697674418604651,0.1791044776119403,0.2830188679245283,0.125,0.0,0.2222222222222222,35,5.0,56.0,1.6,6.499999999999998,58.39999999999999,1.6685714285714284,13.5,1.2,-2.0,-1.7,-0.2,0.0071896126193797,0.55,0.248,0.13,0.0,0.4,W (+6),W (+6)
41.0,17.0,2023-01-12,29-129,BRK,BOS,0,28.116666666666667,9.0,18.0,.500,2.0,5.0,.400,0,0.0,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,20.0,11.3,-12,13.0,7.0,0.5384615384615384,21,15,1,10,22,22,2,22,22,10,25,9,24,22,21,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,58.0,0.0,0.5,0.2631578947368421,0.0434782608695652,0.2083333333333333,0.4150943396226415,0.2972972972972973,0.0555555555555555,0.4680851063829787,0.3666666666666666,0.2857142857142857,0.3289473684210526,0.225,0.0,0.3157894736842105,0.360655737704918,0.3620689655172414,11,10,8,12,8,13,16,16,16,23,3,9,14,16,11,3,12,15,5,14,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,40.0,25.0,63.0,79.0,0.180327868852459,0.2,0.0,0.1884057971014492,0.2222222222222222,0.2025316455696202,0.2916666666666667,0.2711864406779661,0.1486486486486486,0.0697674418604651,0.1791044776119403,0.2830188679245283,0.125,0.0,0.2222222222222222,35,4.0,33.0,0.9428571428571428,11.3,37.6,1.0742857142857145,13.5,1.2,-2.0,-1.7,-0.2,0.0071896126193797,0.55,0.248,0.13,0.0,0.4,W (+1),W (+1)
42.0,18.0,2023-01-15,29-132,BRK,OKC,0,22.35,3.0,8.0,.375,2.0,4.0,.500,1,3.0,.333,1.0,2.0,3.0,1.0,0.0,0.0,1.0,3.0,9.0,3.6,+1,4.0,1.0,0.25,21,15,1,10,22,22,2,22,22,10,25,9,24,22,21,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,58.0,0.0,0.5,0.2631578947368421,0.0434782608695652,0.2083333333333333,0.4150943396226415,0.2972972972972973,0.0555555555555555,0.4680851063829787,0.3666666666666666,0.2857142857142857,0.3289473684210526,0.225,0.0,0.3157894736842105,0.360655737704918,0.3620689655172414,11,10,8,12,8,13,16,16,16,23,3,9,14,16,11,3,12,15,5,14,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,40.0,25.0,63.0,79.0,0.180327868852459,0.2,0.0,0.1884057971014492,0.2222222222222222,0.2025316455696202,0.2916666666666667,0.2711864406779661,0.1486486486486486,0.0697674418604651,0.1791044776119403,0.2830188679245283,0.125,0.0,0.2222222222222222,35,1.0,68.0,1.9428571428571428,3.199999999999997,45.0,1.2857142857142858,13.5,1.2,-2.0,-1.7,-0.2,0.0071896126193797,0.55,0.248,0.13,0.0,0.4,,
43.0,19.0,2023-01-17,29-134,BRK,SAS,0,23.633333333333333,7.0,13.0,.538,0.0,2.0,.000,5,6.0,.833,0.0,5.0,5.0,0.0,1.0,0.0,1.0,1.0,19.0,13.4,+2,11.0,7.0,0.6363636363636364,21,15,1,10,22,22,2,22,22,10,25,9,24,22,21,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,58.0,0.0,0.5,0.2631578947368421,0.0434782608695652,0.2083333333333333,0.4150943396226415,0.2972972972972973,0.0555555555555555,0.4680851063829787,0.3666666666666666,0.2857142857142857,0.3289473684210526,0.225,0.0,0.3157894736842105,0.360655737704918,0.3620689655172414,11,10,8,12,8,13,16,16,16,23,3,9,14,16,11,3,12,15,5,14,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,40.0,25.0,63.0,79.0,0.180327868852459,0.2,0.0,0.1884057971014492,0.2222222222222222,0.2025316455696202,0.2916666666666667,0.2711864406779661,0.1486486486486486,0.0697674418604651,0.1791044776119403,0.2830188679245283,0.125,0.0,0.2222222222222222,35,5.0,51.0,1.457142857142857,11.4,61.49999999999999,1.757142857142857,13.5,1.2,-2.0,-1.7,-0.2,0.0071896126193797,0.55,0.248,0.13,0.0,0.4,L (-11),L (-11)
44.0,20.0,2023-01-19,29-136,BRK,PHO,0,7.5,1.0,3.0,.333,0.0,0.0,,1,2.0,.500,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,-1.0,-5,3.0,1.0,0.3333333333333333,21,15,1,10,22,22,2,22,22,10,25,9,24,22,21,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,58.0,0.0,0.5,0.2631578947368421,0.0434782608695652,0.2083333333333333,0.4150943396226415,0.2972972972972973,0.0555555555555555,0.4680851063829787,0.3666666666666666,0.2857142857142857,0.3289473684210526,0.225,0.0,0.3157894736842105,0.360655737704918,0.3620689655172414,11,10,8,12,8,13,16,16,16,23,3,9,14,16,11,3,12,15,5,14,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,40.0,25.0,63.0,79.0,0.180327868852459,0.2,0.0,0.1884057971014492,0.2222222222222222,0.2025316455696202,0.2916666666666667,0.2711864406779661,0.1486486486486486,0.0697674418604651,0.1791044776119403,0.2830188679245283,0.125,0.0,0.2222222222222222,35,-2.0,59.0,1.6857142857142855,-1.4,61.400000000000006,1.7542857142857144,13.5,1.2,-2.0,-1.7,-0.2,0.0071896126193797,0.55,0.248,0.13,0.0,0.4,L (-10),L (-10)
45.0,21.0,2023-01-20,29-137,BRK,UTA,0,17.583333333333332,2.0,4.0,.500,1.0,2.0,.500,0,0.0,,0.0,3.0,3.0,2.0,1.0,1.0,0.0,1.0,5.0,6.6,-10,2.0,1.0,0.5,21,15,1,10,22,22,2,22,22,10,25,9,24,22,21,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,58.0,0.0,0.5,0.2631578947368421,0.0434782608695652,0.2083333333333333,0.4150943396226415,0.2972972972972973,0.0555555555555555,0.4680851063829787,0.3666666666666666,0.2857142857142857,0.3289473684210526,0.225,0.0,0.3157894736842105,0.360655737704918,0.3620689655172414,11,10,8,12,8,13,16,16,16,23,3,9,14,16,11,3,12,15,5,14,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,40.0,25.0,63.0,79.0,0.180327868852459,0.2,0.0,0.1884057971014492,0.2222222222222222,0.2025316455696202,0.2916666666666667,0.2711864406779661,0.1486486486486486,0.0697674418604651,0.1791044776119403,0.2830188679245283,0.125,0.0,0.2222222222222222,35,8.0,42.0,1.2,6.599999999999999,48.7,1.3914285714285717,13.5,1.2,-2.0,-1.7,-0.2,0.0071896126193797,0.55,0.248,0.13,0.0,0.4,L (-8),L (-8)
46.0,22.0,2023-01-22,29-139,BRK,GSW,0,11.083333333333334,2.0,8.0,.250,0.0,1.0,.000,0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,4.0,-0.3,-12,7.0,2.0,0.2857142857142857,21,15,1,10,22,22,2,22,22,10,25,9,24,22,21,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,58.0,0.0,0.5,0.2631578947368421,0.0434782608695652,0.2083333333333333,0.4150943396226415,0.2972972972972973,0.0555555555555555,0.4680851063829787,0.3666666666666666,0.2857142857142857,0.3289473684210526,0.225,0.0,0.3157894736842105,0.360655737704918,0.3620689655172414,11,10,8,12,8,13,16,16,16,23,3,9,14,16,11,3,12,15,5,14,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,40.0,25.0,63.0,79.0,0.180327868852459,0.2,0.0,0.1884057971014492,0.2222222222222222,0.2025316455696202,0.2916666666666667,0.2711864406779661,0.1486486486486486,0.0697674418604651,0.1791044776119403,0.2830188679245283,0.125,0.0,0.2222222222222222,35,-1.0,36.0,1.0285714285714285,-0.2999999999999998,34.599999999999994,0.9885714285714284,13.5,1.2,-2.0,-1.7,-0.2,0.0071896126193797,0.55,0.248,0.13,0.0,0.4,L (-5),L (-5)
47.0,23.0,2023-01-25,29-142,BRK,PHI,0,9.383333333333333,1.0,2.0,.500,0.0,0.0,,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.6,-9,2.0,1.0,0.5,21,15,1,10,22,22,2,22,22,10,25,9,24,22,21,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,58.0,0.0,0.5,0.2631578947368421,0.0434782608695652,0.2083333333333333,0.4150943396226415,0.2972972972972973,0.0555555555555555,0.4680851063829787,0.3666666666666666,0.2857142857142857,0.3289473684210526,0.225,0.0,0.3157894736842105,0.360655737704918,0.3620689655172414,11,10,8,12,8,13,16,16,16,23,3,9,14,16,11,3,12,15,5,14,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,40.0,25.0,63.0,79.0,0.180327868852459,0.2,0.0,0.1884057971014492,0.2222222222222222,0.2025316455696202,0.2916666666666667,0.2711864406779661,0.1486486486486486,0.0697674418604651,0.1791044776119403,0.2830188679245283,0.125,0.0,0.2222222222222222,35,2.0,75.0,2.142857142857143,1.5999999999999996,59.7,1.7057142857142855,13.5,1.2,-2.0,-1.7,-0.2,0.0071896126193797,0.55,0.248,0.13,0.0,0.4,W (+11),W (+11)
