Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bismack Biyombo,Shared Games with Cameron Johnson,Shared Games with Cameron Payne,Shared Games with Damion Lee,Shared Games with Dario ?ari?,Shared Games with Deandre Ayton,Shared Games with Devin Booker,Shared Games with Duane Washington Jr.,Shared Games with Ish Wainright,Shared Games with Jock Landale,Shared Games with Josh Okogie,Shared Games with Landry Shamet,Shared Games with Mikal Bridges,Shared Games with Torrey Craig,Bismack Biyombo,Cameron Johnson,Cameron Payne,Damion Lee,Dario ?ari?,Deandre Ayton,Devin Booker,Duane Washington Jr.,Ish Wainright,Jae Crowder,Jock Landale,Josh Okogie,Landry Shamet,Mikal Bridges,Torrey Craig,co_inf with Bismack Biyombo,co_inf with Cameron Johnson,co_inf with Cameron Payne,co_inf with Damion Lee,co_inf with Deandre Ayton,co_inf with Devin Booker,co_inf with Duane Washington Jr.,co_inf with Ish Wainright,co_inf with Jae Crowder,co_inf with Jock Landale,co_inf with Josh Okogie,co_inf with Landry Shamet,co_inf with Mikal Bridges,co_inf with Torrey Craig,Shared Games with Darius Bazley,Shared Games with Kevin Durant,Shared Games with Saben Lee,Shared Games with T.J. Warren,Shared Games with Terrence Ross,Darius Bazley,Jaylen Brown,Kevin Durant,Saben Lee,T.J. Warren,Terrence Ross,co_inf with Darius Bazley,co_inf with Jaylen Brown,co_inf with Kevin Durant,co_inf with Saben Lee,co_inf with T.J. Warren,co_inf with Terrence Ross,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
36,22,2022/12/28,37-236,PHO,WAS,1,31.63333333,8,15,0.533,3,6,0.5,1,2,0.5,0,2,2,6,2,2,4,3,20,15.3,-14,9,5,0.555555556,42,16,33,51,68,49,39,14,42,50,53,29,35,59,61,42,48,74,57,67,53,31,60,18,69,72,40,83,79,0.68852459,0.380952381,0.6875,0.689189189,0.731343284,0.735849057,0.451612903,0.7,0,0.724637681,0.736111111,0.725,0.421686747,0.746835443,7,8,14,16,21,43,67,47,25,42,63,0.162790698,0,0.170212766,0.56,0.380952381,0.333333333,19,11,50,2.631578947,14.9,57.6,3.031578947,17.7,6.2,3.2,2,1.2,0.087884966,0.555,0.391,0.24,2.5,3.7,W (+17),W (+17)
37,23,2022/12/30,37-238,PHO,TOR,1,35.15,6,12,0.5,3,6,0.5,5,6,0.833,0,5,5,12,1,0,6,0,20,18.5,-9,6,3,0.5,42,16,33,51,68,49,39,14,42,50,53,29,35,59,61,42,48,74,57,67,53,31,60,18,69,72,40,83,79,0.68852459,0.380952381,0.6875,0.689189189,0.731343284,0.735849057,0.451612903,0.7,0,0.724637681,0.736111111,0.725,0.421686747,0.746835443,7,8,14,16,21,43,67,47,25,42,63,0.162790698,0,0.170212766,0.56,0.380952381,0.333333333,19,14,86,4.526315789,16.5,75,3.947368421,17.7,6.2,3.2,2,1.2,0.087884966,0.555,0.391,0.24,2.5,3.7,L (-25),L (-25)
38,24,2023/1/2,37-241,PHO,NYK,1,30.2,4,11,0.364,1,3,0.333,2,2,1,1,3,4,2,1,0,0,2,11,8.1,-38,8,3,0.375,42,16,33,51,68,49,39,14,42,50,53,29,35,59,61,42,48,74,57,67,53,31,60,18,69,72,40,83,79,0.68852459,0.380952381,0.6875,0.689189189,0.731343284,0.735849057,0.451612903,0.7,0,0.724637681,0.736111111,0.725,0.421686747,0.746835443,7,8,14,16,21,43,67,47,25,42,63,0.162790698,0,0.170212766,0.56,0.380952381,0.333333333,19,5,71,3.736842105,7.3,80.7,4.247368421,17.7,6.2,3.2,2,1.2,0.087884966,0.555,0.391,0.24,2.5,3.7,L (-9),L (-9)
39,25,2023/1/4,37-243,PHO,CLE,1,40.13333333,9,17,0.529,3,5,0.6,4,4,1,0,4,4,8,2,0,1,3,25,23.3,7,12,6,0.5,42,16,33,51,68,49,39,14,42,50,53,29,35,59,61,42,48,74,57,67,53,31,60,18,69,72,40,83,79,0.68852459,0.380952381,0.6875,0.689189189,0.731343284,0.735849057,0.451612903,0.7,0,0.724637681,0.736111111,0.725,0.421686747,0.746835443,7,8,14,16,21,43,67,47,25,42,63,0.162790698,0,0.170212766,0.56,0.380952381,0.333333333,19,17,63,3.315789474,21.7,65.1,3.426315789,17.7,6.2,3.2,2,1.2,0.087884966,0.555,0.391,0.24,2.5,3.7,L (-19),L (-19)
40,26,2023/1/6,37-245,PHO,MIA,1,12.01666667,2,3,0.667,1,1,1,0,0,,0,0,0,1,1,0,1,2,5,3.6,-6,2,1,0.5,42,16,33,51,68,49,39,14,42,50,53,29,35,59,61,42,48,74,57,67,53,31,60,18,69,72,40,83,79,0.68852459,0.380952381,0.6875,0.689189189,0.731343284,0.735849057,0.451612903,0.7,0,0.724637681,0.736111111,0.725,0.421686747,0.746835443,7,8,14,16,21,43,67,47,25,42,63,0.162790698,0,0.170212766,0.56,0.380952381,0.333333333,19,3,58,3.052631579,3.6,61.3,3.226315789,17.7,6.2,3.2,2,1.2,0.087884966,0.555,0.391,0.24,2.5,3.7,L (-2),L (-2)
41,,2023/1/8,37-247,PHO,CLE,,0,0,0,,,,,,0,,0,0,,0,0,0,0,0,0,,,,,,42,16,33,51,68,49,39,14,42,50,53,29,35,59,61,42,48,74,57,67,53,31,60,18,69,72,40,83,79,0.68852459,0.380952381,0.6875,0.689189189,0.731343284,0.735849057,0.451612903,0.7,0,0.724637681,0.736111111,0.725,0.421686747,0.746835443,7,8,14,16,21,43,67,47,25,42,63,0.162790698,0,0.170212766,0.56,0.380952381,0.333333333,19,,37,1.947368421,0,48.9,2.573684211,17.7,6.2,3.2,2,1.2,0.087884966,0.555,0.391,0.24,2.5,3.7,L (-8),L (-8)
42,,2023/1/10,37-249,PHO,GSW,,0,0,0,,,,,,0,,0,0,,0,0,0,0,0,0,,,,,,42,16,33,51,68,49,39,14,42,50,53,29,35,59,61,42,48,74,57,67,53,31,60,18,69,72,40,83,79,0.68852459,0.380952381,0.6875,0.689189189,0.731343284,0.735849057,0.451612903,0.7,0,0.724637681,0.736111111,0.725,0.421686747,0.746835443,7,8,14,16,21,43,67,47,25,42,63,0.162790698,0,0.170212766,0.56,0.380952381,0.333333333,19,,69,3.631578947,0,48.2,2.536842105,17.7,6.2,3.2,2,1.2,0.087884966,0.555,0.391,0.24,2.5,3.7,,
43,,2023/1/11,37-250,PHO,DEN,,0,0,0,,,,,,0,,0,0,,0,0,0,0,0,0,,,,,,42,16,33,51,68,49,39,14,42,50,53,29,35,59,61,42,48,74,57,67,53,31,60,18,69,72,40,83,79,0.68852459,0.380952381,0.6875,0.689189189,0.731343284,0.735849057,0.451612903,0.7,0,0.724637681,0.736111111,0.725,0.421686747,0.746835443,7,8,14,16,21,43,67,47,25,42,63,0.162790698,0,0.170212766,0.56,0.380952381,0.333333333,19,,56,2.947368421,0,72.9,3.836842105,17.7,6.2,3.2,2,1.2,0.087884966,0.555,0.391,0.24,2.5,3.7,L (-14),L (-14)
44,,2023/1/13,37-252,PHO,MIN,,0,0,0,,,,,,0,,0,0,,0,0,0,0,0,0,,,,,,42,16,33,51,68,49,39,14,42,50,53,29,35,59,61,42,48,74,57,67,53,31,60,18,69,72,40,83,79,0.68852459,0.380952381,0.6875,0.689189189,0.731343284,0.735849057,0.451612903,0.7,0,0.724637681,0.736111111,0.725,0.421686747,0.746835443,7,8,14,16,21,43,67,47,25,42,63,0.162790698,0,0.170212766,0.56,0.380952381,0.333333333,19,,57,3,0,60,3.157894737,17.7,6.2,3.2,2,1.2,0.087884966,0.555,0.391,0.24,2.5,3.7,W (+12),W (+12)
45,,2023/1/16,37-255,PHO,MEM,,0,0,0,,,,,,0,,0,0,,0,0,0,0,0,0,,,,,,42,16,33,51,68,49,39,14,42,50,53,29,35,59,61,42,48,74,57,67,53,31,60,18,69,72,40,83,79,0.68852459,0.380952381,0.6875,0.689189189,0.731343284,0.735849057,0.451612903,0.7,0,0.724637681,0.736111111,0.725,0.421686747,0.746835443,7,8,14,16,21,43,67,47,25,42,63,0.162790698,0,0.170212766,0.56,0.380952381,0.333333333,19,,50,2.631578947,0,55.3,2.910526316,17.7,6.2,3.2,2,1.2,0.087884966,0.555,0.391,0.24,2.5,3.7,L (-29),L (-29)
46,,2023/1/19,37-258,PHO,BRK,,0,0,0,,,,,,0,,0,0,,0,0,0,0,0,0,,,,,,42,16,33,51,68,49,39,14,42,50,53,29,35,59,61,42,48,74,57,67,53,31,60,18,69,72,40,83,79,0.68852459,0.380952381,0.6875,0.689189189,0.731343284,0.735849057,0.451612903,0.7,0,0.724637681,0.736111111,0.725,0.421686747,0.746835443,7,8,14,16,21,43,67,47,25,42,63,0.162790698,0,0.170212766,0.56,0.380952381,0.333333333,19,,35,1.842105263,0,34.3,1.805263158,17.7,6.2,3.2,2,1.2,0.087884966,0.555,0.391,0.24,2.5,3.7,L (-5),L (-5)
47,,2023/1/21,37-260,PHO,IND,,0,0,0,,,,,,0,,0,0,,0,0,0,0,0,0,,,,,,42,16,33,51,68,49,39,14,42,50,53,29,35,59,61,42,48,74,57,67,53,31,60,18,69,72,40,83,79,0.68852459,0.380952381,0.6875,0.689189189,0.731343284,0.735849057,0.451612903,0.7,0,0.724637681,0.736111111,0.725,0.421686747,0.746835443,7,8,14,16,21,43,67,47,25,42,63,0.162790698,0,0.170212766,0.56,0.380952381,0.333333333,19,,77,4.052631579,0,61.3,3.226315789,17.7,6.2,3.2,2,1.2,0.087884966,0.555,0.391,0.24,2.5,3.7,L (-30),L (-30)
48,27,2023/1/22,37-261,PHO,MEM,1,38.26666667,8,18,0.444,3,9,0.333,3,3,1,0,6,6,11,3,1,5,1,22,20.4,5,9,5,0.555555556,42,16,33,51,68,49,39,14,42,50,53,29,35,59,61,42,48,74,57,67,53,31,60,18,69,72,40,83,79,0.68852459,0.380952381,0.6875,0.689189189,0.731343284,0.735849057,0.451612903,0.7,0,0.724637681,0.736111111,0.725,0.421686747,0.746835443,7,8,14,16,21,43,67,47,25,42,63,0.162790698,0,0.170212766,0.56,0.380952381,0.333333333,19,17,24,1.263157895,19.2,23.5,1.236842105,17.7,6.2,3.2,2,1.2,0.087884966,0.555,0.391,0.24,2.5,3.7,W (+5),W (+5)
49,28,2023/1/24,37-263,PHO,CHO,1,27.06666667,6,9,0.667,2,3,0.667,0,0,,1,4,5,11,0,0,0,1,14,19.3,6,6,4,0.666666667,42,16,33,51,68,49,39,14,42,50,53,29,35,59,61,42,48,74,57,67,53,31,60,18,69,72,40,83,79,0.68852459,0.380952381,0.6875,0.689189189,0.731343284,0.735849057,0.451612903,0.7,0,0.724637681,0.736111111,0.725,0.421686747,0.746835443,7,8,14,16,21,43,67,47,25,42,63,0.162790698,0,0.170212766,0.56,0.380952381,0.333333333,19,21,38,2,19.3,35.3,1.857894737,17.7,6.2,3.2,2,1.2,0.087884966,0.555,0.391,0.24,2.5,3.7,W (+5),W (+5)
50,29,2023/1/26,37-265,PHO,DAL,1,38.36666667,9,16,0.563,4,7,0.571,0,0,,0,6,6,10,1,0,2,4,22,20.6,7,9,5,0.555555556,42,16,33,51,68,49,39,14,42,50,53,29,35,59,61,42,48,74,57,67,53,31,60,18,69,72,40,83,79,0.68852459,0.380952381,0.6875,0.689189189,0.731343284,0.735849057,0.451612903,0.7,0,0.724637681,0.736111111,0.725,0.421686747,0.746835443,7,8,14,16,21,43,67,47,25,42,63,0.162790698,0,0.170212766,0.56,0.380952381,0.333333333,19,21,32,1.684210526,20.6,23.2,1.221052632,17.7,6.2,3.2,2,1.2,0.087884966,0.555,0.391,0.24,2.5,3.7,W (+2),W (+2)
51,30,2023/1/28,37-267,PHO,SAS,1,39.23333333,12,20,0.6,1,4,0.25,6,6,1,0,7,7,11,1,2,1,1,31,32.6,14,16,11,0.6875,42,16,33,51,68,49,39,14,42,50,53,29,35,59,61,42,48,74,57,67,53,31,60,18,69,72,40,83,79,0.68852459,0.380952381,0.6875,0.689189189,0.731343284,0.735849057,0.451612903,0.7,0,0.724637681,0.736111111,0.725,0.421686747,0.746835443,7,8,14,16,21,43,67,47,25,42,63,0.162790698,0,0.170212766,0.56,0.380952381,0.333333333,19,25,52,2.736842105,30.2,41.6,2.189473684,17.7,6.2,3.2,2,1.2,0.087884966,0.555,0.391,0.24,2.5,3.7,W (+31),W (+31)
52,31,2023/1/30,37-269,PHO,TOR,1,34.66666667,5,11,0.455,4,7,0.571,5,5,1,0,4,4,9,0,2,3,3,19,18,3,4,1,0.25,42,16,33,51,68,49,39,14,42,50,53,29,35,59,61,42,48,74,57,67,53,31,60,18,69,72,40,83,79,0.68852459,0.380952381,0.6875,0.689189189,0.731343284,0.735849057,0.451612903,0.7,0,0.724637681,0.736111111,0.725,0.421686747,0.746835443,7,8,14,16,21,43,67,47,25,42,63,0.162790698,0,0.170212766,0.56,0.380952381,0.333333333,19,15,56,2.947368421,16,50.5,2.657894737,17.7,6.2,3.2,2,1.2,0.087884966,0.555,0.391,0.24,2.5,3.7,L (-4),L (-4)
53,32,2023/2/1,37-271,PHO,ATL,1,26.51666667,1,6,0.167,0,3,0,1,2,0.5,0,2,2,3,0,1,2,2,3,-0.6,-26,3,1,0.333333333,42,16,33,51,68,49,39,14,42,50,53,29,35,59,61,42,48,74,57,67,53,31,60,18,69,72,40,83,79,0.68852459,0.380952381,0.6875,0.689189189,0.731343284,0.735849057,0.451612903,0.7,0,0.724637681,0.736111111,0.725,0.421686747,0.746835443,7,8,14,16,21,43,67,47,25,42,63,0.162790698,0,0.170212766,0.56,0.380952381,0.333333333,19,-1,44,2.315789474,-1,44.4,2.336842105,17.7,6.2,3.2,2,1.2,0.087884966,0.555,0.391,0.24,2.5,3.7,W (+10),W (+10)
54,33,2023/2/3,37-273,PHO,BOS,1,35.03333333,6,15,0.4,1,5,0.2,2,3,0.667,0,6,6,8,1,1,0,3,15,14.4,-4,10,5,0.5,42,16,33,51,68,49,39,14,42,50,53,29,35,59,61,42,48,74,57,67,53,31,60,18,69,72,40,83,79,0.68852459,0.380952381,0.6875,0.689189189,0.731343284,0.735849057,0.451612903,0.7,0,0.724637681,0.736111111,0.725,0.421686747,0.746835443,7,8,14,16,21,43,67,47,25,42,63,0.162790698,0,0.170212766,0.56,0.380952381,0.333333333,19,13,55,2.894736842,13.6,55,2.894736842,17.7,6.2,3.2,2,1.2,0.087884966,0.555,0.391,0.24,2.5,3.7,W (+8),W (+8)
55,34,2023/2/4,37-274,PHO,DET,1,32.55,0,7,0,0,3,0,2,2,1,0,4,4,14,2,0,4,2,2,5.3,24,4,0,0,42,16,33,51,68,49,39,14,42,50,53,29,35,59,61,42,48,74,57,67,53,31,60,18,69,72,40,83,79,0.68852459,0.380952381,0.6875,0.689189189,0.731343284,0.735849057,0.451612903,0.7,0,0.724637681,0.736111111,0.725,0.421686747,0.746835443,7,8,14,16,21,43,67,47,25,42,63,0.162790698,0,0.170212766,0.56,0.380952381,0.333333333,19,9,56,2.947368421,4.5,68.8,3.621052632,17.7,6.2,3.2,2,1.2,0.087884966,0.555,0.391,0.24,2.5,3.7,L (-32),L (-32)
56,35,2023/2/7,37-277,PHO,BRK,1,33.65,3,10,0.3,1,3,0.333,2,2,1,0,2,2,12,5,2,2,4,9,15,4,7,2,0.285714286,42,16,33,51,68,49,39,14,42,50,53,29,35,59,61,42,48,74,57,67,53,31,60,18,69,72,40,83,79,0.68852459,0.380952381,0.6875,0.689189189,0.731343284,0.735849057,0.451612903,0.7,0,0.724637681,0.736111111,0.725,0.421686747,0.746835443,7,8,14,16,21,43,67,47,25,42,63,0.162790698,0,0.170212766,0.56,0.380952381,0.333333333,19,16,40,2.105263158,14.2,50.4,2.652631579,17.7,6.2,3.2,2,1.2,0.087884966,0.555,0.391,0.24,2.5,3.7,W (+12),W (+12)
57,36,2023/2/9,37-279,PHO,ATL,1,32.76666667,5,13,0.385,0,2,0,5,5,1,0,5,5,8,3,2,1,0,15,18.4,-17,11,5,0.454545455,42,16,33,51,68,49,39,14,42,50,53,29,35,59,61,42,48,74,57,67,53,31,60,18,69,72,40,83,79,0.68852459,0.380952381,0.6875,0.689189189,0.731343284,0.735849057,0.451612903,0.7,0,0.724637681,0.736111111,0.725,0.421686747,0.746835443,7,8,14,16,21,43,67,47,25,42,63,0.162790698,0,0.170212766,0.56,0.380952381,0.333333333,19,14,51,2.684210526,16.4,66.8,3.515789474,17.7,6.2,3.2,2,1.2,0.087884966,0.555,0.391,0.24,2.5,3.7,W (+16),W (+16)
58,37,2023/2/10,37-280,PHO,IND,1,29.93333333,7,18,0.389,1,3,0.333,4,4,1,1,1,2,9,2,0,3,0,19,15.5,22,15,6,0.4,42,16,33,51,68,49,39,14,42,50,53,29,35,59,61,42,48,74,57,67,53,31,60,18,69,72,40,83,79,0.68852459,0.380952381,0.6875,0.689189189,0.731343284,0.735849057,0.451612903,0.7,0,0.724637681,0.736111111,0.725,0.421686747,0.746835443,7,8,14,16,21,43,67,47,25,42,63,0.162790698,0,0.170212766,0.56,0.380952381,0.333333333,19,7,79,4.157894737,13.9,87.9,4.626315789,17.7,6.2,3.2,2,1.2,0.087884966,0.555,0.391,0.24,2.5,3.7,W (+4),W (+4)
59,38,2023/2/14,37-284,PHO,SAC,1,37.18333333,7,15,0.467,1,5,0.2,2,2,1,0,5,5,19,2,0,4,0,17,22.1,14,10,6,0.6,42,16,33,51,68,49,39,14,42,50,53,29,35,59,61,42,48,74,57,67,53,31,60,18,69,72,40,83,79,0.68852459,0.380952381,0.6875,0.689189189,0.731343284,0.735849057,0.451612903,0.7,0,0.724637681,0.736111111,0.725,0.421686747,0.746835443,7,8,14,16,21,43,67,47,25,42,63,0.162790698,0,0.170212766,0.56,0.380952381,0.333333333,19,22,71,3.736842105,21.3,81.1,4.268421053,17.7,6.2,3.2,2,1.2,0.087884966,0.555,0.391,0.24,2.5,3.7,L (-9),L (-9)
60,39,2023/2/16,37-286,PHO,LAC,1,33.4,2,8,0.25,0,1,0,1,3,0.333,1,2,3,11,4,0,2,0,5,10.4,-7,7,2,0.285714286,42,16,33,51,68,49,39,14,42,50,53,29,35,59,61,42,48,74,57,67,53,31,60,18,69,72,40,83,79,0.68852459,0.380952381,0.6875,0.689189189,0.731343284,0.735849057,0.451612903,0.7,0,0.724637681,0.736111111,0.725,0.421686747,0.746835443,7,8,14,16,21,43,67,47,25,42,63,0.162790698,0,0.170212766,0.56,0.380952381,0.333333333,19,10,64,3.368421053,10,60.1,3.163157895,17.7,6.2,3.2,2,1.2,0.087884966,0.555,0.391,0.24,2.5,3.7,W (+13),W (+13)
61,40,2023/2/24,37-294,PHO,OKC,1,31.95,6,10,0.6,1,2,0.5,3,5,0.6,0,2,2,6,0,0,0,3,16,14.2,8,8,5,0.625,42,16,33,51,68,49,39,14,42,50,53,29,35,59,61,42,48,74,57,67,53,31,60,18,69,72,40,83,79,0.68852459,0.380952381,0.6875,0.689189189,0.731343284,0.735849057,0.451612903,0.7,0,0.724637681,0.736111111,0.725,0.421686747,0.746835443,7,8,14,16,21,43,67,47,25,42,63,0.162790698,0,0.170212766,0.56,0.380952381,0.333333333,19,9,85,4.473684211,13,92.3,4.857894737,17.7,6.2,3.2,2,1.2,0.087884966,0.555,0.391,0.24,2.5,3.7,W (+11),W (+11)
62,41,2023/2/26,37-296,PHO,MIL,1,39.8,7,18,0.389,2,5,0.4,2,3,0.667,0,5,5,7,1,0,4,3,18,10,3,13,5,0.384615385,42,16,33,51,68,49,39,14,42,50,53,29,35,59,61,42,48,74,57,67,53,31,60,18,69,72,40,83,79,0.68852459,0.380952381,0.6875,0.689189189,0.731343284,0.735849057,0.451612903,0.7,0,0.724637681,0.736111111,0.725,0.421686747,0.746835443,7,8,14,16,21,43,67,47,25,42,63,0.162790698,0,0.170212766,0.56,0.380952381,0.333333333,19,6,68,3.578947368,9.2,74.6,3.926315789,17.7,6.2,3.2,2,1.2,0.087884966,0.555,0.391,0.24,2.5,3.7,L (-9),L (-9)
63,42,2023/3/1,37-299,PHO,CHO,1,32.85,1,8,0.125,0,4,0,0,0,,0,2,2,11,2,0,3,2,2,3.3,9,4,1,0.25,42,16,33,51,68,49,39,14,42,50,53,29,35,59,61,42,48,74,57,67,53,31,60,18,69,72,40,83,79,0.68852459,0.380952381,0.6875,0.689189189,0.731343284,0.735849057,0.451612903,0.7,0,0.724637681,0.736111111,0.725,0.421686747,0.746835443,7,8,14,16,21,43,67,47,25,42,63,0.162790698,0,0.170212766,0.56,0.380952381,0.333333333,19,6,86,4.526315789,3.3,89.1,4.689473684,17.7,6.2,3.2,2,1.2,0.087884966,0.555,0.391,0.24,2.5,3.7,,
64,43,2023/3/3,37-301,PHO,CHI,1,29.41666667,4,8,0.5,3,7,0.429,0,0,,1,5,6,10,2,0,2,1,11,15.8,13,1,1,1,42,16,33,51,68,49,39,14,42,50,53,29,35,59,61,42,48,74,57,67,53,31,60,18,69,72,40,83,79,0.68852459,0.380952381,0.6875,0.689189189,0.731343284,0.735849057,0.451612903,0.7,0,0.724637681,0.736111111,0.725,0.421686747,0.746835443,7,8,14,16,21,43,67,47,25,42,63,0.162790698,0,0.170212766,0.56,0.380952381,0.333333333,19,19,76,4,15.8,87.2,4.589473684,17.7,6.2,3.2,2,1.2,0.087884966,0.555,0.391,0.24,2.5,3.7,W (+9),W (+9)
65,44,2023/3/5,37-303,PHO,DAL,1,33,4,9,0.444,2,6,0.333,1,2,0.5,0,6,6,7,1,0,0,2,11,12.8,9,3,2,0.666666667,42,16,33,51,68,49,39,14,42,50,53,29,35,59,61,42,48,74,57,67,53,31,60,18,69,72,40,83,79,0.68852459,0.380952381,0.6875,0.689189189,0.731343284,0.735849057,0.451612903,0.7,0,0.724637681,0.736111111,0.725,0.421686747,0.746835443,7,8,14,16,21,43,67,47,25,42,63,0.162790698,0,0.170212766,0.56,0.380952381,0.333333333,19,14,69,3.631578947,12.4,70.2,3.694736842,17.7,6.2,3.2,2,1.2,0.087884966,0.555,0.391,0.24,2.5,3.7,L (-3),L (-3)
66,45,2023/3/8,37-306,PHO,OKC,1,24.08333333,6,8,0.75,4,5,0.8,2,2,1,0,4,4,9,4,0,1,2,18,24.5,27,3,2,0.666666667,42,16,33,51,68,49,39,14,42,50,53,29,35,59,61,42,48,74,57,67,53,31,60,18,69,72,40,83,79,0.68852459,0.380952381,0.6875,0.689189189,0.731343284,0.735849057,0.451612903,0.7,0,0.724637681,0.736111111,0.725,0.421686747,0.746835443,7,8,14,16,21,43,67,47,25,42,63,0.162790698,0,0.170212766,0.56,0.380952381,0.333333333,19,24,87,4.578947368,23.7,73,3.842105263,17.7,6.2,3.2,2,1.2,0.087884966,0.555,0.391,0.24,2.5,3.7,W (+14),W (+14)
67,46,2023/3/11,37-309,PHO,SAC,1,38.73333333,6,13,0.462,2,9,0.222,2,2,1,0,6,6,16,1,0,3,2,16,19.5,2,4,4,1,42,16,33,51,68,49,39,14,42,50,53,29,35,59,61,42,48,74,57,67,53,31,60,18,69,72,40,83,79,0.68852459,0.380952381,0.6875,0.689189189,0.731343284,0.735849057,0.451612903,0.7,0,0.724637681,0.736111111,0.725,0.421686747,0.746835443,7,8,14,16,21,43,67,47,25,42,63,0.162790698,0,0.170212766,0.56,0.380952381,0.333333333,19,21,53,2.789473684,18.7,58.9,3.1,17.7,6.2,3.2,2,1.2,0.087884966,0.555,0.391,0.24,2.5,3.7,W (+21),W (+21)
68,47,2023/3/13,37-311,PHO,GSW,1,30.46666667,5,13,0.385,0,4,0,1,2,0.5,1,4,5,11,1,0,2,2,11,11.3,0,9,5,0.555555556,42,16,33,51,68,49,39,14,42,50,53,29,35,59,61,42,48,74,57,67,53,31,60,18,69,72,40,83,79,0.68852459,0.380952381,0.6875,0.689189189,0.731343284,0.735849057,0.451612903,0.7,0,0.724637681,0.736111111,0.725,0.421686747,0.746835443,7,8,14,16,21,43,67,47,25,42,63,0.162790698,0,0.170212766,0.56,0.380952381,0.333333333,19,11,69,3.631578947,10.9,73.9,3.889473684,17.7,6.2,3.2,2,1.2,0.087884966,0.555,0.391,0.24,2.5,3.7,W (+4),W (+4)
69,48,2023/3/14,37-312,PHO,MIL,1,33.03333333,5,11,0.455,0,2,0,1,1,1,0,4,4,8,2,0,1,4,11,11.5,-11,9,5,0.555555556,42,16,33,51,68,49,39,14,42,50,53,29,35,59,61,42,48,74,57,67,53,31,60,18,69,72,40,83,79,0.68852459,0.380952381,0.6875,0.689189189,0.731343284,0.735849057,0.451612903,0.7,0,0.724637681,0.736111111,0.725,0.421686747,0.746835443,7,8,14,16,21,43,67,47,25,42,63,0.162790698,0,0.170212766,0.56,0.380952381,0.333333333,19,12,67,3.526315789,11.1,65.3,3.436842105,17.7,6.2,3.2,2,1.2,0.087884966,0.555,0.391,0.24,2.5,3.7,W (+31),W (+31)
70,49,2023/3/16,37-314,PHO,ORL,1,30.9,7,11,0.636,0,3,0,2,2,1,1,1,2,7,2,0,2,0,16,17,-1,8,7,0.875,42,16,33,51,68,49,39,14,42,50,53,29,35,59,61,42,48,74,57,67,53,31,60,18,69,72,40,83,79,0.68852459,0.380952381,0.6875,0.689189189,0.731343284,0.735849057,0.451612903,0.7,0,0.724637681,0.736111111,0.725,0.421686747,0.746835443,7,8,14,16,21,43,67,47,25,42,63,0.162790698,0,0.170212766,0.56,0.380952381,0.333333333,19,12,72,3.789473684,16.2,68.9,3.626315789,17.7,6.2,3.2,2,1.2,0.087884966,0.555,0.391,0.24,2.5,3.7,L (-9),L (-9)
71,50,2023/3/19,37-317,PHO,OKC,1,33.21666667,5,15,0.333,2,3,0.667,2,2,1,1,5,6,13,3,1,1,3,14,18.3,-6,12,3,0.25,42,16,33,51,68,49,39,14,42,50,53,29,35,59,61,42,48,74,57,67,53,31,60,18,69,72,40,83,79,0.68852459,0.380952381,0.6875,0.689189189,0.731343284,0.735849057,0.451612903,0.7,0,0.724637681,0.736111111,0.725,0.421686747,0.746835443,7,8,14,16,21,43,67,47,25,42,63,0.162790698,0,0.170212766,0.56,0.380952381,0.333333333,19,19,85,4.473684211,17.5,92.2,4.852631579,17.7,6.2,3.2,2,1.2,0.087884966,0.555,0.391,0.24,2.5,3.7,L (-11),L (-11)
72,51,2023/3/22,37-320,PHO,LAL,1,30.15,8,17,0.471,2,4,0.5,0,0,,0,4,4,4,1,0,1,5,18,11.3,-16,13,6,0.461538462,42,16,33,51,68,49,39,14,42,50,53,29,35,59,61,42,48,74,57,67,53,31,60,18,69,72,40,83,79,0.68852459,0.380952381,0.6875,0.689189189,0.731343284,0.735849057,0.451612903,0.7,0,0.724637681,0.736111111,0.725,0.421686747,0.746835443,7,8,14,16,21,43,67,47,25,42,63,0.162790698,0,0.170212766,0.56,0.380952381,0.333333333,19,9,84,4.421052632,11.3,82.2,4.326315789,17.7,6.2,3.2,2,1.2,0.087884966,0.555,0.391,0.24,2.5,3.7,L (-12),L (-12)
