Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Andre Iguodala,Shared Games with Andrew Wiggins,Shared Games with Anthony Lamb,Shared Games with Donte DiVincenzo,Shared Games with Draymond Green,Shared Games with James Wiseman,Shared Games with JaMychal Green,Shared Games with Jonathan Kuminga,Shared Games with Jordan Poole,Shared Games with Kevon Looney,Shared Games with Moses Moody,Shared Games with Patrick Baldwin Jr.,Shared Games with Ryan Rollins,Shared Games with Stephen Curry,Shared Games with Ty Jerome,Andre Iguodala,Andrew Wiggins,Anthony Lamb,Donte DiVincenzo,Draymond Green,James Wiseman,JaMychal Green,Jonathan Kuminga,Jordan Poole,Kevon Looney,Lester Quinones,Moses Moody,Patrick Baldwin Jr.,Ryan Rollins,Stephen Curry,Ty Jerome,co_inf with Andre Iguodala,co_inf with Andrew Wiggins,co_inf with Anthony Lamb,co_inf with Donte DiVincenzo,co_inf with Draymond Green,co_inf with James Wiseman,co_inf with JaMychal Green,co_inf with Jonathan Kuminga,co_inf with Jordan Poole,co_inf with Kevon Looney,co_inf with Lester Quinones,co_inf with Moses Moody,co_inf with Patrick Baldwin Jr.,co_inf with Ryan Rollins,co_inf with Stephen Curry,co_inf with Ty Jerome,Shared Games with Gary Payton II,Gary Payton II,Jalen Johnson,co_inf with Gary Payton II,co_inf with Jalen Johnson,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
28.0,23.0,2022-12-13,32-308,GSW,MIL,1,27.133333333333333,6.0,16.0,.375,2.0,7.0,.286,0,0.0,,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,14.0,5.9,-21,9.0,4.0,0.4444444444444444,7,31,50,62,64,15,49,56,69,69,50,23,6,49,33,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,4.0,63.0,31.0,12.0,56.0,45.0,0.875,0.8378378378378378,0.8064516129032258,0.8611111111111112,0.8767123287671232,0.3333333333333333,0.8596491228070176,0.835820895522388,0.8414634146341463,0.8414634146341463,0.0,0.7936507936507936,0.7419354838709677,0.5,0.875,0.7333333333333333,6,22.0,70.0,0.2727272727272727,0.0,16,0.0,59.0,3.6875,5.899999999999997,61.19999999999999,3.8249999999999993,14.7,3.1,-0.3,1.5,-1.7,0.1547216241156567,0.576,0.584,0.105,1.0,1.2,W (+16),W (+16)
29.0,,2022-12-14,32-309,GSW,IND,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,7,31,50,62,64,15,49,56,69,69,50,23,6,49,33,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,4.0,63.0,31.0,12.0,56.0,45.0,0.875,0.8378378378378378,0.8064516129032258,0.8611111111111112,0.8767123287671232,0.3333333333333333,0.8596491228070176,0.835820895522388,0.8414634146341463,0.8414634146341463,0.0,0.7936507936507936,0.7419354838709677,0.5,0.875,0.7333333333333333,6,22.0,70.0,0.2727272727272727,0.0,16,,67.0,4.1875,0.0,77.5,4.84375,14.7,3.1,-0.3,1.5,-1.7,0.1547216241156567,0.576,0.584,0.105,1.0,1.2,L (-17),L (-17)
30.0,24.0,2022-12-16,32-311,GSW,PHI,1,35.0,4.0,17.0,.235,3.0,8.0,.375,1,1.0,1.000,0.0,3.0,3.0,0.0,3.0,1.0,4.0,3.0,12.0,1.1,-9,9.0,1.0,0.1111111111111111,7,31,50,62,64,15,49,56,69,69,50,23,6,49,33,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,4.0,63.0,31.0,12.0,56.0,45.0,0.875,0.8378378378378378,0.8064516129032258,0.8611111111111112,0.8767123287671232,0.3333333333333333,0.8596491228070176,0.835820895522388,0.8414634146341463,0.8414634146341463,0.0,0.7936507936507936,0.7419354838709677,0.5,0.875,0.7333333333333333,6,22.0,70.0,0.2727272727272727,0.0,16,-3.0,81.0,5.0625,0.7000000000000002,75.9,4.74375,14.7,3.1,-0.3,1.5,-1.7,0.1547216241156567,0.576,0.584,0.105,1.0,1.2,L (-6),L (-6)
31.0,25.0,2022-12-18,32-313,GSW,TOR,1,34.53333333333333,6.0,14.0,.429,3.0,9.0,.333,2,2.0,1.000,0.0,7.0,7.0,4.0,1.0,0.0,1.0,2.0,17.0,13.7,+14,5.0,3.0,0.6,7,31,50,62,64,15,49,56,69,69,50,23,6,49,33,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,4.0,63.0,31.0,12.0,56.0,45.0,0.875,0.8378378378378378,0.8064516129032258,0.8611111111111112,0.8767123287671232,0.3333333333333333,0.8596491228070176,0.835820895522388,0.8414634146341463,0.8414634146341463,0.0,0.7936507936507936,0.7419354838709677,0.5,0.875,0.7333333333333333,6,22.0,70.0,0.2727272727272727,0.0,16,12.0,73.0,4.5625,12.9,83.3,5.20625,14.7,3.1,-0.3,1.5,-1.7,0.1547216241156567,0.576,0.584,0.105,1.0,1.2,L (-12),L (-12)
32.0,26.0,2022-12-20,32-315,GSW,NYK,1,26.433333333333334,5.0,12.0,.417,1.0,5.0,.200,0,0.0,,0.0,4.0,4.0,2.0,0.0,0.0,5.0,2.0,11.0,1.4,-28,7.0,4.0,0.5714285714285714,7,31,50,62,64,15,49,56,69,69,50,23,6,49,33,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,4.0,63.0,31.0,12.0,56.0,45.0,0.875,0.8378378378378378,0.8064516129032258,0.8611111111111112,0.8767123287671232,0.3333333333333333,0.8596491228070176,0.835820895522388,0.8414634146341463,0.8414634146341463,0.0,0.7936507936507936,0.7419354838709677,0.5,0.875,0.7333333333333333,6,22.0,70.0,0.2727272727272727,0.0,16,0.0,42.0,2.625,1.4000000000000012,52.5,3.28125,14.7,3.1,-0.3,1.5,-1.7,0.1547216241156567,0.576,0.584,0.105,1.0,1.2,W (+16),W (+16)
33.0,,2022-12-21,32-316,GSW,BRK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,7,31,50,62,64,15,49,56,69,69,50,23,6,49,33,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,4.0,63.0,31.0,12.0,56.0,45.0,0.875,0.8378378378378378,0.8064516129032258,0.8611111111111112,0.8767123287671232,0.3333333333333333,0.8596491228070176,0.835820895522388,0.8414634146341463,0.8414634146341463,0.0,0.7936507936507936,0.7419354838709677,0.5,0.875,0.7333333333333333,6,22.0,70.0,0.2727272727272727,0.0,16,,44.0,2.75,0.0,53.5,3.34375,14.7,3.1,-0.3,1.5,-1.7,0.1547216241156567,0.576,0.584,0.105,1.0,1.2,L (-38),L (-38)
34.0,27.0,2022-12-25,32-320,GSW,MEM,1,39.78333333333333,8.0,25.0,.320,3.0,12.0,.250,5,5.0,1.000,4.0,5.0,9.0,4.0,0.0,0.0,0.0,3.0,24.0,15.6,+14,13.0,5.0,0.3846153846153846,7,31,50,62,64,15,49,56,69,69,50,23,6,49,33,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,4.0,63.0,31.0,12.0,56.0,45.0,0.875,0.8378378378378378,0.8064516129032258,0.8611111111111112,0.8767123287671232,0.3333333333333333,0.8596491228070176,0.835820895522388,0.8414634146341463,0.8414634146341463,0.0,0.7936507936507936,0.7419354838709677,0.5,0.875,0.7333333333333333,6,22.0,70.0,0.2727272727272727,0.0,16,7.0,88.0,5.5,13.599999999999998,84.29999999999998,5.268749999999999,14.7,3.1,-0.3,1.5,-1.7,0.1547216241156567,0.576,0.584,0.105,1.0,1.2,L (-30),L (-30)
35.0,28.0,2022-12-27,32-322,GSW,CHO,1,38.55,10.0,22.0,.455,5.0,12.0,.417,4,5.0,.800,0.0,5.0,5.0,4.0,0.0,1.0,3.0,1.0,29.0,18.8,+11,10.0,5.0,0.5,7,31,50,62,64,15,49,56,69,69,50,23,6,49,33,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,4.0,63.0,31.0,12.0,56.0,45.0,0.875,0.8378378378378378,0.8064516129032258,0.8611111111111112,0.8767123287671232,0.3333333333333333,0.8596491228070176,0.835820895522388,0.8414634146341463,0.8414634146341463,0.0,0.7936507936507936,0.7419354838709677,0.5,0.875,0.7333333333333333,6,22.0,70.0,0.2727272727272727,0.0,16,9.0,57.0,3.5625,17.200000000000003,49.30000000000001,3.0812500000000007,14.7,3.1,-0.3,1.5,-1.7,0.1547216241156567,0.576,0.584,0.105,1.0,1.2,W (+14),W (+14)
36.0,,2022-12-28,32-323,GSW,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,7,31,50,62,64,15,49,56,69,69,50,23,6,49,33,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,4.0,63.0,31.0,12.0,56.0,45.0,0.875,0.8378378378378378,0.8064516129032258,0.8611111111111112,0.8767123287671232,0.3333333333333333,0.8596491228070176,0.835820895522388,0.8414634146341463,0.8414634146341463,0.0,0.7936507936507936,0.7419354838709677,0.5,0.875,0.7333333333333333,6,22.0,70.0,0.2727272727272727,0.0,16,,83.0,5.1875,0.0,79.9,4.99375,14.7,3.1,-0.3,1.5,-1.7,0.1547216241156567,0.576,0.584,0.105,1.0,1.2,W (+5),W (+5)
37.0,29.0,2022-12-30,32-325,GSW,POR,1,36.66666666666666,11.0,22.0,.500,7.0,15.0,.467,2,2.0,1.000,1.0,3.0,4.0,2.0,0.0,0.0,0.0,1.0,31.0,22.6,+8,7.0,4.0,0.5714285714285714,7,31,50,62,64,15,49,56,69,69,50,23,6,49,33,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,4.0,63.0,31.0,12.0,56.0,45.0,0.875,0.8378378378378378,0.8064516129032258,0.8611111111111112,0.8767123287671232,0.3333333333333333,0.8596491228070176,0.835820895522388,0.8414634146341463,0.8414634146341463,0.0,0.7936507936507936,0.7419354838709677,0.5,0.875,0.7333333333333333,6,22.0,70.0,0.2727272727272727,0.0,16,13.0,67.0,4.1875,21.8,71.40000000000002,4.462500000000001,14.7,3.1,-0.3,1.5,-1.7,0.1547216241156567,0.576,0.584,0.105,1.0,1.2,W (+5),W (+5)
38.0,30.0,2023-01-02,32-328,GSW,ATL,1,45.85,21.0,39.0,.538,10.0,21.0,.476,2,2.0,1.000,2.0,6.0,8.0,3.0,0.0,1.0,3.0,4.0,54.0,36.5,+13,18.0,11.0,0.6111111111111112,7,31,50,62,64,15,49,56,69,69,50,23,6,49,33,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,4.0,63.0,31.0,12.0,56.0,45.0,0.875,0.8378378378378378,0.8064516129032258,0.8611111111111112,0.8767123287671232,0.3333333333333333,0.8596491228070176,0.835820895522388,0.8414634146341463,0.8414634146341463,0.0,0.7936507936507936,0.7419354838709677,0.5,0.875,0.7333333333333333,6,22.0,70.0,0.2727272727272727,0.0,16,22.0,78.0,4.875,35.7,73.3,4.58125,14.7,3.1,-0.3,1.5,-1.7,0.1547216241156567,0.576,0.584,0.105,1.0,1.2,W (+6),W (+6)
39.0,31.0,2023-01-04,32-330,GSW,DET,1,34.06666666666667,11.0,23.0,.478,3.0,10.0,.300,5,5.0,1.000,0.0,2.0,2.0,3.0,0.0,1.0,0.0,3.0,30.0,20.5,0,13.0,8.0,0.6153846153846154,7,31,50,62,64,15,49,56,69,69,50,23,6,49,33,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,4.0,63.0,31.0,12.0,56.0,45.0,0.875,0.8378378378378378,0.8064516129032258,0.8611111111111112,0.8767123287671232,0.3333333333333333,0.8596491228070176,0.835820895522388,0.8414634146341463,0.8414634146341463,0.0,0.7936507936507936,0.7419354838709677,0.5,0.875,0.7333333333333333,6,22.0,70.0,0.2727272727272727,0.0,16,8.0,78.0,4.875,18.500000000000007,72.7,4.54375,14.7,3.1,-0.3,1.5,-1.7,0.1547216241156567,0.576,0.584,0.105,1.0,1.2,W (+2),W (+2)
40.0,,2023-01-07,32-333,GSW,ORL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,7,31,50,62,64,15,49,56,69,69,50,23,6,49,33,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,4.0,63.0,31.0,12.0,56.0,45.0,0.875,0.8378378378378378,0.8064516129032258,0.8611111111111112,0.8767123287671232,0.3333333333333333,0.8596491228070176,0.835820895522388,0.8414634146341463,0.8414634146341463,0.0,0.7936507936507936,0.7419354838709677,0.5,0.875,0.7333333333333333,6,22.0,70.0,0.2727272727272727,0.0,16,,73.0,4.5625,0.0,67.6,4.225,14.7,3.1,-0.3,1.5,-1.7,0.1547216241156567,0.576,0.584,0.105,1.0,1.2,L (-3),L (-3)
41.0,32.0,2023-01-10,32-336,GSW,PHO,1,34.766666666666666,10.0,24.0,.417,6.0,14.0,.429,3,4.0,.750,4.0,1.0,5.0,0.0,1.0,0.0,3.0,3.0,29.0,15.7,-11,10.0,4.0,0.4,7,31,50,62,64,15,49,56,69,69,50,23,6,49,33,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,4.0,63.0,31.0,12.0,56.0,45.0,0.875,0.8378378378378378,0.8064516129032258,0.8611111111111112,0.8767123287671232,0.3333333333333333,0.8596491228070176,0.835820895522388,0.8414634146341463,0.8414634146341463,0.0,0.7936507936507936,0.7419354838709677,0.5,0.875,0.7333333333333333,6,22.0,70.0,0.2727272727272727,0.0,16,4.0,65.0,4.0625,14.499999999999996,61.8,3.8625,14.7,3.1,-0.3,1.5,-1.7,0.1547216241156567,0.576,0.584,0.105,1.0,1.2,L (-14),L (-14)
42.0,33.0,2023-01-13,32-339,GSW,SAS,1,22.666666666666668,7.0,10.0,.700,2.0,3.0,.667,0,0.0,,0.0,3.0,3.0,4.0,0.0,0.0,1.0,3.0,16.0,13.3,+19,7.0,5.0,0.7142857142857143,7,31,50,62,64,15,49,56,69,69,50,23,6,49,33,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,4.0,63.0,31.0,12.0,56.0,45.0,0.875,0.8378378378378378,0.8064516129032258,0.8611111111111112,0.8767123287671232,0.3333333333333333,0.8596491228070176,0.835820895522388,0.8414634146341463,0.8414634146341463,0.0,0.7936507936507936,0.7419354838709677,0.5,0.875,0.7333333333333333,6,22.0,70.0,0.2727272727272727,0.0,16,12.0,123.0,7.6875,13.3,121.29999999999998,7.581249999999999,14.7,3.1,-0.3,1.5,-1.7,0.1547216241156567,0.576,0.584,0.105,1.0,1.2,,
43.0,34.0,2023-01-15,32-341,GSW,CHI,1,33.016666666666666,9.0,21.0,.429,8.0,15.0,.533,0,0.0,,1.0,3.0,4.0,4.0,0.0,0.0,1.0,0.0,26.0,18.3,-16,6.0,1.0,0.1666666666666666,7,31,50,62,64,15,49,56,69,69,50,23,6,49,33,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,4.0,63.0,31.0,12.0,56.0,45.0,0.875,0.8378378378378378,0.8064516129032258,0.8611111111111112,0.8767123287671232,0.3333333333333333,0.8596491228070176,0.835820895522388,0.8414634146341463,0.8414634146341463,0.0,0.7936507936507936,0.7419354838709677,0.5,0.875,0.7333333333333333,6,22.0,70.0,0.2727272727272727,0.0,16,12.0,75.0,4.6875,18.3,70.1,4.38125,14.7,3.1,-0.3,1.5,-1.7,0.1547216241156567,0.576,0.584,0.105,1.0,1.2,L (-12),L (-12)
44.0,,2023-01-16,32-342,GSW,WAS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,7,31,50,62,64,15,49,56,69,69,50,23,6,49,33,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,4.0,63.0,31.0,12.0,56.0,45.0,0.875,0.8378378378378378,0.8064516129032258,0.8611111111111112,0.8767123287671232,0.3333333333333333,0.8596491228070176,0.835820895522388,0.8414634146341463,0.8414634146341463,0.0,0.7936507936507936,0.7419354838709677,0.5,0.875,0.7333333333333333,6,22.0,70.0,0.2727272727272727,0.0,16,,87.0,5.4375,0.0,96.6,6.0375,14.7,3.1,-0.3,1.5,-1.7,0.1547216241156567,0.576,0.584,0.105,1.0,1.2,W (+31),W (+31)
45.0,35.0,2023-01-19,32-345,GSW,BOS,1,36.05,8.0,16.0,.500,4.0,8.0,.500,4,4.0,1.000,0.0,2.0,2.0,1.0,2.0,1.0,3.0,6.0,24.0,14.6,+2,8.0,4.0,0.5,7,31,50,62,64,15,49,56,69,69,50,23,6,49,33,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,4.0,63.0,31.0,12.0,56.0,45.0,0.875,0.8378378378378378,0.8064516129032258,0.8611111111111112,0.8767123287671232,0.3333333333333333,0.8596491228070176,0.835820895522388,0.8414634146341463,0.8414634146341463,0.0,0.7936507936507936,0.7419354838709677,0.5,0.875,0.7333333333333333,6,22.0,70.0,0.2727272727272727,0.0,16,7.0,69.0,4.3125,12.999999999999998,67.19999999999999,4.199999999999999,14.7,3.1,-0.3,1.5,-1.7,0.1547216241156567,0.576,0.584,0.105,1.0,1.2,L (-14),L (-14)
46.0,,2023-01-20,32-346,GSW,CLE,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,7,31,50,62,64,15,49,56,69,69,50,23,6,49,33,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,4.0,63.0,31.0,12.0,56.0,45.0,0.875,0.8378378378378378,0.8064516129032258,0.8611111111111112,0.8767123287671232,0.3333333333333333,0.8596491228070176,0.835820895522388,0.8414634146341463,0.8414634146341463,0.0,0.7936507936507936,0.7419354838709677,0.5,0.875,0.7333333333333333,6,22.0,70.0,0.2727272727272727,0.0,16,,85.0,5.3125,0.0,94.4,5.9,14.7,3.1,-0.3,1.5,-1.7,0.1547216241156567,0.576,0.584,0.105,1.0,1.2,W (+9),W (+9)
47.0,36.0,2023-01-22,32-348,GSW,BRK,1,33.766666666666666,4.0,17.0,.235,0.0,7.0,.000,2,2.0,1.000,0.0,2.0,2.0,1.0,0.0,0.0,0.0,4.0,10.0,-0.6,-21,10.0,4.0,0.4,7,31,50,62,64,15,49,56,69,69,50,23,6,49,33,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,4.0,63.0,31.0,12.0,56.0,45.0,0.875,0.8378378378378378,0.8064516129032258,0.8611111111111112,0.8767123287671232,0.3333333333333333,0.8596491228070176,0.835820895522388,0.8414634146341463,0.8414634146341463,0.0,0.7936507936507936,0.7419354838709677,0.5,0.875,0.7333333333333333,6,22.0,70.0,0.2727272727272727,0.0,16,-6.0,90.0,5.625,-1.4,95.8,5.9875,14.7,3.1,-0.3,1.5,-1.7,0.1547216241156567,0.576,0.584,0.105,1.0,1.2,L (-3),L (-3)
48.0,37.0,2023-01-25,32-351,GSW,MEM,1,34.11666666666667,9.0,23.0,.391,5.0,10.0,.500,1,2.0,.500,2.0,1.0,3.0,3.0,1.0,0.0,2.0,3.0,24.0,12.7,+6,13.0,4.0,0.3076923076923077,7,31,50,62,64,15,49,56,69,69,50,23,6,49,33,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,4.0,63.0,31.0,12.0,56.0,45.0,0.875,0.8378378378378378,0.8064516129032258,0.8611111111111112,0.8767123287671232,0.3333333333333333,0.8596491228070176,0.835820895522388,0.8414634146341463,0.8414634146341463,0.0,0.7936507936507936,0.7419354838709677,0.5,0.875,0.7333333333333333,6,22.0,70.0,0.2727272727272727,0.0,16,4.0,81.0,5.0625,12.3,82.8,5.175,14.7,3.1,-0.3,1.5,-1.7,0.1547216241156567,0.576,0.584,0.105,1.0,1.2,W (+6),W (+6)
49.0,38.0,2023-01-27,32-353,GSW,TOR,1,37.86666666666667,11.0,24.0,.458,6.0,14.0,.429,1,1.0,1.000,1.0,7.0,8.0,1.0,1.0,0.0,1.0,1.0,29.0,19.7,+6,10.0,5.0,0.5,7,31,50,62,64,15,49,56,69,69,50,23,6,49,33,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,4.0,63.0,31.0,12.0,56.0,45.0,0.875,0.8378378378378378,0.8064516129032258,0.8611111111111112,0.8767123287671232,0.3333333333333333,0.8596491228070176,0.835820895522388,0.8414634146341463,0.8414634146341463,0.0,0.7936507936507936,0.7419354838709677,0.5,0.875,0.7333333333333333,6,22.0,70.0,0.2727272727272727,0.0,16,13.0,103.0,6.4375,19.30000000000001,94.5,5.90625,14.7,3.1,-0.3,1.5,-1.7,0.1547216241156567,0.576,0.584,0.105,1.0,1.2,L (-4),L (-4)
50.0,39.0,2023-01-30,32-356,GSW,OKC,1,36.81666666666667,10.0,21.0,.476,6.0,14.0,.429,2,2.0,1.000,0.0,7.0,7.0,3.0,1.0,0.0,2.0,2.0,28.0,19.7,+4,7.0,4.0,0.5714285714285714,7,31,50,62,64,15,49,56,69,69,50,23,6,49,33,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,4.0,63.0,31.0,12.0,56.0,45.0,0.875,0.8378378378378378,0.8064516129032258,0.8611111111111112,0.8767123287671232,0.3333333333333333,0.8596491228070176,0.835820895522388,0.8414634146341463,0.8414634146341463,0.0,0.7936507936507936,0.7419354838709677,0.5,0.875,0.7333333333333333,6,22.0,70.0,0.2727272727272727,0.0,16,14.0,88.0,5.5,18.9,91.1,5.69375,14.7,3.1,-0.3,1.5,-1.7,0.1547216241156567,0.576,0.584,0.105,1.0,1.2,W (+2),W (+2)
51.0,40.0,2023-02-01,32-358,GSW,MIN,1,40.45,3.0,13.0,.231,2.0,7.0,.286,6,6.0,1.000,1.0,5.0,6.0,0.0,1.0,0.0,2.0,1.0,14.0,6.9,+2,6.0,1.0,0.1666666666666666,7,31,50,62,64,15,49,56,69,69,50,23,6,49,33,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,4.0,63.0,31.0,12.0,56.0,45.0,0.875,0.8378378378378378,0.8064516129032258,0.8611111111111112,0.8767123287671232,0.3333333333333333,0.8596491228070176,0.835820895522388,0.8414634146341463,0.8414634146341463,0.0,0.7936507936507936,0.7419354838709677,0.5,0.875,0.7333333333333333,6,22.0,70.0,0.2727272727272727,0.0,16,0.0,67.0,4.1875,4.499999999999998,70.89999999999999,4.43125,14.7,3.1,-0.3,1.5,-1.7,0.1547216241156567,0.576,0.584,0.105,1.0,1.2,W (+12),W (+12)
52.0,,2023-02-02,32-359,GSW,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,7,31,50,62,64,15,49,56,69,69,50,23,6,49,33,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,4.0,63.0,31.0,12.0,56.0,45.0,0.875,0.8378378378378378,0.8064516129032258,0.8611111111111112,0.8767123287671232,0.3333333333333333,0.8596491228070176,0.835820895522388,0.8414634146341463,0.8414634146341463,0.0,0.7936507936507936,0.7419354838709677,0.5,0.875,0.7333333333333333,6,22.0,70.0,0.2727272727272727,0.0,16,,79.0,4.9375,0.0,74.79999999999998,4.674999999999999,14.7,3.1,-0.3,1.5,-1.7,0.1547216241156567,0.576,0.584,0.105,1.0,1.2,W (+8),W (+8)
53.0,41.0,2023-02-04,32-361,GSW,DAL,1,30.633333333333333,4.0,11.0,.364,2.0,6.0,.333,4,4.0,1.000,0.0,2.0,2.0,3.0,0.0,0.0,2.0,1.0,14.0,8.2,+3,5.0,2.0,0.4,7,31,50,62,64,15,49,56,69,69,50,23,6,49,33,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,4.0,63.0,31.0,12.0,56.0,45.0,0.875,0.8378378378378378,0.8064516129032258,0.8611111111111112,0.8767123287671232,0.3333333333333333,0.8596491228070176,0.835820895522388,0.8414634146341463,0.8414634146341463,0.0,0.7936507936507936,0.7419354838709677,0.5,0.875,0.7333333333333333,6,22.0,70.0,0.2727272727272727,0.0,16,2.0,90.0,5.625,6.599999999999998,89.3,5.58125,14.7,3.1,-0.3,1.5,-1.7,0.1547216241156567,0.576,0.584,0.105,1.0,1.2,L (-5),L (-5)
54.0,42.0,2023-02-06,32-363,GSW,OKC,1,33.233333333333334,15.0,22.0,.682,12.0,16.0,.750,0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,4.0,1.0,42.0,29.8,+10,6.0,3.0,0.5,7,31,50,62,64,15,49,56,69,69,50,23,6,49,33,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,4.0,63.0,31.0,12.0,56.0,45.0,0.875,0.8378378378378378,0.8064516129032258,0.8611111111111112,0.8767123287671232,0.3333333333333333,0.8596491228070176,0.835820895522388,0.8414634146341463,0.8414634146341463,0.0,0.7936507936507936,0.7419354838709677,0.5,0.875,0.7333333333333333,6,22.0,70.0,0.2727272727272727,0.0,16,20.0,104.0,6.5,29.800000000000004,93.1,5.81875,14.7,3.1,-0.3,1.5,-1.7,0.1547216241156567,0.576,0.584,0.105,1.0,1.2,L (-17),L (-17)
55.0,43.0,2023-02-08,33-000,GSW,POR,1,37.88333333333333,12.0,28.0,.429,7.0,19.0,.368,0,0.0,,0.0,3.0,3.0,5.0,2.0,0.0,1.0,3.0,31.0,20.4,-6,9.0,5.0,0.5555555555555556,7,31,50,62,64,15,49,56,69,69,50,23,6,49,33,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,4.0,63.0,31.0,12.0,56.0,45.0,0.875,0.8378378378378378,0.8064516129032258,0.8611111111111112,0.8767123287671232,0.3333333333333333,0.8596491228070176,0.835820895522388,0.8414634146341463,0.8414634146341463,0.0,0.7936507936507936,0.7419354838709677,0.5,0.875,0.7333333333333333,6,22.0,70.0,0.2727272727272727,0.0,16,12.0,78.0,4.875,20.4,80.90000000000002,5.056250000000001,14.7,3.1,-0.3,1.5,-1.7,0.1547216241156567,0.576,0.584,0.105,1.0,1.2,W (+6),W (+6)
56.0,44.0,2023-02-11,33-003,GSW,LAL,1,35.766666666666666,5.0,21.0,.238,3.0,13.0,.231,2,3.0,.667,0.0,3.0,3.0,3.0,1.0,0.0,0.0,2.0,15.0,5.1,-9,8.0,2.0,0.25,7,31,50,62,64,15,49,56,69,69,50,23,6,49,33,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,4.0,63.0,31.0,12.0,56.0,45.0,0.875,0.8378378378378378,0.8064516129032258,0.8611111111111112,0.8767123287671232,0.3333333333333333,0.8596491228070176,0.835820895522388,0.8414634146341463,0.8414634146341463,0.0,0.7936507936507936,0.7419354838709677,0.5,0.875,0.7333333333333333,6,22.0,70.0,0.2727272727272727,0.0,16,-2.0,81.0,5.0625,4.300000000000001,71.9,4.49375,14.7,3.1,-0.3,1.5,-1.7,0.1547216241156567,0.576,0.584,0.105,1.0,1.2,W (+27),W (+27)
