Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Caris LeVert,Shared Games with Cedi Osman,Shared Games with Darius Garland,Shared Games with Dean Wade,Shared Games with Donovan Mitchell,Shared Games with Dylan Windler,Shared Games with Evan Mobley,Shared Games with Isaac Okoro,Shared Games with Isaiah Mobley,Shared Games with Jarrett Allen,Shared Games with Kevin Love,Shared Games with Lamar Stevens,Shared Games with Raul Neto,Shared Games with Ricky Rubio,Shared Games with Robin Lopez,Caris LeVert,Cedi Osman,Darius Garland,Dean Wade,Donovan Mitchell,Dylan Windler,Evan Mobley,Isaac Okoro,Isaiah Mobley,Jarrett Allen,Kevin Love,Lamar Stevens,Raul Neto,Ricky Rubio,Robin Lopez,Sam Merrill,co_inf with Caris LeVert,co_inf with Cedi Osman,co_inf with Darius Garland,co_inf with Dean Wade,co_inf with Donovan Mitchell,co_inf with Dylan Windler,co_inf with Evan Mobley,co_inf with Isaac Okoro,co_inf with Isaiah Mobley,co_inf with Jarrett Allen,co_inf with Kevin Love,co_inf with Lamar Stevens,co_inf with Raul Neto,co_inf with Ricky Rubio,co_inf with Robin Lopez,co_inf with Sam Merrill,Shared Games with Danny Green,Danny Green,Dejounte Murray,co_inf with Danny Green,co_inf with Dejounte Murray,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
29.0,,2022-12-14,25-327,CLE,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,17,22,17,12,17,2,20,19,7,12,9,19,18,7,15,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,48.0,33.0,37.0,5.0,0.2297297297297297,0.2857142857142857,0.2463768115942029,0.2727272727272727,0.25,0.6666666666666666,0.2531645569620253,0.25,0.5833333333333334,0.1764705882352941,0.1451612903225806,0.3064516129032258,0.375,0.2121212121212121,0.4054054054054054,0.0,3,11.0,74.0,0.2727272727272727,0.0,16,,71.0,4.4375,0.0,83.8,5.2375,9.0,0.2,-3.4,-4.9,1.6,0.0061922868006518,0.56,0.42,0.04,-0.1,-0.1,L (-1),L (-1)
30.0,,2022-12-16,25-329,CLE,IND,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,17,22,17,12,17,2,20,19,7,12,9,19,18,7,15,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,48.0,33.0,37.0,5.0,0.2297297297297297,0.2857142857142857,0.2463768115942029,0.2727272727272727,0.25,0.6666666666666666,0.2531645569620253,0.25,0.5833333333333334,0.1764705882352941,0.1451612903225806,0.3064516129032258,0.375,0.2121212121212121,0.4054054054054054,0.0,3,11.0,74.0,0.2727272727272727,0.0,16,,64.0,4.0,0.0,85.1,5.31875,9.0,0.2,-3.4,-4.9,1.6,0.0061922868006518,0.56,0.42,0.04,-0.1,-0.1,W (+15),W (+15)
31.0,,2022-12-17,25-330,CLE,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,17,22,17,12,17,2,20,19,7,12,9,19,18,7,15,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,48.0,33.0,37.0,5.0,0.2297297297297297,0.2857142857142857,0.2463768115942029,0.2727272727272727,0.25,0.6666666666666666,0.2531645569620253,0.25,0.5833333333333334,0.1764705882352941,0.1451612903225806,0.3064516129032258,0.375,0.2121212121212121,0.4054054054054054,0.0,3,11.0,74.0,0.2727272727272727,0.0,16,,59.0,3.6875,0.0,70.80000000000001,4.425000000000001,9.0,0.2,-3.4,-4.9,1.6,0.0061922868006518,0.56,0.42,0.04,-0.1,-0.1,W (+6),W (+6)
32.0,,2022-12-19,25-332,CLE,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,17,22,17,12,17,2,20,19,7,12,9,19,18,7,15,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,48.0,33.0,37.0,5.0,0.2297297297297297,0.2857142857142857,0.2463768115942029,0.2727272727272727,0.25,0.6666666666666666,0.2531645569620253,0.25,0.5833333333333334,0.1764705882352941,0.1451612903225806,0.3064516129032258,0.375,0.2121212121212121,0.4054054054054054,0.0,3,11.0,74.0,0.2727272727272727,0.0,16,,78.0,4.875,0.0,94.4,5.9,9.0,0.2,-3.4,-4.9,1.6,0.0061922868006518,0.56,0.42,0.04,-0.1,-0.1,W (+1),W (+1)
33.0,,2022-12-21,25-334,CLE,MIL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,17,22,17,12,17,2,20,19,7,12,9,19,18,7,15,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,48.0,33.0,37.0,5.0,0.2297297297297297,0.2857142857142857,0.2463768115942029,0.2727272727272727,0.25,0.6666666666666666,0.2531645569620253,0.25,0.5833333333333334,0.1764705882352941,0.1451612903225806,0.3064516129032258,0.375,0.2121212121212121,0.4054054054054054,0.0,3,11.0,74.0,0.2727272727272727,0.0,16,,61.0,3.8125,0.0,93.4,5.8375,9.0,0.2,-3.4,-4.9,1.6,0.0061922868006518,0.56,0.42,0.04,-0.1,-0.1,W (+23),W (+23)
34.0,,2022-12-23,25-336,CLE,TOR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,17,22,17,12,17,2,20,19,7,12,9,19,18,7,15,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,48.0,33.0,37.0,5.0,0.2297297297297297,0.2857142857142857,0.2463768115942029,0.2727272727272727,0.25,0.6666666666666666,0.2531645569620253,0.25,0.5833333333333334,0.1764705882352941,0.1451612903225806,0.3064516129032258,0.375,0.2121212121212121,0.4054054054054054,0.0,3,11.0,74.0,0.2727272727272727,0.0,16,,55.0,3.4375,0.0,78.1,4.88125,9.0,0.2,-3.4,-4.9,1.6,0.0061922868006518,0.56,0.42,0.04,-0.1,-0.1,W (+8),W (+8)
35.0,,2022-12-26,25-339,CLE,BRK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,17,22,17,12,17,2,20,19,7,12,9,19,18,7,15,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,48.0,33.0,37.0,5.0,0.2297297297297297,0.2857142857142857,0.2463768115942029,0.2727272727272727,0.25,0.6666666666666666,0.2531645569620253,0.25,0.5833333333333334,0.1764705882352941,0.1451612903225806,0.3064516129032258,0.375,0.2121212121212121,0.4054054054054054,0.0,3,11.0,74.0,0.2727272727272727,0.0,16,,59.0,3.6875,0.0,93.5,5.84375,9.0,0.2,-3.4,-4.9,1.6,0.0061922868006518,0.56,0.42,0.04,-0.1,-0.1,L (-11),L (-11)
36.0,,2022-12-29,25-342,CLE,IND,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,17,22,17,12,17,2,20,19,7,12,9,19,18,7,15,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,48.0,33.0,37.0,5.0,0.2297297297297297,0.2857142857142857,0.2463768115942029,0.2727272727272727,0.25,0.6666666666666666,0.2531645569620253,0.25,0.5833333333333334,0.1764705882352941,0.1451612903225806,0.3064516129032258,0.375,0.2121212121212121,0.4054054054054054,0.0,3,11.0,74.0,0.2727272727272727,0.0,16,,92.0,5.75,0.0,114.1,7.13125,9.0,0.2,-3.4,-4.9,1.6,0.0061922868006518,0.56,0.42,0.04,-0.1,-0.1,L (-8),L (-8)
37.0,12.0,2022-12-31,25-344,CLE,CHI,0,2.8833333333333333,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,-9,0.0,0.0,,17,22,17,12,17,2,20,19,7,12,9,19,18,7,15,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,48.0,33.0,37.0,5.0,0.2297297297297297,0.2857142857142857,0.2463768115942029,0.2727272727272727,0.25,0.6666666666666666,0.2531645569620253,0.25,0.5833333333333334,0.1764705882352941,0.1451612903225806,0.3064516129032258,0.375,0.2121212121212121,0.4054054054054054,0.0,3,11.0,74.0,0.2727272727272727,0.0,16,-1.0,69.0,4.3125,-0.7,79.5,4.96875,9.0,0.2,-3.4,-4.9,1.6,0.0061922868006518,0.56,0.42,0.04,-0.1,-0.1,L (-9),L (-9)
38.0,,2023-01-02,25-346,CLE,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,17,22,17,12,17,2,20,19,7,12,9,19,18,7,15,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,48.0,33.0,37.0,5.0,0.2297297297297297,0.2857142857142857,0.2463768115942029,0.2727272727272727,0.25,0.6666666666666666,0.2531645569620253,0.25,0.5833333333333334,0.1764705882352941,0.1451612903225806,0.3064516129032258,0.375,0.2121212121212121,0.4054054054054054,0.0,3,11.0,74.0,0.2727272727272727,0.0,16,,69.0,4.3125,0.0,109.29999999999998,6.831249999999999,9.0,0.2,-3.4,-4.9,1.6,0.0061922868006518,0.56,0.42,0.04,-0.1,-0.1,W (+1),W (+1)
39.0,,2023-01-04,25-348,CLE,PHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,17,22,17,12,17,2,20,19,7,12,9,19,18,7,15,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,48.0,33.0,37.0,5.0,0.2297297297297297,0.2857142857142857,0.2463768115942029,0.2727272727272727,0.25,0.6666666666666666,0.2531645569620253,0.25,0.5833333333333334,0.1764705882352941,0.1451612903225806,0.3064516129032258,0.375,0.2121212121212121,0.4054054054054054,0.0,3,11.0,74.0,0.2727272727272727,0.0,16,,51.0,3.1875,0.0,66.8,4.175,9.0,0.2,-3.4,-4.9,1.6,0.0061922868006518,0.56,0.42,0.04,-0.1,-0.1,W (+11),W (+11)
40.0,,2023-01-06,25-350,CLE,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,17,22,17,12,17,2,20,19,7,12,9,19,18,7,15,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,48.0,33.0,37.0,5.0,0.2297297297297297,0.2857142857142857,0.2463768115942029,0.2727272727272727,0.25,0.6666666666666666,0.2531645569620253,0.25,0.5833333333333334,0.1764705882352941,0.1451612903225806,0.3064516129032258,0.375,0.2121212121212121,0.4054054054054054,0.0,3,11.0,74.0,0.2727272727272727,0.0,16,,59.0,3.6875,0.0,86.59999999999998,5.412499999999999,9.0,0.2,-3.4,-4.9,1.6,0.0061922868006518,0.56,0.42,0.04,-0.1,-0.1,W (+2),W (+2)
41.0,13.0,2023-01-08,25-352,CLE,PHO,0,2.65,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.7,-8,1.0,1.0,1.0,17,22,17,12,17,2,20,19,7,12,9,19,18,7,15,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,48.0,33.0,37.0,5.0,0.2297297297297297,0.2857142857142857,0.2463768115942029,0.2727272727272727,0.25,0.6666666666666666,0.2531645569620253,0.25,0.5833333333333334,0.1764705882352941,0.1451612903225806,0.3064516129032258,0.375,0.2121212121212121,0.4054054054054054,0.0,3,11.0,74.0,0.2727272727272727,0.0,16,0.0,84.0,5.25,0.7,95.8,5.9875,9.0,0.2,-3.4,-4.9,1.6,0.0061922868006518,0.56,0.42,0.04,-0.1,-0.1,L (-13),L (-13)
42.0,,2023-01-10,25-354,CLE,UTA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,17,22,17,12,17,2,20,19,7,12,9,19,18,7,15,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,48.0,33.0,37.0,5.0,0.2297297297297297,0.2857142857142857,0.2463768115942029,0.2727272727272727,0.25,0.6666666666666666,0.2531645569620253,0.25,0.5833333333333334,0.1764705882352941,0.1451612903225806,0.3064516129032258,0.375,0.2121212121212121,0.4054054054054054,0.0,3,11.0,74.0,0.2727272727272727,0.0,16,,72.0,4.5,0.0,92.60000000000002,5.787500000000001,9.0,0.2,-3.4,-4.9,1.6,0.0061922868006518,0.56,0.42,0.04,-0.1,-0.1,,
43.0,,2023-01-12,25-356,CLE,POR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,17,22,17,12,17,2,20,19,7,12,9,19,18,7,15,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,48.0,33.0,37.0,5.0,0.2297297297297297,0.2857142857142857,0.2463768115942029,0.2727272727272727,0.25,0.6666666666666666,0.2531645569620253,0.25,0.5833333333333334,0.1764705882352941,0.1451612903225806,0.3064516129032258,0.375,0.2121212121212121,0.4054054054054054,0.0,3,11.0,74.0,0.2727272727272727,0.0,16,,81.0,5.0625,0.0,108.7,6.79375,9.0,0.2,-3.4,-4.9,1.6,0.0061922868006518,0.56,0.42,0.04,-0.1,-0.1,W (+14),W (+14)
44.0,,2023-01-14,25-358,CLE,MIN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,17,22,17,12,17,2,20,19,7,12,9,19,18,7,15,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,48.0,33.0,37.0,5.0,0.2297297297297297,0.2857142857142857,0.2463768115942029,0.2727272727272727,0.25,0.6666666666666666,0.2531645569620253,0.25,0.5833333333333334,0.1764705882352941,0.1451612903225806,0.3064516129032258,0.375,0.2121212121212121,0.4054054054054054,0.0,3,11.0,74.0,0.2727272727272727,0.0,16,,70.0,4.375,0.0,90.8,5.675,9.0,0.2,-3.4,-4.9,1.6,0.0061922868006518,0.56,0.42,0.04,-0.1,-0.1,L (-2),L (-2)
45.0,,2023-01-16,25-360,CLE,NOP,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,17,22,17,12,17,2,20,19,7,12,9,19,18,7,15,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,48.0,33.0,37.0,5.0,0.2297297297297297,0.2857142857142857,0.2463768115942029,0.2727272727272727,0.25,0.6666666666666666,0.2531645569620253,0.25,0.5833333333333334,0.1764705882352941,0.1451612903225806,0.3064516129032258,0.375,0.2121212121212121,0.4054054054054054,0.0,3,11.0,74.0,0.2727272727272727,0.0,16,,76.0,4.75,0.0,102.0,6.375,9.0,0.2,-3.4,-4.9,1.6,0.0061922868006518,0.56,0.42,0.04,-0.1,-0.1,W (+6),W (+6)
46.0,,2023-01-18,25-362,CLE,MEM,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,17,22,17,12,17,2,20,19,7,12,9,19,18,7,15,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,48.0,33.0,37.0,5.0,0.2297297297297297,0.2857142857142857,0.2463768115942029,0.2727272727272727,0.25,0.6666666666666666,0.2531645569620253,0.25,0.5833333333333334,0.1764705882352941,0.1451612903225806,0.3064516129032258,0.375,0.2121212121212121,0.4054054054054054,0.0,3,11.0,74.0,0.2727272727272727,0.0,16,,108.0,6.75,0.0,118.30000000000004,7.393750000000002,9.0,0.2,-3.4,-4.9,1.6,0.0061922868006518,0.56,0.42,0.04,-0.1,-0.1,L (-8),L (-8)
47.0,,2023-01-20,25-364,CLE,GSW,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,17,22,17,12,17,2,20,19,7,12,9,19,18,7,15,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,48.0,33.0,37.0,5.0,0.2297297297297297,0.2857142857142857,0.2463768115942029,0.2727272727272727,0.25,0.6666666666666666,0.2531645569620253,0.25,0.5833333333333334,0.1764705882352941,0.1451612903225806,0.3064516129032258,0.375,0.2121212121212121,0.4054054054054054,0.0,3,11.0,74.0,0.2727272727272727,0.0,16,,71.0,4.4375,0.0,95.09999999999997,5.943749999999998,9.0,0.2,-3.4,-4.9,1.6,0.0061922868006518,0.56,0.42,0.04,-0.1,-0.1,W (+10),W (+10)
48.0,,2023-01-21,26-000,CLE,MIL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,17,22,17,12,17,2,20,19,7,12,9,19,18,7,15,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,48.0,33.0,37.0,5.0,0.2297297297297297,0.2857142857142857,0.2463768115942029,0.2727272727272727,0.25,0.6666666666666666,0.2531645569620253,0.25,0.5833333333333334,0.1764705882352941,0.1451612903225806,0.3064516129032258,0.375,0.2121212121212121,0.4054054054054054,0.0,3,11.0,74.0,0.2727272727272727,0.0,16,,89.0,5.5625,0.0,108.70000000000002,6.793750000000001,9.0,0.2,-3.4,-4.9,1.6,0.0061922868006518,0.56,0.42,0.04,-0.1,-0.1,L (-1),L (-1)
49.0,,2023-01-24,26-003,CLE,NYK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,17,22,17,12,17,2,20,19,7,12,9,19,18,7,15,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,48.0,33.0,37.0,5.0,0.2297297297297297,0.2857142857142857,0.2463768115942029,0.2727272727272727,0.25,0.6666666666666666,0.2531645569620253,0.25,0.5833333333333334,0.1764705882352941,0.1451612903225806,0.3064516129032258,0.375,0.2121212121212121,0.4054054054054054,0.0,3,11.0,74.0,0.2727272727272727,0.0,16,,74.0,4.625,0.0,90.20000000000002,5.637500000000001,9.0,0.2,-3.4,-4.9,1.6,0.0061922868006518,0.56,0.42,0.04,-0.1,-0.1,L (-6),L (-6)
50.0,14.0,2023-01-26,26-005,CLE,HOU,0,3.4833333333333334,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4,-4,1.0,0.0,0.0,17,22,17,12,17,2,20,19,7,12,9,19,18,7,15,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,48.0,33.0,37.0,5.0,0.2297297297297297,0.2857142857142857,0.2463768115942029,0.2727272727272727,0.25,0.6666666666666666,0.2531645569620253,0.25,0.5833333333333334,0.1764705882352941,0.1451612903225806,0.3064516129032258,0.375,0.2121212121212121,0.4054054054054054,0.0,3,11.0,74.0,0.2727272727272727,0.0,16,-2.0,92.0,5.75,-1.4,110.59999999999998,6.912499999999999,9.0,0.2,-3.4,-4.9,1.6,0.0061922868006518,0.56,0.42,0.04,-0.1,-0.1,W (+12),W (+12)
51.0,,2023-01-27,26-006,CLE,OKC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,17,22,17,12,17,2,20,19,7,12,9,19,18,7,15,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,48.0,33.0,37.0,5.0,0.2297297297297297,0.2857142857142857,0.2463768115942029,0.2727272727272727,0.25,0.6666666666666666,0.2531645569620253,0.25,0.5833333333333334,0.1764705882352941,0.1451612903225806,0.3064516129032258,0.375,0.2121212121212121,0.4054054054054054,0.0,3,11.0,74.0,0.2727272727272727,0.0,16,,89.0,5.5625,0.0,111.6,6.975,9.0,0.2,-3.4,-4.9,1.6,0.0061922868006518,0.56,0.42,0.04,-0.1,-0.1,L (-2),L (-2)
52.0,,2023-01-29,26-008,CLE,LAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,17,22,17,12,17,2,20,19,7,12,9,19,18,7,15,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,48.0,33.0,37.0,5.0,0.2297297297297297,0.2857142857142857,0.2463768115942029,0.2727272727272727,0.25,0.6666666666666666,0.2531645569620253,0.25,0.5833333333333334,0.1764705882352941,0.1451612903225806,0.3064516129032258,0.375,0.2121212121212121,0.4054054054054054,0.0,3,11.0,74.0,0.2727272727272727,0.0,16,,119.0,7.4375,0.0,127.79999999999998,7.987499999999999,9.0,0.2,-3.4,-4.9,1.6,0.0061922868006518,0.56,0.42,0.04,-0.1,-0.1,W (+18),W (+18)
53.0,,2023-01-31,26-010,CLE,MIA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,17,22,17,12,17,2,20,19,7,12,9,19,18,7,15,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,48.0,33.0,37.0,5.0,0.2297297297297297,0.2857142857142857,0.2463768115942029,0.2727272727272727,0.25,0.6666666666666666,0.2531645569620253,0.25,0.5833333333333334,0.1764705882352941,0.1451612903225806,0.3064516129032258,0.375,0.2121212121212121,0.4054054054054054,0.0,3,11.0,74.0,0.2727272727272727,0.0,16,,84.0,5.25,0.0,90.7,5.66875,9.0,0.2,-3.4,-4.9,1.6,0.0061922868006518,0.56,0.42,0.04,-0.1,-0.1,L (-12),L (-12)
54.0,,2023-02-02,26-012,CLE,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,17,22,17,12,17,2,20,19,7,12,9,19,18,7,15,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,48.0,33.0,37.0,5.0,0.2297297297297297,0.2857142857142857,0.2463768115942029,0.2727272727272727,0.25,0.6666666666666666,0.2531645569620253,0.25,0.5833333333333334,0.1764705882352941,0.1451612903225806,0.3064516129032258,0.375,0.2121212121212121,0.4054054054054054,0.0,3,11.0,74.0,0.2727272727272727,0.0,16,,105.0,6.5625,0.0,129.5,8.09375,9.0,0.2,-3.4,-4.9,1.6,0.0061922868006518,0.56,0.42,0.04,-0.1,-0.1,W (+23),W (+23)
55.0,15.0,2023-02-05,26-015,CLE,IND,0,2.4,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5,0.0,0.0,,17,22,17,12,17,2,20,19,7,12,9,19,18,7,15,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,48.0,33.0,37.0,5.0,0.2297297297297297,0.2857142857142857,0.2463768115942029,0.2727272727272727,0.25,0.6666666666666666,0.2531645569620253,0.25,0.5833333333333334,0.1764705882352941,0.1451612903225806,0.3064516129032258,0.375,0.2121212121212121,0.4054054054054054,0.0,3,11.0,74.0,0.2727272727272727,0.0,16,0.0,109.0,6.8125,0.0,116.9,7.30625,9.0,0.2,-3.4,-4.9,1.6,0.0061922868006518,0.56,0.42,0.04,-0.1,-0.1,L (-3),L (-3)
56.0,16.0,2023-02-06,26-016,CLE,WAS,0,4.433333333333334,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,-0.5,0,0.0,0.0,,17,22,17,12,17,2,20,19,7,12,9,19,18,7,15,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,48.0,33.0,37.0,5.0,0.2297297297297297,0.2857142857142857,0.2463768115942029,0.2727272727272727,0.25,0.6666666666666666,0.2531645569620253,0.25,0.5833333333333334,0.1764705882352941,0.1451612903225806,0.3064516129032258,0.375,0.2121212121212121,0.4054054054054054,0.0,3,11.0,74.0,0.2727272727272727,0.0,16,1.0,97.0,6.0625,-0.5,110.30000000000004,6.8937500000000025,9.0,0.2,-3.4,-4.9,1.6,0.0061922868006518,0.56,0.42,0.04,-0.1,-0.1,W (+15),W (+15)
57.0,,2023-02-08,26-018,CLE,DET,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,17,22,17,12,17,2,20,19,7,12,9,19,18,7,15,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,48.0,33.0,37.0,5.0,0.2297297297297297,0.2857142857142857,0.2463768115942029,0.2727272727272727,0.25,0.6666666666666666,0.2531645569620253,0.25,0.5833333333333334,0.1764705882352941,0.1451612903225806,0.3064516129032258,0.375,0.2121212121212121,0.4054054054054054,0.0,3,11.0,74.0,0.2727272727272727,0.0,16,,93.0,5.8125,0.0,107.7,6.73125,9.0,0.2,-3.4,-4.9,1.6,0.0061922868006518,0.56,0.42,0.04,-0.1,-0.1,W (+19),W (+19)
58.0,,2023-02-10,26-020,CLE,NOP,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,17,22,17,12,17,2,20,19,7,12,9,19,18,7,15,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,48.0,33.0,37.0,5.0,0.2297297297297297,0.2857142857142857,0.2463768115942029,0.2727272727272727,0.25,0.6666666666666666,0.2531645569620253,0.25,0.5833333333333334,0.1764705882352941,0.1451612903225806,0.3064516129032258,0.375,0.2121212121212121,0.4054054054054054,0.0,3,11.0,74.0,0.2727272727272727,0.0,16,,104.0,6.5,0.0,119.0,7.4375,9.0,0.2,-3.4,-4.9,1.6,0.0061922868006518,0.56,0.42,0.04,-0.1,-0.1,W (+23),W (+23)
