Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Caris LeVert,Shared Games with Darius Garland,Shared Games with Dean Wade,Shared Games with Donovan Mitchell,Shared Games with Dylan Windler,Shared Games with Evan Mobley,Shared Games with Isaac Okoro,Shared Games with Isaiah Mobley,Shared Games with Jarrett Allen,Shared Games with Kevin Love,Shared Games with Lamar Stevens,Shared Games with Mamadi Diakite,Shared Games with Raul Neto,Shared Games with Ricky Rubio,Shared Games with Robin Lopez,Caris LeVert,Darius Garland,Dean Wade,Donovan Mitchell,Dylan Windler,Evan Mobley,Isaac Okoro,Isaiah Mobley,Jarrett Allen,Kevin Love,Lamar Stevens,Mamadi Diakite,Raul Neto,Ricky Rubio,Robin Lopez,Sam Merrill,co_inf with Caris LeVert,co_inf with Darius Garland,co_inf with Dean Wade,co_inf with Donovan Mitchell,co_inf with Dylan Windler,co_inf with Evan Mobley,co_inf with Isaac Okoro,co_inf with Isaiah Mobley,co_inf with Jarrett Allen,co_inf with Kevin Love,co_inf with Lamar Stevens,co_inf with Mamadi Diakite,co_inf with Raul Neto,co_inf with Ricky Rubio,co_inf with Robin Lopez,co_inf with Sam Merrill,Shared Games with Danny Green,Danny Green,Dejounte Murray,co_inf with Danny Green,co_inf with Dejounte Murray,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
28.0,28.0,2022-12-12,27-248,CLE,SAS,0,7.116666666666666,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.6,-2,1.0,1.0,1.0,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,2.0,62.0,3.875,1.5999999999999996,78.5,4.90625,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,W (+8),W (+8)
29.0,,2022-12-14,27-250,CLE,DAL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,,71.0,4.4375,0.0,83.8,5.2375,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,L (-1),L (-1)
30.0,29.0,2022-12-16,27-252,CLE,IND,0,20.5,4.0,7.0,.571,1.0,3.0,.333,5,5.0,1.000,0.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,14.0,12.6,0,4.0,3.0,0.75,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,6.0,58.0,3.625,10.599999999999998,74.49999999999999,4.656249999999999,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,W (+15),W (+15)
31.0,30.0,2022-12-17,27-253,CLE,DAL,0,16.916666666666668,3.0,8.0,.375,1.0,3.0,.333,0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,7.0,2.8,+1,5.0,2.0,0.4,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,1.0,58.0,3.625,2.8,68.0,4.25,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,W (+6),W (+6)
32.0,31.0,2022-12-19,27-255,CLE,UTA,0,24.25,8.0,10.0,.800,5.0,6.0,.833,1,2.0,.500,0.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,22.0,18.1,+15,4.0,3.0,0.75,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,12.0,66.0,4.125,17.7,76.7,4.79375,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,W (+1),W (+1)
33.0,32.0,2022-12-21,27-257,CLE,MIL,0,16.983333333333334,3.0,5.0,.600,0.0,2.0,.000,0,2.0,.000,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,4.6,-5,3.0,3.0,1.0,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,1.0,60.0,3.75,4.599999999999999,88.79999999999998,5.549999999999999,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,W (+23),W (+23)
34.0,33.0,2022-12-23,27-259,CLE,TOR,0,21.066666666666663,5.0,9.0,.556,0.0,3.0,.000,3,5.0,.600,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,13.0,11.0,-3,6.0,5.0,0.8333333333333334,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,3.0,52.0,3.25,9.799999999999995,68.3,4.26875,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,W (+8),W (+8)
35.0,34.0,2022-12-26,27-262,CLE,BRK,0,29.85,5.0,10.0,.500,1.0,6.0,.167,0,0.0,,0.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,11.0,6.4,+10,4.0,4.0,1.0,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,4.0,55.0,3.4375,6.4,87.10000000000001,5.4437500000000005,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,L (-11),L (-11)
36.0,,2022-12-29,27-265,CLE,IND,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,,92.0,5.75,0.0,114.1,7.13125,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,L (-8),L (-8)
37.0,35.0,2022-12-31,27-267,CLE,CHI,0,24.516666666666666,4.0,7.0,.571,3.0,5.0,.600,1,2.0,.500,1.0,3.0,4.0,2.0,0.0,0.0,2.0,4.0,12.0,7.7,+9,2.0,1.0,0.5,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,7.0,61.0,3.8125,7.299999999999999,71.49999999999999,4.468749999999999,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,L (-9),L (-9)
38.0,36.0,2023-01-02,27-269,CLE,CHI,0,36.23333333333333,6.0,13.0,.462,4.0,11.0,.364,3,4.0,.750,0.0,3.0,3.0,4.0,0.0,0.0,1.0,3.0,19.0,13.4,+15,2.0,2.0,1.0,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,8.0,61.0,3.8125,12.2,97.09999999999998,6.068749999999999,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,W (+1),W (+1)
39.0,37.0,2023-01-04,27-271,CLE,PHO,0,33.233333333333334,4.0,12.0,.333,2.0,6.0,.333,2,4.0,.500,1.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,12.0,6.4,+11,6.0,2.0,0.3333333333333333,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,0.0,51.0,3.1875,5.6,61.2,3.825,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,W (+11),W (+11)
40.0,38.0,2023-01-06,27-273,CLE,DEN,0,28.08333333333333,6.0,10.0,.600,3.0,6.0,.500,0,0.0,,0.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,15.0,13.3,-7,4.0,3.0,0.75,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,10.0,49.0,3.0625,13.299999999999995,73.29999999999998,4.581249999999999,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,W (+2),W (+2)
41.0,39.0,2023-01-08,27-275,CLE,PHO,0,13.733333333333333,1.0,2.0,.500,1.0,2.0,.500,0,2.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,-1.4,-6,0.0,0.0,,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,-2.0,86.0,5.375,-1.4,97.9,6.11875,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,L (-13),L (-13)
42.0,40.0,2023-01-10,27-277,CLE,UTA,0,11.35,0.0,3.0,.000,0.0,2.0,.000,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-2.4,-11,1.0,0.0,0.0,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,-3.0,75.0,4.6875,-2.3999999999999995,95.0,5.9375,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,,
43.0,41.0,2023-01-12,27-279,CLE,POR,0,8.483333333333333,1.0,2.0,.500,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.3,+3,2.0,1.0,0.5,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,0.0,81.0,5.0625,0.2999999999999998,108.4,6.775,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,W (+14),W (+14)
44.0,42.0,2023-01-14,27-281,CLE,MIN,0,15.533333333333331,2.0,4.0,.500,0.0,2.0,.000,2,2.0,1.000,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,6.0,3.5,-5,2.0,2.0,1.0,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,1.0,69.0,4.3125,2.7,88.1,5.50625,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,L (-2),L (-2)
45.0,43.0,2023-01-16,27-283,CLE,NOP,0,5.016666666666667,0.0,1.0,.000,0.0,0.0,,1,2.0,.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.5,0,1.0,0.0,0.0,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,-2.0,78.0,4.875,-0.9,102.9,6.43125,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,W (+6),W (+6)
46.0,44.0,2023-01-18,27-285,CLE,MEM,0,6.183333333333334,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.1,-11,0.0,0.0,,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,1.0,107.0,6.6875,-0.0999999999999999,118.40000000000002,7.400000000000001,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,L (-8),L (-8)
47.0,45.0,2023-01-20,27-287,CLE,GSW,0,25.03333333333333,5.0,9.0,.556,3.0,5.0,.600,0,0.0,,0.0,3.0,3.0,2.0,1.0,0.0,1.0,0.0,13.0,11.0,+2,4.0,2.0,0.5,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,9.0,62.0,3.875,10.999999999999996,84.1,5.25625,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,W (+10),W (+10)
48.0,46.0,2023-01-21,27-288,CLE,MIL,0,22.316666666666663,4.0,7.0,.571,1.0,3.0,.333,4,4.0,1.000,1.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,13.0,13.1,+5,4.0,3.0,0.75,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,8.0,81.0,5.0625,11.500000000000002,97.20000000000002,6.075000000000001,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,L (-1),L (-1)
49.0,47.0,2023-01-24,27-291,CLE,NYK,0,2.8166666666666664,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,-3,0.0,0.0,,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,-1.0,75.0,4.6875,-0.7,90.90000000000002,5.681250000000001,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,L (-6),L (-6)
50.0,48.0,2023-01-26,27-293,CLE,HOU,0,23.933333333333334,4.0,10.0,.400,1.0,6.0,.167,1,1.0,1.000,0.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0,10.0,4.7,-1,4.0,3.0,0.75,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,2.0,88.0,5.5,4.299999999999998,104.89999999999998,6.556249999999999,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,W (+12),W (+12)
51.0,49.0,2023-01-27,27-294,CLE,OKC,0,13.05,2.0,5.0,.400,1.0,3.0,.333,0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,2.6,0,2.0,1.0,0.5,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,1.0,88.0,5.5,2.6,109.0,6.8125,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,L (-2),L (-2)
52.0,50.0,2023-01-29,27-296,CLE,LAC,0,21.966666666666665,11.0,13.0,.846,7.0,7.0,1.000,0,0.0,,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,29.0,29.0,-8,6.0,4.0,0.6666666666666666,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,23.0,96.0,6.0,29.0,98.79999999999998,6.174999999999999,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,W (+18),W (+18)
53.0,51.0,2023-01-31,27-298,CLE,MIA,0,7.033333333333333,0.0,2.0,.000,0.0,2.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4,-5,0.0,0.0,,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,-2.0,86.0,5.375,-1.4,92.1,5.75625,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,L (-12),L (-12)
54.0,52.0,2023-02-02,27-300,CLE,MEM,0,31.83333333333333,7.0,11.0,.636,4.0,8.0,.500,3,5.0,.600,0.0,0.0,0.0,4.0,2.0,1.0,1.0,2.0,21.0,19.0,+20,3.0,3.0,1.0,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,11.0,94.0,5.875,17.8,111.70000000000002,6.981250000000001,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,W (+23),W (+23)
55.0,53.0,2023-02-05,27-303,CLE,IND,0,25.45,3.0,12.0,.250,3.0,8.0,.375,0,0.0,,1.0,3.0,4.0,2.0,2.0,0.0,3.0,1.0,9.0,3.4,+3,4.0,0.0,0.0,69,64,42,63,3,74,71,11,63,39,57,22,45,31,35,74.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.9324324324324323,0.927536231884058,0.9545454545454546,0.9264705882352942,1.0,0.9367088607594936,0.9342105263157896,0.9166666666666666,0.9264705882352942,0.6290322580645161,0.9193548387096774,1.0,0.9375,0.9393939393939394,0.945945945945946,0.0,6,11.0,74.0,0.5454545454545454,0.0,16,2.0,107.0,6.6875,3.4000000000000004,113.5,7.09375,12.0,3.3,-0.7,-0.8,0.2,0.0726778924497555,0.579,0.589,0.204,0.5,1.4,L (-3),L (-3)
