Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Gordon,Shared Games with Bones Hyland,Shared Games with Bruce Brown,Shared Games with Christian Braun,Shared Games with Davon Reed,Shared Games with DeAndre Jordan,Shared Games with Ish Smith,Shared Games with Jack White,Shared Games with Jamal Murray,Shared Games with Jeff Green,Shared Games with Kentavious Caldwell-Pope,Shared Games with Michael Porter Jr.,Shared Games with Nikola Jokić,Shared Games with Vlatko Čančar,Shared Games with Zeke Nnaji,Aaron Gordon,Bones Hyland,Bruce Brown,Christian Braun,Collin Gillespie,Davon Reed,DeAndre Jordan,Ish Smith,Jack White,Jamal Murray,Jeff Green,Kentavious Caldwell-Pope,Michael Porter Jr.,Nikola Jokić,Vlatko Čančar,Zeke Nnaji,co_inf with Aaron Gordon,co_inf with Bones Hyland,co_inf with Bruce Brown,co_inf with Christian Braun,co_inf with Collin Gillespie,co_inf with Davon Reed,co_inf with DeAndre Jordan,co_inf with Ish Smith,co_inf with Jack White,co_inf with Jamal Murray,co_inf with Jeff Green,co_inf with Kentavious Caldwell-Pope,co_inf with Michael Porter Jr.,co_inf with Nikola Jokić,co_inf with Vlatko Čančar,co_inf with Zeke Nnaji,Shared Games with Reggie Jackson,Shared Games with Thomas Bryant,Donovan Williams,Reggie Jackson,Thomas Bryant,co_inf with Reggie Jackson,co_inf with Donovan Williams,co_inf with Thomas Bryant,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
29,29,,2022-12-18,20-098,DEN,,CHO,W (+4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,15,5,22,23,9,11,19,9,15,18,18,18,16,22,16,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,60.0,53.0,0.2205882352941176,0.0892857142857142,0.275,0.3026315789473684,,0.2093023255813953,0.282051282051282,0.4418604651162791,0.5294117647058824,0.2307692307692307,0.3214285714285714,0.2368421052631578,0.2903225806451613,0.2318840579710145,0.3666666666666666,0.3018867924528302,6,6,2.0,68.0,59.0,0.088235294117647,0.0,0.1016949152542373,17,,90.0,5.294117647058823,0.0,102.7,6.041176470588235
30,30,,2022-12-20,20-100,DEN,,MEM,W (+14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,15,5,22,23,9,11,19,9,15,18,18,18,16,22,16,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,60.0,53.0,0.2205882352941176,0.0892857142857142,0.275,0.3026315789473684,,0.2093023255813953,0.282051282051282,0.4418604651162791,0.5294117647058824,0.2307692307692307,0.3214285714285714,0.2368421052631578,0.2903225806451613,0.2318840579710145,0.3666666666666666,0.3018867924528302,6,6,2.0,68.0,59.0,0.088235294117647,0.0,0.1016949152542373,17,,77.0,4.529411764705882,0.0,88.9,5.229411764705882
31,31,,2022-12-23,20-103,DEN,,POR,W (+13),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,15,5,22,23,9,11,19,9,15,18,18,18,16,22,16,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,60.0,53.0,0.2205882352941176,0.0892857142857142,0.275,0.3026315789473684,,0.2093023255813953,0.282051282051282,0.4418604651162791,0.5294117647058824,0.2307692307692307,0.3214285714285714,0.2368421052631578,0.2903225806451613,0.2318840579710145,0.3666666666666666,0.3018867924528302,6,6,2.0,68.0,59.0,0.088235294117647,0.0,0.1016949152542373,17,,97.0,5.705882352941177,0.0,110.59999999999998,6.505882352941176
32,32,,2022-12-25,20-105,DEN,,PHO,W (+3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,15,5,22,23,9,11,19,9,15,18,18,18,16,22,16,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,60.0,53.0,0.2205882352941176,0.0892857142857142,0.275,0.3026315789473684,,0.2093023255813953,0.282051282051282,0.4418604651162791,0.5294117647058824,0.2307692307692307,0.3214285714285714,0.2368421052631578,0.2903225806451613,0.2318840579710145,0.3666666666666666,0.3018867924528302,6,6,2.0,68.0,59.0,0.088235294117647,0.0,0.1016949152542373,17,,92.0,5.411764705882353,0.0,104.2,6.129411764705883
33,33,,2022-12-27,20-107,DEN,@,SAC,W (+7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,15,5,22,23,9,11,19,9,15,18,18,18,16,22,16,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,60.0,53.0,0.2205882352941176,0.0892857142857142,0.275,0.3026315789473684,,0.2093023255813953,0.282051282051282,0.4418604651162791,0.5294117647058824,0.2307692307692307,0.3214285714285714,0.2368421052631578,0.2903225806451613,0.2318840579710145,0.3666666666666666,0.3018867924528302,6,6,2.0,68.0,59.0,0.088235294117647,0.0,0.1016949152542373,17,,92.0,5.411764705882353,0.0,105.1,6.18235294117647
34,34,,2022-12-28,20-108,DEN,@,SAC,L (-1),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,15,5,22,23,9,11,19,9,15,18,18,18,16,22,16,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,60.0,53.0,0.2205882352941176,0.0892857142857142,0.275,0.3026315789473684,,0.2093023255813953,0.282051282051282,0.4418604651162791,0.5294117647058824,0.2307692307692307,0.3214285714285714,0.2368421052631578,0.2903225806451613,0.2318840579710145,0.3666666666666666,0.3018867924528302,6,6,2.0,68.0,59.0,0.088235294117647,0.0,0.1016949152542373,17,,83.0,4.882352941176471,0.0,98.9,5.81764705882353
35,35,,2022-12-30,20-110,DEN,,MIA,W (+5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,15,5,22,23,9,11,19,9,15,18,18,18,16,22,16,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,60.0,53.0,0.2205882352941176,0.0892857142857142,0.275,0.3026315789473684,,0.2093023255813953,0.282051282051282,0.4418604651162791,0.5294117647058824,0.2307692307692307,0.3214285714285714,0.2368421052631578,0.2903225806451613,0.2318840579710145,0.3666666666666666,0.3018867924528302,6,6,2.0,68.0,59.0,0.088235294117647,0.0,0.1016949152542373,17,,94.0,5.529411764705882,0.0,103.7,6.1000000000000005
36,36,,2023-01-01,20-112,DEN,,BOS,W (+12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,15,5,22,23,9,11,19,9,15,18,18,18,16,22,16,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,60.0,53.0,0.2205882352941176,0.0892857142857142,0.275,0.3026315789473684,,0.2093023255813953,0.282051282051282,0.4418604651162791,0.5294117647058824,0.2307692307692307,0.3214285714285714,0.2368421052631578,0.2903225806451613,0.2318840579710145,0.3666666666666666,0.3018867924528302,6,6,2.0,68.0,59.0,0.088235294117647,0.0,0.1016949152542373,17,,113.0,6.647058823529412,0.0,122.39999999999998,7.199999999999998
37,37,,2023-01-02,20-113,DEN,@,MIN,L (-13),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,15,5,22,23,9,11,19,9,15,18,18,18,16,22,16,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,60.0,53.0,0.2205882352941176,0.0892857142857142,0.275,0.3026315789473684,,0.2093023255813953,0.282051282051282,0.4418604651162791,0.5294117647058824,0.2307692307692307,0.3214285714285714,0.2368421052631578,0.2903225806451613,0.2318840579710145,0.3666666666666666,0.3018867924528302,6,6,2.0,68.0,59.0,0.088235294117647,0.0,0.1016949152542373,17,,75.0,4.411764705882353,0.0,86.59999999999998,5.094117647058822
38,38,,2023-01-05,20-116,DEN,,LAC,W (+31),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,15,5,22,23,9,11,19,9,15,18,18,18,16,22,16,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,60.0,53.0,0.2205882352941176,0.0892857142857142,0.275,0.3026315789473684,,0.2093023255813953,0.282051282051282,0.4418604651162791,0.5294117647058824,0.2307692307692307,0.3214285714285714,0.2368421052631578,0.2903225806451613,0.2318840579710145,0.3666666666666666,0.3018867924528302,6,6,2.0,68.0,59.0,0.088235294117647,0.0,0.1016949152542373,17,,113.0,6.647058823529412,0.0,116.7,6.864705882352942
39,39,,2023-01-06,20-117,DEN,,CLE,W (+13),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,15,5,22,23,9,11,19,9,15,18,18,18,16,22,16,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,60.0,53.0,0.2205882352941176,0.0892857142857142,0.275,0.3026315789473684,,0.2093023255813953,0.282051282051282,0.4418604651162791,0.5294117647058824,0.2307692307692307,0.3214285714285714,0.2368421052631578,0.2903225806451613,0.2318840579710145,0.3666666666666666,0.3018867924528302,6,6,2.0,68.0,59.0,0.088235294117647,0.0,0.1016949152542373,17,,110.0,6.470588235294118,0.0,116.59999999999998,6.858823529411763
40,40,,2023-01-09,20-120,DEN,,LAL,W (+13),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,15,5,22,23,9,11,19,9,15,18,18,18,16,22,16,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,60.0,53.0,0.2205882352941176,0.0892857142857142,0.275,0.3026315789473684,,0.2093023255813953,0.282051282051282,0.4418604651162791,0.5294117647058824,0.2307692307692307,0.3214285714285714,0.2368421052631578,0.2903225806451613,0.2318840579710145,0.3666666666666666,0.3018867924528302,6,6,2.0,68.0,59.0,0.088235294117647,0.0,0.1016949152542373,17,,109.0,6.411764705882353,0.0,114.49999999999996,6.735294117647056
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,15,5,22,23,9,11,19,9,15,18,18,18,16,22,16,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,60.0,53.0,0.2205882352941176,0.0892857142857142,0.275,0.3026315789473684,,0.2093023255813953,0.282051282051282,0.4418604651162791,0.5294117647058824,0.2307692307692307,0.3214285714285714,0.2368421052631578,0.2903225806451613,0.2318840579710145,0.3666666666666666,0.3018867924528302,6,6,2.0,68.0,59.0,0.088235294117647,0.0,0.1016949152542373,17,,0.0,0.0,0.0,0.0,0.0
42,41,,2023-01-11,20-122,DEN,,PHO,W (+29),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,15,5,22,23,9,11,19,9,15,18,18,18,16,22,16,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,60.0,53.0,0.2205882352941176,0.0892857142857142,0.275,0.3026315789473684,,0.2093023255813953,0.282051282051282,0.4418604651162791,0.5294117647058824,0.2307692307692307,0.3214285714285714,0.2368421052631578,0.2903225806451613,0.2318840579710145,0.3666666666666666,0.3018867924528302,6,6,2.0,68.0,59.0,0.088235294117647,0.0,0.1016949152542373,17,,82.0,4.823529411764706,0.0,100.09999999999998,5.888235294117646
43,42,,2023-01-13,20-124,DEN,@,LAC,W (+12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,15,5,22,23,9,11,19,9,15,18,18,18,16,22,16,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,60.0,53.0,0.2205882352941176,0.0892857142857142,0.275,0.3026315789473684,,0.2093023255813953,0.282051282051282,0.4418604651162791,0.5294117647058824,0.2307692307692307,0.3214285714285714,0.2368421052631578,0.2903225806451613,0.2318840579710145,0.3666666666666666,0.3018867924528302,6,6,2.0,68.0,59.0,0.088235294117647,0.0,0.1016949152542373,17,,77.0,4.529411764705882,0.0,94.29999999999998,5.547058823529411
44,43,,2023-01-15,20-126,DEN,,ORL,W (+3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,15,5,22,23,9,11,19,9,15,18,18,18,16,22,16,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,60.0,53.0,0.2205882352941176,0.0892857142857142,0.275,0.3026315789473684,,0.2093023255813953,0.282051282051282,0.4418604651162791,0.5294117647058824,0.2307692307692307,0.3214285714285714,0.2368421052631578,0.2903225806451613,0.2318840579710145,0.3666666666666666,0.3018867924528302,6,6,2.0,68.0,59.0,0.088235294117647,0.0,0.1016949152542373,17,,85.0,5.0,0.0,101.2,5.952941176470588
45,44,,2023-01-17,20-128,DEN,,POR,W (+9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,15,5,22,23,9,11,19,9,15,18,18,18,16,22,16,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,60.0,53.0,0.2205882352941176,0.0892857142857142,0.275,0.3026315789473684,,0.2093023255813953,0.282051282051282,0.4418604651162791,0.5294117647058824,0.2307692307692307,0.3214285714285714,0.2368421052631578,0.2903225806451613,0.2318840579710145,0.3666666666666666,0.3018867924528302,6,6,2.0,68.0,59.0,0.088235294117647,0.0,0.1016949152542373,17,,88.0,5.176470588235294,0.0,102.9,6.052941176470589
46,45,,2023-01-18,20-129,DEN,,MIN,W (+4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,15,5,22,23,9,11,19,9,15,18,18,18,16,22,16,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,60.0,53.0,0.2205882352941176,0.0892857142857142,0.275,0.3026315789473684,,0.2093023255813953,0.282051282051282,0.4418604651162791,0.5294117647058824,0.2307692307692307,0.3214285714285714,0.2368421052631578,0.2903225806451613,0.2318840579710145,0.3666666666666666,0.3018867924528302,6,6,2.0,68.0,59.0,0.088235294117647,0.0,0.1016949152542373,17,,72.0,4.235294117647059,0.0,94.1,5.535294117647059
47,46,,2023-01-20,20-131,DEN,,IND,W (+23),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,15,5,22,23,9,11,19,9,15,18,18,18,16,22,16,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,60.0,53.0,0.2205882352941176,0.0892857142857142,0.275,0.3026315789473684,,0.2093023255813953,0.282051282051282,0.4418604651162791,0.5294117647058824,0.2307692307692307,0.3214285714285714,0.2368421052631578,0.2903225806451613,0.2318840579710145,0.3666666666666666,0.3018867924528302,6,6,2.0,68.0,59.0,0.088235294117647,0.0,0.1016949152542373,17,,115.0,6.764705882352941,0.0,127.2,7.482352941176471
48,47,,2023-01-22,20-133,DEN,,OKC,L (-2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,15,5,22,23,9,11,19,9,15,18,18,18,16,22,16,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,60.0,53.0,0.2205882352941176,0.0892857142857142,0.275,0.3026315789473684,,0.2093023255813953,0.282051282051282,0.4418604651162791,0.5294117647058824,0.2307692307692307,0.3214285714285714,0.2368421052631578,0.2903225806451613,0.2318840579710145,0.3666666666666666,0.3018867924528302,6,6,2.0,68.0,59.0,0.088235294117647,0.0,0.1016949152542373,17,,83.0,4.882352941176471,0.0,106.3,6.252941176470588
49,48,,2023-01-24,20-135,DEN,@,NOP,W (+1),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,15,5,22,23,9,11,19,9,15,18,18,18,16,22,16,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,60.0,53.0,0.2205882352941176,0.0892857142857142,0.275,0.3026315789473684,,0.2093023255813953,0.282051282051282,0.4418604651162791,0.5294117647058824,0.2307692307692307,0.3214285714285714,0.2368421052631578,0.2903225806451613,0.2318840579710145,0.3666666666666666,0.3018867924528302,6,6,2.0,68.0,59.0,0.088235294117647,0.0,0.1016949152542373,17,,74.0,4.352941176470588,0.0,89.79999999999998,5.28235294117647
50,49,,2023-01-25,20-136,DEN,@,MIL,L (-8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,15,5,22,23,9,11,19,9,15,18,18,18,16,22,16,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,60.0,53.0,0.2205882352941176,0.0892857142857142,0.275,0.3026315789473684,,0.2093023255813953,0.282051282051282,0.4418604651162791,0.5294117647058824,0.2307692307692307,0.3214285714285714,0.2368421052631578,0.2903225806451613,0.2318840579710145,0.3666666666666666,0.3018867924528302,6,6,2.0,68.0,59.0,0.088235294117647,0.0,0.1016949152542373,17,,65.0,3.823529411764706,0.0,71.19999999999999,4.188235294117646
51,50,,2023-01-28,20-139,DEN,@,PHI,L (-7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,15,5,22,23,9,11,19,9,15,18,18,18,16,22,16,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,60.0,53.0,0.2205882352941176,0.0892857142857142,0.275,0.3026315789473684,,0.2093023255813953,0.282051282051282,0.4418604651162791,0.5294117647058824,0.2307692307692307,0.3214285714285714,0.2368421052631578,0.2903225806451613,0.2318840579710145,0.3666666666666666,0.3018867924528302,6,6,2.0,68.0,59.0,0.088235294117647,0.0,0.1016949152542373,17,,92.0,5.411764705882353,0.0,104.8,6.164705882352941
52,51,,2023-01-31,20-142,DEN,,NOP,W (+9),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,15,5,22,23,9,11,19,9,15,18,18,18,16,22,16,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,60.0,53.0,0.2205882352941176,0.0892857142857142,0.275,0.3026315789473684,,0.2093023255813953,0.282051282051282,0.4418604651162791,0.5294117647058824,0.2307692307692307,0.3214285714285714,0.2368421052631578,0.2903225806451613,0.2318840579710145,0.3666666666666666,0.3018867924528302,6,6,2.0,68.0,59.0,0.088235294117647,0.0,0.1016949152542373,17,,99.0,5.823529411764706,0.0,117.30000000000004,6.900000000000002
53,52,7,2023-02-02,20-144,DEN,,GSW,W (+17),0,1:26,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4,0.0,0.0,,15,5,22,23,9,11,19,9,15,18,18,18,16,22,16,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,60.0,53.0,0.2205882352941176,0.0892857142857142,0.275,0.3026315789473684,,0.2093023255813953,0.282051282051282,0.4418604651162791,0.5294117647058824,0.2307692307692307,0.3214285714285714,0.2368421052631578,0.2903225806451613,0.2318840579710145,0.3666666666666666,0.3018867924528302,6,6,2.0,68.0,59.0,0.088235294117647,0.0,0.1016949152542373,17,0.0,111.0,6.529411764705882,0.0,135.5,7.970588235294118
54,53,8,2023-02-04,20-146,DEN,,ATL,W (+20),0,2:08,1.0,2.0,.500,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,-1,2.0,1.0,0.5,15,5,22,23,9,11,19,9,15,18,18,18,16,22,16,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,60.0,53.0,0.2205882352941176,0.0892857142857142,0.275,0.3026315789473684,,0.2093023255813953,0.282051282051282,0.4418604651162791,0.5294117647058824,0.2307692307692307,0.3214285714285714,0.2368421052631578,0.2903225806451613,0.2318840579710145,0.3666666666666666,0.3018867924528302,6,6,2.0,68.0,59.0,0.088235294117647,0.0,0.1016949152542373,17,-1.0,113.0,6.647058823529412,0.0,124.70000000000005,7.335294117647061
55,54,9,2023-02-05,20-147,DEN,@,MIN,L (-30),0,9:18,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,2.3,-10,1.0,1.0,1.0,15,5,22,23,9,11,19,9,15,18,18,18,16,22,16,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,60.0,53.0,0.2205882352941176,0.0892857142857142,0.275,0.3026315789473684,,0.2093023255813953,0.282051282051282,0.4418604651162791,0.5294117647058824,0.2307692307692307,0.3214285714285714,0.2368421052631578,0.2903225806451613,0.2318840579710145,0.3666666666666666,0.3018867924528302,6,6,2.0,68.0,59.0,0.088235294117647,0.0,0.1016949152542373,17,4.0,42.0,2.4705882352941178,2.3,58.0,3.411764705882353
56,55,10,2023-02-07,20-149,DEN,,MIN,W (+34),0,7:49,3.0,4.0,.750,1.0,1.0,1.000,0,2.0,.000,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,7.0,5.9,-3,3.0,2.0,0.6666666666666666,15,5,22,23,9,11,19,9,15,18,18,18,16,22,16,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,60.0,53.0,0.2205882352941176,0.0892857142857142,0.275,0.3026315789473684,,0.2093023255813953,0.282051282051282,0.4418604651162791,0.5294117647058824,0.2307692307692307,0.3214285714285714,0.2368421052631578,0.2903225806451613,0.2318840579710145,0.3666666666666666,0.3018867924528302,6,6,2.0,68.0,59.0,0.088235294117647,0.0,0.1016949152542373,17,4.0,126.0,7.411764705882353,5.899999999999999,136.90000000000003,8.05294117647059
57,56,,2023-02-09,20-151,DEN,@,ORL,L (-11),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,15,5,22,23,9,11,19,9,15,18,18,18,16,22,16,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,60.0,53.0,0.2205882352941176,0.0892857142857142,0.275,0.3026315789473684,,0.2093023255813953,0.282051282051282,0.4418604651162791,0.5294117647058824,0.2307692307692307,0.3214285714285714,0.2368421052631578,0.2903225806451613,0.2318840579710145,0.3666666666666666,0.3018867924528302,6,6,2.0,68.0,59.0,0.088235294117647,0.0,0.1016949152542373,17,,55.0,3.235294117647059,0.0,71.2,4.188235294117647
58,57,11,2023-02-11,20-153,DEN,@,CHO,W (+14),0,1:09,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7,0,1.0,1.0,1.0,15,5,22,23,9,11,19,9,15,18,18,18,16,22,16,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,60.0,53.0,0.2205882352941176,0.0892857142857142,0.275,0.3026315789473684,,0.2093023255813953,0.282051282051282,0.4418604651162791,0.5294117647058824,0.2307692307692307,0.3214285714285714,0.2368421052631578,0.2903225806451613,0.2318840579710145,0.3666666666666666,0.3018867924528302,6,6,2.0,68.0,59.0,0.088235294117647,0.0,0.1016949152542373,17,1.0,101.0,5.941176470588236,1.7,114.5,6.735294117647059
59,58,,2023-02-13,20-155,DEN,@,MIA,W (+4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,15,5,22,23,9,11,19,9,15,18,18,18,16,22,16,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,60.0,53.0,0.2205882352941176,0.0892857142857142,0.275,0.3026315789473684,,0.2093023255813953,0.282051282051282,0.4418604651162791,0.5294117647058824,0.2307692307692307,0.3214285714285714,0.2368421052631578,0.2903225806451613,0.2318840579710145,0.3666666666666666,0.3018867924528302,6,6,2.0,68.0,59.0,0.088235294117647,0.0,0.1016949152542373,17,,92.0,5.411764705882353,0.0,97.2,5.7176470588235295
