Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Gordon,Shared Games with Bones Hyland,Shared Games with Bruce Brown,Shared Games with Christian Braun,Shared Games with Davon Reed,Shared Games with DeAndre Jordan,Shared Games with Ish Smith,Shared Games with Jack White,Shared Games with Jamal Murray,Shared Games with Jeff Green,Shared Games with Kentavious Caldwell-Pope,Shared Games with Michael Porter Jr.,Shared Games with Nikola Jokić,Shared Games with Peyton Watson,Shared Games with Zeke Nnaji,Aaron Gordon,Bones Hyland,Bruce Brown,Christian Braun,Collin Gillespie,Davon Reed,DeAndre Jordan,Ish Smith,Jack White,Jamal Murray,Jeff Green,Kentavious Caldwell-Pope,Michael Porter Jr.,Nikola Jokić,Peyton Watson,Zeke Nnaji,co_inf with Aaron Gordon,co_inf with Bones Hyland,co_inf with Bruce Brown,co_inf with Christian Braun,co_inf with Collin Gillespie,co_inf with Davon Reed,co_inf with DeAndre Jordan,co_inf with Ish Smith,co_inf with Jack White,co_inf with Jamal Murray,co_inf with Jeff Green,co_inf with Kentavious Caldwell-Pope,co_inf with Michael Porter Jr.,co_inf with Nikola Jokić,co_inf with Peyton Watson,co_inf with Zeke Nnaji,Shared Games with Reggie Jackson,Shared Games with Thomas Bryant,Donovan Williams,Reggie Jackson,Thomas Bryant,co_inf with Reggie Jackson,co_inf with Donovan Williams,co_inf with Thomas Bryant,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
29,29,20,2022-12-18,25-252,DEN,,CHO,W (+4),0,2:44,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-4,0.0,0.0,,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,-1.0,91.0,5.352941176470588,-1.0,103.7,6.1000000000000005
30,30,21,2022-12-20,25-254,DEN,,MEM,W (+14),0,19:58,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,2.0,5.0,7.0,2.0,0.0,0.0,3.0,3.0,3.0,2.8,-4,0.0,0.0,,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,8.0,69.0,4.0588235294117645,2.799999999999999,86.1,5.064705882352941
31,31,,2022-12-23,25-257,DEN,,POR,W (+13),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,,97.0,5.705882352941177,0.0,110.59999999999998,6.505882352941176
32,32,,2022-12-25,25-259,DEN,,PHO,W (+3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,,92.0,5.411764705882353,0.0,104.2,6.129411764705883
33,33,22,2022-12-27,25-261,DEN,@,SAC,W (+7),0,29:30,3.0,5.0,.600,2.0,3.0,.667,0,0.0,,1.0,3.0,4.0,3.0,0.0,0.0,1.0,1.0,8.0,8.0,-3,2.0,1.0,0.5,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,9.0,83.0,4.882352941176471,7.999999999999998,97.1,5.711764705882352
34,34,23,2022-12-28,25-262,DEN,@,SAC,L (-1),0,15:19,3.0,4.0,.750,3.0,4.0,.750,0,0.0,,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,9.0,7.7,-2,0.0,0.0,,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,7.0,76.0,4.470588235294118,7.699999999999999,91.2,5.364705882352942
35,35,24,2022-12-30,25-264,DEN,,MIA,W (+5),0,17:53,5.0,5.0,1.000,3.0,3.0,1.000,2,2.0,1.000,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,15.0,15.8,+9,2.0,2.0,1.0,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,12.0,82.0,4.823529411764706,15.0,88.7,5.2176470588235295
36,36,25,2023-01-01,25-266,DEN,,BOS,W (+12),0,16:32,3.0,4.0,.750,2.0,3.0,.667,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,8.0,5.1,-4,1.0,1.0,1.0,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,5.0,108.0,6.352941176470588,5.1,117.29999999999998,6.899999999999999
37,37,26,2023-01-02,25-267,DEN,@,MIN,L (-13),0,16:54,1.0,3.0,.333,0.0,2.0,.000,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,0.1,-7,1.0,1.0,1.0,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,1.0,74.0,4.352941176470588,0.0999999999999996,86.49999999999999,5.088235294117646
38,38,27,2023-01-05,25-270,DEN,,LAC,W (+31),0,26:51,6.0,12.0,.500,1.0,3.0,.333,2,2.0,1.000,4.0,8.0,12.0,1.0,1.0,1.0,2.0,4.0,15.0,13.0,+9,9.0,5.0,0.5555555555555556,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,14.0,99.0,5.823529411764706,12.199999999999998,104.5,6.147058823529412
39,39,28,2023-01-06,25-271,DEN,,CLE,W (+13),0,18:03,2.0,3.0,.667,1.0,2.0,.500,0,0.0,,1.0,0.0,1.0,3.0,1.0,0.0,0.0,5.0,5.0,5.5,-3,1.0,1.0,1.0,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,7.0,103.0,6.0588235294117645,5.5,111.09999999999998,6.535294117647058
40,40,29,2023-01-09,25-274,DEN,,LAL,W (+13),0,25:56,1.0,4.0,.250,0.0,1.0,.000,0,0.0,,1.0,3.0,4.0,2.0,1.0,0.0,1.0,2.0,2.0,1.8,+7,3.0,1.0,0.3333333333333333,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,4.0,105.0,6.176470588235294,1.8000000000000007,112.7,6.629411764705883
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,,0.0,0.0,0.0,0.0,0.0
42,41,30,2023-01-11,25-276,DEN,,PHO,W (+29),0,19:03,1.0,3.0,.333,0.0,2.0,.000,0,0.0,,1.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,2.0,4.4,+9,1.0,1.0,1.0,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,6.0,76.0,4.470588235294118,4.4,95.69999999999996,5.62941176470588
43,42,31,2023-01-13,25-278,DEN,@,LAC,W (+12),0,16:16,1.0,3.0,.333,1.0,1.0,1.000,2,2.0,1.000,0.0,4.0,4.0,0.0,1.0,0.0,0.0,2.0,5.0,4.7,-4,2.0,0.0,0.0,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,5.0,72.0,4.235294117647059,3.900000000000001,90.39999999999998,5.317647058823528
44,43,,2023-01-15,25-280,DEN,,ORL,W (+3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,,85.0,5.0,0.0,101.2,5.952941176470588
45,44,32,2023-01-17,25-282,DEN,,POR,W (+9),0,16:27,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,-0.8,-11,1.0,0.0,0.0,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,1.0,87.0,5.117647058823529,-0.8,103.7,6.1000000000000005
46,45,33,2023-01-18,25-283,DEN,,MIN,W (+4),0,15:59,1.0,4.0,.250,0.0,1.0,.000,2,2.0,1.000,0.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,4.0,2.1,-5,3.0,1.0,0.3333333333333333,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,1.0,71.0,4.176470588235294,1.3000000000000007,92.8,5.458823529411765
47,46,,2023-01-20,25-285,DEN,,IND,W (+23),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,,115.0,6.764705882352941,0.0,127.2,7.482352941176471
48,47,34,2023-01-22,25-287,DEN,,OKC,L (-2),0,9:55,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,0.0,83.0,4.882352941176471,0.0,106.3,6.252941176470588
49,48,35,2023-01-24,25-289,DEN,@,NOP,W (+1),0,14:07,1.0,5.0,.200,0.0,3.0,.000,0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,0.0,3.0,2.0,-0.7,+11,2.0,1.0,0.5,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,1.0,73.0,4.294117647058823,-0.7000000000000002,90.5,5.323529411764706
50,49,36,2023-01-25,25-290,DEN,@,MIL,L (-8),1,19:58,3.0,5.0,.600,1.0,2.0,.500,2,2.0,1.000,1.0,3.0,4.0,3.0,0.0,1.0,3.0,1.0,9.0,7.7,-8,3.0,2.0,0.6666666666666666,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,7.0,58.0,3.411764705882353,6.899999999999997,64.3,3.7823529411764705
51,50,,2023-01-28,25-293,DEN,@,PHI,L (-7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,,92.0,5.411764705882353,0.0,104.8,6.164705882352941
52,51,,2023-01-31,25-296,DEN,,NOP,W (+9),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,,99.0,5.823529411764706,0.0,117.30000000000004,6.900000000000002
53,52,37,2023-02-02,25-298,DEN,,GSW,W (+17),1,32:19,7.0,10.0,.700,3.0,4.0,.750,0,0.0,,1.0,2.0,3.0,3.0,2.0,0.0,0.0,3.0,17.0,17.0,+23,6.0,4.0,0.6666666666666666,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,15.0,96.0,5.647058823529412,17.000000000000004,118.5,6.970588235294118
54,53,38,2023-02-04,25-300,DEN,,ATL,W (+20),0,22:20,1.0,5.0,.200,1.0,3.0,.333,2,2.0,1.000,0.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,5.0,3.5,+3,2.0,0.0,0.0,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,2.0,110.0,6.470588235294118,2.700000000000001,122.00000000000004,7.176470588235297
55,54,39,2023-02-05,25-301,DEN,@,MIN,L (-30),1,29:26,2.0,5.0,.400,0.0,1.0,.000,2,2.0,1.000,0.0,5.0,5.0,3.0,0.0,0.0,0.0,1.0,6.0,6.5,-9,4.0,2.0,0.5,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,7.0,39.0,2.294117647058824,5.7,54.6,3.211764705882353
56,55,40,2023-02-07,25-303,DEN,,MIN,W (+34),0,22:04,5.0,8.0,.625,2.0,5.0,.400,0,0.0,,0.0,6.0,6.0,3.0,0.0,1.0,0.0,2.0,12.0,12.2,+2,3.0,3.0,1.0,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,14.0,116.0,6.823529411764706,12.199999999999998,130.60000000000002,7.682352941176472
57,56,41,2023-02-09,25-305,DEN,@,ORL,L (-11),0,11:53,1.0,3.0,.333,1.0,2.0,.500,0,0.0,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,2.0,-16,1.0,0.0,0.0,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,2.0,53.0,3.117647058823529,2.0,69.2,4.070588235294117
58,57,42,2023-02-11,25-307,DEN,@,CHO,W (+14),1,23:38,5.0,9.0,.556,1.0,3.0,.333,1,1.0,1.000,1.0,4.0,5.0,2.0,0.0,0.0,0.0,2.0,12.0,10.2,+12,6.0,4.0,0.6666666666666666,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,9.0,93.0,5.470588235294118,9.799999999999995,106.4,6.258823529411765
59,58,43,2023-02-13,25-309,DEN,@,MIA,W (+4),1,28:01,4.0,6.0,.667,0.0,2.0,.000,2,2.0,1.000,1.0,4.0,5.0,6.0,1.0,1.0,3.0,1.0,10.0,11.8,-1,4.0,4.0,1.0,46,29,58,58,29,29,38,16,44,37,54,41,48,22,41,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,53.0,0.6764705882352942,0.5178571428571429,0.725,0.7631578947368421,,0.6744186046511628,0.7435897435897436,0.8837209302325582,0.9411764705882352,0.676923076923077,0.6607142857142857,0.7105263157894737,0.6612903225806451,0.6956521739130435,0.9565217391304348,0.7735849056603774,10,13,2.0,68.0,59.0,0.1470588235294117,0.0,0.2203389830508474,17,12.0,80.0,4.705882352941177,10.999999999999996,86.19999999999999,5.070588235294117
