Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Danuel House Jr.,Shared Games with Furkan Korkmaz,Shared Games with Georges Niang,Shared Games with Jaden Springer,Shared Games with James Harden,Shared Games with Joel Embiid,Shared Games with Julian Champagnie,Shared Games with Louis King,Shared Games with Mac McClung,Shared Games with Matisse Thybulle,Shared Games with Montrezl Harrell,Shared Games with P.J. Tucker,Shared Games with Paul Reed,Shared Games with Saben Lee,Shared Games with Shake Milton,Shared Games with Tobias Harris,Shared Games with Tyrese Maxey,Danuel House Jr.,Furkan Korkmaz,Georges Niang,Jaden Springer,James Harden,Joel Embiid,Julian Champagnie,Louis King,Mac McClung,Matisse Thybulle,Michael Foster Jr.,Montrezl Harrell,P.J. Tucker,Paul Reed,Saben Lee,Shake Milton,Tobias Harris,Tyrese Maxey,co_inf with Danuel House Jr.,co_inf with Furkan Korkmaz,co_inf with Georges Niang,co_inf with Jaden Springer,co_inf with James Harden,co_inf with Joel Embiid,co_inf with Julian Champagnie,co_inf with Louis King,co_inf with Mac McClung,co_inf with Matisse Thybulle,co_inf with Michael Foster Jr.,co_inf with Montrezl Harrell,co_inf with P.J. Tucker,co_inf with Paul Reed,co_inf with Saben Lee,co_inf with Shake Milton,co_inf with Tobias Harris,co_inf with Tyrese Maxey,Shared Games with Jalen McDaniels,Shared Games with Dewayne Dedmon,Dewayne Dedmon,Grant Williams,Jalen McDaniels,co_inf with Jalen McDaniels,co_inf with Dewayne Dedmon,co_inf with Grant Williams,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
25.0,23.0,2022-12-09,24-195,PHI,LAL,1.0,43.06666666666667,11.0,16.0,0.688,8.0,12.0,0.667,3.0,4.0,0.75,0.0,4.0,4.0,2.0,7.0,0.0,2.0,1.0,33.0,33.0,3.0,4.0,3.0,0.75,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,24.0,78.0,4.105263157894737,31.8,75.50000000000001,3.973684210526317,12.7,4.2,0.9,-0.7,1.6,0.0825571549534293,0.566,0.619,0.134,1.6,1.1,L (-9),L (-9)
26.0,24.0,2022-12-11,24-197,PHI,CHO,1.0,28.416666666666668,4.0,8.0,0.5,4.0,7.0,0.571,0.0,0.0,,0.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,12.0,10.5,15.0,1.0,0.0,0.0,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,11.0,111.0,5.842105263157895,10.499999999999998,114.6,6.031578947368421,12.7,4.2,0.9,-0.7,1.6,0.0825571549534293,0.566,0.619,0.134,1.6,1.1,W (+11),W (+11)
27.0,,2022-12-13,24-199,PHI,SAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,,94.0,4.947368421052632,0.0,99.90000000000002,5.257894736842107,12.7,4.2,0.9,-0.7,1.6,0.0825571549534293,0.566,0.619,0.134,1.6,1.1,W (+18),W (+18)
28.0,25.0,2022-12-16,24-202,PHI,GSW,1.0,38.18333333333333,7.0,14.0,0.5,3.0,8.0,0.375,0.0,0.0,,2.0,7.0,9.0,7.0,2.0,0.0,1.0,2.0,17.0,18.6,9.0,6.0,4.0,0.6666666666666666,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,20.0,83.0,4.368421052631579,18.6,95.9,5.047368421052632,12.7,4.2,0.9,-0.7,1.6,0.0825571549534293,0.566,0.619,0.134,1.6,1.1,W (+20),W (+20)
29.0,26.0,2022-12-19,24-205,PHI,TOR,1.0,41.05,3.0,14.0,0.214,2.0,11.0,0.182,0.0,0.0,,2.0,5.0,7.0,1.0,1.0,0.0,3.0,1.0,8.0,0.6,8.0,3.0,1.0,0.3333333333333333,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,0.0,67.0,3.526315789473684,0.6000000000000001,66.79999999999998,3.515789473684209,12.7,4.2,0.9,-0.7,1.6,0.0825571549534293,0.566,0.619,0.134,1.6,1.1,W (+12),W (+12)
30.0,27.0,2022-12-21,24-207,PHI,DET,1.0,23.98333333333333,4.0,11.0,0.364,2.0,6.0,0.333,2.0,2.0,1.0,2.0,7.0,9.0,3.0,1.0,0.0,0.0,4.0,12.0,10.9,14.0,5.0,2.0,0.4,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,12.0,77.0,4.052631578947368,10.100000000000003,81.5,4.289473684210527,12.7,4.2,0.9,-0.7,1.6,0.0825571549534293,0.566,0.619,0.134,1.6,1.1,W (+3),W (+3)
31.0,28.0,2022-12-23,24-209,PHI,LAC,1.0,34.35,5.0,10.0,0.5,3.0,7.0,0.429,0.0,0.0,,0.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,13.0,12.8,17.0,3.0,2.0,0.6666666666666666,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,12.0,80.0,4.2105263157894735,12.8,89.49999999999999,4.710526315789473,12.7,4.2,0.9,-0.7,1.6,0.0825571549534293,0.566,0.619,0.134,1.6,1.1,W (+20),W (+20)
32.0,29.0,2022-12-25,24-211,PHI,NYK,1.0,27.1,5.0,8.0,0.625,5.0,7.0,0.714,0.0,0.0,,1.0,2.0,3.0,1.0,1.0,0.0,1.0,5.0,15.0,11.4,-2.0,1.0,0.0,0.0,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,11.0,71.0,3.736842105263158,11.4,87.60000000000001,4.610526315789474,12.7,4.2,0.9,-0.7,1.6,0.0825571549534293,0.566,0.619,0.134,1.6,1.1,W (+5),W (+5)
33.0,30.0,2022-12-27,24-213,PHI,WAS,1.0,35.05,2.0,6.0,0.333,2.0,5.0,0.4,0.0,0.0,,1.0,4.0,5.0,2.0,0.0,0.0,2.0,2.0,6.0,3.1,-1.0,1.0,0.0,0.0,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,5.0,61.0,3.210526315789474,3.1000000000000005,80.2,4.221052631578948,12.7,4.2,0.9,-0.7,1.6,0.0825571549534293,0.566,0.619,0.134,1.6,1.1,W (+7),W (+7)
34.0,31.0,2022-12-30,24-216,PHI,NOP,1.0,30.4,4.0,8.0,0.5,2.0,6.0,0.333,1.0,2.0,0.5,1.0,2.0,3.0,4.0,2.0,2.0,0.0,4.0,11.0,12.5,-4.0,2.0,2.0,1.0,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,12.0,70.0,3.684210526315789,12.099999999999998,74.00000000000001,3.894736842105264,12.7,4.2,0.9,-0.7,1.6,0.0825571549534293,0.566,0.619,0.134,1.6,1.1,L (-5),L (-5)
35.0,32.0,2022-12-31,24-217,PHI,OKC,1.0,30.7,7.0,13.0,0.538,3.0,7.0,0.429,0.0,0.0,,0.0,7.0,7.0,3.0,3.0,2.0,0.0,4.0,17.0,17.7,27.0,6.0,4.0,0.6666666666666666,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,19.0,76.0,4.0,17.699999999999996,76.0,4.0,12.7,4.2,0.9,-0.7,1.6,0.0825571549534293,0.566,0.619,0.134,1.6,1.1,L (-11),L (-11)
36.0,33.0,2023-01-02,24-219,PHI,NOP,1.0,30.6,3.0,6.0,0.5,3.0,5.0,0.6,2.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0,1.0,11.0,12.7,0.0,1.0,0.0,0.0,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,11.0,81.0,4.2631578947368425,11.899999999999997,86.10000000000001,4.531578947368422,12.7,4.2,0.9,-0.7,1.6,0.0825571549534293,0.566,0.619,0.134,1.6,1.1,W (+19),W (+19)
37.0,34.0,2023-01-04,24-221,PHI,IND,1.0,37.3,7.0,15.0,0.467,5.0,8.0,0.625,0.0,0.0,,2.0,5.0,7.0,0.0,0.0,0.0,1.0,3.0,19.0,12.0,-4.0,7.0,2.0,0.2857142857142857,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,10.0,84.0,4.421052631578948,12.0,92.4,4.863157894736842,12.7,4.2,0.9,-0.7,1.6,0.0825571549534293,0.566,0.619,0.134,1.6,1.1,W (+9),W (+9)
38.0,35.0,2023-01-06,24-223,PHI,CHI,1.0,26.45,3.0,8.0,0.375,3.0,6.0,0.5,0.0,0.0,,0.0,3.0,3.0,3.0,1.0,1.0,2.0,5.0,9.0,5.3,-3.0,2.0,0.0,0.0,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,7.0,74.0,3.8947368421052633,5.299999999999999,91.0,4.789473684210527,12.7,4.2,0.9,-0.7,1.6,0.0825571549534293,0.566,0.619,0.134,1.6,1.1,W (+3),W (+3)
39.0,36.0,2023-01-08,24-225,PHI,DET,1.0,23.08333333333333,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,3.0,3.0,0.0,1.0,1.0,3.0,1.0,0.0,-4.3,12.0,2.0,0.0,0.0,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,-3.0,97.0,5.105263157894737,-4.300000000000001,106.4,5.6000000000000005,12.7,4.2,0.9,-0.7,1.6,0.0825571549534293,0.566,0.619,0.134,1.6,1.1,L (-14),L (-14)
40.0,37.0,2023-01-10,24-227,PHI,DET,0.0,17.916666666666668,4.0,10.0,0.4,1.0,7.0,0.143,0.0,0.0,,0.0,5.0,5.0,2.0,2.0,0.0,2.0,4.0,9.0,4.9,4.0,3.0,3.0,1.0,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,6.0,121.0,6.368421052631579,4.9,125.59999999999998,6.610526315789473,12.7,4.2,0.9,-0.7,1.6,0.0825571549534293,0.566,0.619,0.134,1.6,1.1,W (+12),W (+12)
41.0,38.0,2023-01-12,24-229,PHI,OKC,0.0,23.25,3.0,6.0,0.5,2.0,4.0,0.5,0.0,0.0,,0.0,3.0,3.0,3.0,0.0,0.0,0.0,4.0,8.0,6.4,-15.0,2.0,1.0,0.5,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,8.0,68.0,3.5789473684210527,6.4,73.1,3.8473684210526313,12.7,4.2,0.9,-0.7,1.6,0.0825571549534293,0.566,0.619,0.134,1.6,1.1,W (+31),W (+31)
42.0,39.0,2023-01-14,24-231,PHI,UTA,1.0,31.666666666666668,2.0,7.0,0.286,2.0,3.0,0.667,0.0,0.0,,0.0,4.0,4.0,3.0,3.0,2.0,1.0,2.0,6.0,7.8,1.0,4.0,0.0,0.0,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,10.0,66.0,3.473684210526316,7.800000000000001,84.8,4.463157894736842,12.7,4.2,0.9,-0.7,1.6,0.0825571549534293,0.566,0.619,0.134,1.6,1.1,,
43.0,40.0,2023-01-15,24-232,PHI,LAL,1.0,21.316666666666663,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,,1.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,2.3,4.0,0.0,0.0,,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,4.0,77.0,4.052631578947368,2.3000000000000003,84.79999999999998,4.463157894736841,12.7,4.2,0.9,-0.7,1.6,0.0825571549534293,0.566,0.619,0.134,1.6,1.1,L (-19),L (-19)
44.0,41.0,2023-01-17,24-234,PHI,LAC,1.0,20.6,2.0,5.0,0.4,1.0,4.0,0.25,0.0,0.0,,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,5.0,4.9,-2.0,1.0,1.0,1.0,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,4.0,76.0,4.0,4.899999999999999,96.2,5.063157894736842,12.7,4.2,0.9,-0.7,1.6,0.0825571549534293,0.566,0.619,0.134,1.6,1.1,W (+1),W (+1)
45.0,42.0,2023-01-19,24-236,PHI,POR,1.0,29.98333333333333,1.0,5.0,0.2,1.0,5.0,0.2,2.0,2.0,1.0,0.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,5.0,3.0,2.0,0.0,0.0,,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,3.0,93.0,4.894736842105263,2.2,97.8,5.147368421052631,12.7,4.2,0.9,-0.7,1.6,0.0825571549534293,0.566,0.619,0.134,1.6,1.1,W (+1),W (+1)
46.0,43.0,2023-01-21,24-238,PHI,SAC,1.0,31.316666666666663,4.0,8.0,0.5,2.0,4.0,0.5,4.0,4.0,1.0,2.0,5.0,7.0,5.0,3.0,1.0,4.0,3.0,14.0,14.9,-4.0,4.0,2.0,0.5,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,14.0,73.0,3.842105263157895,13.3,92.99999999999996,4.894736842105261,12.7,4.2,0.9,-0.7,1.6,0.0825571549534293,0.566,0.619,0.134,1.6,1.1,W (+10),W (+10)
47.0,44.0,2023-01-25,24-242,PHI,BRK,1.0,33.8,7.0,10.0,0.7,3.0,6.0,0.5,2.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,3.0,0.0,3.0,19.0,20.1,-4.0,4.0,4.0,1.0,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,17.0,70.0,3.684210526315789,19.3,84.1,4.426315789473684,12.7,4.2,0.9,-0.7,1.6,0.0825571549534293,0.566,0.619,0.134,1.6,1.1,W (+10),W (+10)
48.0,45.0,2023-01-28,24-245,PHI,DEN,1.0,22.75,4.0,8.0,0.5,3.0,5.0,0.6,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,3.0,13.0,11.2,-12.0,3.0,1.0,0.3333333333333333,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,8.0,83.0,4.368421052631579,10.4,95.10000000000002,5.005263157894738,12.7,4.2,0.9,-0.7,1.6,0.0825571549534293,0.566,0.619,0.134,1.6,1.1,W (+2),W (+2)
49.0,46.0,2023-01-30,24-247,PHI,ORL,1.0,20.6,2.0,6.0,0.333,1.0,3.0,0.333,3.0,4.0,0.75,1.0,6.0,7.0,2.0,2.0,0.0,3.0,2.0,8.0,6.3,10.0,3.0,1.0,0.3333333333333333,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,6.0,66.0,3.473684210526316,5.100000000000001,67.79999999999998,3.568421052631578,12.7,4.2,0.9,-0.7,1.6,0.0825571549534293,0.566,0.619,0.134,1.6,1.1,W (+4),W (+4)
50.0,47.0,2023-02-01,24-249,PHI,ORL,1.0,20.1,1.0,7.0,0.143,1.0,4.0,0.25,0.0,0.0,,2.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,3.0,-2.6,-3.0,3.0,0.0,0.0,52,33,74,13,56,64,2,1,2,46,53,72,64,2,71,71,58,56.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.9285714285714286,0.8918918918918919,0.9487179487179488,0.8125,0.9655172413793104,0.9696969696969696,0.1176470588235294,1.0,1.0,0.647887323943662,0.0,0.9298245614035088,0.96,0.927536231884058,0.08,0.9342105263157896,0.9594594594594594,0.9666666666666668,19,7,38.0,79.0,80.0,0.2375,0.1842105263157894,0.0,19,-3.0,79.0,4.157894736842105,-2.6,89.70000000000002,4.7210526315789485,12.7,4.2,0.9,-0.7,1.6,0.0825571549534293,0.566,0.619,0.134,1.6,1.1,W (+7),W (+7)
