Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Danuel House Jr.,Shared Games with De'Anthony Melton,Shared Games with Furkan Korkmaz,Shared Games with Georges Niang,Shared Games with Jaden Springer,Shared Games with James Harden,Shared Games with Joel Embiid,Shared Games with Julian Champagnie,Shared Games with Louis King,Shared Games with Mac McClung,Shared Games with Matisse Thybulle,Shared Games with Montrezl Harrell,Shared Games with P.J. Tucker,Shared Games with Saben Lee,Shared Games with Shake Milton,Shared Games with Tobias Harris,Shared Games with Tyrese Maxey,Danuel House Jr.,De'Anthony Melton,Furkan Korkmaz,Georges Niang,Jaden Springer,James Harden,Joel Embiid,Julian Champagnie,Louis King,Mac McClung,Matisse Thybulle,Michael Foster Jr.,Montrezl Harrell,P.J. Tucker,Saben Lee,Shake Milton,Tobias Harris,Tyrese Maxey,co_inf with Danuel House Jr.,co_inf with De'Anthony Melton,co_inf with Furkan Korkmaz,co_inf with Georges Niang,co_inf with Jaden Springer,co_inf with James Harden,co_inf with Joel Embiid,co_inf with Julian Champagnie,co_inf with Louis King,co_inf with Mac McClung,co_inf with Matisse Thybulle,co_inf with Michael Foster Jr.,co_inf with Montrezl Harrell,co_inf with P.J. Tucker,co_inf with Saben Lee,co_inf with Shake Milton,co_inf with Tobias Harris,co_inf with Tyrese Maxey,Shared Games with Jalen McDaniels,Shared Games with Dewayne Dedmon,Dewayne Dedmon,Grant Williams,Jalen McDaniels,co_inf with Jalen McDaniels,co_inf with Dewayne Dedmon,co_inf with Grant Williams,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
72.0,59.0,2023-03-22,23-281,PHI,CHI,0,18.8,1.0,1.0,1.000,0.0,0.0,,4,6.0,.667,2.0,2.0,4.0,1.0,1.0,1.0,1.0,0.0,6.0,8.3,+13,1.0,1.0,1.0,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,5.0,84.0,4.421052631578948,6.699999999999999,81.7,4.3,19.2,2.8,-0.1,-1.6,1.5,0.0303767993226079,0.62,0.029,0.244,0.4,1.2,W (+39),W (+39)
73.0,60.0,2023-03-24,23-283,PHI,GSW,0,5.6,1.0,2.0,.500,0.0,0.0,,0,2.0,.000,2.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,2.0,0.8,-13,2.0,1.0,0.5,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,1.0,72.0,3.789473684210526,0.7999999999999994,80.70000000000002,4.247368421052633,19.2,2.8,-0.1,-1.6,1.5,0.0303767993226079,0.62,0.029,0.244,0.4,1.2,W (+20),W (+20)
74.0,61.0,2023-03-25,23-284,PHI,PHO,0,6.3,0.0,0.0,,0.0,0.0,,2,2.0,1.000,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.6,-2,0.0,0.0,,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,2.0,63.0,3.3157894736842106,1.8000000000000005,73.70000000000002,3.878947368421053,19.2,2.8,-0.1,-1.6,1.5,0.0303767993226079,0.62,0.029,0.244,0.4,1.2,L (-4),L (-4)
75.0,62.0,2023-03-27,23-286,PHI,DEN,0,16.833333333333332,7.0,7.0,1.000,0.0,0.0,,2,3.0,.667,3.0,6.0,9.0,1.0,2.0,1.0,1.0,2.0,16.0,19.0,+5,7.0,7.0,1.0,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,18.0,37.0,1.947368421052632,18.2,48.8,2.568421052631579,19.2,2.8,-0.1,-1.6,1.5,0.0303767993226079,0.62,0.029,0.244,0.4,1.2,W (+25),W (+25)
76.0,63.0,2023-03-29,23-288,PHI,DAL,0,14.866666666666667,2.0,4.0,.500,0.0,0.0,,1,1.0,1.000,3.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,6.7,-2,4.0,2.0,0.5,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,7.0,74.0,3.8947368421052633,6.299999999999997,85.10000000000001,4.4789473684210535,19.2,2.8,-0.1,-1.6,1.5,0.0303767993226079,0.62,0.029,0.244,0.4,1.2,L (-8),L (-8)
77.0,64.0,2023-03-31,23-290,PHI,TOR,0,14.433333333333334,3.0,5.0,.600,0.0,0.0,,5,5.0,1.000,4.0,2.0,6.0,2.0,0.0,1.0,1.0,0.0,11.0,13.2,,5.0,3.0,0.6,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,9.0,67.0,3.526315789473684,11.2,71.7,3.773684210526316,19.2,2.8,-0.1,-1.6,1.5,0.0303767993226079,0.62,0.029,0.244,0.4,1.2,L (-20),L (-20)
78.0,65.0,2023-04-02,23-292,PHI,MIL,0,13.333333333333334,4.0,5.0,.800,0.0,0.0,,0,0.0,,5.0,5.0,10.0,0.0,0.0,0.0,0.0,1.0,8.0,10.7,+3,5.0,4.0,0.8,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,13.0,63.0,3.3157894736842106,10.7,70.39999999999999,3.705263157894736,19.2,2.8,-0.1,-1.6,1.5,0.0303767993226079,0.62,0.029,0.244,0.4,1.2,L (-5),L (-5)
79.0,66.0,2023-04-04,23-294,PHI,BOS,0,9.25,1.0,3.0,.333,0.0,0.0,,0,1.0,.000,2.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,3.6,-13,3.0,1.0,0.3333333333333333,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,4.0,67.0,3.526315789473684,3.6,66.19999999999999,3.4842105263157888,19.2,2.8,-0.1,-1.6,1.5,0.0303767993226079,0.62,0.029,0.244,0.4,1.2,W (+8),W (+8)
80.0,67.0,2023-04-06,23-296,PHI,MIA,0,10.316666666666666,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,0.6,-12,1.0,1.0,1.0,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,1.0,66.0,3.473684210526316,0.6000000000000001,76.0,4.0,19.2,2.8,-0.1,-1.6,1.5,0.0303767993226079,0.62,0.029,0.244,0.4,1.2,W (+7),W (+7)
81.0,68.0,2023-04-07,23-297,PHI,ATL,1,24.616666666666667,4.0,6.0,.667,0.0,0.0,,2,2.0,1.000,3.0,5.0,8.0,1.0,2.0,0.0,2.0,3.0,10.0,10.5,+16,6.0,4.0,0.6666666666666666,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,11.0,65.0,3.421052631578948,9.7,76.10000000000002,4.005263157894738,19.2,2.8,-0.1,-1.6,1.5,0.0303767993226079,0.62,0.029,0.244,0.4,1.2,L (-13),L (-13)
82.0,69.0,2023-04-09,23-299,PHI,BRK,1,27.716666666666665,8.0,15.0,.533,1.0,2.0,.500,0,0.0,,4.0,6.0,10.0,1.0,2.0,5.0,1.0,2.0,17.0,18.7,+16,13.0,7.0,0.5384615384615384,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,19.0,33.0,1.736842105263158,18.7,43.69999999999999,2.2999999999999994,19.2,2.8,-0.1,-1.6,1.5,0.0303767993226079,0.62,0.029,0.244,0.4,1.2,W (+2),W (+2)
