Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with De'Anthony Melton,Shared Games with Georges Niang,Shared Games with James Harden,Shared Games with Joel Embiid,Shared Games with Matisse Thybulle,Shared Games with Montrezl Harrell,Shared Games with P.J. Tucker,Shared Games with Paul Reed,Shared Games with Shake Milton,Shared Games with Tobias Harris,Shared Games with Tyrese Maxey,Danuel House Jr.,De'Anthony Melton,Furkan Korkmaz,Georges Niang,Jaden Springer,James Harden,Joel Embiid,Julian Champagnie,Mac McClung,Matisse Thybulle,Michael Foster Jr.,Montrezl Harrell,P.J. Tucker,Paul Reed,Saben Lee,Shake Milton,Tobias Harris,Tyrese Maxey,co_inf with Danuel House Jr.,co_inf with De'Anthony Melton,co_inf with Furkan Korkmaz,co_inf with Georges Niang,co_inf with Jaden Springer,co_inf with James Harden,co_inf with Joel Embiid,co_inf with Julian Champagnie,co_inf with Mac McClung,co_inf with Matisse Thybulle,co_inf with Michael Foster Jr.,co_inf with Montrezl Harrell,co_inf with P.J. Tucker,co_inf with Paul Reed,co_inf with Saben Lee,co_inf with Shake Milton,co_inf with Tobias Harris,co_inf with Tyrese Maxey,Dewayne Dedmon,Grant Williams,Jalen McDaniels,co_inf with Dewayne Dedmon,co_inf with Grant Williams,co_inf with Jalen McDaniels,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
30.0,,2023-03-02,23-330,PHI,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0,0.0129870129870129,0.0,0.0128205128205128,0.0,0.0172413793103448,0.0151515151515151,0.0,0.0,0.0140845070422535,0.0,0.0175438596491228,0.0133333333333333,0.0144927536231884,0.0,0.0131578947368421,0.0135135135135135,0.0166666666666666,38.0,79.0,80.0,0.0,0.0,0.0,11,,89.0,8.090909090909092,0.0,70.2,6.381818181818182,21.3,0.1,2.3,3.3,-1.0,0.002116850127011,0.744,0.615,0.077,0.0,0.1,W (+23),W (+23)
31.0,,2023-03-04,23-332,PHI,MIL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0,0.0129870129870129,0.0,0.0128205128205128,0.0,0.0172413793103448,0.0151515151515151,0.0,0.0,0.0140845070422535,0.0,0.0175438596491228,0.0133333333333333,0.0144927536231884,0.0,0.0131578947368421,0.0135135135135135,0.0166666666666666,38.0,79.0,80.0,0.0,0.0,0.0,11,,92.0,8.363636363636363,0.0,96.2,8.745454545454546,21.3,0.1,2.3,3.3,-1.0,0.002116850127011,0.744,0.615,0.077,0.0,0.1,L (-7),L (-7)
32.0,,2023-03-06,23-334,PHI,IND,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0,0.0129870129870129,0.0,0.0128205128205128,0.0,0.0172413793103448,0.0151515151515151,0.0,0.0,0.0140845070422535,0.0,0.0175438596491228,0.0133333333333333,0.0144927536231884,0.0,0.0131578947368421,0.0135135135135135,0.0166666666666666,38.0,79.0,80.0,0.0,0.0,0.0,11,,82.0,7.454545454545454,0.0,88.30000000000001,8.02727272727273,21.3,0.1,2.3,3.3,-1.0,0.002116850127011,0.744,0.615,0.077,0.0,0.1,W (+3),W (+3)
33.0,,2023-03-07,23-335,PHI,MIN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0,0.0129870129870129,0.0,0.0128205128205128,0.0,0.0172413793103448,0.0151515151515151,0.0,0.0,0.0140845070422535,0.0,0.0175438596491228,0.0133333333333333,0.0144927536231884,0.0,0.0131578947368421,0.0135135135135135,0.0166666666666666,38.0,79.0,80.0,0.0,0.0,0.0,11,,66.0,6.0,0.0,74.79999999999998,6.799999999999998,21.3,0.1,2.3,3.3,-1.0,0.002116850127011,0.744,0.615,0.077,0.0,0.1,W (+4),W (+4)
34.0,,2023-03-10,23-338,PHI,POR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0,0.0129870129870129,0.0,0.0128205128205128,0.0,0.0172413793103448,0.0151515151515151,0.0,0.0,0.0140845070422535,0.0,0.0175438596491228,0.0133333333333333,0.0144927536231884,0.0,0.0131578947368421,0.0135135135135135,0.0166666666666666,38.0,79.0,80.0,0.0,0.0,0.0,11,,82.0,7.454545454545454,0.0,83.9,7.627272727272728,21.3,0.1,2.3,3.3,-1.0,0.002116850127011,0.744,0.615,0.077,0.0,0.1,W (+23),W (+23)
35.0,,2023-03-12,23-340,PHI,WAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0,0.0129870129870129,0.0,0.0128205128205128,0.0,0.0172413793103448,0.0151515151515151,0.0,0.0,0.0140845070422535,0.0,0.0175438596491228,0.0133333333333333,0.0144927536231884,0.0,0.0131578947368421,0.0135135135135135,0.0166666666666666,38.0,79.0,80.0,0.0,0.0,0.0,11,,95.0,8.636363636363637,0.0,72.1,6.554545454545454,21.3,0.1,2.3,3.3,-1.0,0.002116850127011,0.744,0.615,0.077,0.0,0.1,W (+1),W (+1)
36.0,,2023-03-15,23-343,PHI,CLE,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0,0.0129870129870129,0.0,0.0128205128205128,0.0,0.0172413793103448,0.0151515151515151,0.0,0.0,0.0140845070422535,0.0,0.0175438596491228,0.0133333333333333,0.0144927536231884,0.0,0.0131578947368421,0.0135135135135135,0.0166666666666666,38.0,79.0,80.0,0.0,0.0,0.0,11,,92.0,8.363636363636363,0.0,88.50000000000001,8.045454545454547,21.3,0.1,2.3,3.3,-1.0,0.002116850127011,0.744,0.615,0.077,0.0,0.1,W (+19),W (+19)
37.0,,2023-03-17,23-345,PHI,CHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0,0.0129870129870129,0.0,0.0128205128205128,0.0,0.0172413793103448,0.0151515151515151,0.0,0.0,0.0140845070422535,0.0,0.0175438596491228,0.0133333333333333,0.0144927536231884,0.0,0.0131578947368421,0.0135135135135135,0.0166666666666666,38.0,79.0,80.0,0.0,0.0,0.0,11,,94.0,8.545454545454545,0.0,95.3,8.663636363636364,21.3,0.1,2.3,3.3,-1.0,0.002116850127011,0.744,0.615,0.077,0.0,0.1,W (+9),W (+9)
38.0,,2023-03-18,23-346,PHI,IND,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0,0.0129870129870129,0.0,0.0128205128205128,0.0,0.0172413793103448,0.0151515151515151,0.0,0.0,0.0140845070422535,0.0,0.0175438596491228,0.0133333333333333,0.0144927536231884,0.0,0.0131578947368421,0.0135135135135135,0.0166666666666666,38.0,79.0,80.0,0.0,0.0,0.0,11,,81.0,7.363636363636363,0.0,87.69999999999999,7.972727272727272,21.3,0.1,2.3,3.3,-1.0,0.002116850127011,0.744,0.615,0.077,0.0,0.1,W (+39),W (+39)
39.0,,2023-03-20,23-348,PHI,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0,0.0129870129870129,0.0,0.0128205128205128,0.0,0.0172413793103448,0.0151515151515151,0.0,0.0,0.0140845070422535,0.0,0.0175438596491228,0.0133333333333333,0.0144927536231884,0.0,0.0131578947368421,0.0135135135135135,0.0166666666666666,38.0,79.0,80.0,0.0,0.0,0.0,11,,94.0,8.545454545454545,0.0,88.5,8.045454545454545,21.3,0.1,2.3,3.3,-1.0,0.002116850127011,0.744,0.615,0.077,0.0,0.1,W (+20),W (+20)
40.0,,2023-03-22,23-350,PHI,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0,0.0129870129870129,0.0,0.0128205128205128,0.0,0.0172413793103448,0.0151515151515151,0.0,0.0,0.0140845070422535,0.0,0.0175438596491228,0.0133333333333333,0.0144927536231884,0.0,0.0131578947368421,0.0135135135135135,0.0166666666666666,38.0,79.0,80.0,0.0,0.0,0.0,11,,127.0,11.545454545454543,0.0,103.6,9.418181818181818,21.3,0.1,2.3,3.3,-1.0,0.002116850127011,0.744,0.615,0.077,0.0,0.1,L (-4),L (-4)
41.0,,2023-03-24,23-352,PHI,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0,0.0129870129870129,0.0,0.0128205128205128,0.0,0.0172413793103448,0.0151515151515151,0.0,0.0,0.0140845070422535,0.0,0.0175438596491228,0.0133333333333333,0.0144927536231884,0.0,0.0131578947368421,0.0135135135135135,0.0166666666666666,38.0,79.0,80.0,0.0,0.0,0.0,11,,76.0,6.909090909090909,0.0,70.2,6.381818181818182,21.3,0.1,2.3,3.3,-1.0,0.002116850127011,0.744,0.615,0.077,0.0,0.1,W (+25),W (+25)
42.0,,2023-03-25,23-353,PHI,PHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0,0.0129870129870129,0.0,0.0128205128205128,0.0,0.0172413793103448,0.0151515151515151,0.0,0.0,0.0140845070422535,0.0,0.0175438596491228,0.0133333333333333,0.0144927536231884,0.0,0.0131578947368421,0.0135135135135135,0.0166666666666666,38.0,79.0,80.0,0.0,0.0,0.0,11,,76.0,6.909090909090909,0.0,84.4,7.672727272727273,21.3,0.1,2.3,3.3,-1.0,0.002116850127011,0.744,0.615,0.077,0.0,0.1,,
43.0,,2023-03-27,23-355,PHI,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0,0.0129870129870129,0.0,0.0128205128205128,0.0,0.0172413793103448,0.0151515151515151,0.0,0.0,0.0140845070422535,0.0,0.0175438596491228,0.0133333333333333,0.0144927536231884,0.0,0.0131578947368421,0.0135135135135135,0.0166666666666666,38.0,79.0,80.0,0.0,0.0,0.0,11,,81.0,7.363636363636363,0.0,88.09999999999998,8.009090909090908,21.3,0.1,2.3,3.3,-1.0,0.002116850127011,0.744,0.615,0.077,0.0,0.1,L (-8),L (-8)
44.0,,2023-03-29,23-357,PHI,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0,0.0129870129870129,0.0,0.0128205128205128,0.0,0.0172413793103448,0.0151515151515151,0.0,0.0,0.0140845070422535,0.0,0.0175438596491228,0.0133333333333333,0.0144927536231884,0.0,0.0131578947368421,0.0135135135135135,0.0166666666666666,38.0,79.0,80.0,0.0,0.0,0.0,11,,80.0,7.272727272727272,0.0,92.89999999999998,8.445454545454544,21.3,0.1,2.3,3.3,-1.0,0.002116850127011,0.744,0.615,0.077,0.0,0.1,L (-20),L (-20)
45.0,,2023-03-31,23-359,PHI,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0,0.0129870129870129,0.0,0.0128205128205128,0.0,0.0172413793103448,0.0151515151515151,0.0,0.0,0.0140845070422535,0.0,0.0175438596491228,0.0133333333333333,0.0144927536231884,0.0,0.0131578947368421,0.0135135135135135,0.0166666666666666,38.0,79.0,80.0,0.0,0.0,0.0,11,,96.0,8.727272727272727,0.0,79.1,7.1909090909090905,21.3,0.1,2.3,3.3,-1.0,0.002116850127011,0.744,0.615,0.077,0.0,0.1,L (-5),L (-5)
46.0,,2023-04-02,23-361,PHI,MIL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0,0.0129870129870129,0.0,0.0128205128205128,0.0,0.0172413793103448,0.0151515151515151,0.0,0.0,0.0140845070422535,0.0,0.0175438596491228,0.0133333333333333,0.0144927536231884,0.0,0.0131578947368421,0.0135135135135135,0.0166666666666666,38.0,79.0,80.0,0.0,0.0,0.0,11,,87.0,7.909090909090909,0.0,88.29999999999998,8.027272727272726,21.3,0.1,2.3,3.3,-1.0,0.002116850127011,0.744,0.615,0.077,0.0,0.1,W (+8),W (+8)
47.0,,2023-04-04,23-363,PHI,BOS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0,0.0129870129870129,0.0,0.0128205128205128,0.0,0.0172413793103448,0.0151515151515151,0.0,0.0,0.0140845070422535,0.0,0.0175438596491228,0.0133333333333333,0.0144927536231884,0.0,0.0131578947368421,0.0135135135135135,0.0166666666666666,38.0,79.0,80.0,0.0,0.0,0.0,11,,87.0,7.909090909090909,0.0,100.4,9.127272727272729,21.3,0.1,2.3,3.3,-1.0,0.002116850127011,0.744,0.615,0.077,0.0,0.1,W (+7),W (+7)
48.0,,2023-04-06,24-000,PHI,MIA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0,0.0129870129870129,0.0,0.0128205128205128,0.0,0.0172413793103448,0.0151515151515151,0.0,0.0,0.0140845070422535,0.0,0.0175438596491228,0.0133333333333333,0.0144927536231884,0.0,0.0131578947368421,0.0135135135135135,0.0166666666666666,38.0,79.0,80.0,0.0,0.0,0.0,11,,91.0,8.272727272727273,0.0,99.70000000000002,9.063636363636364,21.3,0.1,2.3,3.3,-1.0,0.002116850127011,0.744,0.615,0.077,0.0,0.1,L (-13),L (-13)
49.0,,2023-04-07,24-001,PHI,ATL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,1,1,1,1,1,1,1,1,1,1,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0,0.0129870129870129,0.0,0.0128205128205128,0.0,0.0172413793103448,0.0151515151515151,0.0,0.0,0.0140845070422535,0.0,0.0175438596491228,0.0133333333333333,0.0144927536231884,0.0,0.0131578947368421,0.0135135135135135,0.0166666666666666,38.0,79.0,80.0,0.0,0.0,0.0,11,,72.0,6.545454545454546,0.0,63.1,5.736363636363636,21.3,0.1,2.3,3.3,-1.0,0.002116850127011,0.744,0.615,0.077,0.0,0.1,W (+2),W (+2)
50.0,1.0,2023-04-09,24-003,PHI,BRK,0,28.8,8.0,13.0,.615,4.0,8.0,.500,0,1.0,.000,2.0,2.0,4.0,2.0,1.0,0.0,2.0,4.0,20.0,14.5,+2,5.0,4.0,0.8,1,1,1,1,1,1,1,1,1,1,1,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0,0.0129870129870129,0.0,0.0128205128205128,0.0,0.0172413793103448,0.0151515151515151,0.0,0.0,0.0140845070422535,0.0,0.0175438596491228,0.0133333333333333,0.0144927536231884,0.0,0.0131578947368421,0.0135135135135135,0.0166666666666666,38.0,79.0,80.0,0.0,0.0,0.0,11,11.0,65.0,5.909090909090909,14.5,68.60000000000001,6.236363636363637,21.3,0.1,2.3,3.3,-1.0,0.002116850127011,0.744,0.615,0.077,0.0,0.1,L (-28),L (-28)
