Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Danuel House Jr.,Shared Games with De'Anthony Melton,Shared Games with Furkan Korkmaz,Shared Games with Georges Niang,Shared Games with Jaden Springer,Shared Games with James Harden,Shared Games with Joel Embiid,Shared Games with Louis King,Shared Games with Mac McClung,Shared Games with Matisse Thybulle,Shared Games with Michael Foster Jr.,Shared Games with Montrezl Harrell,Shared Games with P.J. Tucker,Shared Games with Paul Reed,Shared Games with Saben Lee,Shared Games with Shake Milton,Shared Games with Tobias Harris,Shared Games with Tyrese Maxey,Danuel House Jr.,De'Anthony Melton,Furkan Korkmaz,Georges Niang,Jaden Springer,James Harden,Joel Embiid,Louis King,Mac McClung,Matisse Thybulle,Michael Foster Jr.,Montrezl Harrell,P.J. Tucker,Paul Reed,Saben Lee,Shake Milton,Tobias Harris,Tyrese Maxey,co_inf with Danuel House Jr.,co_inf with De'Anthony Melton,co_inf with Furkan Korkmaz,co_inf with Georges Niang,co_inf with Jaden Springer,co_inf with James Harden,co_inf with Joel Embiid,co_inf with Louis King,co_inf with Mac McClung,co_inf with Matisse Thybulle,co_inf with Michael Foster Jr.,co_inf with Montrezl Harrell,co_inf with P.J. Tucker,co_inf with Paul Reed,co_inf with Saben Lee,co_inf with Shake Milton,co_inf with Tobias Harris,co_inf with Tyrese Maxey
71,69,7,2023-03-21,21-265,SAS,@,NOP,L (-35),0,18.333333333333332,2.0,5.0,.400,2.0,5.0,.400,0,0,,0,6,6,0,0,1,1,3,6,3.6,-21,0.0,0.0,,2,2,2,2,0,0,0,0,0,1,0,2,2,2,0,2,2,0,56.0,77.0,37.0,78.0,16.0,58.0,66.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.054054054054054,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0289855072463768,0.0,0.0263157894736842,0.027027027027027,0.0
72,70,8,2023-03-22,21-266,SAS,@,MIL,L (-36),0,27.716666666666665,3.0,9.0,.333,2.0,5.0,.400,0,0,,0,2,2,0,0,1,0,2,8,3.4,-21,4.0,1.0,0.25,2,2,2,2,0,0,0,0,0,1,0,2,2,2,0,2,2,0,56.0,77.0,37.0,78.0,16.0,58.0,66.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.054054054054054,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0289855072463768,0.0,0.0263157894736842,0.027027027027027,0.0
73,71,9,2023-03-24,21-268,SAS,@,WAS,L (-12),0,18.166666666666668,5.0,8.0,.625,1.0,4.0,.250,1,1,1.000,0,3,3,0,0,2,0,2,12,9.9,-11,4.0,4.0,1.0,2,2,2,2,0,0,0,0,0,1,0,2,2,2,0,2,2,0,56.0,77.0,37.0,78.0,16.0,58.0,66.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.054054054054054,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0289855072463768,0.0,0.0263157894736842,0.027027027027027,0.0
74,72,10,2023-03-26,21-270,SAS,@,BOS,L (-44),0,9.0,1.0,2.0,.500,0.0,1.0,.000,0,0,,0,1,1,0,0,0,0,1,2,0.9,-14,1.0,1.0,1.0,2,2,2,2,0,0,0,0,0,1,0,2,2,2,0,2,2,0,56.0,77.0,37.0,78.0,16.0,58.0,66.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.054054054054054,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0289855072463768,0.0,0.0263157894736842,0.027027027027027,0.0
75,73,11,2023-03-29,21-273,SAS,,UTA,L (-11),1,25.216666666666665,1.0,6.0,.167,0.0,3.0,.000,0,0,,1,1,2,1,0,0,2,3,2,-3.3,-25,3.0,1.0,0.3333333333333333,2,2,2,2,0,0,0,0,0,1,0,2,2,2,0,2,2,0,56.0,77.0,37.0,78.0,16.0,58.0,66.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.054054054054054,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0289855072463768,0.0,0.0263157894736842,0.027027027027027,0.0
76,74,12,2023-03-31,21-275,SAS,@,GSW,L (-15),0,19.6,3.0,8.0,.375,2.0,6.0,.333,0,0,,3,2,5,1,2,0,0,2,8,8.2,+4,2.0,1.0,0.5,2,2,2,2,0,0,0,0,0,1,0,2,2,2,0,2,2,0,56.0,77.0,37.0,78.0,16.0,58.0,66.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.054054054054054,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0289855072463768,0.0,0.0263157894736842,0.027027027027027,0.0
77,75,13,2023-04-02,21-277,SAS,@,SAC,W (+8),0,28.216666666666665,9.0,14.0,.643,4.0,7.0,.571,4,5,.800,0,6,6,0,1,0,2,2,26,19.4,+16,7.0,5.0,0.7142857142857143,2,2,2,2,0,0,0,0,0,1,0,2,2,2,0,2,2,0,56.0,77.0,37.0,78.0,16.0,58.0,66.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.054054054054054,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0289855072463768,0.0,0.0263157894736842,0.027027027027027,0.0
78,76,14,2023-04-04,21-279,SAS,@,PHO,L (-21),0,27.55,4.0,11.0,.364,2.0,7.0,.286,0,0,,1,5,6,1,0,1,0,2,10,6.7,-9,4.0,2.0,0.5,2,2,2,2,0,0,0,0,0,1,0,2,2,2,0,2,2,0,56.0,77.0,37.0,78.0,16.0,58.0,66.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.054054054054054,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0289855072463768,0.0,0.0263157894736842,0.027027027027027,0.0
79,77,15,2023-04-06,21-281,SAS,,POR,W (+2),0,25.483333333333334,8.0,14.0,.571,5.0,9.0,.556,3,4,.750,2,3,5,1,2,0,2,2,24,19.2,+11,5.0,3.0,0.6,2,2,2,2,0,0,0,0,0,1,0,2,2,2,0,2,2,0,56.0,77.0,37.0,78.0,16.0,58.0,66.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.054054054054054,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0289855072463768,0.0,0.0263157894736842,0.027027027027027,0.0
80,78,16,2023-04-08,21-283,SAS,,MIN,L (-20),1,31.85,8.0,16.0,.500,5.0,9.0,.556,3,3,1.000,0,4,4,1,0,0,2,3,24,14.7,-13,7.0,3.0,0.4285714285714285,2,2,2,2,0,0,0,0,0,1,0,2,2,2,0,2,2,0,56.0,77.0,37.0,78.0,16.0,58.0,66.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.054054054054054,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0289855072463768,0.0,0.0263157894736842,0.027027027027027,0.0
81,79,17,2023-04-09,21-284,SAS,@,DAL,W (+21),1,33.13333333333333,5.0,16.0,.313,3.0,10.0,.300,3,4,.750,1,9,10,3,0,0,0,0,16,11.9,+22,6.0,2.0,0.3333333333333333,2,2,2,2,0,0,0,0,0,1,0,2,2,2,0,2,2,0,56.0,77.0,37.0,78.0,16.0,58.0,66.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.054054054054054,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0289855072463768,0.0,0.0263157894736842,0.027027027027027,0.0
