Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bismack Biyombo,Shared Games with Cameron Payne,Shared Games with Chris Paul,Shared Games with Damion Lee,Shared Games with Dario Šarić,Shared Games with Deandre Ayton,Shared Games with Devin Booker,Shared Games with Duane Washington Jr.,Shared Games with Ish Wainright,Shared Games with Jock Landale,Shared Games with Josh Okogie,Shared Games with Landry Shamet,Shared Games with Mikal Bridges,Shared Games with Torrey Craig,Bismack Biyombo,Cameron Payne,Chris Paul,Damion Lee,Dario Šarić,Deandre Ayton,Devin Booker,Duane Washington Jr.,Ish Wainright,Jae Crowder,Jock Landale,Josh Okogie,Landry Shamet,Mikal Bridges,Torrey Craig,co_inf with Bismack Biyombo,co_inf with Cameron Payne,co_inf with Chris Paul,co_inf with Damion Lee,co_inf with Dario Šarić,co_inf with Deandre Ayton,co_inf with Devin Booker,co_inf with Duane Washington Jr.,co_inf with Ish Wainright,co_inf with Jae Crowder,co_inf with Jock Landale,co_inf with Josh Okogie,co_inf with Landry Shamet,co_inf with Mikal Bridges,co_inf with Torrey Craig,Shared Games with Kevin Durant,Shared Games with T.J. Warren,Shared Games with Ben Simmons,Shared Games with Cam Thomas,Shared Games with David Duke Jr.,Shared Games with Day'Ron Sharpe,Shared Games with Dorian Finney-Smith,Shared Games with Dru Smith,Shared Games with Edmond Sumner,Shared Games with Joe Harris,Shared Games with Moses Brown,Shared Games with Nerlens Noel,Shared Games with Nic Claxton,Shared Games with Patty Mills,Shared Games with Royce O'Neale,Shared Games with Seth Curry,Shared Games with Spencer Dinwiddie,Shared Games with Yuta Watanabe,Alondes Williams,Ben Simmons,Bogdan Bogdanović,Cam Thomas,David Duke Jr.,Day'Ron Sharpe,Dorian Finney-Smith,Dru Smith,Edmond Sumner,Joe Harris,Moses Brown,Nerlens Noel,Nic Claxton,Patty Mills,Payton Pritchard,RaiQuan Gray,Royce O'Neale,Seth Curry,Spencer Dinwiddie,Yuta Watanabe,co_inf with Alondes Williams,co_inf with Ben Simmons,co_inf with Bogdan Bogdanović,co_inf with Cam Thomas,co_inf with David Duke Jr.,co_inf with Day'Ron Sharpe,co_inf with Dorian Finney-Smith,co_inf with Dru Smith,co_inf with Edmond Sumner,co_inf with Joe Harris,co_inf with Moses Brown,co_inf with Nerlens Noel,co_inf with Nic Claxton,co_inf with Patty Mills,co_inf with Payton Pritchard,co_inf with RaiQuan Gray,co_inf with Royce O'Neale,co_inf with Seth Curry,co_inf with Spencer Dinwiddie,co_inf with Yuta Watanabe,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
30,30,,2022-12-17,26-289,PHO,,NOP,W (+4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,13,7,16,17,12,13,9,6,8,15,13,6,42,17,61.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.2131147540983606,0.1458333333333333,0.2711864406779661,0.2297297297297297,0.2105263157894736,0.1940298507462686,0.1698113207547169,0.1935483870967742,0.1333333333333333,0.0,0.217391304347826,0.1805555555555555,0.15,0.5060240963855421,0.2151898734177215,10,10,1,17,7,16,24,3,7,23,2,3,22,4,21,21,25,15,1.0,42.0,54.0,57.0,23.0,48.0,66.0,15.0,53.0,74.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0238095238095238,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.3636363636363636,0.2,0.1320754716981132,0.3108108108108108,0.0555555555555555,0.1764705882352941,0.2894736842105263,0.1,0.0,0.0,0.2763157894736842,0.3442622950819672,0.3164556962025316,0.2586206896551724,32,,81.0,2.53125,0.0,81.80000000000001,2.5562500000000004
31,31,,2022-12-19,26-291,PHO,,LAL,W (+26),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,13,7,16,17,12,13,9,6,8,15,13,6,42,17,61.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.2131147540983606,0.1458333333333333,0.2711864406779661,0.2297297297297297,0.2105263157894736,0.1940298507462686,0.1698113207547169,0.1935483870967742,0.1333333333333333,0.0,0.217391304347826,0.1805555555555555,0.15,0.5060240963855421,0.2151898734177215,10,10,1,17,7,16,24,3,7,23,2,3,22,4,21,21,25,15,1.0,42.0,54.0,57.0,23.0,48.0,66.0,15.0,53.0,74.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0238095238095238,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.3636363636363636,0.2,0.1320754716981132,0.3108108108108108,0.0555555555555555,0.1764705882352941,0.2894736842105263,0.1,0.0,0.0,0.2763157894736842,0.3442622950819672,0.3164556962025316,0.2586206896551724,32,,85.0,2.65625,0.0,84.6,2.64375
32,32,,2022-12-20,26-292,PHO,,WAS,L (-3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,13,7,16,17,12,13,9,6,8,15,13,6,42,17,61.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.2131147540983606,0.1458333333333333,0.2711864406779661,0.2297297297297297,0.2105263157894736,0.1940298507462686,0.1698113207547169,0.1935483870967742,0.1333333333333333,0.0,0.217391304347826,0.1805555555555555,0.15,0.5060240963855421,0.2151898734177215,10,10,1,17,7,16,24,3,7,23,2,3,22,4,21,21,25,15,1.0,42.0,54.0,57.0,23.0,48.0,66.0,15.0,53.0,74.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0238095238095238,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.3636363636363636,0.2,0.1320754716981132,0.3108108108108108,0.0555555555555555,0.1764705882352941,0.2894736842105263,0.1,0.0,0.0,0.2763157894736842,0.3442622950819672,0.3164556962025316,0.2586206896551724,32,,103.0,3.21875,0.0,116.29999999999998,3.6343749999999995
33,33,,2022-12-23,26-295,PHO,,MEM,L (-25),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,13,7,16,17,12,13,9,6,8,15,13,6,42,17,61.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.2131147540983606,0.1458333333333333,0.2711864406779661,0.2297297297297297,0.2105263157894736,0.1940298507462686,0.1698113207547169,0.1935483870967742,0.1333333333333333,0.0,0.217391304347826,0.1805555555555555,0.15,0.5060240963855421,0.2151898734177215,10,10,1,17,7,16,24,3,7,23,2,3,22,4,21,21,25,15,1.0,42.0,54.0,57.0,23.0,48.0,66.0,15.0,53.0,74.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0238095238095238,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.3636363636363636,0.2,0.1320754716981132,0.3108108108108108,0.0555555555555555,0.1764705882352941,0.2894736842105263,0.1,0.0,0.0,0.2763157894736842,0.3442622950819672,0.3164556962025316,0.2586206896551724,32,,70.0,2.1875,0.0,80.79999999999998,2.5249999999999995
34,34,,2022-12-25,26-297,PHO,@,DEN,L (-3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,13,7,16,17,12,13,9,6,8,15,13,6,42,17,61.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.2131147540983606,0.1458333333333333,0.2711864406779661,0.2297297297297297,0.2105263157894736,0.1940298507462686,0.1698113207547169,0.1935483870967742,0.1333333333333333,0.0,0.217391304347826,0.1805555555555555,0.15,0.5060240963855421,0.2151898734177215,10,10,1,17,7,16,24,3,7,23,2,3,22,4,21,21,25,15,1.0,42.0,54.0,57.0,23.0,48.0,66.0,15.0,53.0,74.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0238095238095238,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.3636363636363636,0.2,0.1320754716981132,0.3108108108108108,0.0555555555555555,0.1764705882352941,0.2894736842105263,0.1,0.0,0.0,0.2763157894736842,0.3442622950819672,0.3164556962025316,0.2586206896551724,32,,70.0,2.1875,0.0,70.59999999999998,2.2062499999999994
35,35,,2022-12-27,26-299,PHO,@,MEM,W (+17),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,13,7,16,17,12,13,9,6,8,15,13,6,42,17,61.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.2131147540983606,0.1458333333333333,0.2711864406779661,0.2297297297297297,0.2105263157894736,0.1940298507462686,0.1698113207547169,0.1935483870967742,0.1333333333333333,0.0,0.217391304347826,0.1805555555555555,0.15,0.5060240963855421,0.2151898734177215,10,10,1,17,7,16,24,3,7,23,2,3,22,4,21,21,25,15,1.0,42.0,54.0,57.0,23.0,48.0,66.0,15.0,53.0,74.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0238095238095238,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.3636363636363636,0.2,0.1320754716981132,0.3108108108108108,0.0555555555555555,0.1764705882352941,0.2894736842105263,0.1,0.0,0.0,0.2763157894736842,0.3442622950819672,0.3164556962025316,0.2586206896551724,32,,71.0,2.21875,0.0,80.2,2.50625
36,36,,2022-12-28,26-300,PHO,@,WAS,L (-25),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,13,7,16,17,12,13,9,6,8,15,13,6,42,17,61.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.2131147540983606,0.1458333333333333,0.2711864406779661,0.2297297297297297,0.2105263157894736,0.1940298507462686,0.1698113207547169,0.1935483870967742,0.1333333333333333,0.0,0.217391304347826,0.1805555555555555,0.15,0.5060240963855421,0.2151898734177215,10,10,1,17,7,16,24,3,7,23,2,3,22,4,21,21,25,15,1.0,42.0,54.0,57.0,23.0,48.0,66.0,15.0,53.0,74.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0238095238095238,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.3636363636363636,0.2,0.1320754716981132,0.3108108108108108,0.0555555555555555,0.1764705882352941,0.2894736842105263,0.1,0.0,0.0,0.2763157894736842,0.3442622950819672,0.3164556962025316,0.2586206896551724,32,,95.0,2.96875,0.0,101.89999999999998,3.1843749999999993
37,37,,2022-12-30,26-302,PHO,@,TOR,L (-9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,13,7,16,17,12,13,9,6,8,15,13,6,42,17,61.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.2131147540983606,0.1458333333333333,0.2711864406779661,0.2297297297297297,0.2105263157894736,0.1940298507462686,0.1698113207547169,0.1935483870967742,0.1333333333333333,0.0,0.217391304347826,0.1805555555555555,0.15,0.5060240963855421,0.2151898734177215,10,10,1,17,7,16,24,3,7,23,2,3,22,4,21,21,25,15,1.0,42.0,54.0,57.0,23.0,48.0,66.0,15.0,53.0,74.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0238095238095238,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.3636363636363636,0.2,0.1320754716981132,0.3108108108108108,0.0555555555555555,0.1764705882352941,0.2894736842105263,0.1,0.0,0.0,0.2763157894736842,0.3442622950819672,0.3164556962025316,0.2586206896551724,32,,86.0,2.6875,0.0,101.6,3.175
38,38,,2023-01-02,26-305,PHO,@,NYK,L (-19),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,13,7,16,17,12,13,9,6,8,15,13,6,42,17,61.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.2131147540983606,0.1458333333333333,0.2711864406779661,0.2297297297297297,0.2105263157894736,0.1940298507462686,0.1698113207547169,0.1935483870967742,0.1333333333333333,0.0,0.217391304347826,0.1805555555555555,0.15,0.5060240963855421,0.2151898734177215,10,10,1,17,7,16,24,3,7,23,2,3,22,4,21,21,25,15,1.0,42.0,54.0,57.0,23.0,48.0,66.0,15.0,53.0,74.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0238095238095238,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.3636363636363636,0.2,0.1320754716981132,0.3108108108108108,0.0555555555555555,0.1764705882352941,0.2894736842105263,0.1,0.0,0.0,0.2763157894736842,0.3442622950819672,0.3164556962025316,0.2586206896551724,32,,59.0,1.84375,0.0,68.69999999999999,2.1468749999999996
39,39,,2023-01-04,26-307,PHO,@,CLE,L (-2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,13,7,16,17,12,13,9,6,8,15,13,6,42,17,61.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.2131147540983606,0.1458333333333333,0.2711864406779661,0.2297297297297297,0.2105263157894736,0.1940298507462686,0.1698113207547169,0.1935483870967742,0.1333333333333333,0.0,0.217391304347826,0.1805555555555555,0.15,0.5060240963855421,0.2151898734177215,10,10,1,17,7,16,24,3,7,23,2,3,22,4,21,21,25,15,1.0,42.0,54.0,57.0,23.0,48.0,66.0,15.0,53.0,74.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0238095238095238,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.3636363636363636,0.2,0.1320754716981132,0.3108108108108108,0.0555555555555555,0.1764705882352941,0.2894736842105263,0.1,0.0,0.0,0.2763157894736842,0.3442622950819672,0.3164556962025316,0.2586206896551724,32,,74.0,2.3125,0.0,71.1,2.221875
40,40,,2023-01-06,26-309,PHO,,MIA,L (-8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,13,7,16,17,12,13,9,6,8,15,13,6,42,17,61.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.2131147540983606,0.1458333333333333,0.2711864406779661,0.2297297297297297,0.2105263157894736,0.1940298507462686,0.1698113207547169,0.1935483870967742,0.1333333333333333,0.0,0.217391304347826,0.1805555555555555,0.15,0.5060240963855421,0.2151898734177215,10,10,1,17,7,16,24,3,7,23,2,3,22,4,21,21,25,15,1.0,42.0,54.0,57.0,23.0,48.0,66.0,15.0,53.0,74.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0238095238095238,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.3636363636363636,0.2,0.1320754716981132,0.3108108108108108,0.0555555555555555,0.1764705882352941,0.2894736842105263,0.1,0.0,0.0,0.2763157894736842,0.3442622950819672,0.3164556962025316,0.2586206896551724,32,,69.0,2.15625,0.0,68.1,2.128125
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,13,7,16,17,12,13,9,6,8,15,13,6,42,17,61.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.2131147540983606,0.1458333333333333,0.2711864406779661,0.2297297297297297,0.2105263157894736,0.1940298507462686,0.1698113207547169,0.1935483870967742,0.1333333333333333,0.0,0.217391304347826,0.1805555555555555,0.15,0.5060240963855421,0.2151898734177215,10,10,1,17,7,16,24,3,7,23,2,3,22,4,21,21,25,15,1.0,42.0,54.0,57.0,23.0,48.0,66.0,15.0,53.0,74.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0238095238095238,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.3636363636363636,0.2,0.1320754716981132,0.3108108108108108,0.0555555555555555,0.1764705882352941,0.2894736842105263,0.1,0.0,0.0,0.2763157894736842,0.3442622950819672,0.3164556962025316,0.2586206896551724,32,,0.0,0.0,0.0,0.0,0.0
42,41,,2023-01-08,26-311,PHO,,CLE,L (-14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,13,7,16,17,12,13,9,6,8,15,13,6,42,17,61.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.2131147540983606,0.1458333333333333,0.2711864406779661,0.2297297297297297,0.2105263157894736,0.1940298507462686,0.1698113207547169,0.1935483870967742,0.1333333333333333,0.0,0.217391304347826,0.1805555555555555,0.15,0.5060240963855421,0.2151898734177215,10,10,1,17,7,16,24,3,7,23,2,3,22,4,21,21,25,15,1.0,42.0,54.0,57.0,23.0,48.0,66.0,15.0,53.0,74.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0238095238095238,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.3636363636363636,0.2,0.1320754716981132,0.3108108108108108,0.0555555555555555,0.1764705882352941,0.2894736842105263,0.1,0.0,0.0,0.2763157894736842,0.3442622950819672,0.3164556962025316,0.2586206896551724,32,,89.0,2.78125,0.0,105.09999999999998,3.2843749999999994
43,42,,2023-01-10,26-313,PHO,@,GSW,W (+12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,13,7,16,17,12,13,9,6,8,15,13,6,42,17,61.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.2131147540983606,0.1458333333333333,0.2711864406779661,0.2297297297297297,0.2105263157894736,0.1940298507462686,0.1698113207547169,0.1935483870967742,0.1333333333333333,0.0,0.217391304347826,0.1805555555555555,0.15,0.5060240963855421,0.2151898734177215,10,10,1,17,7,16,24,3,7,23,2,3,22,4,21,21,25,15,1.0,42.0,54.0,57.0,23.0,48.0,66.0,15.0,53.0,74.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0238095238095238,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.3636363636363636,0.2,0.1320754716981132,0.3108108108108108,0.0555555555555555,0.1764705882352941,0.2894736842105263,0.1,0.0,0.0,0.2763157894736842,0.3442622950819672,0.3164556962025316,0.2586206896551724,32,,96.0,3.0,0.0,97.0,3.03125
44,43,,2023-01-11,26-314,PHO,@,DEN,L (-29),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,13,7,16,17,12,13,9,6,8,15,13,6,42,17,61.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.2131147540983606,0.1458333333333333,0.2711864406779661,0.2297297297297297,0.2105263157894736,0.1940298507462686,0.1698113207547169,0.1935483870967742,0.1333333333333333,0.0,0.217391304347826,0.1805555555555555,0.15,0.5060240963855421,0.2151898734177215,10,10,1,17,7,16,24,3,7,23,2,3,22,4,21,21,25,15,1.0,42.0,54.0,57.0,23.0,48.0,66.0,15.0,53.0,74.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0238095238095238,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.3636363636363636,0.2,0.1320754716981132,0.3108108108108108,0.0555555555555555,0.1764705882352941,0.2894736842105263,0.1,0.0,0.0,0.2763157894736842,0.3442622950819672,0.3164556962025316,0.2586206896551724,32,,77.0,2.40625,0.0,79.19999999999997,2.474999999999999
45,44,,2023-01-13,26-316,PHO,@,MIN,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,13,7,16,17,12,13,9,6,8,15,13,6,42,17,61.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.2131147540983606,0.1458333333333333,0.2711864406779661,0.2297297297297297,0.2105263157894736,0.1940298507462686,0.1698113207547169,0.1935483870967742,0.1333333333333333,0.0,0.217391304347826,0.1805555555555555,0.15,0.5060240963855421,0.2151898734177215,10,10,1,17,7,16,24,3,7,23,2,3,22,4,21,21,25,15,1.0,42.0,54.0,57.0,23.0,48.0,66.0,15.0,53.0,74.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0238095238095238,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.3636363636363636,0.2,0.1320754716981132,0.3108108108108108,0.0555555555555555,0.1764705882352941,0.2894736842105263,0.1,0.0,0.0,0.2763157894736842,0.3442622950819672,0.3164556962025316,0.2586206896551724,32,,105.0,3.28125,0.0,118.5,3.703125
46,45,,2023-01-16,26-319,PHO,@,MEM,L (-30),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,13,7,16,17,12,13,9,6,8,15,13,6,42,17,61.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.2131147540983606,0.1458333333333333,0.2711864406779661,0.2297297297297297,0.2105263157894736,0.1940298507462686,0.1698113207547169,0.1935483870967742,0.1333333333333333,0.0,0.217391304347826,0.1805555555555555,0.15,0.5060240963855421,0.2151898734177215,10,10,1,17,7,16,24,3,7,23,2,3,22,4,21,21,25,15,1.0,42.0,54.0,57.0,23.0,48.0,66.0,15.0,53.0,74.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0238095238095238,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.3636363636363636,0.2,0.1320754716981132,0.3108108108108108,0.0555555555555555,0.1764705882352941,0.2894736842105263,0.1,0.0,0.0,0.2763157894736842,0.3442622950819672,0.3164556962025316,0.2586206896551724,32,,91.0,2.84375,0.0,104.5,3.265625
47,46,9,2023-01-19,26-322,PHO,,BRK,W (+5),0,21:50,4.0,10.0,.400,2.0,6.0,.333,9,9.0,1.000,1.0,5.0,6.0,2.0,1.0,2.0,2.0,1.0,19.0,17.2,+8,4.0,2.0,0.5,13,7,16,17,12,13,9,6,8,15,13,6,42,17,61.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.2131147540983606,0.1458333333333333,0.2711864406779661,0.2297297297297297,0.2105263157894736,0.1940298507462686,0.1698113207547169,0.1935483870967742,0.1333333333333333,0.0,0.217391304347826,0.1805555555555555,0.15,0.5060240963855421,0.2151898734177215,10,10,1,17,7,16,24,3,7,23,2,3,22,4,21,21,25,15,1.0,42.0,54.0,57.0,23.0,48.0,66.0,15.0,53.0,74.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0238095238095238,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.3636363636363636,0.2,0.1320754716981132,0.3108108108108108,0.0555555555555555,0.1764705882352941,0.2894736842105263,0.1,0.0,0.0,0.2763157894736842,0.3442622950819672,0.3164556962025316,0.2586206896551724,32,9.0,108.0,3.375,13.599999999999998,133.7,4.178125
48,47,,2023-01-21,26-324,PHO,,IND,W (+5),Did Not Dress,Did Not Dress,0.0,0.0,Did Not Dress,,,Did Not Dress,Did Not Dress,0.0,Did Not Dress,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Dress,Did Not Dress,,,,13,7,16,17,12,13,9,6,8,15,13,6,42,17,61.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.2131147540983606,0.1458333333333333,0.2711864406779661,0.2297297297297297,0.2105263157894736,0.1940298507462686,0.1698113207547169,0.1935483870967742,0.1333333333333333,0.0,0.217391304347826,0.1805555555555555,0.15,0.5060240963855421,0.2151898734177215,10,10,1,17,7,16,24,3,7,23,2,3,22,4,21,21,25,15,1.0,42.0,54.0,57.0,23.0,48.0,66.0,15.0,53.0,74.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0238095238095238,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.3636363636363636,0.2,0.1320754716981132,0.3108108108108108,0.0555555555555555,0.1764705882352941,0.2894736842105263,0.1,0.0,0.0,0.2763157894736842,0.3442622950819672,0.3164556962025316,0.2586206896551724,32,,94.0,2.9375,0.0,118.4,3.7
49,48,10,2023-01-22,26-325,PHO,,MEM,W (+2),1,29:28,3.0,9.0,.333,0.0,4.0,.000,2,3.0,.667,1.0,5.0,6.0,1.0,0.0,0.0,1.0,3.0,8.0,3.2,-2,5.0,3.0,0.6,13,7,16,17,12,13,9,6,8,15,13,6,42,17,61.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.2131147540983606,0.1458333333333333,0.2711864406779661,0.2297297297297297,0.2105263157894736,0.1940298507462686,0.1698113207547169,0.1935483870967742,0.1333333333333333,0.0,0.217391304347826,0.1805555555555555,0.15,0.5060240963855421,0.2151898734177215,10,10,1,17,7,16,24,3,7,23,2,3,22,4,21,21,25,15,1.0,42.0,54.0,57.0,23.0,48.0,66.0,15.0,53.0,74.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0238095238095238,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.3636363636363636,0.2,0.1320754716981132,0.3108108108108108,0.0555555555555555,0.1764705882352941,0.2894736842105263,0.1,0.0,0.0,0.2763157894736842,0.3442622950819672,0.3164556962025316,0.2586206896551724,32,2.0,72.0,2.25,2.3999999999999977,94.59999999999998,2.9562499999999994
