Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Amir Coffey,Shared Games with Brandon Boston Jr.,Shared Games with Ivica Zubac,Shared Games with Jason Preston,Shared Games with John Wall,Shared Games with Kawhi Leonard,Shared Games with Luke Kennard,Shared Games with Marcus Morris,Shared Games with Moussa Diabaté,Shared Games with Nicolas Batum,Shared Games with Norman Powell,Shared Games with Paul George,Shared Games with Reggie Jackson,Shared Games with Robert Covington,Shared Games with Terance Mann,Amir Coffey,Brandon Boston Jr.,Ivica Zubac,Jason Preston,John Wall,Kawhi Leonard,Luke Kennard,Marcus Morris,Moussa Diabaté,Nicolas Batum,Norman Powell,Paul George,Reggie Jackson,Robert Covington,Terance Mann,Xavier Moon,co_inf with Amir Coffey,co_inf with Brandon Boston Jr.,co_inf with Ivica Zubac,co_inf with Jason Preston,co_inf with John Wall,co_inf with Kawhi Leonard,co_inf with Luke Kennard,co_inf with Marcus Morris,co_inf with Moussa Diabaté,co_inf with Nicolas Batum,co_inf with Norman Powell,co_inf with Paul George,co_inf with Reggie Jackson,co_inf with Robert Covington,co_inf with Terance Mann,co_inf with Xavier Moon,Shared Games with Blake Griffin,Shared Games with Cam Reddish,Shared Games with Derrick Rose,Shared Games with Evan Fournier,Shared Games with Immanuel Quickley,Shared Games with Isaiah Hartenstein,Shared Games with Jalen Brunson,Shared Games with Jericho Sims,Shared Games with Julius Randle,Shared Games with Miles McBride,Shared Games with Mitchell Robinson,Shared Games with Obi Toppin,Shared Games with Quentin Grimes,Shared Games with RJ Barrett,Shared Games with Ryan Arcidiacono,Shared Games with Svi Mykhailiuk,Shared Games with Cam Thomas,Shared Games with Day'Ron Sharpe,Shared Games with Joe Harris,Shared Games with Kessler Edwards,Shared Games with Kevin Durant,Shared Games with Kyrie Irving,Shared Games with Markieff Morris,Shared Games with Nic Claxton,Shared Games with Royce O'Neale,Shared Games with Seth Curry,Shared Games with T.J. Warren,Shared Games with Yuta Watanabe,Shared Games with Cameron Johnson,Shared Games with Dorian Finney-Smith,Shared Games with Mikal Bridges,Shared Games with Spencer Dinwiddie,Alondes Williams,Ben Simmons,Bogdan Bogdanović,Cam Thomas,Cameron Johnson,David Duke Jr.,Day'Ron Sharpe,Dorian Finney-Smith,Dru Smith,Edmond Sumner,Joe Harris,Mikal Bridges,Nerlens Noel,Nic Claxton,Patty Mills,Payton Pritchard,RaiQuan Gray,Royce O'Neale,Seth Curry,Spencer Dinwiddie,Yuta Watanabe,co_inf with Alondes Williams,co_inf with Ben Simmons,co_inf with Bogdan Bogdanović,co_inf with Cam Thomas,co_inf with David Duke Jr.,co_inf with Day'Ron Sharpe,co_inf with Edmond Sumner,co_inf with Joe Harris,co_inf with Nic Claxton,co_inf with Patty Mills,co_inf with Payton Pritchard,co_inf with Royce O'Neale,co_inf with Seth Curry,co_inf with Yuta Watanabe,co_inf with Cameron Johnson,co_inf with Dorian Finney-Smith,co_inf with Dru Smith,co_inf with Mikal Bridges,co_inf with Nerlens Noel,co_inf with RaiQuan Gray,co_inf with Spencer Dinwiddie,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
28,28,20,2022-12-10,23-058,LAC,@,WAS,W (+7),0,6:44,2.0,2.0,1.000,0.0,0.0,,0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.1,-4,2.0,2.0,1.0,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0,8,9,7,4,15,15,14,7,15,11,14,12,14,14,3,5,2,1,2,6,12,14,8,2,2,2,9,1,2,2,2,2,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0,0.0350877192982456,0.0,0.0208333333333333,0.0,0.027027027027027,0.0263157894736842,0.0,0.0,0.0263157894736842,0.0327868852459016,0.0172413793103448,0.0476190476190476,0.0303030303030303,0.0,0.0240963855421686,0.0,0.0,0.0253164556962025,47,3.0,59.0,1.25531914893617,4.1,94.79999999999998,2.0170212765957443
29,29,21,2022-12-12,23-060,LAC,,BOS,W (+20),0,3:37,1.0,2.0,.500,0.0,0.0,,0,0.0,,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.3,-1,2.0,1.0,0.5,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0,8,9,7,4,15,15,14,7,15,11,14,12,14,14,3,5,2,1,2,6,12,14,8,2,2,2,9,1,2,2,2,2,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0,0.0350877192982456,0.0,0.0208333333333333,0.0,0.027027027027027,0.0263157894736842,0.0,0.0,0.0263157894736842,0.0327868852459016,0.0172413793103448,0.0476190476190476,0.0303030303030303,0.0,0.0240963855421686,0.0,0.0,0.0253164556962025,47,3.0,64.0,1.3617021276595744,2.3,75.79999999999998,1.612765957446808
30,30,22,2022-12-14,23-062,LAC,,MIN,W (+11),0,2:36,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,-5,0.0,0.0,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0,8,9,7,4,15,15,14,7,15,11,14,12,14,14,3,5,2,1,2,6,12,14,8,2,2,2,9,1,2,2,2,2,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0,0.0350877192982456,0.0,0.0208333333333333,0.0,0.027027027027027,0.0263157894736842,0.0,0.0,0.0263157894736842,0.0327868852459016,0.0172413793103448,0.0476190476190476,0.0303030303030303,0.0,0.0240963855421686,0.0,0.0,0.0253164556962025,47,1.0,80.0,1.702127659574468,0.2999999999999999,81.5,1.7340425531914894
31,31,23,2022-12-15,23-063,LAC,,PHO,L (-16),1,23:14,2.0,6.0,.333,0.0,0.0,,1,3.0,.333,6.0,6.0,12.0,0.0,0.0,1.0,2.0,2.0,5.0,4.7,-2,6.0,2.0,0.3333333333333333,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0,8,9,7,4,15,15,14,7,15,11,14,12,14,14,3,5,2,1,2,6,12,14,8,2,2,2,9,1,2,2,2,2,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0,0.0350877192982456,0.0,0.0208333333333333,0.0,0.027027027027027,0.0263157894736842,0.0,0.0,0.0263157894736842,0.0327868852459016,0.0172413793103448,0.0476190476190476,0.0303030303030303,0.0,0.0240963855421686,0.0,0.0,0.0253164556962025,47,7.0,78.0,1.6595744680851063,4.300000000000001,80.29999999999998,1.708510638297872
32,32,24,2022-12-17,23-065,LAC,,WAS,W (+9),0,4:18,0.0,0.0,,0.0,0.0,,0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4,-7,0.0,0.0,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0,8,9,7,4,15,15,14,7,15,11,14,12,14,14,3,5,2,1,2,6,12,14,8,2,2,2,9,1,2,2,2,2,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0,0.0350877192982456,0.0,0.0208333333333333,0.0,0.027027027027027,0.0263157894736842,0.0,0.0,0.0263157894736842,0.0327868852459016,0.0172413793103448,0.0476190476190476,0.0303030303030303,0.0,0.0240963855421686,0.0,0.0,0.0253164556962025,47,1.0,102.0,2.1702127659574466,0.3999999999999999,115.89999999999998,2.46595744680851
33,33,25,2022-12-21,23-069,LAC,,CHO,W (+21),0,3:21,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-0.8,-3,0.0,0.0,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0,8,9,7,4,15,15,14,7,15,11,14,12,14,14,3,5,2,1,2,6,12,14,8,2,2,2,9,1,2,2,2,2,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0,0.0350877192982456,0.0,0.0208333333333333,0.0,0.027027027027027,0.0263157894736842,0.0,0.0,0.0263157894736842,0.0327868852459016,0.0172413793103448,0.0476190476190476,0.0303030303030303,0.0,0.0240963855421686,0.0,0.0,0.0253164556962025,47,0.0,70.0,1.4893617021276595,-0.8,81.59999999999998,1.736170212765957
34,34,,2022-12-23,23-071,LAC,@,PHI,L (-5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0,8,9,7,4,15,15,14,7,15,11,14,12,14,14,3,5,2,1,2,6,12,14,8,2,2,2,9,1,2,2,2,2,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0,0.0350877192982456,0.0,0.0208333333333333,0.0,0.027027027027027,0.0263157894736842,0.0,0.0,0.0263157894736842,0.0327868852459016,0.0172413793103448,0.0476190476190476,0.0303030303030303,0.0,0.0240963855421686,0.0,0.0,0.0253164556962025,47,,70.0,1.4893617021276595,0.0,70.6,1.502127659574468
35,35,26,2022-12-26,23-074,LAC,@,DET,W (+11),0,3:08,1.0,1.0,1.000,0.0,0.0,,1,1.0,1.000,0.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,3.0,4.2,+12,1.0,1.0,1.0,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0,8,9,7,4,15,15,14,7,15,11,14,12,14,14,3,5,2,1,2,6,12,14,8,2,2,2,9,1,2,2,2,2,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0,0.0350877192982456,0.0,0.0208333333333333,0.0,0.027027027027027,0.0263157894736842,0.0,0.0,0.0263157894736842,0.0327868852459016,0.0172413793103448,0.0476190476190476,0.0303030303030303,0.0,0.0240963855421686,0.0,0.0,0.0253164556962025,47,5.0,66.0,1.4042553191489362,3.8,76.4,1.6255319148936171
36,36,,2022-12-27,23-075,LAC,@,TOR,W (+11),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0,8,9,7,4,15,15,14,7,15,11,14,12,14,14,3,5,2,1,2,6,12,14,8,2,2,2,9,1,2,2,2,2,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0,0.0350877192982456,0.0,0.0208333333333333,0.0,0.027027027027027,0.0263157894736842,0.0,0.0,0.0263157894736842,0.0327868852459016,0.0172413793103448,0.0476190476190476,0.0303030303030303,0.0,0.0240963855421686,0.0,0.0,0.0253164556962025,47,,95.0,2.021276595744681,0.0,101.89999999999998,2.168085106382978
37,37,,2022-12-29,23-077,LAC,@,BOS,L (-6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0,8,9,7,4,15,15,14,7,15,11,14,12,14,14,3,5,2,1,2,6,12,14,8,2,2,2,9,1,2,2,2,2,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0,0.0350877192982456,0.0,0.0208333333333333,0.0,0.027027027027027,0.0263157894736842,0.0,0.0,0.0263157894736842,0.0327868852459016,0.0172413793103448,0.0476190476190476,0.0303030303030303,0.0,0.0240963855421686,0.0,0.0,0.0253164556962025,47,,86.0,1.8297872340425527,0.0,101.6,2.1617021276595745
38,38,,2022-12-31,23-079,LAC,@,IND,L (-1),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0,8,9,7,4,15,15,14,7,15,11,14,12,14,14,3,5,2,1,2,6,12,14,8,2,2,2,9,1,2,2,2,2,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0,0.0350877192982456,0.0,0.0208333333333333,0.0,0.027027027027027,0.0263157894736842,0.0,0.0,0.0263157894736842,0.0327868852459016,0.0172413793103448,0.0476190476190476,0.0303030303030303,0.0,0.0240963855421686,0.0,0.0,0.0253164556962025,47,,59.0,1.25531914893617,0.0,68.69999999999999,1.4617021276595743
39,39,,2023-01-02,23-081,LAC,,MIA,L (-10),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0,8,9,7,4,15,15,14,7,15,11,14,12,14,14,3,5,2,1,2,6,12,14,8,2,2,2,9,1,2,2,2,2,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0,0.0350877192982456,0.0,0.0208333333333333,0.0,0.027027027027027,0.0263157894736842,0.0,0.0,0.0263157894736842,0.0327868852459016,0.0172413793103448,0.0476190476190476,0.0303030303030303,0.0,0.0240963855421686,0.0,0.0,0.0253164556962025,47,,74.0,1.574468085106383,0.0,71.1,1.5127659574468084
40,40,27,2023-01-05,23-084,LAC,@,DEN,L (-31),0,18:58,5.0,6.0,.833,0.0,0.0,,2,7.0,.286,3.0,7.0,10.0,0.0,0.0,1.0,1.0,2.0,12.0,10.9,+5,6.0,5.0,0.8333333333333334,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0,8,9,7,4,15,15,14,7,15,11,14,12,14,14,3,5,2,1,2,6,12,14,8,2,2,2,9,1,2,2,2,2,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0,0.0350877192982456,0.0,0.0208333333333333,0.0,0.027027027027027,0.0263157894736842,0.0,0.0,0.0263157894736842,0.0327868852459016,0.0172413793103448,0.0476190476190476,0.0303030303030303,0.0,0.0240963855421686,0.0,0.0,0.0253164556962025,47,9.0,60.0,1.2765957446808511,10.1,57.99999999999999,1.2340425531914891
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0,8,9,7,4,15,15,14,7,15,11,14,12,14,14,3,5,2,1,2,6,12,14,8,2,2,2,9,1,2,2,2,2,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0,0.0350877192982456,0.0,0.0208333333333333,0.0,0.027027027027027,0.0263157894736842,0.0,0.0,0.0263157894736842,0.0327868852459016,0.0172413793103448,0.0476190476190476,0.0303030303030303,0.0,0.0240963855421686,0.0,0.0,0.0253164556962025,47,,0.0,0.0,0.0,0.0,0.0
42,41,28,2023-01-06,23-085,LAC,@,MIN,L (-13),0,26:54,5.0,10.0,.500,0.0,0.0,,4,8.0,.500,10.0,1.0,11.0,0.0,1.0,0.0,1.0,3.0,14.0,13.5,+13,10.0,5.0,0.5,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0,8,9,7,4,15,15,14,7,15,11,14,12,14,14,3,5,2,1,2,6,12,14,8,2,2,2,9,1,2,2,2,2,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0,0.0350877192982456,0.0,0.0208333333333333,0.0,0.027027027027027,0.0263157894736842,0.0,0.0,0.0263157894736842,0.0327868852459016,0.0172413793103448,0.0476190476190476,0.0303030303030303,0.0,0.0240963855421686,0.0,0.0,0.0253164556962025,47,7.0,82.0,1.74468085106383,11.900000000000002,93.19999999999996,1.9829787234042544
43,42,29,2023-01-08,23-087,LAC,,ATL,L (-4),0,9:41,4.0,7.0,.571,0.0,0.0,,0,2.0,.000,2.0,8.0,10.0,0.0,0.0,1.0,1.0,1.0,8.0,7.0,-8,7.0,4.0,0.5714285714285714,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0,8,9,7,4,15,15,14,7,15,11,14,12,14,14,3,5,2,1,2,6,12,14,8,2,2,2,9,1,2,2,2,2,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0,0.0350877192982456,0.0,0.0208333333333333,0.0,0.027027027027027,0.0263157894736842,0.0,0.0,0.0263157894736842,0.0327868852459016,0.0172413793103448,0.0476190476190476,0.0303030303030303,0.0,0.0240963855421686,0.0,0.0,0.0253164556962025,47,9.0,87.0,1.851063829787234,6.999999999999998,90.0,1.9148936170212767
44,43,30,2023-01-10,23-089,LAC,,DAL,W (+12),0,4:45,1.0,3.0,.333,0.0,0.0,,0,1.0,.000,2.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,0.4,+1,3.0,1.0,0.3333333333333333,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0,8,9,7,4,15,15,14,7,15,11,14,12,14,14,3,5,2,1,2,6,12,14,8,2,2,2,9,1,2,2,2,2,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0,0.0350877192982456,0.0,0.0208333333333333,0.0,0.027027027027027,0.0263157894736842,0.0,0.0,0.0263157894736842,0.0327868852459016,0.0172413793103448,0.0476190476190476,0.0303030303030303,0.0,0.0240963855421686,0.0,0.0,0.0253164556962025,47,1.0,76.0,1.6170212765957446,0.3999999999999999,78.8,1.676595744680851
45,44,31,2023-01-13,23-092,LAC,,DEN,L (-12),0,10:35,2.0,2.0,1.000,0.0,0.0,,0,0.0,,1.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,4.0,6.0,+7,2.0,2.0,1.0,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0,8,9,7,4,15,15,14,7,15,11,14,12,14,14,3,5,2,1,2,6,12,14,8,2,2,2,9,1,2,2,2,2,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,17.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0,0.0350877192982456,0.0,0.0208333333333333,0.0,0.027027027027027,0.0263157894736842,0.0,0.0,0.0263157894736842,0.0327868852459016,0.0172413793103448,0.0476190476190476,0.0303030303030303,0.0,0.0240963855421686,0.0,0.0,0.0253164556962025,47,8.0,97.0,2.0638297872340425,6.0,112.5,2.393617021276596
