Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Cam Thomas,Shared Games with David Duke Jr.,Shared Games with Day'Ron Sharpe,Shared Games with Edmond Sumner,Shared Games with Kessler Edwards,Shared Games with Markieff Morris,Shared Games with Patty Mills,Shared Games with Yuta Watanabe,Ben Simmons,Cam Thomas,David Duke Jr.,Day'Ron Sharpe,Edmond Sumner,Joe Harris,Kessler Edwards,Kevin Durant,Kyrie Irving,Markieff Morris,Nic Claxton,Patty Mills,RaiQuan Gray,Royce O'Neale,Seth Curry,T.J. Warren,Yuta Watanabe,co_inf with Ben Simmons,co_inf with Cam Thomas,co_inf with David Duke Jr.,co_inf with Day'Ron Sharpe,co_inf with Edmond Sumner,co_inf with Joe Harris,co_inf with Kessler Edwards,co_inf with Kevin Durant,co_inf with Kyrie Irving,co_inf with Markieff Morris,co_inf with Nic Claxton,co_inf with Patty Mills,co_inf with RaiQuan Gray,co_inf with Royce O'Neale,co_inf with Seth Curry,co_inf with T.J. Warren,co_inf with Yuta Watanabe,Bogdan Bogdanović,Cameron Johnson,Dorian Finney-Smith,Dru Smith,Mikal Bridges,Moses Brown,Nerlens Noel,Payton Pritchard,Spencer Dinwiddie,co_inf with Moses Brown,co_inf with Bogdan Bogdanović,co_inf with Cameron Johnson,co_inf with Dorian Finney-Smith,co_inf with Dru Smith,co_inf with Mikal Bridges,co_inf with Nerlens Noel,co_inf with Payton Pritchard,co_inf with Spencer Dinwiddie,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
30,30,,2022-12-16,23-180,BRK,@,TOR,W (+3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,1,1,1,1,1,1,1,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.0175438596491228,0.0434782608695652,0.0208333333333333,0.0188679245283018,0.0,0.0277777777777777,0.0,0.0,0.0285714285714285,0.0,0.025,0.0,0.0,0.0,0.0,0.0172413793103448,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,,81.0,10.125,0.0,81.8,10.225
31,31,,2022-12-18,23-182,BRK,@,DET,W (+3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,1,1,1,1,1,1,1,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.0175438596491228,0.0434782608695652,0.0208333333333333,0.0188679245283018,0.0,0.0277777777777777,0.0,0.0,0.0285714285714285,0.0,0.025,0.0,0.0,0.0,0.0,0.0172413793103448,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,,85.0,10.625,0.0,84.6,10.575
32,32,,2022-12-21,23-185,BRK,,GSW,W (+30),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,1,1,1,1,1,1,1,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.0175438596491228,0.0434782608695652,0.0208333333333333,0.0188679245283018,0.0,0.0277777777777777,0.0,0.0,0.0285714285714285,0.0,0.025,0.0,0.0,0.0,0.0,0.0172413793103448,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,,103.0,12.875,0.0,116.29999999999998,14.537499999999998
33,33,,2022-12-23,23-187,BRK,,MIL,W (+18),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,1,1,1,1,1,1,1,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.0175438596491228,0.0434782608695652,0.0208333333333333,0.0188679245283018,0.0,0.0277777777777777,0.0,0.0,0.0285714285714285,0.0,0.025,0.0,0.0,0.0,0.0,0.0172413793103448,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,,70.0,8.75,0.0,80.8,10.1
34,34,,2022-12-26,23-190,BRK,@,CLE,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,1,1,1,1,1,1,1,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.0175438596491228,0.0434782608695652,0.0208333333333333,0.0188679245283018,0.0,0.0277777777777777,0.0,0.0,0.0285714285714285,0.0,0.025,0.0,0.0,0.0,0.0,0.0172413793103448,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,,70.0,8.75,0.0,70.6,8.825
35,35,,2022-12-28,23-192,BRK,@,ATL,W (+1),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,1,1,1,1,1,1,1,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.0175438596491228,0.0434782608695652,0.0208333333333333,0.0188679245283018,0.0,0.0277777777777777,0.0,0.0,0.0285714285714285,0.0,0.025,0.0,0.0,0.0,0.0,0.0172413793103448,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,,71.0,8.875,0.0,80.19999999999999,10.024999999999999
36,36,,2022-12-31,23-195,BRK,@,CHO,W (+17),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,1,1,1,1,1,1,1,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.0175438596491228,0.0434782608695652,0.0208333333333333,0.0188679245283018,0.0,0.0277777777777777,0.0,0.0,0.0285714285714285,0.0,0.025,0.0,0.0,0.0,0.0,0.0172413793103448,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,,95.0,11.875,0.0,101.89999999999998,12.737499999999997
37,37,,2023-01-02,23-197,BRK,,SAS,W (+36),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,1,1,1,1,1,1,1,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.0175438596491228,0.0434782608695652,0.0208333333333333,0.0188679245283018,0.0,0.0277777777777777,0.0,0.0,0.0285714285714285,0.0,0.025,0.0,0.0,0.0,0.0,0.0172413793103448,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,,86.0,10.75,0.0,101.6,12.7
38,38,,2023-01-04,23-199,BRK,@,CHI,L (-9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,1,1,1,1,1,1,1,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.0175438596491228,0.0434782608695652,0.0208333333333333,0.0188679245283018,0.0,0.0277777777777777,0.0,0.0,0.0285714285714285,0.0,0.025,0.0,0.0,0.0,0.0,0.0172413793103448,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,,59.0,7.375,0.0,68.69999999999999,8.587499999999999
39,39,,2023-01-06,23-201,BRK,@,NOP,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,1,1,1,1,1,1,1,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.0175438596491228,0.0434782608695652,0.0208333333333333,0.0188679245283018,0.0,0.0277777777777777,0.0,0.0,0.0285714285714285,0.0,0.025,0.0,0.0,0.0,0.0,0.0172413793103448,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,,74.0,9.25,0.0,71.1,8.8875
40,40,,2023-01-08,23-203,BRK,@,MIA,W (+1),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,1,1,1,1,1,1,1,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.0175438596491228,0.0434782608695652,0.0208333333333333,0.0188679245283018,0.0,0.0277777777777777,0.0,0.0,0.0285714285714285,0.0,0.025,0.0,0.0,0.0,0.0,0.0172413793103448,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,,69.0,8.625,0.0,68.1,8.5125
