Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alondes Williams,Shared Games with Ben Simmons,Shared Games with Cam Thomas,Shared Games with David Duke Jr.,Shared Games with Day'Ron Sharpe,Shared Games with Joe Harris,Shared Games with Kessler Edwards,Shared Games with Kevin Durant,Shared Games with Kyrie Irving,Shared Games with Markieff Morris,Shared Games with Nic Claxton,Shared Games with Patty Mills,Shared Games with RaiQuan Gray,Shared Games with Royce O'Neale,Shared Games with Seth Curry,Shared Games with T.J. Warren,Shared Games with Yuta Watanabe,Alondes Williams,Ben Simmons,Cam Thomas,David Duke Jr.,Day'Ron Sharpe,Joe Harris,Kessler Edwards,Kevin Durant,Kyrie Irving,Markieff Morris,Nic Claxton,Patty Mills,RaiQuan Gray,Royce O'Neale,Seth Curry,T.J. Warren,Yuta Watanabe,co_inf with Alondes Williams,co_inf with Ben Simmons,co_inf with Cam Thomas,co_inf with David Duke Jr.,co_inf with Day'Ron Sharpe,co_inf with Joe Harris,co_inf with Kessler Edwards,co_inf with Kevin Durant,co_inf with Kyrie Irving,co_inf with Markieff Morris,co_inf with Nic Claxton,co_inf with Patty Mills,co_inf with RaiQuan Gray,co_inf with Royce O'Neale,co_inf with Seth Curry,co_inf with T.J. Warren,co_inf with Yuta Watanabe,Shared Games with Dorian Finney-Smith,Shared Games with Spencer Dinwiddie,Shared Games with Nerlens Noel,Shared Games with Cameron Johnson,Shared Games with Dru Smith,Shared Games with Mikal Bridges,Bogdan Bogdanović,Cameron Johnson,Dorian Finney-Smith,Dru Smith,Mikal Bridges,Moses Brown,Nerlens Noel,Payton Pritchard,Spencer Dinwiddie,co_inf with Dorian Finney-Smith,co_inf with Spencer Dinwiddie,co_inf with Nerlens Noel,co_inf with Moses Brown,co_inf with Bogdan Bogdanović,co_inf with Cameron Johnson,co_inf with Dru Smith,co_inf with Mikal Bridges,co_inf with Payton Pritchard,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
73,71,,2023-03-19,27-078,BRK,,DEN,L (-6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,,77.0,3.347826086956522,0.0,102.2,4.443478260869566
74,72,,2023-03-21,27-080,BRK,,CLE,L (-6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,,74.0,3.217391304347826,0.0,88.29999999999998,3.839130434782608
75,73,,2023-03-23,27-082,BRK,,CLE,L (-2),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,,70.0,3.0434782608695654,0.0,77.19999999999999,3.3565217391304345
76,74,49,2023-03-25,27-084,BRK,@,MIA,W (+29),0,14:40,4.0,7.0,.571,1.0,2.0,.500,3,3.0,1.000,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,12.0,7.6,-2,5.0,3.0,0.6,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,2.0,70.0,3.0434782608695654,6.4,86.79999999999998,3.77391304347826
77,75,,2023-03-26,27-085,BRK,@,ORL,L (-13),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,,66.0,2.869565217391304,0.0,89.60000000000001,3.8956521739130436
78,76,50,2023-03-29,27-088,BRK,,HOU,W (+9),0,4:16,1.0,3.0,.333,0.0,0.0,,1,2.0,.500,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,-0.8,-2,3.0,1.0,0.3333333333333333,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,-3.0,87.0,3.782608695652174,-1.2000000000000002,105.8,4.6
79,77,51,2023-03-31,27-090,BRK,,ATL,W (+17),0,3:08,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,-6,1.0,0.0,0.0,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,0.0,61.0,2.652173913043478,-0.3999999999999999,74.30000000000001,3.2304347826086963
80,78,,2023-04-02,27-092,BRK,,UTA,W (+1),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,,96.0,4.173913043478261,0.0,109.3,4.752173913043478
81,79,,2023-04-04,27-094,BRK,,MIN,L (-5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,,102.0,4.434782608695652,0.0,115.2,5.008695652173913
82,80,52,2023-04-05,27-095,BRK,@,DET,W (+15),0,18:18,3.0,4.0,.750,0.0,1.0,.000,2,2.0,1.000,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,8.0,4.7,-2,3.0,3.0,1.0,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,1.0,89.0,3.869565217391304,3.9,113.7,4.943478260869566
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,,0.0,0.0,0.0,0.0,0.0
84,81,53,2023-04-07,27-097,BRK,,ORL,W (+17),0,5:34,0.0,0.0,,0.0,0.0,,1,2.0,.500,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.2,+2,0.0,0.0,,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,1.0,105.0,4.565217391304348,0.7999999999999999,128.90000000000003,5.604347826086958
85,82,,2023-04-09,27-099,BRK,,PHI,L (-29),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,31,37,17,31,46,11,32,32,22,50,31,1,49,38,22,42,1.0,42.0,57.0,23.0,48.0,74.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.7380952380952381,0.6491228070175439,0.7391304347826086,0.6458333333333334,0.6216216216216216,0.3055555555555556,0.6808510638297872,0.5333333333333333,0.6285714285714286,0.6578947368421053,0.775,1.0,0.6447368421052632,0.6229508196721312,0.5238095238095238,0.7241379310344828,7,7,1,7,6,7,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.106060606060606,0.0886075949367088,0.0588235294117647,0.0,0.0,0.1666666666666666,0.4,0.0843373493975903,0.0,23,,86.0,3.739130434782609,0.0,112.8,4.904347826086957
