Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bam Adebayo,Shared Games with Caleb Martin,Shared Games with Cody Zeller,Shared Games with Dewayne Dedmon,Shared Games with Dru Smith,Shared Games with Duncan Robinson,Shared Games with Gabe Vincent,Shared Games with Jamal Cain,Shared Games with Jimmy Butler,Shared Games with Kyle Lowry,Shared Games with Max Strus,Shared Games with Nikola Jović,Shared Games with Omer Yurtseven,Shared Games with Orlando Robinson,Shared Games with Tyler Herro,Shared Games with Udonis Haslem,Shared Games with Victor Oladipo,Bam Adebayo,Caleb Martin,Cody Zeller,Dewayne Dedmon,Dru Smith,Duncan Robinson,Gabe Vincent,Jamal Cain,Jamaree Bouyea,Jimmy Butler,Kyle Lowry,Max Strus,Nikola Jović,Omer Yurtseven,Orlando Robinson,Tyler Herro,Udonis Haslem,Victor Oladipo,co_inf with Bam Adebayo,co_inf with Caleb Martin,co_inf with Cody Zeller,co_inf with Dewayne Dedmon,co_inf with Dru Smith,co_inf with Duncan Robinson,co_inf with Gabe Vincent,co_inf with Jamal Cain,co_inf with Jamaree Bouyea,co_inf with Jimmy Butler,co_inf with Kyle Lowry,co_inf with Max Strus,co_inf with Nikola Jović,co_inf with Omer Yurtseven,co_inf with Orlando Robinson,co_inf with Tyler Herro,co_inf with Udonis Haslem,co_inf with Victor Oladipo,Shared Games with Kevin Love,Kevin Love,Trent Forrest,co_inf with Kevin Love,co_inf with Trent Forrest,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
25.0,16.0,2022-12-06,25-362,MIA,DET,0,27.73333333333333,0.0,3.0,.000,0.0,1.0,.000,0,0.0,,1.0,2.0,3.0,1.0,0.0,0.0,1.0,3.0,0.0,-2.3,-24,2.0,0.0,0.0,49,44,10,20,3,27,42,16,37,35,52,12,7,21,43,6,25,75.0,71.0,15.0,38.0,15.0,42.0,68.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.6533333333333333,0.6197183098591549,0.6666666666666666,0.5263157894736842,0.2,0.6428571428571429,0.6176470588235294,0.8888888888888888,0.0,0.578125,0.6363636363636364,0.65,0.8,0.7777777777777778,0.6774193548387096,0.6417910447761194,0.8571428571428571,0.5952380952380952,10,62.0,23.0,0.1612903225806451,0.0,18,0.0,57.0,3.1666666666666665,-2.3,67.10000000000001,3.7277777777777774,8.5,0.9,-3.1,-3.7,0.7,0.0262894062604433,0.517,0.505,0.13,-0.3,-0.3,L (-8),L (-8)
26.0,17.0,2022-12-08,25-364,MIA,LAC,0,3.716666666666667,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,-0.9,-5,0.0,0.0,,49,44,10,20,3,27,42,16,37,35,52,12,7,21,43,6,25,75.0,71.0,15.0,38.0,15.0,42.0,68.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.6533333333333333,0.6197183098591549,0.6666666666666666,0.5263157894736842,0.2,0.6428571428571429,0.6176470588235294,0.8888888888888888,0.0,0.578125,0.6363636363636364,0.65,0.8,0.7777777777777778,0.6774193548387096,0.6417910447761194,0.8571428571428571,0.5952380952380952,10,62.0,23.0,0.1612903225806451,0.0,18,1.0,85.0,4.722222222222222,-0.9000000000000001,88.99999999999999,4.944444444444444,8.5,0.9,-3.1,-3.7,0.7,0.0262894062604433,0.517,0.505,0.13,-0.3,-0.3,L (-20),L (-20)
27.0,,2022-12-10,26-001,MIA,SAS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,49,44,10,20,3,27,42,16,37,35,52,12,7,21,43,6,25,75.0,71.0,15.0,38.0,15.0,42.0,68.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.6533333333333333,0.6197183098591549,0.6666666666666666,0.5263157894736842,0.2,0.6428571428571429,0.6176470588235294,0.8888888888888888,0.0,0.578125,0.6363636363636364,0.65,0.8,0.7777777777777778,0.6774193548387096,0.6417910447761194,0.8571428571428571,0.5952380952380952,10,62.0,23.0,0.1612903225806451,0.0,18,,72.0,4.0,0.0,87.10000000000001,4.8388888888888895,8.5,0.9,-3.1,-3.7,0.7,0.0262894062604433,0.517,0.505,0.13,-0.3,-0.3,W (+5),W (+5)
28.0,,2022-12-12,26-003,MIA,IND,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,49,44,10,20,3,27,42,16,37,35,52,12,7,21,43,6,25,75.0,71.0,15.0,38.0,15.0,42.0,68.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.6533333333333333,0.6197183098591549,0.6666666666666666,0.5263157894736842,0.2,0.6428571428571429,0.6176470588235294,0.8888888888888888,0.0,0.578125,0.6363636363636364,0.65,0.8,0.7777777777777778,0.6774193548387096,0.6417910447761194,0.8571428571428571,0.5952380952380952,10,62.0,23.0,0.1612903225806451,0.0,18,,50.0,2.7777777777777777,0.0,53.0,2.9444444444444446,8.5,0.9,-3.1,-3.7,0.7,0.0262894062604433,0.517,0.505,0.13,-0.3,-0.3,L (-4),L (-4)
29.0,18.0,2022-12-14,26-005,MIA,OKC,0,18.183333333333334,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,1.0,2.0,3.0,3.0,2.0,0.0,1.0,2.0,0.0,2.2,+14,1.0,0.0,0.0,49,44,10,20,3,27,42,16,37,35,52,12,7,21,43,6,25,75.0,71.0,15.0,38.0,15.0,42.0,68.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.6533333333333333,0.6197183098591549,0.6666666666666666,0.5263157894736842,0.2,0.6428571428571429,0.6176470588235294,0.8888888888888888,0.0,0.578125,0.6363636363636364,0.65,0.8,0.7777777777777778,0.6774193548387096,0.6417910447761194,0.8571428571428571,0.5952380952380952,10,62.0,23.0,0.1612903225806451,0.0,18,5.0,71.0,3.9444444444444446,2.2,72.5,4.027777777777778,8.5,0.9,-3.1,-3.7,0.7,0.0262894062604433,0.517,0.505,0.13,-0.3,-0.3,W (+5),W (+5)
30.0,19.0,2022-12-15,26-006,MIA,HOU,0,30.03333333333333,3.0,9.0,.333,2.0,4.0,.500,0,0.0,,3.0,4.0,7.0,3.0,2.0,0.0,0.0,3.0,8.0,9.1,+2,5.0,1.0,0.2,49,44,10,20,3,27,42,16,37,35,52,12,7,21,43,6,25,75.0,71.0,15.0,38.0,15.0,42.0,68.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.6533333333333333,0.6197183098591549,0.6666666666666666,0.5263157894736842,0.2,0.6428571428571429,0.6176470588235294,0.8888888888888888,0.0,0.578125,0.6363636363636364,0.65,0.8,0.7777777777777778,0.6774193548387096,0.6417910447761194,0.8571428571428571,0.5952380952380952,10,62.0,23.0,0.1612903225806451,0.0,18,11.0,62.0,3.4444444444444446,9.099999999999998,72.3,4.016666666666667,8.5,0.9,-3.1,-3.7,0.7,0.0262894062604433,0.517,0.505,0.13,-0.3,-0.3,W (+2),W (+2)
31.0,20.0,2022-12-17,26-008,MIA,SAS,0,18.166666666666668,1.0,1.0,1.000,0.0,0.0,,1,4.0,.250,1.0,4.0,5.0,0.0,0.0,1.0,0.0,3.0,3.0,2.9,-1,1.0,1.0,1.0,49,44,10,20,3,27,42,16,37,35,52,12,7,21,43,6,25,75.0,71.0,15.0,38.0,15.0,42.0,68.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.6533333333333333,0.6197183098591549,0.6666666666666666,0.5263157894736842,0.2,0.6428571428571429,0.6176470588235294,0.8888888888888888,0.0,0.578125,0.6363636363636364,0.65,0.8,0.7777777777777778,0.6774193548387096,0.6417910447761194,0.8571428571428571,0.5952380952380952,10,62.0,23.0,0.1612903225806451,0.0,18,4.0,76.0,4.222222222222222,2.5,84.30000000000001,4.683333333333334,8.5,0.9,-3.1,-3.7,0.7,0.0262894062604433,0.517,0.505,0.13,-0.3,-0.3,W (+3),W (+3)
32.0,21.0,2022-12-20,26-011,MIA,CHI,1,40.68333333333333,7.0,10.0,.700,4.0,4.0,1.000,0,0.0,,1.0,1.0,2.0,2.0,4.0,0.0,2.0,3.0,18.0,17.0,-6,6.0,3.0,0.5,49,44,10,20,3,27,42,16,37,35,52,12,7,21,43,6,25,75.0,71.0,15.0,38.0,15.0,42.0,68.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.6533333333333333,0.6197183098591549,0.6666666666666666,0.5263157894736842,0.2,0.6428571428571429,0.6176470588235294,0.8888888888888888,0.0,0.578125,0.6363636363636364,0.65,0.8,0.7777777777777778,0.6774193548387096,0.6417910447761194,0.8571428571428571,0.5952380952380952,10,62.0,23.0,0.1612903225806451,0.0,18,14.0,56.0,3.111111111111111,17.0,60.6,3.3666666666666667,8.5,0.9,-3.1,-3.7,0.7,0.0262894062604433,0.517,0.505,0.13,-0.3,-0.3,W (+10),W (+10)
33.0,22.0,2022-12-23,26-014,MIA,IND,0,23.0,5.0,7.0,.714,0.0,1.0,.000,0,0.0,,1.0,2.0,3.0,2.0,2.0,1.0,0.0,1.0,10.0,12.1,-4,6.0,5.0,0.8333333333333334,49,44,10,20,3,27,42,16,37,35,52,12,7,21,43,6,25,75.0,71.0,15.0,38.0,15.0,42.0,68.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.6533333333333333,0.6197183098591549,0.6666666666666666,0.5263157894736842,0.2,0.6428571428571429,0.6176470588235294,0.8888888888888888,0.0,0.578125,0.6363636363636364,0.65,0.8,0.7777777777777778,0.6774193548387096,0.6417910447761194,0.8571428571428571,0.5952380952380952,10,62.0,23.0,0.1612903225806451,0.0,18,11.0,68.0,3.7777777777777777,12.1,82.80000000000001,4.6000000000000005,8.5,0.9,-3.1,-3.7,0.7,0.0262894062604433,0.517,0.505,0.13,-0.3,-0.3,L (-10),L (-10)
34.0,23.0,2022-12-26,26-017,MIA,MIN,0,22.05,1.0,4.0,.250,0.0,3.0,.000,1,2.0,.500,0.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,3.0,-0.2,+7,1.0,1.0,1.0,49,44,10,20,3,27,42,16,37,35,52,12,7,21,43,6,25,75.0,71.0,15.0,38.0,15.0,42.0,68.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.6533333333333333,0.6197183098591549,0.6666666666666666,0.5263157894736842,0.2,0.6428571428571429,0.6176470588235294,0.8888888888888888,0.0,0.578125,0.6363636363636364,0.65,0.8,0.7777777777777778,0.6774193548387096,0.6417910447761194,0.8571428571428571,0.5952380952380952,10,62.0,23.0,0.1612903225806451,0.0,18,-1.0,63.0,3.5,-0.5999999999999996,80.3,4.461111111111111,8.5,0.9,-3.1,-3.7,0.7,0.0262894062604433,0.517,0.505,0.13,-0.3,-0.3,L (-3),L (-3)
35.0,24.0,2022-12-28,26-019,MIA,LAL,0,0.45,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,49,44,10,20,3,27,42,16,37,35,52,12,7,21,43,6,25,75.0,71.0,15.0,38.0,15.0,42.0,68.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.6533333333333333,0.6197183098591549,0.6666666666666666,0.5263157894736842,0.2,0.6428571428571429,0.6176470588235294,0.8888888888888888,0.0,0.578125,0.6363636363636364,0.65,0.8,0.7777777777777778,0.6774193548387096,0.6417910447761194,0.8571428571428571,0.5952380952380952,10,62.0,23.0,0.1612903225806451,0.0,18,0.0,88.0,4.888888888888889,0.0,102.5,5.694444444444445,8.5,0.9,-3.1,-3.7,0.7,0.0262894062604433,0.517,0.505,0.13,-0.3,-0.3,W (+3),W (+3)
36.0,25.0,2022-12-30,26-021,MIA,DEN,1,21.05,3.0,6.0,.500,1.0,3.0,.333,0,0.0,,1.0,1.0,2.0,0.0,2.0,0.0,3.0,2.0,7.0,3.2,-2,3.0,2.0,0.6666666666666666,49,44,10,20,3,27,42,16,37,35,52,12,7,21,43,6,25,75.0,71.0,15.0,38.0,15.0,42.0,68.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.6533333333333333,0.6197183098591549,0.6666666666666666,0.5263157894736842,0.2,0.6428571428571429,0.6176470588235294,0.8888888888888888,0.0,0.578125,0.6363636363636364,0.65,0.8,0.7777777777777778,0.6774193548387096,0.6417910447761194,0.8571428571428571,0.5952380952380952,10,62.0,23.0,0.1612903225806451,0.0,18,2.0,64.0,3.555555555555556,3.2,83.10000000000001,4.616666666666667,8.5,0.9,-3.1,-3.7,0.7,0.0262894062604433,0.517,0.505,0.13,-0.3,-0.3,W (+14),W (+14)
37.0,26.0,2022-12-31,26-022,MIA,UTA,1,17.083333333333332,3.0,4.0,.750,0.0,1.0,.000,0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,6.0,3.5,-9,3.0,3.0,1.0,49,44,10,20,3,27,42,16,37,35,52,12,7,21,43,6,25,75.0,71.0,15.0,38.0,15.0,42.0,68.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.6533333333333333,0.6197183098591549,0.6666666666666666,0.5263157894736842,0.2,0.6428571428571429,0.6176470588235294,0.8888888888888888,0.0,0.578125,0.6363636363636364,0.65,0.8,0.7777777777777778,0.6774193548387096,0.6417910447761194,0.8571428571428571,0.5952380952380952,10,62.0,23.0,0.1612903225806451,0.0,18,3.0,86.0,4.777777777777778,3.5000000000000004,102.1,5.672222222222222,8.5,0.9,-3.1,-3.7,0.7,0.0262894062604433,0.517,0.505,0.13,-0.3,-0.3,L (-5),L (-5)
38.0,,2023-01-02,26-024,MIA,LAC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,49,44,10,20,3,27,42,16,37,35,52,12,7,21,43,6,25,75.0,71.0,15.0,38.0,15.0,42.0,68.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.6533333333333333,0.6197183098591549,0.6666666666666666,0.5263157894736842,0.2,0.6428571428571429,0.6176470588235294,0.8888888888888888,0.0,0.578125,0.6363636363636364,0.65,0.8,0.7777777777777778,0.6774193548387096,0.6417910447761194,0.8571428571428571,0.5952380952380952,10,62.0,23.0,0.1612903225806451,0.0,18,,84.0,4.666666666666667,0.0,85.5,4.75,8.5,0.9,-3.1,-3.7,0.7,0.0262894062604433,0.517,0.505,0.13,-0.3,-0.3,W (+3),W (+3)
39.0,,2023-01-04,26-026,MIA,LAL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,49,44,10,20,3,27,42,16,37,35,52,12,7,21,43,6,25,75.0,71.0,15.0,38.0,15.0,42.0,68.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.6533333333333333,0.6197183098591549,0.6666666666666666,0.5263157894736842,0.2,0.6428571428571429,0.6176470588235294,0.8888888888888888,0.0,0.578125,0.6363636363636364,0.65,0.8,0.7777777777777778,0.6774193548387096,0.6417910447761194,0.8571428571428571,0.5952380952380952,10,62.0,23.0,0.1612903225806451,0.0,18,,68.0,3.7777777777777777,0.0,84.50000000000003,4.694444444444446,8.5,0.9,-3.1,-3.7,0.7,0.0262894062604433,0.517,0.505,0.13,-0.3,-0.3,W (+10),W (+10)
40.0,27.0,2023-01-06,26-028,MIA,PHO,1,27.116666666666667,0.0,6.0,.000,0.0,4.0,.000,0,0.0,,1.0,6.0,7.0,0.0,2.0,0.0,2.0,0.0,0.0,-1.7,+9,2.0,0.0,0.0,49,44,10,20,3,27,42,16,37,35,52,12,7,21,43,6,25,75.0,71.0,15.0,38.0,15.0,42.0,68.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.6533333333333333,0.6197183098591549,0.6666666666666666,0.5263157894736842,0.2,0.6428571428571429,0.6176470588235294,0.8888888888888888,0.0,0.578125,0.6363636363636364,0.65,0.8,0.7777777777777778,0.6774193548387096,0.6417910447761194,0.8571428571428571,0.5952380952380952,10,62.0,23.0,0.1612903225806451,0.0,18,1.0,59.0,3.2777777777777777,-1.6999999999999993,82.0,4.555555555555555,8.5,0.9,-3.1,-3.7,0.7,0.0262894062604433,0.517,0.505,0.13,-0.3,-0.3,L (-3),L (-3)
41.0,28.0,2023-01-08,26-030,MIA,BRK,1,17.816666666666666,4.0,4.0,1.000,2.0,2.0,1.000,0,0.0,,2.0,1.0,3.0,0.0,0.0,1.0,1.0,4.0,10.0,8.6,-14,2.0,2.0,1.0,49,44,10,20,3,27,42,16,37,35,52,12,7,21,43,6,25,75.0,71.0,15.0,38.0,15.0,42.0,68.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.6533333333333333,0.6197183098591549,0.6666666666666666,0.5263157894736842,0.2,0.6428571428571429,0.6176470588235294,0.8888888888888888,0.0,0.578125,0.6363636363636364,0.65,0.8,0.7777777777777778,0.6774193548387096,0.6417910447761194,0.8571428571428571,0.5952380952380952,10,62.0,23.0,0.1612903225806451,0.0,18,9.0,36.0,2.0,8.6,56.3,3.1277777777777778,8.5,0.9,-3.1,-3.7,0.7,0.0262894062604433,0.517,0.505,0.13,-0.3,-0.3,W (+8),W (+8)
42.0,29.0,2023-01-10,26-032,MIA,OKC,1,24.1,2.0,7.0,.286,1.0,4.0,.250,0,0.0,,3.0,2.0,5.0,0.0,1.0,0.0,3.0,3.0,5.0,0.4,-1,3.0,1.0,0.3333333333333333,49,44,10,20,3,27,42,16,37,35,52,12,7,21,43,6,25,75.0,71.0,15.0,38.0,15.0,42.0,68.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.6533333333333333,0.6197183098591549,0.6666666666666666,0.5263157894736842,0.2,0.6428571428571429,0.6176470588235294,0.8888888888888888,0.0,0.578125,0.6363636363636364,0.65,0.8,0.7777777777777778,0.6774193548387096,0.6417910447761194,0.8571428571428571,0.5952380952380952,10,62.0,23.0,0.1612903225806451,0.0,18,1.0,38.0,2.111111111111111,0.4000000000000003,65.60000000000001,3.644444444444445,8.5,0.9,-3.1,-3.7,0.7,0.0262894062604433,0.517,0.505,0.13,-0.3,-0.3,,
43.0,30.0,2023-01-12,26-034,MIA,MIL,1,23.316666666666663,1.0,7.0,.143,1.0,5.0,.200,0,0.0,,3.0,5.0,8.0,1.0,0.0,0.0,1.0,2.0,3.0,1.0,+6,2.0,0.0,0.0,49,44,10,20,3,27,42,16,37,35,52,12,7,21,43,6,25,75.0,71.0,15.0,38.0,15.0,42.0,68.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.6533333333333333,0.6197183098591549,0.6666666666666666,0.5263157894736842,0.2,0.6428571428571429,0.6176470588235294,0.8888888888888888,0.0,0.578125,0.6363636363636364,0.65,0.8,0.7777777777777778,0.6774193548387096,0.6417910447761194,0.8571428571428571,0.5952380952380952,10,62.0,23.0,0.1612903225806451,0.0,18,4.0,68.0,3.7777777777777777,1.0000000000000009,79.2,4.4,8.5,0.9,-3.1,-3.7,0.7,0.0262894062604433,0.517,0.505,0.13,-0.3,-0.3,L (-1),L (-1)
44.0,31.0,2023-01-14,26-036,MIA,MIL,1,25.58333333333333,3.0,4.0,.750,2.0,2.0,1.000,0,0.0,,2.0,5.0,7.0,2.0,0.0,0.0,1.0,2.0,8.0,8.9,0,2.0,1.0,0.5,49,44,10,20,3,27,42,16,37,35,52,12,7,21,43,6,25,75.0,71.0,15.0,38.0,15.0,42.0,68.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.6533333333333333,0.6197183098591549,0.6666666666666666,0.5263157894736842,0.2,0.6428571428571429,0.6176470588235294,0.8888888888888888,0.0,0.578125,0.6363636363636364,0.65,0.8,0.7777777777777778,0.6774193548387096,0.6417910447761194,0.8571428571428571,0.5952380952380952,10,62.0,23.0,0.1612903225806451,0.0,18,12.0,67.0,3.7222222222222223,8.899999999999999,78.60000000000001,4.366666666666667,8.5,0.9,-3.1,-3.7,0.7,0.0262894062604433,0.517,0.505,0.13,-0.3,-0.3,W (+1),W (+1)
45.0,32.0,2023-01-16,26-038,MIA,ATL,0,12.7,3.0,5.0,.600,1.0,3.0,.333,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,7.0,3.9,-8,2.0,2.0,1.0,49,44,10,20,3,27,42,16,37,35,52,12,7,21,43,6,25,75.0,71.0,15.0,38.0,15.0,42.0,68.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.6533333333333333,0.6197183098591549,0.6666666666666666,0.5263157894736842,0.2,0.6428571428571429,0.6176470588235294,0.8888888888888888,0.0,0.578125,0.6363636363636364,0.65,0.8,0.7777777777777778,0.6774193548387096,0.6417910447761194,0.8571428571428571,0.5952380952380952,10,62.0,23.0,0.1612903225806451,0.0,18,3.0,75.0,4.166666666666667,3.899999999999999,85.8,4.766666666666667,8.5,0.9,-3.1,-3.7,0.7,0.0262894062604433,0.517,0.505,0.13,-0.3,-0.3,W (+6),W (+6)
46.0,33.0,2023-01-18,26-040,MIA,NOP,0,5.666666666666667,0.0,1.0,.000,0.0,0.0,,0,0.0,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-2,1.0,0.0,0.0,49,44,10,20,3,27,42,16,37,35,52,12,7,21,43,6,25,75.0,71.0,15.0,38.0,15.0,42.0,68.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.6533333333333333,0.6197183098591549,0.6666666666666666,0.5263157894736842,0.2,0.6428571428571429,0.6176470588235294,0.8888888888888888,0.0,0.578125,0.6363636363636364,0.65,0.8,0.7777777777777778,0.6774193548387096,0.6417910447761194,0.8571428571428571,0.5952380952380952,10,62.0,23.0,0.1612903225806451,0.0,18,1.0,87.0,4.833333333333333,1.0,102.9,5.716666666666667,8.5,0.9,-3.1,-3.7,0.7,0.0262894062604433,0.517,0.505,0.13,-0.3,-0.3,W (+16),W (+16)
47.0,34.0,2023-01-20,26-042,MIA,DAL,0,5.833333333333333,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.9,+2,1.0,1.0,1.0,49,44,10,20,3,27,42,16,37,35,52,12,7,21,43,6,25,75.0,71.0,15.0,38.0,15.0,42.0,68.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.6533333333333333,0.6197183098591549,0.6666666666666666,0.5263157894736842,0.2,0.6428571428571429,0.6176470588235294,0.8888888888888888,0.0,0.578125,0.6363636363636364,0.65,0.8,0.7777777777777778,0.6774193548387096,0.6417910447761194,0.8571428571428571,0.5952380952380952,10,62.0,23.0,0.1612903225806451,0.0,18,1.0,43.0,2.388888888888889,0.8999999999999998,58.0,3.2222222222222223,8.5,0.9,-3.1,-3.7,0.7,0.0262894062604433,0.517,0.505,0.13,-0.3,-0.3,L (-8),L (-8)
48.0,,2023-01-22,26-044,MIA,NOP,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,49,44,10,20,3,27,42,16,37,35,52,12,7,21,43,6,25,75.0,71.0,15.0,38.0,15.0,42.0,68.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.6533333333333333,0.6197183098591549,0.6666666666666666,0.5263157894736842,0.2,0.6428571428571429,0.6176470588235294,0.8888888888888888,0.0,0.578125,0.6363636363636364,0.65,0.8,0.7777777777777778,0.6774193548387096,0.6417910447761194,0.8571428571428571,0.5952380952380952,10,62.0,23.0,0.1612903225806451,0.0,18,,55.0,3.055555555555556,0.0,71.69999999999999,3.983333333333333,8.5,0.9,-3.1,-3.7,0.7,0.0262894062604433,0.517,0.505,0.13,-0.3,-0.3,W (+26),W (+26)
49.0,35.0,2023-01-24,26-046,MIA,BOS,0,30.433333333333334,5.0,7.0,.714,4.0,4.0,1.000,1,2.0,.500,3.0,7.0,10.0,1.0,1.0,0.0,0.0,3.0,15.0,16.4,+12,3.0,1.0,0.3333333333333333,49,44,10,20,3,27,42,16,37,35,52,12,7,21,43,6,25,75.0,71.0,15.0,38.0,15.0,42.0,68.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.6533333333333333,0.6197183098591549,0.6666666666666666,0.5263157894736842,0.2,0.6428571428571429,0.6176470588235294,0.8888888888888888,0.0,0.578125,0.6363636363636364,0.65,0.8,0.7777777777777778,0.6774193548387096,0.6417910447761194,0.8571428571428571,0.5952380952380952,10,62.0,23.0,0.1612903225806451,0.0,18,18.0,31.0,1.7222222222222223,16.000000000000004,45.1,2.5055555555555555,8.5,0.9,-3.1,-3.7,0.7,0.0262894062604433,0.517,0.505,0.13,-0.3,-0.3,L (-25),L (-25)
50.0,36.0,2023-01-27,26-049,MIA,ORL,0,6.916666666666667,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.9,-8,1.0,1.0,1.0,49,44,10,20,3,27,42,16,37,35,52,12,7,21,43,6,25,75.0,71.0,15.0,38.0,15.0,42.0,68.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.6533333333333333,0.6197183098591549,0.6666666666666666,0.5263157894736842,0.2,0.6428571428571429,0.6176470588235294,0.8888888888888888,0.0,0.578125,0.6363636363636364,0.65,0.8,0.7777777777777778,0.6774193548387096,0.6417910447761194,0.8571428571428571,0.5952380952380952,10,62.0,23.0,0.1612903225806451,0.0,18,1.0,61.0,3.388888888888889,0.8999999999999998,79.8,4.433333333333334,8.5,0.9,-3.1,-3.7,0.7,0.0262894062604433,0.517,0.505,0.13,-0.3,-0.3,W (+4),W (+4)
