Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Caleb Martin,Shared Games with Cody Zeller,Shared Games with Dewayne Dedmon,Shared Games with Dru Smith,Shared Games with Duncan Robinson,Shared Games with Gabe Vincent,Shared Games with Haywood Highsmith,Shared Games with Jamal Cain,Shared Games with Jimmy Butler,Shared Games with Kyle Lowry,Shared Games with Max Strus,Shared Games with Nikola Jović,Shared Games with Omer Yurtseven,Shared Games with Orlando Robinson,Shared Games with Tyler Herro,Shared Games with Udonis Haslem,Shared Games with Victor Oladipo,Caleb Martin,Cody Zeller,Dewayne Dedmon,Dru Smith,Duncan Robinson,Gabe Vincent,Haywood Highsmith,Jamal Cain,Jamaree Bouyea,Jimmy Butler,Kyle Lowry,Max Strus,Nikola Jović,Omer Yurtseven,Orlando Robinson,Tyler Herro,Udonis Haslem,Victor Oladipo,co_inf with Caleb Martin,co_inf with Cody Zeller,co_inf with Dewayne Dedmon,co_inf with Dru Smith,co_inf with Duncan Robinson,co_inf with Gabe Vincent,co_inf with Haywood Highsmith,co_inf with Jamal Cain,co_inf with Jamaree Bouyea,co_inf with Jimmy Butler,co_inf with Kyle Lowry,co_inf with Max Strus,co_inf with Nikola Jović,co_inf with Omer Yurtseven,co_inf with Orlando Robinson,co_inf with Tyler Herro,co_inf with Udonis Haslem,co_inf with Victor Oladipo,Shared Games with Kevin Love,Kevin Love,Trent Forrest,co_inf with Kevin Love,co_inf with Trent Forrest,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
28,28,26,2022-12-12,25-147,MIA,@,IND,W (+5),1,35:18,8.0,18.0,.444,0.0,0.0,,6,7.0,.857,2.0,15.0,17.0,3.0,2.0,1.0,4.0,2.0,22.0,18.1,+1,18.0,8.0,0.4444444444444444,65,15,28,4,37,63,49,14,60,51,73,12,8,28,64,6,39,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9154929577464788,1.0,0.7368421052631579,0.2666666666666666,0.8809523809523809,0.9264705882352942,0.9074074074074074,0.7777777777777778,0.0,0.9375,0.9272727272727272,0.9125,0.8,0.8888888888888888,0.9032258064516128,0.9552238805970148,0.8571428571428571,0.9285714285714286,18,62.0,23.0,0.2903225806451613,0.0,18,16.0,34.0,1.8888888888888888,15.699999999999996,37.3,2.072222222222222
29,29,27,2022-12-14,25-149,MIA,@,OKC,W (+2),1,33:06,5.0,13.0,.385,0.0,0.0,,5,6.0,.833,2.0,11.0,13.0,3.0,2.0,0.0,5.0,6.0,15.0,8.9,-14,13.0,5.0,0.3846153846153846,65,15,28,4,37,63,49,14,60,51,73,12,8,28,64,6,39,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9154929577464788,1.0,0.7368421052631579,0.2666666666666666,0.8809523809523809,0.9264705882352942,0.9074074074074074,0.7777777777777778,0.0,0.9375,0.9272727272727272,0.9125,0.8,0.8888888888888888,0.9032258064516128,0.9552238805970148,0.8571428571428571,0.9285714285714286,18,62.0,23.0,0.2903225806451613,0.0,18,9.0,67.0,3.7222222222222223,6.899999999999995,67.8,3.7666666666666666
30,30,,2022-12-15,25-150,MIA,@,HOU,W (+3),Did Not Dress,Did Not Dress,0.0,0.0,Did Not Dress,,,Did Not Dress,Did Not Dress,0.0,Did Not Dress,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Dress,Did Not Dress,,,,65,15,28,4,37,63,49,14,60,51,73,12,8,28,64,6,39,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9154929577464788,1.0,0.7368421052631579,0.2666666666666666,0.8809523809523809,0.9264705882352942,0.9074074074074074,0.7777777777777778,0.0,0.9375,0.9272727272727272,0.9125,0.8,0.8888888888888888,0.9032258064516128,0.9552238805970148,0.8571428571428571,0.9285714285714286,18,62.0,23.0,0.2903225806451613,0.0,18,,73.0,4.055555555555555,0.0,81.4,4.522222222222222
31,31,28,2022-12-17,25-152,MIA,@,SAS,W (+10),1,35:51,11.0,18.0,.611,0.0,0.0,,0,0.0,,4.0,9.0,13.0,3.0,1.0,0.0,4.0,4.0,22.0,16.8,+29,18.0,11.0,0.6111111111111112,65,15,28,4,37,63,49,14,60,51,73,12,8,28,64,6,39,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9154929577464788,1.0,0.7368421052631579,0.2666666666666666,0.8809523809523809,0.9264705882352942,0.9074074074074074,0.7777777777777778,0.0,0.9375,0.9272727272727272,0.9125,0.8,0.8888888888888888,0.9032258064516128,0.9552238805970148,0.8571428571428571,0.9285714285714286,18,62.0,23.0,0.2903225806451613,0.0,18,17.0,63.0,3.5,16.799999999999997,69.99999999999999,3.888888888888888
32,32,29,2022-12-20,25-155,MIA,,CHI,L (-10),1,36:41,12.0,15.0,.800,0.0,0.0,,3,4.0,.750,3.0,9.0,12.0,6.0,0.0,0.0,3.0,1.0,27.0,26.5,-18,15.0,12.0,0.8,65,15,28,4,37,63,49,14,60,51,73,12,8,28,64,6,39,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9154929577464788,1.0,0.7368421052631579,0.2666666666666666,0.8809523809523809,0.9264705882352942,0.9074074074074074,0.7777777777777778,0.0,0.9375,0.9272727272727272,0.9125,0.8,0.8888888888888888,0.9032258064516128,0.9552238805970148,0.8571428571428571,0.9285714285714286,18,62.0,23.0,0.2903225806451613,0.0,18,23.0,47.0,2.611111111111111,25.3,52.3,2.9055555555555554
33,33,30,2022-12-23,25-158,MIA,,IND,L (-3),1,37:44,8.0,19.0,.421,0.0,0.0,,2,2.0,1.000,5.0,2.0,7.0,3.0,0.0,0.0,3.0,2.0,18.0,10.3,+1,19.0,8.0,0.4210526315789473,65,15,28,4,37,63,49,14,60,51,73,12,8,28,64,6,39,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9154929577464788,1.0,0.7368421052631579,0.2666666666666666,0.8809523809523809,0.9264705882352942,0.9074074074074074,0.7777777777777778,0.0,0.9375,0.9272727272727272,0.9125,0.8,0.8888888888888888,0.9032258064516128,0.9552238805970148,0.8571428571428571,0.9285714285714286,18,62.0,23.0,0.2903225806451613,0.0,18,4.0,75.0,4.166666666666667,9.499999999999998,85.4,4.7444444444444445
34,34,,2022-12-26,25-161,MIA,,MIN,W (+3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,65,15,28,4,37,63,49,14,60,51,73,12,8,28,64,6,39,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9154929577464788,1.0,0.7368421052631579,0.2666666666666666,0.8809523809523809,0.9264705882352942,0.9074074074074074,0.7777777777777778,0.0,0.9375,0.9272727272727272,0.9125,0.8,0.8888888888888888,0.9032258064516128,0.9552238805970148,0.8571428571428571,0.9285714285714286,18,62.0,23.0,0.2903225806451613,0.0,18,,62.0,3.4444444444444446,0.0,79.7,4.427777777777778
35,35,31,2022-12-28,25-163,MIA,,LAL,W (+14),1,39:15,10.0,16.0,.625,0.0,0.0,,3,6.0,.500,5.0,9.0,14.0,0.0,1.0,2.0,1.0,4.0,23.0,20.6,+24,16.0,10.0,0.625,65,15,28,4,37,63,49,14,60,51,73,12,8,28,64,6,39,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9154929577464788,1.0,0.7368421052631579,0.2666666666666666,0.8809523809523809,0.9264705882352942,0.9074074074074074,0.7777777777777778,0.0,0.9375,0.9272727272727272,0.9125,0.8,0.8888888888888888,0.9032258064516128,0.9552238805970148,0.8571428571428571,0.9285714285714286,18,62.0,23.0,0.2903225806451613,0.0,18,17.0,71.0,3.9444444444444446,19.4,83.1,4.616666666666666
36,36,32,2022-12-30,25-165,MIA,@,DEN,L (-5),1,30:14,6.0,14.0,.429,0.0,0.0,,10,11.0,.909,4.0,3.0,7.0,2.0,4.0,2.0,4.0,3.0,22.0,19.5,-4,14.0,6.0,0.4285714285714285,65,15,28,4,37,63,49,14,60,51,73,12,8,28,64,6,39,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9154929577464788,1.0,0.7368421052631579,0.2666666666666666,0.8809523809523809,0.9264705882352942,0.9074074074074074,0.7777777777777778,0.0,0.9375,0.9272727272727272,0.9125,0.8,0.8888888888888888,0.9032258064516128,0.9552238805970148,0.8571428571428571,0.9285714285714286,18,62.0,23.0,0.2903225806451613,0.0,18,8.0,58.0,3.2222222222222223,15.499999999999996,70.8,3.933333333333333
37,37,33,2022-12-31,25-166,MIA,@,UTA,W (+3),1,36:05,11.0,17.0,.647,0.0,0.0,,10,13.0,.769,5.0,3.0,8.0,5.0,1.0,0.0,2.0,5.0,32.0,28.2,+6,17.0,11.0,0.6470588235294118,65,15,28,4,37,63,49,14,60,51,73,12,8,28,64,6,39,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9154929577464788,1.0,0.7368421052631579,0.2666666666666666,0.8809523809523809,0.9264705882352942,0.9074074074074074,0.7777777777777778,0.0,0.9375,0.9272727272727272,0.9125,0.8,0.8888888888888888,0.9032258064516128,0.9552238805970148,0.8571428571428571,0.9285714285714286,18,62.0,23.0,0.2903225806451613,0.0,18,14.0,75.0,4.166666666666667,24.2,81.39999999999999,4.522222222222222
38,38,34,2023-01-02,25-168,MIA,@,LAC,W (+10),1,36:53,12.0,19.0,.632,0.0,0.0,,7,8.0,.875,5.0,8.0,13.0,1.0,1.0,1.0,3.0,2.0,31.0,26.6,+11,19.0,12.0,0.631578947368421,65,15,28,4,37,63,49,14,60,51,73,12,8,28,64,6,39,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9154929577464788,1.0,0.7368421052631579,0.2666666666666666,0.8809523809523809,0.9264705882352942,0.9074074074074074,0.7777777777777778,0.0,0.9375,0.9272727272727272,0.9125,0.8,0.8888888888888888,0.9032258064516128,0.9552238805970148,0.8571428571428571,0.9285714285714286,18,62.0,23.0,0.2903225806451613,0.0,18,17.0,67.0,3.7222222222222223,23.800000000000004,61.69999999999999,3.427777777777777
39,39,35,2023-01-04,25-170,MIA,@,LAL,L (-3),1,37:51,13.0,23.0,.565,0.0,0.0,,4,5.0,.800,6.0,7.0,13.0,3.0,2.0,3.0,2.0,2.0,30.0,28.4,+2,23.0,13.0,0.5652173913043478,65,15,28,4,37,63,49,14,60,51,73,12,8,28,64,6,39,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9154929577464788,1.0,0.7368421052631579,0.2666666666666666,0.8809523809523809,0.9264705882352942,0.9074074074074074,0.7777777777777778,0.0,0.9375,0.9272727272727272,0.9125,0.8,0.8888888888888888,0.9032258064516128,0.9552238805970148,0.8571428571428571,0.9285714285714286,18,62.0,23.0,0.2903225806451613,0.0,18,21.0,47.0,2.611111111111111,26.80000000000001,57.69999999999998,3.2055555555555544
40,40,36,2023-01-06,25-172,MIA,@,PHO,W (+8),1,38:15,10.0,15.0,.667,0.0,0.0,,1,4.0,.250,1.0,10.0,11.0,2.0,2.0,1.0,1.0,1.0,21.0,19.7,+17,15.0,10.0,0.6666666666666666,65,15,28,4,37,63,49,14,60,51,73,12,8,28,64,6,39,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9154929577464788,1.0,0.7368421052631579,0.2666666666666666,0.8809523809523809,0.9264705882352942,0.9074074074074074,0.7777777777777778,0.0,0.9375,0.9272727272727272,0.9125,0.8,0.8888888888888888,0.9032258064516128,0.9552238805970148,0.8571428571428571,0.9285714285714286,18,62.0,23.0,0.2903225806451613,0.0,18,17.0,43.0,2.388888888888889,19.300000000000004,61.0,3.388888888888889
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,65,15,28,4,37,63,49,14,60,51,73,12,8,28,64,6,39,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9154929577464788,1.0,0.7368421052631579,0.2666666666666666,0.8809523809523809,0.9264705882352942,0.9074074074074074,0.7777777777777778,0.0,0.9375,0.9272727272727272,0.9125,0.8,0.8888888888888888,0.9032258064516128,0.9552238805970148,0.8571428571428571,0.9285714285714286,18,62.0,23.0,0.2903225806451613,0.0,18,,0.0,0.0,0.0,0.0,0.0
42,41,37,2023-01-08,25-174,MIA,,BRK,L (-1),1,28:15,5.0,15.0,.333,0.0,0.0,,0,3.0,.000,4.0,4.0,8.0,2.0,0.0,1.0,0.0,1.0,10.0,6.0,-25,15.0,5.0,0.3333333333333333,65,15,28,4,37,63,49,14,60,51,73,12,8,28,64,6,39,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9154929577464788,1.0,0.7368421052631579,0.2666666666666666,0.8809523809523809,0.9264705882352942,0.9074074074074074,0.7777777777777778,0.0,0.9375,0.9272727272727272,0.9125,0.8,0.8888888888888888,0.9032258064516128,0.9552238805970148,0.8571428571428571,0.9285714285714286,18,62.0,23.0,0.2903225806451613,0.0,18,3.0,42.0,2.333333333333333,5.999999999999997,58.9,3.272222222222222
43,42,,2023-01-10,25-176,MIA,,OKC,W (+1),Did Not Dress,Did Not Dress,0.0,0.0,Did Not Dress,,,Did Not Dress,Did Not Dress,0.0,Did Not Dress,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Dress,Did Not Dress,,,,65,15,28,4,37,63,49,14,60,51,73,12,8,28,64,6,39,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9154929577464788,1.0,0.7368421052631579,0.2666666666666666,0.8809523809523809,0.9264705882352942,0.9074074074074074,0.7777777777777778,0.0,0.9375,0.9272727272727272,0.9125,0.8,0.8888888888888888,0.9032258064516128,0.9552238805970148,0.8571428571428571,0.9285714285714286,18,62.0,23.0,0.2903225806451613,0.0,18,,39.0,2.1666666666666665,0.0,66.00000000000001,3.6666666666666674
44,43,38,2023-01-12,25-178,MIA,,MIL,W (+6),1,34:09,11.0,19.0,.579,0.0,0.0,,2,2.0,1.000,2.0,10.0,12.0,1.0,2.0,1.0,0.0,2.0,24.0,22.1,+8,19.0,11.0,0.5789473684210527,65,15,28,4,37,63,49,14,60,51,73,12,8,28,64,6,39,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9154929577464788,1.0,0.7368421052631579,0.2666666666666666,0.8809523809523809,0.9264705882352942,0.9074074074074074,0.7777777777777778,0.0,0.9375,0.9272727272727272,0.9125,0.8,0.8888888888888888,0.9032258064516128,0.9552238805970148,0.8571428571428571,0.9285714285714286,18,62.0,23.0,0.2903225806451613,0.0,18,19.0,53.0,2.9444444444444446,21.300000000000004,58.9,3.272222222222222
45,44,39,2023-01-14,25-180,MIA,,MIL,W (+16),1,30:58,9.0,19.0,.474,0.0,0.0,,2,4.0,.500,3.0,10.0,13.0,2.0,0.0,2.0,1.0,3.0,20.0,15.2,+18,19.0,9.0,0.4736842105263157,65,15,28,4,37,63,49,14,60,51,73,12,8,28,64,6,39,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9154929577464788,1.0,0.7368421052631579,0.2666666666666666,0.8809523809523809,0.9264705882352942,0.9074074074074074,0.7777777777777778,0.0,0.9375,0.9272727272727272,0.9125,0.8,0.8888888888888888,0.9032258064516128,0.9552238805970148,0.8571428571428571,0.9285714285714286,18,62.0,23.0,0.2903225806451613,0.0,18,13.0,66.0,3.6666666666666665,14.400000000000002,73.10000000000001,4.061111111111112
46,45,40,2023-01-16,25-182,MIA,@,ATL,L (-8),1,36:10,9.0,19.0,.474,0.0,0.0,,2,2.0,1.000,6.0,7.0,13.0,5.0,3.0,3.0,3.0,3.0,20.0,21.0,+6,19.0,9.0,0.4736842105263157,65,15,28,4,37,63,49,14,60,51,73,12,8,28,64,6,39,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9154929577464788,1.0,0.7368421052631579,0.2666666666666666,0.8809523809523809,0.9264705882352942,0.9074074074074074,0.7777777777777778,0.0,0.9375,0.9272727272727272,0.9125,0.8,0.8888888888888888,0.9032258064516128,0.9552238805970148,0.8571428571428571,0.9285714285714286,18,62.0,23.0,0.2903225806451613,0.0,18,20.0,58.0,3.2222222222222223,20.20000000000001,69.5,3.861111111111111
47,46,41,2023-01-18,25-184,MIA,@,NOP,W (+26),1,30:34,11.0,15.0,.733,0.0,0.0,,4,6.0,.667,3.0,5.0,8.0,1.0,2.0,1.0,2.0,2.0,26.0,23.3,+16,15.0,11.0,0.7333333333333333,65,15,28,4,37,63,49,14,60,51,73,12,8,28,64,6,39,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9154929577464788,1.0,0.7368421052631579,0.2666666666666666,0.8809523809523809,0.9264705882352942,0.9074074074074074,0.7777777777777778,0.0,0.9375,0.9272727272727272,0.9125,0.8,0.8888888888888888,0.9032258064516128,0.9552238805970148,0.8571428571428571,0.9285714285714286,18,62.0,23.0,0.2903225806451613,0.0,18,15.0,73.0,4.055555555555555,21.700000000000006,82.19999999999997,4.5666666666666655
48,47,42,2023-01-20,25-186,MIA,@,DAL,L (-25),1,34:49,7.0,14.0,.500,0.0,0.0,,4,6.0,.667,2.0,9.0,11.0,4.0,0.0,0.0,2.0,2.0,18.0,14.3,-18,14.0,7.0,0.5,65,15,28,4,37,63,49,14,60,51,73,12,8,28,64,6,39,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9154929577464788,1.0,0.7368421052631579,0.2666666666666666,0.8809523809523809,0.9264705882352942,0.9074074074074074,0.7777777777777778,0.0,0.9375,0.9272727272727272,0.9125,0.8,0.8888888888888888,0.9032258064516128,0.9552238805970148,0.8571428571428571,0.9285714285714286,18,62.0,23.0,0.2903225806451613,0.0,18,11.0,33.0,1.8333333333333333,12.699999999999998,46.19999999999999,2.566666666666666
49,48,43,2023-01-22,25-188,MIA,,NOP,W (+4),1,34:35,7.0,12.0,.583,0.0,0.0,,4,4.0,1.000,3.0,6.0,9.0,2.0,2.0,0.0,2.0,1.0,18.0,17.3,-2,12.0,7.0,0.5833333333333334,65,15,28,4,37,63,49,14,60,51,73,12,8,28,64,6,39,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9154929577464788,1.0,0.7368421052631579,0.2666666666666666,0.8809523809523809,0.9264705882352942,0.9074074074074074,0.7777777777777778,0.0,0.9375,0.9272727272727272,0.9125,0.8,0.8888888888888888,0.9032258064516128,0.9552238805970148,0.8571428571428571,0.9285714285714286,18,62.0,23.0,0.2903225806451613,0.0,18,13.0,42.0,2.333333333333333,15.7,56.0,3.111111111111111
50,49,44,2023-01-24,25-190,MIA,,BOS,W (+3),1,37:20,12.0,22.0,.545,0.0,0.0,,6,8.0,.750,4.0,11.0,15.0,1.0,2.0,1.0,3.0,2.0,30.0,24.3,+3,22.0,12.0,0.5454545454545454,65,15,28,4,37,63,49,14,60,51,73,12,8,28,64,6,39,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9154929577464788,1.0,0.7368421052631579,0.2666666666666666,0.8809523809523809,0.9264705882352942,0.9074074074074074,0.7777777777777778,0.0,0.9375,0.9272727272727272,0.9125,0.8,0.8888888888888888,0.9032258064516128,0.9552238805970148,0.8571428571428571,0.9285714285714286,18,62.0,23.0,0.2903225806451613,0.0,18,16.0,33.0,1.8333333333333333,21.9,39.2,2.177777777777778
51,50,45,2023-01-27,25-193,MIA,,ORL,W (+5),1,36:32,7.0,14.0,.500,0.0,0.0,,6,7.0,.857,0.0,6.0,6.0,7.0,1.0,1.0,2.0,5.0,20.0,17.0,+4,14.0,7.0,0.5,65,15,28,4,37,63,49,14,60,51,73,12,8,28,64,6,39,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9154929577464788,1.0,0.7368421052631579,0.2666666666666666,0.8809523809523809,0.9264705882352942,0.9074074074074074,0.7777777777777778,0.0,0.9375,0.9272727272727272,0.9125,0.8,0.8888888888888888,0.9032258064516128,0.9552238805970148,0.8571428571428571,0.9285714285714286,18,62.0,23.0,0.2903225806451613,0.0,18,12.0,50.0,2.7777777777777777,14.599999999999998,66.10000000000001,3.6722222222222225
52,51,46,2023-01-29,25-195,MIA,@,CHO,L (-5),1,35:58,8.0,15.0,.533,0.0,0.0,,1,4.0,.250,2.0,2.0,4.0,6.0,3.0,0.0,2.0,0.0,17.0,15.7,+5,15.0,8.0,0.5333333333333333,65,15,28,4,37,63,49,14,60,51,73,12,8,28,64,6,39,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9154929577464788,1.0,0.7368421052631579,0.2666666666666666,0.8809523809523809,0.9264705882352942,0.9074074074074074,0.7777777777777778,0.0,0.9375,0.9272727272727272,0.9125,0.8,0.8888888888888888,0.9032258064516128,0.9552238805970148,0.8571428571428571,0.9285714285714286,18,62.0,23.0,0.2903225806451613,0.0,18,9.0,57.0,3.1666666666666665,15.299999999999995,70.8,3.933333333333333
53,52,47,2023-01-31,25-197,MIA,@,CLE,W (+3),1,37:13,7.0,13.0,.538,0.0,0.0,,4,6.0,.667,4.0,7.0,11.0,1.0,0.0,0.0,0.0,3.0,18.0,15.3,-6,13.0,7.0,0.5384615384615384,65,15,28,4,37,63,49,14,60,51,73,12,8,28,64,6,39,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9154929577464788,1.0,0.7368421052631579,0.2666666666666666,0.8809523809523809,0.9264705882352942,0.9074074074074074,0.7777777777777778,0.0,0.9375,0.9272727272727272,0.9125,0.8,0.8888888888888888,0.9032258064516128,0.9552238805970148,0.8571428571428571,0.9285714285714286,18,62.0,23.0,0.2903225806451613,0.0,18,11.0,43.0,2.388888888888889,13.700000000000005,52.8,2.933333333333333
54,53,48,2023-02-02,25-199,MIA,@,NYK,L (-2),1,37:37,11.0,16.0,.688,0.0,0.0,,10,11.0,.909,1.0,8.0,9.0,3.0,2.0,1.0,0.0,1.0,32.0,32.3,+5,16.0,11.0,0.6875,65,15,28,4,37,63,49,14,60,51,73,12,8,28,64,6,39,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9154929577464788,1.0,0.7368421052631579,0.2666666666666666,0.8809523809523809,0.9264705882352942,0.9074074074074074,0.7777777777777778,0.0,0.9375,0.9272727272727272,0.9125,0.8,0.8888888888888888,0.9032258064516128,0.9552238805970148,0.8571428571428571,0.9285714285714286,18,62.0,23.0,0.2903225806451613,0.0,18,20.0,39.0,2.1666666666666665,28.30000000000001,48.400000000000006,2.688888888888889
55,54,49,2023-02-04,25-201,MIA,@,MIL,L (-8),1,35:44,7.0,15.0,.467,0.0,0.0,,2,2.0,1.000,4.0,7.0,11.0,8.0,2.0,0.0,1.0,3.0,16.0,18.6,0,15.0,7.0,0.4666666666666667,65,15,28,4,37,63,49,14,60,51,73,12,8,28,64,6,39,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9154929577464788,1.0,0.7368421052631579,0.2666666666666666,0.8809523809523809,0.9264705882352942,0.9074074074074074,0.7777777777777778,0.0,0.9375,0.9272727272727272,0.9125,0.8,0.8888888888888888,0.9032258064516128,0.9552238805970148,0.8571428571428571,0.9285714285714286,18,62.0,23.0,0.2903225806451613,0.0,18,19.0,45.0,2.5,17.800000000000004,65.8,3.6555555555555554
56,55,50,2023-02-08,25-205,MIA,,IND,W (+5),1,36:54,12.0,16.0,.750,0.0,0.0,,14,14.0,1.000,2.0,7.0,9.0,3.0,1.0,0.0,2.0,2.0,38.0,35.4,+2,16.0,12.0,0.75,65,15,28,4,37,63,49,14,60,51,73,12,8,28,64,6,39,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9154929577464788,1.0,0.7368421052631579,0.2666666666666666,0.8809523809523809,0.9264705882352942,0.9074074074074074,0.7777777777777778,0.0,0.9375,0.9272727272727272,0.9125,0.8,0.8888888888888888,0.9032258064516128,0.9552238805970148,0.8571428571428571,0.9285714285714286,18,62.0,23.0,0.2903225806451613,0.0,18,19.0,44.0,2.4444444444444446,29.8,51.79999999999999,2.8777777777777773
57,56,51,2023-02-10,25-207,MIA,,HOU,W (+2),1,33:58,7.0,11.0,.636,0.0,0.0,,6,7.0,.857,1.0,8.0,9.0,3.0,2.0,1.0,3.0,5.0,20.0,17.6,+21,11.0,7.0,0.6363636363636364,65,15,28,4,37,63,49,14,60,51,73,12,8,28,64,6,39,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9154929577464788,1.0,0.7368421052631579,0.2666666666666666,0.8809523809523809,0.9264705882352942,0.9074074074074074,0.7777777777777778,0.0,0.9375,0.9272727272727272,0.9125,0.8,0.8888888888888888,0.9032258064516128,0.9552238805970148,0.8571428571428571,0.9285714285714286,18,62.0,23.0,0.2903225806451613,0.0,18,14.0,45.0,2.5,15.2,53.50000000000001,2.9722222222222228
