Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Wiggins,Shared Games with Aleksej Pokusevski,Shared Games with Darius Bazley,Shared Games with Eugene Omoruyi,Shared Games with Isaiah Joe,Shared Games with Jalen Williams,Shared Games with Jaylin Williams,Shared Games with Josh Giddey,Shared Games with Kenrich Williams,Shared Games with Lindy Waters III,Shared Games with Luguentz Dort,Shared Games with Mike Muscala,Shared Games with Ousmane Dieng,Shared Games with Shai Gilgeous-Alexander,Shared Games with Tre Mann,Aaron Wiggins,Aleksej Pokusevski,Chet Holmgren,Darius Bazley,Eugene Omoruyi,Isaiah Joe,Jalen Williams,Jared Butler,Jaylin Williams,Josh Giddey,Kenrich Williams,Lindy Waters III,Luguentz Dort,Mike Muscala,Ousmane Dieng,Shai Gilgeous-Alexander,Tre Mann,co_inf with Aaron Wiggins,co_inf with Aleksej Pokusevski,co_inf with Chet Holmgren,co_inf with Darius Bazley,co_inf with Eugene Omoruyi,co_inf with Isaiah Joe,co_inf with Jalen Williams,co_inf with Jared Butler,co_inf with Jaylin Williams,co_inf with Josh Giddey,co_inf with Kenrich Williams,co_inf with Lindy Waters III,co_inf with Luguentz Dort,co_inf with Mike Muscala,co_inf with Ousmane Dieng,co_inf with Shai Gilgeous-Alexander,co_inf with Tre Mann,Shared Games with Dario Šarić,Shared Games with Olivier Sarr,Danilo Gallinari,Dario Šarić,Olivier Sarr,co_inf with Danilo Gallinari,co_inf with Dario Šarić,co_inf with Olivier Sarr,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
26.0,25.0,2022-12-10,22-037,OKC,CLE,1,16.566666666666666,2.0,5.0,.400,0.0,1.0,.000,0,0.0,,1.0,2.0,3.0,2.0,0.0,1.0,1.0,2.0,4.0,2.9,-13,4.0,2.0,0.5,34,25,20,10,35,37,22,39,26,17,41,17,24,33,38,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.4857142857142857,0.7352941176470589,,0.4651162790697674,0.25,0.4794520547945205,0.4933333333333333,0.0,0.4489795918367347,0.5131578947368421,0.490566037735849,0.4146341463414634,0.5540540540540541,0.2698412698412698,0.6153846153846154,0.4852941176470588,0.5671641791044776,10,2,,57.0,9.0,,0.175438596491228,0.2222222222222222,17,4.0,60.0,3.5294117647058822,2.8999999999999995,71.39999999999998,4.199999999999998,13.0,1.9,-1.5,-0.8,-0.7,0.0303124675594311,0.548,0.448,0.169,0.1,1.1,L (-21),L (-21)
27.0,26.0,2022-12-12,22-039,OKC,DAL,0,14.266666666666667,2.0,3.0,.667,0.0,1.0,.000,2,2.0,1.000,2.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,6.0,6.0,-8,2.0,2.0,1.0,34,25,20,10,35,37,22,39,26,17,41,17,24,33,38,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.4857142857142857,0.7352941176470589,,0.4651162790697674,0.25,0.4794520547945205,0.4933333333333333,0.0,0.4489795918367347,0.5131578947368421,0.490566037735849,0.4146341463414634,0.5540540540540541,0.2698412698412698,0.6153846153846154,0.4852941176470588,0.5671641791044776,10,2,,57.0,9.0,,0.175438596491228,0.2222222222222222,17,4.0,52.0,3.0588235294117645,5.199999999999999,67.3,3.958823529411765,13.0,1.9,-1.5,-0.8,-0.7,0.0303124675594311,0.548,0.448,0.169,0.1,1.1,L (-8),L (-8)
28.0,,2022-12-14,22-041,OKC,MIA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,34,25,20,10,35,37,22,39,26,17,41,17,24,33,38,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.4857142857142857,0.7352941176470589,,0.4651162790697674,0.25,0.4794520547945205,0.4933333333333333,0.0,0.4489795918367347,0.5131578947368421,0.490566037735849,0.4146341463414634,0.5540540540540541,0.2698412698412698,0.6153846153846154,0.4852941176470588,0.5671641791044776,10,2,,57.0,9.0,,0.175438596491228,0.2222222222222222,17,,60.0,3.5294117647058822,0.0,70.4,4.141176470588236,13.0,1.9,-1.5,-0.8,-0.7,0.0303124675594311,0.548,0.448,0.169,0.1,1.1,L (-7),L (-7)
29.0,,2022-12-16,22-043,OKC,MIN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,34,25,20,10,35,37,22,39,26,17,41,17,24,33,38,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.4857142857142857,0.7352941176470589,,0.4651162790697674,0.25,0.4794520547945205,0.4933333333333333,0.0,0.4489795918367347,0.5131578947368421,0.490566037735849,0.4146341463414634,0.5540540540540541,0.2698412698412698,0.6153846153846154,0.4852941176470588,0.5671641791044776,10,2,,57.0,9.0,,0.175438596491228,0.2222222222222222,17,,47.0,2.764705882352941,0.0,55.69999999999998,3.276470588235293,13.0,1.9,-1.5,-0.8,-0.7,0.0303124675594311,0.548,0.448,0.169,0.1,1.1,L (-2),L (-2)
30.0,,2022-12-17,22-044,OKC,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,34,25,20,10,35,37,22,39,26,17,41,17,24,33,38,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.4857142857142857,0.7352941176470589,,0.4651162790697674,0.25,0.4794520547945205,0.4933333333333333,0.0,0.4489795918367347,0.5131578947368421,0.490566037735849,0.4146341463414634,0.5540540540540541,0.2698412698412698,0.6153846153846154,0.4852941176470588,0.5671641791044776,10,2,,57.0,9.0,,0.175438596491228,0.2222222222222222,17,,69.0,4.0588235294117645,0.0,75.80000000000001,4.458823529411766,13.0,1.9,-1.5,-0.8,-0.7,0.0303124675594311,0.548,0.448,0.169,0.1,1.1,L (-2),L (-2)
31.0,,2022-12-19,22-046,OKC,POR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,34,25,20,10,35,37,22,39,26,17,41,17,24,33,38,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.4857142857142857,0.7352941176470589,,0.4651162790697674,0.25,0.4794520547945205,0.4933333333333333,0.0,0.4489795918367347,0.5131578947368421,0.490566037735849,0.4146341463414634,0.5540540540540541,0.2698412698412698,0.6153846153846154,0.4852941176470588,0.5671641791044776,10,2,,57.0,9.0,,0.175438596491228,0.2222222222222222,17,,44.0,2.588235294117647,0.0,71.7,4.2176470588235295,13.0,1.9,-1.5,-0.8,-0.7,0.0303124675594311,0.548,0.448,0.169,0.1,1.1,W (+6),W (+6)
32.0,,2022-12-21,22-048,OKC,POR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,34,25,20,10,35,37,22,39,26,17,41,17,24,33,38,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.4857142857142857,0.7352941176470589,,0.4651162790697674,0.25,0.4794520547945205,0.4933333333333333,0.0,0.4489795918367347,0.5131578947368421,0.490566037735849,0.4146341463414634,0.5540540540540541,0.2698412698412698,0.6153846153846154,0.4852941176470588,0.5671641791044776,10,2,,57.0,9.0,,0.175438596491228,0.2222222222222222,17,,52.0,3.0588235294117645,0.0,67.4,3.964705882352941,13.0,1.9,-1.5,-0.8,-0.7,0.0303124675594311,0.548,0.448,0.169,0.1,1.1,W (+2),W (+2)
33.0,,2022-12-23,22-050,OKC,NOP,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,34,25,20,10,35,37,22,39,26,17,41,17,24,33,38,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.4857142857142857,0.7352941176470589,,0.4651162790697674,0.25,0.4794520547945205,0.4933333333333333,0.0,0.4489795918367347,0.5131578947368421,0.490566037735849,0.4146341463414634,0.5540540540540541,0.2698412698412698,0.6153846153846154,0.4852941176470588,0.5671641791044776,10,2,,57.0,9.0,,0.175438596491228,0.2222222222222222,17,,64.0,3.764705882352941,0.0,79.20000000000002,4.658823529411766,13.0,1.9,-1.5,-0.8,-0.7,0.0303124675594311,0.548,0.448,0.169,0.1,1.1,W (+3),W (+3)
34.0,,2022-12-27,22-054,OKC,SAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,34,25,20,10,35,37,22,39,26,17,41,17,24,33,38,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.4857142857142857,0.7352941176470589,,0.4651162790697674,0.25,0.4794520547945205,0.4933333333333333,0.0,0.4489795918367347,0.5131578947368421,0.490566037735849,0.4146341463414634,0.5540540540540541,0.2698412698412698,0.6153846153846154,0.4852941176470588,0.5671641791044776,10,2,,57.0,9.0,,0.175438596491228,0.2222222222222222,17,,78.0,4.588235294117647,0.0,89.6,5.270588235294118,13.0,1.9,-1.5,-0.8,-0.7,0.0303124675594311,0.548,0.448,0.169,0.1,1.1,L (-3),L (-3)
35.0,,2022-12-29,22-056,OKC,CHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,34,25,20,10,35,37,22,39,26,17,41,17,24,33,38,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.4857142857142857,0.7352941176470589,,0.4651162790697674,0.25,0.4794520547945205,0.4933333333333333,0.0,0.4489795918367347,0.5131578947368421,0.490566037735849,0.4146341463414634,0.5540540540540541,0.2698412698412698,0.6153846153846154,0.4852941176470588,0.5671641791044776,10,2,,57.0,9.0,,0.175438596491228,0.2222222222222222,17,,50.0,2.9411764705882355,0.0,69.99999999999999,4.117647058823529,13.0,1.9,-1.5,-0.8,-0.7,0.0303124675594311,0.548,0.448,0.169,0.1,1.1,W (+16),W (+16)
36.0,,2022-12-31,22-058,OKC,PHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,34,25,20,10,35,37,22,39,26,17,41,17,24,33,38,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.4857142857142857,0.7352941176470589,,0.4651162790697674,0.25,0.4794520547945205,0.4933333333333333,0.0,0.4489795918367347,0.5131578947368421,0.490566037735849,0.4146341463414634,0.5540540540540541,0.2698412698412698,0.6153846153846154,0.4852941176470588,0.5671641791044776,10,2,,57.0,9.0,,0.175438596491228,0.2222222222222222,17,,48.0,2.823529411764706,0.0,56.89999999999999,3.3470588235294114,13.0,1.9,-1.5,-0.8,-0.7,0.0303124675594311,0.548,0.448,0.169,0.1,1.1,L (-8),L (-8)
37.0,,2023-01-03,22-061,OKC,BOS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,34,25,20,10,35,37,22,39,26,17,41,17,24,33,38,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.4857142857142857,0.7352941176470589,,0.4651162790697674,0.25,0.4794520547945205,0.4933333333333333,0.0,0.4489795918367347,0.5131578947368421,0.490566037735849,0.4146341463414634,0.5540540540540541,0.2698412698412698,0.6153846153846154,0.4852941176470588,0.5671641791044776,10,2,,57.0,9.0,,0.175438596491228,0.2222222222222222,17,,112.0,6.588235294117647,0.0,134.6,7.917647058823529,13.0,1.9,-1.5,-0.8,-0.7,0.0303124675594311,0.548,0.448,0.169,0.1,1.1,L (-19),L (-19)
38.0,,2023-01-04,22-062,OKC,ORL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,34,25,20,10,35,37,22,39,26,17,41,17,24,33,38,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.4857142857142857,0.7352941176470589,,0.4651162790697674,0.25,0.4794520547945205,0.4933333333333333,0.0,0.4489795918367347,0.5131578947368421,0.490566037735849,0.4146341463414634,0.5540540540540541,0.2698412698412698,0.6153846153846154,0.4852941176470588,0.5671641791044776,10,2,,57.0,9.0,,0.175438596491228,0.2222222222222222,17,,45.0,2.647058823529412,0.0,66.70000000000002,3.923529411764707,13.0,1.9,-1.5,-0.8,-0.7,0.0303124675594311,0.548,0.448,0.169,0.1,1.1,W (+33),W (+33)
39.0,,2023-01-06,22-064,OKC,WAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,34,25,20,10,35,37,22,39,26,17,41,17,24,33,38,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.4857142857142857,0.7352941176470589,,0.4651162790697674,0.25,0.4794520547945205,0.4933333333333333,0.0,0.4489795918367347,0.5131578947368421,0.490566037735849,0.4146341463414634,0.5540540540540541,0.2698412698412698,0.6153846153846154,0.4852941176470588,0.5671641791044776,10,2,,57.0,9.0,,0.175438596491228,0.2222222222222222,17,,89.0,5.235294117647059,0.0,99.29999999999995,5.841176470588232,13.0,1.9,-1.5,-0.8,-0.7,0.0303124675594311,0.548,0.448,0.169,0.1,1.1,L (-11),L (-11)
40.0,,2023-01-08,22-066,OKC,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,34,25,20,10,35,37,22,39,26,17,41,17,24,33,38,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.4857142857142857,0.7352941176470589,,0.4651162790697674,0.25,0.4794520547945205,0.4933333333333333,0.0,0.4489795918367347,0.5131578947368421,0.490566037735849,0.4146341463414634,0.5540540540540541,0.2698412698412698,0.6153846153846154,0.4852941176470588,0.5671641791044776,10,2,,57.0,9.0,,0.175438596491228,0.2222222222222222,17,,78.0,4.588235294117647,0.0,87.6,5.152941176470588,13.0,1.9,-1.5,-0.8,-0.7,0.0303124675594311,0.548,0.448,0.169,0.1,1.1,W (+17),W (+17)
41.0,,2023-01-10,22-068,OKC,MIA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,34,25,20,10,35,37,22,39,26,17,41,17,24,33,38,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.4857142857142857,0.7352941176470589,,0.4651162790697674,0.25,0.4794520547945205,0.4933333333333333,0.0,0.4489795918367347,0.5131578947368421,0.490566037735849,0.4146341463414634,0.5540540540540541,0.2698412698412698,0.6153846153846154,0.4852941176470588,0.5671641791044776,10,2,,57.0,9.0,,0.175438596491228,0.2222222222222222,17,,58.0,3.411764705882353,0.0,69.6,4.094117647058823,13.0,1.9,-1.5,-0.8,-0.7,0.0303124675594311,0.548,0.448,0.169,0.1,1.1,W (+11),W (+11)
42.0,,2023-01-12,22-070,OKC,PHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,34,25,20,10,35,37,22,39,26,17,41,17,24,33,38,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.4857142857142857,0.7352941176470589,,0.4651162790697674,0.25,0.4794520547945205,0.4933333333333333,0.0,0.4489795918367347,0.5131578947368421,0.490566037735849,0.4146341463414634,0.5540540540540541,0.2698412698412698,0.6153846153846154,0.4852941176470588,0.5671641791044776,10,2,,57.0,9.0,,0.175438596491228,0.2222222222222222,17,,107.0,6.294117647058823,0.0,124.0,7.294117647058823,13.0,1.9,-1.5,-0.8,-0.7,0.0303124675594311,0.548,0.448,0.169,0.1,1.1,,
43.0,,2023-01-13,22-071,OKC,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,34,25,20,10,35,37,22,39,26,17,41,17,24,33,38,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.4857142857142857,0.7352941176470589,,0.4651162790697674,0.25,0.4794520547945205,0.4933333333333333,0.0,0.4489795918367347,0.5131578947368421,0.490566037735849,0.4146341463414634,0.5540540540540541,0.2698412698412698,0.6153846153846154,0.4852941176470588,0.5671641791044776,10,2,,57.0,9.0,,0.175438596491228,0.2222222222222222,17,,86.0,5.0588235294117645,0.0,97.09999999999998,5.711764705882352,13.0,1.9,-1.5,-0.8,-0.7,0.0303124675594311,0.548,0.448,0.169,0.1,1.1,L (-1),L (-1)
44.0,,2023-01-15,22-073,OKC,BRK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,34,25,20,10,35,37,22,39,26,17,41,17,24,33,38,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.4857142857142857,0.7352941176470589,,0.4651162790697674,0.25,0.4794520547945205,0.4933333333333333,0.0,0.4489795918367347,0.5131578947368421,0.490566037735849,0.4146341463414634,0.5540540540540541,0.2698412698412698,0.6153846153846154,0.4852941176470588,0.5671641791044776,10,2,,57.0,9.0,,0.175438596491228,0.2222222222222222,17,,66.0,3.882352941176471,0.0,81.79999999999998,4.811764705882352,13.0,1.9,-1.5,-0.8,-0.7,0.0303124675594311,0.548,0.448,0.169,0.1,1.1,W (+19),W (+19)
45.0,,2023-01-18,22-076,OKC,IND,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,34,25,20,10,35,37,22,39,26,17,41,17,24,33,38,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.4857142857142857,0.7352941176470589,,0.4651162790697674,0.25,0.4794520547945205,0.4933333333333333,0.0,0.4489795918367347,0.5131578947368421,0.490566037735849,0.4146341463414634,0.5540540540540541,0.2698412698412698,0.6153846153846154,0.4852941176470588,0.5671641791044776,10,2,,57.0,9.0,,0.175438596491228,0.2222222222222222,17,,112.0,6.588235294117647,0.0,119.8,7.047058823529412,13.0,1.9,-1.5,-0.8,-0.7,0.0303124675594311,0.548,0.448,0.169,0.1,1.1,W (+14),W (+14)
46.0,,2023-01-20,22-078,OKC,SAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,34,25,20,10,35,37,22,39,26,17,41,17,24,33,38,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.4857142857142857,0.7352941176470589,,0.4651162790697674,0.25,0.4794520547945205,0.4933333333333333,0.0,0.4489795918367347,0.5131578947368421,0.490566037735849,0.4146341463414634,0.5540540540540541,0.2698412698412698,0.6153846153846154,0.4852941176470588,0.5671641791044776,10,2,,57.0,9.0,,0.175438596491228,0.2222222222222222,17,,67.0,3.941176470588236,0.0,83.30000000000001,4.9,13.0,1.9,-1.5,-0.8,-0.7,0.0303124675594311,0.548,0.448,0.169,0.1,1.1,W (+10),W (+10)
47.0,,2023-01-22,22-080,OKC,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,34,25,20,10,35,37,22,39,26,17,41,17,24,33,38,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.4857142857142857,0.7352941176470589,,0.4651162790697674,0.25,0.4794520547945205,0.4933333333333333,0.0,0.4489795918367347,0.5131578947368421,0.490566037735849,0.4146341463414634,0.5540540540540541,0.2698412698412698,0.6153846153846154,0.4852941176470588,0.5671641791044776,10,2,,57.0,9.0,,0.175438596491228,0.2222222222222222,17,,60.0,3.5294117647058822,0.0,67.4,3.964705882352941,13.0,1.9,-1.5,-0.8,-0.7,0.0303124675594311,0.548,0.448,0.169,0.1,1.1,W (+20),W (+20)
48.0,,2023-01-25,22-083,OKC,ATL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,34,25,20,10,35,37,22,39,26,17,41,17,24,33,38,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.4857142857142857,0.7352941176470589,,0.4651162790697674,0.25,0.4794520547945205,0.4933333333333333,0.0,0.4489795918367347,0.5131578947368421,0.490566037735849,0.4146341463414634,0.5540540540540541,0.2698412698412698,0.6153846153846154,0.4852941176470588,0.5671641791044776,10,2,,57.0,9.0,,0.175438596491228,0.2222222222222222,17,,97.0,5.705882352941177,0.0,113.2,6.658823529411765,13.0,1.9,-1.5,-0.8,-0.7,0.0303124675594311,0.548,0.448,0.169,0.1,1.1,L (-5),L (-5)
49.0,,2023-01-27,22-085,OKC,CLE,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,34,25,20,10,35,37,22,39,26,17,41,17,24,33,38,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.4857142857142857,0.7352941176470589,,0.4651162790697674,0.25,0.4794520547945205,0.4933333333333333,0.0,0.4489795918367347,0.5131578947368421,0.490566037735849,0.4146341463414634,0.5540540540540541,0.2698412698412698,0.6153846153846154,0.4852941176470588,0.5671641791044776,10,2,,57.0,9.0,,0.175438596491228,0.2222222222222222,17,,74.0,4.352941176470588,0.0,87.19999999999999,5.129411764705882,13.0,1.9,-1.5,-0.8,-0.7,0.0303124675594311,0.548,0.448,0.169,0.1,1.1,W (+2),W (+2)
50.0,,2023-01-30,22-088,OKC,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,34,25,20,10,35,37,22,39,26,17,41,17,24,33,38,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.4857142857142857,0.7352941176470589,,0.4651162790697674,0.25,0.4794520547945205,0.4933333333333333,0.0,0.4489795918367347,0.5131578947368421,0.490566037735849,0.4146341463414634,0.5540540540540541,0.2698412698412698,0.6153846153846154,0.4852941176470588,0.5671641791044776,10,2,,57.0,9.0,,0.175438596491228,0.2222222222222222,17,,59.0,3.4705882352941178,0.0,75.89999999999999,4.46470588235294,13.0,1.9,-1.5,-0.8,-0.7,0.0303124675594311,0.548,0.448,0.169,0.1,1.1,L (-5),L (-5)
51.0,,2023-02-01,22-090,OKC,HOU,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,34,25,20,10,35,37,22,39,26,17,41,17,24,33,38,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.4857142857142857,0.7352941176470589,,0.4651162790697674,0.25,0.4794520547945205,0.4933333333333333,0.0,0.4489795918367347,0.5131578947368421,0.490566037735849,0.4146341463414634,0.5540540540540541,0.2698412698412698,0.6153846153846154,0.4852941176470588,0.5671641791044776,10,2,,57.0,9.0,,0.175438596491228,0.2222222222222222,17,,61.0,3.588235294117647,0.0,70.19999999999999,4.129411764705882,13.0,1.9,-1.5,-0.8,-0.7,0.0303124675594311,0.548,0.448,0.169,0.1,1.1,W (+12),W (+12)
52.0,,2023-02-04,22-093,OKC,HOU,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,34,25,20,10,35,37,22,39,26,17,41,17,24,33,38,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.4857142857142857,0.7352941176470589,,0.4651162790697674,0.25,0.4794520547945205,0.4933333333333333,0.0,0.4489795918367347,0.5131578947368421,0.490566037735849,0.4146341463414634,0.5540540540540541,0.2698412698412698,0.6153846153846154,0.4852941176470588,0.5671641791044776,10,2,,57.0,9.0,,0.175438596491228,0.2222222222222222,17,,104.0,6.117647058823529,0.0,123.8,7.2823529411764705,13.0,1.9,-1.5,-0.8,-0.7,0.0303124675594311,0.548,0.448,0.169,0.1,1.1,L (-8),L (-8)
53.0,,2023-02-06,22-095,OKC,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,34,25,20,10,35,37,22,39,26,17,41,17,24,33,38,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.4857142857142857,0.7352941176470589,,0.4651162790697674,0.25,0.4794520547945205,0.4933333333333333,0.0,0.4489795918367347,0.5131578947368421,0.490566037735849,0.4146341463414634,0.5540540540540541,0.2698412698412698,0.6153846153846154,0.4852941176470588,0.5671641791044776,10,2,,57.0,9.0,,0.175438596491228,0.2222222222222222,17,,62.0,3.647058823529412,0.0,88.3,5.194117647058824,13.0,1.9,-1.5,-0.8,-0.7,0.0303124675594311,0.548,0.448,0.169,0.1,1.1,L (-6),L (-6)
54.0,,2023-02-07,22-096,OKC,LAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,34,25,20,10,35,37,22,39,26,17,41,17,24,33,38,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.4857142857142857,0.7352941176470589,,0.4651162790697674,0.25,0.4794520547945205,0.4933333333333333,0.0,0.4489795918367347,0.5131578947368421,0.490566037735849,0.4146341463414634,0.5540540540540541,0.2698412698412698,0.6153846153846154,0.4852941176470588,0.5671641791044776,10,2,,57.0,9.0,,0.175438596491228,0.2222222222222222,17,,93.0,5.470588235294118,0.0,106.60000000000002,6.270588235294119,13.0,1.9,-1.5,-0.8,-0.7,0.0303124675594311,0.548,0.448,0.169,0.1,1.1,W (+32),W (+32)
