Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Wiggins,Shared Games with Aleksej Pokusevski,Shared Games with Darius Bazley,Shared Games with Eugene Omoruyi,Shared Games with Isaiah Joe,Shared Games with Jalen Williams,Shared Games with Jaylin Williams,Shared Games with Jeremiah Robinson-Earl,Shared Games with Kenrich Williams,Shared Games with Lindy Waters III,Shared Games with Luguentz Dort,Shared Games with Mike Muscala,Shared Games with Ousmane Dieng,Shared Games with Shai Gilgeous-Alexander,Shared Games with Tre Mann,Aaron Wiggins,Aleksej Pokusevski,Chet Holmgren,Darius Bazley,Eugene Omoruyi,Isaiah Joe,Jalen Williams,Jared Butler,Jaylin Williams,Jeremiah Robinson-Earl,Kenrich Williams,Lindy Waters III,Luguentz Dort,Mike Muscala,Ousmane Dieng,Shai Gilgeous-Alexander,Tre Mann,co_inf with Aaron Wiggins,co_inf with Aleksej Pokusevski,co_inf with Chet Holmgren,co_inf with Darius Bazley,co_inf with Eugene Omoruyi,co_inf with Isaiah Joe,co_inf with Jalen Williams,co_inf with Jared Butler,co_inf with Jaylin Williams,co_inf with Jeremiah Robinson-Earl,co_inf with Kenrich Williams,co_inf with Lindy Waters III,co_inf with Luguentz Dort,co_inf with Mike Muscala,co_inf with Ousmane Dieng,co_inf with Shai Gilgeous-Alexander,co_inf with Tre Mann,Shared Games with Dario Šarić,Shared Games with Olivier Sarr,Danilo Gallinari,Dario Šarić,Olivier Sarr,co_inf with Danilo Gallinari,co_inf with Dario Šarić,co_inf with Olivier Sarr,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
26.0,23.0,2022-12-10,20-061,OKC,CLE,1.0,38.35,7.0,16.0,0.438,1.0,4.0,0.25,2.0,2.0,1.0,1.0,12.0,13.0,6.0,1.0,1.0,2.0,2.0,17.0,16.0,-6.0,12.0,6.0,0.5,64,29,33,20,68,72,48,39,48,38,69,38,36,64,62,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9142857142857144,0.8529411764705882,,0.7674418604651163,0.5,0.9315068493150684,0.96,0.0,0.979591836734694,0.9069767441860463,0.9056603773584906,0.926829268292683,0.9324324324324323,0.6031746031746031,0.9230769230769232,0.9411764705882352,0.9253731343283582,17,8,,57.0,9.0,,0.2982456140350877,0.8888888888888888,17,18.0,46.0,2.7058823529411766,15.2,59.1,3.476470588235294,17.1,4.0,1.2,1.5,-0.3,0.1308003737153534,0.533,0.209,0.13,1.9,1.3,L (-21),L (-21)
27.0,24.0,2022-12-12,20-063,OKC,DAL,1.0,30.95,6.0,13.0,0.462,2.0,2.0,1.0,0.0,0.0,,2.0,3.0,5.0,4.0,1.0,0.0,4.0,1.0,14.0,9.0,-18.0,11.0,4.0,0.3636363636363636,64,29,33,20,68,72,48,39,48,38,69,38,36,64,62,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9142857142857144,0.8529411764705882,,0.7674418604651163,0.5,0.9315068493150684,0.96,0.0,0.979591836734694,0.9069767441860463,0.9056603773584906,0.926829268292683,0.9324324324324323,0.6031746031746031,0.9230769230769232,0.9411764705882352,0.9253731343283582,17,8,,57.0,9.0,,0.2982456140350877,0.8888888888888888,17,7.0,49.0,2.8823529411764706,8.999999999999996,63.49999999999999,3.7352941176470575,17.1,4.0,1.2,1.5,-0.3,0.1308003737153534,0.533,0.209,0.13,1.9,1.3,L (-8),L (-8)
28.0,25.0,2022-12-14,20-065,OKC,MIA,1.0,36.43333333333333,9.0,15.0,0.6,1.0,3.0,0.333,0.0,0.0,,2.0,9.0,11.0,7.0,0.0,0.0,3.0,0.0,19.0,18.1,15.0,12.0,8.0,0.6666666666666666,64,29,33,20,68,72,48,39,48,38,69,38,36,64,62,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9142857142857144,0.8529411764705882,,0.7674418604651163,0.5,0.9315068493150684,0.96,0.0,0.979591836734694,0.9069767441860463,0.9056603773584906,0.926829268292683,0.9324324324324323,0.6031746031746031,0.9230769230769232,0.9411764705882352,0.9253731343283582,17,8,,57.0,9.0,,0.2982456140350877,0.8888888888888888,17,19.0,41.0,2.411764705882353,18.1,52.3,3.076470588235294,17.1,4.0,1.2,1.5,-0.3,0.1308003737153534,0.533,0.209,0.13,1.9,1.3,L (-7),L (-7)
29.0,26.0,2022-12-16,20-067,OKC,MIN,1.0,29.7,5.0,10.0,0.5,1.0,4.0,0.25,0.0,0.0,,1.0,12.0,13.0,6.0,0.0,0.0,4.0,1.0,11.0,10.1,-4.0,6.0,4.0,0.6666666666666666,64,29,33,20,68,72,48,39,48,38,69,38,36,64,62,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9142857142857144,0.8529411764705882,,0.7674418604651163,0.5,0.9315068493150684,0.96,0.0,0.979591836734694,0.9069767441860463,0.9056603773584906,0.926829268292683,0.9324324324324323,0.6031746031746031,0.9230769230769232,0.9411764705882352,0.9253731343283582,17,8,,57.0,9.0,,0.2982456140350877,0.8888888888888888,17,16.0,31.0,1.8235294117647056,10.099999999999996,45.59999999999999,2.68235294117647,17.1,4.0,1.2,1.5,-0.3,0.1308003737153534,0.533,0.209,0.13,1.9,1.3,L (-2),L (-2)
30.0,,2022-12-17,20-068,OKC,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,64,29,33,20,68,72,48,39,48,38,69,38,36,64,62,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9142857142857144,0.8529411764705882,,0.7674418604651163,0.5,0.9315068493150684,0.96,0.0,0.979591836734694,0.9069767441860463,0.9056603773584906,0.926829268292683,0.9324324324324323,0.6031746031746031,0.9230769230769232,0.9411764705882352,0.9253731343283582,17,8,,57.0,9.0,,0.2982456140350877,0.8888888888888888,17,,69.0,4.0588235294117645,0.0,75.80000000000001,4.458823529411766,17.1,4.0,1.2,1.5,-0.3,0.1308003737153534,0.533,0.209,0.13,1.9,1.3,L (-2),L (-2)
31.0,,2022-12-19,20-070,OKC,POR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,64,29,33,20,68,72,48,39,48,38,69,38,36,64,62,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9142857142857144,0.8529411764705882,,0.7674418604651163,0.5,0.9315068493150684,0.96,0.0,0.979591836734694,0.9069767441860463,0.9056603773584906,0.926829268292683,0.9324324324324323,0.6031746031746031,0.9230769230769232,0.9411764705882352,0.9253731343283582,17,8,,57.0,9.0,,0.2982456140350877,0.8888888888888888,17,,44.0,2.588235294117647,0.0,71.7,4.2176470588235295,17.1,4.0,1.2,1.5,-0.3,0.1308003737153534,0.533,0.209,0.13,1.9,1.3,W (+6),W (+6)
32.0,27.0,2022-12-21,20-072,OKC,POR,1.0,30.916666666666668,6.0,8.0,0.75,0.0,0.0,,1.0,2.0,0.5,2.0,4.0,6.0,6.0,1.0,0.0,3.0,0.0,13.0,14.2,3.0,8.0,6.0,0.75,64,29,33,20,68,72,48,39,48,38,69,38,36,64,62,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9142857142857144,0.8529411764705882,,0.7674418604651163,0.5,0.9315068493150684,0.96,0.0,0.979591836734694,0.9069767441860463,0.9056603773584906,0.926829268292683,0.9324324324324323,0.6031746031746031,0.9230769230769232,0.9411764705882352,0.9253731343283582,17,8,,57.0,9.0,,0.2982456140350877,0.8888888888888888,17,13.0,39.0,2.294117647058824,13.8,53.6,3.152941176470588,17.1,4.0,1.2,1.5,-0.3,0.1308003737153534,0.533,0.209,0.13,1.9,1.3,W (+2),W (+2)
33.0,28.0,2022-12-23,20-074,OKC,NOP,1.0,34.05,9.0,15.0,0.6,2.0,3.0,0.667,0.0,0.0,,4.0,6.0,10.0,6.0,1.0,1.0,5.0,5.0,20.0,16.6,10.0,12.0,7.0,0.5833333333333334,64,29,33,20,68,72,48,39,48,38,69,38,36,64,62,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9142857142857144,0.8529411764705882,,0.7674418604651163,0.5,0.9315068493150684,0.96,0.0,0.979591836734694,0.9069767441860463,0.9056603773584906,0.926829268292683,0.9324324324324323,0.6031746031746031,0.9230769230769232,0.9411764705882352,0.9253731343283582,17,8,,57.0,9.0,,0.2982456140350877,0.8888888888888888,17,18.0,46.0,2.7058823529411766,16.60000000000001,62.60000000000001,3.6823529411764713,17.1,4.0,1.2,1.5,-0.3,0.1308003737153534,0.533,0.209,0.13,1.9,1.3,W (+3),W (+3)
34.0,29.0,2022-12-27,20-078,OKC,SAS,1.0,23.05,3.0,11.0,0.273,1.0,1.0,1.0,0.0,0.0,,2.0,5.0,7.0,8.0,1.0,1.0,2.0,0.0,7.0,8.7,8.0,10.0,2.0,0.2,64,29,33,20,68,72,48,39,48,38,69,38,36,64,62,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9142857142857144,0.8529411764705882,,0.7674418604651163,0.5,0.9315068493150684,0.96,0.0,0.979591836734694,0.9069767441860463,0.9056603773584906,0.926829268292683,0.9324324324324323,0.6031746031746031,0.9230769230769232,0.9411764705882352,0.9253731343283582,17,8,,57.0,9.0,,0.2982456140350877,0.8888888888888888,17,11.0,67.0,3.941176470588236,8.7,80.89999999999999,4.758823529411764,17.1,4.0,1.2,1.5,-0.3,0.1308003737153534,0.533,0.209,0.13,1.9,1.3,L (-3),L (-3)
35.0,30.0,2022-12-29,20-080,OKC,CHO,1.0,33.45,7.0,15.0,0.467,0.0,3.0,0.0,7.0,7.0,1.0,3.0,7.0,10.0,3.0,1.0,0.0,3.0,2.0,21.0,16.8,-5.0,12.0,7.0,0.5833333333333334,64,29,33,20,68,72,48,39,48,38,69,38,36,64,62,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9142857142857144,0.8529411764705882,,0.7674418604651163,0.5,0.9315068493150684,0.96,0.0,0.979591836734694,0.9069767441860463,0.9056603773584906,0.926829268292683,0.9324324324324323,0.6031746031746031,0.9230769230769232,0.9411764705882352,0.9253731343283582,17,8,,57.0,9.0,,0.2982456140350877,0.8888888888888888,17,10.0,40.0,2.3529411764705883,14.0,55.99999999999999,3.294117647058823,17.1,4.0,1.2,1.5,-0.3,0.1308003737153534,0.533,0.209,0.13,1.9,1.3,W (+16),W (+16)
36.0,31.0,2022-12-31,20-082,OKC,PHI,1.0,31.966666666666665,9.0,15.0,0.6,1.0,3.0,0.333,1.0,1.0,1.0,5.0,4.0,9.0,2.0,1.0,1.0,1.0,2.0,20.0,19.1,-23.0,12.0,8.0,0.6666666666666666,64,29,33,20,68,72,48,39,48,38,69,38,36,64,62,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9142857142857144,0.8529411764705882,,0.7674418604651163,0.5,0.9315068493150684,0.96,0.0,0.979591836734694,0.9069767441860463,0.9056603773584906,0.926829268292683,0.9324324324324323,0.6031746031746031,0.9230769230769232,0.9411764705882352,0.9253731343283582,17,8,,57.0,9.0,,0.2982456140350877,0.8888888888888888,17,16.0,32.0,1.8823529411764703,18.7,38.19999999999999,2.247058823529411,17.1,4.0,1.2,1.5,-0.3,0.1308003737153534,0.533,0.209,0.13,1.9,1.3,L (-8),L (-8)
37.0,32.0,2023-01-03,20-085,OKC,BOS,1.0,24.4,10.0,15.0,0.667,3.0,5.0,0.6,2.0,2.0,1.0,0.0,5.0,5.0,5.0,2.0,0.0,0.0,2.0,25.0,24.7,19.0,10.0,7.0,0.7,64,29,33,20,68,72,48,39,48,38,69,38,36,64,62,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9142857142857144,0.8529411764705882,,0.7674418604651163,0.5,0.9315068493150684,0.96,0.0,0.979591836734694,0.9069767441860463,0.9056603773584906,0.926829268292683,0.9324324324324323,0.6031746031746031,0.9230769230769232,0.9411764705882352,0.9253731343283582,17,8,,57.0,9.0,,0.2982456140350877,0.8888888888888888,17,20.0,92.0,5.411764705882353,23.9,110.7,6.511764705882353,17.1,4.0,1.2,1.5,-0.3,0.1308003737153534,0.533,0.209,0.13,1.9,1.3,L (-19),L (-19)
38.0,33.0,2023-01-04,20-086,OKC,ORL,1.0,31.28333333333333,7.0,17.0,0.412,2.0,7.0,0.286,0.0,0.0,,1.0,4.0,5.0,4.0,0.0,0.0,3.0,2.0,16.0,7.8,-18.0,10.0,5.0,0.5,64,29,33,20,68,72,48,39,48,38,69,38,36,64,62,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9142857142857144,0.8529411764705882,,0.7674418604651163,0.5,0.9315068493150684,0.96,0.0,0.979591836734694,0.9069767441860463,0.9056603773584906,0.926829268292683,0.9324324324324323,0.6031746031746031,0.9230769230769232,0.9411764705882352,0.9253731343283582,17,8,,57.0,9.0,,0.2982456140350877,0.8888888888888888,17,5.0,40.0,2.3529411764705883,7.800000000000001,58.900000000000006,3.4647058823529413,17.1,4.0,1.2,1.5,-0.3,0.1308003737153534,0.533,0.209,0.13,1.9,1.3,W (+33),W (+33)
39.0,34.0,2023-01-06,20-088,OKC,WAS,1.0,37.1,9.0,16.0,0.563,2.0,2.0,1.0,0.0,0.0,,2.0,4.0,6.0,9.0,1.0,0.0,2.0,2.0,20.0,19.5,12.0,14.0,7.0,0.5,64,29,33,20,68,72,48,39,48,38,69,38,36,64,62,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9142857142857144,0.8529411764705882,,0.7674418604651163,0.5,0.9315068493150684,0.96,0.0,0.979591836734694,0.9069767441860463,0.9056603773584906,0.926829268292683,0.9324324324324323,0.6031746031746031,0.9230769230769232,0.9411764705882352,0.9253731343283582,17,8,,57.0,9.0,,0.2982456140350877,0.8888888888888888,17,18.0,71.0,4.176470588235294,19.5,79.79999999999997,4.694117647058822,17.1,4.0,1.2,1.5,-0.3,0.1308003737153534,0.533,0.209,0.13,1.9,1.3,L (-11),L (-11)
40.0,35.0,2023-01-08,20-090,OKC,DAL,1.0,26.116666666666667,4.0,12.0,0.333,2.0,4.0,0.5,0.0,0.0,,0.0,5.0,5.0,5.0,0.0,0.0,1.0,5.0,10.0,5.2,3.0,8.0,2.0,0.25,64,29,33,20,68,72,48,39,48,38,69,38,36,64,62,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9142857142857144,0.8529411764705882,,0.7674418604651163,0.5,0.9315068493150684,0.96,0.0,0.979591836734694,0.9069767441860463,0.9056603773584906,0.926829268292683,0.9324324324324323,0.6031746031746031,0.9230769230769232,0.9411764705882352,0.9253731343283582,17,8,,57.0,9.0,,0.2982456140350877,0.8888888888888888,17,7.0,71.0,4.176470588235294,5.200000000000003,82.39999999999999,4.847058823529411,17.1,4.0,1.2,1.5,-0.3,0.1308003737153534,0.533,0.209,0.13,1.9,1.3,W (+17),W (+17)
41.0,36.0,2023-01-10,20-092,OKC,MIA,1.0,32.28333333333333,8.0,18.0,0.444,0.0,4.0,0.0,2.0,2.0,1.0,7.0,8.0,15.0,10.0,0.0,1.0,6.0,4.0,18.0,16.0,-4.0,14.0,8.0,0.5714285714285714,64,29,33,20,68,72,48,39,48,38,69,38,36,64,62,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9142857142857144,0.8529411764705882,,0.7674418604651163,0.5,0.9315068493150684,0.96,0.0,0.979591836734694,0.9069767441860463,0.9056603773584906,0.926829268292683,0.9324324324324323,0.6031746031746031,0.9230769230769232,0.9411764705882352,0.9253731343283582,17,8,,57.0,9.0,,0.2982456140350877,0.8888888888888888,17,18.0,40.0,2.3529411764705883,15.2,54.39999999999999,3.2,17.1,4.0,1.2,1.5,-0.3,0.1308003737153534,0.533,0.209,0.13,1.9,1.3,W (+11),W (+11)
42.0,37.0,2023-01-12,20-094,OKC,PHI,1.0,35.6,7.0,14.0,0.5,1.0,3.0,0.333,5.0,5.0,1.0,1.0,3.0,4.0,8.0,1.0,0.0,3.0,2.0,20.0,17.4,21.0,11.0,6.0,0.5454545454545454,64,29,33,20,68,72,48,39,48,38,69,38,36,64,62,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9142857142857144,0.8529411764705882,,0.7674418604651163,0.5,0.9315068493150684,0.96,0.0,0.979591836734694,0.9069767441860463,0.9056603773584906,0.926829268292683,0.9324324324324323,0.6031746031746031,0.9230769230769232,0.9411764705882352,0.9253731343283582,17,8,,57.0,9.0,,0.2982456140350877,0.8888888888888888,17,11.0,96.0,5.647058823529412,15.400000000000002,108.6,6.388235294117647,17.1,4.0,1.2,1.5,-0.3,0.1308003737153534,0.533,0.209,0.13,1.9,1.3,,
43.0,38.0,2023-01-13,20-095,OKC,CHI,1.0,32.15,11.0,18.0,0.611,1.0,3.0,0.333,2.0,2.0,1.0,2.0,8.0,10.0,6.0,0.0,2.0,3.0,2.0,25.0,22.4,18.0,15.0,10.0,0.6666666666666666,64,29,33,20,68,72,48,39,48,38,69,38,36,64,62,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9142857142857144,0.8529411764705882,,0.7674418604651163,0.5,0.9315068493150684,0.96,0.0,0.979591836734694,0.9069767441860463,0.9056603773584906,0.926829268292683,0.9324324324324323,0.6031746031746031,0.9230769230769232,0.9411764705882352,0.9253731343283582,17,8,,57.0,9.0,,0.2982456140350877,0.8888888888888888,17,20.0,66.0,3.882352941176471,21.599999999999987,75.5,4.441176470588236,17.1,4.0,1.2,1.5,-0.3,0.1308003737153534,0.533,0.209,0.13,1.9,1.3,L (-1),L (-1)
44.0,39.0,2023-01-15,20-097,OKC,BRK,1.0,36.56666666666667,12.0,21.0,0.571,1.0,4.0,0.25,3.0,4.0,0.75,3.0,6.0,9.0,9.0,0.0,0.0,1.0,2.0,28.0,26.1,14.0,17.0,11.0,0.6470588235294118,64,29,33,20,68,72,48,39,48,38,69,38,36,64,62,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9142857142857144,0.8529411764705882,,0.7674418604651163,0.5,0.9315068493150684,0.96,0.0,0.979591836734694,0.9069767441860463,0.9056603773584906,0.926829268292683,0.9324324324324323,0.6031746031746031,0.9230769230769232,0.9411764705882352,0.9253731343283582,17,8,,57.0,9.0,,0.2982456140350877,0.8888888888888888,17,20.0,46.0,2.7058823529411766,24.89999999999999,56.89999999999999,3.3470588235294114,17.1,4.0,1.2,1.5,-0.3,0.1308003737153534,0.533,0.209,0.13,1.9,1.3,W (+19),W (+19)
45.0,40.0,2023-01-18,20-100,OKC,IND,1.0,29.53333333333333,8.0,12.0,0.667,0.0,2.0,0.0,0.0,0.0,,3.0,3.0,6.0,11.0,1.0,1.0,5.0,6.0,16.0,15.8,5.0,10.0,8.0,0.8,64,29,33,20,68,72,48,39,48,38,69,38,36,64,62,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9142857142857144,0.8529411764705882,,0.7674418604651163,0.5,0.9315068493150684,0.96,0.0,0.979591836734694,0.9069767441860463,0.9056603773584906,0.926829268292683,0.9324324324324323,0.6031746031746031,0.9230769230769232,0.9411764705882352,0.9253731343283582,17,8,,57.0,9.0,,0.2982456140350877,0.8888888888888888,17,18.0,94.0,5.529411764705882,15.799999999999995,104.0,6.117647058823529,17.1,4.0,1.2,1.5,-0.3,0.1308003737153534,0.533,0.209,0.13,1.9,1.3,W (+14),W (+14)
46.0,41.0,2023-01-20,20-102,OKC,SAC,1.0,29.616666666666667,7.0,13.0,0.538,1.0,4.0,0.25,0.0,0.0,,3.0,7.0,10.0,5.0,0.0,1.0,2.0,1.0,15.0,14.7,8.0,9.0,6.0,0.6666666666666666,64,29,33,20,68,72,48,39,48,38,69,38,36,64,62,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9142857142857144,0.8529411764705882,,0.7674418604651163,0.5,0.9315068493150684,0.96,0.0,0.979591836734694,0.9069767441860463,0.9056603773584906,0.926829268292683,0.9324324324324323,0.6031746031746031,0.9230769230769232,0.9411764705882352,0.9253731343283582,17,8,,57.0,9.0,,0.2982456140350877,0.8888888888888888,17,16.0,51.0,3.0,14.700000000000005,68.6,4.035294117647059,17.1,4.0,1.2,1.5,-0.3,0.1308003737153534,0.533,0.209,0.13,1.9,1.3,W (+10),W (+10)
47.0,42.0,2023-01-22,20-104,OKC,DEN,1.0,30.53333333333333,9.0,17.0,0.529,0.0,1.0,0.0,0.0,0.0,,2.0,7.0,9.0,3.0,1.0,1.0,4.0,1.0,18.0,12.6,4.0,16.0,9.0,0.5625,64,29,33,20,68,72,48,39,48,38,69,38,36,64,62,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9142857142857144,0.8529411764705882,,0.7674418604651163,0.5,0.9315068493150684,0.96,0.0,0.979591836734694,0.9069767441860463,0.9056603773584906,0.926829268292683,0.9324324324324323,0.6031746031746031,0.9230769230769232,0.9411764705882352,0.9253731343283582,17,8,,57.0,9.0,,0.2982456140350877,0.8888888888888888,17,11.0,49.0,2.8823529411764706,12.600000000000003,54.80000000000001,3.2235294117647064,17.1,4.0,1.2,1.5,-0.3,0.1308003737153534,0.533,0.209,0.13,1.9,1.3,W (+20),W (+20)
48.0,43.0,2023-01-25,20-107,OKC,ATL,1.0,29.883333333333333,8.0,19.0,0.421,0.0,1.0,0.0,0.0,1.0,0.0,2.0,6.0,8.0,6.0,2.0,0.0,2.0,2.0,16.0,12.1,-1.0,18.0,8.0,0.4444444444444444,64,29,33,20,68,72,48,39,48,38,69,38,36,64,62,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9142857142857144,0.8529411764705882,,0.7674418604651163,0.5,0.9315068493150684,0.96,0.0,0.979591836734694,0.9069767441860463,0.9056603773584906,0.926829268292683,0.9324324324324323,0.6031746031746031,0.9230769230769232,0.9411764705882352,0.9253731343283582,17,8,,57.0,9.0,,0.2982456140350877,0.8888888888888888,17,10.0,87.0,5.117647058823529,12.099999999999998,101.1,5.947058823529411,17.1,4.0,1.2,1.5,-0.3,0.1308003737153534,0.533,0.209,0.13,1.9,1.3,L (-5),L (-5)
49.0,44.0,2023-01-27,20-109,OKC,CLE,1.0,27.883333333333333,6.0,12.0,0.5,0.0,0.0,,3.0,4.0,0.75,0.0,6.0,6.0,3.0,0.0,0.0,4.0,1.0,15.0,8.1,8.0,12.0,6.0,0.5,64,29,33,20,68,72,48,39,48,38,69,38,36,64,62,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9142857142857144,0.8529411764705882,,0.7674418604651163,0.5,0.9315068493150684,0.96,0.0,0.979591836734694,0.9069767441860463,0.9056603773584906,0.926829268292683,0.9324324324324323,0.6031746031746031,0.9230769230769232,0.9411764705882352,0.9253731343283582,17,8,,57.0,9.0,,0.2982456140350877,0.8888888888888888,17,4.0,70.0,4.117647058823529,6.899999999999999,80.29999999999998,4.723529411764705,17.1,4.0,1.2,1.5,-0.3,0.1308003737153534,0.533,0.209,0.13,1.9,1.3,W (+2),W (+2)
50.0,45.0,2023-01-30,20-112,OKC,GSW,1.0,29.366666666666667,9.0,18.0,0.5,1.0,3.0,0.333,2.0,4.0,0.5,2.0,6.0,8.0,6.0,3.0,0.0,5.0,2.0,21.0,15.8,-7.0,15.0,8.0,0.5333333333333333,64,29,33,20,68,72,48,39,48,38,69,38,36,64,62,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9142857142857144,0.8529411764705882,,0.7674418604651163,0.5,0.9315068493150684,0.96,0.0,0.979591836734694,0.9069767441860463,0.9056603773584906,0.926829268292683,0.9324324324324323,0.6031746031746031,0.9230769230769232,0.9411764705882352,0.9253731343283582,17,8,,57.0,9.0,,0.2982456140350877,0.8888888888888888,17,11.0,48.0,2.823529411764706,14.999999999999996,60.89999999999999,3.5823529411764703,17.1,4.0,1.2,1.5,-0.3,0.1308003737153534,0.533,0.209,0.13,1.9,1.3,L (-5),L (-5)
51.0,46.0,2023-02-01,20-114,OKC,HOU,1.0,37.81666666666667,9.0,18.0,0.5,2.0,6.0,0.333,0.0,0.0,,4.0,4.0,8.0,8.0,1.0,1.0,3.0,4.0,20.0,17.7,-10.0,12.0,7.0,0.5833333333333334,64,29,33,20,68,72,48,39,48,38,69,38,36,64,62,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9142857142857144,0.8529411764705882,,0.7674418604651163,0.5,0.9315068493150684,0.96,0.0,0.979591836734694,0.9069767441860463,0.9056603773584906,0.926829268292683,0.9324324324324323,0.6031746031746031,0.9230769230769232,0.9411764705882352,0.9253731343283582,17,8,,57.0,9.0,,0.2982456140350877,0.8888888888888888,17,17.0,44.0,2.588235294117647,17.700000000000003,52.49999999999999,3.0882352941176467,17.1,4.0,1.2,1.5,-0.3,0.1308003737153534,0.533,0.209,0.13,1.9,1.3,W (+12),W (+12)
52.0,47.0,2023-02-04,20-117,OKC,HOU,1.0,27.65,8.0,13.0,0.615,1.0,4.0,0.25,0.0,0.0,,3.0,5.0,8.0,10.0,3.0,1.0,2.0,1.0,17.0,23.0,30.0,9.0,7.0,0.7777777777777778,64,29,33,20,68,72,48,39,48,38,69,38,36,64,62,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.9142857142857144,0.8529411764705882,,0.7674418604651163,0.5,0.9315068493150684,0.96,0.0,0.979591836734694,0.9069767441860463,0.9056603773584906,0.926829268292683,0.9324324324324323,0.6031746031746031,0.9230769230769232,0.9411764705882352,0.9253731343283582,17,8,,57.0,9.0,,0.2982456140350877,0.8888888888888888,17,24.0,80.0,4.705882352941177,23.0,100.79999999999995,5.92941176470588,17.1,4.0,1.2,1.5,-0.3,0.1308003737153534,0.533,0.209,0.13,1.9,1.3,L (-8),L (-8)
