Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,+/-,GmSc,Aaron Wiggins,Aleksej Pokusevski,Darius Bazley,Eugene Omoruyi,Isaiah Joe,Jalen Williams,Jared Butler,Jaylin Williams,Jeremiah Robinson-Earl,Josh Giddey,Kenrich Williams,Lindy Waters III,Luguentz Dort,Mike Muscala,Ousmane Dieng,Shai Gilgeous-Alexander,Tre Mann,co_inf with Aaron Wiggins,co_inf with Aleksej Pokusevski,co_inf with Darius Bazley,co_inf with Eugene Omoruyi,co_inf with Isaiah Joe,co_inf with Jalen Williams,co_inf with Jared Butler,co_inf with Jaylin Williams,co_inf with Jeremiah Robinson-Earl,co_inf with Josh Giddey,co_inf with Kenrich Williams,co_inf with Lindy Waters III,co_inf with Luguentz Dort,co_inf with Mike Muscala,co_inf with Ousmane Dieng,co_inf with Shai Gilgeous-Alexander,co_inf with Tre Mann,Danilo Gallinari,Dario Šarić,Olivier Sarr,co_inf with Danilo Gallinari,co_inf with Dario Šarić,co_inf with Olivier Sarr,Total Shared Players,STL,BLK,TOV,CO_EFF,EFF,avg_EFF,HGS,avg_HGS,Co_Points_Share,New Column,Result
57.0,,2023-02-15,20-290,OKC,HOU,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,65.0,0.0,0,,,W (+9),W (+9)
58.0,,2023-02-23,20-298,OKC,UTA,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,57.0,0.0,0,,,L (-3),L (-3)
59.0,,2023-02-24,20-299,OKC,PHO,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,62.0,0.0,0,,,W (+37),W (+37)
60.0,,2023-02-26,20-301,OKC,SAC,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,72.0,0.0,0,,,L (-1),L (-1)
61.0,,2023-02-28,20-303,OKC,SAC,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,53.0,0.0,0,,,L (-9),L (-9)
62.0,,2023-03-01,20-304,OKC,LAL,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,75.0,0.0,0,,,L (-9),L (-9)
63.0,,2023-03-03,20-306,OKC,UTA,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,84.0,0.0,0,,,,
64.0,,2023-03-05,20-308,OKC,UTA,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,84.0,0.0,0,,,L (-6),L (-6)
65.0,,2023-03-07,20-310,OKC,GSW,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,81.0,0.0,0,,,L (-6),L (-6)
66.0,,2023-03-08,20-311,OKC,PHO,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,41.0,0.0,0,,,W (+27),W (+27)
67.0,,2023-03-11,20-314,OKC,NOP,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,55.0,0.0,0,,,W (+10),W (+10)
68.0,,2023-03-12,20-315,OKC,SAS,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,71.0,0.0,0,,,W (+9),W (+9)
69.0,,2023-03-14,20-317,OKC,BRK,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,76.0,0.0,0,,,L (-31),L (-31)
70.0,,2023-03-16,20-319,OKC,TOR,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,54.0,0.0,0,,,W (+14),W (+14)
71.0,,2023-03-19,20-322,OKC,PHO,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,71.0,0.0,0,,,W (+12),W (+12)
72.0,,2023-03-21,20-324,OKC,LAC,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,47.0,0.0,0,,,W (+14),W (+14)
73.0,,2023-03-23,20-326,OKC,LAC,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,52.0,0.0,0,,,L (-17),L (-17)
74.0,,2023-03-24,20-327,OKC,LAL,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,68.0,0.0,0,,,W (+4),W (+4)
75.0,,2023-03-26,20-329,OKC,POR,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,65.0,0.0,0,,,W (+1),W (+1)
76.0,,2023-03-28,20-331,OKC,CHO,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,77.0,0.0,0,,,L (-22),L (-22)
77.0,,2023-03-29,20-332,OKC,DET,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,54.0,0.0,0,,,L (-5),L (-5)
78.0,,2023-03-31,20-334,OKC,IND,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,64.0,0.0,0,,,W (+6),W (+6)
79.0,,2023-04-02,20-336,OKC,PHO,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,44.0,0.0,0,,,L (-3),L (-3)
80.0,,2023-04-04,20-338,OKC,GSW,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,50.0,0.0,0,,,W (+1),W (+1)
81.0,,2023-04-06,20-340,OKC,UTA,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,56.0,0.0,0,,,L (-4),L (-4)
82.0,,2023-04-09,20-343,OKC,MEM,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,58.0,0.0,0,,,L (-10),L (-10)
