Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Amir Coffey,Shared Games with Brandon Boston Jr.,Shared Games with Ivica Zubac,Shared Games with Jason Preston,Shared Games with John Wall,Shared Games with Kawhi Leonard,Shared Games with Luke Kennard,Shared Games with Marcus Morris,Shared Games with Moussa Diabaté,Shared Games with Nicolas Batum,Shared Games with Norman Powell,Shared Games with Paul George,Shared Games with Reggie Jackson,Shared Games with Robert Covington,Shared Games with Terance Mann,Shared Games with Xavier Moon,Amir Coffey,Brandon Boston Jr.,Ivica Zubac,Jason Preston,John Wall,Kawhi Leonard,Luke Kennard,Marcus Morris,Moussa Diabaté,Nicolas Batum,Norman Powell,Paul George,Reggie Jackson,Robert Covington,Terance Mann,Xavier Moon,co_inf with Amir Coffey,co_inf with Brandon Boston Jr.,co_inf with Ivica Zubac,co_inf with Jason Preston,co_inf with John Wall,co_inf with Kawhi Leonard,co_inf with Luke Kennard,co_inf with Marcus Morris,co_inf with Moussa Diabaté,co_inf with Nicolas Batum,co_inf with Norman Powell,co_inf with Paul George,co_inf with Reggie Jackson,co_inf with Robert Covington,co_inf with Terance Mann,co_inf with Xavier Moon
37,37,,2022-12-29,23-077,LAC,@,BOS,L (-6),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0
38,38,,2022-12-31,23-079,LAC,@,IND,L (-1),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0
39,39,,2023-01-02,23-081,LAC,,MIA,L (-10),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0
40,40,27,2023-01-05,23-084,LAC,@,DEN,L (-31),0,18.966666666666665,5.0,6.0,.833,0.0,0.0,,2,7,.286,3,7,10,0,0,1,1,2,12,10.9,+5,6.0,5.0,0.8333333333333334,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0
41,Rk,G,Date,Age,Tm,,Opp,,GS,0.0,,,FG%,,,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,,,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0
42,41,28,2023-01-06,23-085,LAC,@,MIN,L (-13),0,26.9,5.0,10.0,.500,0.0,0.0,,4,8,.500,10,1,11,0,1,0,1,3,14,13.5,+13,10.0,5.0,0.5,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0
43,42,29,2023-01-08,23-087,LAC,,ATL,L (-4),0,9.683333333333334,4.0,7.0,.571,0.0,0.0,,0,2,.000,2,8,10,0,0,1,1,1,8,7.0,-8,7.0,4.0,0.5714285714285714,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0
44,43,30,2023-01-10,23-089,LAC,,DAL,W (+12),0,4.75,1.0,3.0,.333,0.0,0.0,,0,1,.000,2,1,3,0,0,0,0,3,2,0.4,+1,3.0,1.0,0.3333333333333333,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0
45,44,31,2023-01-13,23-092,LAC,,DEN,L (-12),0,10.583333333333334,2.0,2.0,1.000,0.0,0.0,,0,0,,1,4,5,1,0,0,0,0,4,6.0,+7,2.0,2.0,1.0,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0
46,45,32,2023-01-15,23-094,LAC,,HOU,W (+21),0,13.483333333333333,2.0,3.0,.667,0.0,0.0,,1,4,.250,2,4,6,0,0,2,1,2,5,4.7,+8,3.0,2.0,0.6666666666666666,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0
47,46,33,2023-01-17,23-096,LAC,,PHI,L (-10),0,8.983333333333333,2.0,2.0,1.000,0.0,0.0,,0,0,,1,2,3,0,0,0,2,2,4,1.9,-1,2.0,2.0,1.0,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0
48,47,,2023-01-18,23-097,LAC,@,UTA,L (-23),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0
49,48,,2023-01-20,23-099,LAC,@,SAS,W (+5),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0
50,49,,2023-01-22,23-101,LAC,@,DAL,W (+14),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0
51,50,,2023-01-24,23-103,LAC,@,LAL,W (+18),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0
52,51,,2023-01-26,23-105,LAC,,SAS,W (+38),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0
53,52,,2023-01-28,23-107,LAC,@,ATL,W (+7),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0
54,53,34,2023-01-29,23-108,LAC,@,CLE,L (-23),0,26.1,5.0,7.0,.714,0.0,0.0,,3,3,1.000,5,11,16,0,0,0,1,1,13,15.5,-2,7.0,5.0,0.7142857142857143,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0
55,54,,2023-01-31,23-110,LAC,@,CHI,W (+5),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0
56,55,,2023-02-02,23-112,LAC,@,MIL,L (-1),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0
57,56,,2023-02-04,23-114,LAC,@,NYK,W (+6),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0
58,57,,2023-02-06,23-116,LAC,@,BRK,W (+8),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0
59,58,,2023-02-08,23-118,LAC,,DAL,L (-6),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0
60,59,,2023-02-10,23-120,LAC,,MIL,L (-13),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0
61,60,,2023-02-14,23-124,LAC,,GSW,W (+10),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0
62,Rk,G,Date,Age,Tm,,Opp,,GS,0.0,,,FG%,,,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,,,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0
63,61,,2023-02-16,23-126,LAC,@,PHO,W (+9),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0
64,62,,2023-03-09,23-147,NYK,@,SAC,L (-5),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0
65,63,,2023-03-11,23-149,NYK,@,LAC,L (-11),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0
66,64,,2023-03-12,23-150,NYK,@,LAL,W (+4),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0
67,65,,2023-03-19,23-157,BRK,,DEN,L (-6),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0
68,66,,2023-03-21,23-159,BRK,,CLE,L (-6),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0
69,67,,2023-03-23,23-161,BRK,,CLE,L (-2),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0
70,68,,2023-03-25,23-163,BRK,@,MIA,W (+29),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0
71,69,35,2023-03-26,23-164,BRK,@,ORL,L (-13),0,3.8833333333333333,0.0,0.0,,0.0,0.0,,0,0,,0,0,0,0,1,0,1,0,0,0.0,0,0.0,0.0,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0
72,70,,2023-03-29,23-167,BRK,,HOU,W (+9),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0
73,71,36,2023-03-31,23-169,BRK,,ATL,W (+17),0,2.5166666666666666,0.0,0.0,,0.0,0.0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,-6,0.0,0.0,,28,16,32,10,26,16,19,29,9,32,24,19,28,21,33,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.56,0.7272727272727273,0.4210526315789473,0.7142857142857143,0.7647058823529411,0.3076923076923077,0.3220338983050847,0.4461538461538462,0.4090909090909091,0.4102564102564102,0.4,0.3392857142857143,0.4117647058823529,0.4375,0.4074074074074074,0.0
