Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Amir Coffey,Shared Games with Brandon Boston Jr.,Shared Games with Ivica Zubac,Shared Games with Jason Preston,Shared Games with John Wall,Shared Games with Kawhi Leonard,Shared Games with Luke Kennard,Shared Games with Marcus Morris,Shared Games with Moses Brown,Shared Games with Moussa Diabaté,Shared Games with Nicolas Batum,Shared Games with Norman Powell,Shared Games with Paul George,Shared Games with Robert Covington,Shared Games with Terance Mann,Shared Games with Xavier Moon,Amir Coffey,Brandon Boston Jr.,Ivica Zubac,Jason Preston,John Wall,Kawhi Leonard,Luke Kennard,Marcus Morris,Moses Brown,Moussa Diabaté,Nicolas Batum,Norman Powell,Paul George,Robert Covington,Terance Mann,Xavier Moon,co_inf with Amir Coffey,co_inf with Brandon Boston Jr.,co_inf with Ivica Zubac,co_inf with Jason Preston,co_inf with John Wall,co_inf with Kawhi Leonard,co_inf with Luke Kennard,co_inf with Marcus Morris,co_inf with Moses Brown,co_inf with Moussa Diabaté,co_inf with Nicolas Batum,co_inf with Norman Powell,co_inf with Paul George,co_inf with Robert Covington,co_inf with Terance Mann,co_inf with Xavier Moon
37,37,34,2022-12-29,32-257,LAC,@,BOS,L (-6),1,24.133333333333333,3.0,9.0,.333,2.0,6.0,.333,0,0,,1,3,4,3,0,0,1,2,8,4.8,-3,3.0,1.0,0.3333333333333333,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0
38,38,35,2022-12-31,32-259,LAC,@,IND,L (-1),1,32.56666666666667,4.0,7.0,.571,2.0,4.0,.500,3,3,1.000,0,4,4,3,0,1,2,3,13,10.5,-1,3.0,2.0,0.6666666666666666,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0
39,39,36,2023-01-02,32-261,LAC,,MIA,L (-10),1,29.816666666666666,4.0,10.0,.400,0.0,1.0,.000,1,1,1.000,0,2,2,5,1,0,1,0,9,7.7,-2,9.0,4.0,0.4444444444444444,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0
40,40,37,2023-01-05,32-264,LAC,@,DEN,L (-31),1,17.966666666666665,1.0,6.0,.167,0.0,5.0,.000,0,0,,2,0,2,2,0,0,0,1,2,0.6,-25,1.0,1.0,1.0,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0
41,Rk,G,Date,Age,Tm,,Opp,,GS,0.0,,,FG%,,,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,,,,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0
42,41,38,2023-01-06,32-265,LAC,@,MIN,L (-13),1,17.95,1.0,9.0,.111,0.0,2.0,.000,0,0,,1,0,1,3,1,0,0,1,2,-0.5,-15,7.0,1.0,0.1428571428571428,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0
43,42,39,2023-01-08,32-267,LAC,,ATL,L (-4),0,7.666666666666667,0.0,2.0,.000,0.0,1.0,.000,0,0,,0,0,0,0,0,0,0,0,0,-1.4,-13,1.0,0.0,0.0,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0
44,43,,2023-01-10,32-269,LAC,,DAL,W (+12),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0
45,44,,2023-01-13,32-272,LAC,,DEN,L (-12),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0
46,45,40,2023-01-15,32-274,LAC,,HOU,W (+21),0,15.4,2.0,5.0,.400,0.0,2.0,.000,0,0,,1,1,2,5,2,0,5,1,4,2.4,+8,3.0,2.0,0.6666666666666666,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0
47,46,41,2023-01-17,32-276,LAC,,PHI,L (-10),0,13.85,3.0,5.0,.600,1.0,1.0,1.000,0,0,,0,1,1,4,1,0,0,1,7,8.4,-12,4.0,2.0,0.5,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0
48,47,42,2023-01-18,32-277,LAC,@,UTA,L (-23),0,19.666666666666668,4.0,12.0,.333,3.0,7.0,.429,0,0,,0,2,2,2,0,0,1,0,11,5.2,-10,5.0,1.0,0.2,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0
49,48,43,2023-01-20,32-279,LAC,@,SAS,W (+5),0,22.766666666666666,4.0,11.0,.364,1.0,5.0,.200,4,4,1.000,0,1,1,2,0,0,3,0,13,5.6,-7,6.0,3.0,0.5,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0
50,49,44,2023-01-22,32-281,LAC,@,DAL,W (+14),0,15.183333333333334,4.0,7.0,.571,2.0,3.0,.667,0,0,,0,0,0,1,2,0,2,3,10,6.2,+2,4.0,2.0,0.5,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0
51,50,45,2023-01-24,32-283,LAC,@,LAL,W (+18),0,25.766666666666666,7.0,13.0,.538,4.0,7.0,.571,1,1,1.000,0,3,3,5,0,0,2,2,19,14.3,+11,6.0,3.0,0.5,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0
52,51,46,2023-01-26,32-285,LAC,,SAS,W (+38),0,15.933333333333334,5.0,10.0,.500,0.0,3.0,.000,2,2,1.000,0,0,0,3,2,0,0,2,12,10.3,+16,7.0,5.0,0.7142857142857143,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0
53,52,47,2023-01-28,32-287,LAC,@,ATL,W (+7),0,21.633333333333333,6.0,9.0,.667,4.0,7.0,.571,0,0,,0,0,0,3,1,0,1,1,16,13.8,+7,2.0,2.0,1.0,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0
54,53,,2023-01-29,32-288,LAC,@,CLE,L (-23),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0
55,54,48,2023-01-31,32-290,LAC,@,CHI,W (+5),0,27.366666666666667,1.0,9.0,.111,0.0,3.0,.000,0,0,,1,3,4,4,1,0,0,0,2,1.5,+13,6.0,1.0,0.1666666666666666,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0
56,55,49,2023-02-02,32-292,LAC,@,MIL,L (-1),0,24.666666666666668,3.0,9.0,.333,2.0,5.0,.400,0,0,,0,2,2,2,0,1,1,2,8,3.8,-18,4.0,1.0,0.25,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0
57,56,50,2023-02-04,32-294,LAC,@,NYK,W (+6),0,14.5,2.0,7.0,.286,0.0,4.0,.000,0,0,,0,2,2,4,1,0,2,1,4,1.9,-1,3.0,2.0,0.6666666666666666,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0
58,57,51,2023-02-06,32-296,LAC,@,BRK,W (+8),0,26.633333333333333,5.0,10.0,.500,2.0,4.0,.500,0,0,,1,1,2,2,3,0,0,2,12,11.6,+27,6.0,3.0,0.5,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0
59,58,52,2023-02-08,32-298,LAC,,DAL,L (-6),0,17.266666666666666,3.0,5.0,.600,1.0,2.0,.500,0,0,,1,1,2,3,0,0,2,2,7,5.0,-7,3.0,2.0,0.6666666666666666,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0
60,59,,2023-02-10,32-300,CHO,@,BOS,L (-11),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0
61,60,,2023-02-11,32-301,CHO,,DEN,L (-14),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0
62,Rk,G,Date,Age,Tm,,Opp,,GS,0.0,,,FG%,,,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,,,,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0
63,61,,2023-02-15,32-305,DEN,,DAL,W (+9),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0
64,62,53,2023-02-23,32-313,DEN,@,CLE,W (+6),0,18.333333333333332,2.0,8.0,.250,1.0,4.0,.250,2,2,1.000,0,4,4,2,0,0,1,3,7,2.6,-7,4.0,1.0,0.25,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0
65,63,54,2023-02-25,32-315,DEN,@,MEM,L (-18),0,18.733333333333334,3.0,9.0,.333,2.0,6.0,.333,0,0,,1,1,2,3,1,0,1,3,8,4.8,-15,3.0,1.0,0.3333333333333333,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0
66,64,55,2023-02-26,32-316,DEN,,LAC,W (+10),0,19.016666666666666,2.0,6.0,.333,2.0,5.0,.400,1,2,.500,0,0,0,4,1,1,0,0,7,7.7,-3,1.0,0.0,0.0,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0
67,65,56,2023-02-28,32-318,DEN,@,HOU,W (+21),0,25.383333333333333,4.0,11.0,.364,1.0,4.0,.250,0,0,,0,0,0,8,2,0,1,1,9,9.1,+1,7.0,3.0,0.4285714285714285,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0
68,66,57,2023-03-03,32-321,DEN,,MEM,W (+16),0,19.1,0.0,7.0,.000,0.0,6.0,.000,1,2,.500,0,2,2,0,1,0,3,1,1,-6.1,+3,1.0,0.0,0.0,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0
69,67,58,2023-03-06,32-324,DEN,,TOR,W (+5),0,23.016666666666666,5.0,11.0,.455,3.0,4.0,.750,0,0,,1,2,3,5,0,0,2,2,13,9.3,+4,7.0,2.0,0.2857142857142857,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0
70,68,59,2023-03-08,32-326,DEN,,CHI,L (-21),0,23.566666666666666,2.0,8.0,.250,2.0,5.0,.400,0,0,,0,0,0,2,0,0,0,1,6,2.2,-16,3.0,0.0,0.0,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0
71,69,60,2023-03-10,32-328,DEN,@,SAS,L (-8),0,17.066666666666666,1.0,6.0,.167,0.0,3.0,.000,2,2,1.000,0,0,0,3,0,0,0,1,4,1.9,-6,3.0,1.0,0.3333333333333333,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0
72,70,61,2023-03-12,32-330,DEN,,BRK,L (-2),0,16.933333333333334,1.0,2.0,.500,0.0,0.0,,0,0,,0,2,2,2,0,0,1,0,2,2.0,-20,2.0,1.0,0.5,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0
73,71,,2023-03-14,32-332,DEN,@,TOR,L (-15),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0
74,72,,2023-03-16,32-334,DEN,@,DET,W (+19),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,0,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0
