Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bismack Biyombo,Shared Games with Cameron Johnson,Shared Games with Cameron Payne,Shared Games with Chris Paul,Shared Games with Damion Lee,Shared Games with Dario ?ari?,Shared Games with Deandre Ayton,Shared Games with Devin Booker,Shared Games with Duane Washington Jr.,Shared Games with Ish Wainright,Shared Games with Jock Landale,Shared Games with Landry Shamet,Shared Games with Mikal Bridges,Shared Games with Torrey Craig,Bismack Biyombo,Cameron Johnson,Cameron Payne,Chris Paul,Damion Lee,Dario ?ari?,Deandre Ayton,Devin Booker,Duane Washington Jr.,Ish Wainright,Jae Crowder,Jock Landale,Landry Shamet,Mikal Bridges,Torrey Craig,co_inf with Bismack Biyombo,co_inf with Cameron Johnson,co_inf with Cameron Payne,co_inf with Chris Paul,co_inf with Damion Lee,co_inf with Dario ?ari?,co_inf with Deandre Ayton,co_inf with Devin Booker,co_inf with Duane Washington Jr.,co_inf with Ish Wainright,co_inf with Jae Crowder,co_inf with Jock Landale,co_inf with Landry Shamet,co_inf with Mikal Bridges,co_inf with Torrey Craig,Shared Games with Kevin Durant,Shared Games with T.J. Warren,Shared Games with Darius Bazley,Shared Games with Saben Lee,Shared Games with Terrence Ross,Darius Bazley,Jaylen Brown,Kevin Durant,Saben Lee,T.J. Warren,Terrence Ross,co_inf with Kevin Durant,co_inf with T.J. Warren,co_inf with Darius Bazley,co_inf with Jaylen Brown,co_inf with Saben Lee,co_inf with Terrence Ross,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
71,69,59,2023/3/14,24-194,PHO,,MIL,L (-12),1,35:02:00,1.0,5.0,0.2,0.0,1.0,0,6,8.0,0.75,2.0,5.0,7.0,4.0,2.0,0.0,1.0,3.0,8.0,9.6,-3,4.0,1.0,0.25,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,7.0,72.0,3.789473684210526,7.200000000000003,69.19999999999999,3.642105263157894
72,70,60,2023/3/16,24-196,PHO,,ORL,W (+3),1,30:25:00,4.0,14.0,0.286,2.0,10.0,0.2,5,5.0,1,1.0,3.0,4.0,4.0,3.0,3.0,2.0,1.0,15.0,13.9,2,4.0,2.0,0.5,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,8.0,76.0,4.0,11.900000000000004,73.2,3.8526315789473684
73,71,61,2023/3/19,24-199,PHO,@,OKC,L (-4),1,20:38,3.0,5.0,0.6,1.0,2.0,0.5,1,1.0,1,1.0,2.0,3.0,3.0,0.0,0.0,0.0,5.0,8.0,7.1,-3,3.0,2.0,0.666666667,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,8.0,96.0,5.052631578947368,6.6999999999999975,103.0,5.421052631578948
74,72,62,2023/3/22,24-202,PHO,@,LAL,L (-11),1,19:53,0.0,5.0,0,0.0,3.0,0,5,6.0,0.833,1.0,2.0,3.0,2.0,0.0,1.0,1.0,2.0,5.0,2.7,-3,2.0,0.0,0.0,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,-1.0,94.0,4.947368421052632,0.6999999999999982,92.8,4.88421052631579
75,73,63,2023/3/24,24-204,PHO,@,SAC,L (-8),1,20:30,1.0,2.0,0.5,0.0,1.0,0,2,2.0,1,1.0,3.0,4.0,2.0,0.0,2.0,1.0,3.0,4.0,5.2,-6,1.0,1.0,1.0,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,7.0,75.0,3.947368421052632,4.4,73.0,3.8421052631578947
76,74,64,2023/3/25,24-205,PHO,,PHI,W (+20),1,24:48:00,2.0,9.0,0.222,2.0,4.0,0.5,1,2.0,0.5,1.0,0.0,1.0,6.0,0.0,0.0,0.0,2.0,7.0,5.2,4,5.0,0.0,0.0,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,3.0,86.0,4.526315789473684,4.8,87.8,4.621052631578947
77,75,65,2023/3/27,24-207,PHO,@,UTA,W (+14),1,21:23,3.0,6.0,0.5,1.0,3.0,0.333,2,4.0,0.5,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,9.0,8.6,-12,3.0,2.0,0.666666667,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,4.0,114.0,6.0,7.800000000000001,107.3,5.647368421052631
78,76,66,2023/3/29,24-209,PHO,,MIN,W (+7),1,32:47:00,4.0,10.0,0.4,1.0,3.0,0.333,1,2.0,0.5,3.0,6.0,9.0,0.0,2.0,1.0,0.0,3.0,10.0,9.6,12,7.0,3.0,0.428571429,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,10.0,69.0,3.631578947368421,9.2,94.3,4.963157894736842
79,77,67,2023/3/31,24-211,PHO,,DEN,W (+7),1,28:43:00,5.0,8.0,0.625,4.0,5.0,0.8,0,0.0,,2.0,3.0,5.0,0.0,1.0,0.0,1.0,2.0,14.0,11.9,,3.0,1.0,0.333333333,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,11.0,64.0,3.3684210526315788,11.899999999999997,44.7,2.3526315789473684
80,78,68,2023/4/2,24-213,PHO,@,OKC,W (+10),1,26:27:00,1.0,2.0,0.5,0.0,1.0,0,2,4.0,0.5,0.0,3.0,3.0,2.0,0.0,1.0,1.0,3.0,4.0,3,2,1.0,1.0,1.0,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,3.0,76.0,4.0,2.200000000000002,92.0,4.842105263157895
81,79,69,2023/4/4,24-215,PHO,,SAS,W (+21),1,20:14,0.0,2.0,0,0.0,1.0,0,1,2.0,0.5,1.0,3.0,4.0,3.0,0.0,0.0,0.0,2.0,1.0,2.1,-9,1.0,0.0,0.0,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,4.0,87.0,4.578947368421052,1.699999999999999,103.70000000000002,5.457894736842106
82,80,70,2023/4/6,24-217,PHO,,DEN,W (+4),1,21:49,1.0,4.0,0.25,0.0,2.0,0,3,6.0,0.5,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,5.0,5.4,3,2.0,1.0,0.5,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,2.0,63.0,3.3157894736842106,4.199999999999998,68.60000000000001,3.6105263157894742
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,,0.0,0.0,0.0,0.0,0.0
84,81,71,2023/4/7,24-218,PHO,@,LAL,L (-14),1,29:25:00,3.0,10.0,0.3,2.0,6.0,0.333,8,8.0,1,2.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,16.0,14.2,-2,4.0,1.0,0.25,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,6.0,46.0,2.421052631578948,10.999999999999996,52.7,2.7736842105263158
85,82,72,2023/4/9,24-220,PHO,,LAC,L (-5),1,30:26:00,4.0,13.0,0.308,2.0,5.0,0.4,3,4.0,0.75,3.0,4.0,7.0,3.0,2.0,0.0,1.0,1.0,13.0,11.1,4,8.0,2.0,0.25,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,7.0,36.0,1.894736842105263,9.9,34.39999999999999,1.8105263157894733
