Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Collin Sexton,Shared Games with Jarred Vanderbilt,Shared Games with Johnny Juzang,Shared Games with Jordan Clarkson,Shared Games with Kelly Olynyk,Shared Games with Kris Dunn,Shared Games with Lauri Markkanen,Shared Games with Leandro Bolmaro,Shared Games with Luka Šamanić,Shared Games with Malik Beasley,Shared Games with Micah Potter,Shared Games with Mike Conley,Shared Games with Nickeil Alexander-Walker,Shared Games with Ochai Agbaji,Shared Games with Rudy Gay,Shared Games with Simone Fontecchio,Shared Games with Udoka Azubuike,Shared Games with Walker Kessler,Collin Sexton,Frank Jackson,Jarred Vanderbilt,Jarrell Brantley,Johnny Juzang,Jordan Clarkson,Kelly Olynyk,Kris Dunn,Lauri Markkanen,Leandro Bolmaro,Luka Šamanić,Malik Beasley,Micah Potter,Mike Conley,Nickeil Alexander-Walker,Ochai Agbaji,Rudy Gay,Simone Fontecchio,Udoka Azubuike,Walker Kessler,co_inf with Collin Sexton,co_inf with Frank Jackson,co_inf with Jarred Vanderbilt,co_inf with Jarrell Brantley,co_inf with Johnny Juzang,co_inf with Jordan Clarkson,co_inf with Kelly Olynyk,co_inf with Kris Dunn,co_inf with Lauri Markkanen,co_inf with Leandro Bolmaro,co_inf with Luka Šamanić,co_inf with Malik Beasley,co_inf with Micah Potter,co_inf with Mike Conley,co_inf with Nickeil Alexander-Walker,co_inf with Ochai Agbaji,co_inf with Rudy Gay,co_inf with Simone Fontecchio,co_inf with Udoka Azubuike,co_inf with Walker Kessler,Shared Games with Damian Jones,Shared Games with Juan Toscano-Anderson,Damian Jones,Juan Toscano-Anderson,Malcolm Brogdon,co_inf with Damian Jones,co_inf with Juan Toscano-Anderson,co_inf with Malcolm Brogdon,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
71.0,57.0,2023-03-20,22-115,UTA,SAC,1,20.8,3.0,9.0,.333,0.0,2.0,.000,4,4.0,1.000,0.0,6.0,6.0,4.0,0.0,0.0,4.0,5.0,10.0,3.5,-8,7.0,3.0,0.4285714285714285,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,3.0,78.0,3.9,1.9000000000000004,81.00000000000001,4.050000000000001,13.7,0.8,-1.6,-1.1,-0.5,0.0727083333333333,0.508,0.331,0.274,0.2,-0.3,W (+8),W (+8)
72.0,58.0,2023-03-22,22-117,UTA,POR,1,25.316666666666663,4.0,9.0,.444,1.0,5.0,.200,2,3.0,.667,0.0,4.0,4.0,7.0,0.0,0.0,2.0,4.0,11.0,8.4,-11,4.0,3.0,0.75,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,8.0,60.0,3.0,7.6,67.7,3.385,13.7,0.8,-1.6,-1.1,-0.5,0.0727083333333333,0.508,0.331,0.274,0.2,-0.3,L (-4),L (-4)
73.0,59.0,2023-03-24,22-119,UTA,MIL,1,26.25,5.0,17.0,.294,0.0,3.0,.000,3,7.0,.429,5.0,0.0,5.0,8.0,1.0,0.0,4.0,1.0,13.0,7.2,-38,14.0,5.0,0.3571428571428571,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,-1.0,53.0,2.65,6.000000000000002,62.6,3.13,13.7,0.8,-1.6,-1.1,-0.5,0.0727083333333333,0.508,0.331,0.274,0.2,-0.3,W (+1),W (+1)
74.0,60.0,2023-03-25,22-120,UTA,SAC,1,28.03333333333333,3.0,10.0,.300,1.0,3.0,.333,2,2.0,1.000,0.0,2.0,2.0,4.0,0.0,1.0,2.0,1.0,9.0,4.9,-10,7.0,2.0,0.2857142857142857,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,2.0,60.0,3.0,4.099999999999997,65.60000000000001,3.28,13.7,0.8,-1.6,-1.1,-0.5,0.0727083333333333,0.508,0.331,0.274,0.2,-0.3,W (+8),W (+8)
75.0,61.0,2023-03-27,22-122,UTA,PHO,1,34.96666666666667,7.0,18.0,.389,2.0,7.0,.286,0,4.0,.000,2.0,6.0,8.0,8.0,1.0,0.0,3.0,1.0,16.0,11.0,-9,11.0,5.0,0.4545454545454545,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,8.0,64.0,3.2,11.0,54.8,2.74,13.7,0.8,-1.6,-1.1,-0.5,0.0727083333333333,0.508,0.331,0.274,0.2,-0.3,L (-12),L (-12)
76.0,62.0,2023-03-29,22-124,UTA,SAS,1,29.85,15.0,25.0,.600,6.0,11.0,.545,5,6.0,.833,2.0,2.0,4.0,5.0,1.0,0.0,4.0,2.0,41.0,30.8,+2,14.0,9.0,0.6428571428571429,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,16.0,54.0,2.7,28.800000000000004,46.3,2.315,13.7,0.8,-1.6,-1.1,-0.5,0.0727083333333333,0.508,0.331,0.274,0.2,-0.3,L (-28),L (-28)
77.0,63.0,2023-03-31,22-126,UTA,BOS,1,31.066666666666663,9.0,21.0,.429,0.0,3.0,.000,10,10.0,1.000,1.0,7.0,8.0,7.0,0.0,0.0,4.0,0.0,28.0,20.6,-5,18.0,9.0,0.5,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,8.0,56.0,2.8,16.600000000000005,44.8,2.24,13.7,0.8,-1.6,-1.1,-0.5,0.0727083333333333,0.508,0.331,0.274,0.2,-0.3,L (-8),L (-8)
78.0,64.0,2023-04-02,22-128,UTA,BRK,1,34.05,12.0,25.0,.480,3.0,7.0,.429,5,6.0,.833,1.0,3.0,4.0,8.0,0.0,0.0,2.0,3.0,32.0,22.9,+7,18.0,9.0,0.5,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,11.0,65.0,3.25,20.9,50.49999999999999,2.5249999999999995,13.7,0.8,-1.6,-1.1,-0.5,0.0727083333333333,0.508,0.331,0.274,0.2,-0.3,L (-14),L (-14)
79.0,65.0,2023-04-04,22-130,UTA,LAL,1,37.28333333333333,7.0,21.0,.333,0.0,4.0,.000,9,13.0,.692,2.0,2.0,4.0,7.0,2.0,1.0,2.0,2.0,23.0,16.3,-2,17.0,7.0,0.4117647058823529,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,1.0,42.0,2.1,12.700000000000006,48.3,2.415,13.7,0.8,-1.6,-1.1,-0.5,0.0727083333333333,0.508,0.331,0.274,0.2,-0.3,W (+11),W (+11)
80.0,,2023-04-06,22-132,UTA,OKC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,,50.0,2.5,0.0,47.2,2.3600000000000003,13.7,0.8,-1.6,-1.1,-0.5,0.0727083333333333,0.508,0.331,0.274,0.2,-0.3,L (-8),L (-8)
81.0,,2023-04-08,22-134,UTA,DEN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,,47.0,2.35,0.0,48.8,2.44,13.7,0.8,-1.6,-1.1,-0.5,0.0727083333333333,0.508,0.331,0.274,0.2,-0.3,L (-1),L (-1)
82.0,,2023-04-09,22-135,UTA,LAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,,47.0,2.35,0.0,55.6,2.78,13.7,0.8,-1.6,-1.1,-0.5,0.0727083333333333,0.508,0.331,0.274,0.2,-0.3,L (-2),L (-2)
