Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with A.J. Green,Shared Games with Bobby Portis,Shared Games with Brook Lopez,Shared Games with George Hill,Shared Games with Giannis Antetokounmpo,Shared Games with Grayson Allen,Shared Games with Jevon Carter,Shared Games with Joe Ingles,Shared Games with Jordan Nwora,Shared Games with Jrue Holiday,Shared Games with Khris Middleton,Shared Games with Lindell Wigginton,Shared Games with MarJon Beauchamp,Shared Games with Meyers Leonard,Shared Games with Pat Connaughton,Shared Games with Serge Ibaka,Shared Games with Thanasis Antetokounmpo,Shared Games with Wesley Matthews,A.J. Green,Bobby Portis,Brook Lopez,George Hill,Giannis Antetokounmpo,Grayson Allen,Jevon Carter,Joe Ingles,Jordan Nwora,Jrue Holiday,Khris Middleton,Lindell Wigginton,MarJon Beauchamp,Meyers Leonard,Pat Connaughton,Serge Ibaka,Thanasis Antetokounmpo,Wesley Matthews,co_inf with A.J. Green,co_inf with Bobby Portis,co_inf with Brook Lopez,co_inf with George Hill,co_inf with Giannis Antetokounmpo,co_inf with Grayson Allen,co_inf with Jevon Carter,co_inf with Joe Ingles,co_inf with Jordan Nwora,co_inf with Jrue Holiday,co_inf with Khris Middleton,co_inf with Lindell Wigginton,co_inf with MarJon Beauchamp,co_inf with Meyers Leonard,co_inf with Pat Connaughton,co_inf with Serge Ibaka,co_inf with Thanasis Antetokounmpo,co_inf with Wesley Matthews
65,63,26,2023-03-05,23-286,SAS,@,HOU,L (-32),0,17.283333333333335,2.0,8.0,.250,1.0,3.0,.333,1,1,1.000,2,2,4,0,1,0,1,5,6,1.2,-27,5.0,1.0,0.2,16,19,23,13,17,20,24,8,16,16,5,0,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692
66,64,27,2023-03-10,23-291,SAS,,DEN,W (+8),0,12.0,4.0,5.0,.800,2.0,3.0,.667,1,2,.500,1,3,4,2,0,0,0,3,11,10.5,+3,2.0,2.0,1.0,16,19,23,13,17,20,24,8,16,16,5,0,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692
67,65,28,2023-03-12,23-293,SAS,,OKC,L (-12),0,16.633333333333333,1.0,6.0,.167,0.0,3.0,.000,4,6,.667,1,6,7,0,0,1,2,1,6,2.2,-13,3.0,1.0,0.3333333333333333,16,19,23,13,17,20,24,8,16,16,5,0,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692
68,66,29,2023-03-14,23-295,SAS,,ORL,W (+18),0,21.483333333333334,2.0,5.0,.400,2.0,4.0,.500,1,2,.500,2,5,7,3,0,0,2,3,7,5.7,-3,1.0,0.0,0.0,16,19,23,13,17,20,24,8,16,16,5,0,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692
69,67,30,2023-03-15,23-296,SAS,,DAL,L (-9),1,33.25,4.0,13.0,.308,2.0,7.0,.286,0,0,,3,4,7,2,0,0,0,3,10,6.0,-15,6.0,2.0,0.3333333333333333,16,19,23,13,17,20,24,8,16,16,5,0,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692
70,68,31,2023-03-17,23-298,SAS,,MEM,L (-6),0,22.75,2.0,6.0,.333,0.0,1.0,.000,2,4,.500,8,6,14,2,1,0,1,0,6,10.6,-5,5.0,2.0,0.4,16,19,23,13,17,20,24,8,16,16,5,0,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692
71,69,32,2023-03-19,23-300,SAS,,ATL,W (+8),0,18.75,2.0,7.0,.286,1.0,3.0,.333,2,2,1.000,4,2,6,5,0,1,0,1,7,10.1,-7,4.0,1.0,0.25,16,19,23,13,17,20,24,8,16,16,5,0,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692
72,70,33,2023-03-21,23-302,SAS,@,NOP,L (-35),1,25.333333333333332,7.0,14.0,.500,3.0,6.0,.500,3,3,1.000,1,4,5,3,3,0,2,1,20,17.6,-11,8.0,4.0,0.5,16,19,23,13,17,20,24,8,16,16,5,0,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692
73,71,34,2023-03-22,23-303,SAS,@,MIL,L (-36),0,27.716666666666665,6.0,13.0,.462,0.0,4.0,.000,0,0,,1,6,7,2,0,2,1,3,12,8.4,-25,9.0,6.0,0.6666666666666666,16,19,23,13,17,20,24,8,16,16,5,0,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692
74,72,35,2023-03-24,23-305,SAS,@,WAS,L (-12),1,28.05,5.0,8.0,.625,0.0,2.0,.000,0,0,,3,2,5,3,0,0,1,2,10,9.4,-5,6.0,5.0,0.8333333333333334,16,19,23,13,17,20,24,8,16,16,5,0,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692
75,73,36,2023-03-26,23-307,SAS,@,BOS,L (-44),0,22.166666666666668,5.0,10.0,.500,1.0,4.0,.250,2,3,.667,0,5,5,3,0,0,1,2,13,9.4,-13,6.0,4.0,0.6666666666666666,16,19,23,13,17,20,24,8,16,16,5,0,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692
76,74,37,2023-03-29,23-310,SAS,,UTA,L (-11),0,28.7,7.0,14.0,.500,2.0,6.0,.333,1,1,1.000,3,5,8,5,0,0,3,1,17,13.7,+7,8.0,5.0,0.625,16,19,23,13,17,20,24,8,16,16,5,0,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692
77,75,38,2023-03-31,23-312,SAS,@,GSW,L (-15),1,29.216666666666665,6.0,12.0,.500,0.0,2.0,.000,1,1,1.000,7,4,11,4,1,1,1,2,13,15.8,-5,10.0,6.0,0.6,16,19,23,13,17,20,24,8,16,16,5,0,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692
78,76,39,2023-04-02,23-314,SAS,@,SAC,W (+8),0,16.716666666666665,2.0,5.0,.400,0.0,1.0,.000,2,2,1.000,3,2,5,1,1,0,2,0,6,5.7,-8,4.0,2.0,0.5,16,19,23,13,17,20,24,8,16,16,5,0,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692
79,77,40,2023-04-04,23-316,SAS,@,PHO,L (-21),1,28.5,4.0,6.0,.667,1.0,3.0,.333,4,6,.667,2,6,8,2,0,0,4,1,13,9.8,-6,3.0,3.0,1.0,16,19,23,13,17,20,24,8,16,16,5,0,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692
80,78,41,2023-04-06,23-318,SAS,,POR,W (+2),0,21.05,2.0,8.0,.250,0.0,2.0,.000,0,0,,4,3,7,1,2,1,1,0,4,5.3,+1,6.0,2.0,0.3333333333333333,16,19,23,13,17,20,24,8,16,16,5,0,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692
81,79,42,2023-04-08,23-320,SAS,,MIN,L (-20),1,25.516666666666666,7.0,13.0,.538,2.0,4.0,.500,0,0,,3,3,6,4,1,0,1,2,16,14.7,-9,9.0,5.0,0.5555555555555556,16,19,23,13,17,20,24,8,16,16,5,0,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692
82,80,43,2023-04-09,23-321,SAS,@,DAL,W (+21),1,31.45,8.0,17.0,.471,4.0,7.0,.571,3,6,.500,3,8,11,4,0,1,2,0,23,19.1,+27,10.0,4.0,0.4,16,19,23,13,17,20,24,8,16,16,5,0,21,5,16,9,17,14,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,16.0,37.0,52.0,0.4571428571428571,0.2714285714285714,0.2948717948717949,0.2826086956521739,0.2698412698412698,0.2777777777777778,0.2962962962962963,0.1739130434782608,0.2580645161290322,0.2388059701492537,0.1515151515151515,0.0,0.4038461538461538,0.5555555555555556,0.2622950819672131,0.5625,0.4594594594594595,0.2692307692307692
