Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with A.J. Green,Shared Games with Bobby Portis,Shared Games with Brook Lopez,Shared Games with George Hill,Shared Games with Giannis Antetokounmpo,Shared Games with Grayson Allen,Shared Games with Jevon Carter,Shared Games with Joe Ingles,Shared Games with Jrue Holiday,Shared Games with Khris Middleton,Shared Games with Lindell Wigginton,Shared Games with MarJon Beauchamp,Shared Games with Meyers Leonard,Shared Games with Pat Connaughton,Shared Games with Sandro Mamukelashvili,Shared Games with Serge Ibaka,Shared Games with Thanasis Antetokounmpo,Shared Games with Wesley Matthews,A.J. Green,Bobby Portis,Brook Lopez,George Hill,Giannis Antetokounmpo,Grayson Allen,Jevon Carter,Joe Ingles,Jrue Holiday,Khris Middleton,Lindell Wigginton,MarJon Beauchamp,Meyers Leonard,Pat Connaughton,Sandro Mamukelashvili,Serge Ibaka,Thanasis Antetokounmpo,Wesley Matthews,co_inf with A.J. Green,co_inf with Bobby Portis,co_inf with Brook Lopez,co_inf with George Hill,co_inf with Giannis Antetokounmpo,co_inf with Grayson Allen,co_inf with Jevon Carter,co_inf with Joe Ingles,co_inf with Jrue Holiday,co_inf with Khris Middleton,co_inf with Lindell Wigginton,co_inf with MarJon Beauchamp,co_inf with Meyers Leonard,co_inf with Pat Connaughton,co_inf with Sandro Mamukelashvili,co_inf with Serge Ibaka,co_inf with Thanasis Antetokounmpo,co_inf with Wesley Matthews
68,66,48,2023-03-11,24-183,IND,@,DET,W (+6),0,16.4,4.0,9.0,.444,2.0,5.0,.400,1,2,.500,1,1,2,1,1,0,3,3,11,4.4,+8,4.0,2.0,0.5,18,34,37,40,28,34,38,10,29,9,0,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5
69,67,49,2023-03-13,24-185,IND,@,DET,L (-20),0,31.266666666666666,7.0,12.0,.583,3.0,6.0,.500,3,5,.600,0,4,4,3,2,0,2,1,20,16.5,-2,6.0,4.0,0.6666666666666666,18,34,37,40,28,34,38,10,29,9,0,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5
70,68,50,2023-03-16,24-188,IND,@,MIL,W (+16),1,33.233333333333334,5.0,11.0,.455,2.0,3.0,.667,0,0,,1,8,9,4,1,1,4,1,12,9.5,+7,8.0,3.0,0.375,18,34,37,40,28,34,38,10,29,9,0,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5
71,69,51,2023-03-18,24-190,IND,,PHI,L (-20),1,29.216666666666665,5.0,13.0,.385,3.0,4.0,.750,0,0,,3,6,9,5,0,0,3,3,13,9.1,-27,9.0,2.0,0.2222222222222222,18,34,37,40,28,34,38,10,29,9,0,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5
72,70,52,2023-03-20,24-192,IND,@,CHO,L (-6),0,20.583333333333332,2.0,6.0,.333,2.0,3.0,.667,1,2,.500,1,5,6,2,0,1,1,4,7,4.9,+3,3.0,0.0,0.0,18,34,37,40,28,34,38,10,29,9,0,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5
73,71,53,2023-03-22,24-194,IND,@,TOR,W (+4),0,18.066666666666666,3.0,7.0,.429,2.0,3.0,.667,2,2,1.000,0,0,0,0,0,0,0,1,10,5.9,-2,4.0,1.0,0.25,18,34,37,40,28,34,38,10,29,9,0,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5
74,72,54,2023-03-24,24-196,IND,@,BOS,L (-25),0,18.25,2.0,5.0,.400,0.0,2.0,.000,0,0,,0,4,4,0,0,0,1,1,4,1.1,-8,3.0,2.0,0.6666666666666666,18,34,37,40,28,34,38,10,29,9,0,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5
75,73,55,2023-03-25,24-197,IND,@,ATL,L (-13),0,33.6,12.0,17.0,.706,4.0,7.0,.571,5,5,1.000,1,5,6,1,0,1,2,2,33,26.7,-10,10.0,8.0,0.8,18,34,37,40,28,34,38,10,29,9,0,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5
76,74,56,2023-03-27,24-199,IND,,DAL,L (-23),1,30.833333333333332,5.0,11.0,.455,2.0,4.0,.500,1,2,.500,2,7,9,1,0,0,3,2,13,7.3,-17,7.0,3.0,0.4285714285714285,18,34,37,40,28,34,38,10,29,9,0,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5
77,75,57,2023-03-29,24-201,IND,,MIL,L (-13),1,34.483333333333334,7.0,14.0,.500,3.0,6.0,.500,1,2,.500,0,2,2,2,1,0,1,3,18,11.4,-23,8.0,4.0,0.5,18,34,37,40,28,34,38,10,29,9,0,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5
78,76,58,2023-03-31,24-203,IND,,OKC,W (+4),1,29.65,6.0,14.0,.429,1.0,6.0,.167,0,0,,1,5,6,6,0,1,0,2,13,11.9,,8.0,5.0,0.625,18,34,37,40,28,34,38,10,29,9,0,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5
79,77,59,2023-04-02,24-205,IND,@,CLE,L (-10),1,35.88333333333333,4.0,15.0,.267,2.0,8.0,.250,5,6,.833,3,7,10,3,0,0,1,0,15,11.0,-11,7.0,2.0,0.2857142857142857,18,34,37,40,28,34,38,10,29,9,0,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5
80,78,60,2023-04-05,24-208,IND,,NYK,L (-9),1,25.683333333333334,3.0,9.0,.333,2.0,6.0,.333,3,4,.750,0,1,1,1,0,0,2,1,11,4.1,-31,3.0,1.0,0.3333333333333333,18,34,37,40,28,34,38,10,29,9,0,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5
81,79,61,2023-04-07,24-210,IND,,DET,L (-7),1,24.95,6.0,13.0,.462,1.0,4.0,.250,0,0,,2,4,6,3,0,0,0,3,13,9.8,+15,9.0,5.0,0.5555555555555556,18,34,37,40,28,34,38,10,29,9,0,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5
82,80,62,2023-04-09,24-212,IND,@,NYK,W (+5),1,23.333333333333332,7.0,10.0,.700,4.0,6.0,.667,1,1,1.000,0,4,4,0,0,1,3,4,19,12.1,-13,4.0,3.0,0.75,18,34,37,40,28,34,38,10,29,9,0,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5
