Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with A.J. Green,Shared Games with Bobby Portis,Shared Games with Brook Lopez,Shared Games with George Hill,Shared Games with Giannis Antetokounmpo,Shared Games with Grayson Allen,Shared Games with Jevon Carter,Shared Games with Joe Ingles,Shared Games with Jrue Holiday,Shared Games with Khris Middleton,Shared Games with MarJon Beauchamp,Shared Games with Meyers Leonard,Shared Games with Pat Connaughton,Shared Games with Sandro Mamukelashvili,Shared Games with Serge Ibaka,Shared Games with Thanasis Antetokounmpo,Shared Games with Wesley Matthews,A.J. Green,Bobby Portis,Brook Lopez,George Hill,Giannis Antetokounmpo,Grayson Allen,Jevon Carter,Joe Ingles,Jrue Holiday,Khris Middleton,Lindell Wigginton,MarJon Beauchamp,Meyers Leonard,Pat Connaughton,Sandro Mamukelashvili,Serge Ibaka,Thanasis Antetokounmpo,Wesley Matthews,co_inf with A.J. Green,co_inf with Bobby Portis,co_inf with Brook Lopez,co_inf with George Hill,co_inf with Giannis Antetokounmpo,co_inf with Grayson Allen,co_inf with Jevon Carter,co_inf with Joe Ingles,co_inf with Jrue Holiday,co_inf with Khris Middleton,co_inf with Lindell Wigginton,co_inf with MarJon Beauchamp,co_inf with Meyers Leonard,co_inf with Pat Connaughton,co_inf with Sandro Mamukelashvili,co_inf with Serge Ibaka,co_inf with Thanasis Antetokounmpo,co_inf with Wesley Matthews,Shared Games with Goran Dragić,Shared Games with Aaron Nesmith,Shared Games with Andrew Nembhard,Shared Games with Bennedict Mathurin,Shared Games with Buddy Hield,Shared Games with Chris Duarte,Shared Games with Daniel Theis,Shared Games with Isaiah Jackson,Shared Games with Jalen Smith,Shared Games with James Johnson,Shared Games with Myles Turner,Shared Games with Oshae Brissett,Shared Games with T.J. McConnell,Shared Games with Tyrese Haliburton,Aaron Nesmith,Andrew Nembhard,Bennedict Mathurin,Buddy Hield,Chris Duarte,Daniel Theis,Gabe York,Isaiah Jackson,Jalen Smith,James Johnson,John Collins,Kendall Brown,Myles Turner,Oshae Brissett,T.J. McConnell,Trevelin Queen,Tyrese Haliburton,co_inf with Aaron Nesmith,co_inf with Andrew Nembhard,co_inf with Bennedict Mathurin,co_inf with Buddy Hield,co_inf with Chris Duarte,co_inf with Daniel Theis,co_inf with Gabe York,co_inf with Isaiah Jackson,co_inf with Jalen Smith,co_inf with James Johnson,co_inf with John Collins,co_inf with Kendall Brown,co_inf with Myles Turner,co_inf with Oshae Brissett,co_inf with T.J. McConnell,co_inf with Trevelin Queen,co_inf with Tyrese Haliburton,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
29,29,25,2022-12-17,24-099,MIL,,UTA,W (+26),0,3:58,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,-0.4,+3,0.0,0.0,,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,1.0,88.0,2.838709677419355,-0.4,103.4,3.335483870967742
30,30,,2022-12-19,24-101,MIL,@,NOP,W (+9),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,,80.0,2.5806451612903225,0.0,90.9,2.9322580645161294
31,31,,2022-12-21,24-103,MIL,@,CLE,L (-8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,,64.0,2.064516129032258,0.0,63.3,2.041935483870968
32,32,26,2022-12-23,24-105,MIL,@,BRK,L (-18),0,3:05,1.0,1.0,1.000,0.0,0.0,,1,1.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.7,+3,1.0,1.0,1.0,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,1.0,89.0,2.870967741935484,2.3000000000000003,90.29999999999998,2.912903225806451
33,33,,2022-12-25,24-107,MIL,@,BOS,L (-21),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,,94.0,3.032258064516129,0.0,82.0,2.6451612903225805
34,34,,2022-12-28,24-110,MIL,@,CHI,L (-6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,,61.0,1.967741935483871,0.0,58.7,1.8935483870967742
35,35,,2022-12-30,24-112,MIL,,MIN,W (+9),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,,92.0,2.967741935483871,0.0,98.4,3.174193548387097
36,36,27,2023-01-01,24-114,MIL,,WAS,L (-23),0,5:28,1.0,1.0,1.000,0.0,0.0,,2,2.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.7,-3,1.0,1.0,1.0,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,1.0,99.0,3.193548387096774,2.9000000000000004,113.3,3.6548387096774193
37,37,,2023-01-03,24-116,MIL,,WAS,W (+10),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,,96.0,3.096774193548387,0.0,103.6,3.3419354838709676
38,38,28,2023-01-04,24-117,MIL,@,TOR,W (+3),0,13:58,2.0,5.0,.400,1.0,2.0,.500,0,0.0,,0.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,5.0,2.2,-15,3.0,1.0,0.3333333333333333,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,2.0,92.0,2.967741935483871,2.2,88.1,2.8419354838709676
39,39,29,2023-01-06,24-119,MIL,,CHO,L (-29),0,12:00,1.0,2.0,.500,1.0,1.0,1.000,0,0.0,,1.0,5.0,6.0,1.0,0.0,1.0,4.0,0.0,3.0,1.6,-4,1.0,0.0,0.0,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,5.0,100.0,3.225806451612903,1.5999999999999996,108.0,3.4838709677419355
40,40,,2023-01-09,24-122,MIL,@,NYK,W (+4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,,77.0,2.4838709677419355,0.0,76.39999999999999,2.464516129032258
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,,0.0,0.0,0.0,0.0,0.0
42,41,,2023-01-11,24-124,MIL,@,ATL,W (+9),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,,81.0,2.6129032258064515,0.0,85.60000000000002,2.761290322580646
43,42,30,2023-01-12,24-125,MIL,@,MIA,L (-6),0,27:46,6.0,12.0,.500,4.0,8.0,.500,0,0.0,,0.0,5.0,5.0,1.0,0.0,0.0,1.0,0.0,16.0,11.2,+2,4.0,2.0,0.5,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,9.0,66.0,2.129032258064516,11.2,76.89999999999999,2.4806451612903224
44,43,,2023-01-14,24-127,MIL,@,MIA,L (-16),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,,65.0,2.096774193548387,0.0,77.89999999999999,2.5129032258064514
45,44,31,2023-01-16,24-129,MIL,,IND,W (+13),0,23:15,4.0,9.0,.444,4.0,4.0,1.000,2,3.0,.667,2.0,4.0,6.0,2.0,0.0,0.0,2.0,1.0,14.0,10.5,+5,5.0,0.0,0.0,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,8.0,62.0,2.0,9.699999999999998,69.1,2.229032258064516
46,45,32,2023-01-17,24-130,MIL,,TOR,W (+8),0,19:21,1.0,5.0,.200,1.0,3.0,.333,4,4.0,1.000,0.0,3.0,3.0,0.0,1.0,1.0,1.0,4.0,7.0,3.9,-5,2.0,0.0,0.0,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,2.0,98.0,3.161290322580645,2.3000000000000003,95.4,3.07741935483871
47,46,33,2023-01-21,24-134,MIL,@,CLE,L (-12),0,11:50,1.0,2.0,.500,1.0,2.0,.500,0,0.0,,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,3.0,3.9,-6,0.0,0.0,,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,5.0,79.0,2.548387096774193,3.900000000000001,62.49999999999999,2.0161290322580645
