Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Nesmith,Shared Games with Andrew Nembhard,Shared Games with Bennedict Mathurin,Shared Games with Buddy Hield,Shared Games with Chris Duarte,Shared Games with Daniel Theis,Shared Games with Gabe York,Shared Games with Isaiah Jackson,Shared Games with Jalen Smith,Shared Games with James Johnson,Shared Games with Kendall Brown,Shared Games with Myles Turner,Shared Games with Oshae Brissett,Shared Games with T.J. McConnell,Shared Games with Terry Taylor,Shared Games with Trevelin Queen,Shared Games with Tyrese Haliburton,Aaron Nesmith,Andrew Nembhard,Bennedict Mathurin,Buddy Hield,Chris Duarte,Daniel Theis,Gabe York,Isaiah Jackson,Jalen Smith,James Johnson,Kendall Brown,Myles Turner,Oshae Brissett,T.J. McConnell,Terry Taylor,Trevelin Queen,Tyrese Haliburton,co_inf with Aaron Nesmith,co_inf with Andrew Nembhard,co_inf with Bennedict Mathurin,co_inf with Buddy Hield,co_inf with Chris Duarte,co_inf with Daniel Theis,co_inf with Gabe York,co_inf with Isaiah Jackson,co_inf with Jalen Smith,co_inf with James Johnson,co_inf with Kendall Brown,co_inf with Myles Turner,co_inf with Oshae Brissett,co_inf with T.J. McConnell,co_inf with Terry Taylor,co_inf with Trevelin Queen,co_inf with Tyrese Haliburton
34,34,17,2022-12-26,23-159,IND,@,NOP,L (-20),0,10.933333333333334,2.0,2.0,1.000,0.0,0.0,,0,0,,1,0,1,0,0,0,0,2,4,3.3,+8,2.0,2.0,1.0,18,17,21,21,12,0,0,19,18,8,3,15,17,20,14,2,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.2465753424657534,0.2266666666666666,0.2692307692307692,0.2625,0.2608695652173913,0.0,0.0,0.3015873015873015,0.2647058823529412,0.4444444444444444,0.5,0.2419354838709677,0.2615384615384615,0.2666666666666666,0.4516129032258064,0.2857142857142857,0.3392857142857143
35,35,,2022-12-27,23-160,IND,,ATL,W (+15),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,18,17,21,21,12,0,0,19,18,8,3,15,17,20,14,2,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.2465753424657534,0.2266666666666666,0.2692307692307692,0.2625,0.2608695652173913,0.0,0.0,0.3015873015873015,0.2647058823529412,0.4444444444444444,0.5,0.2419354838709677,0.2615384615384615,0.2666666666666666,0.4516129032258064,0.2857142857142857,0.3392857142857143
36,36,,2022-12-29,23-162,IND,,CLE,W (+9),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,18,17,21,21,12,0,0,19,18,8,3,15,17,20,14,2,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.2465753424657534,0.2266666666666666,0.2692307692307692,0.2625,0.2608695652173913,0.0,0.0,0.3015873015873015,0.2647058823529412,0.4444444444444444,0.5,0.2419354838709677,0.2615384615384615,0.2666666666666666,0.4516129032258064,0.2857142857142857,0.3392857142857143
37,37,,2022-12-31,23-164,IND,,LAC,W (+1),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,18,17,21,21,12,0,0,19,18,8,3,15,17,20,14,2,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.2465753424657534,0.2266666666666666,0.2692307692307692,0.2625,0.2608695652173913,0.0,0.0,0.3015873015873015,0.2647058823529412,0.4444444444444444,0.5,0.2419354838709677,0.2615384615384615,0.2666666666666666,0.4516129032258064,0.2857142857142857,0.3392857142857143
38,38,,2023-01-02,23-166,IND,,TOR,W (+8),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,18,17,21,21,12,0,0,19,18,8,3,15,17,20,14,2,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.2465753424657534,0.2266666666666666,0.2692307692307692,0.2625,0.2608695652173913,0.0,0.0,0.3015873015873015,0.2647058823529412,0.4444444444444444,0.5,0.2419354838709677,0.2615384615384615,0.2666666666666666,0.4516129032258064,0.2857142857142857,0.3392857142857143
39,39,,2023-01-04,23-168,IND,@,PHI,L (-3),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,18,17,21,21,12,0,0,19,18,8,3,15,17,20,14,2,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.2465753424657534,0.2266666666666666,0.2692307692307692,0.2625,0.2608695652173913,0.0,0.0,0.3015873015873015,0.2647058823529412,0.4444444444444444,0.5,0.2419354838709677,0.2615384615384615,0.2666666666666666,0.4516129032258064,0.2857142857142857,0.3392857142857143
40,40,18,2023-01-06,23-170,IND,,POR,W (+9),0,4.716666666666667,0.0,2.0,.000,0.0,0.0,,0,0,,1,1,2,1,1,0,0,2,0,0.5,+6,2.0,0.0,0.0,18,17,21,21,12,0,0,19,18,8,3,15,17,20,14,2,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.2465753424657534,0.2266666666666666,0.2692307692307692,0.2625,0.2608695652173913,0.0,0.0,0.3015873015873015,0.2647058823529412,0.4444444444444444,0.5,0.2419354838709677,0.2615384615384615,0.2666666666666666,0.4516129032258064,0.2857142857142857,0.3392857142857143
41,Rk,G,Date,Age,Tm,,Opp,,GS,0.0,,,FG%,,,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,,,,18,17,21,21,12,0,0,19,18,8,3,15,17,20,14,2,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.2465753424657534,0.2266666666666666,0.2692307692307692,0.2625,0.2608695652173913,0.0,0.0,0.3015873015873015,0.2647058823529412,0.4444444444444444,0.5,0.2419354838709677,0.2615384615384615,0.2666666666666666,0.4516129032258064,0.2857142857142857,0.3392857142857143
42,41,,2023-01-08,23-172,IND,,CHO,W (+5),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,18,17,21,21,12,0,0,19,18,8,3,15,17,20,14,2,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.2465753424657534,0.2266666666666666,0.2692307692307692,0.2625,0.2608695652173913,0.0,0.0,0.3015873015873015,0.2647058823529412,0.4444444444444444,0.5,0.2419354838709677,0.2615384615384615,0.2666666666666666,0.4516129032258064,0.2857142857142857,0.3392857142857143
43,42,19,2023-01-11,23-175,IND,@,NYK,L (-6),0,15.016666666666667,2.0,3.0,.667,1.0,2.0,.500,0,0,,2,1,3,1,1,1,0,2,5,7.0,+10,1.0,1.0,1.0,18,17,21,21,12,0,0,19,18,8,3,15,17,20,14,2,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.2465753424657534,0.2266666666666666,0.2692307692307692,0.2625,0.2608695652173913,0.0,0.0,0.3015873015873015,0.2647058823529412,0.4444444444444444,0.5,0.2419354838709677,0.2615384615384615,0.2666666666666666,0.4516129032258064,0.2857142857142857,0.3392857142857143
44,43,,2023-01-13,23-177,IND,,ATL,L (-2),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,18,17,21,21,12,0,0,19,18,8,3,15,17,20,14,2,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.2465753424657534,0.2266666666666666,0.2692307692307692,0.2625,0.2608695652173913,0.0,0.0,0.3015873015873015,0.2647058823529412,0.4444444444444444,0.5,0.2419354838709677,0.2615384615384615,0.2666666666666666,0.4516129032258064,0.2857142857142857,0.3392857142857143
45,44,,2023-01-14,23-178,IND,,MEM,L (-18),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,18,17,21,21,12,0,0,19,18,8,3,15,17,20,14,2,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.2465753424657534,0.2266666666666666,0.2692307692307692,0.2625,0.2608695652173913,0.0,0.0,0.3015873015873015,0.2647058823529412,0.4444444444444444,0.5,0.2419354838709677,0.2615384615384615,0.2666666666666666,0.4516129032258064,0.2857142857142857,0.3392857142857143
46,45,,2023-01-16,23-180,IND,@,MIL,L (-13),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,18,17,21,21,12,0,0,19,18,8,3,15,17,20,14,2,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.2465753424657534,0.2266666666666666,0.2692307692307692,0.2625,0.2608695652173913,0.0,0.0,0.3015873015873015,0.2647058823529412,0.4444444444444444,0.5,0.2419354838709677,0.2615384615384615,0.2666666666666666,0.4516129032258064,0.2857142857142857,0.3392857142857143
47,46,20,2023-01-18,23-182,IND,@,OKC,L (-20),0,6.266666666666667,0.0,3.0,.000,0.0,0.0,,2,4,.500,3,0,3,0,1,0,1,0,2,1.2,+3,3.0,0.0,0.0,18,17,21,21,12,0,0,19,18,8,3,15,17,20,14,2,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.2465753424657534,0.2266666666666666,0.2692307692307692,0.2625,0.2608695652173913,0.0,0.0,0.3015873015873015,0.2647058823529412,0.4444444444444444,0.5,0.2419354838709677,0.2615384615384615,0.2666666666666666,0.4516129032258064,0.2857142857142857,0.3392857142857143
48,47,21,2023-01-20,23-184,IND,@,DEN,L (-23),0,6.916666666666667,0.0,0.0,,0.0,0.0,,0,2,.000,2,1,3,0,0,0,1,0,0,-0.1,0,0.0,0.0,,18,17,21,21,12,0,0,19,18,8,3,15,17,20,14,2,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.2465753424657534,0.2266666666666666,0.2692307692307692,0.2625,0.2608695652173913,0.0,0.0,0.3015873015873015,0.2647058823529412,0.4444444444444444,0.5,0.2419354838709677,0.2615384615384615,0.2666666666666666,0.4516129032258064,0.2857142857142857,0.3392857142857143
49,48,,2023-01-21,23-185,IND,@,PHO,L (-5),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,18,17,21,21,12,0,0,19,18,8,3,15,17,20,14,2,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.2465753424657534,0.2266666666666666,0.2692307692307692,0.2625,0.2608695652173913,0.0,0.0,0.3015873015873015,0.2647058823529412,0.4444444444444444,0.5,0.2419354838709677,0.2615384615384615,0.2666666666666666,0.4516129032258064,0.2857142857142857,0.3392857142857143
50,49,,2023-01-24,23-188,IND,,CHI,W (+6),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,18,17,21,21,12,0,0,19,18,8,3,15,17,20,14,2,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.2465753424657534,0.2266666666666666,0.2692307692307692,0.2625,0.2608695652173913,0.0,0.0,0.3015873015873015,0.2647058823529412,0.4444444444444444,0.5,0.2419354838709677,0.2615384615384615,0.2666666666666666,0.4516129032258064,0.2857142857142857,0.3392857142857143
51,50,,2023-01-25,23-189,IND,@,ORL,L (-6),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,18,17,21,21,12,0,0,19,18,8,3,15,17,20,14,2,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.2465753424657534,0.2266666666666666,0.2692307692307692,0.2625,0.2608695652173913,0.0,0.0,0.3015873015873015,0.2647058823529412,0.4444444444444444,0.5,0.2419354838709677,0.2615384615384615,0.2666666666666666,0.4516129032258064,0.2857142857142857,0.3392857142857143
52,51,,2023-01-27,23-191,IND,,MIL,L (-10),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,18,17,21,21,12,0,0,19,18,8,3,15,17,20,14,2,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.2465753424657534,0.2266666666666666,0.2692307692307692,0.2625,0.2608695652173913,0.0,0.0,0.3015873015873015,0.2647058823529412,0.4444444444444444,0.5,0.2419354838709677,0.2615384615384615,0.2666666666666666,0.4516129032258064,0.2857142857142857,0.3392857142857143
53,52,,2023-01-29,23-193,IND,@,MEM,L (-12),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,18,17,21,21,12,0,0,19,18,8,3,15,17,20,14,2,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.2465753424657534,0.2266666666666666,0.2692307692307692,0.2625,0.2608695652173913,0.0,0.0,0.3015873015873015,0.2647058823529412,0.4444444444444444,0.5,0.2419354838709677,0.2615384615384615,0.2666666666666666,0.4516129032258064,0.2857142857142857,0.3392857142857143
54,53,,2023-02-02,23-197,IND,,LAL,L (-1),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,18,17,21,21,12,0,0,19,18,8,3,15,17,20,14,2,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.2465753424657534,0.2266666666666666,0.2692307692307692,0.2625,0.2608695652173913,0.0,0.0,0.3015873015873015,0.2647058823529412,0.4444444444444444,0.5,0.2419354838709677,0.2615384615384615,0.2666666666666666,0.4516129032258064,0.2857142857142857,0.3392857142857143
55,54,,2023-02-03,23-198,IND,,SAC,W (+3),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,18,17,21,21,12,0,0,19,18,8,3,15,17,20,14,2,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.2465753424657534,0.2266666666666666,0.2692307692307692,0.2625,0.2608695652173913,0.0,0.0,0.3015873015873015,0.2647058823529412,0.4444444444444444,0.5,0.2419354838709677,0.2615384615384615,0.2666666666666666,0.4516129032258064,0.2857142857142857,0.3392857142857143
56,55,,2023-02-05,23-200,IND,,CLE,L (-19),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,18,17,21,21,12,0,0,19,18,8,3,15,17,20,14,2,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.2465753424657534,0.2266666666666666,0.2692307692307692,0.2625,0.2608695652173913,0.0,0.0,0.3015873015873015,0.2647058823529412,0.4444444444444444,0.5,0.2419354838709677,0.2615384615384615,0.2666666666666666,0.4516129032258064,0.2857142857142857,0.3392857142857143
57,56,,2023-02-08,23-203,IND,@,MIA,L (-5),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,18,17,21,21,12,0,0,19,18,8,3,15,17,20,14,2,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.2465753424657534,0.2266666666666666,0.2692307692307692,0.2625,0.2608695652173913,0.0,0.0,0.3015873015873015,0.2647058823529412,0.4444444444444444,0.5,0.2419354838709677,0.2615384615384615,0.2666666666666666,0.4516129032258064,0.2857142857142857,0.3392857142857143
58,57,,2023-02-10,23-205,IND,,PHO,L (-13),Not With Team,0.0,,,Not With Team,,,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,,,,18,17,21,21,12,0,0,19,18,8,3,15,17,20,14,2,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.2465753424657534,0.2266666666666666,0.2692307692307692,0.2625,0.2608695652173913,0.0,0.0,0.3015873015873015,0.2647058823529412,0.4444444444444444,0.5,0.2419354838709677,0.2615384615384615,0.2666666666666666,0.4516129032258064,0.2857142857142857,0.3392857142857143
59,58,,2023-02-14,23-209,ORL,@,TOR,L (-10),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,18,17,21,21,12,0,0,19,18,8,3,15,17,20,14,2,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.2465753424657534,0.2266666666666666,0.2692307692307692,0.2625,0.2608695652173913,0.0,0.0,0.3015873015873015,0.2647058823529412,0.4444444444444444,0.5,0.2419354838709677,0.2615384615384615,0.2666666666666666,0.4516129032258064,0.2857142857142857,0.3392857142857143
60,59,,2023-02-23,23-218,ORL,,DET,W (+2),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,18,17,21,21,12,0,0,19,18,8,3,15,17,20,14,2,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.2465753424657534,0.2266666666666666,0.2692307692307692,0.2625,0.2608695652173913,0.0,0.0,0.3015873015873015,0.2647058823529412,0.4444444444444444,0.5,0.2419354838709677,0.2615384615384615,0.2666666666666666,0.4516129032258064,0.2857142857142857,0.3392857142857143
61,60,22,2023-02-25,23-220,ORL,,IND,L (-13),0,9.4,2.0,3.0,.667,1.0,1.0,1.000,1,1,1.000,1,5,6,1,0,0,0,1,6,7.2,+7,2.0,1.0,0.5,18,17,21,21,12,0,0,19,18,8,3,15,17,20,14,2,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.2465753424657534,0.2266666666666666,0.2692307692307692,0.2625,0.2608695652173913,0.0,0.0,0.3015873015873015,0.2647058823529412,0.4444444444444444,0.5,0.2419354838709677,0.2615384615384615,0.2666666666666666,0.4516129032258064,0.2857142857142857,0.3392857142857143
62,Rk,G,Date,Age,Tm,,Opp,,GS,0.0,,,FG%,,,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,,,,18,17,21,21,12,0,0,19,18,8,3,15,17,20,14,2,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.2465753424657534,0.2266666666666666,0.2692307692307692,0.2625,0.2608695652173913,0.0,0.0,0.3015873015873015,0.2647058823529412,0.4444444444444444,0.5,0.2419354838709677,0.2615384615384615,0.2666666666666666,0.4516129032258064,0.2857142857142857,0.3392857142857143
63,61,,2023-02-27,23-222,ORL,@,NOP,W (+8),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,18,17,21,21,12,0,0,19,18,8,3,15,17,20,14,2,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.2465753424657534,0.2266666666666666,0.2692307692307692,0.2625,0.2608695652173913,0.0,0.0,0.3015873015873015,0.2647058823529412,0.4444444444444444,0.5,0.2419354838709677,0.2615384615384615,0.2666666666666666,0.4516129032258064,0.2857142857142857,0.3392857142857143
64,62,23,2023-03-01,23-224,ORL,@,MIL,L (-22),0,4.55,1.0,2.0,.500,0.0,1.0,.000,1,1,1.000,1,1,2,0,0,0,0,0,3,3.0,+1,1.0,1.0,1.0,18,17,21,21,12,0,0,19,18,8,3,15,17,20,14,2,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.2465753424657534,0.2266666666666666,0.2692307692307692,0.2625,0.2608695652173913,0.0,0.0,0.3015873015873015,0.2647058823529412,0.4444444444444444,0.5,0.2419354838709677,0.2615384615384615,0.2666666666666666,0.4516129032258064,0.2857142857142857,0.3392857142857143
65,63,,2023-03-03,23-226,ORL,@,CHO,W (+11),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,18,17,21,21,12,0,0,19,18,8,3,15,17,20,14,2,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.2465753424657534,0.2266666666666666,0.2692307692307692,0.2625,0.2608695652173913,0.0,0.0,0.3015873015873015,0.2647058823529412,0.4444444444444444,0.5,0.2419354838709677,0.2615384615384615,0.2666666666666666,0.4516129032258064,0.2857142857142857,0.3392857142857143
66,64,24,2023-03-05,23-228,ORL,,POR,L (-3),0,6.2,2.0,2.0,1.000,0.0,0.0,,0,0,,0,2,2,0,0,0,0,0,4,4.0,+3,2.0,2.0,1.0,18,17,21,21,12,0,0,19,18,8,3,15,17,20,14,2,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.2465753424657534,0.2266666666666666,0.2692307692307692,0.2625,0.2608695652173913,0.0,0.0,0.3015873015873015,0.2647058823529412,0.4444444444444444,0.5,0.2419354838709677,0.2615384615384615,0.2666666666666666,0.4516129032258064,0.2857142857142857,0.3392857142857143
67,65,25,2023-03-07,23-230,ORL,,MIL,L (-11),0,20.266666666666666,6.0,9.0,.667,0.0,1.0,.000,0,0,,5,3,8,2,1,0,0,3,12,13.7,+6,8.0,6.0,0.75,18,17,21,21,12,0,0,19,18,8,3,15,17,20,14,2,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.2465753424657534,0.2266666666666666,0.2692307692307692,0.2625,0.2608695652173913,0.0,0.0,0.3015873015873015,0.2647058823529412,0.4444444444444444,0.5,0.2419354838709677,0.2615384615384615,0.2666666666666666,0.4516129032258064,0.2857142857142857,0.3392857142857143
68,66,26,2023-03-09,23-232,ORL,,UTA,L (-7),0,20.75,1.0,3.0,.333,0.0,0.0,,1,4,.250,3,2,5,2,0,2,1,1,3,4.2,+2,3.0,1.0,0.3333333333333333,18,17,21,21,12,0,0,19,18,8,3,15,17,20,14,2,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.2465753424657534,0.2266666666666666,0.2692307692307692,0.2625,0.2608695652173913,0.0,0.0,0.3015873015873015,0.2647058823529412,0.4444444444444444,0.5,0.2419354838709677,0.2615384615384615,0.2666666666666666,0.4516129032258064,0.2857142857142857,0.3392857142857143
