Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Danuel House Jr.,Shared Games with De'Anthony Melton,Shared Games with Furkan Korkmaz,Shared Games with Georges Niang,Shared Games with Jaden Springer,Shared Games with James Harden,Shared Games with Joel Embiid,Shared Games with Julian Champagnie,Shared Games with Louis King,Shared Games with Mac McClung,Shared Games with Montrezl Harrell,Shared Games with P.J. Tucker,Shared Games with Paul Reed,Shared Games with Saben Lee,Shared Games with Shake Milton,Shared Games with Tobias Harris,Shared Games with Tyrese Maxey,Danuel House Jr.,De'Anthony Melton,Furkan Korkmaz,Georges Niang,Jaden Springer,James Harden,Joel Embiid,Julian Champagnie,Louis King,Mac McClung,Michael Foster Jr.,Montrezl Harrell,P.J. Tucker,Paul Reed,Saben Lee,Shake Milton,Tobias Harris,Tyrese Maxey,co_inf with Danuel House Jr.,co_inf with De'Anthony Melton,co_inf with Furkan Korkmaz,co_inf with Georges Niang,co_inf with Jaden Springer,co_inf with James Harden,co_inf with Joel Embiid,co_inf with Julian Champagnie,co_inf with Louis King,co_inf with Mac McClung,co_inf with Michael Foster Jr.,co_inf with Montrezl Harrell,co_inf with P.J. Tucker,co_inf with Paul Reed,co_inf with Saben Lee,co_inf with Shake Milton,co_inf with Tobias Harris,co_inf with Tyrese Maxey,Shared Games with Jalen McDaniels,Shared Games with Anfernee Simons,Shared Games with Cam Reddish,Shared Games with Damian Lillard,Shared Games with Drew Eubanks,Shared Games with Jabari Walker,Shared Games with Jerami Grant,Shared Games with John Butler,Shared Games with Jusuf Nurkić,Shared Games with Keon Johnson,Shared Games with Kevin Knox,Shared Games with Nassir Little,Shared Games with Ryan Arcidiacono,Shared Games with Shaedon Sharpe,Shared Games with Trendon Watford,Anfernee Simons,Cam Reddish,Chance Comanche,Damian Lillard,Drew Eubanks,Greg Brown III,Jabari Walker,Jayson Tatum,Jeenathan Williams,Jerami Grant,John Butler,Justin Minaya,Justise Winslow,Jusuf Nurkić,Keon Johnson,Kevin Knox,Nassir Little,Ryan Arcidiacono,Shaedon Sharpe,Skylar Mays,Trendon Watford,co_inf with Anfernee Simons,co_inf with Cam Reddish,co_inf with Chance Comanche,co_inf with Damian Lillard,co_inf with Drew Eubanks,co_inf with Greg Brown III,co_inf with Jabari Walker,co_inf with Jayson Tatum,co_inf with Jeenathan Williams,co_inf with Jerami Grant,co_inf with John Butler,co_inf with Justin Minaya,co_inf with Justise Winslow,co_inf with Jusuf Nurkić,co_inf with Keon Johnson,co_inf with Kevin Knox,co_inf with Nassir Little,co_inf with Ryan Arcidiacono,co_inf with Shaedon Sharpe,co_inf with Skylar Mays,co_inf with Trendon Watford,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
29,29,25,2022-12-19,25-290,PHI,,TOR,W (+3),0,6:48,1.0,3.0,.333,1.0,3.0,.333,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.3,-4,0.0,0.0,,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,2.0,67.0,2.09375,2.3,64.49999999999999,2.0156249999999996
30,30,26,2022-12-21,25-292,PHI,,DET,W (+20),0,13:02,3.0,5.0,.600,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,6.0,6.4,+14,5.0,3.0,0.6,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,4.0,59.0,1.84375,6.399999999999999,69.2,2.1625
31,31,27,2022-12-23,25-294,PHI,,LAC,W (+5),0,0:33,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3,0.0,0.0,,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,0.0,73.0,2.28125,0.0,77.20000000000002,2.4125000000000005
32,32,28,2022-12-25,25-296,PHI,@,NYK,W (+7),0,3:54,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,-1,0.0,0.0,,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,1.0,80.0,2.5,0.7,70.79999999999998,2.2124999999999995
33,33,29,2022-12-27,25-298,PHI,@,WAS,L (-5),0,4:52,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6,-3,0.0,0.0,,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,2.0,53.0,1.65625,0.6,64.30000000000001,2.0093750000000004
34,34,30,2022-12-30,25-301,PHI,@,NOP,L (-11),0,7:57,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.2,-4,0.0,0.0,,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,4.0,92.0,2.875,1.1999999999999995,84.89999999999999,2.6531249999999997
35,35,31,2022-12-31,25-302,PHI,@,OKC,W (+19),1,21:36,3.0,3.0,1.000,3.0,3.0,1.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,9.0,6.4,+22,0.0,0.0,,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,7.0,63.0,1.96875,6.4,62.3,1.946875
36,36,32,2023-01-02,25-304,PHI,,NOP,W (+9),0,8:01,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,3.4,+12,1.0,1.0,1.0,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,3.0,78.0,2.4375,3.4,91.2,2.85
37,37,33,2023-01-04,25-306,PHI,,IND,W (+3),0,21:26,2.0,5.0,.400,1.0,3.0,.333,0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,+14,2.0,1.0,0.5,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,3.0,48.0,1.5,4.0,63.3,1.978125
38,38,34,2023-01-06,25-308,PHI,,CHI,L (-14),0,11:43,0.0,3.0,.000,0.0,2.0,.000,0,0.0,,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.4,-13,1.0,0.0,0.0,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,0.0,45.0,1.40625,-0.3999999999999997,48.1,1.503125
39,39,35,2023-01-08,25-310,PHI,@,DET,W (+12),0,22:56,2.0,6.0,.333,1.0,4.0,.250,0,0.0,,0.0,1.0,1.0,2.0,5.0,0.0,0.0,1.0,5.0,7.9,+2,2.0,1.0,0.5,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,7.0,48.0,1.5,7.9,44.19999999999999,1.3812499999999996
40,40,36,2023-01-10,25-312,PHI,,DET,W (+31),0,9:37,2.0,4.0,.500,0.0,1.0,.000,0,0.0,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,4.0,4.3,-16,3.0,2.0,0.6666666666666666,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,4.0,51.0,1.59375,4.300000000000001,64.60000000000001,2.0187500000000003
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,,0.0,0.0,0.0,0.0,0.0
42,41,37,2023-01-12,25-314,PHI,,OKC,L (-19),0,10:52,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.5,-27,0.0,0.0,,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,2.0,62.0,1.9375,0.4999999999999998,66.39999999999999,2.0749999999999997
43,42,38,2023-01-14,25-316,PHI,@,UTA,W (+1),0,20:27,1.0,3.0,.333,0.0,2.0,.000,0,0.0,,1.0,3.0,4.0,1.0,1.0,0.0,1.0,3.0,2.0,1.4,+1,1.0,1.0,1.0,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,4.0,99.0,3.09375,1.4000000000000004,95.2,2.975
44,43,39,2023-01-15,25-317,PHI,@,LAL,W (+1),0,9:53,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,+2,1.0,1.0,1.0,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,2.0,76.0,2.375,1.1999999999999995,90.1,2.815625
45,44,40,2023-01-17,25-319,PHI,@,LAC,W (+10),0,8:03,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-0.7,0,0.0,0.0,,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,0.0,62.0,1.9375,-0.7000000000000001,72.9,2.278125
46,45,41,2023-01-19,25-321,PHI,@,POR,W (+10),0,16:55,1.0,4.0,.250,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,0.0,2.0,2.0,0.0,3.0,2.0,2.1,+5,3.0,1.0,0.3333333333333333,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,3.0,59.0,1.84375,2.1,52.4,1.6375
47,46,42,2023-01-21,25-323,PHI,@,SAC,W (+2),0,13:03,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,1.1,+3,1.0,1.0,1.0,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,3.0,71.0,2.21875,1.0999999999999996,69.1,2.159375
