Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Wiggins,Shared Games with Aleksej Pokusevski,Shared Games with Darius Bazley,Shared Games with Eugene Omoruyi,Shared Games with Isaiah Joe,Shared Games with Jalen Williams,Shared Games with Jaylin Williams,Shared Games with Jeremiah Robinson-Earl,Shared Games with Josh Giddey,Shared Games with Kenrich Williams,Shared Games with Lindy Waters III,Shared Games with Luguentz Dort,Shared Games with Ousmane Dieng,Shared Games with Shai Gilgeous-Alexander,Shared Games with Tre Mann,Aaron Wiggins,Aleksej Pokusevski,Chet Holmgren,Darius Bazley,Eugene Omoruyi,Isaiah Joe,Jalen Williams,Jared Butler,Jaylin Williams,Jeremiah Robinson-Earl,Josh Giddey,Kenrich Williams,Lindy Waters III,Luguentz Dort,Ousmane Dieng,Shai Gilgeous-Alexander,Tre Mann,co_inf with Aaron Wiggins,co_inf with Aleksej Pokusevski,co_inf with Chet Holmgren,co_inf with Darius Bazley,co_inf with Eugene Omoruyi,co_inf with Isaiah Joe,co_inf with Jalen Williams,co_inf with Jared Butler,co_inf with Jaylin Williams,co_inf with Jeremiah Robinson-Earl,co_inf with Josh Giddey,co_inf with Kenrich Williams,co_inf with Lindy Waters III,co_inf with Luguentz Dort,co_inf with Ousmane Dieng,co_inf with Shai Gilgeous-Alexander,co_inf with Tre Mann,Shared Games with Al Horford,Shared Games with Blake Griffin,Shared Games with Derrick White,Shared Games with Grant Williams,Shared Games with Jaylen Brown,Shared Games with Jayson Tatum,Shared Games with JD Davison,Shared Games with Luke Kornet,Shared Games with Malcolm Brogdon,Shared Games with Marcus Smart,Shared Games with Mfiondu Kabengele,Shared Games with Payton Pritchard,Shared Games with Robert Williams,Shared Games with Sam Hauser,AJ Griffin,Al Horford,Blake Griffin,Danilo Gallinari,Derrick White,Grant Williams,Jaylen Brown,Jayson Tatum,JD Davison,Justin Champagnie,Justin Jackson,Luke Kornet,Malcolm Brogdon,Marcus Smart,Mfiondu Kabengele,Noah Vonleh,Payton Pritchard,Robert Williams,Sam Hauser,co_inf with AJ Griffin,co_inf with Al Horford,co_inf with Blake Griffin,co_inf with Danilo Gallinari,co_inf with Derrick White,co_inf with Grant Williams,co_inf with Jaylen Brown,co_inf with Jayson Tatum,co_inf with JD Davison,co_inf with Justin Champagnie,co_inf with Justin Jackson,co_inf with Luke Kornet,co_inf with Malcolm Brogdon,co_inf with Marcus Smart,co_inf with Mfiondu Kabengele,co_inf with Noah Vonleh,co_inf with Payton Pritchard,co_inf with Robert Williams,co_inf with Sam Hauser,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
30,30,20,2022-12-17,31-169,OKC,,MEM,W (+6),0,10:51,1.0,3.0,.333,0.0,2.0,.000,0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.2,-3,1.0,1.0,1.0,37,21,27,18,37,39,20,17,38,38,19,36,14,40,39,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,39.0,68.0,67.0,0.5285714285714286,0.6176470588235294,,0.627906976744186,0.45,0.5068493150684932,0.52,0.0,0.4081632653061224,0.3953488372093023,0.5,0.7169811320754716,0.4634146341463415,0.4864864864864865,0.358974358974359,0.5882352941176471,0.582089552238806,14,12,20,19,15,17,4,17,14,14,1,8,13,20,72.0,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,5.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.2222222222222222,0.2926829268292683,,0.2439024390243902,0.240506329113924,0.2238805970149253,0.2297297297297297,0.3333333333333333,0.0,0.0,0.2463768115942029,0.208955223880597,0.2295081967213114,0.25,0.0,0.1666666666666666,0.3714285714285714,0.25,29,2.0,62.0,2.1379310344827585,1.2000000000000006,83.09999999999998,2.8655172413793095
31,31,21,2022-12-19,31-171,OKC,,POR,W (+2),0,16:18,4.0,5.0,.800,4.0,5.0,.800,0,0.0,,0.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,12.0,12.0,+12,0.0,0.0,,37,21,27,18,37,39,20,17,38,38,19,36,14,40,39,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,39.0,68.0,67.0,0.5285714285714286,0.6176470588235294,,0.627906976744186,0.45,0.5068493150684932,0.52,0.0,0.4081632653061224,0.3953488372093023,0.5,0.7169811320754716,0.4634146341463415,0.4864864864864865,0.358974358974359,0.5882352941176471,0.582089552238806,14,12,20,19,15,17,4,17,14,14,1,8,13,20,72.0,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,5.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.2222222222222222,0.2926829268292683,,0.2439024390243902,0.240506329113924,0.2238805970149253,0.2297297297297297,0.3333333333333333,0.0,0.0,0.2463768115942029,0.208955223880597,0.2295081967213114,0.25,0.0,0.1666666666666666,0.3714285714285714,0.25,29,12.0,71.0,2.4482758620689653,11.999999999999998,74.6,2.572413793103448
32,32,22,2022-12-21,31-173,OKC,,POR,W (+3),0,20:29,2.0,5.0,.400,2.0,3.0,.667,0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,5.0,6.0,2.3,+3,2.0,0.0,0.0,37,21,27,18,37,39,20,17,38,38,19,36,14,40,39,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,39.0,68.0,67.0,0.5285714285714286,0.6176470588235294,,0.627906976744186,0.45,0.5068493150684932,0.52,0.0,0.4081632653061224,0.3953488372093023,0.5,0.7169811320754716,0.4634146341463415,0.4864864864864865,0.358974358974359,0.5882352941176471,0.582089552238806,14,12,20,19,15,17,4,17,14,14,1,8,13,20,72.0,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,5.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.2222222222222222,0.2926829268292683,,0.2439024390243902,0.240506329113924,0.2238805970149253,0.2297297297297297,0.3333333333333333,0.0,0.0,0.2463768115942029,0.208955223880597,0.2295081967213114,0.25,0.0,0.1666666666666666,0.3714285714285714,0.25,29,3.0,87.0,3.0,2.3,103.2,3.5586206896551724
33,33,23,2022-12-23,31-175,OKC,,NOP,L (-3),0,14:57,1.0,4.0,.250,1.0,3.0,.333,2,2.0,1.000,1.0,2.0,3.0,3.0,0.0,1.0,0.0,1.0,5.0,6.3,+12,1.0,0.0,0.0,37,21,27,18,37,39,20,17,38,38,19,36,14,40,39,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,39.0,68.0,67.0,0.5285714285714286,0.6176470588235294,,0.627906976744186,0.45,0.5068493150684932,0.52,0.0,0.4081632653061224,0.3953488372093023,0.5,0.7169811320754716,0.4634146341463415,0.4864864864864865,0.358974358974359,0.5882352941176471,0.582089552238806,14,12,20,19,15,17,4,17,14,14,1,8,13,20,72.0,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,5.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.2222222222222222,0.2926829268292683,,0.2439024390243902,0.240506329113924,0.2238805970149253,0.2297297297297297,0.3333333333333333,0.0,0.0,0.2463768115942029,0.208955223880597,0.2295081967213114,0.25,0.0,0.1666666666666666,0.3714285714285714,0.25,29,6.0,86.0,2.9655172413793105,5.5,103.5,3.5689655172413794
34,34,24,2022-12-27,31-179,OKC,,SAS,W (+16),0,21:22,5.0,8.0,.625,3.0,5.0,.600,6,6.0,1.000,2.0,4.0,6.0,2.0,1.0,1.0,0.0,1.0,19.0,20.7,+16,3.0,2.0,0.6666666666666666,37,21,27,18,37,39,20,17,38,38,19,36,14,40,39,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,39.0,68.0,67.0,0.5285714285714286,0.6176470588235294,,0.627906976744186,0.45,0.5068493150684932,0.52,0.0,0.4081632653061224,0.3953488372093023,0.5,0.7169811320754716,0.4634146341463415,0.4864864864864865,0.358974358974359,0.5882352941176471,0.582089552238806,14,12,20,19,15,17,4,17,14,14,1,8,13,20,72.0,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,5.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.2222222222222222,0.2926829268292683,,0.2439024390243902,0.240506329113924,0.2238805970149253,0.2297297297297297,0.3333333333333333,0.0,0.0,0.2463768115942029,0.208955223880597,0.2295081967213114,0.25,0.0,0.1666666666666666,0.3714285714285714,0.25,29,15.0,92.0,3.1724137931034484,18.3,117.39999999999998,4.048275862068965
35,35,25,2022-12-29,31-181,OKC,@,CHO,L (-8),0,19:14,1.0,5.0,.200,1.0,4.0,.250,0,0.0,,0.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,1.7,+4,1.0,0.0,0.0,37,21,27,18,37,39,20,17,38,38,19,36,14,40,39,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,39.0,68.0,67.0,0.5285714285714286,0.6176470588235294,,0.627906976744186,0.45,0.5068493150684932,0.52,0.0,0.4081632653061224,0.3953488372093023,0.5,0.7169811320754716,0.4634146341463415,0.4864864864864865,0.358974358974359,0.5882352941176471,0.582089552238806,14,12,20,19,15,17,4,17,14,14,1,8,13,20,72.0,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,5.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.2222222222222222,0.2926829268292683,,0.2439024390243902,0.240506329113924,0.2238805970149253,0.2297297297297297,0.3333333333333333,0.0,0.0,0.2463768115942029,0.208955223880597,0.2295081967213114,0.25,0.0,0.1666666666666666,0.3714285714285714,0.25,29,2.0,97.0,3.3448275862068964,1.7,107.9,3.720689655172414
36,36,26,2022-12-31,31-183,OKC,,PHI,L (-19),0,17:27,1.0,8.0,.125,1.0,6.0,.167,1,2.0,.500,1.0,2.0,3.0,1.0,0.0,0.0,1.0,3.0,4.0,-1.8,+1,2.0,0.0,0.0,37,21,27,18,37,39,20,17,38,38,19,36,14,40,39,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,39.0,68.0,67.0,0.5285714285714286,0.6176470588235294,,0.627906976744186,0.45,0.5068493150684932,0.52,0.0,0.4081632653061224,0.3953488372093023,0.5,0.7169811320754716,0.4634146341463415,0.4864864864864865,0.358974358974359,0.5882352941176471,0.582089552238806,14,12,20,19,15,17,4,17,14,14,1,8,13,20,72.0,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,5.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.2222222222222222,0.2926829268292683,,0.2439024390243902,0.240506329113924,0.2238805970149253,0.2297297297297297,0.3333333333333333,0.0,0.0,0.2463768115942029,0.208955223880597,0.2295081967213114,0.25,0.0,0.1666666666666666,0.3714285714285714,0.25,29,-3.0,79.0,2.7241379310344827,-2.2,94.2,3.2482758620689656
37,37,27,2023-01-03,31-186,OKC,,BOS,W (+33),0,13:02,0.0,3.0,.000,0.0,2.0,.000,0,0.0,,0.0,2.0,2.0,0.0,0.0,1.0,1.0,5.0,0.0,-3.8,+3,1.0,0.0,0.0,37,21,27,18,37,39,20,17,38,38,19,36,14,40,39,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,39.0,68.0,67.0,0.5285714285714286,0.6176470588235294,,0.627906976744186,0.45,0.5068493150684932,0.52,0.0,0.4081632653061224,0.3953488372093023,0.5,0.7169811320754716,0.4634146341463415,0.4864864864864865,0.358974358974359,0.5882352941176471,0.582089552238806,14,12,20,19,15,17,4,17,14,14,1,8,13,20,72.0,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,5.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.2222222222222222,0.2926829268292683,,0.2439024390243902,0.240506329113924,0.2238805970149253,0.2297297297297297,0.3333333333333333,0.0,0.0,0.2463768115942029,0.208955223880597,0.2295081967213114,0.25,0.0,0.1666666666666666,0.3714285714285714,0.25,29,-1.0,68.0,2.3448275862068964,-3.8,87.5,3.0172413793103448
38,38,28,2023-01-04,31-187,OKC,@,ORL,L (-11),0,19:55,3.0,4.0,.750,3.0,4.0,.750,2,2.0,1.000,0.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,11.0,10.2,+1,0.0,0.0,,37,21,27,18,37,39,20,17,38,38,19,36,14,40,39,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,39.0,68.0,67.0,0.5285714285714286,0.6176470588235294,,0.627906976744186,0.45,0.5068493150684932,0.52,0.0,0.4081632653061224,0.3953488372093023,0.5,0.7169811320754716,0.4634146341463415,0.4864864864864865,0.358974358974359,0.5882352941176471,0.582089552238806,14,12,20,19,15,17,4,17,14,14,1,8,13,20,72.0,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,5.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.2222222222222222,0.2926829268292683,,0.2439024390243902,0.240506329113924,0.2238805970149253,0.2297297297297297,0.3333333333333333,0.0,0.0,0.2463768115942029,0.208955223880597,0.2295081967213114,0.25,0.0,0.1666666666666666,0.3714285714285714,0.25,29,8.0,62.0,2.1379310344827585,9.4,84.6,2.9172413793103447
39,39,29,2023-01-06,31-189,OKC,,WAS,W (+17),1,24:19,4.0,10.0,.400,2.0,5.0,.400,0,0.0,,1.0,4.0,5.0,3.0,1.0,2.0,0.0,2.0,10.0,10.2,+11,5.0,2.0,0.4,37,21,27,18,37,39,20,17,38,38,19,36,14,40,39,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,39.0,68.0,67.0,0.5285714285714286,0.6176470588235294,,0.627906976744186,0.45,0.5068493150684932,0.52,0.0,0.4081632653061224,0.3953488372093023,0.5,0.7169811320754716,0.4634146341463415,0.4864864864864865,0.358974358974359,0.5882352941176471,0.582089552238806,14,12,20,19,15,17,4,17,14,14,1,8,13,20,72.0,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,5.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.2222222222222222,0.2926829268292683,,0.2439024390243902,0.240506329113924,0.2238805970149253,0.2297297297297297,0.3333333333333333,0.0,0.0,0.2463768115942029,0.208955223880597,0.2295081967213114,0.25,0.0,0.1666666666666666,0.3714285714285714,0.25,29,11.0,96.0,3.310344827586207,10.199999999999996,103.8,3.579310344827586
40,40,30,2023-01-08,31-191,OKC,,DAL,W (+11),0,10:49,1.0,2.0,.500,1.0,2.0,.500,1,2.0,.500,1.0,2.0,3.0,1.0,0.0,1.0,1.0,2.0,4.0,3.5,+10,0.0,0.0,,37,21,27,18,37,39,20,17,38,38,19,36,14,40,39,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,39.0,68.0,67.0,0.5285714285714286,0.6176470588235294,,0.627906976744186,0.45,0.5068493150684932,0.52,0.0,0.4081632653061224,0.3953488372093023,0.5,0.7169811320754716,0.4634146341463415,0.4864864864864865,0.358974358974359,0.5882352941176471,0.582089552238806,14,12,20,19,15,17,4,17,14,14,1,8,13,20,72.0,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,5.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.2222222222222222,0.2926829268292683,,0.2439024390243902,0.240506329113924,0.2238805970149253,0.2297297297297297,0.3333333333333333,0.0,0.0,0.2463768115942029,0.208955223880597,0.2295081967213114,0.25,0.0,0.1666666666666666,0.3714285714285714,0.25,29,4.0,88.0,3.034482758620689,3.1000000000000014,103.0,3.5517241379310347
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,37,21,27,18,37,39,20,17,38,38,19,36,14,40,39,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,39.0,68.0,67.0,0.5285714285714286,0.6176470588235294,,0.627906976744186,0.45,0.5068493150684932,0.52,0.0,0.4081632653061224,0.3953488372093023,0.5,0.7169811320754716,0.4634146341463415,0.4864864864864865,0.358974358974359,0.5882352941176471,0.582089552238806,14,12,20,19,15,17,4,17,14,14,1,8,13,20,72.0,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,5.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.2222222222222222,0.2926829268292683,,0.2439024390243902,0.240506329113924,0.2238805970149253,0.2297297297297297,0.3333333333333333,0.0,0.0,0.2463768115942029,0.208955223880597,0.2295081967213114,0.25,0.0,0.1666666666666666,0.3714285714285714,0.25,29,,0.0,0.0,0.0,0.0,0.0
42,41,31,2023-01-10,31-193,OKC,@,MIA,L (-1),0,16:19,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,4.7,+3,1.0,1.0,1.0,37,21,27,18,37,39,20,17,38,38,19,36,14,40,39,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,39.0,68.0,67.0,0.5285714285714286,0.6176470588235294,,0.627906976744186,0.45,0.5068493150684932,0.52,0.0,0.4081632653061224,0.3953488372093023,0.5,0.7169811320754716,0.4634146341463415,0.4864864864864865,0.358974358974359,0.5882352941176471,0.582089552238806,14,12,20,19,15,17,4,17,14,14,1,8,13,20,72.0,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,5.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.2222222222222222,0.2926829268292683,,0.2439024390243902,0.240506329113924,0.2238805970149253,0.2297297297297297,0.3333333333333333,0.0,0.0,0.2463768115942029,0.208955223880597,0.2295081967213114,0.25,0.0,0.1666666666666666,0.3714285714285714,0.25,29,6.0,78.0,2.689655172413793,4.7,86.99999999999996,2.9999999999999987
43,42,32,2023-01-12,31-195,OKC,@,PHI,W (+19),0,15:32,3.0,5.0,.600,3.0,5.0,.600,0,0.0,,0.0,4.0,4.0,1.0,0.0,0.0,0.0,4.0,9.0,7.0,+24,0.0,0.0,,37,21,27,18,37,39,20,17,38,38,19,36,14,40,39,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,39.0,68.0,67.0,0.5285714285714286,0.6176470588235294,,0.627906976744186,0.45,0.5068493150684932,0.52,0.0,0.4081632653061224,0.3953488372093023,0.5,0.7169811320754716,0.4634146341463415,0.4864864864864865,0.358974358974359,0.5882352941176471,0.582089552238806,14,12,20,19,15,17,4,17,14,14,1,8,13,20,72.0,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,5.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.2222222222222222,0.2926829268292683,,0.2439024390243902,0.240506329113924,0.2238805970149253,0.2297297297297297,0.3333333333333333,0.0,0.0,0.2463768115942029,0.208955223880597,0.2295081967213114,0.25,0.0,0.1666666666666666,0.3714285714285714,0.25,29,9.0,87.0,3.0,6.999999999999998,104.3,3.596551724137931
44,43,33,2023-01-13,31-196,OKC,@,CHI,W (+14),1,23:30,3.0,10.0,.300,2.0,9.0,.222,0,0.0,,3.0,1.0,4.0,0.0,0.0,0.0,2.0,2.0,8.0,1.8,+3,1.0,1.0,1.0,37,21,27,18,37,39,20,17,38,38,19,36,14,40,39,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,39.0,68.0,67.0,0.5285714285714286,0.6176470588235294,,0.627906976744186,0.45,0.5068493150684932,0.52,0.0,0.4081632653061224,0.3953488372093023,0.5,0.7169811320754716,0.4634146341463415,0.4864864864864865,0.358974358974359,0.5882352941176471,0.582089552238806,14,12,20,19,15,17,4,17,14,14,1,8,13,20,72.0,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,5.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.2222222222222222,0.2926829268292683,,0.2439024390243902,0.240506329113924,0.2238805970149253,0.2297297297297297,0.3333333333333333,0.0,0.0,0.2463768115942029,0.208955223880597,0.2295081967213114,0.25,0.0,0.1666666666666666,0.3714285714285714,0.25,29,0.0,84.0,2.896551724137931,1.7999999999999998,93.0,3.206896551724138
45,44,,2023-01-15,31-198,OKC,@,BRK,W (+10),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,37,21,27,18,37,39,20,17,38,38,19,36,14,40,39,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,39.0,68.0,67.0,0.5285714285714286,0.6176470588235294,,0.627906976744186,0.45,0.5068493150684932,0.52,0.0,0.4081632653061224,0.3953488372093023,0.5,0.7169811320754716,0.4634146341463415,0.4864864864864865,0.358974358974359,0.5882352941176471,0.582089552238806,14,12,20,19,15,17,4,17,14,14,1,8,13,20,72.0,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,5.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.2222222222222222,0.2926829268292683,,0.2439024390243902,0.240506329113924,0.2238805970149253,0.2297297297297297,0.3333333333333333,0.0,0.0,0.2463768115942029,0.208955223880597,0.2295081967213114,0.25,0.0,0.1666666666666666,0.3714285714285714,0.25,29,,110.0,3.793103448275862,0.0,120.90000000000002,4.16896551724138
46,45,34,2023-01-18,31-201,OKC,,IND,W (+20),0,9:36,0.0,2.0,.000,0.0,1.0,.000,0,1.0,.000,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2,-7,1.0,0.0,0.0,37,21,27,18,37,39,20,17,38,38,19,36,14,40,39,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,39.0,68.0,67.0,0.5285714285714286,0.6176470588235294,,0.627906976744186,0.45,0.5068493150684932,0.52,0.0,0.4081632653061224,0.3953488372093023,0.5,0.7169811320754716,0.4634146341463415,0.4864864864864865,0.358974358974359,0.5882352941176471,0.582089552238806,14,12,20,19,15,17,4,17,14,14,1,8,13,20,72.0,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,5.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.2222222222222222,0.2926829268292683,,0.2439024390243902,0.240506329113924,0.2238805970149253,0.2297297297297297,0.3333333333333333,0.0,0.0,0.2463768115942029,0.208955223880597,0.2295081967213114,0.25,0.0,0.1666666666666666,0.3714285714285714,0.25,29,-1.0,99.0,3.413793103448276,-1.2,111.6,3.848275862068965
47,46,35,2023-01-20,31-203,OKC,@,SAC,L (-5),0,11:21,1.0,5.0,.200,1.0,5.0,.200,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,-0.9,-8,0.0,0.0,,37,21,27,18,37,39,20,17,38,38,19,36,14,40,39,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,39.0,68.0,67.0,0.5285714285714286,0.6176470588235294,,0.627906976744186,0.45,0.5068493150684932,0.52,0.0,0.4081632653061224,0.3953488372093023,0.5,0.7169811320754716,0.4634146341463415,0.4864864864864865,0.358974358974359,0.5882352941176471,0.582089552238806,14,12,20,19,15,17,4,17,14,14,1,8,13,20,72.0,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,5.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.2222222222222222,0.2926829268292683,,0.2439024390243902,0.240506329113924,0.2238805970149253,0.2297297297297297,0.3333333333333333,0.0,0.0,0.2463768115942029,0.208955223880597,0.2295081967213114,0.25,0.0,0.1666666666666666,0.3714285714285714,0.25,29,-1.0,64.0,2.206896551724138,-0.9,80.89999999999999,2.789655172413793
48,47,36,2023-01-22,31-205,OKC,@,DEN,W (+2),1,16:17,3.0,7.0,.429,0.0,0.0,,2,2.0,1.000,2.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0,8.0,6.6,+11,7.0,3.0,0.4285714285714285,37,21,27,18,37,39,20,17,38,38,19,36,14,40,39,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,39.0,68.0,67.0,0.5285714285714286,0.6176470588235294,,0.627906976744186,0.45,0.5068493150684932,0.52,0.0,0.4081632653061224,0.3953488372093023,0.5,0.7169811320754716,0.4634146341463415,0.4864864864864865,0.358974358974359,0.5882352941176471,0.582089552238806,14,12,20,19,15,17,4,17,14,14,1,8,13,20,72.0,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,5.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.2222222222222222,0.2926829268292683,,0.2439024390243902,0.240506329113924,0.2238805970149253,0.2297297297297297,0.3333333333333333,0.0,0.0,0.2463768115942029,0.208955223880597,0.2295081967213114,0.25,0.0,0.1666666666666666,0.3714285714285714,0.25,29,4.0,86.0,2.9655172413793105,5.799999999999999,95.7,3.3000000000000003
49,48,37,2023-01-25,31-208,OKC,,ATL,L (-5),0,10:47,2.0,4.0,.500,2.0,4.0,.500,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,-18,0.0,0.0,,37,21,27,18,37,39,20,17,38,38,19,36,14,40,39,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,39.0,68.0,67.0,0.5285714285714286,0.6176470588235294,,0.627906976744186,0.45,0.5068493150684932,0.52,0.0,0.4081632653061224,0.3953488372093023,0.5,0.7169811320754716,0.4634146341463415,0.4864864864864865,0.358974358974359,0.5882352941176471,0.582089552238806,14,12,20,19,15,17,4,17,14,14,1,8,13,20,72.0,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,5.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.2222222222222222,0.2926829268292683,,0.2439024390243902,0.240506329113924,0.2238805970149253,0.2297297297297297,0.3333333333333333,0.0,0.0,0.2463768115942029,0.208955223880597,0.2295081967213114,0.25,0.0,0.1666666666666666,0.3714285714285714,0.25,29,2.0,65.0,2.2413793103448274,4.0,71.6,2.468965517241379
