Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Andre Iguodala,Shared Games with Andrew Wiggins,Shared Games with Anthony Lamb,Shared Games with Donte DiVincenzo,Shared Games with Draymond Green,Shared Games with James Wiseman,Shared Games with JaMychal Green,Shared Games with Jonathan Kuminga,Shared Games with Jordan Poole,Shared Games with Klay Thompson,Shared Games with Moses Moody,Shared Games with Patrick Baldwin Jr.,Shared Games with Ryan Rollins,Shared Games with Stephen Curry,Shared Games with Ty Jerome,Andre Iguodala,Andrew Wiggins,Anthony Lamb,Donte DiVincenzo,Draymond Green,James Wiseman,JaMychal Green,Jonathan Kuminga,Jordan Poole,Klay Thompson,Lester Quinones,Moses Moody,Patrick Baldwin Jr.,Ryan Rollins,Stephen Curry,Ty Jerome,co_inf with Andre Iguodala,co_inf with Andrew Wiggins,co_inf with Anthony Lamb,co_inf with Donte DiVincenzo,co_inf with Draymond Green,co_inf with James Wiseman,co_inf with JaMychal Green,co_inf with Jonathan Kuminga,co_inf with Jordan Poole,co_inf with Klay Thompson,co_inf with Lester Quinones,co_inf with Moses Moody,co_inf with Patrick Baldwin Jr.,co_inf with Ryan Rollins,co_inf with Stephen Curry,co_inf with Ty Jerome,Shared Games with Gary Payton II,Gary Payton II,Jalen Johnson,co_inf with Gary Payton II,co_inf with Jalen Johnson,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
36,36,36,2022-12-28,26-325,GSW,,UTA,W (+5),1,26:04,3.0,3.0,1.000,0.0,0.0,,0,0.0,,2.0,10.0,12.0,5.0,0.0,0.0,1.0,2.0,6.0,11.2,0,3.0,3.0,1.0,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,19.0,64.0,4.0,11.2,68.7,4.29375
37,37,37,2022-12-30,26-327,GSW,,POR,W (+6),1,25:51,2.0,6.0,.333,0.0,0.0,,0,2.0,.000,8.0,3.0,11.0,2.0,0.0,0.0,0.0,2.0,4.0,6.9,-9,6.0,2.0,0.3333333333333333,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,9.0,71.0,4.4375,6.9,86.30000000000001,5.393750000000001
38,38,38,2023-01-02,26-330,GSW,,ATL,W (+2),1,32:25,4.0,8.0,.500,0.0,0.0,,6,8.0,.750,10.0,10.0,20.0,4.0,0.0,1.0,0.0,4.0,14.0,21.1,-20,8.0,4.0,0.5,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,23.0,77.0,4.8125,18.7,90.3,5.64375
39,39,39,2023-01-04,26-332,GSW,,DET,L (-3),1,27:42,4.0,6.0,.667,0.0,0.0,,0,0.0,,6.0,9.0,15.0,2.0,2.0,2.0,2.0,4.0,8.0,13.5,-5,6.0,4.0,0.6666666666666666,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,21.0,65.0,4.0625,13.499999999999998,77.7,4.85625
40,40,40,2023-01-07,26-335,GSW,,ORL,L (-14),1,25:38,2.0,2.0,1.000,0.0,0.0,,3,4.0,.750,5.0,7.0,12.0,2.0,1.0,0.0,1.0,2.0,7.0,12.2,-18,2.0,2.0,1.0,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,15.0,58.0,3.625,11.0,56.6,3.5375
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,,0.0,0.0,0.0,0.0,0.0
42,41,41,2023-01-10,26-338,GSW,,PHO,L (-12),1,21:09,0.0,1.0,.000,0.0,0.0,,1,2.0,.500,2.0,6.0,8.0,0.0,1.0,0.0,1.0,3.0,1.0,1.9,-13,1.0,0.0,0.0,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,6.0,63.0,3.9375,1.4999999999999991,74.8,4.675
43,42,42,2023-01-13,26-341,GSW,@,SAS,W (+31),1,20:59,6.0,7.0,.857,0.0,0.0,,2,3.0,.667,2.0,8.0,10.0,3.0,0.0,0.0,2.0,3.0,14.0,13.8,+6,7.0,6.0,0.8571428571428571,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,15.0,120.0,7.5,13.0,121.59999999999998,7.599999999999999
44,43,43,2023-01-15,26-343,GSW,@,CHI,L (-14),1,26:14,4.0,4.0,1.000,0.0,0.0,,1,2.0,.500,2.0,4.0,6.0,1.0,1.0,0.0,1.0,2.0,9.0,9.9,+5,4.0,4.0,1.0,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,10.0,77.0,4.8125,9.499999999999996,78.89999999999999,4.9312499999999995
45,44,44,2023-01-16,26-344,GSW,@,WAS,W (+9),1,27:06,1.0,3.0,.333,0.0,0.0,,0,0.0,,5.0,4.0,9.0,3.0,1.0,0.0,1.0,4.0,2.0,5.5,-2,3.0,1.0,0.3333333333333333,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,11.0,76.0,4.75,5.500000000000002,91.1,5.69375
46,45,45,2023-01-19,26-347,GSW,@,BOS,L (-3),0,20:05,1.0,1.0,1.000,0.0,0.0,,0,0.0,,3.0,9.0,12.0,3.0,0.0,0.0,2.0,3.0,2.0,5.4,+3,1.0,1.0,1.0,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,14.0,62.0,3.875,5.4,74.8,4.675
47,46,46,2023-01-20,26-348,GSW,@,CLE,W (+6),1,31:45,2.0,4.0,.500,0.0,0.0,,0,0.0,,6.0,11.0,17.0,4.0,2.0,2.0,0.0,1.0,4.0,15.3,+10,4.0,2.0,0.5,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,25.0,60.0,3.75,15.3,79.1,4.94375
48,47,47,2023-01-22,26-350,GSW,,BRK,L (-4),0,19:31,5.0,7.0,.714,0.0,0.0,,4,8.0,.500,3.0,7.0,10.0,0.0,2.0,1.0,0.0,2.0,14.0,15.6,+14,7.0,5.0,0.7142857142857143,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,12.0,72.0,4.5,14.000000000000004,80.39999999999999,5.0249999999999995
49,48,48,2023-01-25,26-353,GSW,,MEM,W (+2),0,20:26,2.0,4.0,.500,0.0,0.0,,0,0.0,,4.0,4.0,8.0,3.0,1.0,0.0,0.0,1.0,4.0,8.7,-6,4.0,2.0,0.5,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,12.0,73.0,4.5625,8.699999999999998,86.4,5.4
50,49,49,2023-01-27,26-355,GSW,,TOR,W (+12),1,23:45,6.0,7.0,.857,0.0,0.0,,0,2.0,.000,1.0,7.0,8.0,3.0,0.0,0.0,0.0,6.0,12.0,11.2,+12,7.0,6.0,0.8571428571428571,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,14.0,102.0,6.375,11.199999999999998,102.60000000000002,6.412500000000001
51,50,50,2023-01-30,26-358,GSW,@,OKC,W (+8),0,22:31,3.0,5.0,.600,0.0,0.0,,2,2.0,1.000,4.0,2.0,6.0,0.0,0.0,1.0,0.0,1.0,8.0,9.4,-1,5.0,3.0,0.6,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,8.0,94.0,5.875,8.599999999999998,101.4,6.3375
52,51,51,2023-02-01,26-360,GSW,@,MIN,L (-5),0,28:42,4.0,5.0,.800,0.0,0.0,,2,2.0,1.000,3.0,6.0,9.0,0.0,2.0,2.0,0.0,4.0,10.0,13.8,+12,5.0,4.0,0.8,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,16.0,51.0,3.1875,12.999999999999998,62.4,3.9
53,52,52,2023-02-02,26-361,GSW,@,DEN,L (-17),1,23:32,1.0,2.0,.500,0.0,0.0,,1,2.0,.500,1.0,5.0,6.0,2.0,0.0,1.0,2.0,4.0,3.0,2.3,-8,2.0,1.0,0.5,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,6.0,73.0,4.5625,1.9000000000000008,72.89999999999999,4.5562499999999995
54,53,53,2023-02-04,26-363,GSW,,DAL,W (+6),1,19:02,4.0,6.0,.667,0.0,0.0,,2,4.0,.500,3.0,4.0,7.0,0.0,2.0,0.0,0.0,5.0,10.0,9.9,-4,6.0,4.0,0.6666666666666666,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,9.0,83.0,5.1875,9.1,86.8,5.425
55,54,54,2023-02-06,27-000,GSW,,OKC,W (+27),0,21:33,2.0,3.0,.667,0.0,0.0,,0,0.0,,3.0,8.0,11.0,4.0,1.0,0.0,1.0,2.0,4.0,9.2,+21,3.0,2.0,0.6666666666666666,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,16.0,108.0,6.75,9.199999999999998,113.70000000000002,7.106250000000001
56,55,55,2023-02-08,27-002,GSW,@,POR,L (-3),1,14:13,2.0,2.0,1.000,0.0,0.0,,1,2.0,.500,1.0,4.0,5.0,0.0,0.0,0.0,1.0,4.0,5.0,3.3,-4,2.0,2.0,1.0,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,5.0,85.0,5.3125,2.900000000000001,98.40000000000002,6.150000000000001
57,56,56,2023-02-11,27-005,GSW,,LAL,L (-6),1,22:57,1.0,1.0,1.000,0.0,0.0,,0,0.0,,3.0,10.0,13.0,2.0,2.0,2.0,0.0,1.0,2.0,11.2,-6,1.0,1.0,1.0,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,20.0,59.0,3.6875,11.2,65.0,4.0625
58,57,57,2023-02-13,27-007,GSW,,WAS,W (+9),1,30:38,6.0,7.0,.857,0.0,0.0,,1,1.0,1.000,5.0,8.0,13.0,4.0,0.0,0.0,0.0,2.0,13.0,18.4,+11,7.0,6.0,0.8571428571428571,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,22.0,84.0,5.25,18.0,99.49999999999996,6.218749999999997
59,58,58,2023-02-14,27-008,GSW,@,LAC,L (-10),1,27:03,5.0,7.0,.714,0.0,0.0,,1,2.0,.500,6.0,8.0,14.0,1.0,0.0,1.0,0.0,2.0,11.0,14.9,-11,7.0,5.0,0.7142857142857143,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,18.0,54.0,3.375,14.499999999999996,75.09999999999998,4.693749999999999
60,59,59,2023-02-23,27-017,GSW,@,LAL,L (-13),0,19:55,5.0,7.0,.714,0.0,0.0,,0,1.0,.000,7.0,8.0,15.0,1.0,1.0,0.0,1.0,3.0,10.0,13.5,-1,7.0,5.0,0.7142857142857143,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,18.0,44.0,2.75,13.499999999999996,62.5,3.90625
61,60,60,2023-02-24,27-018,GSW,,HOU,W (+15),1,25:30,1.0,1.0,1.000,0.0,0.0,,0,0.0,,2.0,11.0,13.0,3.0,0.0,2.0,1.0,4.0,2.0,7.3,+3,1.0,1.0,1.0,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,18.0,72.0,4.5,7.300000000000001,76.60000000000001,4.7875000000000005
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,,0.0,0.0,0.0,0.0,0.0
63,61,61,2023-02-26,27-020,GSW,,MIN,W (+5),1,31:45,4.0,6.0,.667,0.0,0.0,,4,7.0,.571,7.0,10.0,17.0,2.0,0.0,1.0,0.0,5.0,12.0,16.2,+7,6.0,4.0,0.6666666666666666,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,19.0,59.0,3.6875,14.599999999999998,67.7,4.23125
64,62,62,2023-02-28,27-022,GSW,,POR,W (+18),1,23:26,7.0,8.0,.875,0.0,0.0,,0,0.0,,3.0,4.0,7.0,2.0,0.0,0.0,0.0,2.0,14.0,15.1,+16,8.0,7.0,0.875,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,15.0,70.0,4.375,15.099999999999996,80.60000000000001,5.0375000000000005
65,63,63,2023-03-02,27-024,GSW,,LAC,W (+24),1,24:47,4.0,7.0,.571,0.0,1.0,.000,3,4.0,.750,3.0,5.0,8.0,1.0,0.0,0.0,0.0,4.0,11.0,10.0,+17,6.0,4.0,0.6666666666666666,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,9.0,86.0,5.375,8.8,81.60000000000001,5.1000000000000005
66,64,64,2023-03-03,27-025,GSW,,NOP,W (+9),1,24:22,5.0,6.0,.833,0.0,0.0,,0,0.0,,2.0,9.0,11.0,3.0,0.0,0.0,2.0,3.0,10.0,10.8,+4,6.0,5.0,0.8333333333333334,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,16.0,66.0,4.125,10.800000000000004,69.7,4.35625
67,65,65,2023-03-05,27-027,GSW,@,LAL,L (-8),1,20:24,3.0,4.0,.750,0.0,0.0,,0,0.0,,1.0,4.0,5.0,0.0,1.0,1.0,2.0,4.0,6.0,4.4,-26,4.0,3.0,0.75,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,7.0,60.0,3.75,4.399999999999999,64.2,4.0125
68,66,66,2023-03-07,27-029,GSW,@,OKC,L (-9),0,11:03,2.0,4.0,.500,0.0,0.0,,0,2.0,.000,2.0,3.0,5.0,0.0,1.0,0.0,3.0,3.0,4.0,0.3,-8,4.0,2.0,0.5,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,1.0,89.0,5.5625,0.2999999999999998,96.8,6.05
69,67,67,2023-03-09,27-031,GSW,@,MEM,L (-21),0,18:59,1.0,2.0,.500,0.0,0.0,,0,0.0,,1.0,6.0,7.0,1.0,0.0,1.0,0.0,2.0,2.0,4.1,-4,2.0,1.0,0.5,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,9.0,54.0,3.375,4.1000000000000005,70.89999999999999,4.4312499999999995
70,68,68,2023-03-11,27-033,GSW,,MIL,W (+9),1,36:00,3.0,11.0,.273,0.0,0.0,,1,2.0,.500,7.0,8.0,15.0,4.0,5.0,0.0,0.0,2.0,7.0,14.4,+10,11.0,3.0,0.2727272727272727,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,18.0,89.0,5.5625,14.0,90.20000000000002,5.637500000000001
71,69,69,2023-03-13,27-035,GSW,,PHO,W (+11),1,26:36,4.0,6.0,.667,0.0,0.0,,1,4.0,.250,4.0,6.0,10.0,5.0,1.0,1.0,0.0,2.0,9.0,14.2,+10,6.0,4.0,0.6666666666666666,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,16.0,68.0,4.25,13.8,84.8,5.3
72,70,70,2023-03-15,27-037,GSW,@,LAC,L (-8),1,25:21,3.0,8.0,.375,0.0,0.0,,0,0.0,,5.0,8.0,13.0,1.0,1.0,0.0,1.0,0.0,6.0,8.2,-10,8.0,3.0,0.375,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,12.0,65.0,4.0625,8.2,82.69999999999999,5.168749999999999
73,71,71,2023-03-17,27-039,GSW,@,ATL,L (-8),1,34:06,8.0,10.0,.800,0.0,0.0,,2,4.0,.500,7.0,9.0,16.0,3.0,0.0,4.0,0.0,4.0,18.0,24.3,+1,10.0,8.0,0.8,8,37,62,72,73,21,57,67,82,69,63,31,12,56,45,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7,22.0,70.0,0.3181818181818182,0.0,16,27.0,54.0,3.375,23.5,67.2,4.2
