Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Andrew Wiggins,Shared Games with Anthony Lamb,Shared Games with Donte DiVincenzo,Shared Games with Draymond Green,Shared Games with JaMychal Green,Shared Games with Jonathan Kuminga,Shared Games with Jordan Poole,Shared Games with Kevon Looney,Shared Games with Klay Thompson,Shared Games with Moses Moody,Shared Games with Patrick Baldwin Jr.,Shared Games with Ryan Rollins,Shared Games with Stephen Curry,Shared Games with Ty Jerome,Andrew Wiggins,Anthony Lamb,Donte DiVincenzo,Draymond Green,James Wiseman,JaMychal Green,Jonathan Kuminga,Jordan Poole,Kevon Looney,Klay Thompson,Lester Quinones,Moses Moody,Patrick Baldwin Jr.,Ryan Rollins,Stephen Curry,Ty Jerome,co_inf with Andrew Wiggins,co_inf with Anthony Lamb,co_inf with Donte DiVincenzo,co_inf with Draymond Green,co_inf with James Wiseman,co_inf with JaMychal Green,co_inf with Jonathan Kuminga,co_inf with Jordan Poole,co_inf with Kevon Looney,co_inf with Klay Thompson,co_inf with Lester Quinones,co_inf with Moses Moody,co_inf with Patrick Baldwin Jr.,co_inf with Ryan Rollins,co_inf with Stephen Curry,co_inf with Ty Jerome,Gary Payton II,Jalen Johnson,co_inf with Gary Payton II,co_inf with Jalen Johnson,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
32,32,,2022-12-20,38-326,GSW,@,NYK,L (-38),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,4,8,8,5,2,8,8,7,4,4,1,7,4,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.081081081081081,0.064516129032258,0.1111111111111111,0.1095890410958904,0.0,0.087719298245614,0.0298507462686567,0.0975609756097561,0.0975609756097561,0.1014492753623188,0.0,0.0634920634920634,0.1290322580645161,0.0833333333333333,0.125,0.0888888888888888,22.0,70.0,0.0,0.0,14,,42.0,3.0,0.0,52.5,3.75
33,33,,2022-12-21,38-327,GSW,@,BRK,L (-30),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,4,8,8,5,2,8,8,7,4,4,1,7,4,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.081081081081081,0.064516129032258,0.1111111111111111,0.1095890410958904,0.0,0.087719298245614,0.0298507462686567,0.0975609756097561,0.0975609756097561,0.1014492753623188,0.0,0.0634920634920634,0.1290322580645161,0.0833333333333333,0.125,0.0888888888888888,22.0,70.0,0.0,0.0,14,,44.0,3.142857142857143,0.0,54.8,3.914285714285714
34,34,,2022-12-25,38-331,GSW,,MEM,W (+14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,4,8,8,5,2,8,8,7,4,4,1,7,4,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.081081081081081,0.064516129032258,0.1111111111111111,0.1095890410958904,0.0,0.087719298245614,0.0298507462686567,0.0975609756097561,0.0975609756097561,0.1014492753623188,0.0,0.0634920634920634,0.1290322580645161,0.0833333333333333,0.125,0.0888888888888888,22.0,70.0,0.0,0.0,14,,95.0,6.785714285714286,0.0,107.09999999999998,7.649999999999999
35,35,,2022-12-27,38-333,GSW,,CHO,W (+5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,4,8,8,5,2,8,8,7,4,4,1,7,4,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.081081081081081,0.064516129032258,0.1111111111111111,0.1095890410958904,0.0,0.087719298245614,0.0298507462686567,0.0975609756097561,0.0975609756097561,0.1014492753623188,0.0,0.0634920634920634,0.1290322580645161,0.0833333333333333,0.125,0.0888888888888888,22.0,70.0,0.0,0.0,14,,66.0,4.714285714285714,0.0,75.2,5.371428571428572
36,36,,2022-12-28,38-334,GSW,,UTA,W (+5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,4,8,8,5,2,8,8,7,4,4,1,7,4,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.081081081081081,0.064516129032258,0.1111111111111111,0.1095890410958904,0.0,0.087719298245614,0.0298507462686567,0.0975609756097561,0.0975609756097561,0.1014492753623188,0.0,0.0634920634920634,0.1290322580645161,0.0833333333333333,0.125,0.0888888888888888,22.0,70.0,0.0,0.0,14,,83.0,5.928571428571429,0.0,94.6,6.757142857142857
37,37,,2022-12-30,38-336,GSW,,POR,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,4,8,8,5,2,8,8,7,4,4,1,7,4,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.081081081081081,0.064516129032258,0.1111111111111111,0.1095890410958904,0.0,0.087719298245614,0.0298507462686567,0.0975609756097561,0.0975609756097561,0.1014492753623188,0.0,0.0634920634920634,0.1290322580645161,0.0833333333333333,0.125,0.0888888888888888,22.0,70.0,0.0,0.0,14,,80.0,5.714285714285714,0.0,93.20000000000002,6.657142857142858
38,38,,2023-01-02,38-339,GSW,,ATL,W (+2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,4,8,8,5,2,8,8,7,4,4,1,7,4,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.081081081081081,0.064516129032258,0.1111111111111111,0.1095890410958904,0.0,0.087719298245614,0.0298507462686567,0.0975609756097561,0.0975609756097561,0.1014492753623188,0.0,0.0634920634920634,0.1290322580645161,0.0833333333333333,0.125,0.0888888888888888,22.0,70.0,0.0,0.0,14,,100.0,7.142857142857143,0.0,111.7,7.978571428571429
39,39,,2023-01-04,38-341,GSW,,DET,L (-3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,4,8,8,5,2,8,8,7,4,4,1,7,4,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.081081081081081,0.064516129032258,0.1111111111111111,0.1095890410958904,0.0,0.087719298245614,0.0298507462686567,0.0975609756097561,0.0975609756097561,0.1014492753623188,0.0,0.0634920634920634,0.1290322580645161,0.0833333333333333,0.125,0.0888888888888888,22.0,70.0,0.0,0.0,14,,86.0,6.142857142857143,0.0,94.4,6.742857142857143
40,40,1,2023-01-07,38-344,GSW,,ORL,L (-14),0,11:58,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,-1.1,0,0.0,0.0,,3,4,8,8,5,2,8,8,7,4,4,1,7,4,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.081081081081081,0.064516129032258,0.1111111111111111,0.1095890410958904,0.0,0.087719298245614,0.0298507462686567,0.0975609756097561,0.0975609756097561,0.1014492753623188,0.0,0.0634920634920634,0.1290322580645161,0.0833333333333333,0.125,0.0888888888888888,22.0,70.0,0.0,0.0,14,1.0,72.0,5.142857142857143,-1.1,81.2,5.8
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,3,4,8,8,5,2,8,8,7,4,4,1,7,4,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.081081081081081,0.064516129032258,0.1111111111111111,0.1095890410958904,0.0,0.087719298245614,0.0298507462686567,0.0975609756097561,0.0975609756097561,0.1014492753623188,0.0,0.0634920634920634,0.1290322580645161,0.0833333333333333,0.125,0.0888888888888888,22.0,70.0,0.0,0.0,14,,0.0,0.0,0.0,0.0,0.0
42,41,2,2023-01-10,38-347,GSW,,PHO,L (-12),0,12:32,1.0,1.0,1.000,0.0,0.0,,0,0.0,,1.0,0.0,1.0,3.0,0.0,0.0,1.0,3.0,2.0,2.3,+2,1.0,1.0,1.0,3,4,8,8,5,2,8,8,7,4,4,1,7,4,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.081081081081081,0.064516129032258,0.1111111111111111,0.1095890410958904,0.0,0.087719298245614,0.0298507462686567,0.0975609756097561,0.0975609756097561,0.1014492753623188,0.0,0.0634920634920634,0.1290322580645161,0.0833333333333333,0.125,0.0888888888888888,22.0,70.0,0.0,0.0,14,4.0,65.0,4.642857142857143,2.299999999999999,82.9,5.921428571428572
43,42,3,2023-01-13,38-350,GSW,@,SAS,W (+31),0,17:56,2.0,3.0,.667,1.0,2.0,.500,0,0.0,,0.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,5.0,4.9,+16,1.0,1.0,1.0,3,4,8,8,5,2,8,8,7,4,4,1,7,4,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.081081081081081,0.064516129032258,0.1111111111111111,0.1095890410958904,0.0,0.087719298245614,0.0298507462686567,0.0975609756097561,0.0975609756097561,0.1014492753623188,0.0,0.0634920634920634,0.1290322580645161,0.0833333333333333,0.125,0.0888888888888888,22.0,70.0,0.0,0.0,14,7.0,128.0,9.142857142857142,4.899999999999999,136.49999999999997,9.749999999999998
44,43,,2023-01-15,38-352,GSW,@,CHI,L (-14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,4,8,8,5,2,8,8,7,4,4,1,7,4,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.081081081081081,0.064516129032258,0.1111111111111111,0.1095890410958904,0.0,0.087719298245614,0.0298507462686567,0.0975609756097561,0.0975609756097561,0.1014492753623188,0.0,0.0634920634920634,0.1290322580645161,0.0833333333333333,0.125,0.0888888888888888,22.0,70.0,0.0,0.0,14,,87.0,6.214285714285714,0.0,95.5,6.821428571428571
45,44,,2023-01-16,38-353,GSW,@,WAS,W (+9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,4,8,8,5,2,8,8,7,4,4,1,7,4,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.081081081081081,0.064516129032258,0.1111111111111111,0.1095890410958904,0.0,0.087719298245614,0.0298507462686567,0.0975609756097561,0.0975609756097561,0.1014492753623188,0.0,0.0634920634920634,0.1290322580645161,0.0833333333333333,0.125,0.0888888888888888,22.0,70.0,0.0,0.0,14,,87.0,6.214285714285714,0.0,96.6,6.8999999999999995
46,45,,2023-01-19,38-356,GSW,@,BOS,L (-3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,4,8,8,5,2,8,8,7,4,4,1,7,4,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.081081081081081,0.064516129032258,0.1111111111111111,0.1095890410958904,0.0,0.087719298245614,0.0298507462686567,0.0975609756097561,0.0975609756097561,0.1014492753623188,0.0,0.0634920634920634,0.1290322580645161,0.0833333333333333,0.125,0.0888888888888888,22.0,70.0,0.0,0.0,14,,76.0,5.428571428571429,0.0,84.89999999999999,6.064285714285714
47,46,,2023-01-20,38-357,GSW,@,CLE,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,4,8,8,5,2,8,8,7,4,4,1,7,4,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.081081081081081,0.064516129032258,0.1111111111111111,0.1095890410958904,0.0,0.087719298245614,0.0298507462686567,0.0975609756097561,0.0975609756097561,0.1014492753623188,0.0,0.0634920634920634,0.1290322580645161,0.0833333333333333,0.125,0.0888888888888888,22.0,70.0,0.0,0.0,14,,85.0,6.071428571428571,0.0,97.8,6.985714285714286
48,47,,2023-01-22,38-359,GSW,,BRK,L (-4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,4,8,8,5,2,8,8,7,4,4,1,7,4,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.081081081081081,0.064516129032258,0.1111111111111111,0.1095890410958904,0.0,0.087719298245614,0.0298507462686567,0.0975609756097561,0.0975609756097561,0.1014492753623188,0.0,0.0634920634920634,0.1290322580645161,0.0833333333333333,0.125,0.0888888888888888,22.0,70.0,0.0,0.0,14,,84.0,6.0,0.0,94.9,6.778571428571429
49,48,,2023-01-25,38-362,GSW,,MEM,W (+2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,4,8,8,5,2,8,8,7,4,4,1,7,4,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.081081081081081,0.064516129032258,0.1111111111111111,0.1095890410958904,0.0,0.087719298245614,0.0298507462686567,0.0975609756097561,0.0975609756097561,0.1014492753623188,0.0,0.0634920634920634,0.1290322580645161,0.0833333333333333,0.125,0.0888888888888888,22.0,70.0,0.0,0.0,14,,85.0,6.071428571428571,0.0,95.1,6.792857142857143
50,49,,2023-01-27,38-364,GSW,,TOR,W (+12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,4,8,8,5,2,8,8,7,4,4,1,7,4,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.081081081081081,0.064516129032258,0.1111111111111111,0.1095890410958904,0.0,0.087719298245614,0.0298507462686567,0.0975609756097561,0.0975609756097561,0.1014492753623188,0.0,0.0634920634920634,0.1290322580645161,0.0833333333333333,0.125,0.0888888888888888,22.0,70.0,0.0,0.0,14,,116.0,8.285714285714286,0.0,120.4,8.6
51,50,,2023-01-30,39-002,GSW,@,OKC,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,4,8,8,5,2,8,8,7,4,4,1,7,4,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.081081081081081,0.064516129032258,0.1111111111111111,0.1095890410958904,0.0,0.087719298245614,0.0298507462686567,0.0975609756097561,0.0975609756097561,0.1014492753623188,0.0,0.0634920634920634,0.1290322580645161,0.0833333333333333,0.125,0.0888888888888888,22.0,70.0,0.0,0.0,14,,102.0,7.285714285714286,0.0,110.3,7.878571428571428
52,51,,2023-02-01,39-004,GSW,@,MIN,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,4,8,8,5,2,8,8,7,4,4,1,7,4,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.081081081081081,0.064516129032258,0.1111111111111111,0.1095890410958904,0.0,0.087719298245614,0.0298507462686567,0.0975609756097561,0.0975609756097561,0.1014492753623188,0.0,0.0634920634920634,0.1290322580645161,0.0833333333333333,0.125,0.0888888888888888,22.0,70.0,0.0,0.0,14,,67.0,4.785714285714286,0.0,75.39999999999999,5.385714285714285
53,52,,2023-02-02,39-005,GSW,@,DEN,L (-17),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,4,8,8,5,2,8,8,7,4,4,1,7,4,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.081081081081081,0.064516129032258,0.1111111111111111,0.1095890410958904,0.0,0.087719298245614,0.0298507462686567,0.0975609756097561,0.0975609756097561,0.1014492753623188,0.0,0.0634920634920634,0.1290322580645161,0.0833333333333333,0.125,0.0888888888888888,22.0,70.0,0.0,0.0,14,,79.0,5.642857142857143,0.0,81.39999999999998,5.814285714285712
54,53,,2023-02-04,39-007,GSW,,DAL,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,4,8,8,5,2,8,8,7,4,4,1,7,4,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.081081081081081,0.064516129032258,0.1111111111111111,0.1095890410958904,0.0,0.087719298245614,0.0298507462686567,0.0975609756097561,0.0975609756097561,0.1014492753623188,0.0,0.0634920634920634,0.1290322580645161,0.0833333333333333,0.125,0.0888888888888888,22.0,70.0,0.0,0.0,14,,92.0,6.571428571428571,0.0,98.6,7.042857142857143
55,54,,2023-02-06,39-009,GSW,,OKC,W (+27),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,4,8,8,5,2,8,8,7,4,4,1,7,4,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.081081081081081,0.064516129032258,0.1111111111111111,0.1095890410958904,0.0,0.087719298245614,0.0298507462686567,0.0975609756097561,0.0975609756097561,0.1014492753623188,0.0,0.0634920634920634,0.1290322580645161,0.0833333333333333,0.125,0.0888888888888888,22.0,70.0,0.0,0.0,14,,124.0,8.857142857142858,0.0,132.0,9.428571428571429
56,55,,2023-02-08,39-011,GSW,@,POR,L (-3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,4,8,8,5,2,8,8,7,4,4,1,7,4,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.081081081081081,0.064516129032258,0.1111111111111111,0.1095890410958904,0.0,0.087719298245614,0.0298507462686567,0.0975609756097561,0.0975609756097561,0.1014492753623188,0.0,0.0634920634920634,0.1290322580645161,0.0833333333333333,0.125,0.0888888888888888,22.0,70.0,0.0,0.0,14,,90.0,6.428571428571429,0.0,105.10000000000002,7.507142857142859
57,56,,2023-02-11,39-014,GSW,,LAL,L (-6),Did Not Dress,Did Not Dress,0.0,0.0,Did Not Dress,,,Did Not Dress,Did Not Dress,0.0,Did Not Dress,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Dress,Did Not Dress,,,,3,4,8,8,5,2,8,8,7,4,4,1,7,4,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.081081081081081,0.064516129032258,0.1111111111111111,0.1095890410958904,0.0,0.087719298245614,0.0298507462686567,0.0975609756097561,0.0975609756097561,0.1014492753623188,0.0,0.0634920634920634,0.1290322580645161,0.0833333333333333,0.125,0.0888888888888888,22.0,70.0,0.0,0.0,14,,79.0,5.642857142857143,0.0,82.79999999999998,5.914285714285713
58,57,,2023-02-13,39-016,GSW,,WAS,W (+9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,4,8,8,5,2,8,8,7,4,4,1,7,4,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.081081081081081,0.064516129032258,0.1111111111111111,0.1095890410958904,0.0,0.087719298245614,0.0298507462686567,0.0975609756097561,0.0975609756097561,0.1014492753623188,0.0,0.0634920634920634,0.1290322580645161,0.0833333333333333,0.125,0.0888888888888888,22.0,70.0,0.0,0.0,14,,106.0,7.571428571428571,0.0,123.39999999999998,8.814285714285713
59,58,,2023-02-14,39-017,GSW,@,LAC,L (-10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,4,8,8,5,2,8,8,7,4,4,1,7,4,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.081081081081081,0.064516129032258,0.1111111111111111,0.1095890410958904,0.0,0.087719298245614,0.0298507462686567,0.0975609756097561,0.0975609756097561,0.1014492753623188,0.0,0.0634920634920634,0.1290322580645161,0.0833333333333333,0.125,0.0888888888888888,22.0,70.0,0.0,0.0,14,,72.0,5.142857142857143,0.0,94.19999999999996,6.728571428571426
60,59,,2023-02-23,39-026,GSW,@,LAL,L (-13),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,4,8,8,5,2,8,8,7,4,4,1,7,4,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.081081081081081,0.064516129032258,0.1111111111111111,0.1095890410958904,0.0,0.087719298245614,0.0298507462686567,0.0975609756097561,0.0975609756097561,0.1014492753623188,0.0,0.0634920634920634,0.1290322580645161,0.0833333333333333,0.125,0.0888888888888888,22.0,70.0,0.0,0.0,14,,62.0,4.428571428571429,0.0,77.0,5.5
61,60,,2023-02-24,39-027,GSW,,HOU,W (+15),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,4,8,8,5,2,8,8,7,4,4,1,7,4,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.081081081081081,0.064516129032258,0.1111111111111111,0.1095890410958904,0.0,0.087719298245614,0.0298507462686567,0.0975609756097561,0.0975609756097561,0.1014492753623188,0.0,0.0634920634920634,0.1290322580645161,0.0833333333333333,0.125,0.0888888888888888,22.0,70.0,0.0,0.0,14,,90.0,6.428571428571429,0.0,90.3,6.45
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,3,4,8,8,5,2,8,8,7,4,4,1,7,4,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.081081081081081,0.064516129032258,0.1111111111111111,0.1095890410958904,0.0,0.087719298245614,0.0298507462686567,0.0975609756097561,0.0975609756097561,0.1014492753623188,0.0,0.0634920634920634,0.1290322580645161,0.0833333333333333,0.125,0.0888888888888888,22.0,70.0,0.0,0.0,14,,0.0,0.0,0.0,0.0,0.0
63,61,,2023-02-26,39-029,GSW,,MIN,W (+5),Did Not Dress,Did Not Dress,0.0,0.0,Did Not Dress,,,Did Not Dress,Did Not Dress,0.0,Did Not Dress,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Dress,Did Not Dress,,,,3,4,8,8,5,2,8,8,7,4,4,1,7,4,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.081081081081081,0.064516129032258,0.1111111111111111,0.1095890410958904,0.0,0.087719298245614,0.0298507462686567,0.0975609756097561,0.0975609756097561,0.1014492753623188,0.0,0.0634920634920634,0.1290322580645161,0.0833333333333333,0.125,0.0888888888888888,22.0,70.0,0.0,0.0,14,,78.0,5.571428571428571,0.0,83.59999999999998,5.97142857142857
64,62,,2023-02-28,39-031,GSW,,POR,W (+18),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,4,8,8,5,2,8,8,7,4,4,1,7,4,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.081081081081081,0.064516129032258,0.1111111111111111,0.1095890410958904,0.0,0.087719298245614,0.0298507462686567,0.0975609756097561,0.0975609756097561,0.1014492753623188,0.0,0.0634920634920634,0.1290322580645161,0.0833333333333333,0.125,0.0888888888888888,22.0,70.0,0.0,0.0,14,,85.0,6.071428571428571,0.0,95.7,6.835714285714286
65,63,,2023-03-02,39-033,GSW,,LAC,W (+24),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,4,8,8,5,2,8,8,7,4,4,1,7,4,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.081081081081081,0.064516129032258,0.1111111111111111,0.1095890410958904,0.0,0.087719298245614,0.0298507462686567,0.0975609756097561,0.0975609756097561,0.1014492753623188,0.0,0.0634920634920634,0.1290322580645161,0.0833333333333333,0.125,0.0888888888888888,22.0,70.0,0.0,0.0,14,,95.0,6.785714285714286,0.0,100.0,7.142857142857143
