Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Brandon Ingram,Shared Games with CJ McCollum,Shared Games with Dereon Seabron,Shared Games with Devonte' Graham,Shared Games with Dyson Daniels,Shared Games with Garrett Temple,Shared Games with Herbert Jones,Shared Games with Jaxson Hayes,Shared Games with Jonas Valančiūnas,Shared Games with Kira Lewis Jr.,Shared Games with Larry Nance Jr.,Shared Games with Naji Marshall,Shared Games with Trey Murphy III,Shared Games with Willy Hernangómez,Shared Games with Zion Williamson,Brandon Ingram,CJ McCollum,Dereon Seabron,Devonte' Graham,Dyson Daniels,Garrett Temple,Herbert Jones,Jaxson Hayes,Jonas Valančiūnas,Kira Lewis Jr.,Larry Nance Jr.,Naji Marshall,Trey Murphy III,Willy Hernangómez,Zion Williamson,co_inf with Brandon Ingram,co_inf with CJ McCollum,co_inf with Dereon Seabron,co_inf with Devonte' Graham,co_inf with Dyson Daniels,co_inf with Garrett Temple,co_inf with Herbert Jones,co_inf with Jaxson Hayes,co_inf with Jonas Valančiūnas,co_inf with Kira Lewis Jr.,co_inf with Larry Nance Jr.,co_inf with Naji Marshall,co_inf with Trey Murphy III,co_inf with Willy Hernangómez,co_inf with Zion Williamson,Shared Games with Josh Richardson,Al Horford,Josh Richardson,co_inf with Al Horford,co_inf with Josh Richardson,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
28.0,,2022-12-15,24-247,NOP,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,,74.0,4.625,0.0,93.8,5.8625,11.8,1.8,-1.2,-2.0,0.7,0.0586478993388782,0.525,0.505,0.164,0.3,0.1,L (-21),L (-21)
29.0,28.0,2022-12-17,24-249,NOP,PHO,0.0,14.733333333333333,4.0,8.0,0.5,2.0,4.0,0.5,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,10.0,4.5,-5.0,4.0,2.0,0.5,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,2.0,73.0,4.5625,4.500000000000001,76.7,4.79375,11.8,1.8,-1.2,-2.0,0.7,0.0586478993388782,0.525,0.505,0.164,0.3,0.1,L (-3),L (-3)
30.0,29.0,2022-12-19,24-251,NOP,MIL,0.0,19.85,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,,1.0,2.0,3.0,6.0,0.0,0.0,0.0,4.0,0.0,-0.3,1.0,1.0,0.0,0.0,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,3.0,73.0,4.5625,-0.3000000000000002,84.89999999999999,5.30625,11.8,1.8,-1.2,-2.0,0.7,0.0586478993388782,0.525,0.505,0.164,0.3,0.1,L (-4),L (-4)
31.0,30.0,2022-12-22,24-254,NOP,SAS,0.0,24.916666666666668,4.0,11.0,0.364,1.0,4.0,0.25,0.0,0.0,,1.0,1.0,2.0,3.0,3.0,0.0,0.0,1.0,9.0,8.6,10.0,7.0,3.0,0.4285714285714285,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,6.0,81.0,5.0625,8.6,89.7,5.60625,11.8,1.8,-1.2,-2.0,0.7,0.0586478993388782,0.525,0.505,0.164,0.3,0.1,L (-9),L (-9)
32.0,31.0,2022-12-23,24-255,NOP,OKC,0.0,22.03333333333333,3.0,10.0,0.3,3.0,7.0,0.429,2.0,2.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,11.0,5.0,2.0,3.0,0.0,0.0,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,2.0,72.0,4.5,4.199999999999998,78.2,4.8875,11.8,1.8,-1.2,-2.0,0.7,0.0586478993388782,0.525,0.505,0.164,0.3,0.1,W (+9),W (+9)
33.0,32.0,2022-12-26,24-258,NOP,IND,1.0,29.633333333333333,3.0,11.0,0.273,1.0,8.0,0.125,1.0,2.0,0.5,2.0,2.0,4.0,3.0,3.0,0.0,3.0,1.0,8.0,4.8,0.0,3.0,2.0,0.6666666666666666,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,2.0,96.0,6.0,4.399999999999998,78.7,4.91875,11.8,1.8,-1.2,-2.0,0.7,0.0586478993388782,0.525,0.505,0.164,0.3,0.1,W (+3),W (+3)
34.0,33.0,2022-12-28,24-260,NOP,MIN,0.0,11.183333333333334,2.0,6.0,0.333,0.0,1.0,0.0,1.0,3.0,0.333,1.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,5.0,1.3,-10.0,5.0,2.0,0.4,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,-1.0,64.0,4.0,0.9000000000000001,81.1,5.06875,11.8,1.8,-1.2,-2.0,0.7,0.0586478993388782,0.525,0.505,0.164,0.3,0.1,W (+20),W (+20)
35.0,34.0,2022-12-30,24-262,NOP,PHI,0.0,19.78333333333333,3.0,9.0,0.333,0.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,0.0,3.0,1.0,7.0,5.6,10.0,5.0,3.0,0.6,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,3.0,81.0,5.0625,5.199999999999999,99.9,6.24375,11.8,1.8,-1.2,-2.0,0.7,0.0586478993388782,0.525,0.505,0.164,0.3,0.1,W (+1),W (+1)
36.0,35.0,2022-12-31,24-263,NOP,MEM,0.0,20.433333333333334,2.0,6.0,0.333,0.0,2.0,0.0,3.0,4.0,0.75,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,7.0,5.5,4.0,4.0,2.0,0.5,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,2.0,44.0,2.75,4.300000000000001,48.00000000000001,3.0000000000000004,11.8,1.8,-1.2,-2.0,0.7,0.0586478993388782,0.525,0.505,0.164,0.3,0.1,W (+11),W (+11)
37.0,36.0,2023-01-02,24-265,NOP,PHI,0.0,12.45,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,,1.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,-0.7,-9.0,2.0,0.0,0.0,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,0.0,86.0,5.375,-0.7000000000000002,86.9,5.43125,11.8,1.8,-1.2,-2.0,0.7,0.0586478993388782,0.525,0.505,0.164,0.3,0.1,L (-15),L (-15)
38.0,37.0,2023-01-04,24-267,NOP,HOU,0.0,21.216666666666665,5.0,9.0,0.556,3.0,6.0,0.5,0.0,0.0,,0.0,2.0,2.0,5.0,0.0,0.0,0.0,2.0,13.0,12.0,14.0,3.0,2.0,0.6666666666666666,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,11.0,84.0,5.25,12.0,95.9,5.99375,11.8,1.8,-1.2,-2.0,0.7,0.0586478993388782,0.525,0.505,0.164,0.3,0.1,L (-9),L (-9)
39.0,38.0,2023-01-06,24-269,NOP,BRK,0.0,32.15,6.0,16.0,0.375,3.0,10.0,0.3,2.0,2.0,1.0,0.0,5.0,5.0,2.0,0.0,0.0,3.0,2.0,17.0,7.3,8.0,6.0,3.0,0.5,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,3.0,66.0,4.125,6.4999999999999964,63.8,3.9875,11.8,1.8,-1.2,-2.0,0.7,0.0586478993388782,0.525,0.505,0.164,0.3,0.1,W (+11),W (+11)
40.0,39.0,2023-01-07,24-270,NOP,DAL,1.0,27.166666666666668,5.0,12.0,0.417,1.0,4.0,0.25,3.0,3.0,1.0,1.0,4.0,5.0,7.0,1.0,0.0,1.0,2.0,14.0,13.6,4.0,8.0,4.0,0.5,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,11.0,72.0,4.5,12.4,85.89999999999998,5.368749999999999,11.8,1.8,-1.2,-2.0,0.7,0.0586478993388782,0.525,0.505,0.164,0.3,0.1,L (-6),L (-6)
41.0,40.0,2023-01-09,24-272,NOP,WAS,0.0,24.4,3.0,5.0,0.6,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,4.0,5.0,1.0,0.0,1.0,2.0,10.0,12.0,17.0,3.0,1.0,0.3333333333333333,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,12.0,86.0,5.375,11.199999999999996,93.70000000000005,5.856250000000003,11.8,1.8,-1.2,-2.0,0.7,0.0586478993388782,0.525,0.505,0.164,0.3,0.1,L (-10),L (-10)
42.0,41.0,2023-01-11,24-274,NOP,BOS,0.0,22.316666666666663,3.0,9.0,0.333,0.0,3.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,2.0,0.0,9.0,5.0,-6.0,6.0,3.0,0.5,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,0.0,83.0,5.1875,3.799999999999999,85.69999999999999,5.356249999999999,11.8,1.8,-1.2,-2.0,0.7,0.0586478993388782,0.525,0.505,0.164,0.3,0.1,,
43.0,42.0,2023-01-13,24-276,NOP,DET,0.0,29.73333333333333,3.0,14.0,0.214,1.0,4.0,0.25,0.0,0.0,,0.0,4.0,4.0,4.0,2.0,1.0,2.0,4.0,7.0,1.5,-3.0,10.0,2.0,0.2,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,2.0,79.0,4.9375,1.4999999999999996,91.5,5.71875,11.8,1.8,-1.2,-2.0,0.7,0.0586478993388782,0.525,0.505,0.164,0.3,0.1,W (+20),W (+20)
44.0,43.0,2023-01-16,24-279,NOP,CLE,0.0,33.61666666666667,4.0,8.0,0.5,2.0,4.0,0.5,0.0,0.0,,0.0,3.0,3.0,5.0,3.0,0.0,1.0,3.0,10.0,11.2,-2.0,4.0,2.0,0.5,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,12.0,72.0,4.5,11.2,71.8,4.4875,11.8,1.8,-1.2,-2.0,0.7,0.0586478993388782,0.525,0.505,0.164,0.3,0.1,L (-11),L (-11)
45.0,44.0,2023-01-18,24-281,NOP,MIA,0.0,24.683333333333334,4.0,9.0,0.444,3.0,5.0,0.6,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,11.0,7.3,-17.0,4.0,1.0,0.25,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,5.0,58.0,3.625,7.299999999999999,61.8,3.8625,11.8,1.8,-1.2,-2.0,0.7,0.0586478993388782,0.525,0.505,0.164,0.3,0.1,W (+6),W (+6)
46.0,45.0,2023-01-20,24-283,NOP,ORL,0.0,29.5,6.0,15.0,0.4,3.0,11.0,0.273,2.0,2.0,1.0,0.0,4.0,4.0,4.0,1.0,0.0,1.0,2.0,17.0,12.1,-13.0,4.0,3.0,0.75,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,8.0,88.0,5.5,11.299999999999995,86.29999999999998,5.393749999999999,11.8,1.8,-1.2,-2.0,0.7,0.0586478993388782,0.525,0.505,0.164,0.3,0.1,L (-10),L (-10)
47.0,46.0,2023-01-22,24-285,NOP,MIA,0.0,22.5,1.0,8.0,0.125,1.0,3.0,0.333,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,3.0,-5.1,0.0,5.0,0.0,0.0,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,-6.0,73.0,4.5625,-5.1,72.3,4.51875,11.8,1.8,-1.2,-2.0,0.7,0.0586478993388782,0.525,0.505,0.164,0.3,0.1,L (-26),L (-26)
48.0,47.0,2023-01-24,24-287,NOP,DEN,0.0,27.216666666666665,8.0,12.0,0.667,1.0,4.0,0.25,0.0,0.0,,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,17.0,14.6,-5.0,8.0,7.0,0.875,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,9.0,50.0,3.125,14.6,53.2,3.325,11.8,1.8,-1.2,-2.0,0.7,0.0586478993388782,0.525,0.505,0.164,0.3,0.1,L (-13),L (-13)
49.0,48.0,2023-01-25,24-288,NOP,MIN,0.0,24.366666666666667,3.0,9.0,0.333,1.0,4.0,0.25,0.0,0.0,,0.0,4.0,4.0,3.0,0.0,0.0,2.0,4.0,7.0,1.6,12.0,5.0,2.0,0.4,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,3.0,45.0,2.8125,1.5999999999999983,54.0,3.375,11.8,1.8,-1.2,-2.0,0.7,0.0586478993388782,0.525,0.505,0.164,0.3,0.1,L (-4),L (-4)
50.0,49.0,2023-01-28,24-291,NOP,WAS,0.0,25.466666666666665,2.0,6.0,0.333,1.0,2.0,0.5,4.0,4.0,1.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,5.0,9.0,9.0,-8.0,4.0,1.0,0.25,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,7.0,58.0,3.625,7.4,58.0,3.625,11.8,1.8,-1.2,-2.0,0.7,0.0586478993388782,0.525,0.505,0.164,0.3,0.1,L (-1),L (-1)
51.0,50.0,2023-01-29,24-292,NOP,MIL,1.0,28.916666666666668,4.0,12.0,0.333,3.0,7.0,0.429,7.0,8.0,0.875,1.0,2.0,3.0,6.0,2.0,0.0,2.0,2.0,18.0,15.5,-33.0,5.0,1.0,0.2,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,7.0,52.0,3.25,12.700000000000005,53.2,3.325,11.8,1.8,-1.2,-2.0,0.7,0.0586478993388782,0.525,0.505,0.164,0.3,0.1,L (-9),L (-9)
52.0,51.0,2023-01-31,24-294,NOP,DEN,0.0,13.6,1.0,3.0,0.333,1.0,3.0,0.333,0.0,0.0,,0.0,1.0,1.0,2.0,1.0,0.0,2.0,3.0,3.0,0.8,10.0,0.0,0.0,,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,2.0,88.0,5.5,0.7999999999999998,93.7,5.85625,11.8,1.8,-1.2,-2.0,0.7,0.0586478993388782,0.525,0.505,0.164,0.3,0.1,L (-10),L (-10)
53.0,52.0,2023-02-02,24-296,NOP,DAL,0.0,13.616666666666667,1.0,4.0,0.25,0.0,2.0,0.0,2.0,3.0,0.667,0.0,4.0,4.0,3.0,0.0,1.0,2.0,0.0,4.0,3.2,3.0,2.0,1.0,0.5,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,3.0,84.0,5.25,2.4000000000000004,84.69999999999999,5.293749999999999,11.8,1.8,-1.2,-2.0,0.7,0.0586478993388782,0.525,0.505,0.164,0.3,0.1,L (-25),L (-25)
54.0,53.0,2023-02-04,24-298,NOP,LAL,0.0,23.85,7.0,11.0,0.636,2.0,4.0,0.5,2.0,2.0,1.0,2.0,2.0,4.0,2.0,0.0,0.0,2.0,1.0,18.0,14.1,5.0,7.0,5.0,0.7142857142857143,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,9.0,81.0,5.0625,13.3,93.4,5.8375,11.8,1.8,-1.2,-2.0,0.7,0.0586478993388782,0.525,0.505,0.164,0.3,0.1,L (-9),L (-9)
55.0,54.0,2023-02-05,24-299,NOP,SAC,0.0,14.5,1.0,5.0,0.2,0.0,2.0,0.0,0.0,0.0,,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,-0.7,-8.0,3.0,1.0,0.3333333333333333,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,-2.0,101.0,6.3125,-0.7000000000000002,120.10000000000002,7.506250000000001,11.8,1.8,-1.2,-2.0,0.7,0.0586478993388782,0.525,0.505,0.164,0.3,0.1,L (-5),L (-5)
56.0,55.0,2023-02-07,24-301,NOP,ATL,0.0,16.166666666666668,2.0,5.0,0.4,2.0,4.0,0.5,0.0,0.0,,1.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,6.0,4.9,3.0,1.0,0.0,0.0,27,54,5,52,39,19,45,35,60,15,49,56,58,30,28,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,1.0,0.7123287671232876,0.6610169491525424,0.76,0.6818181818181818,0.7446808510638298,0.759493670886076,0.6,0.7538461538461538,0.7272727272727273,0.7341772151898734,0.7894736842105263,0.9655172413793104,6,63.0,65.0,0.0,0.0923076923076923,16,5.0,75.0,4.6875,4.9,88.7,5.54375,11.8,1.8,-1.2,-2.0,0.7,0.0586478993388782,0.525,0.505,0.164,0.3,0.1,W (+5),W (+5)
