Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Brandon Ingram,Shared Games with CJ McCollum,Shared Games with Dereon Seabron,Shared Games with Devonte' Graham,Shared Games with Dyson Daniels,Shared Games with Garrett Temple,Shared Games with Herbert Jones,Shared Games with Jaxson Hayes,Shared Games with Jonas Valančiūnas,Shared Games with Jose Alvarado,Shared Games with Kira Lewis Jr.,Shared Games with Larry Nance Jr.,Shared Games with Trey Murphy III,Shared Games with Willy Hernangómez,Shared Games with Zion Williamson,Brandon Ingram,CJ McCollum,Dereon Seabron,Devonte' Graham,Dyson Daniels,Garrett Temple,Herbert Jones,Jaxson Hayes,Jonas Valančiūnas,Jose Alvarado,Kira Lewis Jr.,Larry Nance Jr.,Trey Murphy III,Willy Hernangómez,Zion Williamson,co_inf with Brandon Ingram,co_inf with CJ McCollum,co_inf with Dereon Seabron,co_inf with Devonte' Graham,co_inf with Dyson Daniels,co_inf with Garrett Temple,co_inf with Herbert Jones,co_inf with Jaxson Hayes,co_inf with Jonas Valančiūnas,co_inf with Jose Alvarado,co_inf with Kira Lewis Jr.,co_inf with Larry Nance Jr.,co_inf with Trey Murphy III,co_inf with Willy Hernangómez,co_inf with Zion Williamson,Shared Games with Josh Richardson,Al Horford,Josh Richardson,co_inf with Al Horford,co_inf with Josh Richardson,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
28.0,26.0,2022-12-15,24-325,NOP,UTA,0.0,33.13333333333333,4.0,11.0,0.364,0.0,4.0,0.0,5.0,6.0,0.833,1.0,1.0,2.0,2.0,4.0,0.0,1.0,2.0,13.0,11.1,-13.0,7.0,4.0,0.5714285714285714,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,3.0,71.0,4.4375,9.1,84.7,5.29375,11.4,2.5,-1.9,-1.9,0.0,0.074429515888249,0.539,0.382,0.306,0.1,0.5,L (-21),L (-21)
29.0,27.0,2022-12-17,24-327,NOP,PHO,0.0,17.633333333333333,3.0,8.0,0.375,3.0,6.0,0.5,2.0,2.0,1.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,1.0,11.0,9.6,-5.0,2.0,0.0,0.0,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,7.0,68.0,4.25,8.799999999999999,72.4,4.525,11.4,2.5,-1.9,-1.9,0.0,0.074429515888249,0.539,0.382,0.306,0.1,0.5,L (-3),L (-3)
30.0,28.0,2022-12-19,24-329,NOP,MIL,0.0,14.65,1.0,6.0,0.167,1.0,6.0,0.167,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,-1.1,-13.0,0.0,0.0,,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,-3.0,79.0,4.9375,-1.0999999999999996,85.7,5.35625,11.4,2.5,-1.9,-1.9,0.0,0.074429515888249,0.539,0.382,0.306,0.1,0.5,L (-4),L (-4)
31.0,29.0,2022-12-22,24-332,NOP,SAS,1.0,24.766666666666666,3.0,6.0,0.5,1.0,2.0,0.5,0.0,0.0,,2.0,3.0,5.0,2.0,0.0,0.0,2.0,3.0,7.0,4.5,3.0,4.0,2.0,0.5,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,6.0,81.0,5.0625,4.500000000000001,93.8,5.8625,11.4,2.5,-1.9,-1.9,0.0,0.074429515888249,0.539,0.382,0.306,0.1,0.5,L (-9),L (-9)
32.0,30.0,2022-12-23,24-333,NOP,OKC,1.0,33.96666666666667,4.0,10.0,0.4,1.0,4.0,0.25,8.0,10.0,0.8,0.0,8.0,8.0,3.0,1.0,0.0,3.0,3.0,17.0,12.1,-2.0,6.0,3.0,0.5,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,6.0,68.0,4.25,8.900000000000002,73.49999999999999,4.593749999999999,11.4,2.5,-1.9,-1.9,0.0,0.074429515888249,0.539,0.382,0.306,0.1,0.5,W (+9),W (+9)
33.0,31.0,2022-12-26,24-336,NOP,IND,1.0,29.08333333333333,8.0,14.0,0.571,4.0,9.0,0.444,2.0,2.0,1.0,0.0,6.0,6.0,4.0,0.0,1.0,2.0,4.0,22.0,17.1,22.0,5.0,4.0,0.8,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,15.0,83.0,5.1875,16.3,66.8,4.175,11.4,2.5,-1.9,-1.9,0.0,0.074429515888249,0.539,0.382,0.306,0.1,0.5,W (+3),W (+3)
34.0,32.0,2022-12-28,24-338,NOP,MIN,1.0,35.05,4.0,9.0,0.444,0.0,2.0,0.0,4.0,5.0,0.8,1.0,6.0,7.0,1.0,0.0,0.0,0.0,3.0,12.0,8.9,3.0,7.0,4.0,0.5714285714285714,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,6.0,57.0,3.5625,7.299999999999996,74.7,4.66875,11.4,2.5,-1.9,-1.9,0.0,0.074429515888249,0.539,0.382,0.306,0.1,0.5,W (+20),W (+20)
35.0,33.0,2022-12-30,24-340,NOP,PHI,1.0,31.48333333333333,2.0,7.0,0.286,1.0,4.0,0.25,0.0,1.0,0.0,0.0,5.0,5.0,3.0,3.0,0.0,2.0,3.0,5.0,3.9,1.0,3.0,1.0,0.3333333333333333,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,6.0,78.0,4.875,3.9,101.2,6.325,11.4,2.5,-1.9,-1.9,0.0,0.074429515888249,0.539,0.382,0.306,0.1,0.5,W (+1),W (+1)
36.0,34.0,2022-12-31,24-341,NOP,MEM,0.0,21.08333333333333,2.0,10.0,0.2,2.0,6.0,0.333,6.0,6.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,12.0,9.2,-3.0,4.0,0.0,0.0,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,1.0,45.0,2.8125,6.800000000000001,45.50000000000001,2.8437500000000004,11.4,2.5,-1.9,-1.9,0.0,0.074429515888249,0.539,0.382,0.306,0.1,0.5,W (+11),W (+11)
37.0,35.0,2023-01-02,24-343,NOP,PHI,0.0,15.4,4.0,11.0,0.364,1.0,5.0,0.2,1.0,1.0,1.0,2.0,3.0,5.0,0.0,0.0,0.0,2.0,2.0,10.0,3.4,-10.0,6.0,3.0,0.5,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,1.0,85.0,5.3125,3.000000000000001,83.2,5.2,11.4,2.5,-1.9,-1.9,0.0,0.074429515888249,0.539,0.382,0.306,0.1,0.5,L (-15),L (-15)
38.0,36.0,2023-01-04,24-345,NOP,HOU,1.0,32.63333333333333,5.0,12.0,0.417,2.0,5.0,0.4,4.0,4.0,1.0,2.0,5.0,7.0,4.0,0.0,0.0,4.0,0.0,16.0,11.3,11.0,7.0,3.0,0.4285714285714285,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,7.0,88.0,5.5,9.7,98.2,6.1375,11.4,2.5,-1.9,-1.9,0.0,0.074429515888249,0.539,0.382,0.306,0.1,0.5,L (-9),L (-9)
39.0,37.0,2023-01-06,24-347,NOP,BRK,1.0,33.25,6.0,11.0,0.545,3.0,5.0,0.6,8.0,10.0,0.8,0.0,9.0,9.0,1.0,3.0,0.0,3.0,0.0,23.0,20.3,3.0,6.0,3.0,0.5,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,12.0,57.0,3.5625,17.099999999999998,53.2,3.325,11.4,2.5,-1.9,-1.9,0.0,0.074429515888249,0.539,0.382,0.306,0.1,0.5,W (+11),W (+11)
40.0,38.0,2023-01-07,24-348,NOP,DAL,1.0,38.1,9.0,17.0,0.529,1.0,4.0,0.25,5.0,10.0,0.5,1.0,1.0,2.0,4.0,3.0,1.0,4.0,3.0,24.0,16.0,3.0,13.0,8.0,0.6153846153846154,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,3.0,80.0,5.0,14.000000000000004,84.29999999999998,5.268749999999999,11.4,2.5,-1.9,-1.9,0.0,0.074429515888249,0.539,0.382,0.306,0.1,0.5,L (-6),L (-6)
41.0,39.0,2023-01-09,24-350,NOP,WAS,1.0,33.68333333333333,7.0,19.0,0.368,1.0,5.0,0.2,3.0,5.0,0.6,1.0,2.0,3.0,4.0,1.0,0.0,1.0,0.0,18.0,10.8,19.0,14.0,6.0,0.4285714285714285,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,1.0,97.0,6.0625,9.600000000000003,95.30000000000004,5.9562500000000025,11.4,2.5,-1.9,-1.9,0.0,0.074429515888249,0.539,0.382,0.306,0.1,0.5,L (-10),L (-10)
42.0,40.0,2023-01-11,24-352,NOP,BOS,1.0,37.05,6.0,15.0,0.4,2.0,5.0,0.4,4.0,4.0,1.0,0.0,7.0,7.0,3.0,0.0,1.0,0.0,2.0,18.0,14.0,-5.0,10.0,4.0,0.4,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,10.0,73.0,4.5625,12.4,77.1,4.81875,11.4,2.5,-1.9,-1.9,0.0,0.074429515888249,0.539,0.382,0.306,0.1,0.5,,
43.0,41.0,2023-01-13,24-354,NOP,DET,1.0,34.65,6.0,11.0,0.545,2.0,3.0,0.667,3.0,4.0,0.75,1.0,5.0,6.0,4.0,1.0,0.0,5.0,2.0,17.0,11.5,13.0,8.0,4.0,0.5,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,8.0,73.0,4.5625,10.299999999999995,82.69999999999999,5.168749999999999,11.4,2.5,-1.9,-1.9,0.0,0.074429515888249,0.539,0.382,0.306,0.1,0.5,W (+20),W (+20)
44.0,42.0,2023-01-16,24-357,NOP,CLE,1.0,35.81666666666667,7.0,12.0,0.583,0.0,1.0,0.0,0.0,0.0,,0.0,3.0,3.0,3.0,0.0,0.0,2.0,2.0,14.0,8.6,-15.0,11.0,7.0,0.6363636363636364,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,6.0,78.0,4.875,8.599999999999998,74.4,4.65,11.4,2.5,-1.9,-1.9,0.0,0.074429515888249,0.539,0.382,0.306,0.1,0.5,L (-11),L (-11)
45.0,43.0,2023-01-18,24-359,NOP,MIA,1.0,31.883333333333333,4.0,13.0,0.308,1.0,5.0,0.2,3.0,3.0,1.0,0.0,5.0,5.0,4.0,0.0,0.0,1.0,1.0,12.0,7.4,-16.0,8.0,3.0,0.375,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,4.0,59.0,3.6875,6.199999999999998,62.9,3.93125,11.4,2.5,-1.9,-1.9,0.0,0.074429515888249,0.539,0.382,0.306,0.1,0.5,W (+6),W (+6)
46.0,,2023-01-20,24-361,NOP,ORL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,,96.0,6.0,0.0,97.6,6.1,11.4,2.5,-1.9,-1.9,0.0,0.074429515888249,0.539,0.382,0.306,0.1,0.5,L (-10),L (-10)
47.0,,2023-01-22,24-363,NOP,MIA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,,67.0,4.1875,0.0,67.19999999999999,4.199999999999999,11.4,2.5,-1.9,-1.9,0.0,0.074429515888249,0.539,0.382,0.306,0.1,0.5,L (-26),L (-26)
48.0,,2023-01-24,25-000,NOP,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,,59.0,3.6875,0.0,67.8,4.2375,11.4,2.5,-1.9,-1.9,0.0,0.074429515888249,0.539,0.382,0.306,0.1,0.5,L (-13),L (-13)
49.0,44.0,2023-01-25,25-001,NOP,MIN,0.0,26.78333333333333,1.0,6.0,0.167,0.0,2.0,0.0,3.0,4.0,0.75,0.0,4.0,4.0,4.0,1.0,1.0,3.0,0.0,5.0,3.5,-3.0,4.0,1.0,0.25,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,2.0,46.0,2.875,2.3000000000000007,53.3,3.33125,11.4,2.5,-1.9,-1.9,0.0,0.074429515888249,0.539,0.382,0.306,0.1,0.5,L (-4),L (-4)
50.0,45.0,2023-01-28,25-004,NOP,WAS,0.0,17.883333333333333,4.0,8.0,0.5,0.0,1.0,0.0,0.0,0.0,,1.0,4.0,5.0,3.0,2.0,0.0,1.0,2.0,8.0,8.2,-7.0,7.0,4.0,0.5714285714285714,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,9.0,56.0,3.5,8.199999999999998,57.2,3.575,11.4,2.5,-1.9,-1.9,0.0,0.074429515888249,0.539,0.382,0.306,0.1,0.5,L (-1),L (-1)
51.0,46.0,2023-01-29,25-005,NOP,MIL,1.0,34.21666666666667,4.0,15.0,0.267,0.0,5.0,0.0,0.0,1.0,0.0,2.0,2.0,4.0,6.0,0.0,0.0,2.0,2.0,8.0,2.1,-16.0,10.0,4.0,0.4,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,0.0,59.0,3.6875,2.0999999999999988,63.8,3.9875,11.4,2.5,-1.9,-1.9,0.0,0.074429515888249,0.539,0.382,0.306,0.1,0.5,L (-9),L (-9)
52.0,47.0,2023-01-31,25-007,NOP,DEN,0.0,24.08333333333333,1.0,3.0,0.333,0.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,4.0,2.6,14.0,2.0,1.0,0.5,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,2.0,88.0,5.5,1.8000000000000005,92.7,5.79375,11.4,2.5,-1.9,-1.9,0.0,0.074429515888249,0.539,0.382,0.306,0.1,0.5,L (-10),L (-10)
53.0,48.0,2023-02-02,25-009,NOP,DAL,0.0,25.133333333333333,4.0,8.0,0.5,2.0,2.0,1.0,1.0,2.0,0.5,0.0,1.0,1.0,3.0,1.0,0.0,1.0,5.0,11.0,7.0,1.0,6.0,2.0,0.3333333333333333,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,5.0,82.0,5.125,6.6,80.49999999999999,5.031249999999999,11.4,2.5,-1.9,-1.9,0.0,0.074429515888249,0.539,0.382,0.306,0.1,0.5,L (-25),L (-25)
54.0,49.0,2023-02-04,25-011,NOP,LAL,0.0,22.416666666666668,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,4.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,-0.3,-3.0,0.0,0.0,,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,3.0,87.0,5.4375,-0.3,107.0,6.6875,11.4,2.5,-1.9,-1.9,0.0,0.074429515888249,0.539,0.382,0.306,0.1,0.5,L (-9),L (-9)
55.0,50.0,2023-02-05,25-012,NOP,SAC,1.0,24.3,7.0,12.0,0.583,0.0,2.0,0.0,3.0,6.0,0.5,0.0,6.0,6.0,4.0,2.0,0.0,2.0,1.0,17.0,14.4,17.0,10.0,7.0,0.7,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,9.0,90.0,5.625,13.200000000000005,106.20000000000002,6.637500000000001,11.4,2.5,-1.9,-1.9,0.0,0.074429515888249,0.539,0.382,0.306,0.1,0.5,L (-5),L (-5)
56.0,51.0,2023-02-07,25-014,NOP,ATL,0.0,24.683333333333334,2.0,5.0,0.4,2.0,4.0,0.5,1.0,2.0,0.5,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,7.0,6.2,1.0,1.0,0.0,0.0,45,72,5,48,54,22,61,43,74,56,25,61,74,35,27,45.0,75.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,79.0,38.0,29.0,1.0,0.96,1.0,0.6575342465753424,0.9152542372881356,0.88,0.9242424242424242,0.9148936170212766,0.9367088607594936,0.918032786885246,1.0,0.9384615384615383,0.9367088607594936,0.9210526315789472,0.9310344827586208,23,63.0,65.0,0.0,0.3538461538461538,16,3.0,77.0,4.8125,5.8,87.8,5.4875,11.4,2.5,-1.9,-1.9,0.0,0.074429515888249,0.539,0.382,0.306,0.1,0.5,W (+5),W (+5)
