Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with A.J. Lawson,Shared Games with Anthony Edwards,Shared Games with Austin Rivers,Shared Games with Bryn Forbes,Shared Games with Jaden McDaniels,Shared Games with Jaylen Nowell,Shared Games with Jordan McLaughlin,Shared Games with Josh Minott,Shared Games with Karl-Anthony Towns,Shared Games with Kyle Anderson,Shared Games with Luka Garza,Shared Games with Nathan Knight,Shared Games with Naz Reid,Shared Games with Rudy Gobert,Shared Games with Taurean Prince,Shared Games with Wendell Moore Jr.,A.J. Lawson,Anthony Edwards,Austin Rivers,Bryn Forbes,Jaden McDaniels,Jaylen Nowell,Jordan McLaughlin,Josh Minott,Karl-Anthony Towns,Kyle Anderson,Luka Garza,Nathan Knight,Naz Reid,Rudy Gobert,Taurean Prince,Wendell Moore Jr.,co_inf with A.J. Lawson,co_inf with Anthony Edwards,co_inf with Austin Rivers,co_inf with Bryn Forbes,co_inf with Jaden McDaniels,co_inf with Jaylen Nowell,co_inf with Jordan McLaughlin,co_inf with Josh Minott,co_inf with Karl-Anthony Towns,co_inf with Kyle Anderson,co_inf with Luka Garza,co_inf with Nathan Knight,co_inf with Naz Reid,co_inf with Rudy Gobert,co_inf with Taurean Prince,co_inf with Wendell Moore Jr.
36,36,34,2022-12-30,26-310,MIN,@,MIL,L (-9),1,35.2,3.0,10.0,.300,1.0,5.0,.200,8,8,1.000,0,5,5,7,1,0,0,3,15,15.4,-11,5.0,2.0,0.4,1,54,40,22,51,54,20,8,21,42,18,28,47,45,33,20,15.0,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.6835443037974683,0.7692307692307693,0.88,0.6455696202531646,0.8307692307692308,0.4651162790697674,0.5333333333333333,0.7241379310344828,0.6086956521739131,0.6428571428571429,0.7368421052631579,0.6911764705882353,0.6428571428571429,0.6111111111111112,0.6896551724137931
37,37,35,2022-12-31,26-311,MIN,,DET,L (-12),1,33.88333333333333,9.0,18.0,.500,2.0,7.0,.286,5,5,1.000,0,0,0,5,0,0,2,3,25,16.3,+3,11.0,7.0,0.6363636363636364,1,54,40,22,51,54,20,8,21,42,18,28,47,45,33,20,15.0,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.6835443037974683,0.7692307692307693,0.88,0.6455696202531646,0.8307692307692308,0.4651162790697674,0.5333333333333333,0.7241379310344828,0.6086956521739131,0.6428571428571429,0.7368421052631579,0.6911764705882353,0.6428571428571429,0.6111111111111112,0.6896551724137931
38,38,,2023-01-02,26-313,MIN,,DEN,W (+13),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,1,54,40,22,51,54,20,8,21,42,18,28,47,45,33,20,15.0,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.6835443037974683,0.7692307692307693,0.88,0.6455696202531646,0.8307692307692308,0.4651162790697674,0.5333333333333333,0.7241379310344828,0.6086956521739131,0.6428571428571429,0.7368421052631579,0.6911764705882353,0.6428571428571429,0.6111111111111112,0.6896551724137931
39,39,36,2023-01-04,26-315,MIN,,POR,W (+7),1,25.533333333333335,1.0,6.0,.167,1.0,4.0,.250,6,8,.750,2,1,3,7,1,0,1,1,9,10.6,-3,2.0,0.0,0.0,1,54,40,22,51,54,20,8,21,42,18,28,47,45,33,20,15.0,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.6835443037974683,0.7692307692307693,0.88,0.6455696202531646,0.8307692307692308,0.4651162790697674,0.5333333333333333,0.7241379310344828,0.6086956521739131,0.6428571428571429,0.7368421052631579,0.6911764705882353,0.6428571428571429,0.6111111111111112,0.6896551724137931
40,40,37,2023-01-06,26-317,MIN,,LAC,W (+13),1,32.85,7.0,12.0,.583,1.0,4.0,.250,10,10,1.000,0,5,5,4,2,1,2,4,25,22.8,+8,8.0,6.0,0.75,1,54,40,22,51,54,20,8,21,42,18,28,47,45,33,20,15.0,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.6835443037974683,0.7692307692307693,0.88,0.6455696202531646,0.8307692307692308,0.4651162790697674,0.5333333333333333,0.7241379310344828,0.6086956521739131,0.6428571428571429,0.7368421052631579,0.6911764705882353,0.6428571428571429,0.6111111111111112,0.6896551724137931
41,Rk,G,Date,Age,Tm,,Opp,,GS,0.0,,,FG%,,,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,,,,1,54,40,22,51,54,20,8,21,42,18,28,47,45,33,20,15.0,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.6835443037974683,0.7692307692307693,0.88,0.6455696202531646,0.8307692307692308,0.4651162790697674,0.5333333333333333,0.7241379310344828,0.6086956521739131,0.6428571428571429,0.7368421052631579,0.6911764705882353,0.6428571428571429,0.6111111111111112,0.6896551724137931
42,41,38,2023-01-08,26-319,MIN,@,HOU,W (+8),1,32.75,6.0,13.0,.462,4.0,7.0,.571,6,6,1.000,0,3,3,6,0,0,4,2,22,15.6,-1,6.0,2.0,0.3333333333333333,1,54,40,22,51,54,20,8,21,42,18,28,47,45,33,20,15.0,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.6835443037974683,0.7692307692307693,0.88,0.6455696202531646,0.8307692307692308,0.4651162790697674,0.5333333333333333,0.7241379310344828,0.6086956521739131,0.6428571428571429,0.7368421052631579,0.6911764705882353,0.6428571428571429,0.6111111111111112,0.6896551724137931
43,42,39,2023-01-11,26-322,MIN,@,DET,L (-17),1,37.06666666666667,7.0,14.0,.500,5.0,8.0,.625,0,0,,0,2,2,5,1,0,2,5,19,13.1,-3,6.0,2.0,0.3333333333333333,1,54,40,22,51,54,20,8,21,42,18,28,47,45,33,20,15.0,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.6835443037974683,0.7692307692307693,0.88,0.6455696202531646,0.8307692307692308,0.4651162790697674,0.5333333333333333,0.7241379310344828,0.6086956521739131,0.6428571428571429,0.7368421052631579,0.6911764705882353,0.6428571428571429,0.6111111111111112,0.6896551724137931
44,43,40,2023-01-13,26-324,MIN,,PHO,W (+5),1,34.3,6.0,14.0,.429,2.0,5.0,.400,3,4,.750,1,1,2,4,2,0,2,3,17,11.8,+9,9.0,4.0,0.4444444444444444,1,54,40,22,51,54,20,8,21,42,18,28,47,45,33,20,15.0,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.6835443037974683,0.7692307692307693,0.88,0.6455696202531646,0.8307692307692308,0.4651162790697674,0.5333333333333333,0.7241379310344828,0.6086956521739131,0.6428571428571429,0.7368421052631579,0.6911764705882353,0.6428571428571429,0.6111111111111112,0.6896551724137931
45,44,41,2023-01-14,26-325,MIN,,CLE,W (+8),1,20.55,4.0,8.0,.500,1.0,3.0,.333,0,0,,0,0,0,1,0,0,1,2,9,3.9,-6,5.0,3.0,0.6,1,54,40,22,51,54,20,8,21,42,18,28,47,45,33,20,15.0,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.6835443037974683,0.7692307692307693,0.88,0.6455696202531646,0.8307692307692308,0.4651162790697674,0.5333333333333333,0.7241379310344828,0.6086956521739131,0.6428571428571429,0.7368421052631579,0.6911764705882353,0.6428571428571429,0.6111111111111112,0.6896551724137931
46,45,42,2023-01-16,26-327,MIN,,UTA,L (-1),1,30.966666666666665,6.0,11.0,.545,3.0,6.0,.500,6,6,1.000,1,0,1,7,0,1,1,1,21,20.6,+3,5.0,3.0,0.6,1,54,40,22,51,54,20,8,21,42,18,28,47,45,33,20,15.0,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.6835443037974683,0.7692307692307693,0.88,0.6455696202531646,0.8307692307692308,0.4651162790697674,0.5333333333333333,0.7241379310344828,0.6086956521739131,0.6428571428571429,0.7368421052631579,0.6911764705882353,0.6428571428571429,0.6111111111111112,0.6896551724137931
47,46,43,2023-01-18,26-329,MIN,@,DEN,L (-4),1,31.75,4.0,8.0,.500,3.0,6.0,.500,2,2,1.000,0,0,0,7,0,0,4,1,13,9.5,-4,2.0,1.0,0.5,1,54,40,22,51,54,20,8,21,42,18,28,47,45,33,20,15.0,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.6835443037974683,0.7692307692307693,0.88,0.6455696202531646,0.8307692307692308,0.4651162790697674,0.5333333333333333,0.7241379310344828,0.6086956521739131,0.6428571428571429,0.7368421052631579,0.6911764705882353,0.6428571428571429,0.6111111111111112,0.6896551724137931
48,47,44,2023-01-19,26-330,MIN,,TOR,W (+2),1,33.8,8.0,15.0,.533,5.0,10.0,.500,4,4,1.000,1,0,1,6,2,1,4,2,25,20.5,+2,5.0,3.0,0.6,1,54,40,22,51,54,20,8,21,42,18,28,47,45,33,20,15.0,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.6835443037974683,0.7692307692307693,0.88,0.6455696202531646,0.8307692307692308,0.4651162790697674,0.5333333333333333,0.7241379310344828,0.6086956521739131,0.6428571428571429,0.7368421052631579,0.6911764705882353,0.6428571428571429,0.6111111111111112,0.6896551724137931
49,48,45,2023-01-21,26-332,MIN,,HOU,W (+9),1,31.25,6.0,11.0,.545,4.0,6.0,.667,7,7,1.000,0,1,1,8,1,0,2,2,23,21.8,+2,5.0,2.0,0.4,1,54,40,22,51,54,20,8,21,42,18,28,47,45,33,20,15.0,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.6835443037974683,0.7692307692307693,0.88,0.6455696202531646,0.8307692307692308,0.4651162790697674,0.5333333333333333,0.7241379310344828,0.6086956521739131,0.6428571428571429,0.7368421052631579,0.6911764705882353,0.6428571428571429,0.6111111111111112,0.6896551724137931
50,49,46,2023-01-23,26-334,MIN,@,HOU,L (-5),1,42.416666666666664,11.0,23.0,.478,6.0,12.0,.500,2,2,1.000,1,2,3,7,2,0,4,1,30,22.1,-3,11.0,5.0,0.4545454545454545,1,54,40,22,51,54,20,8,21,42,18,28,47,45,33,20,15.0,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.6835443037974683,0.7692307692307693,0.88,0.6455696202531646,0.8307692307692308,0.4651162790697674,0.5333333333333333,0.7241379310344828,0.6086956521739131,0.6428571428571429,0.7368421052631579,0.6911764705882353,0.6428571428571429,0.6111111111111112,0.6896551724137931
51,50,47,2023-01-25,26-336,MIN,@,NOP,W (+9),1,38.81666666666667,8.0,17.0,.471,3.0,8.0,.375,0,1,.000,0,3,3,5,2,0,0,2,19,15.5,+12,9.0,5.0,0.5555555555555556,1,54,40,22,51,54,20,8,21,42,18,28,47,45,33,20,15.0,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.6835443037974683,0.7692307692307693,0.88,0.6455696202531646,0.8307692307692308,0.4651162790697674,0.5333333333333333,0.7241379310344828,0.6086956521739131,0.6428571428571429,0.7368421052631579,0.6911764705882353,0.6428571428571429,0.6111111111111112,0.6896551724137931
52,51,48,2023-01-27,26-338,MIN,,MEM,W (+11),1,37.233333333333334,7.0,17.0,.412,3.0,10.0,.300,2,2,1.000,1,7,8,7,3,0,6,1,19,14.2,+12,7.0,4.0,0.5714285714285714,1,54,40,22,51,54,20,8,21,42,18,28,47,45,33,20,15.0,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.6835443037974683,0.7692307692307693,0.88,0.6455696202531646,0.8307692307692308,0.4651162790697674,0.5333333333333333,0.7241379310344828,0.6086956521739131,0.6428571428571429,0.7368421052631579,0.6911764705882353,0.6428571428571429,0.6111111111111112,0.6896551724137931
53,52,49,2023-01-28,26-339,MIN,,SAC,W (+7),1,37.25,8.0,14.0,.571,7.0,9.0,.778,2,2,1.000,1,1,2,6,1,0,3,4,25,20.0,+6,5.0,1.0,0.2,1,54,40,22,51,54,20,8,21,42,18,28,47,45,33,20,15.0,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.6835443037974683,0.7692307692307693,0.88,0.6455696202531646,0.8307692307692308,0.4651162790697674,0.5333333333333333,0.7241379310344828,0.6086956521739131,0.6428571428571429,0.7368421052631579,0.6911764705882353,0.6428571428571429,0.6111111111111112,0.6896551724137931
54,53,50,2023-01-30,26-341,MIN,,SAC,L (-7),1,40.15,4.0,16.0,.250,2.0,10.0,.200,0,3,.000,0,4,4,7,0,0,2,1,10,2.9,-11,6.0,2.0,0.3333333333333333,1,54,40,22,51,54,20,8,21,42,18,28,47,45,33,20,15.0,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.6835443037974683,0.7692307692307693,0.88,0.6455696202531646,0.8307692307692308,0.4651162790697674,0.5333333333333333,0.7241379310344828,0.6086956521739131,0.6428571428571429,0.7368421052631579,0.6911764705882353,0.6428571428571429,0.6111111111111112,0.6896551724137931
55,54,51,2023-02-01,26-343,MIN,,GSW,W (+5),1,34.68333333333333,11.0,23.0,.478,7.0,17.0,.412,0,0,,0,2,2,2,0,0,3,6,29,13.9,+3,6.0,4.0,0.6666666666666666,1,54,40,22,51,54,20,8,21,42,18,28,47,45,33,20,15.0,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.6835443037974683,0.7692307692307693,0.88,0.6455696202531646,0.8307692307692308,0.4651162790697674,0.5333333333333333,0.7241379310344828,0.6086956521739131,0.6428571428571429,0.7368421052631579,0.6911764705882353,0.6428571428571429,0.6111111111111112,0.6896551724137931
56,55,52,2023-02-03,26-345,MIN,,ORL,L (-7),1,37.63333333333333,9.0,20.0,.450,6.0,16.0,.375,5,5,1.000,1,9,10,6,2,1,6,1,29,22.5,-9,4.0,3.0,0.75,1,54,40,22,51,54,20,8,21,42,18,28,47,45,33,20,15.0,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.6835443037974683,0.7692307692307693,0.88,0.6455696202531646,0.8307692307692308,0.4651162790697674,0.5333333333333333,0.7241379310344828,0.6086956521739131,0.6428571428571429,0.7368421052631579,0.6911764705882353,0.6428571428571429,0.6111111111111112,0.6896551724137931
57,56,53,2023-02-05,26-347,MIN,,DEN,W (+30),1,29.5,6.0,9.0,.667,3.0,5.0,.600,3,4,.750,0,1,1,10,1,0,2,2,18,19.2,+11,4.0,3.0,0.75,1,54,40,22,51,54,20,8,21,42,18,28,47,45,33,20,15.0,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.6835443037974683,0.7692307692307693,0.88,0.6455696202531646,0.8307692307692308,0.4651162790697674,0.5333333333333333,0.7241379310344828,0.6086956521739131,0.6428571428571429,0.7368421052631579,0.6911764705882353,0.6428571428571429,0.6111111111111112,0.6896551724137931
58,57,54,2023-02-07,26-349,MIN,@,DEN,L (-34),1,19.816666666666666,4.0,7.0,.571,2.0,4.0,.500,0,0,,1,1,2,3,1,0,1,0,10,9.8,-27,3.0,2.0,0.6666666666666666,1,54,40,22,51,54,20,8,21,42,18,28,47,45,33,20,15.0,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.6835443037974683,0.7692307692307693,0.88,0.6455696202531646,0.8307692307692308,0.4651162790697674,0.5333333333333333,0.7241379310344828,0.6086956521739131,0.6428571428571429,0.7368421052631579,0.6911764705882353,0.6428571428571429,0.6111111111111112,0.6896551724137931
59,58,,2023-02-08,26-350,MIN,@,UTA,W (+25),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,1,54,40,22,51,54,20,8,21,42,18,28,47,45,33,20,15.0,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.6835443037974683,0.7692307692307693,0.88,0.6455696202531646,0.8307692307692308,0.4651162790697674,0.5333333333333333,0.7241379310344828,0.6086956521739131,0.6428571428571429,0.7368421052631579,0.6911764705882353,0.6428571428571429,0.6111111111111112,0.6896551724137931
60,59,,2023-02-09,26-351,LAL,,MIL,L (-9),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,1,54,40,22,51,54,20,8,21,42,18,28,47,45,33,20,15.0,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.6835443037974683,0.7692307692307693,0.88,0.6455696202531646,0.8307692307692308,0.4651162790697674,0.5333333333333333,0.7241379310344828,0.6086956521739131,0.6428571428571429,0.7368421052631579,0.6911764705882353,0.6428571428571429,0.6111111111111112,0.6896551724137931
61,60,55,2023-02-11,26-353,LAL,@,GSW,W (+6),1,35.21666666666667,6.0,12.0,.500,1.0,3.0,.333,2,3,.667,1,4,5,6,0,0,3,1,15,11.3,+12,9.0,5.0,0.5555555555555556,1,54,40,22,51,54,20,8,21,42,18,28,47,45,33,20,15.0,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.6835443037974683,0.7692307692307693,0.88,0.6455696202531646,0.8307692307692308,0.4651162790697674,0.5333333333333333,0.7241379310344828,0.6086956521739131,0.6428571428571429,0.7368421052631579,0.6911764705882353,0.6428571428571429,0.6111111111111112,0.6896551724137931
62,Rk,G,Date,Age,Tm,,Opp,,GS,0.0,,,FG%,,,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,,,,1,54,40,22,51,54,20,8,21,42,18,28,47,45,33,20,15.0,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.6835443037974683,0.7692307692307693,0.88,0.6455696202531646,0.8307692307692308,0.4651162790697674,0.5333333333333333,0.7241379310344828,0.6086956521739131,0.6428571428571429,0.7368421052631579,0.6911764705882353,0.6428571428571429,0.6111111111111112,0.6896551724137931
63,61,56,2023-02-13,26-355,LAL,@,POR,L (-12),1,27.883333333333333,7.0,16.0,.438,2.0,8.0,.250,0,0,,1,2,3,4,0,0,1,1,16,10.3,-7,8.0,5.0,0.625,1,54,40,22,51,54,20,8,21,42,18,28,47,45,33,20,15.0,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.6835443037974683,0.7692307692307693,0.88,0.6455696202531646,0.8307692307692308,0.4651162790697674,0.5333333333333333,0.7241379310344828,0.6086956521739131,0.6428571428571429,0.7368421052631579,0.6911764705882353,0.6428571428571429,0.6111111111111112,0.6896551724137931
64,62,57,2023-02-15,26-357,LAL,,NOP,W (+18),1,27.516666666666666,5.0,12.0,.417,3.0,5.0,.600,8,10,.800,0,2,2,7,1,0,1,3,21,18.1,+18,7.0,2.0,0.2857142857142857,1,54,40,22,51,54,20,8,21,42,18,28,47,45,33,20,15.0,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.6835443037974683,0.7692307692307693,0.88,0.6455696202531646,0.8307692307692308,0.4651162790697674,0.5333333333333333,0.7241379310344828,0.6086956521739131,0.6428571428571429,0.7368421052631579,0.6911764705882353,0.6428571428571429,0.6111111111111112,0.6896551724137931
65,63,58,2023-02-23,27-000,LAL,,GSW,W (+13),1,8.8,1.0,3.0,.333,0.0,1.0,.000,0,0,,0,4,4,3,0,0,1,0,2,2.6,+4,2.0,1.0,0.5,1,54,40,22,51,54,20,8,21,42,18,28,47,45,33,20,15.0,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.6835443037974683,0.7692307692307693,0.88,0.6455696202531646,0.8307692307692308,0.4651162790697674,0.5333333333333333,0.7241379310344828,0.6086956521739131,0.6428571428571429,0.7368421052631579,0.6911764705882353,0.6428571428571429,0.6111111111111112,0.6896551724137931
66,64,,2023-02-26,27-003,LAL,@,DAL,W (+3),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,1,54,40,22,51,54,20,8,21,42,18,28,47,45,33,20,15.0,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.6835443037974683,0.7692307692307693,0.88,0.6455696202531646,0.8307692307692308,0.4651162790697674,0.5333333333333333,0.7241379310344828,0.6086956521739131,0.6428571428571429,0.7368421052631579,0.6911764705882353,0.6428571428571429,0.6111111111111112,0.6896551724137931
67,65,,2023-02-28,27-005,LAL,@,MEM,L (-12),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,1,54,40,22,51,54,20,8,21,42,18,28,47,45,33,20,15.0,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.6835443037974683,0.7692307692307693,0.88,0.6455696202531646,0.8307692307692308,0.4651162790697674,0.5333333333333333,0.7241379310344828,0.6086956521739131,0.6428571428571429,0.7368421052631579,0.6911764705882353,0.6428571428571429,0.6111111111111112,0.6896551724137931
68,66,,2023-03-01,27-006,LAL,@,OKC,W (+6),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,1,54,40,22,51,54,20,8,21,42,18,28,47,45,33,20,15.0,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.6835443037974683,0.7692307692307693,0.88,0.6455696202531646,0.8307692307692308,0.4651162790697674,0.5333333333333333,0.7241379310344828,0.6086956521739131,0.6428571428571429,0.7368421052631579,0.6911764705882353,0.6428571428571429,0.6111111111111112,0.6896551724137931
69,67,,2023-03-03,27-008,LAL,,MIN,L (-8),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,1,54,40,22,51,54,20,8,21,42,18,28,47,45,33,20,15.0,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.6835443037974683,0.7692307692307693,0.88,0.6455696202531646,0.8307692307692308,0.4651162790697674,0.5333333333333333,0.7241379310344828,0.6086956521739131,0.6428571428571429,0.7368421052631579,0.6911764705882353,0.6428571428571429,0.6111111111111112,0.6896551724137931
70,68,,2023-03-05,27-010,LAL,,GSW,W (+8),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,1,54,40,22,51,54,20,8,21,42,18,28,47,45,33,20,15.0,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.6835443037974683,0.7692307692307693,0.88,0.6455696202531646,0.8307692307692308,0.4651162790697674,0.5333333333333333,0.7241379310344828,0.6086956521739131,0.6428571428571429,0.7368421052631579,0.6911764705882353,0.6428571428571429,0.6111111111111112,0.6896551724137931
71,69,,2023-03-07,27-012,LAL,,MEM,W (+9),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,1,54,40,22,51,54,20,8,21,42,18,28,47,45,33,20,15.0,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.6835443037974683,0.7692307692307693,0.88,0.6455696202531646,0.8307692307692308,0.4651162790697674,0.5333333333333333,0.7241379310344828,0.6086956521739131,0.6428571428571429,0.7368421052631579,0.6911764705882353,0.6428571428571429,0.6111111111111112,0.6896551724137931
72,70,59,2023-03-10,27-015,LAL,,TOR,W (+10),1,31.016666666666666,10.0,17.0,.588,5.0,8.0,.625,3,3,1.000,1,4,5,9,1,0,4,0,28,25.3,+4,9.0,5.0,0.5555555555555556,1,54,40,22,51,54,20,8,21,42,18,28,47,45,33,20,15.0,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.6835443037974683,0.7692307692307693,0.88,0.6455696202531646,0.8307692307692308,0.4651162790697674,0.5333333333333333,0.7241379310344828,0.6086956521739131,0.6428571428571429,0.7368421052631579,0.6911764705882353,0.6428571428571429,0.6111111111111112,0.6896551724137931
73,71,60,2023-03-12,27-017,LAL,,NYK,L (-4),1,35.266666666666666,13.0,19.0,.684,6.0,11.0,.545,1,1,1.000,2,3,5,8,0,1,3,3,33,29.3,+14,8.0,7.0,0.875,1,54,40,22,51,54,20,8,21,42,18,28,47,45,33,20,15.0,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.6835443037974683,0.7692307692307693,0.88,0.6455696202531646,0.8307692307692308,0.4651162790697674,0.5333333333333333,0.7241379310344828,0.6086956521739131,0.6428571428571429,0.7368421052631579,0.6911764705882353,0.6428571428571429,0.6111111111111112,0.6896551724137931
