Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bryce McGowens,Shared Games with Cody Martin,Shared Games with Dennis Smith Jr.,Shared Games with Gordon Hayward,Shared Games with Jalen McDaniels,Shared Games with James Bouknight,Shared Games with JT Thor,Shared Games with Kai Jones,Shared Games with Kobi Simmons,Shared Games with LaMelo Ball,Shared Games with Mark Williams,Shared Games with Mason Plumlee,Shared Games with Nick Richards,Shared Games with P.J. Washington,Shared Games with Terry Rozier,Shared Games with Théo Maledon,Bryce McGowens,Cody Martin,Dennis Smith Jr.,Gordon Hayward,Jalen McDaniels,James Bouknight,JT Thor,Kai Jones,Kobi Simmons,LaMelo Ball,Mark Williams,Mason Plumlee,Nick Richards,P.J. Washington,Terry Rozier,Théo Maledon,Xavier Sneed,co_inf with Bryce McGowens,co_inf with Cody Martin,co_inf with Dennis Smith Jr.,co_inf with Gordon Hayward,co_inf with Jalen McDaniels,co_inf with James Bouknight,co_inf with JT Thor,co_inf with Kai Jones,co_inf with Kobi Simmons,co_inf with LaMelo Ball,co_inf with Mark Williams,co_inf with Mason Plumlee,co_inf with Nick Richards,co_inf with P.J. Washington,co_inf with Terry Rozier,co_inf with Théo Maledon,co_inf with Xavier Sneed,Shared Games with Reggie Jackson,Shared Games with Svi Mykhailiuk,De'Andre Hunter,Svi Mykhailiuk,co_inf with De'Andre Hunter,co_inf with Svi Mykhailiuk,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
29,29,29,2022-12-16,27-007,CHO,,ATL,L (-19),0,30:08,5.0,19.0,.263,3.0,10.0,.300,3,4.0,.750,2.0,5.0,7.0,1.0,0.0,1.0,1.0,3.0,16.0,6.4,-27,9.0,2.0,0.2222222222222222,24,1,28,31,35,23,35,33,5,14,13,35,46,43,38,33,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5217391304347826,0.1428571428571428,0.5185185185185185,0.62,0.4375,0.6764705882352942,0.5072463768115942,0.717391304347826,1.0,0.3888888888888889,0.3023255813953488,0.4430379746835443,0.7076923076923077,0.589041095890411,0.6031746031746031,0.75,0.0,19,9,67.0,32.0,0.0,0.28125,18,1.0,52.0,2.888888888888889,5.199999999999998,68.89999999999999,3.8277777777777775
30,30,30,2022-12-18,27-009,CHO,@,DEN,L (-4),0,34:54,7.0,18.0,.389,2.0,8.0,.250,0,0.0,,0.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,16.0,9.1,-16,10.0,5.0,0.5,24,1,28,31,35,23,35,33,5,14,13,35,46,43,38,33,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5217391304347826,0.1428571428571428,0.5185185185185185,0.62,0.4375,0.6764705882352942,0.5072463768115942,0.717391304347826,1.0,0.3888888888888889,0.3023255813953488,0.4430379746835443,0.7076923076923077,0.589041095890411,0.6031746031746031,0.75,0.0,19,9,67.0,32.0,0.0,0.28125,18,3.0,47.0,2.611111111111111,9.1,56.4,3.1333333333333333
31,31,31,2022-12-19,27-010,CHO,@,SAC,W (+6),1,38:27,12.0,25.0,.480,3.0,8.0,.375,4,6.0,.667,1.0,8.0,9.0,1.0,1.0,1.0,4.0,2.0,31.0,18.2,+1,17.0,9.0,0.5294117647058824,24,1,28,31,35,23,35,33,5,14,13,35,46,43,38,33,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5217391304347826,0.1428571428571428,0.5185185185185185,0.62,0.4375,0.6764705882352942,0.5072463768115942,0.717391304347826,1.0,0.3888888888888889,0.3023255813953488,0.4430379746835443,0.7076923076923077,0.589041095890411,0.6031746031746031,0.75,0.0,19,9,67.0,32.0,0.0,0.28125,18,8.0,73.0,4.055555555555555,16.600000000000005,75.0,4.166666666666667
32,32,32,2022-12-21,27-012,CHO,@,LAC,L (-21),1,28:52,4.0,15.0,.267,1.0,6.0,.167,4,5.0,.800,1.0,1.0,2.0,2.0,3.0,0.0,1.0,4.0,13.0,6.5,-39,9.0,3.0,0.3333333333333333,24,1,28,31,35,23,35,33,5,14,13,35,46,43,38,33,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5217391304347826,0.1428571428571428,0.5185185185185185,0.62,0.4375,0.6764705882352942,0.5072463768115942,0.717391304347826,1.0,0.3888888888888889,0.3023255813953488,0.4430379746835443,0.7076923076923077,0.589041095890411,0.6031746031746031,0.75,0.0,19,9,67.0,32.0,0.0,0.28125,18,-1.0,51.0,2.833333333333333,4.9,55.8,3.0999999999999996
33,33,33,2022-12-23,27-014,CHO,@,LAL,W (+4),0,30:37,8.0,15.0,.533,1.0,6.0,.167,2,2.0,1.000,1.0,4.0,5.0,1.0,0.0,0.0,2.0,5.0,19.0,10.3,-10,9.0,7.0,0.7777777777777778,24,1,28,31,35,23,35,33,5,14,13,35,46,43,38,33,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5217391304347826,0.1428571428571428,0.5185185185185185,0.62,0.4375,0.6764705882352942,0.5072463768115942,0.717391304347826,1.0,0.3888888888888889,0.3023255813953488,0.4430379746835443,0.7076923076923077,0.589041095890411,0.6031746031746031,0.75,0.0,19,9,67.0,32.0,0.0,0.28125,18,6.0,71.0,3.9444444444444446,9.499999999999996,84.0,4.666666666666667
34,34,34,2022-12-26,27-017,CHO,@,POR,L (-11),0,33:17,5.0,15.0,.333,2.0,8.0,.250,3,6.0,.500,3.0,2.0,5.0,1.0,0.0,0.0,2.0,3.0,15.0,5.5,+8,7.0,3.0,0.4285714285714285,24,1,28,31,35,23,35,33,5,14,13,35,46,43,38,33,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5217391304347826,0.1428571428571428,0.5185185185185185,0.62,0.4375,0.6764705882352942,0.5072463768115942,0.717391304347826,1.0,0.3888888888888889,0.3023255813953488,0.4430379746835443,0.7076923076923077,0.589041095890411,0.6031746031746031,0.75,0.0,19,9,67.0,32.0,0.0,0.28125,18,-2.0,41.0,2.2777777777777777,4.300000000000002,51.8,2.8777777777777778
35,35,,2022-12-27,27-018,CHO,@,GSW,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,24,1,28,31,35,23,35,33,5,14,13,35,46,43,38,33,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5217391304347826,0.1428571428571428,0.5185185185185185,0.62,0.4375,0.6764705882352942,0.5072463768115942,0.717391304347826,1.0,0.3888888888888889,0.3023255813953488,0.4430379746835443,0.7076923076923077,0.589041095890411,0.6031746031746031,0.75,0.0,19,9,67.0,32.0,0.0,0.28125,18,,26.0,1.4444444444444444,0.0,46.5,2.5833333333333335
36,36,35,2022-12-29,27-020,CHO,,OKC,W (+8),0,13:54,2.0,9.0,.222,0.0,3.0,.000,2,2.0,1.000,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,6.0,0.1,-1,6.0,2.0,0.3333333333333333,24,1,28,31,35,23,35,33,5,14,13,35,46,43,38,33,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5217391304347826,0.1428571428571428,0.5185185185185185,0.62,0.4375,0.6764705882352942,0.5072463768115942,0.717391304347826,1.0,0.3888888888888889,0.3023255813953488,0.4430379746835443,0.7076923076923077,0.589041095890411,0.6031746031746031,0.75,0.0,19,9,67.0,32.0,0.0,0.28125,18,-4.0,78.0,4.333333333333333,-0.7000000000000001,81.89999999999999,4.55
37,37,,2022-12-31,27-022,CHO,,BRK,L (-17),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,24,1,28,31,35,23,35,33,5,14,13,35,46,43,38,33,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5217391304347826,0.1428571428571428,0.5185185185185185,0.62,0.4375,0.6764705882352942,0.5072463768115942,0.717391304347826,1.0,0.3888888888888889,0.3023255813953488,0.4430379746835443,0.7076923076923077,0.589041095890411,0.6031746031746031,0.75,0.0,19,9,67.0,32.0,0.0,0.28125,18,,41.0,2.2777777777777777,0.0,57.19999999999999,3.177777777777777
38,38,,2023-01-02,27-024,CHO,,LAL,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,24,1,28,31,35,23,35,33,5,14,13,35,46,43,38,33,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5217391304347826,0.1428571428571428,0.5185185185185185,0.62,0.4375,0.6764705882352942,0.5072463768115942,0.717391304347826,1.0,0.3888888888888889,0.3023255813953488,0.4430379746835443,0.7076923076923077,0.589041095890411,0.6031746031746031,0.75,0.0,19,9,67.0,32.0,0.0,0.28125,18,,47.0,2.611111111111111,0.0,65.2,3.6222222222222222
39,39,,2023-01-04,27-026,CHO,,MEM,L (-24),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,24,1,28,31,35,23,35,33,5,14,13,35,46,43,38,33,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5217391304347826,0.1428571428571428,0.5185185185185185,0.62,0.4375,0.6764705882352942,0.5072463768115942,0.717391304347826,1.0,0.3888888888888889,0.3023255813953488,0.4430379746835443,0.7076923076923077,0.589041095890411,0.6031746031746031,0.75,0.0,19,9,67.0,32.0,0.0,0.28125,18,,46.0,2.555555555555556,0.0,63.49999999999999,3.5277777777777772
40,40,,2023-01-06,27-028,CHO,@,MIL,W (+29),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,24,1,28,31,35,23,35,33,5,14,13,35,46,43,38,33,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5217391304347826,0.1428571428571428,0.5185185185185185,0.62,0.4375,0.6764705882352942,0.5072463768115942,0.717391304347826,1.0,0.3888888888888889,0.3023255813953488,0.4430379746835443,0.7076923076923077,0.589041095890411,0.6031746031746031,0.75,0.0,19,9,67.0,32.0,0.0,0.28125,18,,82.0,4.555555555555555,0.0,109.1,6.061111111111111
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,24,1,28,31,35,23,35,33,5,14,13,35,46,43,38,33,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5217391304347826,0.1428571428571428,0.5185185185185185,0.62,0.4375,0.6764705882352942,0.5072463768115942,0.717391304347826,1.0,0.3888888888888889,0.3023255813953488,0.4430379746835443,0.7076923076923077,0.589041095890411,0.6031746031746031,0.75,0.0,19,9,67.0,32.0,0.0,0.28125,18,,0.0,0.0,0.0,0.0,0.0
42,41,,2023-01-08,27-030,CHO,@,IND,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,24,1,28,31,35,23,35,33,5,14,13,35,46,43,38,33,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5217391304347826,0.1428571428571428,0.5185185185185185,0.62,0.4375,0.6764705882352942,0.5072463768115942,0.717391304347826,1.0,0.3888888888888889,0.3023255813953488,0.4430379746835443,0.7076923076923077,0.589041095890411,0.6031746031746031,0.75,0.0,19,9,67.0,32.0,0.0,0.28125,18,,45.0,2.5,0.0,55.6,3.088888888888889
43,42,,2023-01-10,27-032,CHO,@,TOR,L (-12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,24,1,28,31,35,23,35,33,5,14,13,35,46,43,38,33,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5217391304347826,0.1428571428571428,0.5185185185185185,0.62,0.4375,0.6764705882352942,0.5072463768115942,0.717391304347826,1.0,0.3888888888888889,0.3023255813953488,0.4430379746835443,0.7076923076923077,0.589041095890411,0.6031746031746031,0.75,0.0,19,9,67.0,32.0,0.0,0.28125,18,,72.0,4.0,0.0,88.80000000000001,4.933333333333334
44,43,,2023-01-12,27-034,CHO,@,TOR,L (-10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,24,1,28,31,35,23,35,33,5,14,13,35,46,43,38,33,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5217391304347826,0.1428571428571428,0.5185185185185185,0.62,0.4375,0.6764705882352942,0.5072463768115942,0.717391304347826,1.0,0.3888888888888889,0.3023255813953488,0.4430379746835443,0.7076923076923077,0.589041095890411,0.6031746031746031,0.75,0.0,19,9,67.0,32.0,0.0,0.28125,18,,52.0,2.888888888888889,0.0,61.400000000000006,3.4111111111111114
45,44,,2023-01-14,27-036,CHO,,BOS,L (-16),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,24,1,28,31,35,23,35,33,5,14,13,35,46,43,38,33,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5217391304347826,0.1428571428571428,0.5185185185185185,0.62,0.4375,0.6764705882352942,0.5072463768115942,0.717391304347826,1.0,0.3888888888888889,0.3023255813953488,0.4430379746835443,0.7076923076923077,0.589041095890411,0.6031746031746031,0.75,0.0,19,9,67.0,32.0,0.0,0.28125,18,,55.0,3.055555555555556,0.0,72.7,4.038888888888889
46,45,,2023-01-16,27-038,CHO,,BOS,L (-12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,24,1,28,31,35,23,35,33,5,14,13,35,46,43,38,33,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5217391304347826,0.1428571428571428,0.5185185185185185,0.62,0.4375,0.6764705882352942,0.5072463768115942,0.717391304347826,1.0,0.3888888888888889,0.3023255813953488,0.4430379746835443,0.7076923076923077,0.589041095890411,0.6031746031746031,0.75,0.0,19,9,67.0,32.0,0.0,0.28125,18,,36.0,2.0,0.0,52.399999999999984,2.91111111111111
47,46,,2023-01-18,27-040,CHO,@,HOU,W (+5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,24,1,28,31,35,23,35,33,5,14,13,35,46,43,38,33,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5217391304347826,0.1428571428571428,0.5185185185185185,0.62,0.4375,0.6764705882352942,0.5072463768115942,0.717391304347826,1.0,0.3888888888888889,0.3023255813953488,0.4430379746835443,0.7076923076923077,0.589041095890411,0.6031746031746031,0.75,0.0,19,9,67.0,32.0,0.0,0.28125,18,,63.0,3.5,0.0,86.9,4.827777777777778
48,47,,2023-01-21,27-043,CHO,@,ATL,W (+4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,24,1,28,31,35,23,35,33,5,14,13,35,46,43,38,33,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5217391304347826,0.1428571428571428,0.5185185185185185,0.62,0.4375,0.6764705882352942,0.5072463768115942,0.717391304347826,1.0,0.3888888888888889,0.3023255813953488,0.4430379746835443,0.7076923076923077,0.589041095890411,0.6031746031746031,0.75,0.0,19,9,67.0,32.0,0.0,0.28125,18,,62.0,3.4444444444444446,0.0,82.20000000000002,4.566666666666667
49,48,,2023-01-23,27-045,CHO,@,UTA,L (-18),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,24,1,28,31,35,23,35,33,5,14,13,35,46,43,38,33,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5217391304347826,0.1428571428571428,0.5185185185185185,0.62,0.4375,0.6764705882352942,0.5072463768115942,0.717391304347826,1.0,0.3888888888888889,0.3023255813953488,0.4430379746835443,0.7076923076923077,0.589041095890411,0.6031746031746031,0.75,0.0,19,9,67.0,32.0,0.0,0.28125,18,,26.0,1.4444444444444444,0.0,42.8,2.3777777777777778
50,49,,2023-01-24,27-046,CHO,@,PHO,L (-31),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,24,1,28,31,35,23,35,33,5,14,13,35,46,43,38,33,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5217391304347826,0.1428571428571428,0.5185185185185185,0.62,0.4375,0.6764705882352942,0.5072463768115942,0.717391304347826,1.0,0.3888888888888889,0.3023255813953488,0.4430379746835443,0.7076923076923077,0.589041095890411,0.6031746031746031,0.75,0.0,19,9,67.0,32.0,0.0,0.28125,18,,24.0,1.3333333333333333,0.0,37.2,2.066666666666667
51,50,,2023-01-26,27-048,CHO,,CHI,W (+15),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,24,1,28,31,35,23,35,33,5,14,13,35,46,43,38,33,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5217391304347826,0.1428571428571428,0.5185185185185185,0.62,0.4375,0.6764705882352942,0.5072463768115942,0.717391304347826,1.0,0.3888888888888889,0.3023255813953488,0.4430379746835443,0.7076923076923077,0.589041095890411,0.6031746031746031,0.75,0.0,19,9,67.0,32.0,0.0,0.28125,18,,51.0,2.833333333333333,0.0,63.9,3.55
52,51,,2023-01-29,27-051,CHO,,MIA,W (+5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,24,1,28,31,35,23,35,33,5,14,13,35,46,43,38,33,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5217391304347826,0.1428571428571428,0.5185185185185185,0.62,0.4375,0.6764705882352942,0.5072463768115942,0.717391304347826,1.0,0.3888888888888889,0.3023255813953488,0.4430379746835443,0.7076923076923077,0.589041095890411,0.6031746031746031,0.75,0.0,19,9,67.0,32.0,0.0,0.28125,18,,68.0,3.7777777777777777,0.0,88.0,4.888888888888889
53,52,,2023-01-31,27-053,CHO,@,MIL,L (-9),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,24,1,28,31,35,23,35,33,5,14,13,35,46,43,38,33,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5217391304347826,0.1428571428571428,0.5185185185185185,0.62,0.4375,0.6764705882352942,0.5072463768115942,0.717391304347826,1.0,0.3888888888888889,0.3023255813953488,0.4430379746835443,0.7076923076923077,0.589041095890411,0.6031746031746031,0.75,0.0,19,9,67.0,32.0,0.0,0.28125,18,,56.0,3.111111111111111,0.0,68.9,3.827777777777778
54,53,,2023-02-02,27-055,CHO,@,CHI,L (-16),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,24,1,28,31,35,23,35,33,5,14,13,35,46,43,38,33,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5217391304347826,0.1428571428571428,0.5185185185185185,0.62,0.4375,0.6764705882352942,0.5072463768115942,0.717391304347826,1.0,0.3888888888888889,0.3023255813953488,0.4430379746835443,0.7076923076923077,0.589041095890411,0.6031746031746031,0.75,0.0,19,9,67.0,32.0,0.0,0.28125,18,,46.0,2.555555555555556,0.0,71.0,3.9444444444444446
55,54,,2023-02-03,27-056,CHO,@,DET,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,24,1,28,31,35,23,35,33,5,14,13,35,46,43,38,33,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5217391304347826,0.1428571428571428,0.5185185185185185,0.62,0.4375,0.6764705882352942,0.5072463768115942,0.717391304347826,1.0,0.3888888888888889,0.3023255813953488,0.4430379746835443,0.7076923076923077,0.589041095890411,0.6031746031746031,0.75,0.0,19,9,67.0,32.0,0.0,0.28125,18,,48.0,2.6666666666666665,0.0,68.10000000000001,3.7833333333333337
56,55,,2023-02-05,27-058,CHO,,ORL,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,24,1,28,31,35,23,35,33,5,14,13,35,46,43,38,33,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5217391304347826,0.1428571428571428,0.5185185185185185,0.62,0.4375,0.6764705882352942,0.5072463768115942,0.717391304347826,1.0,0.3888888888888889,0.3023255813953488,0.4430379746835443,0.7076923076923077,0.589041095890411,0.6031746031746031,0.75,0.0,19,9,67.0,32.0,0.0,0.28125,18,,48.0,2.6666666666666665,0.0,64.0,3.5555555555555554
57,56,,2023-02-08,27-061,CHO,@,WAS,L (-14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,24,1,28,31,35,23,35,33,5,14,13,35,46,43,38,33,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5217391304347826,0.1428571428571428,0.5185185185185185,0.62,0.4375,0.6764705882352942,0.5072463768115942,0.717391304347826,1.0,0.3888888888888889,0.3023255813953488,0.4430379746835443,0.7076923076923077,0.589041095890411,0.6031746031746031,0.75,0.0,19,9,67.0,32.0,0.0,0.28125,18,,54.0,3.0,0.0,70.4,3.9111111111111114
58,57,,2023-02-10,27-063,CHO,@,BOS,L (-11),Did Not Dress,Did Not Dress,0.0,0.0,Did Not Dress,,,Did Not Dress,Did Not Dress,0.0,Did Not Dress,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Dress,Did Not Dress,,,,24,1,28,31,35,23,35,33,5,14,13,35,46,43,38,33,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5217391304347826,0.1428571428571428,0.5185185185185185,0.62,0.4375,0.6764705882352942,0.5072463768115942,0.717391304347826,1.0,0.3888888888888889,0.3023255813953488,0.4430379746835443,0.7076923076923077,0.589041095890411,0.6031746031746031,0.75,0.0,19,9,67.0,32.0,0.0,0.28125,18,,82.0,4.555555555555555,0.0,106.5,5.916666666666667
59,58,,2023-02-11,27-064,CHO,,DEN,L (-14),Did Not Dress,Did Not Dress,0.0,0.0,Did Not Dress,,,Did Not Dress,Did Not Dress,0.0,Did Not Dress,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Dress,Did Not Dress,,,,24,1,28,31,35,23,35,33,5,14,13,35,46,43,38,33,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5217391304347826,0.1428571428571428,0.5185185185185185,0.62,0.4375,0.6764705882352942,0.5072463768115942,0.717391304347826,1.0,0.3888888888888889,0.3023255813953488,0.4430379746835443,0.7076923076923077,0.589041095890411,0.6031746031746031,0.75,0.0,19,9,67.0,32.0,0.0,0.28125,18,,64.0,3.555555555555556,0.0,86.99999999999999,4.833333333333332
60,59,,2023-02-13,27-066,CHO,,ATL,W (+6),Did Not Dress,Did Not Dress,0.0,0.0,Did Not Dress,,,Did Not Dress,Did Not Dress,0.0,Did Not Dress,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Dress,Did Not Dress,,,,24,1,28,31,35,23,35,33,5,14,13,35,46,43,38,33,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5217391304347826,0.1428571428571428,0.5185185185185185,0.62,0.4375,0.6764705882352942,0.5072463768115942,0.717391304347826,1.0,0.3888888888888889,0.3023255813953488,0.4430379746835443,0.7076923076923077,0.589041095890411,0.6031746031746031,0.75,0.0,19,9,67.0,32.0,0.0,0.28125,18,,114.0,6.333333333333333,0.0,134.2,7.455555555555555
