Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alec Burks,Shared Games with Bojan Bogdanović,Shared Games with Buddy Boeheim,Shared Games with Cade Cunningham,Shared Games with Cory Joseph,Shared Games with Hamidou Diallo,Shared Games with Isaiah Livers,Shared Games with Isaiah Stewart,Shared Games with Jaden Ivey,Shared Games with Jalen Duren,Shared Games with Jared Rhoden,Shared Games with Kevin Knox,Shared Games with Killian Hayes,Shared Games with Marvin Bagley III,Shared Games with Nerlens Noel,Shared Games with Rodney McGruder,Shared Games with Saddiq Bey,Alec Burks,Bojan Bogdanović,Buddy Boeheim,Cade Cunningham,Cory Joseph,Hamidou Diallo,Isaiah Livers,Isaiah Stewart,Jaden Ivey,Jalen Duren,Jared Rhoden,Kevin Knox,Killian Hayes,Marvin Bagley III,Nerlens Noel,Rodney McGruder,Saddiq Bey,Stanley Umude,co_inf with Alec Burks,co_inf with Bojan Bogdanović,co_inf with Buddy Boeheim,co_inf with Cade Cunningham,co_inf with Cory Joseph,co_inf with Hamidou Diallo,co_inf with Isaiah Livers,co_inf with Isaiah Stewart,co_inf with Jaden Ivey,co_inf with Jalen Duren,co_inf with Jared Rhoden,co_inf with Kevin Knox,co_inf with Killian Hayes,co_inf with Marvin Bagley III,co_inf with Nerlens Noel,co_inf with Rodney McGruder,co_inf with Saddiq Bey,co_inf with Stanley Umude,Eugene Omoruyi,Frank Kaminsky,James Wiseman,R.J. Hampton,co_inf with James Wiseman,co_inf with Eugene Omoruyi,co_inf with Frank Kaminsky,co_inf with R.J. Hampton,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
26.0,,2022-12-06,25-295,DET,MIA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,3,1,2,2,3,2,2,2,2,1,3,3,1,2,3,2,51.0,59.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0196078431372549,0.0508474576271186,0.1,0.1666666666666666,0.032258064516129,0.0535714285714285,0.0384615384615384,0.04,0.027027027027027,0.0298507462686567,0.0714285714285714,0.0476190476190476,0.0394736842105263,0.0238095238095238,0.1176470588235294,0.09375,0.0259740259740259,0.0,40.0,36.0,45.0,47.0,0.0,0.0,0.0,0.0,17,,70.0,4.117647058823529,0.0,79.2,4.658823529411765,18.6,0.0,2.9,2.1,0.8,0.0004422332780541,1.064,0.0,2.0,0.0,0.0,L (-10),L (-10)
27.0,,2022-12-07,25-296,DET,NOP,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,3,1,2,2,3,2,2,2,2,1,3,3,1,2,3,2,51.0,59.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0196078431372549,0.0508474576271186,0.1,0.1666666666666666,0.032258064516129,0.0535714285714285,0.0384615384615384,0.04,0.027027027027027,0.0298507462686567,0.0714285714285714,0.0476190476190476,0.0394736842105263,0.0238095238095238,0.1176470588235294,0.09375,0.0259740259740259,0.0,40.0,36.0,45.0,47.0,0.0,0.0,0.0,0.0,17,,36.0,2.117647058823529,0.0,39.8,2.341176470588235,18.6,0.0,2.9,2.1,0.8,0.0004422332780541,1.064,0.0,2.0,0.0,0.0,W (+20),W (+20)
28.0,,2022-12-09,25-298,DET,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,3,1,2,2,3,2,2,2,2,1,3,3,1,2,3,2,51.0,59.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0196078431372549,0.0508474576271186,0.1,0.1666666666666666,0.032258064516129,0.0535714285714285,0.0384615384615384,0.04,0.027027027027027,0.0298507462686567,0.0714285714285714,0.0476190476190476,0.0394736842105263,0.0238095238095238,0.1176470588235294,0.09375,0.0259740259740259,0.0,40.0,36.0,45.0,47.0,0.0,0.0,0.0,0.0,17,,46.0,2.7058823529411766,0.0,53.0,3.117647058823529,18.6,0.0,2.9,2.1,0.8,0.0004422332780541,1.064,0.0,2.0,0.0,0.0,L (-6),L (-6)
29.0,,2022-12-11,25-300,DET,LAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,3,1,2,2,3,2,2,2,2,1,3,3,1,2,3,2,51.0,59.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0196078431372549,0.0508474576271186,0.1,0.1666666666666666,0.032258064516129,0.0535714285714285,0.0384615384615384,0.04,0.027027027027027,0.0298507462686567,0.0714285714285714,0.0476190476190476,0.0394736842105263,0.0238095238095238,0.1176470588235294,0.09375,0.0259740259740259,0.0,40.0,36.0,45.0,47.0,0.0,0.0,0.0,0.0,17,,82.0,4.823529411764706,0.0,93.29999999999998,5.488235294117646,18.6,0.0,2.9,2.1,0.8,0.0004422332780541,1.064,0.0,2.0,0.0,0.0,L (-11),L (-11)
30.0,,2022-12-14,25-303,DET,CHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,3,1,2,2,3,2,2,2,2,1,3,3,1,2,3,2,51.0,59.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0196078431372549,0.0508474576271186,0.1,0.1666666666666666,0.032258064516129,0.0535714285714285,0.0384615384615384,0.04,0.027027027027027,0.0298507462686567,0.0714285714285714,0.0476190476190476,0.0394736842105263,0.0238095238095238,0.1176470588235294,0.09375,0.0259740259740259,0.0,40.0,36.0,45.0,47.0,0.0,0.0,0.0,0.0,17,,102.0,6.0,0.0,108.0,6.352941176470588,18.6,0.0,2.9,2.1,0.8,0.0004422332780541,1.064,0.0,2.0,0.0,0.0,L (-7),L (-7)
31.0,,2022-12-16,25-305,DET,SAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,3,1,2,2,3,2,2,2,2,1,3,3,1,2,3,2,51.0,59.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0196078431372549,0.0508474576271186,0.1,0.1666666666666666,0.032258064516129,0.0535714285714285,0.0384615384615384,0.04,0.027027027027027,0.0298507462686567,0.0714285714285714,0.0476190476190476,0.0394736842105263,0.0238095238095238,0.1176470588235294,0.09375,0.0259740259740259,0.0,40.0,36.0,45.0,47.0,0.0,0.0,0.0,0.0,17,,50.0,2.9411764705882355,0.0,59.09999999999998,3.476470588235293,18.6,0.0,2.9,2.1,0.8,0.0004422332780541,1.064,0.0,2.0,0.0,0.0,W (+7),W (+7)
32.0,,2022-12-18,25-307,DET,BRK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,3,1,2,2,3,2,2,2,2,1,3,3,1,2,3,2,51.0,59.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0196078431372549,0.0508474576271186,0.1,0.1666666666666666,0.032258064516129,0.0535714285714285,0.0384615384615384,0.04,0.027027027027027,0.0298507462686567,0.0714285714285714,0.0476190476190476,0.0394736842105263,0.0238095238095238,0.1176470588235294,0.09375,0.0259740259740259,0.0,40.0,36.0,45.0,47.0,0.0,0.0,0.0,0.0,17,,61.0,3.588235294117647,0.0,77.39999999999998,4.552941176470587,18.6,0.0,2.9,2.1,0.8,0.0004422332780541,1.064,0.0,2.0,0.0,0.0,L (-9),L (-9)
33.0,,2022-12-20,25-309,DET,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,3,1,2,2,3,2,2,2,2,1,3,3,1,2,3,2,51.0,59.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0196078431372549,0.0508474576271186,0.1,0.1666666666666666,0.032258064516129,0.0535714285714285,0.0384615384615384,0.04,0.027027027027027,0.0298507462686567,0.0714285714285714,0.0476190476190476,0.0394736842105263,0.0238095238095238,0.1176470588235294,0.09375,0.0259740259740259,0.0,40.0,36.0,45.0,47.0,0.0,0.0,0.0,0.0,17,,66.0,3.882352941176471,0.0,90.20000000000002,5.305882352941177,18.6,0.0,2.9,2.1,0.8,0.0004422332780541,1.064,0.0,2.0,0.0,0.0,L (-3),L (-3)
34.0,,2022-12-21,25-310,DET,PHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,3,1,2,2,3,2,2,2,2,1,3,3,1,2,3,2,51.0,59.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0196078431372549,0.0508474576271186,0.1,0.1666666666666666,0.032258064516129,0.0535714285714285,0.0384615384615384,0.04,0.027027027027027,0.0298507462686567,0.0714285714285714,0.0476190476190476,0.0394736842105263,0.0238095238095238,0.1176470588235294,0.09375,0.0259740259740259,0.0,40.0,36.0,45.0,47.0,0.0,0.0,0.0,0.0,17,,42.0,2.4705882352941178,0.0,53.3,3.135294117647059,18.6,0.0,2.9,2.1,0.8,0.0004422332780541,1.064,0.0,2.0,0.0,0.0,L (-15),L (-15)
35.0,,2022-12-23,25-312,DET,ATL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,3,1,2,2,3,2,2,2,2,1,3,3,1,2,3,2,51.0,59.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0196078431372549,0.0508474576271186,0.1,0.1666666666666666,0.032258064516129,0.0535714285714285,0.0384615384615384,0.04,0.027027027027027,0.0298507462686567,0.0714285714285714,0.0476190476190476,0.0394736842105263,0.0238095238095238,0.1176470588235294,0.09375,0.0259740259740259,0.0,40.0,36.0,45.0,47.0,0.0,0.0,0.0,0.0,17,,48.0,2.823529411764706,0.0,67.9,3.994117647058824,18.6,0.0,2.9,2.1,0.8,0.0004422332780541,1.064,0.0,2.0,0.0,0.0,L (-20),L (-20)
