Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alec Burks,Shared Games with Bojan Bogdanović,Shared Games with Braxton Key,Shared Games with Buddy Boeheim,Shared Games with Cade Cunningham,Shared Games with Cory Joseph,Shared Games with Hamidou Diallo,Shared Games with Isaiah Livers,Shared Games with Isaiah Stewart,Shared Games with Jalen Duren,Shared Games with Jared Rhoden,Shared Games with Kevin Knox,Shared Games with Killian Hayes,Shared Games with Marvin Bagley III,Shared Games with Nerlens Noel,Shared Games with Rodney McGruder,Shared Games with Saddiq Bey,Alec Burks,Bojan Bogdanović,Braxton Key,Buddy Boeheim,Cade Cunningham,Cory Joseph,Hamidou Diallo,Isaiah Livers,Isaiah Stewart,Jalen Duren,Jared Rhoden,Kevin Knox,Killian Hayes,Marvin Bagley III,Nerlens Noel,Rodney McGruder,Saddiq Bey,Stanley Umude,co_inf with Alec Burks,co_inf with Bojan Bogdanović,co_inf with Braxton Key,co_inf with Buddy Boeheim,co_inf with Cade Cunningham,co_inf with Cory Joseph,co_inf with Hamidou Diallo,co_inf with Isaiah Livers,co_inf with Isaiah Stewart,co_inf with Jalen Duren,co_inf with Jared Rhoden,co_inf with Kevin Knox,co_inf with Killian Hayes,co_inf with Marvin Bagley III,co_inf with Nerlens Noel,co_inf with Rodney McGruder,co_inf with Saddiq Bey,co_inf with Stanley Umude,Shared Games with James Wiseman,Shared Games with Eugene Omoruyi,Shared Games with R.J. Hampton,Eugene Omoruyi,Frank Kaminsky,James Wiseman,R.J. Hampton,co_inf with James Wiseman,co_inf with Eugene Omoruyi,co_inf with Frank Kaminsky,co_inf with R.J. Hampton,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
24.0,20.0,2022-12-01,20-291,DET,DAL,0,35.1,6.0,15.0,.400,2.0,7.0,.286,2,4.0,.500,1.0,2.0,3.0,6.0,1.0,0.0,4.0,2.0,16.0,8.8,+3,8.0,4.0,0.5,47,56,2,8,11,55,51,45,48,60,14,38,68,37,13,25,49,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9215686274509804,0.9491525423728814,0.6666666666666666,0.8,0.9166666666666666,0.8870967741935484,0.9107142857142856,0.8653846153846154,0.96,0.8955223880597015,1.0,0.6031746031746031,0.8947368421052632,0.8809523809523809,0.7647058823529411,0.78125,0.6363636363636364,0.0,20,13,17,40.0,36.0,45.0,47.0,0.4444444444444444,0.325,0.0,0.3617021276595745,20,3.0,83.0,4.15,7.999999999999998,92.40000000000002,4.620000000000001,12.1,0.0,-3.3,-1.4,-1.9,0.1331122166943062,0.528,0.356,0.362,-0.7,-0.9,L (-30),L (-30)
25.0,21.0,2022-12-04,20-294,DET,MEM,1,27.95,2.0,9.0,.222,1.0,5.0,.200,5,6.0,.833,0.0,6.0,6.0,3.0,3.0,0.0,4.0,2.0,10.0,6.2,-23,4.0,1.0,0.25,47,56,2,8,11,55,51,45,48,60,14,38,68,37,13,25,49,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9215686274509804,0.9491525423728814,0.6666666666666666,0.8,0.9166666666666666,0.8870967741935484,0.9107142857142856,0.8653846153846154,0.96,0.8955223880597015,1.0,0.6031746031746031,0.8947368421052632,0.8809523809523809,0.7647058823529411,0.78125,0.6363636363636364,0.0,20,13,17,40.0,36.0,45.0,47.0,0.4444444444444444,0.325,0.0,0.3617021276595745,20,3.0,61.0,3.05,4.200000000000001,65.89999999999999,3.2949999999999995,12.1,0.0,-3.3,-1.4,-1.9,0.1331122166943062,0.528,0.356,0.362,-0.7,-0.9,W (+6),W (+6)
26.0,22.0,2022-12-06,20-296,DET,MIA,1,26.383333333333333,3.0,9.0,.333,1.0,4.0,.250,3,4.0,.750,1.0,1.0,2.0,3.0,0.0,0.0,2.0,3.0,10.0,4.4,+6,5.0,2.0,0.4,47,56,2,8,11,55,51,45,48,60,14,38,68,37,13,25,49,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9215686274509804,0.9491525423728814,0.6666666666666666,0.8,0.9166666666666666,0.8870967741935484,0.9107142857142856,0.8653846153846154,0.96,0.8955223880597015,1.0,0.6031746031746031,0.8947368421052632,0.8809523809523809,0.7647058823529411,0.78125,0.6363636363636364,0.0,20,13,17,40.0,36.0,45.0,47.0,0.4444444444444444,0.325,0.0,0.3617021276595745,20,0.0,70.0,3.5,3.1999999999999984,76.0,3.8,12.1,0.0,-3.3,-1.4,-1.9,0.1331122166943062,0.528,0.356,0.362,-0.7,-0.9,L (-10),L (-10)
27.0,23.0,2022-12-07,20-297,DET,NOP,1,21.816666666666663,4.0,10.0,.400,2.0,5.0,.400,2,4.0,.500,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,12.0,3.7,-3,5.0,2.0,0.4,47,56,2,8,11,55,51,45,48,60,14,38,68,37,13,25,49,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9215686274509804,0.9491525423728814,0.6666666666666666,0.8,0.9166666666666666,0.8870967741935484,0.9107142857142856,0.8653846153846154,0.96,0.8955223880597015,1.0,0.6031746031746031,0.8947368421052632,0.8809523809523809,0.7647058823529411,0.78125,0.6363636363636364,0.0,20,13,17,40.0,36.0,45.0,47.0,0.4444444444444444,0.325,0.0,0.3617021276595745,20,-2.0,38.0,1.9,2.8999999999999995,36.89999999999999,1.8449999999999995,12.1,0.0,-3.3,-1.4,-1.9,0.1331122166943062,0.528,0.356,0.362,-0.7,-0.9,W (+20),W (+20)
28.0,24.0,2022-12-09,20-299,DET,MEM,1,27.433333333333334,4.0,14.0,.286,1.0,5.0,.200,1,2.0,.500,0.0,4.0,4.0,5.0,1.0,0.0,5.0,3.0,10.0,0.9,-9,9.0,3.0,0.3333333333333333,47,56,2,8,11,55,51,45,48,60,14,38,68,37,13,25,49,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9215686274509804,0.9491525423728814,0.6666666666666666,0.8,0.9166666666666666,0.8870967741935484,0.9107142857142856,0.8653846153846154,0.96,0.8955223880597015,1.0,0.6031746031746031,0.8947368421052632,0.8809523809523809,0.7647058823529411,0.78125,0.6363636363636364,0.0,20,13,17,40.0,36.0,45.0,47.0,0.4444444444444444,0.325,0.0,0.3617021276595745,20,-1.0,47.0,2.35,0.4999999999999982,52.5,2.625,12.1,0.0,-3.3,-1.4,-1.9,0.1331122166943062,0.528,0.356,0.362,-0.7,-0.9,L (-6),L (-6)
29.0,25.0,2022-12-11,20-301,DET,LAL,1,25.166666666666668,6.0,16.0,.375,1.0,6.0,.167,3,4.0,.750,1.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,16.0,7.8,-8,10.0,5.0,0.5,47,56,2,8,11,55,51,45,48,60,14,38,68,37,13,25,49,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9215686274509804,0.9491525423728814,0.6666666666666666,0.8,0.9166666666666666,0.8870967741935484,0.9107142857142856,0.8653846153846154,0.96,0.8955223880597015,1.0,0.6031746031746031,0.8947368421052632,0.8809523809523809,0.7647058823529411,0.78125,0.6363636363636364,0.0,20,13,17,40.0,36.0,45.0,47.0,0.4444444444444444,0.325,0.0,0.3617021276595745,20,-1.0,83.0,4.15,6.599999999999996,86.69999999999999,4.334999999999999,12.1,0.0,-3.3,-1.4,-1.9,0.1331122166943062,0.528,0.356,0.362,-0.7,-0.9,L (-11),L (-11)
30.0,26.0,2022-12-14,20-304,DET,CHO,1,28.966666666666665,5.0,9.0,.556,0.0,1.0,.000,3,4.0,.750,1.0,2.0,3.0,4.0,0.0,0.0,2.0,3.0,13.0,9.2,+3,8.0,5.0,0.625,47,56,2,8,11,55,51,45,48,60,14,38,68,37,13,25,49,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9215686274509804,0.9491525423728814,0.6666666666666666,0.8,0.9166666666666666,0.8870967741935484,0.9107142857142856,0.8653846153846154,0.96,0.8955223880597015,1.0,0.6031746031746031,0.8947368421052632,0.8809523809523809,0.7647058823529411,0.78125,0.6363636363636364,0.0,20,13,17,40.0,36.0,45.0,47.0,0.4444444444444444,0.325,0.0,0.3617021276595745,20,5.0,97.0,4.85,8.0,100.0,5.0,12.1,0.0,-3.3,-1.4,-1.9,0.1331122166943062,0.528,0.356,0.362,-0.7,-0.9,L (-7),L (-7)
31.0,27.0,2022-12-16,20-306,DET,SAC,1,20.23333333333333,2.0,9.0,.222,1.0,4.0,.250,0,0.0,,1.0,2.0,3.0,5.0,1.0,0.0,1.0,6.0,5.0,1.9,-16,5.0,1.0,0.2,47,56,2,8,11,55,51,45,48,60,14,38,68,37,13,25,49,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9215686274509804,0.9491525423728814,0.6666666666666666,0.8,0.9166666666666666,0.8870967741935484,0.9107142857142856,0.8653846153846154,0.96,0.8955223880597015,1.0,0.6031746031746031,0.8947368421052632,0.8809523809523809,0.7647058823529411,0.78125,0.6363636363636364,0.0,20,13,17,40.0,36.0,45.0,47.0,0.4444444444444444,0.325,0.0,0.3617021276595745,20,4.0,46.0,2.3,1.9,57.19999999999998,2.859999999999999,12.1,0.0,-3.3,-1.4,-1.9,0.1331122166943062,0.528,0.356,0.362,-0.7,-0.9,W (+7),W (+7)
32.0,28.0,2022-12-18,20-308,DET,BRK,1,27.55,7.0,11.0,.636,1.0,3.0,.333,4,6.0,.667,1.0,3.0,4.0,1.0,1.0,0.0,1.0,2.0,19.0,14.8,+7,8.0,6.0,0.75,47,56,2,8,11,55,51,45,48,60,14,38,68,37,13,25,49,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9215686274509804,0.9491525423728814,0.6666666666666666,0.8,0.9166666666666666,0.8870967741935484,0.9107142857142856,0.8653846153846154,0.96,0.8955223880597015,1.0,0.6031746031746031,0.8947368421052632,0.8809523809523809,0.7647058823529411,0.78125,0.6363636363636364,0.0,20,13,17,40.0,36.0,45.0,47.0,0.4444444444444444,0.325,0.0,0.3617021276595745,20,7.0,54.0,2.7,13.199999999999998,64.2,3.21,12.1,0.0,-3.3,-1.4,-1.9,0.1331122166943062,0.528,0.356,0.362,-0.7,-0.9,L (-9),L (-9)
33.0,29.0,2022-12-20,20-310,DET,UTA,1,32.833333333333336,10.0,14.0,.714,2.0,2.0,1.000,8,11.0,.727,1.0,3.0,4.0,5.0,1.0,0.0,5.0,2.0,30.0,23.3,-10,12.0,8.0,0.6666666666666666,47,56,2,8,11,55,51,45,48,60,14,38,68,37,13,25,49,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9215686274509804,0.9491525423728814,0.6666666666666666,0.8,0.9166666666666666,0.8870967741935484,0.9107142857142856,0.8653846153846154,0.96,0.8955223880597015,1.0,0.6031746031746031,0.8947368421052632,0.8809523809523809,0.7647058823529411,0.78125,0.6363636363636364,0.0,20,13,17,40.0,36.0,45.0,47.0,0.4444444444444444,0.325,0.0,0.3617021276595745,20,10.0,56.0,2.8,20.100000000000005,70.10000000000001,3.5050000000000003,12.1,0.0,-3.3,-1.4,-1.9,0.1331122166943062,0.528,0.356,0.362,-0.7,-0.9,L (-3),L (-3)
34.0,30.0,2022-12-21,20-311,DET,PHI,1,33.93333333333333,7.0,18.0,.389,1.0,3.0,.333,3,6.0,.500,2.0,1.0,3.0,1.0,2.0,0.0,3.0,1.0,18.0,8.0,-5,15.0,6.0,0.4,47,56,2,8,11,55,51,45,48,60,14,38,68,37,13,25,49,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9215686274509804,0.9491525423728814,0.6666666666666666,0.8,0.9166666666666666,0.8870967741935484,0.9107142857142856,0.8653846153846154,0.96,0.8955223880597015,1.0,0.6031746031746031,0.8947368421052632,0.8809523809523809,0.7647058823529411,0.78125,0.6363636363636364,0.0,20,13,17,40.0,36.0,45.0,47.0,0.4444444444444444,0.325,0.0,0.3617021276595745,20,-3.0,45.0,2.25,6.799999999999999,46.5,2.325,12.1,0.0,-3.3,-1.4,-1.9,0.1331122166943062,0.528,0.356,0.362,-0.7,-0.9,L (-15),L (-15)
35.0,31.0,2022-12-23,20-313,DET,ATL,1,28.33333333333333,5.0,14.0,.357,1.0,3.0,.333,4,5.0,.800,0.0,2.0,2.0,4.0,1.0,0.0,0.0,5.0,15.0,9.2,-20,11.0,4.0,0.3636363636363636,47,56,2,8,11,55,51,45,48,60,14,38,68,37,13,25,49,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9215686274509804,0.9491525423728814,0.6666666666666666,0.8,0.9166666666666666,0.8870967741935484,0.9107142857142856,0.8653846153846154,0.96,0.8955223880597015,1.0,0.6031746031746031,0.8947368421052632,0.8809523809523809,0.7647058823529411,0.78125,0.6363636363636364,0.0,20,13,17,40.0,36.0,45.0,47.0,0.4444444444444444,0.325,0.0,0.3617021276595745,20,3.0,45.0,2.25,7.600000000000003,60.3,3.015,12.1,0.0,-3.3,-1.4,-1.9,0.1331122166943062,0.528,0.356,0.362,-0.7,-0.9,L (-20),L (-20)
36.0,32.0,2022-12-26,20-316,DET,LAC,1,30.4,4.0,11.0,.364,2.0,3.0,.667,5,6.0,.833,2.0,1.0,3.0,8.0,1.0,0.0,3.0,4.0,15.0,12.2,-16,8.0,2.0,0.25,47,56,2,8,11,55,51,45,48,60,14,38,68,37,13,25,49,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9215686274509804,0.9491525423728814,0.6666666666666666,0.8,0.9166666666666666,0.8870967741935484,0.9107142857142856,0.8653846153846154,0.96,0.8955223880597015,1.0,0.6031746031746031,0.8947368421052632,0.8809523809523809,0.7647058823529411,0.78125,0.6363636363636364,0.0,20,13,17,40.0,36.0,45.0,47.0,0.4444444444444444,0.325,0.0,0.3617021276595745,20,7.0,60.0,3.0,10.2,77.79999999999998,3.8899999999999992,12.1,0.0,-3.3,-1.4,-1.9,0.1331122166943062,0.528,0.356,0.362,-0.7,-0.9,L (-25),L (-25)
37.0,33.0,2022-12-28,20-318,DET,ORL,1,27.816666666666663,1.0,7.0,.143,0.0,1.0,.000,6,7.0,.857,1.0,5.0,6.0,4.0,1.0,1.0,3.0,4.0,8.0,5.2,-1,6.0,1.0,0.1666666666666666,47,56,2,8,11,55,51,45,48,60,14,38,68,37,13,25,49,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9215686274509804,0.9491525423728814,0.6666666666666666,0.8,0.9166666666666666,0.8870967741935484,0.9107142857142856,0.8653846153846154,0.96,0.8955223880597015,1.0,0.6031746031746031,0.8947368421052632,0.8809523809523809,0.7647058823529411,0.78125,0.6363636363636364,0.0,20,13,17,40.0,36.0,45.0,47.0,0.4444444444444444,0.325,0.0,0.3617021276595745,20,3.0,54.0,2.7,2.799999999999999,61.7,3.085,12.1,0.0,-3.3,-1.4,-1.9,0.1331122166943062,0.528,0.356,0.362,-0.7,-0.9,L (-11),L (-11)
38.0,34.0,2022-12-30,20-320,DET,CHI,1,29.216666666666665,6.0,10.0,.600,2.0,5.0,.400,8,9.0,.889,0.0,1.0,1.0,6.0,0.0,0.0,3.0,4.0,22.0,16.9,-14,5.0,4.0,0.8,47,56,2,8,11,55,51,45,48,60,14,38,68,37,13,25,49,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9215686274509804,0.9491525423728814,0.6666666666666666,0.8,0.9166666666666666,0.8870967741935484,0.9107142857142856,0.8653846153846154,0.96,0.8955223880597015,1.0,0.6031746031746031,0.8947368421052632,0.8809523809523809,0.7647058823529411,0.78125,0.6363636363636364,0.0,20,13,17,40.0,36.0,45.0,47.0,0.4444444444444444,0.325,0.0,0.3617021276595745,20,7.0,57.0,2.85,13.699999999999996,67.1,3.3549999999999995,12.1,0.0,-3.3,-1.4,-1.9,0.1331122166943062,0.528,0.356,0.362,-0.7,-0.9,W (+20),W (+20)
39.0,35.0,2022-12-31,20-321,DET,MIN,1,19.966666666666665,0.0,4.0,.000,0.0,1.0,.000,1,2.0,.500,0.0,1.0,1.0,4.0,0.0,0.0,6.0,2.0,1.0,-5.9,-14,3.0,0.0,0.0,47,56,2,8,11,55,51,45,48,60,14,38,68,37,13,25,49,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9215686274509804,0.9491525423728814,0.6666666666666666,0.8,0.9166666666666666,0.8870967741935484,0.9107142857142856,0.8653846153846154,0.96,0.8955223880597015,1.0,0.6031746031746031,0.8947368421052632,0.8809523809523809,0.7647058823529411,0.78125,0.6363636363636364,0.0,20,13,17,40.0,36.0,45.0,47.0,0.4444444444444444,0.325,0.0,0.3617021276595745,20,-6.0,71.0,3.55,-6.300000000000001,81.89999999999998,4.094999999999999,12.1,0.0,-3.3,-1.4,-1.9,0.1331122166943062,0.528,0.356,0.362,-0.7,-0.9,L (-14),L (-14)
40.0,36.0,2023-01-02,20-323,DET,POR,1,26.716666666666665,3.0,11.0,.273,1.0,3.0,.333,6,9.0,.667,0.0,3.0,3.0,2.0,0.0,0.0,5.0,5.0,13.0,0.6,-31,8.0,2.0,0.25,47,56,2,8,11,55,51,45,48,60,14,38,68,37,13,25,49,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9215686274509804,0.9491525423728814,0.6666666666666666,0.8,0.9166666666666666,0.8870967741935484,0.9107142857142856,0.8653846153846154,0.96,0.8955223880597015,1.0,0.6031746031746031,0.8947368421052632,0.8809523809523809,0.7647058823529411,0.78125,0.6363636363636364,0.0,20,13,17,40.0,36.0,45.0,47.0,0.4444444444444444,0.325,0.0,0.3617021276595745,20,-7.0,46.0,2.3,-1.799999999999999,57.8,2.89,12.1,0.0,-3.3,-1.4,-1.9,0.1331122166943062,0.528,0.356,0.362,-0.7,-0.9,W (+12),W (+12)
41.0,37.0,2023-01-04,20-325,DET,GSW,1,27.33333333333333,5.0,14.0,.357,1.0,4.0,.250,1,4.0,.250,2.0,4.0,6.0,5.0,1.0,0.0,0.0,2.0,12.0,9.3,-3,10.0,4.0,0.4,47,56,2,8,11,55,51,45,48,60,14,38,68,37,13,25,49,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9215686274509804,0.9491525423728814,0.6666666666666666,0.8,0.9166666666666666,0.8870967741935484,0.9107142857142856,0.8653846153846154,0.96,0.8955223880597015,1.0,0.6031746031746031,0.8947368421052632,0.8809523809523809,0.7647058823529411,0.78125,0.6363636363636364,0.0,20,13,17,40.0,36.0,45.0,47.0,0.4444444444444444,0.325,0.0,0.3617021276595745,20,6.0,83.0,4.15,8.900000000000002,96.70000000000002,4.835000000000001,12.1,0.0,-3.3,-1.4,-1.9,0.1331122166943062,0.528,0.356,0.362,-0.7,-0.9,L (-29),L (-29)
42.0,38.0,2023-01-06,20-327,DET,SAS,1,33.46666666666667,8.0,14.0,.571,2.0,2.0,1.000,2,2.0,1.000,2.0,1.0,3.0,5.0,0.0,0.0,2.0,4.0,20.0,15.0,-12,12.0,6.0,0.5,47,56,2,8,11,55,51,45,48,60,14,38,68,37,13,25,49,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9215686274509804,0.9491525423728814,0.6666666666666666,0.8,0.9166666666666666,0.8870967741935484,0.9107142857142856,0.8653846153846154,0.96,0.8955223880597015,1.0,0.6031746031746031,0.8947368421052632,0.8809523809523809,0.7647058823529411,0.78125,0.6363636363636364,0.0,20,13,17,40.0,36.0,45.0,47.0,0.4444444444444444,0.325,0.0,0.3617021276595745,20,10.0,45.0,2.25,14.2,58.99999999999999,2.95,12.1,0.0,-3.3,-1.4,-1.9,0.1331122166943062,0.528,0.356,0.362,-0.7,-0.9,,
43.0,39.0,2023-01-08,20-329,DET,PHI,1,27.98333333333333,4.0,13.0,.308,1.0,2.0,.500,1,2.0,.500,2.0,4.0,6.0,6.0,0.0,0.0,4.0,2.0,10.0,4.1,-14,11.0,3.0,0.2727272727272727,47,56,2,8,11,55,51,45,48,60,14,38,68,37,13,25,49,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9215686274509804,0.9491525423728814,0.6666666666666666,0.8,0.9166666666666666,0.8870967741935484,0.9107142857142856,0.8653846153846154,0.96,0.8955223880597015,1.0,0.6031746031746031,0.8947368421052632,0.8809523809523809,0.7647058823529411,0.78125,0.6363636363636364,0.0,20,13,17,40.0,36.0,45.0,47.0,0.4444444444444444,0.325,0.0,0.3617021276595745,20,3.0,52.0,2.6,3.6999999999999984,66.6,3.33,12.1,0.0,-3.3,-1.4,-1.9,0.1331122166943062,0.528,0.356,0.362,-0.7,-0.9,W (+3),W (+3)
44.0,40.0,2023-01-10,20-331,DET,PHI,1,24.05,4.0,8.0,.500,3.0,5.0,.600,6,6.0,1.000,0.0,2.0,2.0,4.0,1.0,0.0,4.0,2.0,17.0,12.6,-32,3.0,1.0,0.3333333333333333,47,56,2,8,11,55,51,45,48,60,14,38,68,37,13,25,49,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9215686274509804,0.9491525423728814,0.6666666666666666,0.8,0.9166666666666666,0.8870967741935484,0.9107142857142856,0.8653846153846154,0.96,0.8955223880597015,1.0,0.6031746031746031,0.8947368421052632,0.8809523809523809,0.7647058823529411,0.78125,0.6363636363636364,0.0,20,13,17,40.0,36.0,45.0,47.0,0.4444444444444444,0.325,0.0,0.3617021276595745,20,6.0,22.0,1.1,10.200000000000005,40.5,2.025,12.1,0.0,-3.3,-1.4,-1.9,0.1331122166943062,0.528,0.356,0.362,-0.7,-0.9,L (-12),L (-12)
45.0,41.0,2023-01-11,20-332,DET,MIN,1,40.3,7.0,11.0,.636,2.0,3.0,.667,2,4.0,.500,0.0,4.0,4.0,8.0,3.0,0.0,2.0,4.0,18.0,18.5,+8,8.0,5.0,0.625,47,56,2,8,11,55,51,45,48,60,14,38,68,37,13,25,49,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9215686274509804,0.9491525423728814,0.6666666666666666,0.8,0.9166666666666666,0.8870967741935484,0.9107142857142856,0.8653846153846154,0.96,0.8955223880597015,1.0,0.6031746031746031,0.8947368421052632,0.8809523809523809,0.7647058823529411,0.78125,0.6363636363636364,0.0,20,13,17,40.0,36.0,45.0,47.0,0.4444444444444444,0.325,0.0,0.3617021276595745,20,16.0,54.0,2.7,17.7,62.7,3.135,12.1,0.0,-3.3,-1.4,-1.9,0.1331122166943062,0.528,0.356,0.362,-0.7,-0.9,L (-12),L (-12)
46.0,42.0,2023-01-13,20-334,DET,NOP,1,34.05,4.0,15.0,.267,0.0,6.0,.000,4,5.0,.800,1.0,6.0,7.0,6.0,0.0,0.0,4.0,4.0,12.0,3.8,-3,9.0,4.0,0.4444444444444444,47,56,2,8,11,55,51,45,48,60,14,38,68,37,13,25,49,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9215686274509804,0.9491525423728814,0.6666666666666666,0.8,0.9166666666666666,0.8870967741935484,0.9107142857142856,0.8653846153846154,0.96,0.8955223880597015,1.0,0.6031746031746031,0.8947368421052632,0.8809523809523809,0.7647058823529411,0.78125,0.6363636363636364,0.0,20,13,17,40.0,36.0,45.0,47.0,0.4444444444444444,0.325,0.0,0.3617021276595745,20,1.0,43.0,2.15,2.199999999999997,54.3,2.715,12.1,0.0,-3.3,-1.4,-1.9,0.1331122166943062,0.528,0.356,0.362,-0.7,-0.9,L (-31),L (-31)
47.0,43.0,2023-01-15,20-336,DET,NYK,1,37.28333333333333,7.0,19.0,.368,2.0,8.0,.250,5,6.0,.833,1.0,5.0,6.0,6.0,0.0,1.0,3.0,5.0,21.0,12.2,-21,11.0,5.0,0.4545454545454545,47,56,2,8,11,55,51,45,48,60,14,38,68,37,13,25,49,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9215686274509804,0.9491525423728814,0.6666666666666666,0.8,0.9166666666666666,0.8870967741935484,0.9107142857142856,0.8653846153846154,0.96,0.8955223880597015,1.0,0.6031746031746031,0.8947368421052632,0.8809523809523809,0.7647058823529411,0.78125,0.6363636363636364,0.0,20,13,17,40.0,36.0,45.0,47.0,0.4444444444444444,0.325,0.0,0.3617021276595745,20,6.0,47.0,2.35,10.2,42.2,2.1100000000000003,12.1,0.0,-3.3,-1.4,-1.9,0.1331122166943062,0.528,0.356,0.362,-0.7,-0.9,W (+17),W (+17)
48.0,44.0,2023-01-19,20-340,DET,CHI,1,33.166666666666664,7.0,14.0,.500,1.0,5.0,.200,1,1.0,1.000,0.0,3.0,3.0,4.0,0.0,0.0,4.0,2.0,16.0,7.9,-13,9.0,6.0,0.6666666666666666,47,56,2,8,11,55,51,45,48,60,14,38,68,37,13,25,49,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.9215686274509804,0.9491525423728814,0.6666666666666666,0.8,0.9166666666666666,0.8870967741935484,0.9107142857142856,0.8653846153846154,0.96,0.8955223880597015,1.0,0.6031746031746031,0.8947368421052632,0.8809523809523809,0.7647058823529411,0.78125,0.6363636363636364,0.0,20,13,17,40.0,36.0,45.0,47.0,0.4444444444444444,0.325,0.0,0.3617021276595745,20,4.0,40.0,2.0,7.5,52.79999999999998,2.6399999999999992,12.1,0.0,-3.3,-1.4,-1.9,0.1331122166943062,0.528,0.356,0.362,-0.7,-0.9,L (-6),L (-6)
