Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alec Burks,Shared Games with Bojan Bogdanović,Shared Games with Braxton Key,Shared Games with Buddy Boeheim,Shared Games with Cade Cunningham,Shared Games with Cory Joseph,Shared Games with Hamidou Diallo,Shared Games with Isaiah Livers,Shared Games with Isaiah Stewart,Shared Games with Jaden Ivey,Shared Games with Jalen Duren,Shared Games with Jared Rhoden,Shared Games with Killian Hayes,Shared Games with Marvin Bagley III,Shared Games with Nerlens Noel,Shared Games with Rodney McGruder,Shared Games with Saddiq Bey,Shared Games with Stanley Umude,Alec Burks,Bojan Bogdanović,Braxton Key,Buddy Boeheim,Cade Cunningham,Cory Joseph,Hamidou Diallo,Isaiah Livers,Isaiah Stewart,Jaden Ivey,Jalen Duren,Jared Rhoden,Killian Hayes,Marvin Bagley III,Nerlens Noel,Rodney McGruder,Saddiq Bey,Stanley Umude,co_inf with Alec Burks,co_inf with Bojan Bogdanović,co_inf with Braxton Key,co_inf with Buddy Boeheim,co_inf with Cade Cunningham,co_inf with Cory Joseph,co_inf with Hamidou Diallo,co_inf with Isaiah Livers,co_inf with Isaiah Stewart,co_inf with Jaden Ivey,co_inf with Jalen Duren,co_inf with Jared Rhoden,co_inf with Killian Hayes,co_inf with Marvin Bagley III,co_inf with Nerlens Noel,co_inf with Rodney McGruder,co_inf with Saddiq Bey,co_inf with Stanley Umude
34,34,27,2022-12-21,23-132,DET,@,PHI,L (-20),0,17.766666666666666,1.0,5.0,.200,0.0,4.0,.000,0,0,,0,1,1,0,1,0,4,1,2,-4.2,-19,1.0,1.0,1.0,34,39,3,1,8,31,33,23,31,38,35,12,39,22,13,17,38,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6610169491525424,1.0,0.1,0.6666666666666666,0.5,0.5892857142857143,0.4423076923076923,0.62,0.5135135135135135,0.5223880597014925,0.8571428571428571,0.5131578947368421,0.5238095238095238,0.7647058823529411,0.53125,0.4935064935064935,0.0
35,35,28,2022-12-23,23-134,DET,@,ATL,L (-25),0,16.416666666666668,2.0,9.0,.222,1.0,6.0,.167,0,0,,0,4,4,0,0,0,0,3,5,-0.5,-12,3.0,1.0,0.3333333333333333,34,39,3,1,8,31,33,23,31,38,35,12,39,22,13,17,38,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6610169491525424,1.0,0.1,0.6666666666666666,0.5,0.5892857142857143,0.4423076923076923,0.62,0.5135135135135135,0.5223880597014925,0.8571428571428571,0.5131578947368421,0.5238095238095238,0.7647058823529411,0.53125,0.4935064935064935,0.0
36,36,29,2022-12-26,23-137,DET,,LAC,L (-11),0,7.183333333333334,0.0,1.0,.000,0.0,1.0,.000,0,0,,0,1,1,0,0,0,0,1,0,-0.8,-3,0.0,0.0,,34,39,3,1,8,31,33,23,31,38,35,12,39,22,13,17,38,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6610169491525424,1.0,0.1,0.6666666666666666,0.5,0.5892857142857143,0.4423076923076923,0.62,0.5135135135135135,0.5223880597014925,0.8571428571428571,0.5131578947368421,0.5238095238095238,0.7647058823529411,0.53125,0.4935064935064935,0.0
37,37,30,2022-12-28,23-139,DET,,ORL,W (+20),0,6.3,1.0,3.0,.333,1.0,3.0,.333,0,0,,0,1,1,0,0,0,1,0,3,0.6,-5,0.0,0.0,,34,39,3,1,8,31,33,23,31,38,35,12,39,22,13,17,38,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6610169491525424,1.0,0.1,0.6666666666666666,0.5,0.5892857142857143,0.4423076923076923,0.62,0.5135135135135135,0.5223880597014925,0.8571428571428571,0.5131578947368421,0.5238095238095238,0.7647058823529411,0.53125,0.4935064935064935,0.0
38,38,31,2022-12-30,23-141,DET,@,CHI,L (-14),0,14.2,1.0,3.0,.333,1.0,3.0,.333,2,2,1.000,0,3,3,0,1,0,1,1,5,3.8,0,0.0,0.0,,34,39,3,1,8,31,33,23,31,38,35,12,39,22,13,17,38,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6610169491525424,1.0,0.1,0.6666666666666666,0.5,0.5892857142857143,0.4423076923076923,0.62,0.5135135135135135,0.5223880597014925,0.8571428571428571,0.5131578947368421,0.5238095238095238,0.7647058823529411,0.53125,0.4935064935064935,0.0
39,39,,2022-12-31,23-142,DET,@,MIN,W (+12),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,34,39,3,1,8,31,33,23,31,38,35,12,39,22,13,17,38,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6610169491525424,1.0,0.1,0.6666666666666666,0.5,0.5892857142857143,0.4423076923076923,0.62,0.5135135135135135,0.5223880597014925,0.8571428571428571,0.5131578947368421,0.5238095238095238,0.7647058823529411,0.53125,0.4935064935064935,0.0
40,40,32,2023-01-02,23-144,DET,@,POR,L (-29),0,12.0,1.0,3.0,.333,0.0,1.0,.000,2,2,1.000,0,3,3,0,0,0,1,1,4,1.8,-9,2.0,1.0,0.5,34,39,3,1,8,31,33,23,31,38,35,12,39,22,13,17,38,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6610169491525424,1.0,0.1,0.6666666666666666,0.5,0.5892857142857143,0.4423076923076923,0.62,0.5135135135135135,0.5223880597014925,0.8571428571428571,0.5131578947368421,0.5238095238095238,0.7647058823529411,0.53125,0.4935064935064935,0.0
41,Rk,G,Date,Age,Tm,,Opp,,GS,0.0,,,FG%,,,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,,,,34,39,3,1,8,31,33,23,31,38,35,12,39,22,13,17,38,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6610169491525424,1.0,0.1,0.6666666666666666,0.5,0.5892857142857143,0.4423076923076923,0.62,0.5135135135135135,0.5223880597014925,0.8571428571428571,0.5131578947368421,0.5238095238095238,0.7647058823529411,0.53125,0.4935064935064935,0.0
42,41,,2023-01-04,23-146,DET,@,GSW,W (+3),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,34,39,3,1,8,31,33,23,31,38,35,12,39,22,13,17,38,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6610169491525424,1.0,0.1,0.6666666666666666,0.5,0.5892857142857143,0.4423076923076923,0.62,0.5135135135135135,0.5223880597014925,0.8571428571428571,0.5131578947368421,0.5238095238095238,0.7647058823529411,0.53125,0.4935064935064935,0.0
43,42,,2023-01-06,23-148,DET,@,SAS,L (-12),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,34,39,3,1,8,31,33,23,31,38,35,12,39,22,13,17,38,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6610169491525424,1.0,0.1,0.6666666666666666,0.5,0.5892857142857143,0.4423076923076923,0.62,0.5135135135135135,0.5223880597014925,0.8571428571428571,0.5131578947368421,0.5238095238095238,0.7647058823529411,0.53125,0.4935064935064935,0.0
44,43,33,2023-01-08,23-150,DET,,PHI,L (-12),0,16.2,1.0,3.0,.333,1.0,2.0,.500,0,0,,0,2,2,0,0,0,3,3,3,-2.3,-10,1.0,0.0,0.0,34,39,3,1,8,31,33,23,31,38,35,12,39,22,13,17,38,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6610169491525424,1.0,0.1,0.6666666666666666,0.5,0.5892857142857143,0.4423076923076923,0.62,0.5135135135135135,0.5223880597014925,0.8571428571428571,0.5131578947368421,0.5238095238095238,0.7647058823529411,0.53125,0.4935064935064935,0.0
45,44,34,2023-01-10,23-152,DET,@,PHI,L (-31),1,32.53333333333333,5.0,11.0,.455,2.0,6.0,.333,1,2,.500,0,2,2,1,0,0,0,3,13,7.0,-35,5.0,3.0,0.6,34,39,3,1,8,31,33,23,31,38,35,12,39,22,13,17,38,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6610169491525424,1.0,0.1,0.6666666666666666,0.5,0.5892857142857143,0.4423076923076923,0.62,0.5135135135135135,0.5223880597014925,0.8571428571428571,0.5131578947368421,0.5238095238095238,0.7647058823529411,0.53125,0.4935064935064935,0.0
46,45,35,2023-01-11,23-153,DET,,MIN,W (+17),0,9.566666666666666,2.0,5.0,.400,1.0,4.0,.250,0,0,,0,3,3,0,0,0,0,0,5,3.2,+20,1.0,1.0,1.0,34,39,3,1,8,31,33,23,31,38,35,12,39,22,13,17,38,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6610169491525424,1.0,0.1,0.6666666666666666,0.5,0.5892857142857143,0.4423076923076923,0.62,0.5135135135135135,0.5223880597014925,0.8571428571428571,0.5131578947368421,0.5238095238095238,0.7647058823529411,0.53125,0.4935064935064935,0.0
47,46,36,2023-01-13,23-155,DET,,NOP,L (-6),0,16.566666666666666,3.0,4.0,.750,1.0,2.0,.500,0,0,,1,4,5,1,0,1,0,2,7,7.9,+10,2.0,2.0,1.0,34,39,3,1,8,31,33,23,31,38,35,12,39,22,13,17,38,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6610169491525424,1.0,0.1,0.6666666666666666,0.5,0.5892857142857143,0.4423076923076923,0.62,0.5135135135135135,0.5223880597014925,0.8571428571428571,0.5131578947368421,0.5238095238095238,0.7647058823529411,0.53125,0.4935064935064935,0.0
48,47,37,2023-01-15,23-157,DET,,NYK,L (-13),0,19.25,5.0,6.0,.833,3.0,4.0,.750,3,4,.750,0,1,1,0,0,0,1,3,16,11.5,-11,2.0,2.0,1.0,34,39,3,1,8,31,33,23,31,38,35,12,39,22,13,17,38,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6610169491525424,1.0,0.1,0.6666666666666666,0.5,0.5892857142857143,0.4423076923076923,0.62,0.5135135135135135,0.5223880597014925,0.8571428571428571,0.5131578947368421,0.5238095238095238,0.7647058823529411,0.53125,0.4935064935064935,0.0
49,48,,2023-01-19,23-161,DET,,CHI,L (-18),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,34,39,3,1,8,31,33,23,31,38,35,12,39,22,13,17,38,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6610169491525424,1.0,0.1,0.6666666666666666,0.5,0.5892857142857143,0.4423076923076923,0.62,0.5135135135135135,0.5223880597014925,0.8571428571428571,0.5131578947368421,0.5238095238095238,0.7647058823529411,0.53125,0.4935064935064935,0.0
50,49,38,2023-01-23,23-165,DET,,MIL,L (-20),0,19.383333333333333,2.0,4.0,.500,1.0,2.0,.500,0,0,,2,3,5,0,1,0,2,2,5,3.5,+2,2.0,1.0,0.5,34,39,3,1,8,31,33,23,31,38,35,12,39,22,13,17,38,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6610169491525424,1.0,0.1,0.6666666666666666,0.5,0.5892857142857143,0.4423076923076923,0.62,0.5135135135135135,0.5223880597014925,0.8571428571428571,0.5131578947368421,0.5238095238095238,0.7647058823529411,0.53125,0.4935064935064935,0.0
51,50,,2023-01-26,23-168,DET,@,BRK,W (+8),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,34,39,3,1,8,31,33,23,31,38,35,12,39,22,13,17,38,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6610169491525424,1.0,0.1,0.6666666666666666,0.5,0.5892857142857143,0.4423076923076923,0.62,0.5135135135135135,0.5223880597014925,0.8571428571428571,0.5131578947368421,0.5238095238095238,0.7647058823529411,0.53125,0.4935064935064935,0.0
52,51,39,2023-01-28,23-170,DET,,HOU,L (-3),0,6.933333333333334,2.0,2.0,1.000,2.0,2.0,1.000,0,0,,0,4,4,0,0,0,1,0,6,5.6,-5,0.0,0.0,,34,39,3,1,8,31,33,23,31,38,35,12,39,22,13,17,38,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6610169491525424,1.0,0.1,0.6666666666666666,0.5,0.5892857142857143,0.4423076923076923,0.62,0.5135135135135135,0.5223880597014925,0.8571428571428571,0.5131578947368421,0.5238095238095238,0.7647058823529411,0.53125,0.4935064935064935,0.0
53,52,40,2023-01-30,23-172,DET,@,DAL,L (-6),0,15.016666666666667,2.0,3.0,.667,0.0,1.0,.000,0,0,,2,4,6,0,0,1,3,3,4,1.8,-12,2.0,2.0,1.0,34,39,3,1,8,31,33,23,31,38,35,12,39,22,13,17,38,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6610169491525424,1.0,0.1,0.6666666666666666,0.5,0.5892857142857143,0.4423076923076923,0.62,0.5135135135135135,0.5223880597014925,0.8571428571428571,0.5131578947368421,0.5238095238095238,0.7647058823529411,0.53125,0.4935064935064935,0.0
54,53,,2023-02-03,23-176,DET,,CHO,W (+6),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,34,39,3,1,8,31,33,23,31,38,35,12,39,22,13,17,38,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6610169491525424,1.0,0.1,0.6666666666666666,0.5,0.5892857142857143,0.4423076923076923,0.62,0.5135135135135135,0.5223880597014925,0.8571428571428571,0.5131578947368421,0.5238095238095238,0.7647058823529411,0.53125,0.4935064935064935,0.0
55,54,41,2023-02-04,23-177,DET,,PHO,L (-16),0,7.2,0.0,1.0,.000,0.0,1.0,.000,0,0,,0,2,2,0,0,1,0,3,0,-0.6,+3,0.0,0.0,,34,39,3,1,8,31,33,23,31,38,35,12,39,22,13,17,38,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6610169491525424,1.0,0.1,0.6666666666666666,0.5,0.5892857142857143,0.4423076923076923,0.62,0.5135135135135135,0.5223880597014925,0.8571428571428571,0.5131578947368421,0.5238095238095238,0.7647058823529411,0.53125,0.4935064935064935,0.0
56,55,,2023-02-06,23-179,DET,,BOS,L (-12),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,34,39,3,1,8,31,33,23,31,38,35,12,39,22,13,17,38,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6610169491525424,1.0,0.1,0.6666666666666666,0.5,0.5892857142857143,0.4423076923076923,0.62,0.5135135135135135,0.5223880597014925,0.8571428571428571,0.5131578947368421,0.5238095238095238,0.7647058823529411,0.53125,0.4935064935064935,0.0
57,56,42,2023-02-08,23-181,DET,@,CLE,L (-28),0,4.1,0.0,2.0,.000,0.0,2.0,.000,0,0,,1,0,1,0,1,0,1,0,0,-0.7,+1,0.0,0.0,,34,39,3,1,8,31,33,23,31,38,35,12,39,22,13,17,38,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6610169491525424,1.0,0.1,0.6666666666666666,0.5,0.5892857142857143,0.4423076923076923,0.62,0.5135135135135135,0.5223880597014925,0.8571428571428571,0.5131578947368421,0.5238095238095238,0.7647058823529411,0.53125,0.4935064935064935,0.0
58,57,,2023-02-10,23-183,POR,,OKC,L (-9),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,34,39,3,1,8,31,33,23,31,38,35,12,39,22,13,17,38,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6610169491525424,1.0,0.1,0.6666666666666666,0.5,0.5892857142857143,0.4423076923076923,0.62,0.5135135135135135,0.5223880597014925,0.8571428571428571,0.5131578947368421,0.5238095238095238,0.7647058823529411,0.53125,0.4935064935064935,0.0
59,58,43,2023-02-13,23-186,POR,,LAL,W (+12),0,6.7,1.0,2.0,.500,0.0,1.0,.000,2,2,1.000,1,1,2,0,0,0,0,1,4,3.6,-14,1.0,1.0,1.0,34,39,3,1,8,31,33,23,31,38,35,12,39,22,13,17,38,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6610169491525424,1.0,0.1,0.6666666666666666,0.5,0.5892857142857143,0.4423076923076923,0.62,0.5135135135135135,0.5223880597014925,0.8571428571428571,0.5131578947368421,0.5238095238095238,0.7647058823529411,0.53125,0.4935064935064935,0.0
60,59,44,2023-02-14,23-187,POR,,WAS,L (-25),0,7.583333333333333,0.0,1.0,.000,0.0,1.0,.000,0,0,,1,0,1,0,0,0,0,2,0,-0.8,-11,0.0,0.0,,34,39,3,1,8,31,33,23,31,38,35,12,39,22,13,17,38,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6610169491525424,1.0,0.1,0.6666666666666666,0.5,0.5892857142857143,0.4423076923076923,0.62,0.5135135135135135,0.5223880597014925,0.8571428571428571,0.5131578947368421,0.5238095238095238,0.7647058823529411,0.53125,0.4935064935064935,0.0
61,60,45,2023-02-23,23-196,POR,@,SAC,L (-17),0,5.333333333333333,0.0,1.0,.000,0.0,1.0,.000,0,0,,0,1,1,0,0,0,0,2,0,-1.2,-5,0.0,0.0,,34,39,3,1,8,31,33,23,31,38,35,12,39,22,13,17,38,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6610169491525424,1.0,0.1,0.6666666666666666,0.5,0.5892857142857143,0.4423076923076923,0.62,0.5135135135135135,0.5223880597014925,0.8571428571428571,0.5131578947368421,0.5238095238095238,0.7647058823529411,0.53125,0.4935064935064935,0.0
62,Rk,G,Date,Age,Tm,,Opp,,GS,0.0,,,FG%,,,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,,,,34,39,3,1,8,31,33,23,31,38,35,12,39,22,13,17,38,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6610169491525424,1.0,0.1,0.6666666666666666,0.5,0.5892857142857143,0.4423076923076923,0.62,0.5135135135135135,0.5223880597014925,0.8571428571428571,0.5131578947368421,0.5238095238095238,0.7647058823529411,0.53125,0.4935064935064935,0.0
63,61,46,2023-02-26,23-199,POR,,HOU,W (+17),0,0.65,0.0,0.0,,0.0,0.0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,,34,39,3,1,8,31,33,23,31,38,35,12,39,22,13,17,38,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6610169491525424,1.0,0.1,0.6666666666666666,0.5,0.5892857142857143,0.4423076923076923,0.62,0.5135135135135135,0.5223880597014925,0.8571428571428571,0.5131578947368421,0.5238095238095238,0.7647058823529411,0.53125,0.4935064935064935,0.0
64,62,47,2023-02-28,23-201,POR,@,GSW,L (-18),0,3.3833333333333333,0.0,1.0,.000,0.0,1.0,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7,-4,0.0,0.0,,34,39,3,1,8,31,33,23,31,38,35,12,39,22,13,17,38,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6610169491525424,1.0,0.1,0.6666666666666666,0.5,0.5892857142857143,0.4423076923076923,0.62,0.5135135135135135,0.5223880597014925,0.8571428571428571,0.5131578947368421,0.5238095238095238,0.7647058823529411,0.53125,0.4935064935064935,0.0
65,63,,2023-03-01,23-202,POR,,NOP,L (-11),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,34,39,3,1,8,31,33,23,31,38,35,12,39,22,13,17,38,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6610169491525424,1.0,0.1,0.6666666666666666,0.5,0.5892857142857143,0.4423076923076923,0.62,0.5135135135135135,0.5223880597014925,0.8571428571428571,0.5131578947368421,0.5238095238095238,0.7647058823529411,0.53125,0.4935064935064935,0.0
66,64,48,2023-03-03,23-204,POR,@,ATL,L (-18),0,2.283333333333333,1.0,1.0,1.000,0.0,0.0,,0,0,,0,0,0,0,0,0,0,0,2,1.7,+2,1.0,1.0,1.0,34,39,3,1,8,31,33,23,31,38,35,12,39,22,13,17,38,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6610169491525424,1.0,0.1,0.6666666666666666,0.5,0.5892857142857143,0.4423076923076923,0.62,0.5135135135135135,0.5223880597014925,0.8571428571428571,0.5131578947368421,0.5238095238095238,0.7647058823529411,0.53125,0.4935064935064935,0.0
67,65,,2023-03-05,23-206,POR,@,ORL,W (+3),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,34,39,3,1,8,31,33,23,31,38,35,12,39,22,13,17,38,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6610169491525424,1.0,0.1,0.6666666666666666,0.5,0.5892857142857143,0.4423076923076923,0.62,0.5135135135135135,0.5223880597014925,0.8571428571428571,0.5131578947368421,0.5238095238095238,0.7647058823529411,0.53125,0.4935064935064935,0.0
68,66,,2023-03-06,23-207,POR,@,DET,W (+6),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,34,39,3,1,8,31,33,23,31,38,35,12,39,22,13,17,38,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6610169491525424,1.0,0.1,0.6666666666666666,0.5,0.5892857142857143,0.4423076923076923,0.62,0.5135135135135135,0.5223880597014925,0.8571428571428571,0.5131578947368421,0.5238095238095238,0.7647058823529411,0.53125,0.4935064935064935,0.0
69,67,49,2023-03-08,23-209,POR,@,BOS,L (-22),0,5.783333333333333,0.0,2.0,.000,0.0,0.0,,0,0,,0,1,1,0,1,0,0,0,0,-0.1,-1,2.0,0.0,0.0,34,39,3,1,8,31,33,23,31,38,35,12,39,22,13,17,38,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,17.0,32.0,77.0,1.0,0.6666666666666666,0.6610169491525424,1.0,0.1,0.6666666666666666,0.5,0.5892857142857143,0.4423076923076923,0.62,0.5135135135135135,0.5223880597014925,0.8571428571428571,0.5131578947368421,0.5238095238095238,0.7647058823529411,0.53125,0.4935064935064935,0.0
