Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with A.J. Green,Shared Games with Bobby Portis,Shared Games with George Hill,Shared Games with Giannis Antetokounmpo,Shared Games with Grayson Allen,Shared Games with Jevon Carter,Shared Games with Joe Ingles,Shared Games with Jordan Nwora,Shared Games with Jrue Holiday,Shared Games with Khris Middleton,Shared Games with MarJon Beauchamp,Shared Games with Meyers Leonard,Shared Games with Pat Connaughton,Shared Games with Sandro Mamukelashvili,Shared Games with Serge Ibaka,Shared Games with Thanasis Antetokounmpo,Shared Games with Wesley Matthews,A.J. Green,Bobby Portis,George Hill,Giannis Antetokounmpo,Grayson Allen,Jevon Carter,Joe Ingles,Jordan Nwora,Jrue Holiday,Khris Middleton,Lindell Wigginton,MarJon Beauchamp,Meyers Leonard,Pat Connaughton,Sandro Mamukelashvili,Serge Ibaka,Thanasis Antetokounmpo,Wesley Matthews,co_inf with A.J. Green,co_inf with Bobby Portis,co_inf with George Hill,co_inf with Giannis Antetokounmpo,co_inf with Grayson Allen,co_inf with Jevon Carter,co_inf with Joe Ingles,co_inf with Jordan Nwora,co_inf with Jrue Holiday,co_inf with Khris Middleton,co_inf with Lindell Wigginton,co_inf with MarJon Beauchamp,co_inf with Meyers Leonard,co_inf with Pat Connaughton,co_inf with Sandro Mamukelashvili,co_inf with Serge Ibaka,co_inf with Thanasis Antetokounmpo,co_inf with Wesley Matthews,Shared Games with Goran Dragić,Shared Games with Jae Crowder,Goran Dragić,Jae Crowder,Tyrese Martin,co_inf with Goran Dragić,co_inf with Jae Crowder,co_inf with Tyrese Martin,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
54,53,52,2023-02-04,34-309,MIL,,MIA,W (+8),1,33:21,4.0,11.0,.364,0.0,3.0,.000,1,4.0,.250,2.0,4.0,6.0,0.0,0.0,3.0,0.0,4.0,9.0,4.8,+6,8.0,4.0,0.5,32,67,34,61,72,77,44,37,65,31,49,8,59,23,16,35,49,35.0,70.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.9571428571428572,0.7391304347826086,0.9682539682539684,1.0,0.9506172839506172,0.9565217391304348,0.5967741935483871,0.9701492537313432,0.9393939393939394,0.0,0.9423076923076924,0.8888888888888888,0.9672131147540984,0.5348837209302325,1.0,0.945945945945946,0.9423076923076924,6,13,58.0,18.0,16.0,0.1034482758620689,0.7222222222222222,0.0,19,3.0,79.0,4.157894736842105,4.4,93.80000000000004,4.93684210526316
55,54,53,2023-02-06,34-311,MIL,@,POR,W (+19),1,31:38,9.0,12.0,.750,2.0,5.0,.400,7,9.0,.778,1.0,8.0,9.0,0.0,1.0,0.0,0.0,3.0,27.0,24.3,+17,7.0,7.0,1.0,32,67,34,61,72,77,44,37,65,31,49,8,59,23,16,35,49,35.0,70.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.9571428571428572,0.7391304347826086,0.9682539682539684,1.0,0.9506172839506172,0.9565217391304348,0.5967741935483871,0.9701492537313432,0.9393939393939394,0.0,0.9423076923076924,0.8888888888888888,0.9672131147540984,0.5348837209302325,1.0,0.945945945945946,0.9423076923076924,6,13,58.0,18.0,16.0,0.1034482758620689,0.7222222222222222,0.0,19,16.0,75.0,3.947368421052632,21.500000000000004,72.2,3.8000000000000003
56,55,54,2023-02-09,34-314,MIL,@,LAL,W (+9),1,32:34,3.0,8.0,.375,1.0,3.0,.333,2,2.0,1.000,6.0,4.0,10.0,3.0,0.0,3.0,1.0,3.0,9.0,12.0,+13,5.0,2.0,0.4,32,67,34,61,72,77,44,37,65,31,49,8,59,23,16,35,49,35.0,70.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.9571428571428572,0.7391304347826086,0.9682539682539684,1.0,0.9506172839506172,0.9565217391304348,0.5967741935483871,0.9701492537313432,0.9393939393939394,0.0,0.9423076923076924,0.8888888888888888,0.9672131147540984,0.5348837209302325,1.0,0.945945945945946,0.9423076923076924,6,13,58.0,18.0,16.0,0.1034482758620689,0.7222222222222222,0.0,19,14.0,61.0,3.210526315789474,11.199999999999996,75.6,3.978947368421052
57,56,55,2023-02-10,34-315,MIL,@,LAC,W (+13),1,32:18,9.0,13.0,.692,4.0,6.0,.667,0,0.0,,2.0,13.0,15.0,1.0,1.0,3.0,1.0,1.0,22.0,24.2,+22,7.0,5.0,0.7142857142857143,32,67,34,61,72,77,44,37,65,31,49,8,59,23,16,35,49,35.0,70.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.9571428571428572,0.7391304347826086,0.9682539682539684,1.0,0.9506172839506172,0.9565217391304348,0.5967741935483871,0.9701492537313432,0.9393939393939394,0.0,0.9423076923076924,0.8888888888888888,0.9672131147540984,0.5348837209302325,1.0,0.945945945945946,0.9423076923076924,6,13,58.0,18.0,16.0,0.1034482758620689,0.7222222222222222,0.0,19,28.0,58.0,3.0526315789473686,24.200000000000003,70.80000000000001,3.7263157894736847
58,57,56,2023-02-14,34-319,MIL,,BOS,W (+6),1,24:53,0.0,3.0,.000,0.0,3.0,.000,4,4.0,1.000,1.0,1.0,2.0,1.0,0.0,0.0,3.0,3.0,4.0,-0.6,-5,0.0,0.0,,32,67,34,61,72,77,44,37,65,31,49,8,59,23,16,35,49,35.0,70.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.9571428571428572,0.7391304347826086,0.9682539682539684,1.0,0.9506172839506172,0.9565217391304348,0.5967741935483871,0.9701492537313432,0.9393939393939394,0.0,0.9423076923076924,0.8888888888888888,0.9672131147540984,0.5348837209302325,1.0,0.945945945945946,0.9423076923076924,6,13,58.0,18.0,16.0,0.1034482758620689,0.7222222222222222,0.0,19,-3.0,78.0,4.105263157894737,-2.2,92.3,4.8578947368421055
59,58,57,2023-02-16,34-321,MIL,@,CHI,W (+12),1,33:12,13.0,18.0,.722,3.0,6.0,.500,4,7.0,.571,2.0,5.0,7.0,2.0,0.0,4.0,0.0,3.0,33.0,30.3,+28,12.0,10.0,0.8333333333333334,32,67,34,61,72,77,44,37,65,31,49,8,59,23,16,35,49,35.0,70.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.9571428571428572,0.7391304347826086,0.9682539682539684,1.0,0.9506172839506172,0.9565217391304348,0.5967741935483871,0.9701492537313432,0.9393939393939394,0.0,0.9423076923076924,0.8888888888888888,0.9672131147540984,0.5348837209302325,1.0,0.945945945945946,0.9423076923076924,6,13,58.0,18.0,16.0,0.1034482758620689,0.7222222222222222,0.0,19,21.0,60.0,3.1578947368421053,28.7,58.7,3.0894736842105264
60,59,58,2023-02-24,34-329,MIL,,MIA,W (+29),1,27:04,7.0,12.0,.583,1.0,2.0,.500,2,2.0,1.000,3.0,4.0,7.0,1.0,0.0,0.0,2.0,4.0,17.0,11.8,+20,10.0,6.0,0.6,32,67,34,61,72,77,44,37,65,31,49,8,59,23,16,35,49,35.0,70.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.9571428571428572,0.7391304347826086,0.9682539682539684,1.0,0.9506172839506172,0.9565217391304348,0.5967741935483871,0.9701492537313432,0.9393939393939394,0.0,0.9423076923076924,0.8888888888888888,0.9672131147540984,0.5348837209302325,1.0,0.945945945945946,0.9423076923076924,6,13,58.0,18.0,16.0,0.1034482758620689,0.7222222222222222,0.0,19,9.0,72.0,3.789473684210526,10.999999999999998,78.80000000000001,4.147368421052632
61,60,59,2023-02-26,34-331,MIL,,PHO,W (+3),1,35:34,9.0,17.0,.529,2.0,8.0,.250,2,4.0,.500,2.0,11.0,13.0,0.0,0.0,4.0,1.0,0.0,22.0,19.4,+8,9.0,7.0,0.7777777777777778,32,67,34,61,72,77,44,37,65,31,49,8,59,23,16,35,49,35.0,70.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.9571428571428572,0.7391304347826086,0.9682539682539684,1.0,0.9506172839506172,0.9565217391304348,0.5967741935483871,0.9701492537313432,0.9393939393939394,0.0,0.9423076923076924,0.8888888888888888,0.9672131147540984,0.5348837209302325,1.0,0.945945945945946,0.9423076923076924,6,13,58.0,18.0,16.0,0.1034482758620689,0.7222222222222222,0.0,19,17.0,31.0,1.631578947368421,18.6,41.60000000000001,2.189473684210527
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,32,67,34,61,72,77,44,37,65,31,49,8,59,23,16,35,49,35.0,70.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.9571428571428572,0.7391304347826086,0.9682539682539684,1.0,0.9506172839506172,0.9565217391304348,0.5967741935483871,0.9701492537313432,0.9393939393939394,0.0,0.9423076923076924,0.8888888888888888,0.9672131147540984,0.5348837209302325,1.0,0.945945945945946,0.9423076923076924,6,13,58.0,18.0,16.0,0.1034482758620689,0.7222222222222222,0.0,19,,0.0,0.0,0.0,0.0,0.0
63,61,60,2023-02-28,34-333,MIL,@,BRK,W (+14),1,28:22,6.0,13.0,.462,1.0,4.0,.250,0,0.0,,4.0,6.0,10.0,1.0,0.0,2.0,1.0,2.0,13.0,11.2,-6,9.0,5.0,0.5555555555555556,32,67,34,61,72,77,44,37,65,31,49,8,59,23,16,35,49,35.0,70.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.9571428571428572,0.7391304347826086,0.9682539682539684,1.0,0.9506172839506172,0.9565217391304348,0.5967741935483871,0.9701492537313432,0.9393939393939394,0.0,0.9423076923076924,0.8888888888888888,0.9672131147540984,0.5348837209302325,1.0,0.945945945945946,0.9423076923076924,6,13,58.0,18.0,16.0,0.1034482758620689,0.7222222222222222,0.0,19,12.0,73.0,3.842105263157895,11.199999999999998,81.50000000000001,4.289473684210527
64,62,61,2023-03-01,34-334,MIL,,ORL,W (+22),1,27:04,6.0,9.0,.667,4.0,5.0,.800,2,3.0,.667,1.0,2.0,3.0,2.0,1.0,0.0,2.0,1.0,18.0,15.0,+25,4.0,2.0,0.5,32,67,34,61,72,77,44,37,65,31,49,8,59,23,16,35,49,35.0,70.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.9571428571428572,0.7391304347826086,0.9682539682539684,1.0,0.9506172839506172,0.9565217391304348,0.5967741935483871,0.9701492537313432,0.9393939393939394,0.0,0.9423076923076924,0.8888888888888888,0.9672131147540984,0.5348837209302325,1.0,0.945945945945946,0.9423076923076924,6,13,58.0,18.0,16.0,0.1034482758620689,0.7222222222222222,0.0,19,10.0,89.0,4.684210526315789,14.2,98.2,5.1684210526315795
65,63,62,2023-03-04,34-337,MIL,,PHI,L (-3),1,33:15,10.0,16.0,.625,3.0,5.0,.600,3,4.0,.750,2.0,4.0,6.0,4.0,0.0,1.0,1.0,4.0,26.0,21.9,+11,11.0,7.0,0.6363636363636364,32,67,34,61,72,77,44,37,65,31,49,8,59,23,16,35,49,35.0,70.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.9571428571428572,0.7391304347826086,0.9682539682539684,1.0,0.9506172839506172,0.9565217391304348,0.5967741935483871,0.9701492537313432,0.9393939393939394,0.0,0.9423076923076924,0.8888888888888888,0.9672131147540984,0.5348837209302325,1.0,0.945945945945946,0.9423076923076924,6,13,58.0,18.0,16.0,0.1034482758620689,0.7222222222222222,0.0,19,16.0,74.0,3.8947368421052633,20.7,82.5,4.342105263157895
66,64,63,2023-03-05,34-338,MIL,@,WAS,W (+6),1,27:19,6.0,14.0,.429,3.0,6.0,.500,0,1.0,.000,1.0,5.0,6.0,1.0,1.0,3.0,2.0,3.0,15.0,10.0,-9,8.0,3.0,0.375,32,67,34,61,72,77,44,37,65,31,49,8,59,23,16,35,49,35.0,70.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.9571428571428572,0.7391304347826086,0.9682539682539684,1.0,0.9506172839506172,0.9565217391304348,0.5967741935483871,0.9701492537313432,0.9393939393939394,0.0,0.9423076923076924,0.8888888888888888,0.9672131147540984,0.5348837209302325,1.0,0.945945945945946,0.9423076923076924,6,13,58.0,18.0,16.0,0.1034482758620689,0.7222222222222222,0.0,19,9.0,78.0,4.105263157894737,10.0,85.3,4.489473684210526
67,65,64,2023-03-07,34-340,MIL,@,ORL,W (+11),1,34:06,9.0,14.0,.643,0.0,1.0,.000,8,9.0,.889,2.0,4.0,6.0,1.0,1.0,3.0,5.0,3.0,26.0,19.6,+15,13.0,9.0,0.6923076923076923,32,67,34,61,72,77,44,37,65,31,49,8,59,23,16,35,49,35.0,70.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.9571428571428572,0.7391304347826086,0.9682539682539684,1.0,0.9506172839506172,0.9565217391304348,0.5967741935483871,0.9701492537313432,0.9393939393939394,0.0,0.9423076923076924,0.8888888888888888,0.9672131147540984,0.5348837209302325,1.0,0.945945945945946,0.9423076923076924,6,13,58.0,18.0,16.0,0.1034482758620689,0.7222222222222222,0.0,19,9.0,58.0,3.0526315789473686,16.40000000000001,69.70000000000002,3.66842105263158
68,66,65,2023-03-09,34-342,MIL,,BRK,W (+5),1,35:58,10.0,20.0,.500,3.0,7.0,.429,1,2.0,.500,5.0,5.0,10.0,3.0,1.0,9.0,2.0,3.0,24.0,24.8,-1,13.0,7.0,0.5384615384615384,32,67,34,61,72,77,44,37,65,31,49,8,59,23,16,35,49,35.0,70.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.9571428571428572,0.7391304347826086,0.9682539682539684,1.0,0.9506172839506172,0.9565217391304348,0.5967741935483871,0.9701492537313432,0.9393939393939394,0.0,0.9423076923076924,0.8888888888888888,0.9672131147540984,0.5348837209302325,1.0,0.945945945945946,0.9423076923076924,6,13,58.0,18.0,16.0,0.1034482758620689,0.7222222222222222,0.0,19,23.0,64.0,3.3684210526315788,24.4,69.3,3.6473684210526316
69,67,66,2023-03-11,34-344,MIL,@,GSW,L (-9),1,38:14,8.0,16.0,.500,1.0,6.0,.167,2,2.0,1.000,1.0,6.0,7.0,1.0,1.0,5.0,2.0,1.0,19.0,16.3,-12,10.0,7.0,0.7,32,67,34,61,72,77,44,37,65,31,49,8,59,23,16,35,49,35.0,70.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.9571428571428572,0.7391304347826086,0.9682539682539684,1.0,0.9506172839506172,0.9565217391304348,0.5967741935483871,0.9701492537313432,0.9393939393939394,0.0,0.9423076923076924,0.8888888888888888,0.9672131147540984,0.5348837209302325,1.0,0.945945945945946,0.9423076923076924,6,13,58.0,18.0,16.0,0.1034482758620689,0.7222222222222222,0.0,19,13.0,78.0,4.105263157894737,15.5,84.6,4.4526315789473685
70,68,67,2023-03-13,34-346,MIL,@,SAC,W (+9),1,36:35,9.0,14.0,.643,4.0,6.0,.667,1,2.0,.500,1.0,7.0,8.0,4.0,0.0,3.0,1.0,4.0,23.0,21.5,+21,8.0,5.0,0.625,32,67,34,61,72,77,44,37,65,31,49,8,59,23,16,35,49,35.0,70.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.9571428571428572,0.7391304347826086,0.9682539682539684,1.0,0.9506172839506172,0.9565217391304348,0.5967741935483871,0.9701492537313432,0.9393939393939394,0.0,0.9423076923076924,0.8888888888888888,0.9672131147540984,0.5348837209302325,1.0,0.945945945945946,0.9423076923076924,6,13,58.0,18.0,16.0,0.1034482758620689,0.7222222222222222,0.0,19,21.0,81.0,4.2631578947368425,21.100000000000005,90.79999999999998,4.7789473684210515
71,69,68,2023-03-14,34-347,MIL,@,PHO,W (+12),1,34:07,10.0,14.0,.714,1.0,5.0,.200,0,1.0,.000,2.0,8.0,10.0,1.0,2.0,1.0,0.0,2.0,21.0,21.2,+12,9.0,9.0,1.0,32,67,34,61,72,77,44,37,65,31,49,8,59,23,16,35,49,35.0,70.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.9571428571428572,0.7391304347826086,0.9682539682539684,1.0,0.9506172839506172,0.9565217391304348,0.5967741935483871,0.9701492537313432,0.9393939393939394,0.0,0.9423076923076924,0.8888888888888888,0.9672131147540984,0.5348837209302325,1.0,0.945945945945946,0.9423076923076924,6,13,58.0,18.0,16.0,0.1034482758620689,0.7222222222222222,0.0,19,20.0,37.0,1.947368421052632,21.2,56.8,2.9894736842105263
72,70,,2023-03-16,34-349,MIL,,IND,L (-16),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,32,67,34,61,72,77,44,37,65,31,49,8,59,23,16,35,49,35.0,70.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.9571428571428572,0.7391304347826086,0.9682539682539684,1.0,0.9506172839506172,0.9565217391304348,0.5967741935483871,0.9701492537313432,0.9393939393939394,0.0,0.9423076923076924,0.8888888888888888,0.9672131147540984,0.5348837209302325,1.0,0.945945945945946,0.9423076923076924,6,13,58.0,18.0,16.0,0.1034482758620689,0.7222222222222222,0.0,19,,74.0,3.8947368421052633,0.0,88.19999999999999,4.6421052631578945
73,71,69,2023-03-19,34-352,MIL,,TOR,W (+7),1,31:30,9.0,15.0,.600,1.0,6.0,.167,7,7.0,1.000,1.0,4.0,5.0,2.0,1.0,2.0,1.0,3.0,26.0,22.6,+11,9.0,8.0,0.8888888888888888,32,67,34,61,72,77,44,37,65,31,49,8,59,23,16,35,49,35.0,70.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.9571428571428572,0.7391304347826086,0.9682539682539684,1.0,0.9506172839506172,0.9565217391304348,0.5967741935483871,0.9701492537313432,0.9393939393939394,0.0,0.9423076923076924,0.8888888888888888,0.9672131147540984,0.5348837209302325,1.0,0.945945945945946,0.9423076923076924,6,13,58.0,18.0,16.0,0.1034482758620689,0.7222222222222222,0.0,19,13.0,92.0,4.842105263157895,19.8,92.99999999999996,4.894736842105261
74,72,70,2023-03-22,34-355,MIL,,SAS,W (+36),1,24:53,3.0,6.0,.500,1.0,3.0,.333,4,4.0,1.000,0.0,2.0,2.0,0.0,0.0,2.0,2.0,5.0,11.0,6.0,+17,3.0,2.0,0.6666666666666666,32,67,34,61,72,77,44,37,65,31,49,8,59,23,16,35,49,35.0,70.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.9571428571428572,0.7391304347826086,0.9682539682539684,1.0,0.9506172839506172,0.9565217391304348,0.5967741935483871,0.9701492537313432,0.9393939393939394,0.0,0.9423076923076924,0.8888888888888888,0.9672131147540984,0.5348837209302325,1.0,0.945945945945946,0.9423076923076924,6,13,58.0,18.0,16.0,0.1034482758620689,0.7222222222222222,0.0,19,3.0,83.0,4.368421052631579,4.4,97.0,5.105263157894737
75,73,71,2023-03-24,34-357,MIL,@,UTA,W (+28),1,26:27,8.0,15.0,.533,1.0,3.0,.333,0,0.0,,3.0,11.0,14.0,2.0,0.0,7.0,1.0,3.0,17.0,19.2,+36,12.0,7.0,0.5833333333333334,32,67,34,61,72,77,44,37,65,31,49,8,59,23,16,35,49,35.0,70.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.9571428571428572,0.7391304347826086,0.9682539682539684,1.0,0.9506172839506172,0.9565217391304348,0.5967741935483871,0.9701492537313432,0.9393939393939394,0.0,0.9423076923076924,0.8888888888888888,0.9672131147540984,0.5348837209302325,1.0,0.945945945945946,0.9423076923076924,6,13,58.0,18.0,16.0,0.1034482758620689,0.7222222222222222,0.0,19,24.0,103.0,5.421052631578948,19.2,112.40000000000002,5.915789473684211
76,74,72,2023-03-25,34-358,MIL,@,DEN,L (-23),1,19:10,5.0,9.0,.556,1.0,4.0,.250,2,2.0,1.000,1.0,1.0,2.0,1.0,0.0,1.0,0.0,4.0,13.0,9.5,-7,5.0,4.0,0.8,32,67,34,61,72,77,44,37,65,31,49,8,59,23,16,35,49,35.0,70.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.9571428571428572,0.7391304347826086,0.9682539682539684,1.0,0.9506172839506172,0.9565217391304348,0.5967741935483871,0.9701492537313432,0.9393939393939394,0.0,0.9423076923076924,0.8888888888888888,0.9672131147540984,0.5348837209302325,1.0,0.945945945945946,0.9423076923076924,6,13,58.0,18.0,16.0,0.1034482758620689,0.7222222222222222,0.0,19,6.0,57.0,3.0,8.699999999999998,65.4,3.4421052631578952
77,75,73,2023-03-27,34-360,MIL,@,DET,W (+9),1,34:30,8.0,11.0,.727,0.0,1.0,.000,8,10.0,.800,5.0,9.0,14.0,2.0,1.0,2.0,1.0,3.0,24.0,26.5,+12,10.0,8.0,0.8,32,67,34,61,72,77,44,37,65,31,49,8,59,23,16,35,49,35.0,70.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.9571428571428572,0.7391304347826086,0.9682539682539684,1.0,0.9506172839506172,0.9565217391304348,0.5967741935483871,0.9701492537313432,0.9393939393939394,0.0,0.9423076923076924,0.8888888888888888,0.9672131147540984,0.5348837209302325,1.0,0.945945945945946,0.9423076923076924,6,13,58.0,18.0,16.0,0.1034482758620689,0.7222222222222222,0.0,19,21.0,56.0,2.9473684210526314,23.3,71.5,3.763157894736842
78,76,74,2023-03-29,34-362,MIL,@,IND,W (+13),1,31:19,9.0,14.0,.643,0.0,2.0,.000,3,3.0,1.000,3.0,5.0,8.0,1.0,0.0,3.0,1.0,4.0,21.0,18.6,+22,12.0,9.0,0.75,32,67,34,61,72,77,44,37,65,31,49,8,59,23,16,35,49,35.0,70.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.9571428571428572,0.7391304347826086,0.9682539682539684,1.0,0.9506172839506172,0.9565217391304348,0.5967741935483871,0.9701492537313432,0.9393939393939394,0.0,0.9423076923076924,0.8888888888888888,0.9672131147540984,0.5348837209302325,1.0,0.945945945945946,0.9423076923076924,6,13,58.0,18.0,16.0,0.1034482758620689,0.7222222222222222,0.0,19,15.0,93.0,4.894736842105263,17.400000000000002,112.5,5.921052631578948
79,77,75,2023-03-30,34-363,MIL,,BOS,L (-41),1,19:54,3.0,6.0,.500,0.0,1.0,.000,2,2.0,1.000,3.0,2.0,5.0,0.0,0.0,0.0,2.0,1.0,8.0,5.3,-16,5.0,3.0,0.6,32,67,34,61,72,77,44,37,65,31,49,8,59,23,16,35,49,35.0,70.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.9571428571428572,0.7391304347826086,0.9682539682539684,1.0,0.9506172839506172,0.9565217391304348,0.5967741935483871,0.9701492537313432,0.9393939393939394,0.0,0.9423076923076924,0.8888888888888888,0.9672131147540984,0.5348837209302325,1.0,0.945945945945946,0.9423076923076924,6,13,58.0,18.0,16.0,0.1034482758620689,0.7222222222222222,0.0,19,3.0,32.0,1.6842105263157894,4.499999999999999,45.00000000000001,2.368421052631579
80,78,76,2023-04-02,35-001,MIL,,PHI,W (+13),1,31:12,9.0,13.0,.692,1.0,2.0,.500,2,2.0,1.000,3.0,3.0,6.0,0.0,0.0,0.0,0.0,2.0,21.0,17.7,+12,11.0,8.0,0.7272727272727273,32,67,34,61,72,77,44,37,65,31,49,8,59,23,16,35,49,35.0,70.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.9571428571428572,0.7391304347826086,0.9682539682539684,1.0,0.9506172839506172,0.9565217391304348,0.5967741935483871,0.9701492537313432,0.9393939393939394,0.0,0.9423076923076924,0.8888888888888888,0.9672131147540984,0.5348837209302325,1.0,0.945945945945946,0.9423076923076924,6,13,58.0,18.0,16.0,0.1034482758620689,0.7222222222222222,0.0,19,12.0,82.0,4.315789473684211,16.9,88.19999999999999,4.6421052631578945
81,79,77,2023-04-04,35-003,MIL,@,WAS,W (+12),1,30:19,8.0,11.0,.727,4.0,7.0,.571,0,0.0,,0.0,0.0,0.0,1.0,1.0,5.0,2.0,4.0,20.0,17.1,+18,4.0,4.0,1.0,32,67,34,61,72,77,44,37,65,31,49,8,59,23,16,35,49,35.0,70.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.9142857142857144,0.9571428571428572,0.7391304347826086,0.9682539682539684,1.0,0.9506172839506172,0.9565217391304348,0.5967741935483871,0.9701492537313432,0.9393939393939394,0.0,0.9423076923076924,0.8888888888888888,0.9672131147540984,0.5348837209302325,1.0,0.945945945945946,0.9423076923076924,6,13,58.0,18.0,16.0,0.1034482758620689,0.7222222222222222,0.0,19,14.0,76.0,4.0,17.099999999999998,80.2,4.221052631578948
