Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with A.J. Green,Shared Games with Bobby Portis,Shared Games with Brook Lopez,Shared Games with George Hill,Shared Games with Giannis Antetokounmpo,Shared Games with Grayson Allen,Shared Games with Jevon Carter,Shared Games with Joe Ingles,Shared Games with Jordan Nwora,Shared Games with Jrue Holiday,Shared Games with Khris Middleton,Shared Games with MarJon Beauchamp,Shared Games with Meyers Leonard,Shared Games with Sandro Mamukelashvili,Shared Games with Serge Ibaka,Shared Games with Thanasis Antetokounmpo,Shared Games with Wesley Matthews,A.J. Green,Bobby Portis,Brook Lopez,George Hill,Giannis Antetokounmpo,Grayson Allen,Jevon Carter,Joe Ingles,Jordan Nwora,Jrue Holiday,Khris Middleton,Lindell Wigginton,MarJon Beauchamp,Meyers Leonard,Sandro Mamukelashvili,Serge Ibaka,Thanasis Antetokounmpo,Wesley Matthews,co_inf with A.J. Green,co_inf with Bobby Portis,co_inf with Brook Lopez,co_inf with George Hill,co_inf with Giannis Antetokounmpo,co_inf with Grayson Allen,co_inf with Jevon Carter,co_inf with Joe Ingles,co_inf with Jordan Nwora,co_inf with Jrue Holiday,co_inf with Khris Middleton,co_inf with Lindell Wigginton,co_inf with MarJon Beauchamp,co_inf with Meyers Leonard,co_inf with Sandro Mamukelashvili,co_inf with Serge Ibaka,co_inf with Thanasis Antetokounmpo,co_inf with Wesley Matthews,Shared Games with Goran Dragić,Shared Games with Jae Crowder,Goran Dragić,Jae Crowder,Tyrese Martin,co_inf with Goran Dragić,co_inf with Jae Crowder,co_inf with Tyrese Martin,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
27,27,11,2022-12-13,29-341,MIL,,GSW,W (+17),0,19:14,2.0,4.0,.500,1.0,3.0,.333,4,4.0,1.000,0.0,3.0,3.0,1.0,2.0,1.0,4.0,2.0,9.0,6.5,+5,1.0,1.0,1.0,28,51,59,19,48,56,60,42,22,52,31,34,3,16,3,23,34,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,43.0,16.0,37.0,52.0,0.8,0.7285714285714285,0.7564102564102564,0.4130434782608695,0.7619047619047619,0.7777777777777778,0.7407407407407407,0.9130434782608696,0.3548387096774194,0.7761194029850746,0.9393939393939394,0.0,0.6538461538461539,0.3333333333333333,0.3720930232558139,0.1875,0.6216216216216216,0.6538461538461539,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,4.0,72.0,3.789473684210526,4.9,90.10000000000002,4.742105263157896
28,28,12,2022-12-15,29-343,MIL,@,MEM,L (-41),0,14:50,1.0,5.0,.200,1.0,5.0,.200,0,0.0,,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,3.0,0.1,-13,0.0,0.0,,28,51,59,19,48,56,60,42,22,52,31,34,3,16,3,23,34,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,43.0,16.0,37.0,52.0,0.8,0.7285714285714285,0.7564102564102564,0.4130434782608695,0.7619047619047619,0.7777777777777778,0.7407407407407407,0.9130434782608696,0.3548387096774194,0.7761194029850746,0.9393939393939394,0.0,0.6538461538461539,0.3333333333333333,0.3720930232558139,0.1875,0.6216216216216216,0.6538461538461539,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,1.0,27.0,1.4210526315789471,0.0999999999999996,53.8,2.831578947368421
29,29,13,2022-12-17,29-345,MIL,,UTA,W (+26),0,16:03,3.0,6.0,.500,2.0,3.0,.667,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,5.7,+1,3.0,1.0,0.3333333333333333,28,51,59,19,48,56,60,42,22,52,31,34,3,16,3,23,34,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,43.0,16.0,37.0,52.0,0.8,0.7285714285714285,0.7564102564102564,0.4130434782608695,0.7619047619047619,0.7777777777777778,0.7407407407407407,0.9130434782608696,0.3548387096774194,0.7761194029850746,0.9393939393939394,0.0,0.6538461538461539,0.3333333333333333,0.3720930232558139,0.1875,0.6216216216216216,0.6538461538461539,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,3.0,78.0,4.105263157894737,5.699999999999999,87.89999999999999,4.626315789473684
30,30,14,2022-12-19,29-347,MIL,@,NOP,W (+9),0,21:52,4.0,7.0,.571,2.0,5.0,.400,1,2.0,.500,0.0,4.0,4.0,1.0,0.0,1.0,0.0,3.0,11.0,8.7,+9,2.0,2.0,1.0,28,51,59,19,48,56,60,42,22,52,31,34,3,16,3,23,34,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,43.0,16.0,37.0,52.0,0.8,0.7285714285714285,0.7564102564102564,0.4130434782608695,0.7619047619047619,0.7777777777777778,0.7407407407407407,0.9130434782608696,0.3548387096774194,0.7761194029850746,0.9393939393939394,0.0,0.6538461538461539,0.3333333333333333,0.3720930232558139,0.1875,0.6216216216216216,0.6538461538461539,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,8.0,79.0,4.157894736842105,8.299999999999997,92.29999999999998,4.857894736842105
31,31,15,2022-12-21,29-349,MIL,@,CLE,L (-8),0,19:54,2.0,5.0,.400,2.0,3.0,.667,0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,0.0,4.0,6.0,3.0,0,2.0,0.0,0.0,28,51,59,19,48,56,60,42,22,52,31,34,3,16,3,23,34,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,43.0,16.0,37.0,52.0,0.8,0.7285714285714285,0.7564102564102564,0.4130434782608695,0.7619047619047619,0.7777777777777778,0.7407407407407407,0.9130434782608696,0.3548387096774194,0.7761194029850746,0.9393939393939394,0.0,0.6538461538461539,0.3333333333333333,0.3720930232558139,0.1875,0.6216216216216216,0.6538461538461539,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,4.0,56.0,2.9473684210526314,3.0,66.99999999999999,3.5263157894736836
32,32,16,2022-12-23,29-351,MIL,@,BRK,L (-18),0,22:30,2.0,6.0,.333,2.0,5.0,.400,0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,0.0,2.0,6.0,3.4,-6,1.0,0.0,0.0,28,51,59,19,48,56,60,42,22,52,31,34,3,16,3,23,34,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,43.0,16.0,37.0,52.0,0.8,0.7285714285714285,0.7564102564102564,0.4130434782608695,0.7619047619047619,0.7777777777777778,0.7407407407407407,0.9130434782608696,0.3548387096774194,0.7761194029850746,0.9393939393939394,0.0,0.6538461538461539,0.3333333333333333,0.3720930232558139,0.1875,0.6216216216216216,0.6538461538461539,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,4.0,43.0,2.263157894736842,3.3999999999999995,62.49999999999999,3.289473684210526
33,33,17,2022-12-25,29-353,MIL,@,BOS,L (-21),1,29:31,5.0,9.0,.556,4.0,7.0,.571,1,2.0,.500,0.0,4.0,4.0,3.0,1.0,0.0,0.0,1.0,15.0,14.2,-6,2.0,1.0,0.5,28,51,59,19,48,56,60,42,22,52,31,34,3,16,3,23,34,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,43.0,16.0,37.0,52.0,0.8,0.7285714285714285,0.7564102564102564,0.4130434782608695,0.7619047619047619,0.7777777777777778,0.7407407407407407,0.9130434782608696,0.3548387096774194,0.7761194029850746,0.9393939393939394,0.0,0.6538461538461539,0.3333333333333333,0.3720930232558139,0.1875,0.6216216216216216,0.6538461538461539,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,12.0,53.0,2.789473684210526,13.799999999999995,75.2,3.9578947368421056
34,34,18,2022-12-28,29-356,MIL,@,CHI,L (-6),1,21:19,0.0,3.0,.000,0.0,3.0,.000,0,2.0,.000,1.0,6.0,7.0,2.0,0.0,0.0,2.0,1.0,0.0,-1.4,-6,0.0,0.0,,28,51,59,19,48,56,60,42,22,52,31,34,3,16,3,23,34,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,43.0,16.0,37.0,52.0,0.8,0.7285714285714285,0.7564102564102564,0.4130434782608695,0.7619047619047619,0.7777777777777778,0.7407407407407407,0.9130434782608696,0.3548387096774194,0.7761194029850746,0.9393939393939394,0.0,0.6538461538461539,0.3333333333333333,0.3720930232558139,0.1875,0.6216216216216216,0.6538461538461539,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,2.0,46.0,2.421052631578948,-1.4,69.4,3.6526315789473687
35,35,19,2022-12-30,29-358,MIL,,MIN,W (+9),1,21:36,1.0,7.0,.143,0.0,6.0,.000,0,0.0,,0.0,4.0,4.0,1.0,1.0,0.0,1.0,1.0,2.0,-1.0,0,1.0,1.0,1.0,28,51,59,19,48,56,60,42,22,52,31,34,3,16,3,23,34,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,43.0,16.0,37.0,52.0,0.8,0.7285714285714285,0.7564102564102564,0.4130434782608695,0.7619047619047619,0.7777777777777778,0.7407407407407407,0.9130434782608696,0.3548387096774194,0.7761194029850746,0.9393939393939394,0.0,0.6538461538461539,0.3333333333333333,0.3720930232558139,0.1875,0.6216216216216216,0.6538461538461539,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,0.0,82.0,4.315789473684211,-0.9999999999999996,88.80000000000003,4.673684210526317
36,36,20,2023-01-01,29-360,MIL,,WAS,L (-23),1,29:26,4.0,9.0,.444,2.0,6.0,.333,0,0.0,,0.0,3.0,3.0,0.0,2.0,0.0,1.0,1.0,10.0,6.8,-6,3.0,2.0,0.6666666666666666,28,51,59,19,48,56,60,42,22,52,31,34,3,16,3,23,34,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,43.0,16.0,37.0,52.0,0.8,0.7285714285714285,0.7564102564102564,0.4130434782608695,0.7619047619047619,0.7777777777777778,0.7407407407407407,0.9130434782608696,0.3548387096774194,0.7761194029850746,0.9393939393939394,0.0,0.6538461538461539,0.3333333333333333,0.3720930232558139,0.1875,0.6216216216216216,0.6538461538461539,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,5.0,39.0,2.0526315789473686,6.799999999999999,49.2,2.5894736842105264
37,37,21,2023-01-03,29-362,MIL,,WAS,W (+10),1,32:05,4.0,10.0,.400,3.0,9.0,.333,0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,11.0,7.6,+3,1.0,1.0,1.0,28,51,59,19,48,56,60,42,22,52,31,34,3,16,3,23,34,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,43.0,16.0,37.0,52.0,0.8,0.7285714285714285,0.7564102564102564,0.4130434782608695,0.7619047619047619,0.7777777777777778,0.7407407407407407,0.9130434782608696,0.3548387096774194,0.7761194029850746,0.9393939393939394,0.0,0.6538461538461539,0.3333333333333333,0.3720930232558139,0.1875,0.6216216216216216,0.6538461538461539,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,5.0,79.0,4.157894736842105,7.6,93.0,4.894736842105263
38,38,22,2023-01-04,29-363,MIL,@,TOR,W (+3),1,39:53,5.0,12.0,.417,5.0,11.0,.455,0,0.0,,2.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,15.0,11.9,+6,1.0,0.0,0.0,28,51,59,19,48,56,60,42,22,52,31,34,3,16,3,23,34,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,43.0,16.0,37.0,52.0,0.8,0.7285714285714285,0.7564102564102564,0.4130434782608695,0.7619047619047619,0.7777777777777778,0.7407407407407407,0.9130434782608696,0.3548387096774194,0.7761194029850746,0.9393939393939394,0.0,0.6538461538461539,0.3333333333333333,0.3720930232558139,0.1875,0.6216216216216216,0.6538461538461539,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,10.0,61.0,3.210526315789474,11.9,53.3,2.805263157894737
39,39,23,2023-01-06,30-000,MIL,,CHO,L (-29),1,16:09,2.0,5.0,.400,1.0,3.0,.333,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,1.9,-21,2.0,1.0,0.5,28,51,59,19,48,56,60,42,22,52,31,34,3,16,3,23,34,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,43.0,16.0,37.0,52.0,0.8,0.7285714285714285,0.7564102564102564,0.4130434782608695,0.7619047619047619,0.7777777777777778,0.7407407407407407,0.9130434782608696,0.3548387096774194,0.7761194029850746,0.9393939393939394,0.0,0.6538461538461539,0.3333333333333333,0.3720930232558139,0.1875,0.6216216216216216,0.6538461538461539,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,1.0,51.0,2.6842105263157894,1.9,67.1,3.5315789473684207
40,40,24,2023-01-09,30-003,MIL,@,NYK,W (+4),1,31:24,4.0,8.0,.500,3.0,7.0,.429,0,0.0,,1.0,10.0,11.0,4.0,0.0,0.0,1.0,0.0,11.0,12.5,+1,1.0,1.0,1.0,28,51,59,19,48,56,60,42,22,52,31,34,3,16,3,23,34,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,43.0,16.0,37.0,52.0,0.8,0.7285714285714285,0.7564102564102564,0.4130434782608695,0.7619047619047619,0.7777777777777778,0.7407407407407407,0.9130434782608696,0.3548387096774194,0.7761194029850746,0.9393939393939394,0.0,0.6538461538461539,0.3333333333333333,0.3720930232558139,0.1875,0.6216216216216216,0.6538461538461539,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,17.0,61.0,3.210526315789474,12.499999999999998,73.4,3.8631578947368426
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,28,51,59,19,48,56,60,42,22,52,31,34,3,16,3,23,34,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,43.0,16.0,37.0,52.0,0.8,0.7285714285714285,0.7564102564102564,0.4130434782608695,0.7619047619047619,0.7777777777777778,0.7407407407407407,0.9130434782608696,0.3548387096774194,0.7761194029850746,0.9393939393939394,0.0,0.6538461538461539,0.3333333333333333,0.3720930232558139,0.1875,0.6216216216216216,0.6538461538461539,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,,0.0,0.0,0.0,0.0,0.0
42,41,25,2023-01-11,30-005,MIL,@,ATL,W (+9),1,29:11,4.0,12.0,.333,2.0,10.0,.200,0,0.0,,4.0,3.0,7.0,0.0,1.0,0.0,1.0,1.0,10.0,6.5,+8,2.0,2.0,1.0,28,51,59,19,48,56,60,42,22,52,31,34,3,16,3,23,34,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,43.0,16.0,37.0,52.0,0.8,0.7285714285714285,0.7564102564102564,0.4130434782608695,0.7619047619047619,0.7777777777777778,0.7407407407407407,0.9130434782608696,0.3548387096774194,0.7761194029850746,0.9393939393939394,0.0,0.6538461538461539,0.3333333333333333,0.3720930232558139,0.1875,0.6216216216216216,0.6538461538461539,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,5.0,85.0,4.473684210526316,6.499999999999998,87.1,4.584210526315789
43,42,26,2023-01-12,30-006,MIL,@,MIA,L (-6),1,31:12,3.0,10.0,.300,2.0,8.0,.250,1,3.0,.333,0.0,4.0,4.0,1.0,1.0,0.0,1.0,1.0,9.0,3.9,-14,2.0,1.0,0.5,28,51,59,19,48,56,60,42,22,52,31,34,3,16,3,23,34,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,43.0,16.0,37.0,52.0,0.8,0.7285714285714285,0.7564102564102564,0.4130434782608695,0.7619047619047619,0.7777777777777778,0.7407407407407407,0.9130434782608696,0.3548387096774194,0.7761194029850746,0.9393939393939394,0.0,0.6538461538461539,0.3333333333333333,0.3720930232558139,0.1875,0.6216216216216216,0.6538461538461539,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,1.0,45.0,2.3684210526315788,3.4999999999999973,58.6,3.0842105263157897
44,43,27,2023-01-14,30-008,MIL,@,MIA,L (-16),1,30:34,5.0,12.0,.417,4.0,10.0,.400,0,0.0,,0.0,8.0,8.0,1.0,1.0,0.0,0.0,2.0,14.0,10.9,-10,2.0,1.0,0.5,28,51,59,19,48,56,60,42,22,52,31,34,3,16,3,23,34,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,43.0,16.0,37.0,52.0,0.8,0.7285714285714285,0.7564102564102564,0.4130434782608695,0.7619047619047619,0.7777777777777778,0.7407407407407407,0.9130434782608696,0.3548387096774194,0.7761194029850746,0.9393939393939394,0.0,0.6538461538461539,0.3333333333333333,0.3720930232558139,0.1875,0.6216216216216216,0.6538461538461539,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,12.0,48.0,2.526315789473684,10.9,60.89999999999999,3.2052631578947364
45,44,28,2023-01-16,30-010,MIL,,IND,W (+13),1,28:28,3.0,7.0,.429,2.0,5.0,.400,0,0.0,,1.0,7.0,8.0,1.0,1.0,0.0,1.0,1.0,8.0,7.4,+6,2.0,1.0,0.5,28,51,59,19,48,56,60,42,22,52,31,34,3,16,3,23,34,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,43.0,16.0,37.0,52.0,0.8,0.7285714285714285,0.7564102564102564,0.4130434782608695,0.7619047619047619,0.7777777777777778,0.7407407407407407,0.9130434782608696,0.3548387096774194,0.7761194029850746,0.9393939393939394,0.0,0.6538461538461539,0.3333333333333333,0.3720930232558139,0.1875,0.6216216216216216,0.6538461538461539,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,10.0,63.0,3.3157894736842106,7.399999999999997,79.9,4.205263157894737
46,45,29,2023-01-17,30-011,MIL,,TOR,W (+8),1,30:25,3.0,9.0,.333,3.0,6.0,.500,1,2.0,.500,3.0,5.0,8.0,3.0,1.0,0.0,1.0,0.0,10.0,10.2,+10,3.0,0.0,0.0,28,51,59,19,48,56,60,42,22,52,31,34,3,16,3,23,34,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,43.0,16.0,37.0,52.0,0.8,0.7285714285714285,0.7564102564102564,0.4130434782608695,0.7619047619047619,0.7777777777777778,0.7407407407407407,0.9130434782608696,0.3548387096774194,0.7761194029850746,0.9393939393939394,0.0,0.6538461538461539,0.3333333333333333,0.3720930232558139,0.1875,0.6216216216216216,0.6538461538461539,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,10.0,77.0,4.052631578947368,9.799999999999995,88.6,4.663157894736842
47,46,30,2023-01-21,30-015,MIL,@,CLE,L (-12),1,35:30,5.0,11.0,.455,3.0,8.0,.375,2,3.0,.667,2.0,5.0,7.0,4.0,0.0,0.0,1.0,0.0,15.0,13.6,+1,3.0,2.0,0.6666666666666666,28,51,59,19,48,56,60,42,22,52,31,34,3,16,3,23,34,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,43.0,16.0,37.0,52.0,0.8,0.7285714285714285,0.7564102564102564,0.4130434782608695,0.7619047619047619,0.7777777777777778,0.7407407407407407,0.9130434782608696,0.3548387096774194,0.7761194029850746,0.9393939393939394,0.0,0.6538461538461539,0.3333333333333333,0.3720930232558139,0.1875,0.6216216216216216,0.6538461538461539,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,11.0,40.0,2.1052631578947367,12.8,47.900000000000006,2.521052631578948
48,47,31,2023-01-23,30-017,MIL,@,DET,W (+20),1,25:39,2.0,3.0,.667,2.0,3.0,.667,0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,6.0,6.0,+39,0.0,0.0,,28,51,59,19,48,56,60,42,22,52,31,34,3,16,3,23,34,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,43.0,16.0,37.0,52.0,0.8,0.7285714285714285,0.7564102564102564,0.4130434782608695,0.7619047619047619,0.7777777777777778,0.7407407407407407,0.9130434782608696,0.3548387096774194,0.7761194029850746,0.9393939393939394,0.0,0.6538461538461539,0.3333333333333333,0.3720930232558139,0.1875,0.6216216216216216,0.6538461538461539,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,6.0,103.0,5.421052631578948,6.0,117.1,6.163157894736842
49,48,32,2023-01-25,30-019,MIL,,DEN,W (+8),1,38:05,7.0,8.0,.875,5.0,6.0,.833,0,0.0,,1.0,11.0,12.0,2.0,2.0,0.0,1.0,2.0,19.0,21.8,+5,2.0,2.0,1.0,28,51,59,19,48,56,60,42,22,52,31,34,3,16,3,23,34,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,43.0,16.0,37.0,52.0,0.8,0.7285714285714285,0.7564102564102564,0.4130434782608695,0.7619047619047619,0.7777777777777778,0.7407407407407407,0.9130434782608696,0.3548387096774194,0.7761194029850746,0.9393939393939394,0.0,0.6538461538461539,0.3333333333333333,0.3720930232558139,0.1875,0.6216216216216216,0.6538461538461539,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,26.0,33.0,1.736842105263158,21.8,46.49999999999999,2.4473684210526314
50,49,33,2023-01-27,30-021,MIL,@,IND,W (+10),1,32:42,5.0,9.0,.556,4.0,6.0,.667,0,0.0,,0.0,8.0,8.0,1.0,3.0,0.0,1.0,1.0,14.0,14.4,0,3.0,1.0,0.3333333333333333,28,51,59,19,48,56,60,42,22,52,31,34,3,16,3,23,34,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,43.0,16.0,37.0,52.0,0.8,0.7285714285714285,0.7564102564102564,0.4130434782608695,0.7619047619047619,0.7777777777777778,0.7407407407407407,0.9130434782608696,0.3548387096774194,0.7761194029850746,0.9393939393939394,0.0,0.6538461538461539,0.3333333333333333,0.3720930232558139,0.1875,0.6216216216216216,0.6538461538461539,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,16.0,82.0,4.315789473684211,14.399999999999997,103.6,5.4526315789473685
51,50,34,2023-01-29,30-023,MIL,,NOP,W (+25),1,26:14,2.0,6.0,.333,2.0,5.0,.400,0,0.0,,1.0,5.0,6.0,1.0,1.0,0.0,0.0,2.0,6.0,5.7,+5,1.0,0.0,0.0,28,51,59,19,48,56,60,42,22,52,31,34,3,16,3,23,34,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,43.0,16.0,37.0,52.0,0.8,0.7285714285714285,0.7564102564102564,0.4130434782608695,0.7619047619047619,0.7777777777777778,0.7407407407407407,0.9130434782608696,0.3548387096774194,0.7761194029850746,0.9393939393939394,0.0,0.6538461538461539,0.3333333333333333,0.3720930232558139,0.1875,0.6216216216216216,0.6538461538461539,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,8.0,84.0,4.421052631578948,5.7,97.89999999999998,5.152631578947367
52,51,35,2023-01-31,30-025,MIL,,CHO,W (+9),1,29:06,3.0,12.0,.250,1.0,8.0,.125,1,2.0,.500,2.0,5.0,7.0,3.0,1.0,1.0,0.0,0.0,8.0,7.1,-9,4.0,2.0,0.5,28,51,59,19,48,56,60,42,22,52,31,34,3,16,3,23,34,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,43.0,16.0,37.0,52.0,0.8,0.7285714285714285,0.7564102564102564,0.4130434782608695,0.7619047619047619,0.7777777777777778,0.7407407407407407,0.9130434782608696,0.3548387096774194,0.7761194029850746,0.9393939393939394,0.0,0.6538461538461539,0.3333333333333333,0.3720930232558139,0.1875,0.6216216216216216,0.6538461538461539,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,6.0,78.0,4.105263157894737,6.7,83.69999999999999,4.405263157894736
53,52,36,2023-02-02,30-027,MIL,,LAC,W (+1),1,31:49,3.0,5.0,.600,1.0,3.0,.333,1,1.0,1.000,1.0,9.0,10.0,0.0,1.0,0.0,1.0,0.0,8.0,9.1,-1,2.0,2.0,1.0,28,51,59,19,48,56,60,42,22,52,31,34,3,16,3,23,34,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,43.0,16.0,37.0,52.0,0.8,0.7285714285714285,0.7564102564102564,0.4130434782608695,0.7619047619047619,0.7777777777777778,0.7407407407407407,0.9130434782608696,0.3548387096774194,0.7761194029850746,0.9393939393939394,0.0,0.6538461538461539,0.3333333333333333,0.3720930232558139,0.1875,0.6216216216216216,0.6538461538461539,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,12.0,48.0,2.526315789473684,8.699999999999998,63.90000000000002,3.363157894736843
54,53,37,2023-02-04,30-029,MIL,,MIA,W (+8),1,30:36,5.0,10.0,.500,4.0,9.0,.444,0,0.0,,1.0,4.0,5.0,1.0,0.0,0.0,0.0,2.0,14.0,10.8,-2,1.0,1.0,1.0,28,51,59,19,48,56,60,42,22,52,31,34,3,16,3,23,34,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,43.0,16.0,37.0,52.0,0.8,0.7285714285714285,0.7564102564102564,0.4130434782608695,0.7619047619047619,0.7777777777777778,0.7407407407407407,0.9130434782608696,0.3548387096774194,0.7761194029850746,0.9393939393939394,0.0,0.6538461538461539,0.3333333333333333,0.3720930232558139,0.1875,0.6216216216216216,0.6538461538461539,5,13,58.0,18.0,16.0,0.0862068965517241,0.7222222222222222,0.0,19,10.0,72.0,3.789473684210526,10.799999999999995,87.4,4.6000000000000005
