Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alec Burks,Shared Games with Bojan Bogdanović,Shared Games with Braxton Key,Shared Games with Buddy Boeheim,Shared Games with Cade Cunningham,Shared Games with Cory Joseph,Shared Games with Hamidou Diallo,Shared Games with Isaiah Livers,Shared Games with Isaiah Stewart,Shared Games with Jaden Ivey,Shared Games with Jalen Duren,Shared Games with Jared Rhoden,Shared Games with Kevin Knox,Shared Games with Killian Hayes,Shared Games with Marvin Bagley III,Shared Games with Nerlens Noel,Shared Games with Saddiq Bey,Alec Burks,Bojan Bogdanović,Braxton Key,Buddy Boeheim,Cade Cunningham,Cory Joseph,Hamidou Diallo,Isaiah Livers,Isaiah Stewart,Jaden Ivey,Jalen Duren,Jared Rhoden,Kevin Knox,Killian Hayes,Marvin Bagley III,Nerlens Noel,Saddiq Bey,Stanley Umude,co_inf with Alec Burks,co_inf with Bojan Bogdanović,co_inf with Braxton Key,co_inf with Buddy Boeheim,co_inf with Cade Cunningham,co_inf with Cory Joseph,co_inf with Hamidou Diallo,co_inf with Isaiah Livers,co_inf with Isaiah Stewart,co_inf with Jaden Ivey,co_inf with Jalen Duren,co_inf with Jared Rhoden,co_inf with Kevin Knox,co_inf with Killian Hayes,co_inf with Marvin Bagley III,co_inf with Nerlens Noel,co_inf with Saddiq Bey,co_inf with Stanley Umude,Shared Games with James Wiseman,Shared Games with Eugene Omoruyi,Shared Games with R.J. Hampton,Eugene Omoruyi,Frank Kaminsky,James Wiseman,R.J. Hampton,co_inf with James Wiseman,co_inf with Eugene Omoruyi,co_inf with Frank Kaminsky,co_inf with R.J. Hampton,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
26,26,,2022-12-06,31-130,DET,@,MIA,W (+20),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,18,19,3,7,5,28,22,17,16,25,22,8,17,27,17,8,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,77.0,1.0,0.3529411764705882,0.3220338983050847,1.0,0.7,0.4166666666666667,0.4516129032258064,0.3928571428571428,0.3269230769230769,0.32,0.3378378378378378,0.3283582089552239,0.5714285714285714,0.2698412698412698,0.3552631578947368,0.4047619047619047,0.4705882352941176,0.2467532467532467,0.0,11,11,11,40.0,36.0,45.0,47.0,0.2444444444444444,0.275,0.0,0.2340425531914893,20,,70.0,3.5,0.0,79.2,3.96
27,27,,2022-12-07,31-131,DET,@,NOP,L (-6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,18,19,3,7,5,28,22,17,16,25,22,8,17,27,17,8,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,77.0,1.0,0.3529411764705882,0.3220338983050847,1.0,0.7,0.4166666666666667,0.4516129032258064,0.3928571428571428,0.3269230769230769,0.32,0.3378378378378378,0.3283582089552239,0.5714285714285714,0.2698412698412698,0.3552631578947368,0.4047619047619047,0.4705882352941176,0.2467532467532467,0.0,11,11,11,40.0,36.0,45.0,47.0,0.2444444444444444,0.275,0.0,0.2340425531914893,20,,36.0,1.8,0.0,39.8,1.9899999999999998
28,28,9,2022-12-09,31-133,DET,@,MEM,L (-11),0,15:20,0.0,3.0,.000,0.0,2.0,.000,2,2.0,1.000,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.1,+2,1.0,0.0,0.0,18,19,3,7,5,28,22,17,16,25,22,8,17,27,17,8,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,77.0,1.0,0.3529411764705882,0.3220338983050847,1.0,0.7,0.4166666666666667,0.4516129032258064,0.3928571428571428,0.3269230769230769,0.32,0.3378378378378378,0.3283582089552239,0.5714285714285714,0.2698412698412698,0.3552631578947368,0.4047619047619047,0.4705882352941176,0.2467532467532467,0.0,11,11,11,40.0,36.0,45.0,47.0,0.2444444444444444,0.275,0.0,0.2340425531914893,20,-1.0,47.0,2.35,-0.6999999999999996,53.7,2.685
29,29,,2022-12-11,31-135,DET,,LAL,L (-7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,18,19,3,7,5,28,22,17,16,25,22,8,17,27,17,8,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,77.0,1.0,0.3529411764705882,0.3220338983050847,1.0,0.7,0.4166666666666667,0.4516129032258064,0.3928571428571428,0.3269230769230769,0.32,0.3378378378378378,0.3283582089552239,0.5714285714285714,0.2698412698412698,0.3552631578947368,0.4047619047619047,0.4705882352941176,0.2467532467532467,0.0,11,11,11,40.0,36.0,45.0,47.0,0.2444444444444444,0.275,0.0,0.2340425531914893,20,,82.0,4.1,0.0,93.29999999999998,4.664999999999999
30,30,,2022-12-14,31-138,DET,@,CHO,W (+7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,18,19,3,7,5,28,22,17,16,25,22,8,17,27,17,8,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,77.0,1.0,0.3529411764705882,0.3220338983050847,1.0,0.7,0.4166666666666667,0.4516129032258064,0.3928571428571428,0.3269230769230769,0.32,0.3378378378378378,0.3283582089552239,0.5714285714285714,0.2698412698412698,0.3552631578947368,0.4047619047619047,0.4705882352941176,0.2467532467532467,0.0,11,11,11,40.0,36.0,45.0,47.0,0.2444444444444444,0.275,0.0,0.2340425531914893,20,,102.0,5.1,0.0,108.0,5.4
31,31,,2022-12-16,31-140,DET,,SAC,L (-9),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,18,19,3,7,5,28,22,17,16,25,22,8,17,27,17,8,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,77.0,1.0,0.3529411764705882,0.3220338983050847,1.0,0.7,0.4166666666666667,0.4516129032258064,0.3928571428571428,0.3269230769230769,0.32,0.3378378378378378,0.3283582089552239,0.5714285714285714,0.2698412698412698,0.3552631578947368,0.4047619047619047,0.4705882352941176,0.2467532467532467,0.0,11,11,11,40.0,36.0,45.0,47.0,0.2444444444444444,0.275,0.0,0.2340425531914893,20,,50.0,2.5,0.0,59.09999999999998,2.954999999999999
32,32,,2022-12-18,31-142,DET,,BRK,L (-3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,18,19,3,7,5,28,22,17,16,25,22,8,17,27,17,8,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,77.0,1.0,0.3529411764705882,0.3220338983050847,1.0,0.7,0.4166666666666667,0.4516129032258064,0.3928571428571428,0.3269230769230769,0.32,0.3378378378378378,0.3283582089552239,0.5714285714285714,0.2698412698412698,0.3552631578947368,0.4047619047619047,0.4705882352941176,0.2467532467532467,0.0,11,11,11,40.0,36.0,45.0,47.0,0.2444444444444444,0.275,0.0,0.2340425531914893,20,,61.0,3.05,0.0,77.39999999999998,3.8699999999999988
33,33,10,2022-12-20,31-144,DET,,UTA,L (-15),0,2:39,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,2.7,+6,0.0,0.0,,18,19,3,7,5,28,22,17,16,25,22,8,17,27,17,8,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,77.0,1.0,0.3529411764705882,0.3220338983050847,1.0,0.7,0.4166666666666667,0.4516129032258064,0.3928571428571428,0.3269230769230769,0.32,0.3378378378378378,0.3283582089552239,0.5714285714285714,0.2698412698412698,0.3552631578947368,0.4047619047619047,0.4705882352941176,0.2467532467532467,0.0,11,11,11,40.0,36.0,45.0,47.0,0.2444444444444444,0.275,0.0,0.2340425531914893,20,4.0,62.0,3.1,2.7,87.50000000000001,4.375000000000001
34,34,11,2022-12-21,31-145,DET,@,PHI,L (-20),0,6:27,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1,+1,1.0,0.0,0.0,18,19,3,7,5,28,22,17,16,25,22,8,17,27,17,8,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,77.0,1.0,0.3529411764705882,0.3220338983050847,1.0,0.7,0.4166666666666667,0.4516129032258064,0.3928571428571428,0.3269230769230769,0.32,0.3378378378378378,0.3283582089552239,0.5714285714285714,0.2698412698412698,0.3552631578947368,0.4047619047619047,0.4705882352941176,0.2467532467532467,0.0,11,11,11,40.0,36.0,45.0,47.0,0.2444444444444444,0.275,0.0,0.2340425531914893,20,-1.0,43.0,2.15,-1.1,54.4,2.7199999999999998
35,35,,2022-12-23,31-147,DET,@,ATL,L (-25),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,18,19,3,7,5,28,22,17,16,25,22,8,17,27,17,8,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,77.0,1.0,0.3529411764705882,0.3220338983050847,1.0,0.7,0.4166666666666667,0.4516129032258064,0.3928571428571428,0.3269230769230769,0.32,0.3378378378378378,0.3283582089552239,0.5714285714285714,0.2698412698412698,0.3552631578947368,0.4047619047619047,0.4705882352941176,0.2467532467532467,0.0,11,11,11,40.0,36.0,45.0,47.0,0.2444444444444444,0.275,0.0,0.2340425531914893,20,,48.0,2.4,0.0,67.9,3.3950000000000005
36,36,,2022-12-26,31-150,DET,,LAC,L (-11),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,18,19,3,7,5,28,22,17,16,25,22,8,17,27,17,8,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,77.0,1.0,0.3529411764705882,0.3220338983050847,1.0,0.7,0.4166666666666667,0.4516129032258064,0.3928571428571428,0.3269230769230769,0.32,0.3378378378378378,0.3283582089552239,0.5714285714285714,0.2698412698412698,0.3552631578947368,0.4047619047619047,0.4705882352941176,0.2467532467532467,0.0,11,11,11,40.0,36.0,45.0,47.0,0.2444444444444444,0.275,0.0,0.2340425531914893,20,,67.0,3.35,0.0,87.99999999999999,4.3999999999999995
37,37,,2022-12-28,31-152,DET,,ORL,W (+20),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,18,19,3,7,5,28,22,17,16,25,22,8,17,27,17,8,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,77.0,1.0,0.3529411764705882,0.3220338983050847,1.0,0.7,0.4166666666666667,0.4516129032258064,0.3928571428571428,0.3269230769230769,0.32,0.3378378378378378,0.3283582089552239,0.5714285714285714,0.2698412698412698,0.3552631578947368,0.4047619047619047,0.4705882352941176,0.2467532467532467,0.0,11,11,11,40.0,36.0,45.0,47.0,0.2444444444444444,0.275,0.0,0.2340425531914893,20,,57.0,2.85,0.0,64.5,3.225
38,38,12,2022-12-30,31-154,DET,@,CHI,L (-14),0,16:51,4.0,6.0,.667,3.0,5.0,.600,0,2.0,.000,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,11.0,8.7,+2,1.0,1.0,1.0,18,19,3,7,5,28,22,17,16,25,22,8,17,27,17,8,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,77.0,1.0,0.3529411764705882,0.3220338983050847,1.0,0.7,0.4166666666666667,0.4516129032258064,0.3928571428571428,0.3269230769230769,0.32,0.3378378378378378,0.3283582089552239,0.5714285714285714,0.2698412698412698,0.3552631578947368,0.4047619047619047,0.4705882352941176,0.2467532467532467,0.0,11,11,11,40.0,36.0,45.0,47.0,0.2444444444444444,0.275,0.0,0.2340425531914893,20,5.0,59.0,2.95,8.7,72.1,3.6049999999999995
39,39,13,2022-12-31,31-155,DET,@,MIN,W (+12),0,22:37,4.0,7.0,.571,3.0,5.0,.600,0,0.0,,2.0,1.0,3.0,0.0,1.0,0.0,0.0,4.0,11.0,8.8,+23,2.0,1.0,0.5,18,19,3,7,5,28,22,17,16,25,22,8,17,27,17,8,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,77.0,1.0,0.3529411764705882,0.3220338983050847,1.0,0.7,0.4166666666666667,0.4516129032258064,0.3928571428571428,0.3269230769230769,0.32,0.3378378378378378,0.3283582089552239,0.5714285714285714,0.2698412698412698,0.3552631578947368,0.4047619047619047,0.4705882352941176,0.2467532467532467,0.0,11,11,11,40.0,36.0,45.0,47.0,0.2444444444444444,0.275,0.0,0.2340425531914893,20,8.0,57.0,2.85,8.800000000000002,66.79999999999998,3.339999999999999
40,40,14,2023-01-02,31-157,DET,@,POR,L (-29),0,17:57,0.0,3.0,.000,0.0,2.0,.000,2,2.0,1.000,1.0,2.0,3.0,0.0,1.0,0.0,1.0,4.0,2.0,-0.4,-17,1.0,0.0,0.0,18,19,3,7,5,28,22,17,16,25,22,8,17,27,17,8,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,77.0,1.0,0.3529411764705882,0.3220338983050847,1.0,0.7,0.4166666666666667,0.4516129032258064,0.3928571428571428,0.3269230769230769,0.32,0.3378378378378378,0.3283582089552239,0.5714285714285714,0.2698412698412698,0.3552631578947368,0.4047619047619047,0.4705882352941176,0.2467532467532467,0.0,11,11,11,40.0,36.0,45.0,47.0,0.2444444444444444,0.275,0.0,0.2340425531914893,20,0.0,39.0,1.95,-1.199999999999999,57.2,2.8600000000000003
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,18,19,3,7,5,28,22,17,16,25,22,8,17,27,17,8,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,77.0,1.0,0.3529411764705882,0.3220338983050847,1.0,0.7,0.4166666666666667,0.4516129032258064,0.3928571428571428,0.3269230769230769,0.32,0.3378378378378378,0.3283582089552239,0.5714285714285714,0.2698412698412698,0.3552631578947368,0.4047619047619047,0.4705882352941176,0.2467532467532467,0.0,11,11,11,40.0,36.0,45.0,47.0,0.2444444444444444,0.275,0.0,0.2340425531914893,20,,0.0,0.0,0.0,0.0,0.0
42,41,15,2023-01-04,31-159,DET,@,GSW,W (+3),0,4:45,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.7,0,0.0,0.0,,18,19,3,7,5,28,22,17,16,25,22,8,17,27,17,8,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,77.0,1.0,0.3529411764705882,0.3220338983050847,1.0,0.7,0.4166666666666667,0.4516129032258064,0.3928571428571428,0.3269230769230769,0.32,0.3378378378378378,0.3283582089552239,0.5714285714285714,0.2698412698412698,0.3552631578947368,0.4047619047619047,0.4705882352941176,0.2467532467532467,0.0,11,11,11,40.0,36.0,45.0,47.0,0.2444444444444444,0.275,0.0,0.2340425531914893,20,2.0,87.0,4.35,2.7,102.90000000000002,5.145000000000001
43,42,16,2023-01-06,31-161,DET,@,SAS,L (-12),0,6:40,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.1,-2,0.0,0.0,,18,19,3,7,5,28,22,17,16,25,22,8,17,27,17,8,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,77.0,1.0,0.3529411764705882,0.3220338983050847,1.0,0.7,0.4166666666666667,0.4516129032258064,0.3928571428571428,0.3269230769230769,0.32,0.3378378378378378,0.3283582089552239,0.5714285714285714,0.2698412698412698,0.3552631578947368,0.4047619047619047,0.4705882352941176,0.2467532467532467,0.0,11,11,11,40.0,36.0,45.0,47.0,0.2444444444444444,0.275,0.0,0.2340425531914893,20,-1.0,56.0,2.8,-1.1,74.29999999999998,3.714999999999999
44,43,,2023-01-08,31-163,DET,,PHI,L (-12),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,18,19,3,7,5,28,22,17,16,25,22,8,17,27,17,8,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,77.0,1.0,0.3529411764705882,0.3220338983050847,1.0,0.7,0.4166666666666667,0.4516129032258064,0.3928571428571428,0.3269230769230769,0.32,0.3378378378378378,0.3283582089552239,0.5714285714285714,0.2698412698412698,0.3552631578947368,0.4047619047619047,0.4705882352941176,0.2467532467532467,0.0,11,11,11,40.0,36.0,45.0,47.0,0.2444444444444444,0.275,0.0,0.2340425531914893,20,,55.0,2.75,0.0,70.29999999999998,3.5149999999999992
45,44,17,2023-01-10,31-165,DET,@,PHI,L (-31),0,23:43,5.0,8.0,.625,5.0,6.0,.833,2,3.0,.667,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,17.0,11.8,-2,2.0,0.0,0.0,18,19,3,7,5,28,22,17,16,25,22,8,17,27,17,8,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,77.0,1.0,0.3529411764705882,0.3220338983050847,1.0,0.7,0.4166666666666667,0.4516129032258064,0.3928571428571428,0.3269230769230769,0.32,0.3378378378378378,0.3283582089552239,0.5714285714285714,0.2698412698412698,0.3552631578947368,0.4047619047619047,0.4705882352941176,0.2467532467532467,0.0,11,11,11,40.0,36.0,45.0,47.0,0.2444444444444444,0.275,0.0,0.2340425531914893,20,6.0,22.0,1.1,11.0,39.7,1.985
46,45,,2023-01-11,31-166,DET,,MIN,W (+17),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,18,19,3,7,5,28,22,17,16,25,22,8,17,27,17,8,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,77.0,1.0,0.3529411764705882,0.3220338983050847,1.0,0.7,0.4166666666666667,0.4516129032258064,0.3928571428571428,0.3269230769230769,0.32,0.3378378378378378,0.3283582089552239,0.5714285714285714,0.2698412698412698,0.3552631578947368,0.4047619047619047,0.4705882352941176,0.2467532467532467,0.0,11,11,11,40.0,36.0,45.0,47.0,0.2444444444444444,0.275,0.0,0.2340425531914893,20,,70.0,3.5,0.0,80.4,4.0200000000000005
47,46,18,2023-01-13,31-168,DET,,NOP,L (-6),0,5:24,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4,-3,1.0,0.0,0.0,18,19,3,7,5,28,22,17,16,25,22,8,17,27,17,8,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,77.0,1.0,0.3529411764705882,0.3220338983050847,1.0,0.7,0.4166666666666667,0.4516129032258064,0.3928571428571428,0.3269230769230769,0.32,0.3378378378378378,0.3283582089552239,0.5714285714285714,0.2698412698412698,0.3552631578947368,0.4047619047619047,0.4705882352941176,0.2467532467532467,0.0,11,11,11,40.0,36.0,45.0,47.0,0.2444444444444444,0.275,0.0,0.2340425531914893,20,-2.0,46.0,2.3,-1.4,57.9,2.895
48,47,19,2023-01-15,31-170,DET,,NYK,L (-13),0,4:33,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,+8,0.0,0.0,,18,19,3,7,5,28,22,17,16,25,22,8,17,27,17,8,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,77.0,1.0,0.3529411764705882,0.3220338983050847,1.0,0.7,0.4166666666666667,0.4516129032258064,0.3928571428571428,0.3269230769230769,0.32,0.3378378378378378,0.3283582089552239,0.5714285714285714,0.2698412698412698,0.3552631578947368,0.4047619047619047,0.4705882352941176,0.2467532467532467,0.0,11,11,11,40.0,36.0,45.0,47.0,0.2444444444444444,0.275,0.0,0.2340425531914893,20,2.0,51.0,2.55,1.0,51.4,2.57
49,48,,2023-01-19,31-174,DET,,CHI,L (-18),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,18,19,3,7,5,28,22,17,16,25,22,8,17,27,17,8,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,77.0,1.0,0.3529411764705882,0.3220338983050847,1.0,0.7,0.4166666666666667,0.4516129032258064,0.3928571428571428,0.3269230769230769,0.32,0.3378378378378378,0.3283582089552239,0.5714285714285714,0.2698412698412698,0.3552631578947368,0.4047619047619047,0.4705882352941176,0.2467532467532467,0.0,11,11,11,40.0,36.0,45.0,47.0,0.2444444444444444,0.275,0.0,0.2340425531914893,20,,44.0,2.2,0.0,60.29999999999998,3.0149999999999992
50,49,20,2023-01-23,31-178,DET,,MIL,L (-20),0,18:38,2.0,4.0,.500,0.0,2.0,.000,0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,3.7,-2,2.0,2.0,1.0,18,19,3,7,5,28,22,17,16,25,22,8,17,27,17,8,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,77.0,1.0,0.3529411764705882,0.3220338983050847,1.0,0.7,0.4166666666666667,0.4516129032258064,0.3928571428571428,0.3269230769230769,0.32,0.3378378378378378,0.3283582089552239,0.5714285714285714,0.2698412698412698,0.3552631578947368,0.4047619047619047,0.4705882352941176,0.2467532467532467,0.0,11,11,11,40.0,36.0,45.0,47.0,0.2444444444444444,0.275,0.0,0.2340425531914893,20,3.0,54.0,2.7,3.7,71.69999999999999,3.5849999999999995
51,50,,2023-01-26,31-181,DET,@,BRK,W (+8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,18,19,3,7,5,28,22,17,16,25,22,8,17,27,17,8,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,77.0,1.0,0.3529411764705882,0.3220338983050847,1.0,0.7,0.4166666666666667,0.4516129032258064,0.3928571428571428,0.3269230769230769,0.32,0.3378378378378378,0.3283582089552239,0.5714285714285714,0.2698412698412698,0.3552631578947368,0.4047619047619047,0.4705882352941176,0.2467532467532467,0.0,11,11,11,40.0,36.0,45.0,47.0,0.2444444444444444,0.275,0.0,0.2340425531914893,20,,72.0,3.6,0.0,84.39999999999998,4.219999999999999
52,51,,2023-01-28,31-183,DET,,HOU,L (-3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,18,19,3,7,5,28,22,17,16,25,22,8,17,27,17,8,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,77.0,1.0,0.3529411764705882,0.3220338983050847,1.0,0.7,0.4166666666666667,0.4516129032258064,0.3928571428571428,0.3269230769230769,0.32,0.3378378378378378,0.3283582089552239,0.5714285714285714,0.2698412698412698,0.3552631578947368,0.4047619047619047,0.4705882352941176,0.2467532467532467,0.0,11,11,11,40.0,36.0,45.0,47.0,0.2444444444444444,0.275,0.0,0.2340425531914893,20,,45.0,2.25,0.0,65.49999999999999,3.2749999999999995
53,52,,2023-01-30,31-185,DET,@,DAL,L (-6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,18,19,3,7,5,28,22,17,16,25,22,8,17,27,17,8,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,77.0,1.0,0.3529411764705882,0.3220338983050847,1.0,0.7,0.4166666666666667,0.4516129032258064,0.3928571428571428,0.3269230769230769,0.32,0.3378378378378378,0.3283582089552239,0.5714285714285714,0.2698412698412698,0.3552631578947368,0.4047619047619047,0.4705882352941176,0.2467532467532467,0.0,11,11,11,40.0,36.0,45.0,47.0,0.2444444444444444,0.275,0.0,0.2340425531914893,20,,51.0,2.55,0.0,62.8,3.1399999999999997
