Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anthony Gill,Shared Games with Bradley Beal,Shared Games with Corey Kispert,Shared Games with Daniel Gafford,Shared Games with Delon Wright,Shared Games with Deni Avdija,Shared Games with Devon Dotson,Shared Games with Isaiah Todd,Shared Games with Jay Huff,Shared Games with Jordan Goodwin,Shared Games with Kristaps Porziņģis,Shared Games with Kyle Kuzma,Shared Games with Monte Morris,Shared Games with Rui Hachimura,Shared Games with Taj Gibson,Shared Games with Vernon Carey Jr.,Shared Games with Will Barton,Anthony Gill,Bradley Beal,Corey Kispert,Daniel Gafford,Delon Wright,Deni Avdija,Devon Dotson,Isaiah Todd,Jay Huff,Jordan Goodwin,Jordan Schakel,Kristaps Porziņģis,Kyle Kuzma,Monte Morris,Quenton Jackson,Rui Hachimura,Taj Gibson,Vernon Carey Jr.,Will Barton,Xavier Cooks,co_inf with Anthony Gill,co_inf with Bradley Beal,co_inf with Corey Kispert,co_inf with Daniel Gafford,co_inf with Delon Wright,co_inf with Deni Avdija,co_inf with Devon Dotson,co_inf with Isaiah Todd,co_inf with Jay Huff,co_inf with Jordan Goodwin,co_inf with Jordan Schakel,co_inf with Kristaps Porziņģis,co_inf with Kyle Kuzma,co_inf with Monte Morris,co_inf with Quenton Jackson,co_inf with Rui Hachimura,co_inf with Taj Gibson,co_inf with Vernon Carey Jr.,co_inf with Will Barton,co_inf with Xavier Cooks,Shared Games with A.J. Green,Shared Games with A.J. Lawson,Shared Games with Aaron Gordon,Shared Games with Aaron Holiday,Shared Games with Aaron Nesmith,Shared Games with Aaron Wiggins,Shared Games with Admiral Schofield,Shared Games with AJ Griffin,Shared Games with Al Horford,Shared Games with Aleksej Pokusevski,Shared Games with Alex Len,Shared Games with Alize Johnson,Shared Games with Alperen Şengün,Shared Games with Andre Drummond,Shared Games with Andre Iguodala,Shared Games with Andrew Nembhard,Shared Games with Andrew Wiggins,A.J. Green,A.J. Lawson,Aaron Gordon,Aaron Holiday,Aaron Nesmith,Aaron Wiggins,Admiral Schofield,AJ Griffin,Al Horford,Aleksej Pokusevski,Alex Caruso,Alex Len,Alize Johnson,Alondes Williams,Alperen Şengün,Amir Coffey,Andre Drummond,Andre Iguodala,Andrew Nembhard,Andrew Wiggins,Anfernee Simons,Johnny Davis,Marcus Smart,co_inf with A.J. Green,co_inf with A.J. Lawson,co_inf with Aaron Gordon,co_inf with Aaron Holiday,co_inf with Aaron Nesmith,co_inf with Aaron Wiggins,co_inf with Admiral Schofield,co_inf with AJ Griffin,co_inf with Al Horford,co_inf with Aleksej Pokusevski,co_inf with Alex Caruso,co_inf with Alex Len,co_inf with Alize Johnson,co_inf with Alondes Williams,co_inf with Alperen Şengün,co_inf with Amir Coffey,co_inf with Andre Drummond,co_inf with Andre Iguodala,co_inf with Andrew Nembhard,co_inf with Andrew Wiggins,co_inf with Anfernee Simons,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
46,45,,2023-01-18,20-325,WAS,@,NYK,W (+11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,27,15,24,26,17,23,3,6,2,24,20,14,20,7,18,5,10,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.4576271186440678,0.3,0.3243243243243243,0.3333333333333333,0.34,0.3026315789473684,0.5,1.0,0.2857142857142857,0.3870967741935484,0.0,0.3076923076923077,0.21875,0.3225806451612903,0.0,0.1111111111111111,0.3673469387755102,0.4545454545454545,0.1785714285714285,0.0,27,15,24,26,17,23,3,6,2,24,20,14,20,7,18,5,10,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,28.0,61.0,0.4576271186440678,0.3,0.3243243243243243,0.3333333333333333,0.34,0.3026315789473684,0.5,1.0,0.2857142857142857,0.3870967741935484,0.0,0.3076923076923077,0.21875,0.0,0.3225806451612903,0.0,0.1111111111111111,0.3673469387755102,0.4545454545454545,0.1785714285714285,0.0,34,,174.0,5.117647058823529,0.0,180.40000000000003,5.305882352941177
47,46,,2023-01-21,20-328,WAS,,ORL,W (+20),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,27,15,24,26,17,23,3,6,2,24,20,14,20,7,18,5,10,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.4576271186440678,0.3,0.3243243243243243,0.3333333333333333,0.34,0.3026315789473684,0.5,1.0,0.2857142857142857,0.3870967741935484,0.0,0.3076923076923077,0.21875,0.3225806451612903,0.0,0.1111111111111111,0.3673469387755102,0.4545454545454545,0.1785714285714285,0.0,27,15,24,26,17,23,3,6,2,24,20,14,20,7,18,5,10,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,28.0,61.0,0.4576271186440678,0.3,0.3243243243243243,0.3333333333333333,0.34,0.3026315789473684,0.5,1.0,0.2857142857142857,0.3870967741935484,0.0,0.3076923076923077,0.21875,0.0,0.3225806451612903,0.0,0.1111111111111111,0.3673469387755102,0.4545454545454545,0.1785714285714285,0.0,34,,211.0,6.205882352941177,0.0,234.8,6.905882352941177
48,47,,2023-01-24,20-331,WAS,@,DAL,W (+1),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,27,15,24,26,17,23,3,6,2,24,20,14,20,7,18,5,10,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.4576271186440678,0.3,0.3243243243243243,0.3333333333333333,0.34,0.3026315789473684,0.5,1.0,0.2857142857142857,0.3870967741935484,0.0,0.3076923076923077,0.21875,0.3225806451612903,0.0,0.1111111111111111,0.3673469387755102,0.4545454545454545,0.1785714285714285,0.0,27,15,24,26,17,23,3,6,2,24,20,14,20,7,18,5,10,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,28.0,61.0,0.4576271186440678,0.3,0.3243243243243243,0.3333333333333333,0.34,0.3026315789473684,0.5,1.0,0.2857142857142857,0.3870967741935484,0.0,0.3076923076923077,0.21875,0.0,0.3225806451612903,0.0,0.1111111111111111,0.3673469387755102,0.4545454545454545,0.1785714285714285,0.0,34,,149.0,4.382352941176471,0.0,187.8,5.523529411764706
49,48,,2023-01-25,20-332,WAS,@,HOU,W (+5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,27,15,24,26,17,23,3,6,2,24,20,14,20,7,18,5,10,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.4576271186440678,0.3,0.3243243243243243,0.3333333333333333,0.34,0.3026315789473684,0.5,1.0,0.2857142857142857,0.3870967741935484,0.0,0.3076923076923077,0.21875,0.3225806451612903,0.0,0.1111111111111111,0.3673469387755102,0.4545454545454545,0.1785714285714285,0.0,27,15,24,26,17,23,3,6,2,24,20,14,20,7,18,5,10,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,28.0,61.0,0.4576271186440678,0.3,0.3243243243243243,0.3333333333333333,0.34,0.3026315789473684,0.5,1.0,0.2857142857142857,0.3870967741935484,0.0,0.3076923076923077,0.21875,0.0,0.3225806451612903,0.0,0.1111111111111111,0.3673469387755102,0.4545454545454545,0.1785714285714285,0.0,34,,138.0,4.0588235294117645,0.0,171.39999999999995,5.041176470588233
50,49,,2023-01-28,20-335,WAS,@,NOP,W (+10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,27,15,24,26,17,23,3,6,2,24,20,14,20,7,18,5,10,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.4576271186440678,0.3,0.3243243243243243,0.3333333333333333,0.34,0.3026315789473684,0.5,1.0,0.2857142857142857,0.3870967741935484,0.0,0.3076923076923077,0.21875,0.3225806451612903,0.0,0.1111111111111111,0.3673469387755102,0.4545454545454545,0.1785714285714285,0.0,27,15,24,26,17,23,3,6,2,24,20,14,20,7,18,5,10,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,28.0,61.0,0.4576271186440678,0.3,0.3243243243243243,0.3333333333333333,0.34,0.3026315789473684,0.5,1.0,0.2857142857142857,0.3870967741935484,0.0,0.3076923076923077,0.21875,0.0,0.3225806451612903,0.0,0.1111111111111111,0.3673469387755102,0.4545454545454545,0.1785714285714285,0.0,34,,134.0,3.941176470588236,0.0,153.39999999999998,4.511764705882352
51,50,,2023-01-30,20-337,WAS,@,SAS,W (+21),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,27,15,24,26,17,23,3,6,2,24,20,14,20,7,18,5,10,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.4576271186440678,0.3,0.3243243243243243,0.3333333333333333,0.34,0.3026315789473684,0.5,1.0,0.2857142857142857,0.3870967741935484,0.0,0.3076923076923077,0.21875,0.3225806451612903,0.0,0.1111111111111111,0.3673469387755102,0.4545454545454545,0.1785714285714285,0.0,27,15,24,26,17,23,3,6,2,24,20,14,20,7,18,5,10,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,28.0,61.0,0.4576271186440678,0.3,0.3243243243243243,0.3333333333333333,0.34,0.3026315789473684,0.5,1.0,0.2857142857142857,0.3870967741935484,0.0,0.3076923076923077,0.21875,0.0,0.3225806451612903,0.0,0.1111111111111111,0.3673469387755102,0.4545454545454545,0.1785714285714285,0.0,34,,196.0,5.764705882352941,0.0,217.00000000000003,6.382352941176471
52,51,,2023-02-03,20-341,WAS,,POR,L (-8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,27,15,24,26,17,23,3,6,2,24,20,14,20,7,18,5,10,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.4576271186440678,0.3,0.3243243243243243,0.3333333333333333,0.34,0.3026315789473684,0.5,1.0,0.2857142857142857,0.3870967741935484,0.0,0.3076923076923077,0.21875,0.3225806451612903,0.0,0.1111111111111111,0.3673469387755102,0.4545454545454545,0.1785714285714285,0.0,27,15,24,26,17,23,3,6,2,24,20,14,20,7,18,5,10,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,28.0,61.0,0.4576271186440678,0.3,0.3243243243243243,0.3333333333333333,0.34,0.3026315789473684,0.5,1.0,0.2857142857142857,0.3870967741935484,0.0,0.3076923076923077,0.21875,0.0,0.3225806451612903,0.0,0.1111111111111111,0.3673469387755102,0.4545454545454545,0.1785714285714285,0.0,34,,170.0,5.0,0.0,200.6,5.8999999999999995
53,52,,2023-02-04,20-342,WAS,@,BRK,L (-2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,27,15,24,26,17,23,3,6,2,24,20,14,20,7,18,5,10,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.4576271186440678,0.3,0.3243243243243243,0.3333333333333333,0.34,0.3026315789473684,0.5,1.0,0.2857142857142857,0.3870967741935484,0.0,0.3076923076923077,0.21875,0.3225806451612903,0.0,0.1111111111111111,0.3673469387755102,0.4545454545454545,0.1785714285714285,0.0,27,15,24,26,17,23,3,6,2,24,20,14,20,7,18,5,10,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,28.0,61.0,0.4576271186440678,0.3,0.3243243243243243,0.3333333333333333,0.34,0.3026315789473684,0.5,1.0,0.2857142857142857,0.3870967741935484,0.0,0.3076923076923077,0.21875,0.0,0.3225806451612903,0.0,0.1111111111111111,0.3673469387755102,0.4545454545454545,0.1785714285714285,0.0,34,,136.0,4.0,0.0,179.79999999999998,5.288235294117647
54,53,11,2023-02-06,20-344,WAS,,CLE,L (-23),0,6:17,1.0,3.0,.333,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,+2,3.0,1.0,0.3333333333333333,27,15,24,26,17,23,3,6,2,24,20,14,20,7,18,5,10,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.4576271186440678,0.3,0.3243243243243243,0.3333333333333333,0.34,0.3026315789473684,0.5,1.0,0.2857142857142857,0.3870967741935484,0.0,0.3076923076923077,0.21875,0.3225806451612903,0.0,0.1111111111111111,0.3673469387755102,0.4545454545454545,0.1785714285714285,0.0,27,15,24,26,17,23,3,6,2,24,20,14,20,7,18,5,10,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,28.0,61.0,0.4576271186440678,0.3,0.3243243243243243,0.3333333333333333,0.34,0.3026315789473684,0.5,1.0,0.2857142857142857,0.3870967741935484,0.0,0.3076923076923077,0.21875,0.0,0.3225806451612903,0.0,0.1111111111111111,0.3673469387755102,0.4545454545454545,0.1785714285714285,0.0,34,-1.0,96.0,2.823529411764706,0.3000000000000002,118.8,3.4941176470588236
55,54,,2023-02-08,20-346,WAS,,CHO,W (+14),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,27,15,24,26,17,23,3,6,2,24,20,14,20,7,18,5,10,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.4576271186440678,0.3,0.3243243243243243,0.3333333333333333,0.34,0.3026315789473684,0.5,1.0,0.2857142857142857,0.3870967741935484,0.0,0.3076923076923077,0.21875,0.3225806451612903,0.0,0.1111111111111111,0.3673469387755102,0.4545454545454545,0.1785714285714285,0.0,27,15,24,26,17,23,3,6,2,24,20,14,20,7,18,5,10,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,28.0,61.0,0.4576271186440678,0.3,0.3243243243243243,0.3333333333333333,0.34,0.3026315789473684,0.5,1.0,0.2857142857142857,0.3870967741935484,0.0,0.3076923076923077,0.21875,0.0,0.3225806451612903,0.0,0.1111111111111111,0.3673469387755102,0.4545454545454545,0.1785714285714285,0.0,34,,202.0,5.941176470588236,0.0,210.79999999999995,6.199999999999998
56,55,12,2023-02-11,20-349,WAS,,IND,W (+14),0,2:54,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,-0.8,-5,1.0,0.0,0.0,27,15,24,26,17,23,3,6,2,24,20,14,20,7,18,5,10,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.4576271186440678,0.3,0.3243243243243243,0.3333333333333333,0.34,0.3026315789473684,0.5,1.0,0.2857142857142857,0.3870967741935484,0.0,0.3076923076923077,0.21875,0.3225806451612903,0.0,0.1111111111111111,0.3673469387755102,0.4545454545454545,0.1785714285714285,0.0,27,15,24,26,17,23,3,6,2,24,20,14,20,7,18,5,10,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,28.0,61.0,0.4576271186440678,0.3,0.3243243243243243,0.3333333333333333,0.34,0.3026315789473684,0.5,1.0,0.2857142857142857,0.3870967741935484,0.0,0.3076923076923077,0.21875,0.0,0.3225806451612903,0.0,0.1111111111111111,0.3673469387755102,0.4545454545454545,0.1785714285714285,0.0,34,0.0,180.0,5.294117647058823,-0.7999999999999999,209.20000000000005,6.1529411764705895
57,56,,2023-02-13,20-351,WAS,@,GSW,L (-9),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,27,15,24,26,17,23,3,6,2,24,20,14,20,7,18,5,10,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.4576271186440678,0.3,0.3243243243243243,0.3333333333333333,0.34,0.3026315789473684,0.5,1.0,0.2857142857142857,0.3870967741935484,0.0,0.3076923076923077,0.21875,0.3225806451612903,0.0,0.1111111111111111,0.3673469387755102,0.4545454545454545,0.1785714285714285,0.0,27,15,24,26,17,23,3,6,2,24,20,14,20,7,18,5,10,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,28.0,61.0,0.4576271186440678,0.3,0.3243243243243243,0.3333333333333333,0.34,0.3026315789473684,0.5,1.0,0.2857142857142857,0.3870967741935484,0.0,0.3076923076923077,0.21875,0.0,0.3225806451612903,0.0,0.1111111111111111,0.3673469387755102,0.4545454545454545,0.1785714285714285,0.0,34,,158.0,4.647058823529412,0.0,200.6,5.8999999999999995
58,57,13,2023-02-14,20-352,WAS,@,POR,W (+25),0,2:01,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.7,+8,0.0,0.0,,27,15,24,26,17,23,3,6,2,24,20,14,20,7,18,5,10,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.4576271186440678,0.3,0.3243243243243243,0.3333333333333333,0.34,0.3026315789473684,0.5,1.0,0.2857142857142857,0.3870967741935484,0.0,0.3076923076923077,0.21875,0.3225806451612903,0.0,0.1111111111111111,0.3673469387755102,0.4545454545454545,0.1785714285714285,0.0,27,15,24,26,17,23,3,6,2,24,20,14,20,7,18,5,10,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,28.0,61.0,0.4576271186440678,0.3,0.3243243243243243,0.3333333333333333,0.34,0.3026315789473684,0.5,1.0,0.2857142857142857,0.3870967741935484,0.0,0.3076923076923077,0.21875,0.0,0.3225806451612903,0.0,0.1111111111111111,0.3673469387755102,0.4545454545454545,0.1785714285714285,0.0,34,2.0,170.0,5.0,2.7,185.80000000000004,5.464705882352942
59,58,,2023-02-16,20-354,WAS,@,MIN,W (+8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,27,15,24,26,17,23,3,6,2,24,20,14,20,7,18,5,10,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.4576271186440678,0.3,0.3243243243243243,0.3333333333333333,0.34,0.3026315789473684,0.5,1.0,0.2857142857142857,0.3870967741935484,0.0,0.3076923076923077,0.21875,0.3225806451612903,0.0,0.1111111111111111,0.3673469387755102,0.4545454545454545,0.1785714285714285,0.0,27,15,24,26,17,23,3,6,2,24,20,14,20,7,18,5,10,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,28.0,61.0,0.4576271186440678,0.3,0.3243243243243243,0.3333333333333333,0.34,0.3026315789473684,0.5,1.0,0.2857142857142857,0.3870967741935484,0.0,0.3076923076923077,0.21875,0.0,0.3225806451612903,0.0,0.1111111111111111,0.3673469387755102,0.4545454545454545,0.1785714285714285,0.0,34,,150.0,4.411764705882353,0.0,174.6,5.135294117647058
60,59,,2023-02-24,20-362,WAS,,NYK,L (-6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,27,15,24,26,17,23,3,6,2,24,20,14,20,7,18,5,10,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.4576271186440678,0.3,0.3243243243243243,0.3333333333333333,0.34,0.3026315789473684,0.5,1.0,0.2857142857142857,0.3870967741935484,0.0,0.3076923076923077,0.21875,0.3225806451612903,0.0,0.1111111111111111,0.3673469387755102,0.4545454545454545,0.1785714285714285,0.0,27,15,24,26,17,23,3,6,2,24,20,14,20,7,18,5,10,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,28.0,61.0,0.4576271186440678,0.3,0.3243243243243243,0.3333333333333333,0.34,0.3026315789473684,0.5,1.0,0.2857142857142857,0.3870967741935484,0.0,0.3076923076923077,0.21875,0.0,0.3225806451612903,0.0,0.1111111111111111,0.3673469387755102,0.4545454545454545,0.1785714285714285,0.0,34,,166.0,4.882352941176471,0.0,171.00000000000003,5.029411764705883
61,60,,2023-02-26,20-364,WAS,@,CHI,L (-20),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,27,15,24,26,17,23,3,6,2,24,20,14,20,7,18,5,10,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.4576271186440678,0.3,0.3243243243243243,0.3333333333333333,0.34,0.3026315789473684,0.5,1.0,0.2857142857142857,0.3870967741935484,0.0,0.3076923076923077,0.21875,0.3225806451612903,0.0,0.1111111111111111,0.3673469387755102,0.4545454545454545,0.1785714285714285,0.0,27,15,24,26,17,23,3,6,2,24,20,14,20,7,18,5,10,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,28.0,61.0,0.4576271186440678,0.3,0.3243243243243243,0.3333333333333333,0.34,0.3026315789473684,0.5,1.0,0.2857142857142857,0.3870967741935484,0.0,0.3076923076923077,0.21875,0.0,0.3225806451612903,0.0,0.1111111111111111,0.3673469387755102,0.4545454545454545,0.1785714285714285,0.0,34,,78.0,2.294117647058824,0.0,93.79999999999995,2.7588235294117633
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,27,15,24,26,17,23,3,6,2,24,20,14,20,7,18,5,10,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.4576271186440678,0.3,0.3243243243243243,0.3333333333333333,0.34,0.3026315789473684,0.5,1.0,0.2857142857142857,0.3870967741935484,0.0,0.3076923076923077,0.21875,0.3225806451612903,0.0,0.1111111111111111,0.3673469387755102,0.4545454545454545,0.1785714285714285,0.0,27,15,24,26,17,23,3,6,2,24,20,14,20,7,18,5,10,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,28.0,61.0,0.4576271186440678,0.3,0.3243243243243243,0.3333333333333333,0.34,0.3026315789473684,0.5,1.0,0.2857142857142857,0.3870967741935484,0.0,0.3076923076923077,0.21875,0.0,0.3225806451612903,0.0,0.1111111111111111,0.3673469387755102,0.4545454545454545,0.1785714285714285,0.0,34,,0.0,0.0,0.0,0.0,0.0
63,61,,2023-02-28,21-001,WAS,@,ATL,W (+3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,27,15,24,26,17,23,3,6,2,24,20,14,20,7,18,5,10,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.4576271186440678,0.3,0.3243243243243243,0.3333333333333333,0.34,0.3026315789473684,0.5,1.0,0.2857142857142857,0.3870967741935484,0.0,0.3076923076923077,0.21875,0.3225806451612903,0.0,0.1111111111111111,0.3673469387755102,0.4545454545454545,0.1785714285714285,0.0,27,15,24,26,17,23,3,6,2,24,20,14,20,7,18,5,10,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,28.0,61.0,0.4576271186440678,0.3,0.3243243243243243,0.3333333333333333,0.34,0.3026315789473684,0.5,1.0,0.2857142857142857,0.3870967741935484,0.0,0.3076923076923077,0.21875,0.0,0.3225806451612903,0.0,0.1111111111111111,0.3673469387755102,0.4545454545454545,0.1785714285714285,0.0,34,,163.0,4.794117647058823,0.0,195.4,5.747058823529412
