Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Blake Wesley,Shared Games with Devin Vassell,Shared Games with Dominick Barlow,Shared Games with Doug McDermott,Shared Games with Gorgui Dieng,Shared Games with Isaiah Roby,Shared Games with Jakob Poeltl,Shared Games with Jeremy Sochan,Shared Games with Josh Richardson,Shared Games with Keita Bates-Diop,Shared Games with Keldon Johnson,Shared Games with Malaki Branham,Shared Games with Romeo Langford,Shared Games with Stanley Johnson,Shared Games with Tre Jones,Shared Games with Zach Collins,Alize Johnson,Blake Wesley,Devin Vassell,Dominick Barlow,Doug McDermott,Gorgui Dieng,Isaiah Roby,Jakob Poeltl,Jeremy Sochan,Jordan Hall,Josh Richardson,Joshua Primo,Keita Bates-Diop,Keldon Johnson,Malaki Branham,Romeo Langford,Stanley Johnson,Tre Jones,Zach Collins,co_inf with Alize Johnson,co_inf with Blake Wesley,co_inf with Devin Vassell,co_inf with Dominick Barlow,co_inf with Doug McDermott,co_inf with Gorgui Dieng,co_inf with Isaiah Roby,co_inf with Jakob Poeltl,co_inf with Jeremy Sochan,co_inf with Jordan Hall,co_inf with Josh Richardson,co_inf with Joshua Primo,co_inf with Keita Bates-Diop,co_inf with Keldon Johnson,co_inf with Malaki Branham,co_inf with Romeo Langford,co_inf with Stanley Johnson,co_inf with Tre Jones,co_inf with Zach Collins,Shared Games with Devonte' Graham,Shared Games with Julian Champagnie,Shared Games with Sandro Mamukelashvili,Devonte' Graham,Julian Champagnie,Justin Jackson,Khem Birch,Sandro Mamukelashvili,co_inf with Devonte' Graham,co_inf with Julian Champagnie,co_inf with Justin Jackson,co_inf with Khem Birch,co_inf with Sandro Mamukelashvili,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
25,25,18,2022-12-14,22-047,SAS,,POR,L (-16),1,19:51,3.0,6.0,.500,0.0,0.0,,0,0.0,,3.0,2.0,5.0,2.0,0.0,2.0,2.0,4.0,6.0,4.9,-9,6.0,3.0,0.5,11,22,12,27,13,25,17,26,19,29,29,26,15,22,26,24,4.0,37.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.5789473684210527,0.4285714285714285,0.421875,0.4193548387096774,0.5952380952380952,0.2361111111111111,0.4642857142857143,0.0,0.2923076923076923,0.0,0.4328358208955223,0.4603174603174603,0.3939393939393939,0.3488372093023256,0.7333333333333333,0.3823529411764705,0.3809523809523809,9,3,4,73.0,17.0,23.0,20.0,43.0,0.1232876712328767,0.1764705882352941,0.0,0.0,0.0930232558139534,19,7.0,64.0,3.3684210526315788,4.900000000000002,81.10000000000001,4.268421052631579
26,26,19,2022-12-17,22-050,SAS,,MIA,L (-10),0,2:48,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,+1,0.0,0.0,,11,22,12,27,13,25,17,26,19,29,29,26,15,22,26,24,4.0,37.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.5789473684210527,0.4285714285714285,0.421875,0.4193548387096774,0.5952380952380952,0.2361111111111111,0.4642857142857143,0.0,0.2923076923076923,0.0,0.4328358208955223,0.4603174603174603,0.3939393939393939,0.3488372093023256,0.7333333333333333,0.3823529411764705,0.3809523809523809,9,3,4,73.0,17.0,23.0,20.0,43.0,0.1232876712328767,0.1764705882352941,0.0,0.0,0.0930232558139534,19,3.0,60.0,3.1578947368421053,0.8999999999999999,80.29999999999998,4.226315789473683
27,27,20,2022-12-19,22-052,SAS,@,HOU,W (+19),0,2:46,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5,0.0,0.0,,11,22,12,27,13,25,17,26,19,29,29,26,15,22,26,24,4.0,37.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.5789473684210527,0.4285714285714285,0.421875,0.4193548387096774,0.5952380952380952,0.2361111111111111,0.4642857142857143,0.0,0.2923076923076923,0.0,0.4328358208955223,0.4603174603174603,0.3939393939393939,0.3488372093023256,0.7333333333333333,0.3823529411764705,0.3809523809523809,9,3,4,73.0,17.0,23.0,20.0,43.0,0.1232876712328767,0.1764705882352941,0.0,0.0,0.0930232558139534,19,0.0,51.0,2.6842105263157894,0.0,58.69999999999999,3.089473684210526
28,28,21,2022-12-22,22-055,SAS,@,NOP,L (-9),0,8:14,0.0,2.0,.000,0.0,0.0,,0,0.0,,2.0,2.0,4.0,0.0,1.0,0.0,3.0,1.0,0.0,-1.8,+8,2.0,0.0,0.0,11,22,12,27,13,25,17,26,19,29,29,26,15,22,26,24,4.0,37.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.5789473684210527,0.4285714285714285,0.421875,0.4193548387096774,0.5952380952380952,0.2361111111111111,0.4642857142857143,0.0,0.2923076923076923,0.0,0.4328358208955223,0.4603174603174603,0.3939393939393939,0.3488372093023256,0.7333333333333333,0.3823529411764705,0.3809523809523809,9,3,4,73.0,17.0,23.0,20.0,43.0,0.1232876712328767,0.1764705882352941,0.0,0.0,0.0930232558139534,19,0.0,55.0,2.894736842105264,-1.7999999999999998,71.0,3.736842105263158
29,29,22,2022-12-23,22-056,SAS,@,ORL,L (-20),0,4:49,0.0,0.0,,0.0,0.0,,2,2.0,1.000,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.6,+3,0.0,0.0,,11,22,12,27,13,25,17,26,19,29,29,26,15,22,26,24,4.0,37.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.5789473684210527,0.4285714285714285,0.421875,0.4193548387096774,0.5952380952380952,0.2361111111111111,0.4642857142857143,0.0,0.2923076923076923,0.0,0.4328358208955223,0.4603174603174603,0.3939393939393939,0.3488372093023256,0.7333333333333333,0.3823529411764705,0.3809523809523809,9,3,4,73.0,17.0,23.0,20.0,43.0,0.1232876712328767,0.1764705882352941,0.0,0.0,0.0930232558139534,19,2.0,70.0,3.684210526315789,1.8,77.99999999999999,4.105263157894736
30,30,,2022-12-26,22-059,SAS,,UTA,W (+4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,11,22,12,27,13,25,17,26,19,29,29,26,15,22,26,24,4.0,37.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.5789473684210527,0.4285714285714285,0.421875,0.4193548387096774,0.5952380952380952,0.2361111111111111,0.4642857142857143,0.0,0.2923076923076923,0.0,0.4328358208955223,0.4603174603174603,0.3939393939393939,0.3488372093023256,0.7333333333333333,0.3823529411764705,0.3809523809523809,9,3,4,73.0,17.0,23.0,20.0,43.0,0.1232876712328767,0.1764705882352941,0.0,0.0,0.0930232558139534,19,,79.0,4.157894736842105,0.0,88.49999999999999,4.657894736842104
31,31,23,2022-12-27,22-060,SAS,@,OKC,L (-16),0,2:33,1.0,1.0,1.000,0.0,0.0,,0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.3,+4,1.0,1.0,1.0,11,22,12,27,13,25,17,26,19,29,29,26,15,22,26,24,4.0,37.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.5789473684210527,0.4285714285714285,0.421875,0.4193548387096774,0.5952380952380952,0.2361111111111111,0.4642857142857143,0.0,0.2923076923076923,0.0,0.4328358208955223,0.4603174603174603,0.3939393939393939,0.3488372093023256,0.7333333333333333,0.3823529411764705,0.3809523809523809,9,3,4,73.0,17.0,23.0,20.0,43.0,0.1232876712328767,0.1764705882352941,0.0,0.0,0.0930232558139534,19,3.0,45.0,2.3684210526315788,2.2999999999999994,55.900000000000006,2.9421052631578952
32,32,,2022-12-29,22-062,SAS,,NYK,W (+7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,11,22,12,27,13,25,17,26,19,29,29,26,15,22,26,24,4.0,37.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.5789473684210527,0.4285714285714285,0.421875,0.4193548387096774,0.5952380952380952,0.2361111111111111,0.4642857142857143,0.0,0.2923076923076923,0.0,0.4328358208955223,0.4603174603174603,0.3939393939393939,0.3488372093023256,0.7333333333333333,0.3823529411764705,0.3809523809523809,9,3,4,73.0,17.0,23.0,20.0,43.0,0.1232876712328767,0.1764705882352941,0.0,0.0,0.0930232558139534,19,,58.0,3.0526315789473686,0.0,76.69999999999999,4.036842105263157
33,33,,2022-12-31,22-064,SAS,,DAL,L (-1),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,11,22,12,27,13,25,17,26,19,29,29,26,15,22,26,24,4.0,37.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.5789473684210527,0.4285714285714285,0.421875,0.4193548387096774,0.5952380952380952,0.2361111111111111,0.4642857142857143,0.0,0.2923076923076923,0.0,0.4328358208955223,0.4603174603174603,0.3939393939393939,0.3488372093023256,0.7333333333333333,0.3823529411764705,0.3809523809523809,9,3,4,73.0,17.0,23.0,20.0,43.0,0.1232876712328767,0.1764705882352941,0.0,0.0,0.0930232558139534,19,,59.0,3.1052631578947367,0.0,83.49999999999997,4.394736842105262
34,34,,2023-01-02,22-066,SAS,@,BRK,L (-36),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,11,22,12,27,13,25,17,26,19,29,29,26,15,22,26,24,4.0,37.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.5789473684210527,0.4285714285714285,0.421875,0.4193548387096774,0.5952380952380952,0.2361111111111111,0.4642857142857143,0.0,0.2923076923076923,0.0,0.4328358208955223,0.4603174603174603,0.3939393939393939,0.3488372093023256,0.7333333333333333,0.3823529411764705,0.3809523809523809,9,3,4,73.0,17.0,23.0,20.0,43.0,0.1232876712328767,0.1764705882352941,0.0,0.0,0.0930232558139534,19,,47.0,2.473684210526316,0.0,59.89999999999999,3.152631578947368
35,35,,2023-01-04,22-068,SAS,@,NYK,L (-3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,11,22,12,27,13,25,17,26,19,29,29,26,15,22,26,24,4.0,37.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.5789473684210527,0.4285714285714285,0.421875,0.4193548387096774,0.5952380952380952,0.2361111111111111,0.4642857142857143,0.0,0.2923076923076923,0.0,0.4328358208955223,0.4603174603174603,0.3939393939393939,0.3488372093023256,0.7333333333333333,0.3823529411764705,0.3809523809523809,9,3,4,73.0,17.0,23.0,20.0,43.0,0.1232876712328767,0.1764705882352941,0.0,0.0,0.0930232558139534,19,,48.0,2.526315789473684,0.0,66.7,3.5105263157894737
36,36,,2023-01-06,22-070,SAS,,DET,W (+12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,11,22,12,27,13,25,17,26,19,29,29,26,15,22,26,24,4.0,37.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.5789473684210527,0.4285714285714285,0.421875,0.4193548387096774,0.5952380952380952,0.2361111111111111,0.4642857142857143,0.0,0.2923076923076923,0.0,0.4328358208955223,0.4603174603174603,0.3939393939393939,0.3488372093023256,0.7333333333333333,0.3823529411764705,0.3809523809523809,9,3,4,73.0,17.0,23.0,20.0,43.0,0.1232876712328767,0.1764705882352941,0.0,0.0,0.0930232558139534,19,,48.0,2.526315789473684,0.0,66.3,3.4894736842105263
37,37,24,2023-01-07,22-071,SAS,,BOS,L (-5),0,13:32,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,5.0,5.0,1.0,0.0,0.0,2.0,2.0,0.0,-0.6,0,0.0,0.0,,11,22,12,27,13,25,17,26,19,29,29,26,15,22,26,24,4.0,37.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.5789473684210527,0.4285714285714285,0.421875,0.4193548387096774,0.5952380952380952,0.2361111111111111,0.4642857142857143,0.0,0.2923076923076923,0.0,0.4328358208955223,0.4603174603174603,0.3939393939393939,0.3488372093023256,0.7333333333333333,0.3823529411764705,0.3809523809523809,9,3,4,73.0,17.0,23.0,20.0,43.0,0.1232876712328767,0.1764705882352941,0.0,0.0,0.0930232558139534,19,4.0,36.0,1.894736842105263,-0.5999999999999999,49.59999999999999,2.610526315789473
38,38,,2023-01-09,22-073,SAS,@,MEM,L (-8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,11,22,12,27,13,25,17,26,19,29,29,26,15,22,26,24,4.0,37.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.5789473684210527,0.4285714285714285,0.421875,0.4193548387096774,0.5952380952380952,0.2361111111111111,0.4642857142857143,0.0,0.2923076923076923,0.0,0.4328358208955223,0.4603174603174603,0.3939393939393939,0.3488372093023256,0.7333333333333333,0.3823529411764705,0.3809523809523809,9,3,4,73.0,17.0,23.0,20.0,43.0,0.1232876712328767,0.1764705882352941,0.0,0.0,0.0930232558139534,19,,35.0,1.8421052631578947,0.0,47.1,2.4789473684210526
39,39,,2023-01-11,22-075,SAS,@,MEM,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,11,22,12,27,13,25,17,26,19,29,29,26,15,22,26,24,4.0,37.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.5789473684210527,0.4285714285714285,0.421875,0.4193548387096774,0.5952380952380952,0.2361111111111111,0.4642857142857143,0.0,0.2923076923076923,0.0,0.4328358208955223,0.4603174603174603,0.3939393939393939,0.3488372093023256,0.7333333333333333,0.3823529411764705,0.3809523809523809,9,3,4,73.0,17.0,23.0,20.0,43.0,0.1232876712328767,0.1764705882352941,0.0,0.0,0.0930232558139534,19,,41.0,2.1578947368421053,0.0,59.399999999999984,3.1263157894736833
40,40,,2023-01-13,22-077,SAS,,GSW,L (-31),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,11,22,12,27,13,25,17,26,19,29,29,26,15,22,26,24,4.0,37.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.5789473684210527,0.4285714285714285,0.421875,0.4193548387096774,0.5952380952380952,0.2361111111111111,0.4642857142857143,0.0,0.2923076923076923,0.0,0.4328358208955223,0.4603174603174603,0.3939393939393939,0.3488372093023256,0.7333333333333333,0.3823529411764705,0.3809523809523809,9,3,4,73.0,17.0,23.0,20.0,43.0,0.1232876712328767,0.1764705882352941,0.0,0.0,0.0930232558139534,19,,55.0,2.894736842105264,0.0,69.0,3.6315789473684212
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,11,22,12,27,13,25,17,26,19,29,29,26,15,22,26,24,4.0,37.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.5789473684210527,0.4285714285714285,0.421875,0.4193548387096774,0.5952380952380952,0.2361111111111111,0.4642857142857143,0.0,0.2923076923076923,0.0,0.4328358208955223,0.4603174603174603,0.3939393939393939,0.3488372093023256,0.7333333333333333,0.3823529411764705,0.3809523809523809,9,3,4,73.0,17.0,23.0,20.0,43.0,0.1232876712328767,0.1764705882352941,0.0,0.0,0.0930232558139534,19,,0.0,0.0,0.0,0.0,0.0
42,41,,2023-01-15,22-079,SAS,,SAC,L (-13),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,11,22,12,27,13,25,17,26,19,29,29,26,15,22,26,24,4.0,37.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.5789473684210527,0.4285714285714285,0.421875,0.4193548387096774,0.5952380952380952,0.2361111111111111,0.4642857142857143,0.0,0.2923076923076923,0.0,0.4328358208955223,0.4603174603174603,0.3939393939393939,0.3488372093023256,0.7333333333333333,0.3823529411764705,0.3809523809523809,9,3,4,73.0,17.0,23.0,20.0,43.0,0.1232876712328767,0.1764705882352941,0.0,0.0,0.0930232558139534,19,,47.0,2.473684210526316,0.0,61.89999999999999,3.257894736842105
43,42,,2023-01-17,22-081,SAS,,BRK,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,11,22,12,27,13,25,17,26,19,29,29,26,15,22,26,24,4.0,37.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.5789473684210527,0.4285714285714285,0.421875,0.4193548387096774,0.5952380952380952,0.2361111111111111,0.4642857142857143,0.0,0.2923076923076923,0.0,0.4328358208955223,0.4603174603174603,0.3939393939393939,0.3488372093023256,0.7333333333333333,0.3823529411764705,0.3809523809523809,9,3,4,73.0,17.0,23.0,20.0,43.0,0.1232876712328767,0.1764705882352941,0.0,0.0,0.0930232558139534,19,,70.0,3.684210526315789,0.0,80.39999999999998,4.23157894736842
44,43,,2023-01-20,22-084,SAS,,LAC,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,11,22,12,27,13,25,17,26,19,29,29,26,15,22,26,24,4.0,37.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.5789473684210527,0.4285714285714285,0.421875,0.4193548387096774,0.5952380952380952,0.2361111111111111,0.4642857142857143,0.0,0.2923076923076923,0.0,0.4328358208955223,0.4603174603174603,0.3939393939393939,0.3488372093023256,0.7333333333333333,0.3823529411764705,0.3809523809523809,9,3,4,73.0,17.0,23.0,20.0,43.0,0.1232876712328767,0.1764705882352941,0.0,0.0,0.0930232558139534,19,,23.0,1.2105263157894737,0.0,49.400000000000006,2.6
45,44,,2023-01-23,22-087,SAS,@,POR,L (-20),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,11,22,12,27,13,25,17,26,19,29,29,26,15,22,26,24,4.0,37.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.5789473684210527,0.4285714285714285,0.421875,0.4193548387096774,0.5952380952380952,0.2361111111111111,0.4642857142857143,0.0,0.2923076923076923,0.0,0.4328358208955223,0.4603174603174603,0.3939393939393939,0.3488372093023256,0.7333333333333333,0.3823529411764705,0.3809523809523809,9,3,4,73.0,17.0,23.0,20.0,43.0,0.1232876712328767,0.1764705882352941,0.0,0.0,0.0930232558139534,19,,31.0,1.631578947368421,0.0,44.3,2.331578947368421
46,45,,2023-01-25,22-089,SAS,@,LAL,L (-9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,11,22,12,27,13,25,17,26,19,29,29,26,15,22,26,24,4.0,37.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.5789473684210527,0.4285714285714285,0.421875,0.4193548387096774,0.5952380952380952,0.2361111111111111,0.4642857142857143,0.0,0.2923076923076923,0.0,0.4328358208955223,0.4603174603174603,0.3939393939393939,0.3488372093023256,0.7333333333333333,0.3823529411764705,0.3809523809523809,9,3,4,73.0,17.0,23.0,20.0,43.0,0.1232876712328767,0.1764705882352941,0.0,0.0,0.0930232558139534,19,,45.0,2.3684210526315788,0.0,54.10000000000001,2.847368421052632
47,46,,2023-01-26,22-090,SAS,@,LAC,L (-38),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,11,22,12,27,13,25,17,26,19,29,29,26,15,22,26,24,4.0,37.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.5789473684210527,0.4285714285714285,0.421875,0.4193548387096774,0.5952380952380952,0.2361111111111111,0.4642857142857143,0.0,0.2923076923076923,0.0,0.4328358208955223,0.4603174603174603,0.3939393939393939,0.3488372093023256,0.7333333333333333,0.3823529411764705,0.3809523809523809,9,3,4,73.0,17.0,23.0,20.0,43.0,0.1232876712328767,0.1764705882352941,0.0,0.0,0.0930232558139534,19,,60.0,3.1578947368421053,0.0,75.89999999999999,3.994736842105263
48,47,,2023-01-28,22-092,SAS,,PHO,L (-10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,11,22,12,27,13,25,17,26,19,29,29,26,15,22,26,24,4.0,37.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.5789473684210527,0.4285714285714285,0.421875,0.4193548387096774,0.5952380952380952,0.2361111111111111,0.4642857142857143,0.0,0.2923076923076923,0.0,0.4328358208955223,0.4603174603174603,0.3939393939393939,0.3488372093023256,0.7333333333333333,0.3823529411764705,0.3809523809523809,9,3,4,73.0,17.0,23.0,20.0,43.0,0.1232876712328767,0.1764705882352941,0.0,0.0,0.0930232558139534,19,,62.0,3.263157894736842,0.0,84.80000000000001,4.463157894736843
49,48,,2023-01-30,22-094,SAS,,WAS,L (-21),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,11,22,12,27,13,25,17,26,19,29,29,26,15,22,26,24,4.0,37.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.5789473684210527,0.4285714285714285,0.421875,0.4193548387096774,0.5952380952380952,0.2361111111111111,0.4642857142857143,0.0,0.2923076923076923,0.0,0.4328358208955223,0.4603174603174603,0.3939393939393939,0.3488372093023256,0.7333333333333333,0.3823529411764705,0.3809523809523809,9,3,4,73.0,17.0,23.0,20.0,43.0,0.1232876712328767,0.1764705882352941,0.0,0.0,0.0930232558139534,19,,33.0,1.736842105263158,0.0,57.3,3.0157894736842104
50,49,,2023-02-01,22-096,SAS,,SAC,L (-10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,11,22,12,27,13,25,17,26,19,29,29,26,15,22,26,24,4.0,37.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.5789473684210527,0.4285714285714285,0.421875,0.4193548387096774,0.5952380952380952,0.2361111111111111,0.4642857142857143,0.0,0.2923076923076923,0.0,0.4328358208955223,0.4603174603174603,0.3939393939393939,0.3488372093023256,0.7333333333333333,0.3823529411764705,0.3809523809523809,9,3,4,73.0,17.0,23.0,20.0,43.0,0.1232876712328767,0.1764705882352941,0.0,0.0,0.0930232558139534,19,,53.0,2.789473684210526,0.0,59.79999999999999,3.147368421052631
51,50,,2023-02-03,22-098,SAS,,PHI,L (-12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,11,22,12,27,13,25,17,26,19,29,29,26,15,22,26,24,4.0,37.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.5789473684210527,0.4285714285714285,0.421875,0.4193548387096774,0.5952380952380952,0.2361111111111111,0.4642857142857143,0.0,0.2923076923076923,0.0,0.4328358208955223,0.4603174603174603,0.3939393939393939,0.3488372093023256,0.7333333333333333,0.3823529411764705,0.3809523809523809,9,3,4,73.0,17.0,23.0,20.0,43.0,0.1232876712328767,0.1764705882352941,0.0,0.0,0.0930232558139534,19,,53.0,2.789473684210526,0.0,79.30000000000001,4.173684210526316
