Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bryce McGowens,Shared Games with Cody Martin,Shared Games with Dennis Smith Jr.,Shared Games with Gordon Hayward,Shared Games with Jalen McDaniels,Shared Games with James Bouknight,Shared Games with JT Thor,Shared Games with Kai Jones,Shared Games with Kelly Oubre Jr.,Shared Games with Kobi Simmons,Shared Games with LaMelo Ball,Shared Games with Mark Williams,Shared Games with Nick Richards,Shared Games with P.J. Washington,Shared Games with Terry Rozier,Shared Games with Théo Maledon,Bryce McGowens,Cody Martin,Dennis Smith Jr.,Gordon Hayward,Jalen McDaniels,James Bouknight,JT Thor,Kai Jones,Kelly Oubre Jr.,Kobi Simmons,LaMelo Ball,Mark Williams,Nick Richards,P.J. Washington,Terry Rozier,Théo Maledon,Xavier Sneed,co_inf with Bryce McGowens,co_inf with Cody Martin,co_inf with Dennis Smith Jr.,co_inf with Gordon Hayward,co_inf with Jalen McDaniels,co_inf with James Bouknight,co_inf with JT Thor,co_inf with Kai Jones,co_inf with Kelly Oubre Jr.,co_inf with Kobi Simmons,co_inf with LaMelo Ball,co_inf with Mark Williams,co_inf with Nick Richards,co_inf with P.J. Washington,co_inf with Terry Rozier,co_inf with Théo Maledon,co_inf with Xavier Sneed,Shared Games with Amir Coffey,Shared Games with Brandon Boston Jr.,Shared Games with Ivica Zubac,Shared Games with Jason Preston,Shared Games with John Wall,Shared Games with Kawhi Leonard,Shared Games with Luke Kennard,Shared Games with Marcus Morris,Shared Games with Moses Brown,Shared Games with Moussa Diabaté,Shared Games with Nicolas Batum,Shared Games with Norman Powell,Shared Games with Paul George,Shared Games with Reggie Jackson,Shared Games with Robert Covington,Shared Games with Terance Mann,Shared Games with Bones Hyland,Shared Games with Eric Gordon,Shared Games with Russell Westbrook,Amir Coffey,Bones Hyland,Brandon Boston Jr.,Eric Gordon,Ivica Zubac,Jason Preston,Justin Holiday,Kawhi Leonard,Marcus Morris,Moussa Diabaté,Nicolas Batum,Norman Powell,Paul George,Robert Covington,Russell Westbrook,Terance Mann,Xavier Moon,co_inf with Amir Coffey,co_inf with Brandon Boston Jr.,co_inf with Ivica Zubac,co_inf with Jason Preston,co_inf with Justin Holiday,co_inf with Kawhi Leonard,co_inf with Marcus Morris,co_inf with Moussa Diabaté,co_inf with Nicolas Batum,co_inf with Norman Powell,co_inf with Paul George,co_inf with Robert Covington,co_inf with Terance Mann,co_inf with Bones Hyland,co_inf with Eric Gordon,co_inf with Russell Westbrook,co_inf with Xavier Moon,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
30,30,30,2022-12-18,32-288,CHO,@,DEN,L (-4),1,19:03,3.0,7.0,.429,0.0,0.0,,5,6.0,.833,5.0,4.0,9.0,4.0,0.0,2.0,2.0,5.0,11.0,11.8,-4,7.0,3.0,0.4285714285714285,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,11.0,42.0,1.2,9.8,51.8,1.48
31,31,31,2022-12-19,32-289,CHO,@,SAC,W (+6),1,25:08,7.0,8.0,.875,0.0,0.0,,1,2.0,.500,0.0,4.0,4.0,3.0,0.0,3.0,1.0,3.0,15.0,15.0,-4,8.0,7.0,0.875,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,14.0,45.0,1.2857142857142858,14.6,55.9,1.5971428571428572
32,32,32,2022-12-21,32-291,CHO,@,LAC,L (-21),1,26:26,7.0,9.0,.778,0.0,0.0,,4,6.0,.667,2.0,1.0,3.0,1.0,2.0,0.0,3.0,3.0,18.0,13.9,-13,9.0,7.0,0.7777777777777778,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,6.0,53.0,1.5142857142857142,12.3,61.39999999999999,1.754285714285714
33,33,33,2022-12-23,32-293,CHO,@,LAL,W (+4),1,30:34,5.0,7.0,.714,0.0,0.0,,1,2.0,.500,3.0,5.0,8.0,3.0,1.0,2.0,1.0,2.0,11.0,14.0,-2,7.0,5.0,0.7142857142857143,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,15.0,83.0,2.3714285714285714,13.6,91.7,2.62
34,34,34,2022-12-26,32-296,CHO,@,POR,L (-11),1,27:10,5.0,7.0,.714,0.0,0.0,,4,5.0,.800,6.0,2.0,8.0,2.0,1.0,0.0,0.0,1.0,14.0,17.5,-20,7.0,5.0,0.7142857142857143,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,13.0,105.0,3.0,15.9,114.7,3.277142857142857
35,35,35,2022-12-27,32-297,CHO,@,GSW,L (-5),1,29:20,3.0,4.0,.750,0.0,0.0,,1,4.0,.250,2.0,11.0,13.0,4.0,1.0,4.0,0.0,3.0,7.0,14.3,-6,4.0,3.0,0.75,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,21.0,66.0,1.8857142857142857,13.9,87.10000000000001,2.488571428571429
36,36,36,2022-12-29,32-299,CHO,,OKC,W (+8),1,26:11,6.0,7.0,.857,0.0,0.0,,2,5.0,.400,4.0,5.0,9.0,2.0,1.0,1.0,2.0,3.0,14.0,14.5,+9,7.0,6.0,0.8571428571428571,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,13.0,97.0,2.771428571428572,13.7,114.7,3.277142857142857
37,37,37,2022-12-31,32-301,CHO,,BRK,L (-17),1,29:32,9.0,14.0,.643,0.0,0.0,,4,4.0,1.000,5.0,5.0,10.0,3.0,1.0,0.0,0.0,3.0,22.0,22.7,-10,14.0,9.0,0.6428571428571429,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,18.0,80.0,2.2857142857142856,21.100000000000005,91.6,2.617142857142857
38,38,38,2023-01-02,32-303,CHO,,LAL,L (-6),1,32:35,6.0,7.0,.857,0.0,0.0,,6,11.0,.545,2.0,12.0,14.0,4.0,0.0,2.0,0.0,1.0,18.0,22.3,+1,7.0,6.0,0.8571428571428571,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,20.0,79.0,2.257142857142857,19.9,108.59999999999997,3.102857142857142
39,39,39,2023-01-04,32-305,CHO,,MEM,L (-24),1,23:06,2.0,2.0,1.000,0.0,0.0,,3,3.0,1.000,2.0,8.0,10.0,1.0,0.0,2.0,1.0,3.0,7.0,10.1,-3,2.0,2.0,1.0,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,14.0,68.0,1.9428571428571428,8.899999999999999,79.30000000000001,2.265714285714286
40,40,40,2023-01-06,32-307,CHO,@,MIL,W (+29),1,31:22,8.0,9.0,.889,0.0,0.0,,1,3.0,.333,5.0,10.0,15.0,6.0,1.0,0.0,2.0,3.0,17.0,21.6,+30,9.0,8.0,0.8888888888888888,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,25.0,63.0,1.8,21.2,87.0,2.4857142857142858
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,,0.0,0.0,0.0,0.0,0.0
42,41,41,2023-01-08,32-309,CHO,@,IND,L (-5),1,31:37,6.0,10.0,.600,0.0,0.0,,6,6.0,1.000,4.0,9.0,13.0,2.0,0.0,0.0,2.0,4.0,18.0,16.7,-10,10.0,6.0,0.6,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,15.0,60.0,1.7142857142857142,14.299999999999995,95.3,2.722857142857143
43,42,42,2023-01-10,32-311,CHO,@,TOR,L (-12),1,33:29,9.0,10.0,.900,0.0,0.0,,3,5.0,.600,2.0,5.0,7.0,3.0,0.0,0.0,0.0,2.0,21.0,21.0,0,10.0,9.0,0.9,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,16.0,70.0,2.0,19.8,96.8,2.7657142857142856
44,43,43,2023-01-12,32-313,CHO,@,TOR,L (-10),1,34:45,6.0,6.0,1.000,0.0,0.0,,4,6.0,.667,5.0,10.0,15.0,4.0,1.0,1.0,2.0,1.0,16.0,22.0,-10,6.0,6.0,1.0,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,23.0,100.0,2.857142857142857,20.4,120.20000000000002,3.4342857142857146
45,44,44,2023-01-14,32-315,CHO,,BOS,L (-16),1,32:54,4.0,10.0,.400,0.0,0.0,,1,2.0,.500,3.0,13.0,16.0,1.0,0.0,0.0,1.0,0.0,9.0,8.9,-21,10.0,4.0,0.4,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,13.0,60.0,1.7142857142857142,8.499999999999996,91.2,2.605714285714286
46,45,45,2023-01-16,32-317,CHO,,BOS,L (-12),1,31:05,7.0,9.0,.778,0.0,0.0,,5,9.0,.556,6.0,6.0,12.0,7.0,0.0,0.0,1.0,3.0,19.0,22.6,-12,9.0,7.0,0.7777777777777778,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,19.0,84.0,2.4,20.6,112.0,3.2
47,46,46,2023-01-18,32-319,CHO,@,HOU,W (+5),1,29:18,6.0,8.0,.750,0.0,0.0,,5,6.0,.833,3.0,6.0,9.0,1.0,3.0,0.0,0.0,3.0,17.0,19.8,-6,8.0,6.0,0.75,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,16.0,61.0,1.7428571428571429,17.8,92.0,2.6285714285714286
48,47,47,2023-01-21,32-322,CHO,@,ATL,W (+4),1,29:27,11.0,14.0,.786,0.0,0.0,,3,4.0,.750,5.0,6.0,11.0,2.0,1.0,0.0,0.0,0.0,25.0,26.9,+10,14.0,11.0,0.7857142857142857,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,21.0,64.0,1.8285714285714283,25.7,70.79999999999998,2.0228571428571422
49,48,48,2023-01-23,32-324,CHO,@,UTA,L (-18),1,26:12,5.0,6.0,.833,0.0,0.0,,8,11.0,.727,4.0,4.0,8.0,5.0,0.0,1.0,2.0,0.0,18.0,20.8,-6,6.0,5.0,0.8333333333333334,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,13.0,89.0,2.5428571428571427,17.6,119.0,3.4
