Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alex Caruso,Shared Games with Andre Drummond,Shared Games with Ayo Dosunmu,Shared Games with Carlik Jones,Shared Games with Coby White,Shared Games with DeMar DeRozan,Shared Games with Derrick Jones Jr.,Shared Games with Goran Dragić,Shared Games with Javonte Green,Shared Games with Malcolm Hill,Shared Games with Marko Simonovic,Shared Games with Nikola Vučević,Shared Games with Patrick Williams,Shared Games with Tony Bradley,Shared Games with Zach LaVine,Alex Caruso,Andre Drummond,Ayo Dosunmu,Carlik Jones,Coby White,DeMar DeRozan,Derrick Jones Jr.,Goran Dragić,Javonte Green,Kostas Antetokounmpo,Lonzo Ball,Malcolm Hill,Marko Simonovic,Nikola Vučević,Patrick Williams,Tony Bradley,Zach LaVine,co_inf with Alex Caruso,co_inf with Andre Drummond,co_inf with Ayo Dosunmu,co_inf with Carlik Jones,co_inf with Coby White,co_inf with DeMar DeRozan,co_inf with Derrick Jones Jr.,co_inf with Goran Dragić,co_inf with Javonte Green,co_inf with Kostas Antetokounmpo,co_inf with Lonzo Ball,co_inf with Malcolm Hill,co_inf with Marko Simonovic,co_inf with Nikola Vučević,co_inf with Patrick Williams,co_inf with Tony Bradley,co_inf with Zach LaVine,Shared Games with Terry Taylor,Shared Games with Patrick Beverley,Clint Capela,Patrick Beverley,Robert Williams,Terry Taylor,co_inf with Terry Taylor,co_inf with Clint Capela,co_inf with Patrick Beverley,co_inf with Robert Williams,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
27.0,,2022-12-14,20-155,CHI,NYK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,,93.0,5.470588235294118,0.0,105.3,14.1,0.5,0.0,-1.7,1.7,0.0091634325140146,0.523,0.375,0.292,0.1,0.1,L (-1),L (-1)
28.0,,2022-12-16,20-157,CHI,NYK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,,65.0,3.823529411764706,0.0,60.09999999999999,14.1,0.5,0.0,-1.7,1.7,0.0091634325140146,0.523,0.375,0.292,0.1,0.1,L (-8),L (-8)
29.0,,2022-12-18,20-159,CHI,MIN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,,78.0,4.588235294117647,0.0,104.39999999999998,14.1,0.5,0.0,-1.7,1.7,0.0091634325140146,0.523,0.375,0.292,0.1,0.1,L (-23),L (-23)
30.0,,2022-12-20,20-161,CHI,MIA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,,79.0,4.647058823529412,0.0,93.7,14.1,0.5,0.0,-1.7,1.7,0.0091634325140146,0.523,0.375,0.292,0.1,0.1,L (-24),L (-24)
31.0,12.0,2022-12-21,20-162,CHI,ATL,0,5.183333333333334,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.1,-5,0.0,0.0,,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,1.0,89.0,5.235294117647059,-0.1,98.6,14.1,0.5,0.0,-1.7,1.7,0.0091634325140146,0.523,0.375,0.292,0.1,0.1,W (+10),W (+10)
32.0,,2022-12-23,20-164,CHI,NYK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,,103.0,6.0588235294117645,0.0,103.9,14.1,0.5,0.0,-1.7,1.7,0.0091634325140146,0.523,0.375,0.292,0.1,0.1,W (+2),W (+2)
33.0,13.0,2022-12-26,20-167,CHI,HOU,0,6.5,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,-2,0.0,0.0,,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,1.0,85.0,5.0,0.3,88.9,14.1,0.5,0.0,-1.7,1.7,0.0091634325140146,0.523,0.375,0.292,0.1,0.1,W (+1),W (+1)
34.0,14.0,2022-12-28,20-169,CHI,MIL,0,4.266666666666667,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,+4,1.0,0.0,0.0,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,-1.0,88.0,5.176470588235294,-0.7,89.3,14.1,0.5,0.0,-1.7,1.7,0.0091634325140146,0.523,0.375,0.292,0.1,0.1,L (-15),L (-15)
35.0,,2022-12-30,20-171,CHI,DET,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,,116.0,6.823529411764706,0.0,116.4,14.1,0.5,0.0,-1.7,1.7,0.0091634325140146,0.523,0.375,0.292,0.1,0.1,W (+6),W (+6)
36.0,,2022-12-31,20-172,CHI,CLE,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,,80.0,4.705882352941177,0.0,95.7,14.1,0.5,0.0,-1.7,1.7,0.0091634325140146,0.523,0.375,0.292,0.1,0.1,W (+14),W (+14)
37.0,,2023-01-02,20-174,CHI,CLE,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,,89.0,5.235294117647059,0.0,95.79999999999998,14.1,0.5,0.0,-1.7,1.7,0.0091634325140146,0.523,0.375,0.292,0.1,0.1,L (-1),L (-1)
38.0,,2023-01-04,20-176,CHI,BRK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,,74.0,4.352941176470588,0.0,87.99999999999999,14.1,0.5,0.0,-1.7,1.7,0.0091634325140146,0.523,0.375,0.292,0.1,0.1,L (-11),L (-11)
39.0,,2023-01-06,20-178,CHI,PHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,,111.0,6.529411764705882,0.0,108.2,14.1,0.5,0.0,-1.7,1.7,0.0091634325140146,0.523,0.375,0.292,0.1,0.1,W (+9),W (+9)
40.0,,2023-01-07,20-179,CHI,UTA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,,97.0,5.705882352941177,0.0,99.3,14.1,0.5,0.0,-1.7,1.7,0.0091634325140146,0.523,0.375,0.292,0.1,0.1,W (+14),W (+14)
41.0,,2023-01-09,20-181,CHI,BOS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,,71.0,4.176470588235294,0.0,71.3,14.1,0.5,0.0,-1.7,1.7,0.0091634325140146,0.523,0.375,0.292,0.1,0.1,W (+8),W (+8)
42.0,,2023-01-11,20-183,CHI,WAS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,,54.0,3.176470588235294,0.0,63.10000000000001,14.1,0.5,0.0,-1.7,1.7,0.0091634325140146,0.523,0.375,0.292,0.1,0.1,,
43.0,15.0,2023-01-13,20-185,CHI,OKC,0,0.9333333333333332,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,+1,0.0,0.0,,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,0.0,71.0,4.176470588235294,0.0,82.0,14.1,0.5,0.0,-1.7,1.7,0.0091634325140146,0.523,0.375,0.292,0.1,0.1,L (-8),L (-8)
44.0,16.0,2023-01-15,20-187,CHI,GSW,0,0.6333333333333333,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7,-1,1.0,1.0,1.0,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,1.0,128.0,7.529411764705882,1.7,145.19999999999996,14.1,0.5,0.0,-1.7,1.7,0.0091634325140146,0.523,0.375,0.292,0.1,0.1,L (-3),L (-3)
45.0,17.0,2023-01-19,20-191,CHI,DET,0,1.1,1.0,1.0,1.000,0.0,0.0,,0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.7,-2,1.0,1.0,1.0,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,3.0,112.0,6.588235294117647,2.7,126.60000000000002,14.1,0.5,0.0,-1.7,1.7,0.0091634325140146,0.523,0.375,0.292,0.1,0.1,L (-14),L (-14)
46.0,,2023-01-23,20-195,CHI,ATL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,,109.0,6.411764705882353,0.0,119.4,14.1,0.5,0.0,-1.7,1.7,0.0091634325140146,0.523,0.375,0.292,0.1,0.1,W (+14),W (+14)
47.0,,2023-01-24,20-196,CHI,IND,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,,93.0,5.470588235294118,0.0,97.7,14.1,0.5,0.0,-1.7,1.7,0.0091634325140146,0.523,0.375,0.292,0.1,0.1,W (+18),W (+18)
48.0,18.0,2023-01-26,20-198,CHI,CHO,0,0.9333333333333332,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,0,1.0,0.0,0.0,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,-1.0,57.0,3.3529411764705883,-0.7,70.79999999999998,14.1,0.5,0.0,-1.7,1.7,0.0091634325140146,0.523,0.375,0.292,0.1,0.1,W (+11),W (+11)
49.0,,2023-01-28,20-200,CHI,ORL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,,125.0,7.352941176470588,0.0,147.0,14.1,0.5,0.0,-1.7,1.7,0.0091634325140146,0.523,0.375,0.292,0.1,0.1,L (-6),L (-6)
50.0,,2023-01-31,20-203,CHI,LAC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,,128.0,7.529411764705882,0.0,121.7,14.1,0.5,0.0,-1.7,1.7,0.0091634325140146,0.523,0.375,0.292,0.1,0.1,L (-15),L (-15)
51.0,,2023-02-02,20-205,CHI,CHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,,83.0,4.882352941176471,0.0,85.99999999999997,14.1,0.5,0.0,-1.7,1.7,0.0091634325140146,0.523,0.375,0.292,0.1,0.1,W (+19),W (+19)
52.0,19.0,2023-02-04,20-207,CHI,POR,0,4.166666666666667,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.1,-12,0.0,0.0,,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,1.0,110.0,6.470588235294118,-0.1,119.6,14.1,0.5,0.0,-1.7,1.7,0.0091634325140146,0.523,0.375,0.292,0.1,0.1,L (-5),L (-5)
53.0,20.0,2023-02-06,20-209,CHI,SAS,0,3.5166666666666666,1.0,2.0,.500,0.0,1.0,.000,0,2.0,.000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.9,-3,1.0,1.0,1.0,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,-1.0,129.0,7.588235294117647,0.8999999999999997,107.79999999999998,14.1,0.5,0.0,-1.7,1.7,0.0091634325140146,0.523,0.375,0.292,0.1,0.1,W (+16),W (+16)
54.0,,2023-02-07,20-210,CHI,MEM,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,28,37,1,33,32,31,19,14,5,7,38,38,10,36,67.0,67.0,80.0,7.0,74.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.417910447761194,0.417910447761194,0.4625,0.1428571428571428,0.4459459459459459,0.4324324324324324,0.484375,0.3275862068965517,0.4375,,,1.0,1.0,0.4634146341463415,0.4634146341463415,0.8333333333333334,0.4675324675324675,4,14,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.208955223880597,0.0,17,,91.0,5.352941176470588,0.0,94.89999999999998,14.1,0.5,0.0,-1.7,1.7,0.0091634325140146,0.523,0.375,0.292,0.1,0.1,W (+8),W (+8)
