Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Nesmith,Shared Games with Andrew Nembhard,Shared Games with Bennedict Mathurin,Shared Games with Chris Duarte,Shared Games with Daniel Theis,Shared Games with Goga Bitadze,Shared Games with Isaiah Jackson,Shared Games with Jalen Smith,Shared Games with James Johnson,Shared Games with Kendall Brown,Shared Games with Myles Turner,Shared Games with Oshae Brissett,Shared Games with T.J. McConnell,Shared Games with Terry Taylor,Shared Games with Trevelin Queen,Shared Games with Tyrese Haliburton,Aaron Nesmith,Andrew Nembhard,Bennedict Mathurin,Chris Duarte,Daniel Theis,Gabe York,Goga Bitadze,Isaiah Jackson,Jalen Smith,James Johnson,Kendall Brown,Myles Turner,Oshae Brissett,T.J. McConnell,Terry Taylor,Trevelin Queen,Tyrese Haliburton,co_inf with Aaron Nesmith,co_inf with Andrew Nembhard,co_inf with Bennedict Mathurin,co_inf with Chris Duarte,co_inf with Daniel Theis,co_inf with Gabe York,co_inf with Goga Bitadze,co_inf with Isaiah Jackson,co_inf with Jalen Smith,co_inf with James Johnson,co_inf with Kendall Brown,co_inf with Myles Turner,co_inf with Oshae Brissett,co_inf with T.J. McConnell,co_inf with Terry Taylor,co_inf with Trevelin Queen,co_inf with Tyrese Haliburton,Shared Games with George Hill,Shared Games with Jordan Nwora,George Hill,John Collins,Jordan Nwora,Serge Ibaka,co_inf with George Hill,co_inf with John Collins,co_inf with Jordan Nwora,co_inf with Serge Ibaka,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
28,28,28,2022-12-12,29-360,IND,,MIA,L (-5),1,35:38,8.0,16.0,.500,3.0,7.0,.429,0,0.0,,1.0,8.0,9.0,2.0,0.0,0.0,4.0,1.0,19.0,11.1,+1,9.0,5.0,0.5555555555555556,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,10.0,46.0,2.555555555555556,11.099999999999996,50.1,2.783333333333333
29,29,29,2022-12-14,29-362,IND,,GSW,W (+6),1,34:34,6.0,12.0,.500,3.0,8.0,.375,2,2.0,1.000,1.0,4.0,5.0,1.0,1.0,0.0,2.0,2.0,17.0,11.8,-21,4.0,3.0,0.75,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,8.0,81.0,4.5,10.999999999999996,90.7,5.038888888888889
30,30,30,2022-12-16,29-364,IND,@,CLE,L (-6),1,27:31,5.0,9.0,.556,4.0,6.0,.667,0,0.0,,0.0,1.0,1.0,5.0,0.0,0.0,2.0,1.0,14.0,11.1,-8,3.0,1.0,0.3333333333333333,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,9.0,71.0,3.9444444444444446,11.1,79.79999999999998,4.433333333333333
31,31,31,2022-12-18,30-001,IND,,NYK,L (-3),1,27:29,9.0,16.0,.563,5.0,10.0,.500,0,0.0,,0.0,3.0,3.0,3.0,1.0,0.0,3.0,6.0,23.0,14.0,+4,6.0,4.0,0.6666666666666666,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,11.0,53.0,2.9444444444444446,14.0,49.3,2.738888888888889
32,32,32,2022-12-21,30-004,IND,@,BOS,W (+5),1,29:53,3.0,7.0,.429,2.0,3.0,.667,0,0.0,,1.0,4.0,5.0,5.0,1.0,1.0,1.0,1.0,8.0,10.0,+2,4.0,1.0,0.25,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,12.0,78.0,4.333333333333333,9.999999999999998,82.59999999999998,4.588888888888888
33,33,33,2022-12-23,30-006,IND,@,MIA,W (+3),1,34:32,7.0,15.0,.467,7.0,11.0,.636,0,0.0,,0.0,5.0,5.0,2.0,0.0,0.0,0.0,2.0,21.0,15.4,+17,4.0,0.0,0.0,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,13.0,81.0,4.5,15.4,66.6,3.6999999999999997
34,34,34,2022-12-26,30-009,IND,@,NOP,L (-20),1,23:05,4.0,10.0,.400,4.0,7.0,.571,0,0.0,,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,12.0,9.2,-10,3.0,0.0,0.0,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,7.0,54.0,3.0,9.2,49.5,2.75
35,35,35,2022-12-27,30-010,IND,,ATL,W (+15),1,29:45,11.0,16.0,.688,6.0,7.0,.857,0,0.0,,1.0,8.0,9.0,2.0,0.0,0.0,0.0,0.0,28.0,25.7,+11,9.0,5.0,0.5555555555555556,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,23.0,69.0,3.8333333333333335,25.7,72.7,4.038888888888889
36,36,36,2022-12-29,30-012,IND,,CLE,W (+9),1,32:46,10.0,14.0,.714,5.0,6.0,.833,0,0.0,,0.0,3.0,3.0,3.0,2.0,0.0,1.0,4.0,25.0,21.6,+14,8.0,5.0,0.625,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,18.0,82.0,4.555555555555555,21.6,94.8,5.266666666666667
37,37,37,2022-12-31,30-014,IND,,LAC,W (+1),1,33:46,6.0,16.0,.375,5.0,12.0,.417,1,1.0,1.000,2.0,6.0,8.0,2.0,1.0,0.0,1.0,2.0,18.0,13.0,+2,4.0,1.0,0.25,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,11.0,85.0,4.722222222222222,12.599999999999996,91.0,5.055555555555555
38,38,38,2023-01-02,30-016,IND,,TOR,W (+8),1,30:17,7.0,11.0,.636,4.0,7.0,.571,1,1.0,1.000,0.0,5.0,5.0,4.0,0.0,0.0,0.0,1.0,19.0,18.0,0,4.0,3.0,0.75,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,16.0,78.0,4.333333333333333,17.600000000000005,72.7,4.038888888888889
39,39,39,2023-01-04,30-018,IND,@,PHI,L (-3),1,41:19,9.0,22.0,.409,6.0,14.0,.429,0,0.0,,1.0,8.0,9.0,6.0,2.0,1.0,0.0,1.0,24.0,21.8,+1,8.0,3.0,0.375,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,20.0,85.0,4.722222222222222,21.80000000000001,87.79999999999998,4.877777777777776
40,40,40,2023-01-06,30-020,IND,,POR,W (+9),1,30:53,3.0,9.0,.333,2.0,5.0,.400,3,3.0,1.000,0.0,6.0,6.0,0.0,2.0,1.0,0.0,2.0,11.0,9.6,+9,4.0,1.0,0.25,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,8.0,69.0,3.8333333333333335,8.399999999999999,67.99999999999999,3.777777777777777
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,,0.0,0.0,0.0,0.0,0.0
42,41,41,2023-01-08,30-022,IND,,CHO,W (+5),1,31:23,7.0,21.0,.333,4.0,12.0,.333,3,4.0,.750,0.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,21.0,9.1,+13,9.0,3.0,0.3333333333333333,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,-2.0,83.0,4.611111111111111,7.9,77.7,4.316666666666666
43,42,42,2023-01-11,30-025,IND,@,NYK,L (-6),1,32:10,11.0,20.0,.550,7.0,15.0,.467,2,2.0,1.000,0.0,8.0,8.0,0.0,1.0,0.0,1.0,3.0,31.0,22.6,-3,5.0,4.0,0.8,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,17.0,58.0,3.2222222222222223,21.8,66.3,3.683333333333333
44,43,43,2023-01-13,30-027,IND,,ATL,L (-2),1,38:14,5.0,15.0,.333,5.0,12.0,.417,3,3.0,1.000,0.0,5.0,5.0,5.0,3.0,0.0,1.0,4.0,18.0,14.9,-7,3.0,0.0,0.0,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,12.0,53.0,2.9444444444444446,13.7,64.19999999999999,3.566666666666666
45,44,44,2023-01-14,30-028,IND,,MEM,L (-18),1,25:39,2.0,8.0,.250,0.0,3.0,.000,1,1.0,1.000,0.0,5.0,5.0,1.0,0.0,0.0,2.0,1.0,5.0,0.0,-29,5.0,2.0,0.4,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,0.0,70.0,3.888888888888889,-0.3999999999999994,82.29999999999998,4.572222222222221
46,45,45,2023-01-16,30-030,IND,@,MIL,L (-13),1,37:59,6.0,15.0,.400,5.0,10.0,.500,1,1.0,1.000,0.0,5.0,5.0,5.0,1.0,0.0,2.0,3.0,18.0,12.7,-19,5.0,1.0,0.2,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,11.0,89.0,4.944444444444445,12.299999999999995,85.39999999999998,4.744444444444444
47,46,46,2023-01-18,30-032,IND,@,OKC,L (-20),1,19:00,1.0,4.0,.250,1.0,4.0,.250,0,0.0,,0.0,2.0,2.0,3.0,0.0,0.0,3.0,1.0,3.0,-0.1,-27,0.0,0.0,,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,1.0,83.0,4.611111111111111,-0.1,77.7,4.316666666666666
48,47,47,2023-01-20,30-034,IND,@,DEN,L (-23),1,24:45,3.0,6.0,.500,0.0,2.0,.000,3,3.0,1.000,1.0,5.0,6.0,3.0,1.0,0.0,2.0,0.0,9.0,9.3,-12,4.0,3.0,0.75,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,8.0,38.0,2.111111111111111,8.099999999999998,57.99999999999999,3.222222222222222
49,48,48,2023-01-21,30-035,IND,@,PHO,L (-5),1,35:30,7.0,17.0,.412,5.0,12.0,.417,3,4.0,.750,1.0,7.0,8.0,2.0,2.0,0.0,4.0,2.0,22.0,13.9,+6,5.0,2.0,0.4,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,9.0,56.0,3.111111111111111,12.7,56.79999999999999,3.155555555555555
50,49,49,2023-01-24,30-038,IND,,CHI,W (+6),1,38:32,5.0,14.0,.357,4.0,11.0,.364,5,5.0,1.000,1.0,4.0,5.0,4.0,4.0,3.0,1.0,1.0,19.0,20.6,+5,3.0,1.0,0.3333333333333333,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,15.0,67.0,3.7222222222222223,18.6,64.70000000000002,3.5944444444444454
51,50,50,2023-01-25,30-039,IND,@,ORL,L (-6),1,38:43,7.0,13.0,.538,6.0,10.0,.600,1,2.0,.500,2.0,2.0,4.0,5.0,4.0,0.0,4.0,2.0,21.0,19.0,-2,3.0,1.0,0.3333333333333333,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,15.0,67.0,3.7222222222222223,18.599999999999994,76.39999999999999,4.244444444444444
52,51,51,2023-01-27,30-041,IND,,MIL,L (-10),1,35:42,8.0,13.0,.615,5.0,9.0,.556,1,2.0,.500,0.0,5.0,5.0,2.0,3.0,0.0,1.0,4.0,22.0,19.0,+1,4.0,3.0,0.75,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,16.0,64.0,3.555555555555556,18.6,77.09999999999998,4.283333333333332
53,52,52,2023-01-29,30-043,IND,@,MEM,L (-12),1,34:07,1.0,4.0,.250,1.0,4.0,.250,0,0.0,,0.0,4.0,4.0,4.0,1.0,0.0,4.0,3.0,3.0,0.4,-10,0.0,0.0,,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,4.0,53.0,2.9444444444444446,0.3999999999999986,63.19999999999999,3.5111111111111106
54,53,53,2023-02-02,30-047,IND,,LAL,L (-1),1,36:32,5.0,11.0,.455,2.0,5.0,.400,2,3.0,.667,0.0,5.0,5.0,2.0,2.0,0.0,1.0,2.0,14.0,11.0,+3,6.0,3.0,0.5,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,8.0,82.0,4.555555555555555,10.2,76.30000000000001,4.23888888888889
55,54,54,2023-02-03,30-048,IND,,SAC,W (+3),1,36:42,8.0,15.0,.533,5.0,9.0,.556,0,0.0,,4.0,6.0,10.0,6.0,2.0,0.0,3.0,2.0,21.0,20.7,+11,6.0,3.0,0.5,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,21.0,69.0,3.8333333333333335,20.7,64.99999999999999,3.6111111111111103
56,55,55,2023-02-05,30-050,IND,,CLE,L (-19),1,29:37,6.0,14.0,.429,4.0,9.0,.444,0,0.0,,1.0,4.0,5.0,0.0,1.0,1.0,3.0,1.0,16.0,8.8,-7,5.0,2.0,0.4,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,6.0,60.0,3.333333333333333,8.799999999999997,58.19999999999998,3.2333333333333325
57,56,56,2023-02-08,30-053,IND,@,MIA,L (-5),1,36:31,10.0,18.0,.556,6.0,12.0,.500,3,3.0,1.000,2.0,5.0,7.0,2.0,1.0,1.0,1.0,3.0,29.0,24.2,-2,6.0,4.0,0.6666666666666666,71,73,76,46,7,21,61,66,17,6,62,63,73,26,7,56,73.0,75.0,78.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9726027397260274,0.9733333333333334,0.9743589743589745,1.0,1.0,0.0,0.5526315789473685,0.9682539682539684,0.9705882352941176,0.9444444444444444,1.0,1.0,0.9692307692307692,0.9733333333333334,0.8387096774193549,1.0,1.0,11,22,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3548387096774194,0.0,18,18.0,42.0,2.333333333333333,23.0,50.99999999999999,2.833333333333333
